cc16f76a4da2eeb98714bf7d5929e1b0d9dd9c0377165311e171d831b34ca924,a13b8f0baa47314ecd68e81d3fc4cfc0be62b778773bdb70984fc4dcaf09dfb2,9eea74f5e28ba76bf9c0e1b2edf305b2b88cc3b0feb5b09ccc19b54a9719b8a6,be4191f8e0722cfe7727f0829125d1813c1d73545e07141ad759b979504ad720,dedfdf4235d19a9ec63baeab3bc69727b8c5486eff88d6cc00d1bb9e31281435,535b6620ceb964968edddc515498e7a60e7e61e527b61d675f332cc15a497191,7552ac9ad0fe313de14c6dba753773e32d8076033e54ce3f27f296f5a1ad63cd,22ffc1788db675160dcd79b6742f73e59cc8067e8e34169fd7c055e406fdc51f,3336c5c3082b46fc88c88214429ece6ff6dabefcd1d81a4c87fbb86200bd97c6,fbefe347bb15138c03f6a0a6b12abfda9d37eb12790c429cd18eb8e080b4e402,95e1705bcd5aed8ef49617637d9f54b4200f421b16c72f7006bc7ef06cf5376b,4d1cb3f304c8ee87f4f812df11cb4ed5c99c6244018a15b53f1203bb793093ca,9b8e08390db333940df9a5671ce7e5e442d2b5ea8699742f70777019af6ed17b,3f605d27500ef27c3cadcf90f67d5d27e535652f3ee20a66d5a24e14ec67d28d
"117401","2021/12/02 16:00:00","2021/12/20 15:59:59","305","4","-285","52","5","紡希（夏日）","10072","10072115","8","","11.241"
"117201","2021/12/02 16:00:00","2021/12/20 15:59:59","106","1","-285","52","2","望（夏日）","10072","10072116","8","","15.767"
"117301","2021/12/02 16:00:00","2021/12/20 15:59:59","206","4","-285","52","3","千歌（夏日）","10072","10072117","8","","10.946"
"117401","2021/12/02 16:00:00","2021/12/20 15:59:59","306","5","-285","52","5","紡希（夏日）","10072","10072118","8","","0"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","1","1","-416.5","53","2","花凜","10073","10073001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","2","1","-416.5","53","2","花凜","10073","10073002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","3","1","-416.5","54","2","花凜","10073","10073003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","4","2","-416.5","54","2","花凜","10073","10073004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","5","1","-416.5","57","1","花凜","10073","10073005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","1","1","-363","55","2","花凜","10073","10073006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","2","2","-363","55","1","花凜","10073","10073007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","3","2","-363","56","1","花凜","10073","10073008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2021/12/17 16:00:00","2021/12/26 15:59:59","4","2","-363","56","1","花凜","10073","10073009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"101501","2021/12/17 16:00:00","2021/12/26 15:59:59","101","2","-285","51","5","美里","10073","10073101","8","","6"
"113501","2021/12/17 16:00:00","2021/12/26 15:59:59","111","2","-285","51","5","美里（夏日）","10073","10073102","8","","6"
"101201","2021/12/17 16:00:00","2021/12/26 15:59:59","201","1","-285","51","2","初音","10073","10073103","8","","4.15"
"113401","2021/12/17 16:00:00","2021/12/26 15:59:59","211","1","-285","51","2","初音（夏日）","10073","10073104","8","","4.15"
"101501","2021/12/17 16:00:00","2021/12/26 15:59:59","102","4","-285","51","2","美里","10073","10073105","8","","6.3"
"113501","2021/12/17 16:00:00","2021/12/26 15:59:59","112","4","-285","51","2","美里（夏日）","10073","10073106","8","","6.3"
"101201","2021/12/17 16:00:00","2021/12/26 15:59:59","202","2","-285","51","1","初音","10073","10073107","8","","7.43"
"113401","2021/12/17 16:00:00","2021/12/26 15:59:59","212","2","-285","51","1","初音（夏日）","10073","10073108","8","","7.43"
"101501","2021/12/17 16:00:00","2021/12/26 15:59:59","103","5","-285","51","2","美里","10073","10073109","8","","10.4"
"113501","2021/12/17 16:00:00","2021/12/26 15:59:59","113","5","-285","51","2","美里（夏日）","10073","10073110","8","","10.4"
"101201","2021/12/17 16:00:00","2021/12/26 15:59:59","203","1","-285","51","1","初音","10073","10073111","8","","5.71"
"113401","2021/12/17 16:00:00","2021/12/26 15:59:59","213","1","-285","51","1","初音（夏日）","10073","10073112","8","","5.71"
"101501","2021/12/17 16:00:00","2021/12/26 15:59:59","104","1","-285","52","2","美里","10073","10073113","8","","8.71"
"113501","2021/12/17 16:00:00","2021/12/26 15:59:59","114","1","-285","52","2","美里（夏日）","10073","10073114","8","","8.71"
"101201","2021/12/17 16:00:00","2021/12/26 15:59:59","204","1","-285","52","2","初音","10073","10073115","8","","4.2"
"113401","2021/12/17 16:00:00","2021/12/26 15:59:59","214","1","-285","52","2","初音（夏日）","10073","10073116","8","","4.2"
"101501","2021/12/17 16:00:00","2021/12/26 15:59:59","105","1","-285","52","1","美里","10073","10073117","8","","7.5"
"113501","2021/12/17 16:00:00","2021/12/26 15:59:59","115","1","-285","52","1","美里（夏日）","10073","10073118","8","","7.5"
"101201","2021/12/17 16:00:00","2021/12/26 15:59:59","205","5","-285","52","2","初音","10073","10073119","8","","13.55"
"113401","2021/12/17 16:00:00","2021/12/26 15:59:59","215","5","-285","52","2","初音（夏日）","10073","10073120","8","","13.55"
"101501","2021/12/17 16:00:00","2021/12/26 15:59:59","106","1","-285","52","2","美里","10073","10073121","8","","7.75"
"113501","2021/12/17 16:00:00","2021/12/26 15:59:59","116","1","-285","52","2","美里（夏日）","10073","10073122","8","","7.75"
"101201","2021/12/17 16:00:00","2021/12/26 15:59:59","206","1","-285","52","2","初音","10073","10073123","8","","4.36"
"113401","2021/12/17 16:00:00","2021/12/26 15:59:59","216","1","-285","52","2","初音（夏日）","10073","10073124","8","","4.36"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","1","1","-416.5","53","2","花凜","10074","10074001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","2","1","-416.5","53","2","花凜","10074","10074002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","3","1","-416.5","54","2","花凜","10074","10074003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","4","2","-416.5","54","2","花凜","10074","10074004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","5","1","-416.5","57","1","花凜","10074","10074005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","1","1","-363","55","2","花凜","10074","10074006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","2","2","-363","55","1","花凜","10074","10074007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","3","2","-363","56","1","花凜","10074","10074008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2022/01/03 16:00:00","2022/01/21 15:59:59","4","2","-363","56","1","花凜","10074","10074009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"105101","2022/01/03 16:00:00","2022/01/21 15:59:59","101","6","-285","51","2","深月","10074","10074101","8","","8.63"
"117501","2022/01/03 16:00:00","2022/01/21 15:59:59","111","6","-285","51","2","深月（大江戶）","10074","10074102","8","","8.63"
"100801","2022/01/03 16:00:00","2022/01/21 15:59:59","201","1","-285","51","2","雪","10074","10074103","8","","8.63"
"117601","2022/01/03 16:00:00","2022/01/21 15:59:59","211","1","-285","51","2","雪（大江戶）","10074","10074104","8","","8.63"
"117501","2022/01/03 16:00:00","2022/01/21 15:59:59","112","1","-285","51","2","深月（大江戶）","10074","10074105","8","","9.93"
"117601","2022/01/03 16:00:00","2022/01/21 15:59:59","212","1","-285","51","2","雪（大江戶）","10074","10074106","8","","4.37"
"117501","2022/01/03 16:00:00","2022/01/21 15:59:59","113","6","-285","51","2","深月（大江戶）","10074","10074107","8","","5.1"
"117601","2022/01/03 16:00:00","2022/01/21 15:59:59","213","2","-285","51","5","雪（大江戶）","10074","10074108","8","","7.28"
"105101","2022/01/03 16:00:00","2022/01/21 15:59:59","104","5","-285","52","1","深月","10074","10074109","8","","6.38"
"117501","2022/01/03 16:00:00","2022/01/21 15:59:59","114","5","-285","52","1","深月（大江戶）","10074","10074110","8","","6.38"
"117601","2022/01/03 16:00:00","2022/01/21 15:59:59","214","2","-285","52","1","雪（大江戶）","10074","10074111","8","","4.2"
"117501","2022/01/03 16:00:00","2022/01/21 15:59:59","115","4","-285","52","2","深月（大江戶）","10074","10074112","8","","10.92"
"117601","2022/01/03 16:00:00","2022/01/21 15:59:59","215","1","-285","52","2","雪（大江戶）","10074","10074113","8","","7.03"
"117501","2022/01/03 16:00:00","2022/01/21 15:59:59","116","2","-285","52","5","深月（大江戶）","10074","10074114","8","","8.17"
"117601","2022/01/03 16:00:00","2022/01/21 15:59:59","216","1","-285","52","2","雪（大江戶）","10074","10074115","8","","8.08"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","1","1","-416.5","53","2","花凜","10075","10075001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","2","1","-416.5","53","2","花凜","10075","10075002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","3","1","-416.5","54","2","花凜","10075","10075003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","4","2","-416.5","54","2","花凜","10075","10075004","0","能夠領取獎勵了！\n請檢查看看","0"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","5","1","-416.5","57","1","花凜","10075","10075005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","1","1","-363","55","2","花凜","10075","10075006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","2","2","-363","55","1","花凜","10075","10075007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","3","2","-363","56","1","花凜","10075","10075008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190801","2022/01/19 16:00:00","2022/01/28 15:59:59","4","2","-363","56","1","花凜","10075","10075009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","101","5","-285","51","4","依里（天使）","10075","10075101","8","","12.962"
"100601","2022/01/19 16:00:00","2022/01/28 15:59:59","201","5","-285","51","2","茜里","10075","10075102","8","","12.809"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","102","2","-285","51","4","外表依里・聲音茜里","10075","10075104","8","","6.373"
"113701","2022/01/19 16:00:00","2022/01/28 15:59:59","202","3","-285","51","4","外表茜里・聲音依里","10075","10075105","8","","8.829"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","103","2","-285","51","6","外表依里・聲音茜里","10075","10075106","8","","10.557"
"113701","2022/01/19 16:00:00","2022/01/28 15:59:59","203","1","-285","51","2","外表茜里・聲音依里","10075","10075107","8","","11.771"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","104","5","-285","51","2","依里（天使）","10075","10075108","8","","8.735"
"113701","2022/01/19 16:00:00","2022/01/28 15:59:59","204","1","-285","51","2","茜里（天使）","10075","10075109","8","","7.306"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","105","4","-285","52","2","依里（天使）","10075","10075110","8","","9.501"
"113701","2022/01/19 16:00:00","2022/01/28 15:59:59","205","1","-285","52","2","茜里（天使）","10075","10075111","8","","14.779"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","106","1","-285","52","4","依里（天使）","10075","10075112","30","","12.815"
"113701","2022/01/19 16:00:00","2022/01/28 15:59:59","206","1","-285","52","2","茜里（天使）","10075","10075113","8","","9.6"
"113801","2022/01/19 16:00:00","2022/01/28 15:59:59","107","2","-285","52","6","依里（天使）","10075","10075114","8","","7.346"
"113701","2022/01/19 16:00:00","2022/01/28 15:59:59","207","1","-285","52","2","茜里（天使）","10075","10075115","8","","8.475"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","1","1","-416.5","53","2","花凜","10076","10076001","0","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","3.414"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","2","1","-416.5","53","2","花凜","10076","10076002","0","將任務完成，\n並獲得獎勵吧！","3.099"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","3","1","-416.5","54","2","花凜","10076","10076003","0","似乎有能夠\n領取的獎勵了，\n請確認看看。","2.801"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","4","2","-416.5","54","2","花凜","10076","10076004","0","能夠領取獎勵了！\n請檢查看看","0"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","5","1","-416.5","57","1","花凜","10076","10076005","0","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","0"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","1","1","-363","55","2","花凜","10076","10076006","0","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","5.506"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","2","2","-363","55","1","花凜","10076","10076007","0","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","1.216"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","3","2","-363","56","1","花凜","10076","10076008","0","辛苦了\n別忘記使用討伐證\n來進行交換哦！","1.539"
"190802","2022/02/01 16:00:00","2022/02/19 15:59:59","4","2","-363","56","1","花凜","10076","10076009","0","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","1.875"
"101701","2022/02/01 16:00:00","2022/02/19 15:59:59","101","1","-285","51","2","香織","10076","10076101","8","","13.927"
"117701","2022/02/01 16:00:00","2022/02/19 15:59:59","111","1","-285","51","2","香織（萬聖節）","10076","10076102","8","","13.927"
"103001","2022/02/01 16:00:00","2022/02/19 15:59:59","201","1","-285","51","2","妮諾","10076","10076103","8","","13.464"
"117801","2022/02/01 16:00:00","2022/02/19 15:59:59","211","1","-285","51","2","妮諾（萬聖節）","10076","10076104","8","","13.464"
"101601","2022/02/01 16:00:00","2022/02/19 15:59:59","301","2","-285","51","6","鈴奈","10076","10076105","8","","15.155"
"117901","2022/02/01 16:00:00","2022/02/19 15:59:59","311","2","-285","51","6","鈴奈（萬聖節）","10076","10076106","8","","15.155"
"117701","2022/02/01 16:00:00","2022/02/19 15:59:59","102","1","-285","51","1","香織（萬聖節）","10076","10076107","8","","0"
"117801","2022/02/01 16:00:00","2022/02/19 15:59:59","202","2","-285","51","6","妮諾（萬聖節）","10076","10076108","8","","16.361"
"117901","2022/02/01 16:00:00","2022/02/19 15:59:59","302","4","-285","51","2","鈴奈（萬聖節）","10076","10076109","8","","10.523"
"117701","2022/02/01 16:00:00","2022/02/19 15:59:59","103","4","-285","51","1","香織（萬聖節）","10076","10076110","8","","6.916"
"117801","2022/02/01 16:00:00","2022/02/19 15:59:59","203","1","-285","51","1","妮諾（萬聖節）","10076","10076111","8","","0"
"117901","2022/02/01 16:00:00","2022/02/19 15:59:59","303","4","-285","51","1","鈴奈（萬聖節）","10076","10076112","8","","8.961"
"101701","2022/02/01 16:00:00","2022/02/19 15:59:59","104","4","-285","52","2","香織","10076","10076113","8","","19.844"
"117701","2022/02/01 16:00:00","2022/02/19 15:59:59","114","4","-285","52","2","香織（萬聖節）","10076","10076114","8","","19.844"
"103001","2022/02/01 16:00:00","2022/02/19 15:59:59","204","1","-285","52","1","妮諾","10076","10076115","8","","0"
"117801","2022/02/01 16:00:00","2022/02/19 15:59:59","214","1","-285","52","1","妮諾（萬聖節）","10076","10076116","8","","0"
"101601","2022/02/01 16:00:00","2022/02/19 15:59:59","304","2","-285","52","2","鈴奈","10076","10076117","8","","0"
"117901","2022/02/01 16:00:00","2022/02/19 15:59:59","314","2","-285","52","2","鈴奈（萬聖節）","10076","10076118","8","","0"
"101701","2022/02/01 16:00:00","2022/02/19 15:59:59","105","1","-285","52","2","香織","10076","10076119","8","","13.104"
"117701","2022/02/01 16:00:00","2022/02/19 15:59:59","115","1","-285","52","2","香織（萬聖節）","10076","10076120","8","","13.104"
"103001","2022/02/01 16:00:00","2022/02/19 15:59:59","205","1","-285","52","2","妮諾","10076","10076121","8","","13.461"
"117801","2022/02/01 16:00:00","2022/02/19 15:59:59","215","1","-285","52","2","妮諾（萬聖節）","10076","10076122","8","","13.461"
"101601","2022/02/01 16:00:00","2022/02/19 15:59:59","305","6","-285","52","2","鈴奈","10076","10076123","8","","9.271"
"117901","2022/02/01 16:00:00","2022/02/19 15:59:59","315","6","-285","52","2","鈴奈（萬聖節）","10076","10076124","8","","9.271"
"101701","2022/02/01 16:00:00","2022/02/19 15:59:59","106","1","-285","52","2","香織","10076","10076125","8","","13.486"
"117701","2022/02/01 16:00:00","2022/02/19 15:59:59","116","1","-285","52","2","香織（萬聖節）","10076","10076126","8","","13.486"
"103001","2022/02/01 16:00:00","2022/02/19 15:59:59","206","1","-285","52","2","妮諾","10076","10076127","8","","14.505"
"117801","2022/02/01 16:00:00","2022/02/19 15:59:59","216","1","-285","52","2","妮諾（萬聖節）","10076","10076128","8","","14.515"
