194da19eb7f410061482e83bb03ed6d394d0ff0f2bd46a0ad48cff047cdabf30,2bfe9cf158884fe62f9177d675a290209db1f0f31c0349ae6698a2edbd5c449f,5f862ea1dcbf5c2c85c68b1a9f8b8d95e8d835fc2037baa95f889fac9f97ee08,5514b0c135fee233cc0ae349b00a25c8a505490c4d51e473b75b5bed6df06581,bb907b78af71c68b957488f006bb9dbec5a63c558584524b8e1aabdcd13b564e,67daafbee46522994b79584fe93662b864e362e66da6340f9024890df3fc7b05,6ed526ce7181f566613c725c0d7616230aecd0d288fd2a1fa796d40f15b70e38,6443c6857b1eb38ba304ff0361b3691a239f66f221eb157b9f94de76cbe00a62,43d33122d8722fe391dd8438b5bb7b2292c9838315ef9846b796e9910312e7a0,866d8bff7bed2cca0772b355d7b6c3873c5b6e3cba314f9495cf7e9b13621e39,395f515bc5ee215c7acec4484e14cc6dd0e4add177de9dc1d46c1ecb6c9fed7c,5451aa52b30f55e5d23c2d3be75d5fba1c57840030e556e5f7f7a889e20610d7,db80b1471317706a317bf7db00a8c085fa7e0dae47811ce45e577b7297cfc224,717920e103158c31530510f1f286c59bbb60c6d36ef6b9bfffd20622e7665ad1,84f7fe288ce241f460dbd1903a76c11d6e5bbffefde2193c55c2358852cd1708,1ef6e2412344011222a739c440ce7d119e78f890bf49aefc3db94a131b978a91,5d9c9488f501fd51c5ffd915d21142ed708e7eb0ce08c3aa39d80788b27014e7,b2c044610eafce2a67c6c75afa831d3c9093f55efe2ee0c1cc296adc3eca4457,18c0edaea3fa718f8d79df6fdc3978846dc6626f834a3bf0afc9d418d59a601d,1161667cb00d58e99dbb6d50798ec7130d1375745c65c0a0800c2c36449a7b4c
"3","能在房間裡玩的遊戲","6","0","1","3070","6","25151","29609","30340","這個問題的答案是？","能在房間裡玩的遊戲","【咲戀育幼院】中的「綾音」的興趣是什麼？","35041","3","38291","6","房間裡玩的","6","6"
"3","傭兵等等的打工","6","0","1","3073","6","20653","25171","24037","這個問題的答案是？","傭兵等等的打工","【墨丘利財團】中的「美冬」的興趣是什麼？","30340","3","20853","6","傭兵的打工","6","6"
"2","和貓咪玩耍","6","0","1","3074","6","21644","29609","32781","這個問題的答案是？","","【墨丘利財團】中的「珠希」的興趣是什麼？","21674","3","35987","6","和貓咪玩耍","6","6"
"2","看戀愛小說","6","0","1","3075","6","30475","23567","35498","這個問題的答案是？","","【月光學院】中的「伊緒」，興趣除了戀愛漫畫、戀愛劇之外，另一個是什麼？","24859","3","25088","6","看戀愛小說","6","6"
"3","蒐集化妝品","6","0","1","3076","6","33936","22941","21697","這個問題的答案是？","","【月光學院】中的「美咲」，興趣除了閱讀流行雜誌之外，另一個是什麼？","21270","3","38598","6","蒐集化妝品","6","6"
"1","欣賞鏡中的自己","6","0","1","3077","6","37857","33258","24049","這個問題的答案是？","欣賞鏡中的自己","【純白之翼 蘭德索爾分部】中的「雪」的興趣是什麼？","30340","3","20013","6","鏡中的自己","6","6"
"3","The Hanged Man=倒吊人","3","0","2","3078","3","97","101","100","這個的名稱是什麼？","The Hanged Man=倒吊人","塔羅牌大阿爾克那的其中一張。也叫作「死刑犯」。","103","3","110","3","anged","3","3"
"3","淑女自行車","6","0","2","3079","6","28113","34892","36554","這個的名稱是什麼？","","市面上流通最廣的腳踏車的俗稱。源於彎形把手等設計讓婦女也便於騎乘的特色。","33258","3","22899","6","淑女自行車","6","6"
"3","蒐集漂亮的葉子","6","0","1","3080","6","28418","33865","23376","這個問題的答案是？","蒐集漂亮的葉子","「亞里莎」的興趣是什麼？","30340","3","20142","6","漂亮的葉子","6","6"
"2","日光節約時間制","6","0","2","3081","6","20809","26178","38291","這個的名稱是什麼？","日光節約時間制","在部分地區會採用的「夏季的時間提前一小時」的制度。也叫作「夏令時間」。","32004","3","31680","6","光節約時間","6","6"
"1","Piano","3","0","1","3082","3","80","110","111","這個的名稱是什麼？","","「古蕾婭」的興趣是「鋼琴」，其英文為？","97","3","105","3","Piano","3","2"
"3","Subscription","3","0","2","3083","3","115","105","112","這個的名稱是什麼？","Subscription","近年很熱門的「Sub」制，未經省略的全稱是？","114","3","99","3","scrip","3","3"
"3","UMA=未確認生物體","6","0","2","3084","6","26410","29983","29289","這個的寫法是什麼？","UMA=未確認生物體","意指槌之子和雪男這類存在的「UMA」，用漢字怎麼寫？","35469","3","30906","6","未確認生物","6","6"
"1","找「朋友」之事","6","0","1","3085","6","25214","20043","20107","這個問題的答案是？","找「朋友」之事","「露娜」的興趣是什麼？","21451","3","26379","6","找朋友之事","6","6"
"2","誰做的巧克力","6","3086","1","3086","6","35504","20811","21147","這個小遊戲的「？」裡填入的是？","誰做的巧克力","","24039","3","20570","6","誰做巧克力","6","6"
"2","空花大迴轉","6","3087","1","3087","6","31354","36852","36681","這個小遊戲的「？」裡填入的是？","","","22823","3","33457","6","空花大迴轉","6","6"
"2","香織的靈魂式","6","3088","1","3088","6","39321","39746","24335","這個小遊戲的「？」裡填入的是？","香織的靈魂式","","38728","3","32340","6","香織靈魂式","6","6"
"2","龍人們的接龍競賽","6","3089","1","3089","6","40845","25509","40845","這個小遊戲的「？」裡填入的是？","龍人們的接龍競賽","","20497","3","20154","6","龍人們接龍","6","6"
"2","保衛起司大作戰","6","3090","1","3090","6","36215","20316","25136","這個小遊戲的「？」裡填入的是？","保衛起司大作戰","","22823","3","21496","6","起司大作戰","6","6"
"2","美里的猛訓打擊道！","6","3091","1","3091","6","29467","25802","36947","這個小遊戲的「？」裡填入的是？","美里的猛訓打擊道！","","25171","3","35347","6","猛訓打擊道","6","6"
"2","夏日演唱會","6","3093","1","3093","6","22799","21809","26371","這個小遊戲的「？」裡填入的是？","","","28436","3","26085","6","夏日演唱會","6","6"
"3","格林威治標準時間","6","0","2","3094","6","26684","27161","28310","這個的名稱是什麼？","格林威治標準時間","在採用世界協調時間之前，作為國際基準時間被採用的時間名稱。","27835","3","26519","6","格林治標準","6","6"
"1","超異域公主連結","6","3095","1","3095","6","36229","20844","20027","這個「？」裡填入的是？","超異域公主連結","遊戲標題。","22495","3","30064","6","超異域公主","6","6"
"1","通往究極之路","6","3103","1","3103","6","36890","26997","36335","這個小遊戲的「？」裡填入的是？","通往究極之路","","31350","3","24448","6","通往究極路","6","6"
"2","龍人族、人族","6","0","1","3106","6","40845","20154","26063","這個的名稱是什麼？","龍人族、人族","存在於阿斯特朗的種族，獸人族、精靈族、魔族，還剩下兩種是？","26063","3","20154","6","龍人族人族","6","6"
"3","八尺瓊勾玉","6","0","2","3115","6","20843","21246","29577","這個的名稱是什麼？","","有著「三神器」之稱的為：「草薙劍」、「八咫鏡」與哪一種？","29898","3","23610","6","八尺瓊勾玉","6","6"
"3","因為想看到你的笑容","6","3124","1","3124","6","22240","30475","21040","正在唱的曲子名稱是？","因為想看到你的笑容","「望」是在「聖學祭」\n中所唱的歌曲。","24819","3","28858","6","因為想看到","6","6"
"3","因為他的字典是法文","6","0","2","3125","6","23383","27861","25991","這個謎語的答案是？","因為他的字典是法文","為什麼拿破崙的字典裡沒有一個「難」字？","26159","3","20856","6","字典是法文","6","6"
"1","一富士二鷹 三茄子","6","0","2","3126","6","20108","33540","23376","這個的名稱是什麼？","一富士 二鷹 三茄子","在日本，據說在新年第一個夢境中夢到就會有好兆頭的3個東西。","19977","3","40441","6","二鷹三茄子","6","6"
"2","其中一隻是犀牛","6","0","2","3127","6","19968","29312","29275","這個謎語的答案是？","其中一隻是犀牛","農夫養了10頭牛，為什麼只有19隻角？","26159","3","38587","6","一隻是犀牛","6","6"
"3","一個也沒有","6","0","2","3128","6","19968","27794","26377","這個謎語的答案是？","一個也沒有","猴子每分鐘能掰一個玉米，在果園裡，一隻猴子5分鐘能掰幾個玉米？","20063","3","20491","6","一個也沒有","6","6"
"1","穿著救生衣","6","0","2","3129","6","31359","29983","34915","這個謎語的答案是？","","一個不會游泳的人掉進了水裡卻沒有淹死，為什麼？","25937","3","33879","6","穿著救生衣","6","6"
"1","因為是室內健身車","6","0","2","3133","6","23460","36523","36554","這個謎語的答案是？","因為是室內健身車","小明騎自行車騎了十公里，但周圍景色都沒有改變，為什麼？","20581","3","20839","6","室內健身車","6","6"
"3","Saxophone","3","3134","1","3134","3","112","110","101","這個的名稱是什麼？","Saxophone","「茜里」喜歡的樂器：\n「薩克斯風」的英文為？","111","3","104","3","phone","3","3"
"1","加速傷口癒合","6","0","2","3141","6","36895","30290","21512","這個的名稱是什麼？","加速傷口癒合","人的唾液中含有組氨素的化合物，可以加□□□□□。","21475","3","20663","6","速傷口癒合","6","6"
"1","Lost Princess","3","3143","1","3143","3","80","110","99","這首曲子的名稱是？","Lost Princess","「主線劇情第1部」的片頭曲。","105","3","114","3","Princ","3","2"
"1","Connecting Happy！！","3","3144","1","3144","3","72","112","121","這首曲子的名稱是？","","「主線劇情第1部」的片尾曲。","112","3","97","3","Happy","3","2"
"2","Absolute Secret","3","3145","1","3145","3","101","101","116","這首曲子的名稱是？","Absolute Secret","「主線劇情第1部8章」的片尾曲。","114","3","99","3","ecret","3","3"
"3","充滿笑容的家","6","3146","1","3146","6","20805","23481","23478","這首曲子的名稱是？","充滿笑容的家","活動「危險的假期！海岸邊的美食公主」的片尾曲。","31505","3","28415","6","充滿笑容家","6","6"
"3","SUPER CHOCOLATE","2","3147","1","3147","2","83","69","82","這首曲子的名稱是？","SUPER CHOCOLATE","活動「情人節之戰！ 正中紅心的甜蜜戰鬥」的片尾曲。","80","3","85","2","SUPER","2","2"
"3","未解明的心意","6","3148","1","3148","6","26410","24515","24847","這首曲子的名稱是？","未解明的心意","活動「王都的名偵探 嘆息的追緝者」的片尾曲。","26126","3","35299","6","未解明心意","6","6"
"3","白翼的榮耀","6","3149","1","3149","6","30333","27054","32768","這首曲子的名稱是？","白翼的榮耀","活動「將軍道中記　白翼的武士」的片尾曲。","30340","3","32764","6","白翼的榮耀","6","6"
"3","踮腳尖的First Kiss","3","3150","1","3150","3","70","115","116","這首曲子的名稱是？","踮腳尖的First Kiss","活動「鈴奈的彩虹舞臺」的片尾曲。","114","3","105","3","First","3","2"
"3","好朋友新感覺","6","3151","1","3151","6","22909","24863","35258","這首曲子的名稱是？","好朋友新感覺","活動「森林的膽小鬼與神聖學院的問題兒童」的片尾曲。","21451","3","26379","6","好朋友感覺","6","6"
"1","Mirage Game","3","3152","1","3152","3","105","103","101","這首曲子的名稱是？","Mirage Game","「主線劇情第2部」的片頭曲。（片假名）","97","3","114","3","irage","3","3"
"3","Heartful Place","3","3153","1","3153","3","80","99","101","這首曲子的名稱是？","Heartful Place","活動「牧場的四農士_貧窮農場奮鬥記」的片尾曲。","97","3","108","3","Place","3","2"
"3","Paradox","3","3154","1","3154","3","80","97","100","這首曲子的名稱是？","Paradox","活動「迴響！尖叫！萬聖鬼怪狂歡節」的片尾曲。","114","3","97","3","Parad","3","2"
"1","Just a moment！","3","3155","1","3155","3","111","110","116","這首曲子的名稱是？","Just a moment！","活動「慈樂之音的夏日演唱會　Just a moment！」的片尾曲。","101","3","109","3","oment","3","3"
"3","Narcistration","3","3156","1","3156","3","78","99","105","這首曲子的名稱是？","Narcistration","活動「大江戶的非法病歷　Dr.深月的診療室」的片尾曲。","114","3","97","3","Narci","3","2"
"2","無敵DREAMING","6","3157","1","3157","2","28961","82","69","這首曲子的名稱是？","無敵DREAMING","活動「鋼鐵聖女與神聖學院的問題兒童」的片尾曲。","68","3","25973","2","無敵DRE","2","6"
"2","布丁•聖•代•聖誕節來的！","6","0","1","3158","6","32854","20358","30340","這首曲子的名稱是？","布丁•聖•代•聖誕節來的！","活動「聖誕布丁快樂！飛舞的少女與飽含真心的點心」的片尾曲。","31680","3","35477","6","聖誕節來的","6","6"
"3","動物園園長","6","0","2","3159","6","21205","22290","38263","這個謎語的答案是？","","誰是萬獸之王？","22290","3","29289","6","動物園園長","6","6"
"3","馬路上的安全島","6","0","2","3160","6","39340","20840","23798","這個謎語的答案是？","馬路上的安全島","世界上最小的島是？","23433","3","36335","6","馬路安全島","6","6"
"2","阿拉伯數字","6","0","2","3161","6","38463","25976","23383","這個謎語的答案是？","","甚麼字全世界通用？","20271","3","25289","6","阿拉伯數字","6","6"
"3","Uncopyrightable","3","0","2","3162","3","114","104","116","這個的名稱是什麼？","Uncopyrightable","唯一有15個字母又不重複的英文單字是","103","3","105","3","right","3","3"
"3","卡拉OK=無人聲伴奏","6","0","2","3163","6","28961","20276","22863","這個未經省略的全稱是？","卡拉OK=無人聲伴奏","","32882","3","20154","6","無人聲伴奏","6","6"
"3","Billion","3","0","2","3164","3","66","108","105","這個的名稱是什麼？","Billion","將英文數字依序寫出(one，two，three...)，會發現要寫到哪個數字「b」才會出現？ (請用英文作答)","108","3","105","3","Billi","3","2"
"3","Titin","3","0","2","3165","3","84","105","110","這個的名稱是什麼？","","「肌聯蛋白」是世界上最長的英文單字，總共有189,819個字母組成，其簡稱為？","116","3","105","3","Titin","3","2"
"1","仰頭望天空","6","0","2","3166","6","20208","22825","31354","這是什麼？","","豬不能做什麼？","26395","3","38957","6","仰頭望天空","6","6"
"3","突破平流層","6","3167","1","3167","6","31361","27969","23652","這個「意外」的名稱是？","","","24179","3","30772","6","突破平流層","6","6"
"2","香蕉皮跳躍","6","3168","1","3168","6","39321","36339","36493","這個的名稱是什麼？","","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","30382","3","34121","6","香蕉皮跳躍","6","6"
"2","步未的團扇","6","3169","1","3169","6","27493","22296","25159","這個的名稱是什麼？","","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","30340","3","26410","6","步未的團扇","6","6"
"3","個人資料卡片","6","0","1","3170","6","20154","21345","29255","這個的名稱是什麼？","個人資料卡片","《公主連結R》中，製作自己檔案卡的功能名稱。","26009","3","36039","6","人資料卡片","6","6"
"2","香蕉皮滑行","6","3171","1","3171","6","39321","28369","34892","這個的名稱是什麼？","","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","30382","3","34121","6","香蕉皮滑行","6","6"
"2","妮諾的爆裂忍法","6","3173","1","3173","6","22958","35010","27861","這個的名稱是什麼？","妮諾的爆裂忍法","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","29190","3","35582","6","妮諾爆裂法","6","6"
"2","梅莎路提姆","6","3174","1","3174","6","26757","25552","22982","這個的名稱是什麼？","","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","36335","3","33678","6","梅莎路提姆","6","6"
