154354229d04bf59a72268748366e78ac1c237f98c1c648e77a103e3437ee12f,36db4943d6c29165d67c3b7187e75ee8855e650afcc4d7da6c9ee0a88b52c4ed,f6c09f191b2d40af0f8cdb973c6bccae3075c79fd7a1d50bb0e8f4d9d9564c73,c4854c86fd55bab1bc08c9ebceb9239d9633b5dfa7d5b86290d70ba1d6ce2f8b,95a0376a0d6c46b0e31cb33b843641d84a55d17dd77bd343cf6b7d2268c28fc0,20d7b948036d0f6e6417398a24b1d74f5f8e5ec20bfb55e6bc5ff26738f8acc8,1cfb811d6b74d2a173a0b66ff97bbc95e553043781527e33656a5e4347d7dbb7,173b7af2f6dd8f69348891330e58d3777fba066bbd50b0d429001e705325f9d8,72d7d35f07064c4f622e7200c2cf3c28893c9560d4b7462b43cdb5ab1b1f4645,1c6669c67080ba4d9e68d7750b5dee00901b1a40bd0cd30754470a0f48f056b8,a63e66f2e785d7682d3e80f180770f3b77d6a38811e2252afdf145a9667ed216
"","","","0","91","","16114","","","16114064",""
"","","wac_birthday_idle_smile","101111","3","1","16114","","","16114065","0.2"
"","","wac_birthday_talk_wish","104911","3","1","16114","","","16114066","0.2"
"","0","vo_wac_16114_002","vo_wac_16114","21","0","16114","","","16114067",""
"0.5","1","這裡頭傾注了大量\n在可麗餅店培養的技術，\n是姐姐與弟弟的愛之傑作唷！\n來，會長，吃吧吃吧。","104911","11","10","16114","0","1","16114068","0"
"","","","0","91","","16114","","","16114069",""
"","","wac_birthday_idle_wish","104911","3","1","16114","","","16114070","0.2"
"","","wac_birthday_talk_doya","101111","3","1","16114","","","16114071","0.2"
"","0","vo_wac_16114_003","vo_wac_16114","21","0","16114","","","16114072",""
"0.5","1","妹妹！妹妹也在喔！\n姐姐！","101111","11","10","16114","0","1","16114073","0"
"","","","0","91","","16114","","","16114074",""
"","","wac_birthday_idle_doya","101111","3","1","16114","","","16114075","0.2"
"","","wac_birthday_talk_smile","106811","3","1","16114","","","16114076","0.2"
"","0","vo_wac_16114_004","vo_wac_16114","21","0","16114","","","16114077",""
"0.5","1","哈哈，這我自己一個人\n可吃不完呢。\n你當然會幫我一起吃\n對吧？少年？","106811","11","10","16114","0","1","16114078","0"
"","","","0","91","","16114","","","16114079",""
"","","","0","22","","16114","","","16114080",""
"","","bgm_M321_2C","bgm_M321","25","","16414","","","16414001",""
"wac_birthday_idle_normal","-1000","105311","1","1","250","16414","0","-70","16414002","2"
"wac_birthday_idle_doya","170","103011","1","1","256","16414","1","-260","16414003","2"
"wac_birthday_idle_smile","270","100811","1","1","259","16414","1","-310","16414004","2"
"wac_birthday_idle_normal","400","104511","1","1","257","16414","1","-270","16414005","2"
"wac_birthday_idle_wish","500","105511","1","1","258","16414","1","-310","16414006","2"
"","","300","105311","13","","16414","","","16414007",""
"","","300","103011","13","","16414","","","16414008",""
"","0","501","501","31","0","16414","","1","16414009","0"
"","0","600","600","31","0","16414","","1","16414010","1"
"","0","602","602","31","0","16414","","1","16414011","0"
"","0","603","603","31","0","16414","","1","16414012","0"
"","60","604","604","31","30","16414","","1","16414013","1"
"","0","613","613","31","0","16414","","1","16414014","1"
"","0","700","700","31","0","16414","","1","16414015","0"
"","0","701","701","31","0","16414","","1","16414016","0"
"","0","702","702","31","0","16414","","1","16414017","0"
"","0","800","800","31","0","16414","","1","16414018","0"
"","60","918","918","31","30","16414","","1","16414019","1"
"","","","1","93","","16414","","","16414020",""
"","wac_birthday_reaction_05","wac_birthday_reaction_03","100811","3","0","16414","0.2","1","16414021","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_01","103011","3","0","16414","0.2","1","16414022","0.2"
"","","","0.1","93","","16414","","","16414023",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","104511","3","0","16414","0.2","1","16414024","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_05","105511","3","0","16414","0.2","1","16414025","0.2"
"","","","0.3","93","","16414","","","16414026",""
"","","wac_birthday_run_01","105311","3","1","16414","","","16414027","0.2"
"","3","0","105311","2","-70","16414","","","16414028",""
"","","","2.5","93","","16414","","","16414029",""
"","","1","602","32","","16414","","","16414030",""
"","","","0.6","93","","16414","","","16414031",""
"","","1","501","32","","16414","","","16414032",""
"","","0","600","32","","16414","","","16414033",""
"","","0","613","32","","16414","","","16414034",""
"","","0","604","32","","16414","","","16414035",""
"","","1","701","32","","16414","","","16414036",""
"","0.01","0","918","33","0","16414","","","16414037",""
"","wac_birthday_wish_01","wac_birthday_blowout_03","105311","3","0","16414","0.2","1","16414038","0.2"
"","0.01","-200","105311","2","-330","16414","","","16414039",""
"","","wac_birthday_idle_doya","103011","3","1","16414","","","16414040","0.2"
"","0.01","150","103011","2","-320","16414","","","16414041",""
"","","wac_birthday_idle_smile","100811","3","1","16414","","","16414042","0.2"
"","0.01","260","100811","2","-360","16414","","","16414043",""
"","","wac_birthday_idle_normal","104511","3","1","16414","","","16414044","0.2"
"","0.01","390","104511","2","-320","16414","","","16414045",""
"","","wac_birthday_idle_wish","105511","3","1","16414","","","16414046","0.2"
"","0.01","490","105511","2","-340","16414","","","16414047",""
"","","","0","93","","16414","","","16414048",""
"","","1","800","32","","16414","","","16414049",""
"","","","0.7","93","","16414","","","16414050",""
"","","1","702","32","","16414","","","16414051",""
"","","","0.5","93","","16414","","","16414052",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","16414","","","16414053",""
"","","0","701","32","","16414","","","16414054",""
"","","","0.4","93","","16414","","","16414055",""
"","","se_sys_login_birthday_cracker","se_common","23","0","16414","","","16414056",""
"","","1","700","32","","16414","","","16414057",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","16414","","","16414058",""
"","wac_birthday_idle_doya","wac_birthday_clap","103011","3","0","16414","0.2","1","16414059","0.2"
"","wac_birthday_idle_normal","wac_birthday_clap","104511","3","0","16414","0.2","1","16414060","0.2"
"","","","0.1","93","","16414","","","16414061",""
"","wac_birthday_idle_smile","wac_birthday_clap","100811","3","0","16414","0.2","1","16414062","0.2"
"","","","0.1","93","","16414","","","16414063",""
"","wac_birthday_idle_wish","wac_birthday_clap_to_wish","105511","3","0","16414","0.2","1","16414064","0.2"
"","","","2","93","","16414","","","16414065",""
"","","","1","131","","16414","","","16414066",""
"","0","vo_wac_16414_000","vo_wac_16414","21","0","16414","","","16414067",""
"0.5","1","給我的生日禮物……？\n多、多麼巨大的蛋糕啊！\n而且還散發著驚人的香氣……！\n這是為我準備的……？","105311","11","10","16414","0","1","16414068","0"
"","","","0","91","","16414","","","16414069",""
"","","wac_birthday_idle_smile","105311","3","1","16414","","","16414070","0.2"
"","","wac_birthday_talk_kyapi","103011","3","1","16414","","","16414071","0.2"
"","0","vo_wac_16414_001","vo_wac_16414","21","0","16414","","","16414072",""
"0.5","1","Yes！這是將甜食做得\n又高又誇張的\n特製甜點蛋糕是也！\n請享用吧──！","103011","11","10","16414","0","1","16414073","0"
"","","","0","91","","16414","","","16414074",""
"","","wac_birthday_idle_kyapi","103011","3","1","16414","","","16414075","0.2"
"","","wac_birthday_talk_sad","105311","3","1","16414","","","16414076","0.2"
"","0","vo_wac_16414_002","vo_wac_16414","21","0","16414","","","16414077",""
"0.5","1","到底是用了多少砂糖啊！？\n有股不尋常的香甜氣味……\n唔唔，明明才剛被牙醫說\n要少吃甜食的……！","105311","11","10","16414","0","1","16414078","0"
"","","","0","91","","16414","","","16414079",""
"","","wac_birthday_talk_doya","105311","3","1","16414","","","16414080","0.2"
"","0","vo_wac_16414_003","vo_wac_16414","21","0","16414","","","16414081",""
"0.5","1","但、但是……不能糟蹋\n部下的心意嘛！\n嗯，所以如果吃光也是不得已的！\n我就趕緊開動吧！","105311","11","10","16414","0","1","16414082","0"
"","","","0","91","","16414","","","16414083",""
"","","","0","22","","16414","","","16414084",""
"","","bgm_M321_2C","bgm_M321","25","","16614","","","16614001",""
"wac_birthday_idle_normal","-1000","102711","1","1","250","16614","0","-70","16614002","2"
"wac_birthday_idle_smile","170","105611","1","1","256","16614","1","-260","16614003","2"
"wac_birthday_idle_doya","270","100911","1","1","259","16614","1","-310","16614004","2"
"wac_birthday_idle_normal","380","105111","1","1","257","16614","1","-270","16614005","2"
"wac_birthday_idle_kyapi","510","101311","1","1","258","16614","1","-310","16614006","2"
"","","300","102711","13","","16614","","","16614007",""
"","","300","105611","13","","16614","","","16614008",""
"","0","501","501","31","0","16614","","1","16614009","0"
"","0","600","600","31","0","16614","","1","16614010","1"
"","0","602","602","31","0","16614","","1","16614011","0"
"","0","603","603","31","0","16614","","1","16614012","0"
"","60","604","604","31","30","16614","","1","16614013","1"
"","0","613","613","31","0","16614","","1","16614014","1"
"","0","700","700","31","0","16614","","1","16614015","0"
"","0","701","701","31","0","16614","","1","16614016","0"
"","0","702","702","31","0","16614","","1","16614017","0"
"","0","800","800","31","0","16614","","1","16614018","0"
"","60","919","919","31","30","16614","","1","16614019","1"
"","","","1","93","","16614","","","16614020",""
"","wac_birthday_reaction_03","wac_birthday_reaction_01","100911","3","0","16614","0.2","1","16614021","0.2"
"","wac_birthday_reaction_03","wac_birthday_reaction_02","105611","3","0","16614","0.2","1","16614022","0.2"
"","","","0.1","93","","16614","","","16614023",""
"","wac_birthday_reaction_04","wac_birthday_reaction_01","105111","3","0","16614","0.2","1","16614024","0.2"
"","wac_birthday_reaction_05","wac_birthday_reaction_03","101311","3","0","16614","0.2","1","16614025","0.2"
"","","","0.3","93","","16614","","","16614026",""
"","","wac_birthday_run_01","102711","3","1","16614","","","16614027","0.2"
"","3","0","102711","2","-70","16614","","","16614028",""
"","","","2.5","93","","16614","","","16614029",""
"","","1","602","32","","16614","","","16614030",""
"","","","0.6","93","","16614","","","16614031",""
"","","1","501","32","","16614","","","16614032",""
"","","0","600","32","","16614","","","16614033",""
"","","0","613","32","","16614","","","16614034",""
"","","0","604","32","","16614","","","16614035",""
"","","1","701","32","","16614","","","16614036",""
"","0.01","0","919","33","0","16614","","","16614037",""
"","wac_birthday_eriko_wish_04","wac_birthday_eriko_blowout_03","102711","3","0","16614","0.2","1","16614038","0.2"
"","0.01","-200","102711","2","-330","16614","","","16614039",""
"","","wac_birthday_idle_smile","105611","3","1","16614","","","16614040","0.2"
"","0.01","150","105611","2","-320","16614","","","16614041",""
"","","wac_birthday_idle_doya","100911","3","1","16614","","","16614042","0.2"
"","0.01","250","100911","2","-360","16614","","","16614043",""
"","","wac_birthday_idle_normal","105111","3","1","16614","","","16614044","0.2"
"","0.01","370","105111","2","-320","16614","","","16614045",""
"","","wac_birthday_idle_kyapi","101311","3","1","16614","","","16614046","0.2"
"","0.01","490","101311","2","-340","16614","","","16614047",""
"","","","0","93","","16614","","","16614048",""
"","","1","800","32","","16614","","","16614049",""
"","","","0.7","93","","16614","","","16614050",""
"","","1","702","32","","16614","","","16614051",""
"","","","0.5","93","","16614","","","16614052",""
"","","se_sys_login_birthday_blow_candle","se_common","23","0","16614","","","16614053",""
"","","0","701","32","","16614","","","16614054",""
"","","","0.4","93","","16614","","","16614055",""
"","","se_sys_login_birthday_cracker","se_common","23","0","16614","","","16614056",""
"","","1","700","32","","16614","","","16614057",""
"","","se_sys_login_birthday_calendar_applause","se_common","23","0","16614","","","16614058",""
"","wac_birthday_idle_smile","wac_birthday_clap","105611","3","0","16614","0.2","1","16614059","0.2"
"","wac_birthday_idle_normal","wac_birthday_clap","105111","3","0","16614","0.2","1","16614060","0.2"
"","","","0.1","93","","16614","","","16614061",""
"","wac_birthday_idle_doya","wac_birthday_clap","100911","3","0","16614","0.2","1","16614062","0.2"
"","","","0.1","93","","16614","","","16614063",""
"","wac_birthday_idle_kyapi","wac_birthday_clap","101311","3","0","16614","0.2","1","16614064","0.2"
"","","","2","93","","16614","","","16614065",""
"","","","1","131","","16614","","","16614066",""
"","0","vo_wac_16614_000","vo_wac_16614","21","0","16614","","","16614067",""
"0.5","1","生日……？\n我的生日？\n你們怎麼會記得\n這種事情呢？","102711","11","10","16614","0","1","16614068","0"
"","","","0","91","","16614","","","16614069",""
"","","wac_birthday_eriko_idle_wish","102711","3","1","16614","","","16614070","0.2"
"","","wac_birthday_talk_doya","105611","3","1","16614","","","16614071","0.2"
"","0","vo_wac_16614_001","vo_wac_16614","21","0","16614","","","16614072",""
"0.5","1","妳問為什麼，我們不是\n同公會的成員嗎？\n妳總是為我們挺身戰鬥，\n這是為了感謝妳的一點小心意。","105611","11","10","16614","0","1","16614073","0"
"","","","0","91","","16614","","","16614074",""
"","","wac_birthday_idle_doya","105611","3","1","16614","","","16614075","0.2"
"","","wac_birthday_talk_normal","102711","3","1","16614","","","16614076","0.2"
"","0","vo_wac_16614_002","vo_wac_16614","21","0","16614","","","16614077",""
"0.5","1","………………是這樣啊。\n既然如此我就\n心懷感激地享用吧。","102711","11","10","16614","0","1","16614078","0"
"","","","0","91","","16614","","","16614079",""
"","","wac_birthday_talk_wish","102711","3","1","16614","","","16614080","0.2"
"","0","vo_wac_16614_003","vo_wac_16614","21","0","16614","","","16614081",""
"0.5","1","啊呣。\n……呵呵，真甜呢。\n就像那位大人一樣地溫柔。\n……謝謝你們。","102711","11","10","16614","0","1","16614082","0"
"","","","0","91","","16614","","","16614083",""
"","","","0","22","","16614","","","16614084",""
"","","bgm_M321_2C","bgm_M321","25","","17414","","","17414001",""
"wac_birthday_idle_normal","-1000","110811","1","1","250","17414","0","-70","17414002","2"
"wac_birthday_idle_kyapi","230","110911","1","1","256","17414","1","-270","17414003","2"
"wac_birthday_idle_doya","410","111011","1","1","257","17414","1","-310","17414004","2"
"","","300","110811","13","","17414","","","17414005",""
"","","300","110911","13","","17414","","","17414006",""
"","0","501","501","31","0","17414","","1","17414007","0"
"","0","600","600","31","0","17414","","1","17414008","1"
"","0","602","602","31","0","17414","","1","17414009","0"
"","0","603","603","31","0","17414","","1","17414010","0"
"","60","604","604","31","30","17414","","1","17414011","1"
"","0","613","613","31","0","17414","","1","17414012","1"
"","0","700","700","31","0","17414","","1","17414013","0"
"","0","701","701","31","0","17414","","1","17414014","0"
"","0","702","702","31","0","17414","","1","17414015","0"
