53d0047bbbc823c8b2b3b0b328cc1585953f6db85d26deaff66bccdcf9dedd8e,8b0f77709de99c6e436b627b2cb13cc0dc1144a0ea76d5823fe368535c82a627,8ff20647bbd6077e8aaec2f9a785d6b982fe8f6ee644506fa5ef42dbee4a191a,baef204573aef306dcccff3b712d62a23be1f5a5ea652065a91032cf04001498,1956d0bb02751e2e98c875636eb60fd6283ccea0e7c3cfd9cb80bd81b6fc53ee,f106f510962afac9f8639d22bdb94822ea44fa6af45eb8ca1d3cb5e2edeaff55,0f6b1d40c1a01a0eda9f888bd3da8201f209773283adce59fb8f8b4267cd87ad,ffd2395beab82c254d63e8839e2c4c10dbae99f9cfe6960d129dc41b895f3ae1,12d148e7ee364a6aa9117aa1084adf4bdd99c4a2b9934b6c65ef3493f9a83671,59f1202dfecd23b8282472e9f811a4117146d6c60448effcf5ffea51a43b26b8,28ea98eab99a4fd89bb8518f63610616db69b1b9b3943d39701573708db49508,b7927658bd0c806a1d7f358216b267110f181280fccec8da91e3efb85bebff2a,f4752a3e9b934b53b6885c39c79f4460df9df711c5a559038ff203e576626a16,3a5742e636e73729bfc15145533d51214cc3a031e1b08d96306bf921a74ef0d9,c4ab2823bc8fc813998b9ee3c345707583be3e6823caaf210c91c3e5c772fe01,88e506567a4503b85a53284f6eec2ecd8e5ed4a72f8f30906885cc93d0b0d313,e5bbc874ad71543174f7afe1d14f2854096dfb15b1aec1a36a80cdff3c0bed3f,df5d406ed9a1cb0ee8e3d2c82cbfdf9f75cb6fbfce4f989ba30087c802af7d8a,4cc46d34d6944c6daeb1d99ce6cfac79f6ee9f14145d4c8e6213cc79e1223afe,d7ac5bdfb6d5b6d595991168120ede25a3ebabdc25c6932c367720ca110288ea,6e378924e584e5ed50ff6565b8d9ed6a5b41909d343c96711f56c4f08794d637,48bffa927f0e24fe51226fe81dc928f5e79c1ea1328341dfe6bc2a12983b5c98,7f79c94e52e06621de6d22bb596efafadaeda887cc70a77fa629de11d2d7657f,1c37681f8586594ca7c7ddc4bc96b30c0c405b287c597bf5891acf9f311729c7,2427cd0521317e64445f15bffd4e8083b671125228b4e7724c47c39b6640cda7,84fd1b83704ce902d6e23fc1106bded941b16d19230d14267e538d09b66299fc,02490c02e4dd5756f4277498de541ffc359d1267b00d2bc50b174de5e38c9544,c596e2a2ab91687050a1f1b9a01151e27d26c5c2493ce8e01ce6ff9cd2221382,f68639c2ecd080fdb6c13122e33d669991c9d7eefd0ef9f5e9853da3dac20ca0,830e6e21f5c1618e73133bce22ea3df9acc99a4e809e8bcf06aaca763c13a6a9,6e34fb97082a5dcc1201b30b411cf83d572947b2c8ed549b7cb194642d7ce087,62115491bc830c03b24a9aad798c1e65359675b52ba20ec4a7e7b5987756c845,979c060559e05d0c66849ce1bacc70c1f07c8555972d563227f947ef80e3d6d7,331cb3395525fbfae87b4562cdfb9c032dea3fd9c05369ffa7a2918dbbbcd120,803bedb1cd7b90ee7da61cb144c992e99c535deabc44678ce8c3977d8cae9fab,d688940821af208a8f7deab2fe284ea39a2c4a08edb3a726cc7d625233f967ae,b1cf0c44a5116071380ab5ce7344a95e9293c14d522aa6a0aa74e278e64d7c2c,ae18c8f3ed2131ff11c4e34573f9c5bb491d5ca417e3053d661c9b0daf0f70f8,0a882e03bc5a950e16bf73c9746cf2a4c599ee6a15b75236cff289a16257e8bd,a8b6a17a53eb566107ee99b0a836aa6db7e5ecd59c65d490dd8f5943ea4db556
"60","153","60","60","1945","60","1","0","60","46602","60","60","30","0","10","0","60","0","0","0","60","0","200900","60","142","1","0","0","670090060","60","1","60","0","60","60","200000001","60","60","10","60"
"61","157","61","61","2017","61","1","0","61","48547","61","61","30","0","10","0","61","0","0","0","61","0","200900","61","147","1","0","0","670090061","61","1","61","0","61","61","200000001","61","61","10","61"
"62","162","62","62","2075","62","1","0","62","50382","62","62","30","0","10","0","62","0","0","0","62","0","200900","62","152","1","0","0","670090062","62","1","62","0","62","62","200000001","62","62","10","62"
"63","167","63","63","2133","63","1","0","63","52216","63","63","30","0","10","0","63","0","0","0","63","0","200900","63","156","1","0","0","670090063","63","1","63","0","63","63","200000001","63","63","10","63"
"64","172","64","64","2191","64","1","0","64","54051","64","64","30","0","10","0","64","0","0","0","64","0","200900","64","161","1","0","0","670090064","64","1","64","0","64","64","200000001","64","64","10","64"
"65","177","65","65","2249","65","1","0","65","55886","65","65","30","0","10","0","65","0","0","0","65","0","200900","65","165","1","0","0","670090065","65","1","65","0","65","65","200000001","65","65","10","65"
"66","182","66","66","2308","66","1","0","66","57720","66","66","30","0","10","0","66","0","0","0","66","0","200900","66","170","1","0","0","670090066","66","1","66","0","66","66","200000001","66","66","10","66"
"67","187","67","67","2366","67","1","0","67","59555","67","67","30","0","10","0","67","0","0","0","67","0","200900","67","175","1","0","0","670090067","67","1","67","0","67","67","200000001","67","67","10","67"
"68","192","68","68","2424","68","1","0","68","61390","68","68","30","0","10","0","68","0","0","0","68","0","200900","68","179","1","0","0","670090068","68","1","68","0","68","68","200000001","68","68","10","68"
"69","197","69","69","2482","69","1","0","69","63224","69","69","30","0","10","0","69","0","0","0","69","0","200900","69","184","1","0","0","670090069","69","1","69","0","69","69","200000001","69","69","10","69"
"70","203","70","70","2540","70","1","0","70","65059","70","70","30","0","10","0","70","0","0","0","70","0","200900","70","189","1","0","0","670090070","70","1","70","0","70","70","200000001","70","70","10","70"
"71","208","71","71","2598","71","1","0","71","66894","71","71","30","0","10","0","71","0","0","0","71","0","200900","71","193","1","0","0","670090071","71","1","71","0","71","71","200000001","71","71","10","71"
"1","2","1","1","36","1","1","0","1","304","1","1","30","0","10","0","1","0","0","0","1","0","200901","1","4","1","0","0","670090101","1","1","1","0","1","1","200000001","1","1","10","1"
"2","3","2","2","40","2","1","0","2","398","2","2","30","0","10","0","2","0","0","0","2","0","200901","2","5","1","0","0","670090102","2","1","2","0","2","2","200000001","2","2","10","2"
"3","5","3","3","44","3","1","0","3","665","3","3","30","0","10","0","3","0","0","0","3","0","200901","3","6","1","0","0","670090103","3","1","3","0","3","3","200000001","3","3","10","3"
"4","5","4","4","63","4","1","0","4","586","4","4","30","0","10","0","4","0","0","0","4","0","200901","4","6","1","0","0","670090104","4","1","4","0","4","4","200000001","4","4","10","4"
"5","6","5","5","93","5","1","0","5","650","5","5","30","0","10","0","5","0","0","0","5","0","200901","5","7","1","0","0","670090105","5","1","5","0","5","5","200000001","5","5","10","5"
"6","7","6","6","123","6","1","0","6","714","6","6","30","0","10","0","6","0","0","0","6","0","200901","6","9","1","0","0","670090106","6","1","6","0","6","6","200000001","6","6","10","6"
"7","8","7","7","152","7","1","0","7","879","7","7","30","0","10","0","7","0","0","0","7","0","200901","7","10","1","0","0","670090107","7","1","7","0","7","7","200000001","7","7","10","7"
"8","9","8","8","182","8","1","0","8","1043","8","8","30","0","10","0","8","0","0","0","8","0","200901","8","11","1","0","0","670090108","8","1","8","0","8","8","200000001","8","8","10","8"
"9","10","9","9","195","9","1","0","9","1073","9","9","30","0","10","0","9","0","0","0","9","0","200901","9","11","1","0","0","670090109","9","1","9","0","9","9","200000001","9","9","10","9"
"10","10","10","10","209","10","1","0","10","1103","10","10","30","0","10","0","10","0","0","0","10","0","200901","10","12","1","0","0","670090110","10","1","10","0","10","10","200000001","10","10","10","10"
"11","10","11","11","222","11","1","0","11","1134","11","11","30","0","10","0","11","0","0","0","11","0","200901","11","12","1","0","0","670090111","11","1","11","0","11","11","200000001","11","11","10","11"
"12","10","12","12","236","12","1","0","12","1164","12","12","30","0","10","0","12","0","0","0","12","0","200901","12","12","1","0","0","670090112","12","1","12","0","12","12","200000001","12","12","10","12"
"13","11","13","13","260","13","1","0","13","1379","13","13","30","0","10","0","13","0","0","0","13","0","200901","13","13","1","0","0","670090113","13","1","13","0","13","13","200000001","13","13","10","13"
"14","12","14","14","284","14","1","0","14","1594","14","14","30","0","10","0","14","0","0","0","14","0","200901","14","14","1","0","0","670090114","14","1","14","0","14","14","200000001","14","14","10","14"
"15","13","15","15","308","15","1","0","15","1808","15","15","30","0","10","0","15","0","0","0","15","0","200901","15","15","1","0","0","670090115","15","1","15","0","15","15","200000001","15","15","10","15"
"16","14","16","16","332","16","1","0","16","2023","16","16","30","0","10","0","16","0","0","0","16","0","200901","16","16","1","0","0","670090116","16","1","16","0","16","16","200000001","16","16","10","16"
"17","15","17","17","356","17","1","0","17","2238","17","17","30","0","10","0","17","0","0","0","17","0","200901","17","17","1","0","0","670090117","17","1","17","0","17","17","200000001","17","17","10","17"
"18","16","18","18","381","18","1","0","18","2453","18","18","30","0","10","0","18","0","0","0","18","0","200901","18","18","1","0","0","670090118","18","1","18","0","18","18","200000001","18","18","10","18"
"19","17","19","19","405","19","1","0","19","2668","19","19","30","0","10","0","19","0","0","0","19","0","200901","19","19","1","0","0","670090119","19","1","19","0","19","19","200000001","19","19","10","19"
"20","17","20","20","429","20","1","0","20","2883","20","20","30","0","10","0","20","0","0","0","20","0","200901","20","20","1","0","0","670090120","20","1","20","0","20","20","200000001","20","20","10","20"
"21","17","21","21","442","21","1","0","21","3041","21","21","30","0","10","0","21","0","0","0","21","0","200901","21","20","1","0","0","670090121","21","1","21","0","21","21","200000001","21","21","10","21"
"22","17","22","22","455","22","1","0","22","3199","22","22","30","0","10","0","22","0","0","0","22","0","200901","22","20","1","0","0","670090122","22","1","22","0","22","22","200000001","22","22","10","22"
"23","17","23","23","469","23","1","0","23","3357","23","23","30","0","10","0","23","0","0","0","23","0","200901","23","20","1","0","0","670090123","23","1","23","0","23","23","200000001","23","23","10","23"
"24","28","24","24","543","24","1","0","24","3335","24","24","30","0","10","0","24","0","0","0","24","0","200901","24","30","1","0","0","670090124","24","1","24","0","24","24","200000001","24","24","10","24"
"25","28","25","25","570","25","1","0","25","3618","25","25","30","0","10","0","25","0","0","0","25","0","200901","25","30","1","0","0","670090125","25","1","25","0","25","25","200000001","25","25","10","25"
"26","28","26","26","598","26","1","0","26","3902","26","26","30","0","10","0","26","0","0","0","26","0","200901","26","30","1","0","0","670090126","26","1","26","0","26","26","200000001","26","26","10","26"
"27","28","27","27","625","27","1","0","27","4185","27","27","30","0","10","0","27","0","0","0","27","0","200901","27","31","1","0","0","670090127","27","1","27","0","27","27","200000001","27","27","10","27"
"28","29","28","28","653","28","1","0","28","4468","28","28","30","0","10","0","28","0","0","0","28","0","200901","28","31","1","0","0","670090128","28","1","28","0","28","28","200000001","28","28","10","28"
"29","29","29","29","680","29","1","0","29","4752","29","29","30","0","10","0","29","0","0","0","29","0","200901","29","32","1","0","0","670090129","29","1","29","0","29","29","200000001","29","29","10","29"
"30","29","30","30","708","30","1","0","30","5035","30","30","30","0","10","0","30","0","0","0","30","0","200901","30","32","1","0","0","670090130","30","1","30","0","30","30","200000001","30","30","10","30"
"31","29","31","31","716","31","1","0","31","5314","31","31","30","0","10","0","31","0","0","0","31","0","200901","31","32","1","0","0","670090131","31","1","31","0","31","31","200000001","31","31","10","31"
"32","29","32","32","725","32","1","0","32","5592","32","32","30","0","10","0","32","0","0","0","32","0","200901","32","32","1","0","0","670090132","32","1","32","0","32","32","200000001","32","32","10","32"
"33","29","33","33","733","33","1","0","33","5871","33","33","30","0","10","0","33","0","0","0","33","0","200901","33","33","1","0","0","670090133","33","1","33","0","33","33","200000001","33","33","10","33"
"34","29","34","34","742","34","1","0","34","6149","34","34","30","0","10","0","34","0","0","0","34","0","200901","34","33","1","0","0","670090134","34","1","34","0","34","34","200000001","34","34","10","34"
"35","29","35","35","750","35","1","0","35","6428","35","35","30","0","10","0","35","0","0","0","35","0","200901","35","33","1","0","0","670090135","35","1","35","0","35","35","200000001","35","35","10","35"
"36","29","36","36","755","36","1","0","36","7022","36","36","30","0","10","0","36","0","0","0","36","0","200901","36","33","1","0","0","670090136","36","1","36","0","36","36","200000001","36","36","10","36"
"37","29","37","37","763","37","1","0","37","7272","37","37","30","0","10","0","37","0","0","0","37","0","200901","37","33","1","0","0","670090137","37","1","37","0","37","37","200000001","37","37","10","37"
"38","29","38","38","770","38","1","0","38","7523","38","38","30","0","10","0","38","0","0","0","38","0","200901","38","34","1","0","0","670090138","38","1","38","0","38","38","200000001","38","38","10","38"
"39","29","39","39","988","39","1","0","39","7773","39","39","30","0","10","0","39","0","0","0","39","0","200901","39","34","1","0","0","670090139","39","1","39","0","39","39","200000001","39","39","10","39"
"40","32","40","40","1049","40","1","0","40","8502","40","40","30","0","10","0","40","0","0","0","40","0","200901","40","37","1","0","0","670090140","40","1","40","0","40","40","200000001","40","40","10","40"
"41","35","41","41","1109","41","1","0","41","9230","41","41","30","0","10","0","41","0","0","0","41","0","200901","41","40","1","0","0","670090141","41","1","41","0","41","41","200000001","41","41","10","41"
"42","38","42","42","1170","42","1","0","42","9959","42","42","30","0","10","0","42","0","0","0","42","0","200901","42","44","1","0","0","670090142","42","1","42","0","42","42","200000001","42","42","10","42"
"43","41","43","43","1230","43","1","0","43","10688","43","43","30","0","10","0","43","0","0","0","43","0","200901","43","47","1","0","0","670090143","43","1","43","0","43","43","200000001","43","43","10","43"
"44","44","44","44","1291","44","1","0","44","11416","44","44","30","0","10","0","44","0","0","0","44","0","200901","44","50","1","0","0","670090144","44","1","44","0","44","44","200000001","44","44","10","44"
"45","47","45","45","1351","45","1","0","45","12145","45","45","30","0","10","0","45","0","0","0","45","0","200901","45","53","1","0","0","670090145","45","1","45","0","45","45","200000001","45","45","10","45"
"46","50","46","46","1419","46","1","0","46","13471","46","46","30","0","10","0","46","0","0","0","46","0","200901","46","56","1","0","0","670090146","46","1","46","0","46","46","200000001","46","46","10","46"
"47","53","47","47","1487","47","1","0","47","14796","47","47","30","0","10","0","47","0","0","0","47","0","200901","47","60","1","0","0","670090147","47","1","47","0","47","47","200000001","47","47","10","47"
"48","57","48","48","1556","48","1","0","48","16122","48","48","30","0","10","0","48","0","0","0","48","0","200901","48","63","1","0","0","670090148","48","1","48","0","48","48","200000001","48","48","10","48"
"49","60","49","49","1624","49","1","0","49","17448","49","49","30","0","10","0","49","0","0","0","49","0","200901","49","66","1","0","0","670090149","49","1","49","0","49","49","200000001","49","49","10","49"
"50","63","50","50","1692","50","1","0","50","18774","50","50","30","0","10","0","50","0","0","0","50","0","200901","50","70","1","0","0","670090150","50","1","50","0","50","50","200000001","50","50","10","50"
"51","66","51","51","1760","51","1","0","51","20099","51","51","30","0","10","0","51","0","0","0","51","0","200901","51","73","1","0","0","670090151","51","1","51","0","51","51","200000001","51","51","10","51"
"52","69","52","52","1828","52","1","0","52","21425","52","52","30","0","10","0","52","0","0","0","52","0","200901","52","77","1","0","0","670090152","52","1","52","0","52","52","200000001","52","52","10","52"
"53","72","53","53","1896","53","1","0","53","22751","53","53","30","0","10","0","53","0","0","0","53","0","200901","53","80","1","0","0","670090153","53","1","53","0","53","53","200000001","53","53","10","53"
"54","76","54","54","1965","54","1","0","54","24077","54","54","30","0","10","0","54","0","0","0","54","0","200901","54","83","1","0","0","670090154","54","1","54","0","54","54","200000001","54","54","10","54"
"55","79","55","55","2033","55","1","0","55","25402","55","55","30","0","10","0","55","0","0","0","55","0","200901","55","87","1","0","0","670090155","55","1","55","0","55","55","200000001","55","55","10","55"
"56","82","56","56","2101","56","1","0","56","26728","56","56","30","0","10","0","56","0","0","0","56","0","200901","56","90","1","0","0","670090156","56","1","56","0","56","56","200000001","56","56","10","56"
"57","85","57","57","2192","57","1","0","57","28067","57","57","30","0","10","0","57","0","0","0","57","0","200901","57","94","1","0","0","670090157","57","1","57","0","57","57","200000001","57","57","10","57"
"58","88","58","58","2282","58","1","0","58","29406","58","58","30","0","10","0","58","0","0","0","58","0","200901","58","97","1","0","0","670090158","58","1","58","0","58","58","200000001","58","58","10","58"
"59","92","59","59","2373","59","1","0","59","30746","59","59","30","0","10","0","59","0","0","0","59","0","200901","59","101","1","0","0","670090159","59","1","59","0","59","59","200000001","59","59","10","59"
"60","95","60","60","2463","60","1","0","60","32085","60","60","30","0","10","0","60","0","0","0","60","0","200901","60","104","1","0","0","670090160","60","1","60","0","60","60","200000001","60","60","10","60"
"61","98","61","61","2554","61","1","0","61","33424","61","61","30","0","10","0","61","0","0","0","61","0","200901","61","108","1","0","0","670090161","61","1","61","0","61","61","200000001","61","61","10","61"
"62","99","62","62","2624","62","1","0","62","33863","62","62","30","0","10","0","62","0","0","0","62","0","200901","62","109","1","0","0","670090162","62","1","62","0","62","62","200000001","62","62","10","62"
"63","100","63","63","2694","63","1","0","63","34303","63","63","30","0","10","0","63","0","0","0","63","0","200901","63","110","1","0","0","670090163","63","1","63","0","63","63","200000001","63","63","10","63"
"64","100","64","64","2764","64","1","0","64","34742","64","64","30","0","10","0","64","0","0","0","64","0","200901","64","112","1","0","0","670090164","64","1","64","0","64","64","200000001","64","64","10","64"
"65","101","65","65","2834","65","1","0","65","35181","65","65","30","0","10","0","65","0","0","0","65","0","200901","65","113","1","0","0","670090165","65","1","65","0","65","65","200000001","65","65","10","65"
"66","102","66","66","2903","66","1","0","66","35670","66","66","30","0","10","0","66","0","0","0","66","0","200901","66","114","1","0","0","670090166","66","1","66","0","66","66","200000001","66","66","10","66"
"67","103","67","67","2973","67","1","0","67","36060","67","67","30","0","10","0","67","0","0","0","67","0","200901","67","115","1","0","0","670090167","67","1","67","0","67","67","200000001","67","67","10","67"
"68","103","68","68","3043","68","1","0","68","36499","68","68","30","0","10","0","68","0","0","0","68","0","200901","68","117","1","0","0","670090168","68","1","68","0","68","68","200000001","68","68","10","68"
