682795edc029457e9e7fb6d5e77cb3c7f7035eb978ebe4a6b2eebaf1ccd3a3d3,dea336e9ef7a4c48e04687ec332318996e8da9f160309e14f7fd9873fe1d90a9,2bc486028c7d53cb96cac264791f452d92539d5bec2a303dc8636847c77e70b6,8fda1db22bcef6e280350c3077ca496a19ab55e1ac221b1441e7a38cd7e76d28,9d81d41736c21ab9a01ae00481bf4e539b16a86fe28b87da664bfbe70be70056,fd25fc4885dde7742a9ab9a0266554c258d54921b2a3f4c22d0753d1c0f755ce,1545a1bc4fa889e6b0926a7eb1bef9bb939dfcf06bd8fcc5947768c8510d5ca7,268e22ca3de4fec2a0ac2d3e4bfea458a9fbd86d7a84015792b607a3bd088e04,7189b221f8c685413fd5a1946fb5f49e1ea14f23831d53429a4e27cfcc4474a6,367ed9cde6401bb608b0f18f2fbadfea4c09aaba93b1739b270da46a4e0ffa66,c4ef4145ded9f6ba02c36cc33b8dc5ed8c50877551d5c504739b590e64df2997
"","","30032","","","1300320005","91","","","","0"
"","1","30032","0.5","","1300320006","3","","travel_topdrama_r_3001_idle_A","","1000002"
"","1","30032","0.5","","1300320007","3","","travel_topdrama_r_3001_idle_A","","11"
"","1","30032","0.5","","1300320008","3","","travel_topdrama_r_3001_idle_B","","1000001"
"","1","30032","0.5","","1300320009","3","","travel_topdrama_r_3001_idle_B","","12"
"","","30032","","","1300320010","93","","0","","0.2"
"","","30032","","","1300320011","32","","1","","300300"
"","","30032","","","1300320012","93","","0","","2"
"","","30032","","","1300320013","32","","0","","300303"
"","","30032","","","1300320014","32","","1","","300308"
"","","30032","","","1300320015","32","","1","","300306"
"","0","30032","","","1300320016","23","","se_travel_top_fishing_hit","","se_travel_top"
"","0","30032","0","","1300320017","3","","travel_topdrama_r_3001_1_01_A","","1000002"
"","0","30032","0","","1300320018","3","","travel_topdrama_r_3001_1_01_A","","11"
"","0","30032","0.5","","1300320019","3","","travel_topdrama_r_3001_1_01_B","","1000001"
"","0","30032","0.5","","1300320020","3","","travel_topdrama_r_3001_1_01_B","","12"
"","","30032","","","1300320021","91","","","","0"
"","","30032","","","1300320022","32","","0","","300308"
"","0","30032","0","","1300320023","3","","travel_topdrama_r_3001_1_02_A","","1000002"
"","0","30032","0","","1300320024","3","","travel_topdrama_r_3001_1_02_A","","11"
"","0","30032","0.2","","1300320025","3","","travel_topdrama_r_3001_1_02_B","","1000001"
"","0","30032","0.2","","1300320026","3","","travel_topdrama_r_3001_1_02_B","","12"
"","","30032","","","1300320027","93","","0","","1"
"","","30032","","","1300320028","32","","0","","300300"
"","","30032","","","1300320029","91","","","","0"
"","-30.3","30032","1","0.5","1300320030","31","","300305","-43.7","300305"
"","27","30032","1","0.5","1300320031","31","","300314","86","300314"
"","260","30032","1","1","1300320032","31","","300313","-100","300313"
"","0","30032","","","1300320033","23","","se_travel_top_fishing_question","","se_travel_top"
"","0","30032","","","1300320034","23","","se_travel_top_fishing_pull","","se_travel_top"
"","","30032","","","1300320035","93","","0","","0.01"
"","","30032","","","1300320036","32","","0","","300301"
"","0","30032","0","","1300320037","3","","travel_topdrama_r_3001_3_01_A","","1000002"
"","0","30032","0","","1300320038","3","","travel_topdrama_r_3001_3_01_A","","11"
"","0","30032","0.2","","1300320039","3","","travel_topdrama_r_3001_3_01_B","","1000001"
"","0","30032","0.2","","1300320040","3","","travel_topdrama_r_3001_3_01_B","","12"
"","","30032","","","1300320041","91","","","","0"
"","0","30032","0","","1300320042","3","","travel_topdrama_r_3001_3_02_A","","1000002"
"","0","30032","0","","1300320043","3","","travel_topdrama_r_3001_3_02_A","","11"
"","0","30032","0","","1300320044","3","","travel_topdrama_r_3001_3_02_B","","1000001"
"","0","30032","0","","1300320045","3","","travel_topdrama_r_3001_3_02_B","","12"
"","","30032","","","1300320046","91","","","","0"
"","","30032","","","1300320047","32","","0","","300313"
"","100","30032","1","1","1300320048","31","","300315","0","300315"
"","318","30032","1","2","1300320049","31","","300312","-153","300312"
"","-61","30032","1","0.6","1300320050","31","","300302","75","300302"
"","214","30032","1","0.7","1300320051","31","","300317","-88","300317"
"","1","30032","","","1300320052","122","","30","","30"
"","0","30032","","","1300320053","23","","se_travel_top_fishing_appear_nepterion","","se_travel_top"
"","0","30032","0","","1300320054","3","","travel_topdrama_r_3001_3_03","","15"
"","0","30032","0","","1300320055","3","","travel_topdrama_r_3001_3_03_A","","1000002"
"","0","30032","0","","1300320056","3","","travel_topdrama_r_3001_3_03_A","","11"
"","0","30032","0","","1300320057","3","","travel_topdrama_r_3001_3_03_B","","1000001"
"","0","30032","0","","1300320058","3","","travel_topdrama_r_3001_3_03_B","","12"
"","","30032","","","1300320059","93","","0","","2.3"
"","","30032","","","1300320060","111","","","",""
"","","30032","","","1300320061","91","","","","0"
"travel_topdrama_b_3000_empty","53","30041","0.5","-70","1300410001","1","0","1000001","0","2"
"scare_loop","51","30041","0.35","-70","1300410002","5","0","300411","0","11"
"empty","52","30041","0.425","-70","1300410003","5","1","300412","-270","12"
"rare","110","30041","1","-94","1300410004","5","0","0","-3","0"
"","","30041","","","1300410005","91","","0","","0"
"","1","30041","0.2","","1300410006","3","","empty","","300412"
"","","30041","","","1300410007","91","","0","","0"
"","","30041","","","1300410008","101","","","","1300410005"
"","1","30041","0.2","1","1300410009","3","0.2","idle_fadeIN","idle","300412"
"","0","30041","","","1300410010","3","","none","","0"
"","","30041","","","1300410011","91","","","","0"
"","0","30042","","","1300420001","23","","se_travel_top_noble_creature","","se_travel_top"
"","-70","30042","","0","1300420002","2","","-920","0","1000001"
"","0","30042","0.2","1","1300420003","3","0.1","attack","idle","300412"
"","","30042","","","1300420004","93","","0","","0.66"
"","0","30042","","","1300420005","23","","se_travel_top_noble_creature_axe","","se_travel_top"
"","","30042","","","1300420006","93","","0","","0.09"
"","0","30042","0","1","1300420007","3","0.2","backward","scare_loop","300411"
"","-70","30042","","2","1300420008","2","","100","0.3","300411"
"","","30042","","","1300420009","93","","0","","1"
"","1","30042","0.2","","1300420010","3","","walk","","300412"
"","-70","30042","","0","1300420011","2","","-100","2","300412"
"","","30042","","","1300420012","91","","","","1300420008"
"","100","30042","1","0.5","1300420013","31","","300401","70","300401"
"","","30042","","","1300420014","93","","0","","0.1"
"","0","30042","","","1300420015","23","","se_travel_top_noble_emote_sweat","","se_travel_top"
"","","30042","","","1300420016","93","","0","","0.4"
"","1","30042","0.2","0","1300420017","3","","<weapon>_run","","1000001"
"","-70","30042","","0","1300420018","2","","-300","1.75","1000001"
"","-920","30042","1","0.5","1300420019","31","","300400","-70","300400"
"","-70","30042","","0","1300420020","33","","-300","1.75","300400"
"","0.15","30042","","","1300420021","122","","12","","0"
"","","30042","","","1300420022","93","","0","","0.65"
"","0","30042","","","1300420023","23","","se_travel_top_noble_foot","","se_travel_top"
"","","30042","","","1300420024","93","","0","","0.15"
"","0.15","30042","","","1300420025","122","","12","","0"
"","","30042","","","1300420026","93","","0","","0.2"
"0","0.5","30042","10","0","1300420027","12","110","4","0","1000001"
"","","30042","","","1300420028","93","","0","","0.25"
"","0","30042","","","1300420029","23","","se_travel_top_noble_emote_notice","","se_travel_top"
"","","30042","","","1300420030","91","","","","1300420011"
"","1","30042","0.1","1","1300420031","3","","idle","","300412"
"","0","30042","","","1300420032","122","","12","","0"
"","","30042","","","1300420033","91","","","","1300420018"
"","1","30042","0","0","1300420034","3","","<weapon>_idle","","1000001"
"","","30042","","","1300420035","32","","0","","300400"
"","","30042","","","1300420036","4","","0","","300412"
"","","30042","","","1300420037","93","","","","0.5"
"","0","30042","0","1","1300420038","3","0","<weapon>_attack_skipQuest","<weapon>_idle","1000001"
"","","30042","","","1300420039","93","","0","","0.25"
"","-100","30042","1","0.75","1300420040","31","","300402","-20","300402"
"","0","30042","0","","1300420041","3","","die","","300412"
"","0","30042","","","1300420042","23","","se_travel_top_noble_attack","","se_travel_top"
"","","30042","","","1300420043","93","","0","","0.6"
"","0","30042","","","1300420044","23","","se_travel_top_noble_creature_fadeout","","se_travel_top"
"","","30042","","","1300420045","93","","0","","0.5"
"","0.15","30042","","","1300420046","122","","12","","0"
"","","30042","","","1300420047","91","","","","1300420041"
"","1","30042","0.5","0","1300420048","6","","1","1","300412"
"","0","30042","0.2","1","1300420049","3","0.1","walk_idle","idle","300411"
"","","30042","","","1300420050","32","","0","","300401"
"","-70","30042","","0","1300420051","2","","0","1","300411"
"","","30042","","","1300420052","91","","0","","0"
"","-160","30042","1","0.3","1300420053","31","","300403","-13","300403"
"","0","30042","","","1300420054","23","","se_travel_top_noble_appear_goldenbox","","se_travel_top"
"","","30042","","","1300420055","93","","0","","0.33"
"","0","30042","0","","1300420056","3","","<weapon>_joy_short","","1000001"
"","","30042","","","1300420057","93","","0","","0.13"
"","0","30042","","","1300420058","23","","se_travel_top_noble_drop_goldenbox","","se_travel_top"
"","","30042","","","1300420059","91","","","","1300420056"
"","","30042","","","1300420060","111","","","",""
"","","30042","","","1300420061","91","","","","0"
"travel_topdrama_r_3000_empty","55","30051","0.73","-35","1300510001","1","0","1000001","0","1"
"","1","30051","0","0","1300510002","6","0","1","1","1000001"
"empty","56","30051","0.73","-35","1300510003","5","0","300514","0","14"
"","1","30051","0","0","1300510004","6","0","1","1","300514"
"idle","51","30051","0.425","-70","1300510005","5","0","300513","-30","13"
"travel_topdrama_r_3005_idle","50","30051","1","-65","1300510006","5","0","300515","75","15"
"normal","110","30051","1","-78","1300510007","5","0","0","16","0"
"","1","30051","0.2","","1300510008","3","","idle","","300513"
"","","30051","","","1300510009","91","","0","","0"
"","0","30051","0.2","","1300510010","3","","travel_topdrama_r_3005_idle","","300515"
"","","30051","","","1300510011","91","","0","","0"
"","","30051","","","1300510012","101","","","","1300510009"
"","0","30051","","","1300510013","3","","none","","0"
"","","30051","","","1300510014","91","","","","0"
"","-95","30052","","0","1300520001","2","","-605","0","1000001"
"","1","30052","0","1","1300520002","6","0","1","1","1000001"
"","-105","30052","","0","1300520003","2","","-605","0","300514"
"","1","30052","0","1","1300520004","6","0","1","1","300514"
"","370","30052","1","1","1300520005","31","","300502","-60","300502"
"","","30052","","","1300520006","91","","","","0"
"","0","30052","","","1300520007","23","","se_travel_top_disguise_foot1","","se_travel_top"
"","1","30052","0","","1300520008","3","","travel_topdrama_r_3005_walk","","1000001"
"","-95","30052","","0","1300520009","2","","-180","3","1000001"
"","1","30052","0.2","","1300520010","3","","walk","","300514"
"","-95","30052","","0","1300520011","2","","-180","3","300514"
"","","30052","","","1300520012","91","","","","1300520009"
"","0","30052","","","1300520013","23","","se_travel_top_disguise_notice","","se_travel_top"
"0","0","30052","-20","0","1300520014","12","120","10","0","300513"
"","0","30052","0","","1300520015","3","","travel_topdrama_r_3005_suprise","","1000001"
"","0","30052","0.2","","1300520016","3","","suprise","","300514"
"","","30052","","","1300520017","91","","0","","0"
"","0","30052","","","1300520018","23","","se_travel_top_disguise_foot2","","se_travel_top"
"","0","30052","","","1300520019","23","","se_travel_top_disguise_sweat","","se_travel_top"
"","1","30052","0","","1300520020","3","","travel_topdrama_r_3005_run","","1000001"
"","-95","30052","","0","1300520021","2","","230","2","1000001"
"","1","30052","0.2","","1300520022","3","","run","","300514"
"","-105","30052","","0","1300520023","2","","230","2","300514"
"","-180","30052","1","0.5","1300520024","31","","300500","-95","300500"
"","-95","30052","","0","1300520025","33","","230","2","300500"
"","-230","30052","1","0.5","1300520026","31","","300501","25","300501"
"","25","30052","","0","1300520027","33","","180","2","300501"
"","1","30052","easeInOutCubic","3","1300520028","121","","0","1","-300"
"","","30052","","","1300520029","93","","0","","0.5"
"","","30052","","","1300520030","4","","1","","300513"
"","","30052","","","1300520031","93","","0","","1"
"","0","30052","","","1300520032","23","","se_travel_top_disguise_question","","se_travel_top"
"","0","30052","0.2","1","1300520033","3","0.1","question","idle","300513"
"0","0","30052","20","0","1300520034","12","130","5","0","300513"
"","","30052","","","1300520035","93","","0","","0.5"
"","","30052","","","1300520036","32","","0","","300500"
"","","30052","","","1300520037","32","","0","","300501"
"","0","30052","","","1300520038","23","","se_travel_top_disguise_jump","","se_travel_top"
"","0","30052","0","","1300520039","3","","travel_topdrama_r_3005_jump","","1000001"
"","0","30052","0.2","","1300520040","3","","jump","","300514"
"0","0.01","30052","0","0","1300520041","12","20","7","0","1000001"
"","","30052","","","1300520042","93","","0","","1"
"","","30052","","","1300520043","111","","","",""
"","","30052","","","1300520044","91","","","","0"
"travel_topdrama_r_3000_empty","55","30061","0.73","-35","1300610001","1","0","1000001","0","1"
"","1","30061","0","0","1300610002","6","0","1","1","1000001"
"empty","56","30061","0.73","-35","1300610003","5","0","300614","0","14"
"","1","30061","0","0","1300610004","6","0","1","1","300614"
"idle","51","30061","0.425","-70","1300610005","5","0","300613","-30","13"
"travel_topdrama_r_3005_idle","50","30061","1","-65","1300610006","5","0","300615","75","15"
"normal","110","30061","1","-78","1300610007","5","0","0","16","0"
"","1","30061","0.2","","1300610008","3","","idle","","300613"
"","","30061","","","1300610009","91","","0","","0"
"","0","30061","0.2","","1300610010","3","","travel_topdrama_r_3005_idle","","300615"
"","","30061","","","1300610011","91","","0","","0"
"","","30061","","","1300610012","101","","","","1300610009"
"","0","30061","","","1300610013","3","","none","","0"
"","","30061","","","1300610014","91","","","","0"
"","-95","30062","","0","1300620001","2","","-605","0","1000001"
"","1","30062","0","1","1300620002","6","0","1","1","1000001"
"","-105","30062","","0","1300620003","2","","-605","0","300614"
"","1","30062","0","1","1300620004","6","0","1","1","300614"
"","370","30062","1","1","1300620005","31","","300503","-60","300602"
"","","30062","","","1300620006","91","","","","0"
"","0","30062","","","1300620007","23","","se_travel_top_disguise_foot1","","se_travel_top"
"","1","30062","0","","1300620008","3","","travel_topdrama_r_3005_walk","","1000001"
"","-95","30062","","0","1300620009","2","","-180","3","1000001"
"","1","30062","0.2","","1300620010","3","","walk","","300614"
"","-95","30062","","0","1300620011","2","","-180","3","300614"
"","","30062","","","1300620012","91","","","","1300620009"
"","0","30062","","","1300620013","23","","se_travel_top_disguise_notice","","se_travel_top"
"0","0","30062","-20","0","1300620014","12","120","10","0","300613"
"","0","30062","0","","1300620015","3","","travel_topdrama_r_3005_suprise","","1000001"
"","0","30062","0.2","","1300620016","3","","suprise","","300614"
"","","30062","","","1300620017","91","","0","","0"
"","0","30062","","","1300620018","23","","se_travel_top_disguise_foot2","","se_travel_top"
"","0","30062","","","1300620019","23","","se_travel_top_disguise_sweat","","se_travel_top"
"","1","30062","0","","1300620020","3","","travel_topdrama_r_3005_run","","1000001"
"","-95","30062","","0","1300620021","2","","230","2","1000001"
"","1","30062","0.2","","1300620022","3","","run","","300614"
"","-105","30062","","0","1300620023","2","","230","2","300614"
"","-180","30062","1","0.5","1300620024","31","","300600","-95","300600"
"","-95","30062","","0","1300620025","33","","230","2","300600"
"","-230","30062","1","0.5","1300620026","31","","300601","25","300601"
"","25","30062","","0","1300620027","33","","180","2","300601"
"","1","30062","easeInOutCubic","3","1300620028","121","","0","1","-300"
