dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8,427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9
"1009806080","","","lsv_talk_joy3","0.2","3","","1009806","","122911","1"
"1009806081","0","","vo_lsv_0628","","21","","1009806","","vo_lsv","0"
"1009806082","1","0","嗯。\n小繆也要一起唷♪\n牠會喜歡什麼口味的呢～？","0","11","0","1009806","1","122911","10"
"1009806083","","","","","91","","1009806","","0",""
"1009806084","","","lsv_idle_joy","0.2","3","","1009806","","122911","1"
"1009806085","","","","","101","","1009806","","1009806133",""
"1009806086","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122711","0"
"1009806087","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122911","0"
"1009806088","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122811","0"
"1009806089","","","0","","93","","1009806","","0.1",""
"1009806090","0.33","","-200","","2","0.2","1009806","2","122711","-235"
"1009806091","0.33","","100","","2","0.2","1009806","2","122911","-220"
"1009806092","0.33","","270","","2","0.2","1009806","2","122811","-250"
"1009806093","","","0","","93","","1009806","","0.7",""
"1009806094","","","lsv_talk_memory_dere2","0.2","3","","1009806","","122811","1"
"1009806095","0","","vo_lsv_0629","","21","","1009806","","vo_lsv","0"
"1009806096","1","0","啊～炒麵～！","0","11","0","1009806","1","122811","10"
"1009806097","","","","","91","","1009806","","0",""
"1009806098","","","lsv_idle_memory","0.2","3","","1009806","","122811","1"
"1009806099","lsv_idle_normal_joyR","","lsv_smile2","0","3","0.2","1009806","1","122911","0"
"1009806100","0","","vo_lsv_0630","","21","","1009806","","vo_lsv","0"
"1009806101","1","0","很好吃呢～♪","0","11","0","1009806","1","122911","10"
"1009806102","","","","","91","","1009806","","0",""
"1009806103","","","lsv_talk_joy3_dere","0.2","3","","1009806","","122711","1"
"1009806104","0","","vo_lsv_0631","","21","","1009806","","vo_lsv","0"
"1009806105","1","0","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","0","11","0","1009806","1","122711","10"
"1009806106","","","","","91","","1009806","","0",""
"1009806107","","","lsv_idle_joy_dere2","0.2","3","","1009806","","122711","1"
"1009806108","","","","","101","","1009806","","1009806133",""
"1009806109","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122711","0"
"1009806110","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122911","0"
"1009806111","lsv_idle_normal","","lsv_choice","0","3","0.2","1009806","1","122811","0"
"1009806112","","","0","","93","","1009806","","0.1",""
"1009806113","0.33","","-200","","2","0.2","1009806","2","122711","-235"
"1009806114","0.33","","100","","2","0.2","1009806","2","122911","-220"
"1009806115","0.33","","270","","2","0.2","1009806","2","122811","-250"
"1009806116","","","0","","93","","1009806","","0.7",""
"1009806117","lsv_exactly_joy_loop","","lsv_exactly_joy_in","0","3","0.2","1009806","1","122811","0"
"1009806118","0","","vo_lsv_0632","","21","","1009806","","vo_lsv","0"
"1009806119","1","0","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","0","11","0","1009806","1","122811","10"
"1009806120","","","","","91","","1009806","","0",""
"1009806121","","","lsv_idle_joy","0.2","3","","1009806","","122811","1"
"1009806122","","","lsv_talk_surprise_dere","0.2","3","","1009806","","122911","1"
"1009806123","0","","vo_lsv_0633","","21","","1009806","","vo_lsv","0"
"1009806124","1","0","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","0","11","0","1009806","1","122911","10"
"1009806125","","","","","91","","1009806","","0",""
"1009806126","","","lsv_idle_surprise_joy","0.2","3","","1009806","","122911","1"
"1009806127","","","lsv_talk_normal","0.2","3","","1009806","","122711","1"
"1009806128","0","","vo_lsv_0634","","21","","1009806","","vo_lsv","0"
"1009806129","1","0","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","0","11","0","1009806","1","122711","10"
"1009806130","","","","","91","","1009806","","0",""
"1009806131","","","lsv_idle_normal","0.2","3","","1009806","","122711","1"
"1009806132","","","","","101","","1009806","","1009806133",""
"1009806133","","","","","91","","1009806","","0",""
"1009806134","","","","","102","","1009806","","",""
"1009806135","","","0.2","","22","","1009806","","0",""
"1009806136","","","","","93","","1009806","","0.2",""
"1009806137","0","0","10","0","12","0","1009806","0","122711","1"
"1009806138","","","lsv_talk_bitter","0.2","3","","1009806","","122711","1"
"1009806139","","","0","","93","","1009806","","3",""
"1009806140","","","lsv_idle_surprise_talkjoy","0.2","3","","1009806","","122711","1"
"1009806141","0","0","8","0","12","0","1009806","0","122811","1"
"1009806142","","","lsv_talk_memory","0.2","3","","1009806","","122811","1"
"1009806143","","","0","","93","","1009806","","3",""
"1009806144","","","lsv_idle_joy","0.2","3","","1009806","","122811","1"
"1009806145","0","0","6","0","12","0","1009806","0","122911","1"
"1009806146","","","lsv_talk_wish_joy","0.2","3","","1009806","","122911","1"
"1009806147","","","0","","93","","1009806","","3",""
"1009806148","","","lsv_idle_normal_joyR","0.2","3","","1009806","","122911","1"
"1009806149","","","","","101","","1009806","","1009806137",""
"1009806150","1","","1","1","6","0","1009806","0","333","1"
"1009806151","","","1","","4","","1009806","","122711",""
"1009806152","","","lsv_run","0.2","3","","1009806","","122711","1"
"1009806153","0.8","","-750","","2","","1009806","0","122711","-235"
"1009806154","","","0","","4","","1009806","","122911",""
"1009806155","","","lsv_run","0.2","3","","1009806","","122911","1"
"1009806156","0.8","","750","","2","","1009806","0","122911","-220"
"1009806157","","","0","","4","","1009806","","122811",""
"1009806158","","","lsv_run","0.2","3","","1009806","","122811","1"
"1009806159","0.8","","850","","2","","1009806","0","122811","-250"
"1009806160","","","","","93","","1009806","","0.6",""
"1009806161","1","","1","0.2","6","0","1009806","0","122711","1"
"1009806162","1","","1","0.2","6","0","1009806","0","122911","1"
"1009806163","1","","1","0.2","6","0","1009806","0","122811","1"
"1009806164","","","","","91","","1009806","","0",""
"1009807001","-650","lsv_idle_normal","102011","1.95","1","0","1009807","-235","1","102"
"1009807002","650","lsv_idle_normal","100411","1.95","1","1","1009807","-220","1","100"
"1009807003","750","lsv_idle_normal","103611","1.95","1","1","1009807","-250","1","101"
"1009807004","0","lsv_white_loop","333","1","5","0","1009807","0","1","0"
"1009807005","1","","1","0","6","0","1009807","0","333","1"
"1009807006","1","","1","0","6","0","1009807","0","102011","1"
"1009807007","1","","1","0","6","0","1009807","0","100411","1"
"1009807008","1","","1","0","6","0","1009807","0","103611","1"
"1009807009","","","0","","93","","1009807","","1",""
"1009807010","1","","1","0.8","6","0","1009807","0.4","333","1"
"1009807011","","","lsv_walk_joy","0.2","3","","1009807","","102011","1"
"1009807012","2","","-200","","2","","1009807","0","102011","-235"
"1009807013","1","","1","0.4","6","0","1009807","1","102011","1"
"1009807014","","","lsv_walk","0.2","3","","1009807","","100411","1"
"1009807015","2","","100","","2","","1009807","0","100411","-220"
"1009807016","1","","1","0.4","6","0","1009807","1","100411","1"
"1009807017","","","lsv_walk","0.2","3","","1009807","","103611","1"
"1009807018","2","","270","","2","","1009807","0","103611","-250"
"1009807019","1","","1","0.4","6","0","1009807","1","103611","1"
"1009807020","","","0","","93","","1009807","","2",""
"1009807021","","","lsv_idle_wish_joyR","0.2","3","","1009807","","102011","1"
"1009807022","","","lsv_idle_normal","0.2","3","","1009807","","100411","1"
"1009807023","","","lsv_idle_normal","0.2","3","","1009807","","103611","1"
"1009807024","","","0","","93","","1009807","","0.6",""
"1009807025","","","lsv_talk_wish_joy","0.2","3","","1009807","","102011","1"
"1009807026","0","","vo_lsv_0721","","21","","1009807","","vo_lsv","0"
"1009807027","1","0","小繆和\n和小小格里芬先生\n都很開心呢～♪","0","11","0","1009807","1","102011","10"
"1009807028","","","","","91","","1009807","","0",""
"1009807029","","","lsv_idle_wish_joyR","0.2","3","","1009807","","102011","1"
"1009807030","","","lsv_talk_surprise_talkjoy","0.2","3","","1009807","","103611","1"
"1009807031","0","","vo_lsv_0722","","21","","1009807","","vo_lsv","0"
"1009807032","1","0","小繆的適應性\n很強這一點，\n也是個大發現呢。","0","11","0","1009807","1","103611","10"
"1009807033","","","","","91","","1009807","","0",""
"1009807034","","","lsv_idle_surprise_doya","0.2","3","","1009807","","103611","1"
"1009807035","lsv_talk_arm_crossed_loop2","","lsv_talk_arm_crossed2","0","3","0.2","1009807","1","100411","0"
"1009807036","0","","vo_lsv_0723","","21","","1009807","","vo_lsv","0"
"1009807037","1","0","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","0","11","0","1009807","1","100411","10"
"1009807038","","","","","91","","1009807","","0",""
"1009807039","","","lsv_idle_arm_crossed","0.2","3","","1009807","","100411","1"
"1009807040","","","lsv_talk_joy1_normal","0.2","3","","1009807","","103611","1"
"1009807041","0","","vo_lsv_0724","","21","","1009807","","vo_lsv","0"
"1009807042","1","0","果然改變蒐集情報的方法\n是正確的呢。","0","11","0","1009807","1","103611","10"
"1009807043","","","","","91","","1009807","","0",""
"1009807044","","","lsv_idle_normal_suprise1","0.2","3","","1009807","","103611","1"
"1009807045","lsv_talk_guts2_loop","","lsv_talk_guts2","0","3","0.2","1009807","1","100411","0"
"1009807046","0","","vo_lsv_0725","","21","","1009807","","vo_lsv","0"
"1009807047","1","0","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","0","11","0","1009807","1","100411","10"
"1009807048","","","","","91","","1009807","","0",""
"1009807049","","","lsv_idle_normal_joy","0.2","3","","1009807","","100411","1"
"1009807050","","","lsv_talk_joy3","0.2","3","","1009807","","102011","1"
"1009807051","0","","vo_lsv_0726","","21","","1009807","","vo_lsv","0"
"1009807052","1","0","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","0","11","0","1009807","1","102011","10"
"1009807053","","","","","91","","1009807","","0",""
"1009807054","","","lsv_idle_normal_joyR","0.2","3","","1009807","","102011","1"
"1009807055","lsv_talk_arm_crossed_loop2","","lsv_talk_arm_crossed2","0","3","0.2","1009807","1","103611","0"
"1009807056","0","","vo_lsv_0727","","21","","1009807","","vo_lsv","0"
"1009807057","1","0","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","0","11","0","1009807","1","103611","10"
"1009807058","","","","","91","","1009807","","0",""
"1009807059","","","lsv_idle_arm_crossed","0.2","3","","1009807","","103611","1"
"1009807060","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009807","1","102011","0"
"1009807061","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009807","1","100411","0"
"1009807062","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009807","1","103611","0"
"1009807063","","","0","","93","","1009807","","0.1",""
"1009807064","0.33","","-452","","2","0.2","1009807","2","102011","-235"
"1009807065","0.33","","420","","2","0.2","1009807","2","100411","-220"
"1009807066","0.33","","545","","2","0.2","1009807","2","103611","-250"
"1009807067","","","0","0.2","22","","1009807","","0","1"
"1009807068","","","1009807071","","103","","1009807","","繼續用防水包包就好。","0"
"1009807069","","","1009807095","","103","","1009807","","用籃子或許不錯。","0"
"1009807070","","","1009807119","","103","","1009807","","登山背包怎麼樣？","0"
"1009807071","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","102011","0"
"1009807072","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","100411","0"
"1009807073","lsv_look_idle_normal","","lsv_choice","0","3","0.2","1009807","1","103611","0"
"1009807074","","","0","","93","","1009807","","0.1",""
"1009807075","0.33","","-200","","2","0.2","1009807","2","102011","-235"
"1009807076","0.33","","100","","2","0.2","1009807","2","100411","-220"
"1009807077","0.33","","270","","2","0.2","1009807","2","103611","-250"
"1009807078","","","0","","93","","1009807","","0.7",""
"1009807079","","","lsv_look_idle_sad","0.2","3","","1009807","","103611","1"
"1009807080","0","","vo_lsv_0728","","21","","1009807","","vo_lsv","0"
"1009807081","1","0","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","0","11","0","1009807","1","103611","10"
"1009807082","","","","","91","","1009807","","0",""
"1009807083","","","lsv_idle_normal","0.2","3","","1009807","","103611","1"
"1009807084","","","lsv_talk_wish_surprise","0.2","3","","1009807","","100411","1"
"1009807085","0","","vo_lsv_0729","","21","","1009807","","vo_lsv","0"
"1009807086","1","0","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","0","11","0","1009807","1","100411","10"
"1009807087","","","","","91","","1009807","","0",""
"1009807088","","","lsv_idle_wish","0.2","3","","1009807","","100411","1"
"1009807089","","","lsv_talk_normal","0.2","3","","1009807","","102011","1"
"1009807090","0","","vo_lsv_0730","","21","","1009807","","vo_lsv","0"
"1009807091","1","0","還有抱著牠的時候，\n要輪流也方便啊♪","0","11","0","1009807","1","102011","10"
"1009807092","","","","","91","","1009807","","0",""
"1009807093","","","lsv_idle_normal","0.2","3","","1009807","","102011","1"
"1009807094","","","","","101","","1009807","","1009807143",""
"1009807095","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","102011","0"
"1009807096","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","100411","0"
"1009807097","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","103611","0"
"1009807098","","","0","","93","","1009807","","0.1",""
"1009807099","0.33","","-200","","2","0.2","1009807","2","102011","-235"
"1009807100","0.33","","100","","2","0.2","1009807","2","100411","-220"
"1009807101","0.33","","270","","2","0.2","1009807","2","103611","-250"
"1009807102","","","0","","93","","1009807","","0.7",""
"1009807103","","","lsv_talk_surprise_talkjoy","0.2","3","","1009807","","102011","1"
"1009807104","0","","vo_lsv_0731","","21","","1009807","","vo_lsv","0"
"1009807105","1","0","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","0","11","0","1009807","1","102011","10"
"1009807106","","","","","91","","1009807","","0",""
"1009807107","","","lsv_idle_surprise_joy","0.2","3","","1009807","","102011","1"
"1009807108","","","lsv_talk_sad","0.2","3","","1009807","","103611","1"
"1009807109","0","","vo_lsv_0732","","21","","1009807","","vo_lsv","0"
"1009807110","1","0","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","0","11","0","1009807","1","103611","10"
"1009807111","","","","","91","","1009807","","0",""
"1009807112","","","lsv_idle_sad_normal","0.2","3","","1009807","","103611","1"
"1009807113","lsv_talk_cool_joy_loop","","lsv_talk_cool_joy","0","3","0.2","1009807","1","100411","0"
"1009807114","0","","vo_lsv_0733","","21","","1009807","","vo_lsv","0"
"1009807115","1","0","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","0","11","0","1009807","1","100411","10"
"1009807116","","","","","91","","1009807","","0",""
"1009807117","","","lsv_idle_cool","0.2","3","","1009807","","100411","1"
"1009807118","","","","","101","","1009807","","1009807143",""
"1009807119","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","102011","0"
"1009807120","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","100411","0"
"1009807121","lsv_idle_normal","","lsv_choice","0","3","0.2","1009807","1","103611","0"
"1009807122","","","0","","93","","1009807","","0.1",""
"1009807123","0.33","","-200","","2","0.2","1009807","2","102011","-235"
"1009807124","0.33","","100","","2","0.2","1009807","2","100411","-220"
"1009807125","0.33","","270","","2","0.2","1009807","2","103611","-250"
"1009807126","","","0","","93","","1009807","","0.7",""
"1009807127","lsv_talk_guts2_loop","","lsv_talk_guts2","0","3","0.2","1009807","1","100411","0"
