8a18da80a11f2e6278494c8003027dd1f46fc583d52738eb1e9fa44cfbf1cfef,2e0399a4faa0dcc36b3e64a871d1f58a14d2e1e648df0d001431ae8c6ff004af,194a0271bdda9db55b14d51899a55cf9e86121692f9b490d8cfd988c4fb46ccd,f41efb0dd2256bd943ffd24e0fb84adb3477df1fc66e9a68d5f5db7958671781,56dee8d424915f47277a7401995d7c724b591ec2289569e9f3e050eeb01a7e39,181482422fb2846493b7fb4a2dec071a2af16a1dd2f9216284cb39fea75da7fc,89798a8c2e538818f264ae96e460d567ab79e5691b110fbfa929b1c31e3a3aac,398dbdf48a42ed0687e5d8fe39c1f7398b529fd9f79beb1b6b7934f4d658a92f,27fcc62e884c28208725e76d2afa05999b6d7f27e0ed7f49b8ad22b7428c8062,40667edd3666db47548bfef98afb11120bdf59f945bf0dde78d4e1e21405ddd3,19e7957318011af211ebc2a1b80a5d61b2be1fd5de332bb7cd3909910e8ba9df
"1","0.5","1","6912012","0","6912","10","啊～如果學習也像畫畫\n這麼輕鬆就好了～","11","105011","0"
"","","","6912013","","6912","","","91","0",""
"","","","6912014","","6912","","0","22","0",""
"","","","6913001","0.2","6913","1","wac_idle_smile","3","105011",""
"","","","6913002","0.2","6913","1","wac_no_items","3","111",""
"0","","","6913003","","6913","-340","200","2","105011",""
"0","","","6913004","","6913","-340","200","2","111",""
"","","","6913005","","6913","","0","32","1",""
"","","","6913006","","6913","","1","32","2",""
"","","","6913007","","6913","","0","32","11",""
"","","","6913008","","6913","","","91","0",""
"-108","wac_default_01","-212.75","7011001","2","7011","202","105311","1","1","0"
"-108","wac_default_02","-212.75","7011002","2","7011","201","111","5","1","0"
"0","","1","7011003","1","7011","0","1","31","1",""
"0","","1","7011004","0","7011","0","2","31","2",""
"0","","1","7011005","0","7011","0","11","31","11",""
"","","0","7011006","0.2","7011","0","wac_paint_01","3","105311",""
"","","0","7011007","0.2","7011","0","wac_paint_02","3","111",""
"","","","7011008","","7011","","0","93","0",""
"","","","7011009","","7011","","1","32","11",""
"","","","7011010","","7011","0","se_10035700_brush","23","se_10035700",""
"","","","7011011","","7011","","300","13","105311",""
"","","","7011012","","7011","","","131","1",""
"wac_talk_doya_loop","","1","7012001","0.2","7012","0","wac_talk_doya_in","3","105311",""
"","","","7012002","0.2","7012","1","wac_no_items","3","111",""
"0","","","7012003","","7012","-340","200","2","105311",""
"0","","","7012004","","7012","-340","200","2","111",""
"","","","7012005","","7012","","0","32","1",""
"","","","7012006","","7012","","1","32","2",""
"","","","7012007","","7012","","0","32","11",""
"0","","","7012008","","7012","0","vo_wac_220425_000","21","vo_wac_220425",""
"1","0.5","1","7012009","0","7012","10","嗯，太棒了！\n是相當符合我們純白之翼\n創作水準的傑作！","11","105311","0"
"","","","7012010","","7012","","","91","0",""
"0","","","7012011","","7012","0","vo_wac_220425_001","21","vo_wac_220425",""
"1","0.5","1","7012012","0","7012","10","不過創作活動出乎意料地\n很耗費精力呢。\n所以甜食是不可或缺的……\n必、必須小心蛀牙。","11","105311","0"
"","","","7012013","","7012","","","91","0",""
"","","","7012014","","7012","","0","22","0",""
"","","","7013001","0.2","7013","1","wac_idle_doya","3","105311",""
"","","","7013002","0.2","7013","1","wac_no_items","3","111",""
"0","","","7013003","","7013","-340","200","2","105311",""
"0","","","7013004","","7013","-340","200","2","111",""
"","","","7013005","","7013","","0","32","1",""
"","","","7013006","","7013","","1","32","2",""
"","","","7013007","","7013","","0","32","11",""
"","","","7013008","","7013","","","91","0",""
"-108","wac_default_01","-212.75","7111001","2","7111","202","100811","1","1","0"
"-108","wac_default_01","-212.75","7111002","2","7111","201","111","5","1","0"
"0","","1","7111003","1","7111","0","1","31","1",""
"0","","1","7111004","0","7111","0","2","31","2",""
"0","","1","7111005","0","7111","0","11","31","11",""
"","","0","7111006","0.2","7111","0","wac_paint_01","3","100811",""
"","","0","7111007","0.2","7111","0","wac_paint_01","3","111",""
"","","","7111008","","7111","","0","93","0",""
"","","","7111009","","7111","","1","32","11",""
"","","","7111010","","7111","0","se_10035700_brush","23","se_10035700",""
"","","","7111011","","7111","","300","13","100811",""
"","","","7111012","","7111","","","131","1",""
"wac_talk_smile_loop","","1","7112001","0.2","7112","0","wac_talk_smile_in","3","100811",""
"","","","7112002","0.2","7112","1","wac_no_items","3","111",""
"0","","","7112003","","7112","-340","200","2","100811",""
"0","","","7112004","","7112","-340","200","2","111",""
"","","","7112005","","7112","","0","32","1",""
"","","","7112006","","7112","","1","32","2",""
"","","","7112007","","7112","","0","32","11",""
"0","","","7112008","","7112","0","vo_wac_220426_000","21","vo_wac_220426",""
"1","0.5","1","7112009","0","7112","10","啊啊，作畫中的我……\n怎麼會如此動人？\n美到我都要忌妒起\n自己了呢……♪","11","100811","0"
"","","","7112010","","7112","","","91","0",""
"0","","","7112011","","7112","0","vo_wac_220426_001","21","vo_wac_220426",""
"1","0.5","1","7112012","0","7112","10","而且我畫的畫也是這麼美……\n呼，得要小心自己\n不要暈過去了。","11","100811","0"
"","","","7112013","","7112","","","91","0",""
"","","","7112014","","7112","","0","22","0",""
"","","","7113001","0.2","7113","1","wac_idle_smile","3","100811",""
"","","","7113002","0.2","7113","1","wac_no_items","3","111",""
"0","","","7113003","","7113","-340","200","2","100811",""
"0","","","7113004","","7113","-340","200","2","111",""
"","","","7113005","","7113","","0","32","1",""
"","","","7113006","","7113","","1","32","2",""
"","","","7113007","","7113","","0","32","11",""
"","","","7113008","","7113","","","91","0",""
"-108","wac_default_01","-212.75","7211001","2","7211","202","104511","1","1","0"
"-108","wac_default_01","-212.75","7211002","2","7211","201","111","5","1","0"
"0","","1","7211003","1","7211","0","1","31","1",""
"0","","1","7211004","0","7211","0","2","31","2",""
"0","","1","7211005","0","7211","0","11","31","11",""
"","","0","7211006","0.2","7211","0","wac_paint_01","3","104511",""
"","","0","7211007","0.2","7211","0","wac_paint_01","3","111",""
"","","","7211008","","7211","","0","93","0",""
"","","","7211009","","7211","","1","32","11",""
"","","","7211010","","7211","0","se_10035700_brush","23","se_10035700",""
"","","","7211011","","7211","","300","13","104511",""
"","","","7211012","","7211","","","131","1",""
"wac_talk_wish_loop","","1","7212001","0.2","7212","0","wac_talk_wish_in","3","104511",""
"","","","7212002","0.2","7212","1","wac_no_items","3","111",""
"0","","","7212003","","7212","-340","200","2","104511",""
"0","","","7212004","","7212","-340","200","2","111",""
"","","","7212005","","7212","","0","32","1",""
"","","","7212006","","7212","","1","32","2",""
"","","","7212007","","7212","","0","32","11",""
"0","","","7212008","","7212","0","vo_wac_220427_000","21","vo_wac_220427",""
"1","0.5","1","7212009","0","7212","10","空、空花的畫，怎麼樣？\n被人誇獎總覺得……\n心、心癢癢的～！","11","104511","0"
"","","","7212010","","7212","","","91","0",""
"0","","","7212011","","7212","0","vo_wac_220427_001","21","vo_wac_220427",""
"1","0.5","1","7212012","0","7212","10","嗯～但是這種心癢癢的感覺……\n會讓人上癮呢！\n嘻嘻嘻，這是新的發現～♪","11","104511","0"
"","","","7212013","","7212","","","91","0",""
"","","","7212014","","7212","","0","22","0",""
"","","","7213001","0.2","7213","1","wac_idle_wish","3","104511",""
"","","","7213002","0.2","7213","1","wac_no_items","3","111",""
"0","","","7213003","","7213","-340","200","2","104511",""
"0","","","7213004","","7213","-340","200","2","111",""
"","","","7213005","","7213","","0","32","1",""
"","","","7213006","","7213","","1","32","2",""
"","","","7213007","","7213","","0","32","11",""
"","","","7213008","","7213","","","91","0",""
"-108","wac_default_01","-212.75","7311001","2","7311","202","103011","1","1","0"
"-108","wac_default_01","-212.75","7311002","2","7311","201","111","5","1","0"
"0","","1","7311003","1","7311","0","1","31","1",""
"0","","1","7311004","0","7311","0","2","31","2",""
"0","","1","7311005","0","7311","0","11","31","11",""
"","","0","7311006","0.2","7311","0","wac_paint_01","3","103011",""
"","","0","7311007","0.2","7311","0","wac_paint_01","3","111",""
"","","","7311008","","7311","","0","93","0",""
"","","","7311009","","7311","","1","32","11",""
"","","","7311010","","7311","0","se_10035700_brush","23","se_10035700",""
"","","","7311011","","7311","","300","13","103011",""
"","","","7311012","","7311","","","131","1",""
"wac_talk_kyapi_loop","","1","7312001","0.2","7312","0","wac_talk_kyapi_in","3","103011",""
"","","","7312002","0.2","7312","1","wac_no_items","3","111",""
"0","","","7312003","","7312","-340","200","2","103011",""
"0","","","7312004","","7312","-340","200","2","111",""
"","","","7312005","","7312","","0","32","1",""
"","","","7312006","","7312","","1","32","2",""
"","","","7312007","","7312","","0","32","11",""
"0","","","7312008","","7312","0","vo_wac_220428_000","21","vo_wac_220428",""
"1","0.5","1","7312009","0","7312","10","藝術盛開之術是也♪\n我用盡全力努力了！\n敬請欣賞是也！","11","103011","0"
"","","","7312010","","7312","","","91","0",""
"0","","","7312011","","7312","0","vo_wac_220428_001","21","vo_wac_220428",""
"1","0.5","1","7312012","0","7312","10","今後也會連同繪畫一起\n鑽研各式各樣的忍法是也！\n還會不斷地修練哦♪\n咻啪啪啪──！！","11","103011","0"
"","","","7312013","","7312","","","91","0",""
"","","","7312014","","7312","","0","22","0",""
"","","","7313001","0.2","7313","1","wac_idle_kyapi","3","103011",""
"","","","7313002","0.2","7313","1","wac_no_items","3","111",""
"0","","","7313003","","7313","-340","200","2","103011",""
"0","","","7313004","","7313","-340","200","2","111",""
"","","","7313005","","7313","","0","32","1",""
"","","","7313006","","7313","","1","32","2",""
"","","","7313007","","7313","","0","32","11",""
"","","","7313008","","7313","","","91","0",""
"-108","wac_default_01","-212.75","7411001","2","7411","202","100111","1","1","0"
"-108","wac_default_01","-212.75","7411002","2","7411","201","111","5","1","0"
"0","","1","7411003","1","7411","0","1","31","1",""
"0","","1","7411004","0","7411","0","2","31","2",""
"0","","1","7411005","0","7411","0","11","31","11",""
"","","0","7411006","0.2","7411","0","wac_paint_01","3","100111",""
"","","0","7411007","0.2","7411","0","wac_paint_01","3","111",""
"","","","7411008","","7411","","0","93","0",""
"","","","7411009","","7411","","1","32","11",""
"","","","7411010","","7411","0","se_10035700_brush","23","se_10035700",""
"","","","7411011","","7411","","300","13","100111",""
"","","","7411012","","7411","","","131","1",""
"wac_talk_smile_loop","","1","7412001","0.2","7412","0","wac_talk_smile_in","3","100111",""
"","","","7412002","0.2","7412","1","wac_no_items","3","111",""
"0","","","7412003","","7412","-340","200","2","100111",""
"0","","","7412004","","7412","-340","200","2","111",""
"","","","7412005","","7412","","0","32","1",""
"","","","7412006","","7412","","1","32","2",""
"","","","7412007","","7412","","0","32","11",""
"0","","","7412008","","7412","0","vo_wac_220429_000","21","vo_wac_220429",""
"1","0.5","1","7412009","0","7412","10","嘿嘿，又畫出新的畫了～\n變得越來越熱鬧了呢。\n每天都像在過節一樣♪","11","100111","0"
"","","","7412010","","7412","","","91","0",""
"0","","","7412011","","7412","0","vo_wac_220429_001","21","vo_wac_220429",""
"1","0.5","1","7412012","0","7412","10","路上經過的人也都露出了笑容……\n我從來沒想過可以用\n這樣的方式幫助別人～\n這都要感謝花凜小姐呢！","11","100111","0"
"","","","7412013","","7412","","","91","0",""
"","","","7412014","","7412","","0","22","0",""
"","","","7413001","0.2","7413","1","wac_idle_smile","3","100111",""
"","","","7413002","0.2","7413","1","wac_no_items","3","111",""
"0","","","7413003","","7413","-340","200","2","100111",""
"0","","","7413004","","7413","-340","200","2","111",""
"","","","7413005","","7413","","0","32","1",""
"","","","7413006","","7413","","1","32","2",""
"","","","7413007","","7413","","0","32","11",""
"","","","7413008","","7413","","","91","0",""
"-108","wac_default_11","-212.75","7511001","2","7511","202","100311","1","1","0"
"-108","wac_default_12","-212.75","7511002","2","7511","201","111","5","1","0"
"0","","1","7511003","1","7511","0","1","31","1",""
"0","","1","7511004","0","7511","0","10","31","10",""
"0","","1","7511005","0","7511","0","11","31","11",""
"0","","1","7511006","0","7511","0","14","31","14",""
"0","","1","7511007","0","7511","0","18","31","18",""
"","","0","7511008","0.2","7511","0","wac_paint_11","3","100311",""
"","","0","7511009","0.2","7511","0","wac_paint_12","3","111",""
"","","","7511010","","7511","","0","93","0.3",""
"","","","7511011","","7511","","1","32","11",""
"","","","7511012","","7511","0","se_10035700_roller","23","se_10035700",""
"","","","7511013","","7511","","300","13","100311",""
"","","","7511014","","7511","","","131","1",""
"wac_talk_doya_loop","","1","7512001","0.2","7512","0","wac_talk_doya_in","3","100311",""
"","","","7512002","0.2","7512","1","wac_no_items","3","111",""
"0","","","7512003","","7512","-340","395","2","100311",""
"0","","","7512004","","7512","-340","395","2","111",""
"","","","7512005","","7512","","0","32","1",""
"","","","7512006","","7512","","1","32","10",""
"","","","7512007","","7512","","0","32","11",""
"","","","7512008","","7512","","1","32","14",""
"","","","7512009","","7512","","1","32","18",""
"","","","7512010","","7512","","0","93","1.8",""
"0","","","7512011","","7512","0","vo_wac_220430_000","21","vo_wac_220430",""
"1","0.5","1","7512012","0","7512","10","很好，完成了！\n……呼，不知不覺就畫到入迷了。","11","100311","0"
"","","","7512013","","7512","","","91","0",""
"0","","","7512014","","7512","0","vo_wac_220430_001","21","vo_wac_220430",""
"1","0.5","1","7512015","0","7512","10","有稍微進步一點了嗎？\n呵呵，繪畫也很值得鍛鍊呢。\n接下來要畫什麼樣的畫好呢♪","11","100311","0"
"","","","7512016","","7512","","","91","0",""
"","","","7512017","","7512","","0","22","0",""
"","","","7513001","0.2","7513","1","wac_idle_doya","3","100311",""
"","","","7513002","0.2","7513","1","wac_no_items","3","111",""
"0","","","7513003","","7513","-340","395","2","100311",""
"0","","","7513004","","7513","-340","395","2","111",""
"","","","7513005","","7513","","0","32","1",""
"","","","7513006","","7513","","1","32","10",""
"","","","7513007","","7513","","0","32","11",""
"","","","7513008","","7513","","0","32","14",""
"","","","7513009","","7513","","1","32","18",""
"","","","7513010","","7513","","","91","0",""
"-108","wac_default_11","-213","7611001","2","7611","202","105811","1","1","0"
"-108","wac_default_12","-213","7611002","2","7611","201","111","5","1","0"
"0","","1","7611003","1","7611","0","1","31","1",""
"0","","1","7611004","0","7611","0","2","31","2",""
"0","","1","7611005","0","7611","0","11","31","11",""
"","","0","7611006","0.2","7611","0","wac_paint_11","3","105811",""
"","","0","7611007","0.2","7611","0","wac_paint_12","3","111",""
"","","","7611008","","7611","","0","93","0.3",""
"","","","7611009","","7611","","1","32","11",""
"","","","7611010","","7611","0","se_10035700_roller","23","se_10035700",""
"","","","7611011","","7611","","300","13","105811",""
"","","","7611012","","7611","","","131","1",""
"wac_talk_smile_loop","","1","7612001","0.2","7612","0","wac_talk_smile_in","3","105811",""
"","","","7612002","0.2","7612","1","wac_no_items","3","111",""
"0","","","7612003","","7612","-340","200","2","105811",""
"0","","","7612004","","7612","-340","200","2","111",""
"","","","7612005","","7612","","0","32","1",""
"","","","7612006","","7612","","1","32","2",""
