a1de9df93f93e5b9c466b5d48e6e6b2135f388c2b62d417f65a9a0d7beeada4f,f4778d672af375b01c492eedc4bcb93bae0ea2645bc8318113cf6b2c879c3b2f,0781bbbec11790d40e0146732ec34223f0d9d80fa05d50863bdcb6733510ed04,ed4a45ab3d205006a6300eb9e57ecb9c23d364841ac57e72f4223f5bd81e2d7c,afced2632158c2fcbedc1c2d5497a9198da04f4c77f4d7e4390b1b6bbc25f07c,35131e55d0d70da4f403a87db5cfcb27bfecd44df1c9ad67146a24b5cb101644,42228f0ca1417b8f2c7650ae0bc6bdb1da6fdd504feea832501f06dc164a122d,679c061f94092d680aab3f13bd833ad2fe0ced6bba603c77470e3a0d9d9e1ed5,338a2250c6eaaa56f5f0217df8a6d14be32664b9cc4b674385b238eb71fbeb0b,d5291af6876de614e0637c302900d19eac921ab543470d30eedd5be7c5b98222,74c30114cc38a3ea440b09eff5c7177b1150856ce5e5ce6549ced9867029878c
"wac_default_11","9211001","104411","-108","9211","0","202","-213","2","1","1"
"wac_default_13","9211002","111","-108","9211","0","201","-213","2","5","1"
"","9211003","1","0","9211","","0","1","1","31","1"
"","9211004","2","0","9211","","0","1","0","31","2"
"","9211005","11","0","9211","","0","1","0","31","11"
"","9211006","wac_paint_11","","9211","","0","0","0.2","3","104411"
"","9211007","wac_paint_13","","9211","","0","0","0.2","3","111"
"","9211008","0","","9211","","","","","93","0.3"
"","9211009","1","","9211","","","","","32","11"
"","9211010","se_10035700_roller","","9211","","0","","","23","se_10035700"
"","9211011","300","","9211","","","","","13","104411"
"","9211012","","","9211","","","","","131","1"
"","9212001","wac_talk_doya_in","wac_talk_doya_loop","9212","","0","1","0.2","3","104411"
"","9212002","wac_no_items","","9212","","1","","0.2","3","111"
"","9212003","200","0","9212","","-340","","","2","104411"
"","9212004","200","0","9212","","-340","","","2","111"
"","9212005","0","","9212","","","","","32","1"
"","9212006","1","","9212","","","","","32","2"
"","9212007","0","","9212","","","","","32","11"
"","9212008","vo_wac_220517_000","0","9212","","0","","","21","vo_wac_220517"
"0.5","9212009","向世人展現妾身威勢的圖畫……\n就妾身來看已經相當令人著迷了，\n但似乎還能再多下點工夫？","1","9212","0","10","1","0","11","104411"
"","9212010","","","9212","","","","","91","0"
"","9212011","vo_wac_220517_001","0","9212","","0","","","21","vo_wac_220517"
"0.5","9212012","你認為如何？\n……嗯，用色是嗎？\n真不愧是吾之眷屬！很不錯的觀點！\n下次馬上就來嘗試看看吧！","1","9212","0","10","1","0","11","104411"
"","9212013","","","9212","","","","","91","0"
"","9212014","0","","9212","","","","","22","0"
"","9213001","wac_idle_doya","","9213","","1","","0.2","3","104411"
"","9213002","wac_no_items","","9213","","1","","0.2","3","111"
"","9213003","200","0","9213","","-340","","","2","104411"
"","9213004","200","0","9213","","-340","","","2","111"
"","9213005","0","","9213","","","","","32","1"
"","9213006","1","","9213","","","","","32","2"
"","9213007","0","","9213","","","","","32","11"
"","9213008","","","9213","","","","","91","0"
"wac_default_01","9311001","102811","-108","9311","0","202","-213","2","1","1"
"wac_default_02","9311002","111","-108","9311","0","201","-213","2","5","1"
"","9311003","1","0","9311","","0","1","1","31","1"
"","9311004","2","0","9311","","0","1","0","31","2"
"","9311005","11","0","9311","","0","1","0","31","11"
"","9311006","wac_paint_01","","9311","","0","0","0.2","3","102811"
"","9311007","wac_paint_02","","9311","","0","0","0.2","3","111"
"","9311008","0","","9311","","","","","93","0"
"","9311009","1","","9311","","","","","32","11"
"","9311010","se_10035700_brush","","9311","","0","","","23","se_10035700"
"","9311011","300","","9311","","","","","13","102811"
"","9311012","","","9311","","","","","131","1"
"","9312001","wac_talk_smile_in","wac_talk_smile_loop","9312","","0","1","0.2","3","102811"
"","9312002","wac_no_items","","9312","","1","","0.2","3","111"
"","9312003","200","0","9312","","-340","","","2","102811"
"","9312004","200","0","9312","","-340","","","2","111"
"","9312005","0","","9312","","","","","32","1"
"","9312006","1","","9312","","","","","32","2"
"","9312007","0","","9312","","","","","32","11"
"","9312008","vo_wac_220518_000","0","9312","","0","","","21","vo_wac_220518"
"0.5","9312009","呼，完成了呢。\n畫著畫著就忘我了。\n大概是被孩子們\n拚命塗繪的身姿影響了吧。","1","9312","0","10","1","0","11","102811"
"","9312010","","","9312","","","","","91","0"
"","9312011","vo_wac_220518_001","0","9312","","0","","","21","vo_wac_220518"
"0.5","9312012","呵呵，像這樣無論是大人或小孩\n都無所謂，大家合力\n去完成一件事，\n感覺相當不錯呢。","1","9312","0","10","1","0","11","102811"
"","9312013","","","9312","","","","","91","0"
"","9312014","0","","9312","","","","","22","0"
"","9313001","wac_idle_smile","","9313","","1","","0.2","3","102811"
"","9313002","wac_no_items","","9313","","1","","0.2","3","111"
"","9313003","200","0","9313","","-340","","","2","102811"
"","9313004","200","0","9313","","-340","","","2","111"
"","9313005","0","","9313","","","","","32","1"
"","9313006","1","","9313","","","","","32","2"
"","9313007","0","","9313","","","","","32","11"
"","9313008","","","9313","","","","","91","0"
"wac_default_11","9411001","102511","-108","9411","0","202","-213","2","1","1"
"wac_default_12","9411002","111","-108","9411","0","201","-213","2","5","1"
"","9411003","1","0","9411","","0","1","1","31","1"
"","9411004","2","0","9411","","0","1","0","31","2"
"","9411005","11","0","9411","","0","1","0","31","11"
"","9411006","wac_paint_11","","9411","","0","0","0.2","3","102511"
"","9411007","wac_paint_12","","9411","","0","0","0.2","3","111"
"","9411008","0","","9411","","","","","93","0.3"
"","9411009","1","","9411","","","","","32","11"
"","9411010","se_10035700_roller","","9411","","0","","","23","se_10035700"
"","9411011","300","","9411","","","","","13","102511"
"","9411012","","","9411","","","","","131","1"
"","9412001","wac_talk_smile_in","wac_talk_smile_loop","9412","","0","1","0.2","3","102511"
"","9412002","wac_no_items","","9412","","1","","0.2","3","111"
"","9412003","200","0","9412","","-340","","","2","102511"
"","9412004","200","0","9412","","-340","","","2","111"
"","9412005","0","","9412","","","","","32","1"
"","9412006","1","","9412","","","","","32","2"
"","9412007","0","","9412","","","","","32","11"
"","9412008","vo_wac_220519_000","0","9412","","0","","","21","vo_wac_220519"
"0.5","9412009","完、完成了……！\n我今天沒搞砸\n就順利完成了喔！","1","9412","0","10","1","0","11","102511"
"","9412010","","","9412","","","","","91","0"
"","9412011","wac_talk_sad_in","wac_talk_sad_loop","9412","0","0","1","0.2","3","102511"
"","9412012","vo_wac_220519_001","0","9412","","0","","","21","vo_wac_220519"
"0.5","9412013","但為了不搞砸，\n太過小心翼翼了……\n我下次要不搞砸並自由地描繪！\n如果能做得到就好了呢……","1","9412","0","10","1","0","11","102511"
"","9412014","","","9412","","","","","91","0"
"","9412015","0","","9412","","","","","22","0"
"","9413001","wac_idle_sad","","9413","","1","","0.2","3","102511"
"","9413002","wac_no_items","","9413","","1","","0.2","3","111"
"","9413003","200","0","9413","","-340","","","2","102511"
"","9413004","200","0","9413","","-340","","","2","111"
"","9413005","0","","9413","","","","","32","1"
"","9413006","1","","9413","","","","","32","2"
"","9413007","0","","9413","","","","","32","11"
"","9413008","","","9413","","","","","91","0"
"wac_default_01","9511001","102111","-108","9511","0","202","-213","2","1","1"
"wac_default_02","9511002","111","-108","9511","0","201","-213","2","5","1"
"","9511003","1","0","9511","","0","1","1","31","1"
"","9511004","2","0","9511","","0","1","0","31","2"
"","9511005","11","0","9511","","0","1","0","31","11"
"","9511006","wac_paint_01","","9511","","0","0","0.2","3","102111"
"","9511007","wac_paint_02","","9511","","0","0","0.2","3","111"
"","9511008","0","","9511","","","","","93","0"
"","9511009","1","","9511","","","","","32","11"
"","9511010","se_10035700_brush","","9511","","0","","","23","se_10035700"
"","9511011","300","","9511","","","","","13","102111"
"","9511012","","","9511","","","","","131","1"
"","9512001","wac_talk_wish_in","wac_talk_wish_loop","9512","","0","1","0.2","3","102111"
"","9512002","wac_no_items","","9512","","1","","0.2","3","111"
"","9512003","200","0","9512","","-340","","","2","102111"
"","9512004","200","0","9512","","-340","","","2","111"
"","9512005","0","","9512","","","","","32","1"
"","9512006","1","","9512","","","","","32","2"
"","9512007","0","","9512","","","","","32","11"
"","9512008","vo_wac_220520_000","0","9512","","0","","","21","vo_wac_220520"
"0.5","9512009","我覺得我畫得比之前……\n進步了一點點……！","1","9512","0","10","1","0","11","102111"
"","9512010","","","9512","","","","","91","0"
"","9512011","vo_wac_220520_001","0","9512","","0","","","21","vo_wac_220520"
"0.5","9512012","在不斷的練習之中，\n我好像逐漸抓到訣竅了，吧……？\n呵呵，好像在排練戲劇一樣，\n畫圖也很有趣呢……♪","1","9512","0","10","1","0","11","102111"
"","9512013","","","9512","","","","","91","0"
"","9512014","0","","9512","","","","","22","0"
"","9513001","wac_idle_wish","","9513","","1","","0.2","3","102111"
"","9513002","wac_no_items","","9513","","1","","0.2","3","111"
"","9513003","200","0","9513","","-340","","","2","102111"
"","9513004","200","0","9513","","-340","","","2","111"
"","9513005","0","","9513","","","","","32","1"
"","9513006","1","","9513","","","","","32","2"
"","9513007","0","","9513","","","","","32","11"
"","9513008","","","9513","","","","","91","0"
"wac_default_11","9611001","102311","-108","9611","0","202","-213","2","1","1"
"wac_default_12","9611002","111","-108","9611","0","201","-213","2","5","1"
"","9611003","1","0","9611","","0","1","1","31","1"
"","9611004","2","0","9611","","0","1","0","31","2"
"","9611005","11","0","9611","","0","1","0","31","11"
"","9611006","wac_paint_11","","9611","","0","0","0.2","3","102311"
"","9611007","wac_paint_12","","9611","","0","0","0.2","3","111"
"","9611008","0","","9611","","","","","93","0.3"
"","9611009","1","","9611","","","","","32","11"
"","9611010","se_10035700_roller","","9611","","0","","","23","se_10035700"
"","9611011","300","","9611","","","","","13","102311"
"","9611012","","","9611","","","","","131","1"
"","9612001","wac_talk_kyapi_in","wac_talk_kyapi_loop","9612","","0","1","0.2","3","102311"
"","9612002","wac_no_items","","9612","","1","","0.2","3","111"
"","9612003","200","0","9612","","-340","","","2","102311"
"","9612004","200","0","9612","","-340","","","2","111"
"","9612005","0","","9612","","","","","32","1"
"","9612006","1","","9612","","","","","32","2"
"","9612007","0","","9612","","","","","32","11"
"","9612008","vo_wac_220521_000","0","9612","","0","","","21","vo_wac_220521"
"0.5","9612009","完～成了！\n今天也畫得很開心呢，噗吉！\n不過畫了好多次後，就越來越\n不知道要畫什麼才好了呢……","1","9612","0","10","1","0","11","102311"
"","9612010","","","9612","","","","","91","0"
"","9612011","vo_wac_220521_001","0","9612","","0","","","21","vo_wac_220521"
"0.5","9612012","對了，像這種時候要是玩扮家家酒，\n似乎就能想出點子了！\n去找胡桃與小小甜心的大家，\n還有哥哥一起來玩吧！","1","9612","0","10","1","0","11","102311"
"","9612013","","","9612","","","","","91","0"
"","9612014","0","","9612","","","","","22","0"
"","9613001","wac_idle_kyapi","","9613","","1","","0.2","3","102311"
"","9613002","wac_no_items","","9613","","1","","0.2","3","111"
"","9613003","200","0","9613","","-340","","","2","102311"
"","9613004","200","0","9613","","-340","","","2","111"
"","9613005","0","","9613","","","","","32","1"
"","9613006","1","","9613","","","","","32","2"
"","9613007","0","","9613","","","","","32","11"
"","9613008","","","9613","","","","","91","0"
"wac_default_01","9711001","106411","-108","9711","0","202","-213","2","1","1"
"wac_default_02","9711002","111","-108","9711","0","201","-213","2","5","1"
"","9711003","1","0","9711","","0","1","1","31","1"
"","9711004","2","0","9711","","0","1","0","31","2"
"","9711005","11","0","9711","","0","1","0","31","11"
"","9711006","wac_paint_01","","9711","","0","0","0.2","3","106411"
"","9711007","wac_paint_02","","9711","","0","0","0.2","3","111"
"","9711008","0","","9711","","","","","93","0"
"","9711009","1","","9711","","","","","32","11"
"","9711010","se_10035700_brush","","9711","","0","","","23","se_10035700"
"","9711011","300","","9711","","","","","13","106411"
"","9711012","","","9711","","","","","131","1"
"","9712001","wac_talk_smile_in","wac_talk_smile_loop","9712","","0","1","0.2","3","106411"
"","9712002","wac_no_items","","9712","","1","","0.2","3","111"
"","9712003","200","0","9712","","-340","","","2","106411"
"","9712004","200","0","9712","","-340","","","2","111"
"","9712005","0","","9712","","","","","32","1"
"","9712006","1","","9712","","","","","32","2"
"","9712007","0","","9712","","","","","32","11"
"","9712008","vo_wac_220522_000","0","9712","","0","","","21","vo_wac_220522"
"0.5","9712009","好，完成了。\n肯定有畫得比上次還好才對♪","1","9712","0","10","1","0","11","106411"
"","9712010","","","9712","","","","","91","0"
"","9712011","vo_wac_220522_001","0","9712","","0","","","21","vo_wac_220522"
"0.5","9712012","想給人看看，確認一下呢。\n向【美食殿堂】的大家打聲招呼……\n圍繞著餐桌邊研究……\n呵呵，感覺很棒呢。","1","9712","0","10","1","0","11","106411"
"","9712013","","","9712","","","","","91","0"
"","9712014","0","","9712","","","","","22","0"
"","9713001","wac_idle_smile","","9713","","1","","0.2","3","106411"
"","9713002","wac_no_items","","9713","","1","","0.2","3","111"
"","9713003","200","0","9713","","-340","","","2","106411"
"","9713004","200","0","9713","","-340","","","2","111"
"","9713005","0","","9713","","","","","32","1"
"","9713006","1","","9713","","","","","32","2"
"","9713007","0","","9713","","","","","32","11"
"","9713008","","","9713","","","","","91","0"
"wac_default_01","9811001","106011","-108","9811","0","202","-213","2","1","1"
"wac_default_02","9811002","111","-108","9811","0","201","-213","2","5","1"
"","9811003","1","0","9811","","0","1","1","31","1"
"","9811004","2","0","9811","","0","1","0","31","2"
"","9811005","11","0","9811","","0","1","0","31","11"
"","9811006","wac_paint_01","","9811","","0","0","0.2","3","106011"
"","9811007","wac_paint_02","","9811","","0","0","0.2","3","111"
"","9811008","0","","9811","","","","","93","0"
"","9811009","1","","9811","","","","","32","11"
"","9811010","se_10035700_brush","","9811","","0","","","23","se_10035700"
"","9811011","300","","9811","","","","","13","106011"
"","9811012","","","9811","","","","","131","1"
"","9812001","wac_talk_wish_in","wac_talk_wish_loop","9812","","0","1","0.2","3","106011"
"","9812002","wac_no_items","","9812","","1","","0.2","3","111"
"","9812003","200","0","9812","","-340","","","2","106011"
"","9812004","200","0","9812","","-340","","","2","111"
"","9812005","0","","9812","","","","","32","1"
"","9812006","1","","9812","","","","","32","2"
"","9812007","0","","9812","","","","","32","11"
"","9812008","vo_wac_220523_000","0","9812","","0","","","21","vo_wac_220523"
"0.5","9812009","嗯，今天的也是傑作♪\n感覺畫得不錯\n就會想給別人看看呢～","1","9812","0","10","1","0","11","106011"
"","9812010","","","9812","","","","","91","0"
"","9812011","vo_wac_220523_001","0","9812","","0","","","21","vo_wac_220523"
"0.5","9812012","哎呀，是你啊。\n你來得正是時候呢。\n怎麼樣？我畫得很不錯吧！\n哼哼～♪","1","9812","0","10","1","0","11","106011"
"","9812013","","","9812","","","","","91","0"
"","9812014","0","","9812","","","","","22","0"
"","9813001","wac_idle_wish","","9813","","1","","0.2","3","106011"
"","9813002","wac_no_items","","9813","","1","","0.2","3","111"
"","9813003","200","0","9813","","-340","","","2","106011"
"","9813004","200","0","9813","","-340","","","2","111"
