70cf381a88472b078e85a9400fd1a12bb91f77756dd3ff85e142ac2473881dcc,28f91e278b81d34aa6a006df73da16f05abfbcc9cd10ad46444b23bcafdc3bd9,d0e7d18fd65a1cd1b17c697512ed33c0f2d2b4d83fd4c4b2dfc1df3b58809bd1,b8254e6f5ee9c58b78faa53ca88b84f116eb5ec9576c306937a4828f11e53c05,fc3323c23e48e9037ba8a1543c6d93b1d58d3c8b609dc0923adc5cc1cd2dd925,20614b007a2a65dfb5c384de6f70a4604c0a33f099cf490cf22f2881a1eee0de,74610f16820039b8a8565de83d0c2033215b2159793c36fdfd1c75dab1c0e253,1a244658bd33818b3091280c3e5f6b7782583cfb5102212c52b6fe37d2e78b28,fd29181b2e7741940b843d8a29dadcc909926c5dbcd2ff5a5f05f6710fa37a57,bf06aa7f758bdf27cb22c3e46334102ce7615d813dccb10413f5b04bc8a5b26f,276c48ecba6e7b2d030b6996e63a6810a77eeec33843d60f1f7cdde3e36753c0
"","300303","","32","","30032","0","","","","1300320013"
"","300308","","32","","30032","1","","","","1300320014"
"","300306","","32","","30032","1","","","","1300320015"
"","se_travel_top","","23","","30032","se_travel_top_fishing_hit","","","0","1300320016"
"","1000002","","3","","30032","travel_topdrama_r_3001_1_01_A","0","","0","1300320017"
"","11","","3","","30032","travel_topdrama_r_3001_1_01_A","0","","0","1300320018"
"","1000001","","3","","30032","travel_topdrama_r_3001_1_01_B","0.5","","0","1300320019"
"","12","","3","","30032","travel_topdrama_r_3001_1_01_B","0.5","","0","1300320020"
"","0","","91","","30032","","","","","1300320021"
"","300308","","32","","30032","0","","","","1300320022"
"","1000002","","3","","30032","travel_topdrama_r_3001_1_02_A","0","","0","1300320023"
"","11","","3","","30032","travel_topdrama_r_3001_1_02_A","0","","0","1300320024"
"","1000001","","3","","30032","travel_topdrama_r_3001_1_02_B","0.2","","0","1300320025"
"","12","","3","","30032","travel_topdrama_r_3001_1_02_B","0.2","","0","1300320026"
"","1","","93","","30032","0","","","","1300320027"
"","300300","","32","","30032","0","","","","1300320028"
"","0","","91","","30032","","","","","1300320029"
"-43.7","300305","","31","","30032","300305","1","0.5","-30.3","1300320030"
"86","300314","","31","","30032","300314","1","0.5","27","1300320031"
"-100","300313","","31","","30032","300313","1","1","260","1300320032"
"","se_travel_top","","23","","30032","se_travel_top_fishing_question","","","0","1300320033"
"","se_travel_top","","23","","30032","se_travel_top_fishing_pull","","","0","1300320034"
"","0.01","","93","","30032","0","","","","1300320035"
"","300301","","32","","30032","0","","","","1300320036"
"","1000002","","3","","30032","travel_topdrama_r_3001_3_01_A","0","","0","1300320037"
"","11","","3","","30032","travel_topdrama_r_3001_3_01_A","0","","0","1300320038"
"","1000001","","3","","30032","travel_topdrama_r_3001_3_01_B","0.2","","0","1300320039"
"","12","","3","","30032","travel_topdrama_r_3001_3_01_B","0.2","","0","1300320040"
"","0","","91","","30032","","","","","1300320041"
"","1000002","","3","","30032","travel_topdrama_r_3001_3_02_A","0","","0","1300320042"
"","11","","3","","30032","travel_topdrama_r_3001_3_02_A","0","","0","1300320043"
"","1000001","","3","","30032","travel_topdrama_r_3001_3_02_B","0","","0","1300320044"
"","12","","3","","30032","travel_topdrama_r_3001_3_02_B","0","","0","1300320045"
"","0","","91","","30032","","","","","1300320046"
"","300313","","32","","30032","0","","","","1300320047"
"0","300315","","31","","30032","300315","1","1","100","1300320048"
"-153","300312","","31","","30032","300312","1","2","318","1300320049"
"75","300302","","31","","30032","300302","1","0.6","-61","1300320050"
"-88","300317","","31","","30032","300317","1","0.7","214","1300320051"
"","30","","122","","30032","30","","","1","1300320052"
"","se_travel_top","","23","","30032","se_travel_top_fishing_appear_nepterion","","","0","1300320053"
"","15","","3","","30032","travel_topdrama_r_3001_3_03","0","","0","1300320054"
"","1000002","","3","","30032","travel_topdrama_r_3001_3_03_A","0","","0","1300320055"
"","11","","3","","30032","travel_topdrama_r_3001_3_03_A","0","","0","1300320056"
"","1000001","","3","","30032","travel_topdrama_r_3001_3_03_B","0","","0","1300320057"
"","12","","3","","30032","travel_topdrama_r_3001_3_03_B","0","","0","1300320058"
"","2.3","","93","","30032","0","","","","1300320059"
"","","","111","","30032","","","","","1300320060"
"","0","","91","","30032","","","","","1300320061"
"0","2","travel_topdrama_b_3000_empty","1","0","30041","1000001","0.5","-70","53","1300410001"
"0","11","scare_loop","5","0","30041","300411","0.35","-70","51","1300410002"
"-270","12","empty","5","1","30041","300412","0.425","-70","52","1300410003"
"-3","0","rare","5","0","30041","0","1","-94","110","1300410004"
"","0","","91","","30041","0","","","","1300410005"
"","300412","","3","","30041","empty","0.2","","1","1300410006"
"","0","","91","","30041","0","","","","1300410007"
"","1300410005","","101","","30041","","","","","1300410008"
"idle","300412","","3","0.2","30041","idle_fadeIN","0.2","1","1","1300410009"
"","0","","3","","30041","none","","","0","1300410010"
"","0","","91","","30041","","","","","1300410011"
"","se_travel_top","","23","","30042","se_travel_top_noble_creature","","","0","1300420001"
"0","1000001","","2","","30042","-920","","0","-70","1300420002"
"idle","300412","","3","0.1","30042","attack","0.2","1","0","1300420003"
"","0.66","","93","","30042","0","","","","1300420004"
"","se_travel_top","","23","","30042","se_travel_top_noble_creature_axe","","","0","1300420005"
"","0.09","","93","","30042","0","","","","1300420006"
"scare_loop","300411","","3","0.2","30042","backward","0","1","0","1300420007"
"0.3","300411","","2","","30042","100","","2","-70","1300420008"
"","1","","93","","30042","0","","","","1300420009"
"","300412","","3","","30042","walk","0.2","","1","1300420010"
"2","300412","","2","","30042","-100","","0","-70","1300420011"
"","1300420008","","91","","30042","","","","","1300420012"
"70","300401","","31","","30042","300401","1","0.5","100","1300420013"
"","0.1","","93","","30042","0","","","","1300420014"
"","se_travel_top","","23","","30042","se_travel_top_noble_emote_sweat","","","0","1300420015"
"","0.4","","93","","30042","0","","","","1300420016"
"","1000001","","3","","30042","<weapon>_run","0.2","0","1","1300420017"
"1.75","1000001","","2","","30042","-300","","0","-70","1300420018"
"-70","300400","","31","","30042","300400","1","0.5","-920","1300420019"
"1.75","300400","","33","","30042","-300","","0","-70","1300420020"
"","0","","122","","30042","12","","","0.15","1300420021"
"","0.65","","93","","30042","0","","","","1300420022"
"","se_travel_top","","23","","30042","se_travel_top_noble_foot","","","0","1300420023"
"","0.15","","93","","30042","0","","","","1300420024"
"","0","","122","","30042","12","","","0.15","1300420025"
"","0.2","","93","","30042","0","","","","1300420026"
"0","1000001","0","12","110","30042","4","10","0","0.5","1300420027"
"","0.25","","93","","30042","0","","","","1300420028"
"","se_travel_top","","23","","30042","se_travel_top_noble_emote_notice","","","0","1300420029"
"","1300420011","","91","","30042","","","","","1300420030"
"","300412","","3","","30042","idle","0.1","1","1","1300420031"
"","0","","122","","30042","12","","","0","1300420032"
"","1300420018","","91","","30042","","","","","1300420033"
"","1000001","","3","","30042","<weapon>_idle","0","0","1","1300420034"
"","300400","","32","","30042","0","","","","1300420035"
"","300412","","4","","30042","0","","","","1300420036"
"","0.5","","93","","30042","","","","","1300420037"
"<weapon>_idle","1000001","","3","0","30042","<weapon>_attack_skipQuest","0","1","0","1300420038"
"","0.25","","93","","30042","0","","","","1300420039"
"-20","300402","","31","","30042","300402","1","0.75","-100","1300420040"
"","300412","","3","","30042","die","0","","0","1300420041"
"","se_travel_top","","23","","30042","se_travel_top_noble_attack","","","0","1300420042"
"","0.6","","93","","30042","0","","","","1300420043"
"","se_travel_top","","23","","30042","se_travel_top_noble_creature_fadeout","","","0","1300420044"
"","0.5","","93","","30042","0","","","","1300420045"
"","0","","122","","30042","12","","","0.15","1300420046"
"","1300420041","","91","","30042","","","","","1300420047"
"1","300412","","6","","30042","1","0.5","0","1","1300420048"
"idle","300411","","3","0.1","30042","walk_idle","0.2","1","0","1300420049"
"","300401","","32","","30042","0","","","","1300420050"
"1","300411","","2","","30042","0","","0","-70","1300420051"
"","0","","91","","30042","0","","","","1300420052"
"-13","300403","","31","","30042","300403","1","0.3","-160","1300420053"
"","se_travel_top","","23","","30042","se_travel_top_noble_appear_goldenbox","","","0","1300420054"
"","0.33","","93","","30042","0","","","","1300420055"
"","1000001","","3","","30042","<weapon>_joy_short","0","","0","1300420056"
"","0.13","","93","","30042","0","","","","1300420057"
"","se_travel_top","","23","","30042","se_travel_top_noble_drop_goldenbox","","","0","1300420058"
"","1300420056","","91","","30042","","","","","1300420059"
"","","","111","","30042","","","","","1300420060"
"","0","","91","","30042","","","","","1300420061"
"0","1","travel_topdrama_r_3000_empty","1","0","30051","1000001","0.73","-35","55","1300510001"
"1","1000001","","6","0","30051","1","0","0","1","1300510002"
"0","14","empty","5","0","30051","300514","0.73","-35","56","1300510003"
"1","300514","","6","0","30051","1","0","0","1","1300510004"
"-30","13","idle","5","0","30051","300513","0.425","-70","51","1300510005"
"75","15","travel_topdrama_r_3005_idle","5","0","30051","300515","1","-65","50","1300510006"
"16","0","normal","5","0","30051","0","1","-78","110","1300510007"
"","300513","","3","","30051","idle","0.2","","1","1300510008"
"","0","","91","","30051","0","","","","1300510009"
"","300515","","3","","30051","travel_topdrama_r_3005_idle","0.2","","0","1300510010"
"","0","","91","","30051","0","","","","1300510011"
"","1300510009","","101","","30051","","","","","1300510012"
"","0","","3","","30051","none","","","0","1300510013"
"","0","","91","","30051","","","","","1300510014"
"0","1000001","","2","","30052","-605","","0","-95","1300520001"
"1","1000001","","6","0","30052","1","0","1","1","1300520002"
"0","300514","","2","","30052","-605","","0","-105","1300520003"
"1","300514","","6","0","30052","1","0","1","1","1300520004"
"-60","300502","","31","","30052","300502","1","1","370","1300520005"
"","0","","91","","30052","","","","","1300520006"
"","se_travel_top","","23","","30052","se_travel_top_disguise_foot1","","","0","1300520007"
"","1000001","","3","","30052","travel_topdrama_r_3005_walk","0","","1","1300520008"
"3","1000001","","2","","30052","-180","","0","-95","1300520009"
"","300514","","3","","30052","walk","0.2","","1","1300520010"
"3","300514","","2","","30052","-180","","0","-95","1300520011"
"","1300520009","","91","","30052","","","","","1300520012"
"","se_travel_top","","23","","30052","se_travel_top_disguise_notice","","","0","1300520013"
"0","300513","0","12","120","30052","10","-20","0","0","1300520014"
"","1000001","","3","","30052","travel_topdrama_r_3005_suprise","0","","0","1300520015"
"","300514","","3","","30052","suprise","0.2","","0","1300520016"
"","0","","91","","30052","0","","","","1300520017"
"","se_travel_top","","23","","30052","se_travel_top_disguise_foot2","","","0","1300520018"
"","se_travel_top","","23","","30052","se_travel_top_disguise_sweat","","","0","1300520019"
"","1000001","","3","","30052","travel_topdrama_r_3005_run","0","","1","1300520020"
"2","1000001","","2","","30052","230","","0","-95","1300520021"
"","300514","","3","","30052","run","0.2","","1","1300520022"
"2","300514","","2","","30052","230","","0","-105","1300520023"
"-95","300500","","31","","30052","300500","1","0.5","-180","1300520024"
"2","300500","","33","","30052","230","","0","-95","1300520025"
"25","300501","","31","","30052","300501","1","0.5","-230","1300520026"
"2","300501","","33","","30052","180","","0","25","1300520027"
"1","-300","","121","","30052","0","easeInOutCubic","3","1","1300520028"
"","0.5","","93","","30052","0","","","","1300520029"
"","300513","","4","","30052","1","","","","1300520030"
"","1","","93","","30052","0","","","","1300520031"
"","se_travel_top","","23","","30052","se_travel_top_disguise_question","","","0","1300520032"
"idle","300513","","3","0.1","30052","question","0.2","1","0","1300520033"
"0","300513","0","12","130","30052","5","20","0","0","1300520034"
"","0.5","","93","","30052","0","","","","1300520035"
"","300500","","32","","30052","0","","","","1300520036"
"","300501","","32","","30052","0","","","","1300520037"
"","se_travel_top","","23","","30052","se_travel_top_disguise_jump","","","0","1300520038"
"","1000001","","3","","30052","travel_topdrama_r_3005_jump","0","","0","1300520039"
"","300514","","3","","30052","jump","0.2","","0","1300520040"
"0","1000001","0","12","20","30052","7","0","0","0.01","1300520041"
"","1","","93","","30052","0","","","","1300520042"
"","","","111","","30052","","","","","1300520043"
"","0","","91","","30052","","","","","1300520044"
"0","1","travel_topdrama_r_3000_empty","1","0","30061","1000001","0.73","-35","55","1300610001"
"1","1000001","","6","0","30061","1","0","0","1","1300610002"
"0","14","empty","5","0","30061","300614","0.73","-35","56","1300610003"
"1","300614","","6","0","30061","1","0","0","1","1300610004"
"-30","13","idle","5","0","30061","300613","0.425","-70","51","1300610005"
"75","15","travel_topdrama_r_3005_idle","5","0","30061","300615","1","-65","50","1300610006"
"16","0","normal","5","0","30061","0","1","-78","110","1300610007"
"","300613","","3","","30061","idle","0.2","","1","1300610008"
"","0","","91","","30061","0","","","","1300610009"
"","300615","","3","","30061","travel_topdrama_r_3005_idle","0.2","","0","1300610010"
"","0","","91","","30061","0","","","","1300610011"
"","1300610009","","101","","30061","","","","","1300610012"
"","0","","3","","30061","none","","","0","1300610013"
"","0","","91","","30061","","","","","1300610014"
"0","1000001","","2","","30062","-605","","0","-95","1300620001"
"1","1000001","","6","0","30062","1","0","1","1","1300620002"
"0","300614","","2","","30062","-605","","0","-105","1300620003"
"1","300614","","6","0","30062","1","0","1","1","1300620004"
"-60","300602","","31","","30062","300503","1","1","370","1300620005"
"","0","","91","","30062","","","","","1300620006"
"","se_travel_top","","23","","30062","se_travel_top_disguise_foot1","","","0","1300620007"
"","1000001","","3","","30062","travel_topdrama_r_3005_walk","0","","1","1300620008"
"3","1000001","","2","","30062","-180","","0","-95","1300620009"
"","300614","","3","","30062","walk","0.2","","1","1300620010"
"3","300614","","2","","30062","-180","","0","-95","1300620011"
"","1300620009","","91","","30062","","","","","1300620012"
"","se_travel_top","","23","","30062","se_travel_top_disguise_notice","","","0","1300620013"
"0","300613","0","12","120","30062","10","-20","0","0","1300620014"
"","1000001","","3","","30062","travel_topdrama_r_3005_suprise","0","","0","1300620015"
"","300614","","3","","30062","suprise","0.2","","0","1300620016"
"","0","","91","","30062","0","","","","1300620017"
"","se_travel_top","","23","","30062","se_travel_top_disguise_foot2","","","0","1300620018"
"","se_travel_top","","23","","30062","se_travel_top_disguise_sweat","","","0","1300620019"
"","1000001","","3","","30062","travel_topdrama_r_3005_run","0","","1","1300620020"
"2","1000001","","2","","30062","230","","0","-95","1300620021"
"","300614","","3","","30062","run","0.2","","1","1300620022"
"2","300614","","2","","30062","230","","0","-105","1300620023"
"-95","300600","","31","","30062","300600","1","0.5","-180","1300620024"
"2","300600","","33","","30062","230","","0","-95","1300620025"
"25","300601","","31","","30062","300601","1","0.5","-230","1300620026"
"2","300601","","33","","30062","180","","0","25","1300620027"
"1","-300","","121","","30062","0","easeInOutCubic","3","1","1300620028"
"","0.5","","93","","30062","0","","","","1300620029"
"","300613","","4","","30062","1","","","","1300620030"
"","1","","93","","30062","0","","","","1300620031"
"","se_travel_top","","23","","30062","se_travel_top_disguise_question","","","0","1300620032"
"idle","300613","","3","0.1","30062","question","0.2","1","0","1300620033"
"0","300613","0","12","130","30062","5","20","0","0","1300620034"
"","0.5","","93","","30062","0","","","","1300620035"
"","300600","","32","","30062","0","","","","1300620036"
"","300601","","32","","30062","0","","","","1300620037"
