42184795598030f5e2d00c45b9aef1367ea00e03cc800cb2bdfac8b48287ab6f,1c0bd244817be7d7776cc51b26a0cfd7f4950329b7ef78534fc75c73ec781614,9d7d577482d7a6a572b042eacdca0abacff3c18310576871e5c6c6879951ebc8,39b7cf75211da3a1a71063393c4175cfd37c6fafd5063f8d7a6a818667c250ae,b423361cf6fe464184878845ef74992733f78be1aeb608e903d4425979bcde80,2d367b4a2f93f2ef3b280d3e55fc95fabc5b47a8871a72d6418112a40edbcb5d,759858b9b6066b66cb3d92629910c341ef3e25aa792f671549f4042329df58b4,839611986cff0596d60c495cbbecbc8c7d8903378789fedd9fb28d59094db587,9203a3381d34f18f9a1b770691651319ed1f60dd590418436bff373761415e52,bd81e05bdef2e1778560349ab55022aec6c1122eef4d65edc6778a103af3a1b2,28a994c2a0e1af7269ae4bb694a76eb27c9dedfa47177cc7f918fb23771a8956,c033e26a1fdb76729810666babfa9993fe0590bcfe35900af80d2ecf03abf238,9ca61b0a5c4140c7007ee90173763c6337266df46f2b3d77b17a075d2c73a8d4,e8da4da651fcc5f6606fe5621809eddf8931fb1ce112d038530823df4bbef41e,c6f420827b03df4750a53308ff89ff0e781ce38767426f713a14e4b124efd1b2,6ce8e5357bc75661c8e4a208721af627a0aabe0e244657b3fa861ef21e909b9f,2c1f767f1a124bb8af9f229d09343bfd7227665585e17bf85750989f5b9599f7,7148eca87d1394615a075a62fb57ad480947f4204027df001ed825090b818488,17b7055bd51bb8bcd016bec9d765d82844af4b1408ade7f157a04eaa0a54ffdd
"1174","21","9","104601","74","188","0","14","162","0","6245","0","129","0","4560","52","8779","0","30"
"1339","22","9","104601","74","204","0","14","162","0","6400","0","142","0","4560","52","9945","0","30"
"1456","23","9","104601","74","218","0","14","162","0","6490","0","157","0","4560","52","11311","0","30"
"1550","24","9","104601","74","223","0","14","162","0","7105","0","165","0","4560","52","12822","0","30"
"1633","25","9","104601","74","229","0","14","162","0","7630","0","174","0","4560","52","14498","0","30"
"1682","26","9","104601","74","235","0","14","162","0","8155","0","183","0","4560","52","16337","0","30"
"1710","27","9","104601","74","240","0","14","162","0","9000","0","190","0","4560","52","18276","0","30"
"1738","28","9","104601","74","245","0","14","162","0","9845","0","197","0","4560","52","20344","0","30"
"1767","29","9","104601","74","260","0","14","162","0","10630","0","212","0","4560","52","22492","0","30"
"1797","30","9","104601","74","280","0","14","162","0","10890","0","232","0","4560","52","24794","0","30"
"1827","31","9","104601","74","290","0","14","162","0","11210","0","242","0","4560","52","27298","0","30"
"1857","32","9","104601","74","301","0","14","162","0","11530","0","253","0","4560","52","29901","0","30"
"1886","33","9","104601","74","313","0","14","162","0","11900","0","265","0","4560","52","32634","0","30"
"1914","34","9","104601","74","325","0","14","162","0","12270","0","277","0","4560","52","35532","0","30"
"1942","35","9","104601","74","337","0","14","162","0","12640","0","289","0","4560","52","38559","0","30"
"1970","36","9","104601","74","350","0","14","162","0","13010","0","302","0","4560","52","41685","0","30"
"1998","37","9","104601","74","364","0","14","162","0","13430","0","316","0","4560","52","44905","0","30"
"2026","38","9","104601","74","378","0","14","162","0","14270","0","330","0","4560","52","48186","0","30"
"0","2","0","104701","0","4","0","0","0","0","95","0","0","0","75","0","15","0","0"
"0","3","0","104701","0","9","0","0","0","0","365","0","2","0","150","0","53","0","0"
"0","4","0","104701","0","18","0","0","0","0","930","0","4","0","175","0","126","0","0"
"0","5","0","104701","0","30","0","0","0","0","1590","0","10","0","175","6","209","0","0"
"0","6","0","104701","0","50","0","0","0","0","2810","0","15","0","265","6","334","0","0"
"0","7","0","104701","0","70","0","0","0","0","3915","0","26","0","500","6","502","0","0"
"0","8","4","104701","0","94","0","0","15","0","5140","0","48","0","500","6","626","0","0"
"10","9","4","104701","0","111","10","9","30","0","6320","0","62","0","500","11","819","0","15"
"20","10","6","104701","0","133","20","18","30","0","7490","0","87","0","900","11","1009","0","15"
"52","11","11","104701","3","150","20","18","30","0","8410","0","99","0","900","11","1377","0","15"
"62","12","11","104701","9","176","20","18","30","0","9170","0","123","0","1000","16","1635","0","35"
"72","13","11","104701","12","211","20","18","38","0","9750","0","146","0","1100","18","1954","0","37"
"86","14","11","104701","12","253","20","18","46","0","10220","0","178","0","1100","18","2236","3","39"
"100","15","11","104701","15","284","20","18","58","0","10440","0","210","0","1200","18","2621","5","39"
"124","16","11","104701","15","321","20","18","58","0","10730","0","247","0","1350","20","2989","5","39"
"154","17","11","104701","15","369","20","18","58","0","11155","0","289","0","1400","23","3309","5","39"
"191","18","11","104701","15","422","20","18","58","0","11715","0","331","0","1400","26","3667","5","39"
"232","19","11","104701","15","479","20","18","73","0","12340","0","379","0","1495","26","4074","5","39"
"270","20","11","104701","15","540","20","18","108","0","12850","0","433","0","1590","26","4525","5","39"
"306","21","11","104701","15","605","20","18","148","0","13465","0","490","0","1590","26","5028","5","39"
"340","22","11","104701","15","677","20","18","188","0","14570","0","556","0","1590","26","5577","5","39"
"370","23","11","104701","15","762","20","18","208","0","15910","0","637","0","1590","26","6144","5","39"
"402","24","11","104701","15","860","20","18","208","0","17010","0","726","0","1590","26","6760","5","39"
"432","25","11","104701","15","965","20","18","208","0","18520","0","818","0","1590","26","7442","5","39"
"456","26","11","104701","15","1052","20","18","208","0","20185","0","904","0","1590","26","8375","5","39"
"480","27","11","104701","15","1120","20","18","208","0","21585","0","979","0","1590","26","9597","5","39"
"495","28","11","104701","15","1197","20","18","208","0","25025","0","1058","0","1590","26","10658","5","39"
"501","29","11","104701","15","1286","20","18","208","0","30785","0","1147","0","1590","26","11517","5","39"
"507","30","11","104701","15","1380","20","18","208","0","37060","0","1241","0","1590","26","12413","5","39"
"513","31","11","104701","15","1478","20","18","208","0","43625","0","1339","0","1590","26","13346","5","39"
"519","32","11","104701","15","1579","20","18","208","0","50660","0","1440","0","1590","26","14306","5","39"
"525","33","11","104701","15","1682","20","18","208","0","58410","0","1543","0","1590","26","15311","5","39"
"531","34","11","104701","15","1787","20","18","208","0","66940","0","1648","0","1590","26","16372","5","39"
"537","35","11","104701","15","1893","20","18","208","0","76180","0","1754","0","1590","26","17471","5","39"
"543","36","11","104701","15","2000","20","18","208","0","85980","0","1861","0","1590","26","18607","5","39"
"549","37","11","104701","15","2109","20","18","208","0","96245","0","1970","0","1590","26","19780","5","39"
"555","38","11","104701","15","2219","20","18","208","0","107000","0","2080","0","1590","26","20991","5","39"
"0","2","0","104801","0","3","0","0","0","0","65","0","0","0","50","1","18","0","0"
"0","3","0","104801","0","10","0","0","0","0","250","0","1","0","100","1","58","0","0"
"0","4","0","104801","0","19","0","0","0","0","590","0","3","0","125","1","153","0","0"
"0","5","0","104801","0","32","0","0","0","0","1045","0","7","0","125","4","285","0","0"
"0","6","0","104801","0","50","0","0","0","0","1785","0","16","0","125","4","458","0","0"
"0","7","0","104801","0","68","0","0","0","0","2280","0","22","0","125","8","714","0","0"
"0","8","0","104801","0","93","0","0","0","0","3360","0","33","0","125","8","935","0","0"
"5","9","0","104801","0","112","10","5","0","0","4270","0","44","0","125","13","1189","0","15"
"25","10","3","104801","0","124","10","13","0","0","4490","0","55","0","125","18","1569","0","40"
"67","11","7","104801","0","139","10","13","0","0","4790","0","73","0","125","18","1981","0","50"
"89","12","9","104801","11","153","10","13","0","0","5180","0","88","0","125","25","2369","0","60"
"119","13","9","104801","21","182","10","16","0","0","5370","0","109","0","125","27","2739","0","62"
"154","14","11","104801","21","215","10","16","25","0","5540","0","136","0","125","27","3096","3","62"
"190","15","11","104801","24","242","10","16","25","0","5610","0","165","0","325","27","3539","3","62"
"218","16","11","104801","24","274","10","16","25","0","5910","0","191","0","375","29","3991","3","62"
"247","17","11","104801","27","311","10","16","25","0","6395","0","224","0","425","32","4398","3","62"
"296","18","11","104801","27","355","10","16","25","0","6930","0","259","0","425","32","4852","3","62"
"334","19","11","104801","27","399","10","16","40","0","7325","0","294","0","520","32","5416","3","62"
"384","20","11","104801","27","448","10","16","75","0","7800","0","336","0","520","32","5990","3","62"
"425","21","11","104801","27","499","10","16","124","0","8385","0","386","0","520","32","6591","3","62"
"469","22","11","104801","27","564","10","16","164","0","9345","0","439","0","520","32","7251","3","62"
"499","23","11","104801","27","639","10","16","184","0","10370","0","505","0","520","32","7978","3","62"
"535","24","11","104801","27","719","10","16","184","0","11530","0","570","0","520","32","8796","3","62"
"570","25","11","104801","27","787","10","16","184","0","12295","0","630","0","520","32","9905","3","62"
"611","26","11","104801","27","834","10","16","184","0","12820","0","683","0","520","32","11323","3","62"
"638","27","11","104801","27","878","10","16","184","0","13465","0","732","0","520","32","12879","3","62"
"665","28","11","104801","27","924","10","16","184","0","14185","0","780","0","520","32","14550","3","62"
"695","29","11","104801","27","975","10","16","184","0","15060","0","831","0","520","32","16326","3","62"
"726","30","11","104801","27","1028","10","16","184","0","16015","0","884","0","520","32","18219","3","62"
"757","31","11","104801","27","1082","10","16","184","0","17050","0","938","0","520","32","20202","3","62"
"788","32","11","104801","27","1137","10","16","184","0","18160","0","993","0","520","32","22275","3","62"
"818","33","11","104801","27","1193","10","16","184","0","19540","0","1049","0","520","32","24454","3","62"
"846","34","11","104801","27","1251","10","16","184","0","21160","0","1107","0","520","32","26750","3","62"
"874","35","11","104801","27","1309","10","16","184","0","22950","0","1165","0","520","32","29155","3","62"
"902","36","11","104801","27","1368","10","16","184","0","24910","0","1224","0","520","32","31641","3","62"
"930","37","11","104801","27","1429","10","16","184","0","26945","0","1285","0","520","32","34208","3","62"
"958","38","11","104801","27","1490","10","16","184","0","29145","0","1346","0","520","32","36861","3","62"
"0","2","0","104901","0","3","0","0","0","0","95","0","0","0","75","0","19","0","0"
"0","3","0","104901","0","7","0","0","0","0","305","0","2","0","125","0","70","0","0"
"0","4","0","104901","0","13","0","0","5","0","735","0","5","0","180","0","162","0","0"
"0","5","0","104901","0","20","0","0","25","0","1275","0","8","0","180","3","300","0","10"
"0","6","0","104901","0","33","0","0","25","0","2265","0","17","0","270","3","462","0","10"
"0","7","0","104901","0","47","0","0","25","0","3180","0","27","0","505","3","683","0","10"
"0","8","0","104901","0","67","0","0","40","0","4530","0","36","0","740","3","879","0","10"
"10","9","4","104901","0","83","10","9","55","0","5185","0","49","0","740","8","1126","0","25"
"40","10","6","104901","0","102","10","18","55","0","5995","0","61","0","740","13","1417","0","40"
"60","11","12","104901","3","119","10","18","55","0","6555","0","83","0","740","13","1737","0","60"
"70","12","12","104901","9","145","10","18","55","0","7315","0","107","0","840","18","1995","0","80"
"70","13","12","104901","12","178","10","18","63","0","7995","0","134","0","940","22","2284","0","82"
"84","14","12","104901","12","220","10","18","71","0","8465","0","166","0","940","22","2566","3","84"
"98","15","12","104901","15","257","10","18","71","0","8755","0","202","0","1040","22","2903","5","84"
"122","16","12","104901","15","294","10","18","71","0","9045","0","239","0","1190","24","3271","5","84"
"152","17","12","104901","15","342","10","18","71","0","9470","0","281","0","1240","27","3591","5","84"
"189","18","12","104901","15","395","10","18","71","0","10030","0","323","0","1240","30","3949","5","84"
"230","19","12","104901","15","452","10","18","86","0","10655","0","371","0","1335","30","4356","5","84"
"268","20","12","104901","15","513","10","18","121","0","11165","0","425","0","1430","30","4807","5","84"
"304","21","12","104901","15","578","10","18","161","0","11780","0","482","0","1430","30","5310","5","84"
"338","22","12","104901","15","650","10","18","201","0","12885","0","548","0","1430","30","5859","5","84"
"368","23","12","104901","15","735","10","18","221","0","14225","0","629","0","1430","30","6426","5","84"
"400","24","12","104901","15","833","10","18","221","0","15325","0","718","0","1430","30","7042","5","84"
"430","25","12","104901","15","938","10","18","221","0","16835","0","810","0","1430","30","7724","5","84"
"454","26","12","104901","15","1025","10","18","221","0","18500","0","896","0","1430","30","8657","5","84"
"478","27","12","104901","15","1093","10","18","221","0","19900","0","971","0","1430","30","9879","5","84"
"493","28","12","104901","15","1170","10","18","221","0","23340","0","1050","0","1430","30","10940","5","84"
"499","29","12","104901","15","1259","10","18","221","0","29100","0","1139","0","1430","30","11799","5","84"
"505","30","12","104901","15","1353","10","18","221","0","35375","0","1233","0","1430","30","12695","5","84"
"511","31","12","104901","15","1451","10","18","221","0","41940","0","1331","0","1430","30","13628","5","84"
"517","32","12","104901","15","1552","10","18","221","0","48975","0","1432","0","1430","30","14588","5","84"
"523","33","12","104901","15","1655","10","18","221","0","56725","0","1535","0","1430","30","15593","5","84"
"529","34","12","104901","15","1760","10","18","221","0","65255","0","1640","0","1430","30","16654","5","84"
"535","35","12","104901","15","1866","10","18","221","0","74495","0","1746","0","1430","30","17753","5","84"
"541","36","12","104901","15","1973","10","18","221","0","84295","0","1853","0","1430","30","18889","5","84"
"547","37","12","104901","15","2082","10","18","221","0","94560","0","1962","0","1430","30","20062","5","84"
"553","38","12","104901","15","2192","10","18","221","0","105315","0","2072","0","1430","30","21273","5","84"
"0","2","0","105001","0","0","26","0","0","0","55","0","3","0","50","0","0","0","0"
"0","3","0","105001","0","0","94","0","0","0","150","0","7","0","100","0","0","0","0"
"0","4","0","105001","0","2","214","0","0","0","270","0","14","0","100","0","0","0","10"
"0","5","0","105001","0","2","415","0","25","0","360","0","25","0","100","0","0","0","10"
"0","6","0","105001","0","4","644","0","75","0","710","0","38","0","100","0","0","0","10"
"0","7","0","105001","0","8","904","0","110","0","1305","0","52","0","100","0","0","0","15"
"0","8","1","105001","0","10","1296","4","145","0","1470","0","59","0","100","0","0","0","30"
"0","9","2","105001","0","10","1720","9","180","0","1610","0","66","16","100","0","0","0","45"
"0","10","4","105001","0","11","2155","14","195","0","1880","0","78","40","520","0","0","0","45"
"0","11","5","105001","0","11","2667","14","211","0","2040","0","83","85","740","0","0","5","45"
"0","12","6","105001","0","14","3191","14","247","0","2140","0","88","138","840","0","0","11","45"
"0","13","6","105001","0","19","3724","16","267","0","2280","0","95","200","840","0","0","17","45"
"0","14","6","105001","0","23","4304","18","297","0","2420","0","102","276","960","0","0","17","45"
"0","15","6","105001","0","31","4909","22","307","0","2450","0","111","346","1080","0","0","17","45"
"0","16","6","105001","0","36","5582","22","337","0","2480","0","119","421","1080","0","0","17","45"
"0","17","6","105001","0","40","6310","22","367","0","2480","0","128","493","1080","0","0","17","45"
