9e1659088c45cdb3c801ea7c9823369ba49b9f1fd6bf31c146c33786d8d54a9e,c5e402894fd51e19264a60956096c656a03c88e45e2d7995e55c2224f237eea0,5d6038aa924d3dfbcc437ce041d8f903dc02643f963b6895a920047525f31e5b,b8918007fe7f4eb5440f904a7a3270a0d838c7a516ee8a50f4979f6bc490b677,7ca2a35bdf65420fb8e37ea2a40e3d7c088e43c89dd827dedd20981ac52a9993
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92412240","降低HP吸收","9","563"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92412310","風屬性獎勵特大幅度提升","14","564"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92412310","提升物理防禦力（不可降低）","boss_def_lower_limit","565"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92412310","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","566"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92412310","減少降低TP","boss_tp_down_cut","567"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92412310","傷害值衰減","18","568"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92412310","賦予TP上升的上限","17","569"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92412310","降低HP吸收","9","570"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92412320","風屬性獎勵特大幅度提升","14","571"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92412320","提升物理防禦力（不可降低）","boss_def_lower_limit","572"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92412320","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","573"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92412320","減少降低TP","boss_tp_down_cut","574"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92412320","傷害值衰減","18","575"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92412320","賦予TP上升的上限","17","576"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92412320","降低HP吸收","9","577"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92412330","風屬性獎勵特大幅度提升","14","578"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92412330","提升物理防禦力（不可降低）","boss_def_lower_limit","579"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92412330","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","580"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92412330","減少降低TP","boss_tp_down_cut","581"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92412330","傷害值衰減","18","582"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92412330","賦予TP上升的上限","17","583"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92412330","降低HP吸收","9","584"
"編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","92412340","風屬性獎勵特大幅度提升","14","585"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92412340","提升物理防禦力（不可降低）","boss_def_lower_limit","586"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92412340","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","587"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92412340","減少降低TP","boss_tp_down_cut","588"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92412340","傷害值衰減","18","589"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92412340","賦予TP上升的上限","17","590"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92412340","降低HP吸收","9","591"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501010","闇屬性獎勵特大幅度提升","16","592"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501010","提升物理防禦力（不可降低）","boss_def_lower_limit","593"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501010","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","594"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501010","賦予TP上升的上限","17","595"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501010","降低HP吸收","9","596"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501020","闇屬性獎勵特大幅度提升","16","597"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501020","提升物理防禦力（不可降低）","boss_def_lower_limit","598"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501020","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","599"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501020","賦予TP上升的上限","17","600"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501020","降低HP吸收","9","601"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501030","闇屬性獎勵特大幅度提升","16","602"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501030","提升物理防禦力（不可降低）","boss_def_lower_limit","603"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501030","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","604"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501030","賦予TP上升的上限","17","605"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501030","降低HP吸收","9","606"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501110","闇屬性獎勵特大幅度提升","16","607"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501110","提升物理防禦力（不可降低）","boss_def_lower_limit","608"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501110","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","609"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92501110","減少降低TP","boss_tp_down_cut","610"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92501110","傷害值衰減","18","611"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501110","賦予TP上升的上限","17","612"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501110","降低HP吸收","9","613"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501120","闇屬性獎勵特大幅度提升","16","614"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501120","提升物理防禦力（不可降低）","boss_def_lower_limit","615"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501120","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","616"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92501120","減少降低TP","boss_tp_down_cut","617"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92501120","傷害值衰減","18","618"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501120","賦予TP上升的上限","17","619"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501120","降低HP吸收","9","620"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501130","闇屬性獎勵特大幅度提升","16","621"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501130","提升物理防禦力（不可降低）","boss_def_lower_limit","622"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501130","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","623"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92501130","減少降低TP","boss_tp_down_cut","624"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92501130","傷害值衰減","18","625"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501130","賦予TP上升的上限","17","626"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501130","降低HP吸收","9","627"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501140","闇屬性獎勵特大幅度提升","16","628"
"戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501140","提升物理防禦力（不可降低）","boss_def_lower_limit","629"
"戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501140","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","630"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92501140","減少降低TP","boss_tp_down_cut","631"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92501140","傷害值衰減","18","632"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501140","賦予TP上升的上限","17","633"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501140","降低HP吸收","9","634"
"編組4位以上的闇屬性角色時，會強化角色的屬性獎勵。闇屬性以外的屬性獎勵無效。","92501210","闇屬性獎勵特大幅度提升","16","635"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","92501210","提升物理防禦力（不可降低）","boss_def_lower_limit","636"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","92501210","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","637"
"戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","92501210","減少降低TP","boss_tp_down_cut","638"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","92501210","傷害值衰減","18","639"
"戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","92501210","賦予TP上升的上限","17","640"
"戰鬥開始時，中幅度降低全體角色的HP吸收。","92501210","降低HP吸收","9","641"
