0f99f35d06a3af66b3a315aad2940085383e155b942b2fc22a59c1198e1ffb35,d454ab945134417e8422b5893f2bee6d3405ef980e9460c880c1fb99eb788b80,5c0c4579fedae35e3fe8ba83fa8b5f3e44aff8ac91f925902d1bd345e7e8a5b4,545334dad5930628f7b2ce0729c1825902e5c4f833868eb529b07a32c57c218d,a3ce732fd9533023a9349d1cd0fcbbf21644e149ebd24227d1162cd942c5490b,86fe894bd836d5d2cbbd2cf520143a36ce351ed5fc40c9596853726eff716cd3,06d8695411b22aef92074bac265c5abf3b02dc9511f678c7c210cfa0bb4c5a56,7c5caf7f244a844bedaeb3405334768f9465dad4a48290280d1c41bcfeeb4834,bdd45d92f4204b0e7347e19056ac0c443c9666c84c80b58e5c2d8b1746bd3aee,9f8cefcbf0940d6a1b1634aa07f7c23f1fd84a3309cded54fc5c6c7e3eeb7ab2,a4779369d8f3358c6786ee37847df9920a7b02a4152ac02f8ec10ff7620e2bf6
"lsv_idle_normal","1","122911","1009806","0.2","","0","0","lsv_choice","3","1009806087"
"lsv_idle_normal","1","122811","1009806","0.2","","0","0","lsv_choice","3","1009806088"
"","","0.1","1009806","","","","","0","93","1009806089"
"0.33","2","122711","1009806","0.2","","","-235","-200","2","1009806090"
"0.33","2","122911","1009806","0.2","","","-220","100","2","1009806091"
"0.33","2","122811","1009806","0.2","","","-250","270","2","1009806092"
"","","0.7","1009806","","","","","0","93","1009806093"
"","","122811","1009806","","","0.2","1","lsv_talk_memory_dere2","3","1009806094"
"0","","vo_lsv","1009806","","","","0","vo_lsv_0629","21","1009806095"
"1","1","122811","1009806","0","0","0","10","啊～炒麵～！","11","1009806096"
"","","0","1009806","","","","","","91","1009806097"
"","","122811","1009806","","","0.2","1","lsv_idle_memory","3","1009806098"
"lsv_idle_normal_joyR","1","122911","1009806","0.2","","0","0","lsv_smile2","3","1009806099"
"0","","vo_lsv","1009806","","","","0","vo_lsv_0630","21","1009806100"
"1","1","122911","1009806","0","0","0","10","很好吃呢～♪","11","1009806101"
"","","0","1009806","","","","","","91","1009806102"
"","","122711","1009806","","","0.2","1","lsv_talk_joy3_dere","3","1009806103"
"0","","vo_lsv","1009806","","","","0","vo_lsv_0631","21","1009806104"
"1","1","122711","1009806","0","0","0","10","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","11","1009806105"
"","","0","1009806","","","","","","91","1009806106"
"","","122711","1009806","","","0.2","1","lsv_idle_joy_dere2","3","1009806107"
"","","1009806133","1009806","","","","","","101","1009806108"
"lsv_idle_normal","1","122711","1009806","0.2","","0","0","lsv_choice","3","1009806109"
"lsv_idle_normal","1","122911","1009806","0.2","","0","0","lsv_choice","3","1009806110"
"lsv_idle_normal","1","122811","1009806","0.2","","0","0","lsv_choice","3","1009806111"
"","","0.1","1009806","","","","","0","93","1009806112"
"0.33","2","122711","1009806","0.2","","","-235","-200","2","1009806113"
"0.33","2","122911","1009806","0.2","","","-220","100","2","1009806114"
"0.33","2","122811","1009806","0.2","","","-250","270","2","1009806115"
"","","0.7","1009806","","","","","0","93","1009806116"
"lsv_exactly_joy_loop","1","122811","1009806","0.2","","0","0","lsv_exactly_joy_in","3","1009806117"
"0","","vo_lsv","1009806","","","","0","vo_lsv_0632","21","1009806118"
"1","1","122811","1009806","0","0","0","10","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","11","1009806119"
"","","0","1009806","","","","","","91","1009806120"
"","","122811","1009806","","","0.2","1","lsv_idle_joy","3","1009806121"
"","","122911","1009806","","","0.2","1","lsv_talk_surprise_dere","3","1009806122"
"0","","vo_lsv","1009806","","","","0","vo_lsv_0633","21","1009806123"
"1","1","122911","1009806","0","0","0","10","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","11","1009806124"
"","","0","1009806","","","","","","91","1009806125"
"","","122911","1009806","","","0.2","1","lsv_idle_surprise_joy","3","1009806126"
"","","122711","1009806","","","0.2","1","lsv_talk_normal","3","1009806127"
"0","","vo_lsv","1009806","","","","0","vo_lsv_0634","21","1009806128"
"1","1","122711","1009806","0","0","0","10","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","11","1009806129"
"","","0","1009806","","","","","","91","1009806130"
"","","122711","1009806","","","0.2","1","lsv_idle_normal","3","1009806131"
"","","1009806133","1009806","","","","","","101","1009806132"
"","","0","1009806","","","","","","91","1009806133"
"","","","1009806","","","","","","102","1009806134"
"","","0","1009806","","","","","0.2","22","1009806135"
"","","0.2","1009806","","","","","","93","1009806136"
"0","0","122711","1009806","0","0","0","1","10","12","1009806137"
"","","122711","1009806","","","0.2","1","lsv_talk_bitter","3","1009806138"
"","","3","1009806","","","","","0","93","1009806139"
"","","122711","1009806","","","0.2","1","lsv_idle_surprise_talkjoy","3","1009806140"
"0","0","122811","1009806","0","0","0","1","8","12","1009806141"
"","","122811","1009806","","","0.2","1","lsv_talk_memory","3","1009806142"
"","","3","1009806","","","","","0","93","1009806143"
"","","122811","1009806","","","0.2","1","lsv_idle_joy","3","1009806144"
"0","0","122911","1009806","0","0","0","1","6","12","1009806145"
"","","122911","1009806","","","0.2","1","lsv_talk_wish_joy","3","1009806146"
"","","3","1009806","","","","","0","93","1009806147"
"","","122911","1009806","","","0.2","1","lsv_idle_normal_joyR","3","1009806148"
"","","1009806137","1009806","","","","","","101","1009806149"
"1","0","333","1009806","0","","1","1","1","6","1009806150"
"","","122711","1009806","","","","","1","4","1009806151"
"","","122711","1009806","","","0.2","1","lsv_run","3","1009806152"
"0.8","0","122711","1009806","","","","-235","-750","2","1009806153"
"","","122911","1009806","","","","","0","4","1009806154"
"","","122911","1009806","","","0.2","1","lsv_run","3","1009806155"
"0.8","0","122911","1009806","","","","-220","750","2","1009806156"
"","","122811","1009806","","","","","0","4","1009806157"
"","","122811","1009806","","","0.2","1","lsv_run","3","1009806158"
"0.8","0","122811","1009806","","","","-250","850","2","1009806159"
"","","0.6","1009806","","","","","","93","1009806160"
"1","0","122711","1009806","0","","0.2","1","1","6","1009806161"
"1","0","122911","1009806","0","","0.2","1","1","6","1009806162"
"1","0","122811","1009806","0","","0.2","1","1","6","1009806163"
"","","0","1009806","","","","","","91","1009806164"
"-650","-235","1","1009807","0","lsv_idle_normal","1.95","102","102011","1","1009807001"
"650","-220","1","1009807","1","lsv_idle_normal","1.95","100","100411","1","1009807002"
"750","-250","1","1009807","1","lsv_idle_normal","1.95","101","103611","1","1009807003"
"0","0","1","1009807","0","lsv_white_loop","1","0","333","5","1009807004"
"1","0","333","1009807","0","","0","1","1","6","1009807005"
"1","0","102011","1009807","0","","0","1","1","6","1009807006"
"1","0","100411","1009807","0","","0","1","1","6","1009807007"
"1","0","103611","1009807","0","","0","1","1","6","1009807008"
"","","1","1009807","","","","","0","93","1009807009"
"1","0.4","333","1009807","0","","0.8","1","1","6","1009807010"
"","","102011","1009807","","","0.2","1","lsv_walk_joy","3","1009807011"
"2","0","102011","1009807","","","","-235","-200","2","1009807012"
"1","1","102011","1009807","0","","0.4","1","1","6","1009807013"
"","","100411","1009807","","","0.2","1","lsv_walk","3","1009807014"
"2","0","100411","1009807","","","","-220","100","2","1009807015"
"1","1","100411","1009807","0","","0.4","1","1","6","1009807016"
"","","103611","1009807","","","0.2","1","lsv_walk","3","1009807017"
"2","0","103611","1009807","","","","-250","270","2","1009807018"
"1","1","103611","1009807","0","","0.4","1","1","6","1009807019"
"","","2","1009807","","","","","0","93","1009807020"
"","","102011","1009807","","","0.2","1","lsv_idle_wish_joyR","3","1009807021"
"","","100411","1009807","","","0.2","1","lsv_idle_normal","3","1009807022"
"","","103611","1009807","","","0.2","1","lsv_idle_normal","3","1009807023"
"","","0.6","1009807","","","","","0","93","1009807024"
"","","102011","1009807","","","0.2","1","lsv_talk_wish_joy","3","1009807025"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0721","21","1009807026"
"1","1","102011","1009807","0","0","0","10","小繆和\n和小小格里芬先生\n都很開心呢～♪","11","1009807027"
"","","0","1009807","","","","","","91","1009807028"
"","","102011","1009807","","","0.2","1","lsv_idle_wish_joyR","3","1009807029"
"","","103611","1009807","","","0.2","1","lsv_talk_surprise_talkjoy","3","1009807030"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0722","21","1009807031"
"1","1","103611","1009807","0","0","0","10","小繆的適應性\n很強這一點，\n也是個大發現呢。","11","1009807032"
"","","0","1009807","","","","","","91","1009807033"
"","","103611","1009807","","","0.2","1","lsv_idle_surprise_doya","3","1009807034"
"lsv_talk_arm_crossed_loop2","1","100411","1009807","0.2","","0","0","lsv_talk_arm_crossed2","3","1009807035"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0723","21","1009807036"
"1","1","100411","1009807","0","0","0","10","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","11","1009807037"
"","","0","1009807","","","","","","91","1009807038"
"","","100411","1009807","","","0.2","1","lsv_idle_arm_crossed","3","1009807039"
"","","103611","1009807","","","0.2","1","lsv_talk_joy1_normal","3","1009807040"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0724","21","1009807041"
"1","1","103611","1009807","0","0","0","10","果然改變蒐集情報的方法\n是正確的呢。","11","1009807042"
"","","0","1009807","","","","","","91","1009807043"
"","","103611","1009807","","","0.2","1","lsv_idle_normal_suprise1","3","1009807044"
"lsv_talk_guts2_loop","1","100411","1009807","0.2","","0","0","lsv_talk_guts2","3","1009807045"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0725","21","1009807046"
"1","1","100411","1009807","0","0","0","10","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","11","1009807047"
"","","0","1009807","","","","","","91","1009807048"
"","","100411","1009807","","","0.2","1","lsv_idle_normal_joy","3","1009807049"
"","","102011","1009807","","","0.2","1","lsv_talk_joy3","3","1009807050"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0726","21","1009807051"
"1","1","102011","1009807","0","0","0","10","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","11","1009807052"
"","","0","1009807","","","","","","91","1009807053"
"","","102011","1009807","","","0.2","1","lsv_idle_normal_joyR","3","1009807054"
"lsv_talk_arm_crossed_loop2","1","103611","1009807","0.2","","0","0","lsv_talk_arm_crossed2","3","1009807055"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0727","21","1009807056"
"1","1","103611","1009807","0","0","0","10","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","11","1009807057"
"","","0","1009807","","","","","","91","1009807058"
"","","103611","1009807","","","0.2","1","lsv_idle_arm_crossed","3","1009807059"
"lsv_look_idle_normal","1","102011","1009807","0.2","","0","0","lsv_choice","3","1009807060"
"lsv_look_idle_normal","1","100411","1009807","0.2","","0","0","lsv_choice","3","1009807061"
"lsv_look_idle_normal","1","103611","1009807","0.2","","0","0","lsv_choice","3","1009807062"
"","","0.1","1009807","","","","","0","93","1009807063"
"0.33","2","102011","1009807","0.2","","","-235","-452","2","1009807064"
"0.33","2","100411","1009807","0.2","","","-220","420","2","1009807065"
"0.33","2","103611","1009807","0.2","","","-250","545","2","1009807066"
"","","0","1009807","","","0.2","1","0","22","1009807067"
"","","繼續用防水包包就好。","1009807","","","","0","1009807071","103","1009807068"
"","","用籃子或許不錯。","1009807","","","","0","1009807095","103","1009807069"
"","","登山背包怎麼樣？","1009807","","","","0","1009807119","103","1009807070"
"lsv_idle_normal","1","102011","1009807","0.2","","0","0","lsv_choice","3","1009807071"
"lsv_idle_normal","1","100411","1009807","0.2","","0","0","lsv_choice","3","1009807072"
"lsv_look_idle_normal","1","103611","1009807","0.2","","0","0","lsv_choice","3","1009807073"
"","","0.1","1009807","","","","","0","93","1009807074"
"0.33","2","102011","1009807","0.2","","","-235","-200","2","1009807075"
"0.33","2","100411","1009807","0.2","","","-220","100","2","1009807076"
"0.33","2","103611","1009807","0.2","","","-250","270","2","1009807077"
"","","0.7","1009807","","","","","0","93","1009807078"
"","","103611","1009807","","","0.2","1","lsv_look_idle_sad","3","1009807079"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0728","21","1009807080"
"1","1","103611","1009807","0","0","0","10","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","11","1009807081"
"","","0","1009807","","","","","","91","1009807082"
"","","103611","1009807","","","0.2","1","lsv_idle_normal","3","1009807083"
"","","100411","1009807","","","0.2","1","lsv_talk_wish_surprise","3","1009807084"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0729","21","1009807085"
"1","1","100411","1009807","0","0","0","10","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","11","1009807086"
"","","0","1009807","","","","","","91","1009807087"
"","","100411","1009807","","","0.2","1","lsv_idle_wish","3","1009807088"
"","","102011","1009807","","","0.2","1","lsv_talk_normal","3","1009807089"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0730","21","1009807090"
"1","1","102011","1009807","0","0","0","10","還有抱著牠的時候，\n要輪流也方便啊♪","11","1009807091"
"","","0","1009807","","","","","","91","1009807092"
"","","102011","1009807","","","0.2","1","lsv_idle_normal","3","1009807093"
"","","1009807143","1009807","","","","","","101","1009807094"
"lsv_idle_normal","1","102011","1009807","0.2","","0","0","lsv_choice","3","1009807095"
"lsv_idle_normal","1","100411","1009807","0.2","","0","0","lsv_choice","3","1009807096"
"lsv_idle_normal","1","103611","1009807","0.2","","0","0","lsv_choice","3","1009807097"
"","","0.1","1009807","","","","","0","93","1009807098"
"0.33","2","102011","1009807","0.2","","","-235","-200","2","1009807099"
"0.33","2","100411","1009807","0.2","","","-220","100","2","1009807100"
"0.33","2","103611","1009807","0.2","","","-250","270","2","1009807101"
"","","0.7","1009807","","","","","0","93","1009807102"
"","","102011","1009807","","","0.2","1","lsv_talk_surprise_talkjoy","3","1009807103"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0731","21","1009807104"
"1","1","102011","1009807","0","0","0","10","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","11","1009807105"
"","","0","1009807","","","","","","91","1009807106"
"","","102011","1009807","","","0.2","1","lsv_idle_surprise_joy","3","1009807107"
"","","103611","1009807","","","0.2","1","lsv_talk_sad","3","1009807108"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0732","21","1009807109"
"1","1","103611","1009807","0","0","0","10","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","11","1009807110"
"","","0","1009807","","","","","","91","1009807111"
"","","103611","1009807","","","0.2","1","lsv_idle_sad_normal","3","1009807112"
"lsv_talk_cool_joy_loop","1","100411","1009807","0.2","","0","0","lsv_talk_cool_joy","3","1009807113"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0733","21","1009807114"
"1","1","100411","1009807","0","0","0","10","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","11","1009807115"
"","","0","1009807","","","","","","91","1009807116"
"","","100411","1009807","","","0.2","1","lsv_idle_cool","3","1009807117"
"","","1009807143","1009807","","","","","","101","1009807118"
"lsv_idle_normal","1","102011","1009807","0.2","","0","0","lsv_choice","3","1009807119"
"lsv_idle_normal","1","100411","1009807","0.2","","0","0","lsv_choice","3","1009807120"
"lsv_idle_normal","1","103611","1009807","0.2","","0","0","lsv_choice","3","1009807121"
"","","0.1","1009807","","","","","0","93","1009807122"
"0.33","2","102011","1009807","0.2","","","-235","-200","2","1009807123"
"0.33","2","100411","1009807","0.2","","","-220","100","2","1009807124"
"0.33","2","103611","1009807","0.2","","","-250","270","2","1009807125"
"","","0.7","1009807","","","","","0","93","1009807126"
"lsv_talk_guts2_loop","1","100411","1009807","0.2","","0","0","lsv_talk_guts2","3","1009807127"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0734","21","1009807128"
"1","1","100411","1009807","0","0","0","10","變成用背的啊！\n這或許也不錯？","11","1009807129"
"","","0","1009807","","","","","","91","1009807130"
"","","100411","1009807","","","0.2","1","lsv_idle_normal","3","1009807131"
"","","102011","1009807","","","0.2","1","lsv_talk_joy3_shy","3","1009807132"
"0","","vo_lsv","1009807","","","","0","vo_lsv_0735","21","1009807133"
"1","1","102011","1009807","0","0","0","10","唔嗯……背對背的話，\n小繆會不會\n覺得寂寞呀？","11","1009807134"
