616886c7c853c2f0b5ef673f9428a6342dcf089c2d30e7471a348665b40e45bf,4709c7ff9c54e8787bf6ce538a001a6b0b608eb729568a696239795c04876f91,ad8cdcd6b166f98ff7c5efadbd64d15848fa659a6b3355c71f131e719f06f068,13eeaaf5de874f20365f1ffc12b807688f180d8ef846af1fa4db69e61e2550c4,8355d924a4f76e67bc9cc54c24924f641b6138c4b058eeac61a6aab9d9df91be,be6790df93efeebb1fa65b2e1e0bed26f3543f79b656e2528e230717384a7718,c18331724d88be10797a8e596799e08a4f99cc4a011e39d3f141e9707e2188fc,82cf98b0c1ffcaeeb06b27dfd50850684cf21a4eddeb012e266e9aef9e53100f,d37cdb8d1200a8b78c6b2aa63094b67315c6901457901f3806da5a6f2a1a0b92,681971086a77d7201e0abfc40a022b0bb6a5069643b10f0076b8390969f0a29e,8e7dff2dfd5cc0bffb141ab477d9ec101f15a0663d621e4674814e23c0aabc89
"","","23","18114","se_sys_login_birthday_cracker","0","","18114049","","se_common",""
"","","32","18114","1","","","18114050","","700",""
"","","23","18114","se_sys_login_birthday_calendar_applause","0","","18114051","","se_common",""
"wac_birthday_idle_normal","0.2","3","18114","wac_birthday_clap","0","1","18114052","0.2","105011",""
"","","93","18114","","","","18114053","","0.1",""
"wac_birthday_idle_normal","0.2","3","18114","wac_birthday_clap","0","1","18114054","0.2","101611",""
"","","93","18114","","","","18114055","","2",""
"","","131","18114","","","","18114056","","1",""
"0","","21","18114","vo_wac_18114_000","0","","18114057","","vo_wac_18114",""
"1","0","11","18114","你們竟然準備了蛋糕\n來為我慶生……\n能擔任大家的老師\n真的是太好了♪","10","1","18114058","0","101811","0.5"
"","","91","18114","","","","18114059","","0",""
"","0.2","3","18114","wac_birthday_idle_wish","1","","18114060","","101811",""
"","0.2","3","18114","wac_birthday_talk_smile","1","","18114061","","105011",""
"0","","21","18114","vo_wac_18114_001","0","","18114062","","vo_wac_18114",""
"1","0","11","18114","伊緒妳太誇張了啦～\n不過能讓妳這麼開心，\n有親手做蛋糕真是太好了♪","10","1","18114063","0","105011","0.5"
"","","91","18114","","","","18114064","","0",""
"","0.2","3","18114","wac_birthday_idle_smile","1","","18114065","","105011",""
"","0.2","3","18114","wac_birthday_talk_kyapi","1","","18114066","","101611",""
"0","","21","18114","vo_wac_18114_002","0","","18114067","","vo_wac_18114",""
"1","0","11","18114","而且秀才也有幫忙\n一起去採買～\n大家一起慶祝生日，\n光是這樣就超感人了吧♪","10","1","18114068","0","101611","0.5"
"","","91","18114","","","","18114069","","0",""
"","0.2","3","18114","wac_birthday_idle_kyapi","1","","18114070","","101611",""
"","0.2","3","18114","wac_birthday_talk_smile","1","","18114071","","101811",""
"0","","21","18114","vo_wac_18114_003","0","","18114072","","vo_wac_18114",""
"1","0","11","18114","是啊，真的很謝謝你們♪\n我或許是個不可靠的老師，\n但今後我也會繼續\n為了大家努力的♪","10","1","18114073","0","101811","0.5"
"","","91","18114","","","","18114074","","0",""
"","","22","18114","","","","18114075","","0",""
"","","25","18814","bgm_M321_2C","","","18814001","","bgm_M321",""
"-1000","2","1","18814","101311","250","-70","18814002","0","1","wac_birthday_idle_normal"
"170","2","1","18814","105611","256","-260","18814003","1","1","wac_birthday_idle_smile"
"270","2","1","18814","105111","259","-310","18814004","1","1","wac_birthday_idle_normal"
"395","2","1","18814","100911","257","-270","18814005","1","1","wac_birthday_idle_doya"
"510","2","1","18814","102711","258","-310","18814006","1","1","wac_birthday_idle_normal"
"","","13","18814","300","","","18814007","","101311",""
"","","13","18814","300","","","18814008","","105611",""
"","","13","18814","300","","","18814009","","105111",""
"","","13","18814","300","","","18814010","","100911",""
"","","13","18814","300","","","18814011","","102711",""
"0","0","31","18814","501","0","1","18814012","","501",""
"0","1","31","18814","600","0","1","18814013","","600",""
"0","0","31","18814","602","0","1","18814014","","602",""
"0","0","31","18814","603","0","1","18814015","","603",""
"60","1","31","18814","604","30","1","18814016","","604",""
"0","1","31","18814","613","0","1","18814017","","613",""
"0","0","31","18814","700","0","1","18814018","","700",""
"0","0","31","18814","701","0","1","18814019","","701",""
"0","0","31","18814","702","0","1","18814020","","702",""
"0","0","31","18814","800","0","1","18814021","","800",""
"60","1","31","18814","926","30","1","18814022","","926",""
"","","93","18814","","","","18814023","","1",""
"wac_birthday_reaction_03","0.2","3","18814","wac_birthday_reaction_04","0","1","18814024","0.2","105111",""
"wac_birthday_reaction_03","0.2","3","18814","wac_birthday_reaction_01","0","1","18814025","0.2","105611",""
"","","93","18814","","","","18814026","","0.1",""
"wac_birthday_reaction_03","0.2","3","18814","wac_birthday_reaction_02","0","1","18814027","0.2","100911",""
"wac_birthday_reaction_04","0.2","3","18814","wac_birthday_reaction_03","0","1","18814028","0.2","102711",""
"","","93","18814","","","","18814029","","0.3",""
"","0.2","3","18814","wac_birthday_run_01","1","","18814030","","101311",""
"3","","2","18814","0","-70","","18814031","","101311",""
"","","93","18814","","","","18814032","","2.5",""
"","","32","18814","1","","","18814033","","602",""
"","","93","18814","","","","18814034","","0.6",""
"","","32","18814","1","","","18814035","","501",""
"","","32","18814","0","","","18814036","","600",""
"","","32","18814","0","","","18814037","","613",""
"","","32","18814","0","","","18814038","","604",""
"","","32","18814","1","","","18814039","","701",""
"0.01","","33","18814","0","0","","18814040","","926",""
"wac_birthday_wish_03","0.2","3","18814","wac_birthday_blowout_02","0","1","18814041","0.2","101311",""
"0.01","","2","18814","-200","-330","","18814042","","101311",""
"","0.2","3","18814","wac_birthday_idle_smile","1","","18814043","","105611",""
"0.01","","2","18814","150","-320","","18814044","","105611",""
"","0.2","3","18814","wac_birthday_idle_normal","1","","18814045","","105111",""
"0.01","","2","18814","260","-360","","18814046","","105111",""
"","0.2","3","18814","wac_birthday_idle_doya","1","","18814047","","100911",""
"0.01","","2","18814","380","-320","","18814048","","100911",""
"","0.2","3","18814","wac_birthday_idle_normal","1","","18814049","","102711",""
"0.01","","2","18814","500","-340","","18814050","","102711",""
"","","93","18814","","","","18814051","","0",""
"","","32","18814","1","","","18814052","","800",""
"","","93","18814","","","","18814053","","0.7",""
"","","32","18814","1","","","18814054","","702",""
"","","93","18814","","","","18814055","","0.5",""
"","","23","18814","se_sys_login_birthday_blow_candle","0","","18814056","","se_common",""
"","","32","18814","0","","","18814057","","701",""
"","","93","18814","","","","18814058","","0.4",""
"","","23","18814","se_sys_login_birthday_cracker","0","","18814059","","se_common",""
"","","32","18814","1","","","18814060","","700",""
"","","23","18814","se_sys_login_birthday_calendar_applause","0","","18814061","","se_common",""
"wac_birthday_idle_smile","0.2","3","18814","wac_birthday_clap","0","1","18814062","0.2","105611",""
"wac_birthday_idle_doya","0.2","3","18814","wac_birthday_clap","0","1","18814063","0.2","100911",""
"","","93","18814","","","","18814064","","0.1",""
"wac_birthday_idle_normal","0.2","3","18814","wac_birthday_clap","0","1","18814065","0.2","105111",""
"","","93","18814","","","","18814066","","0.1",""
"wac_birthday_idle_normal","0.2","3","18814","wac_birthday_clap","0","1","18814067","0.2","102711",""
"","","93","18814","","","","18814068","","2",""
"","","131","18814","","","","18814069","","1",""
"0","","21","18814","vo_wac_18814_000","0","","18814070","","vo_wac_18814",""
"1","0","11","18814","這、這這、這該不會是～！？\n為七七香生日祭典準備的！？\n……我猜對了吧？不是\n單純想吃蛋糕而已吧？","10","1","18814071","0","101311","0.5"
"","","91","18814","","","","18814072","","0",""
"wac_birthday_idle_kyapi","0.2","3","18814","wac_birthday_nanaka_wish_to_idle_kyapi","0","1","18814073","","101311",""
"","0.2","3","18814","wac_birthday_talk_doya","1","","18814074","","105611",""
"0","","21","18814","vo_wac_18814_001","0","","18814075","","vo_wac_18814",""
"1","0","11","18814","這怎麼看都是生日蛋糕吧？\n別擔心，這就是在為七七香慶生。\n祝妳生日快樂。","10","1","18814076","0","105611","0.5"
"","","91","18814","","","","18814077","","0",""
"","0.2","3","18814","wac_birthday_idle_doya","1","","18814078","","105611",""
"","0.2","3","18814","wac_birthday_talk_wish","1","","18814079","","105111",""
"0","","21","18814","vo_wac_18814_002","0","","18814080","","vo_wac_18814",""
"1","0","11","18814","除了蛋糕以外，也準備了\n好幾份禮物喔。\n因為我們不太清楚\n哪種比較好……","10","1","18814081","0","105111","0.5"
"","","91","18814","","","","18814082","","0",""
"","0.2","3","18814","wac_birthday_idle_wish","1","","18814083","","105111",""
"","0.2","3","18814","wac_birthday_talk_doya","1","","18814084","","100911",""
"0","","21","18814","vo_wac_18814_003","0","","18814085","","vo_wac_18814",""
"1","0","11","18814","所以吉格魯特也幫忙出了主意。\n我們準備了最適合慶祝七七香生日的\n各種傳說級逸品喔？\n是限定魔法少女周邊組合！","10","1","18814086","0","100911","0.5"
"","","91","18814","","","","18814087","","0",""
"","0.2","3","18814","wac_birthday_idle_doya","1","","18814088","","100911",""
"","0.2","3","18814","wac_birthday_talk_smile","1","","18814089","","101311",""
"0","","21","18814","vo_wac_18814_004","0","","18814090","","vo_wac_18814",""
"1","0","11","18814","真是何等好運！\n各位，非常感謝你們唷～！！\n為了回應你們的期待，我今後也會繼續以\n超爆可愛魔法少女的身分往前邁進的……","10","1","18814091","0","101311","0.5"
"","","91","18814","","","","18814092","","0",""
"","0.2","3","18814","wac_birthday_idle_smile","1","","18814093","","101311",""
"","0.2","3","18814","wac_birthday_eriko_talk_sad","1","","18814094","","102711",""
"0","","21","18814","vo_wac_18814_005","0","","18814095","","vo_wac_18814",""
"1","0","11","18814","話說回來，\n為什麼大人能夠如此\n確定七七香想要什麼\n限定商品呢……？","10","1","18814096","0","102711","0.5"
"","","91","18814","","","","18814097","","0",""
"","0.2","3","18814","wac_birthday_eriko_idle_sad","1","","18814098","","102711",""
"","0.2","3","18814","wac_birthday_talk_sad","1","","18814099","","101311",""
"0","","21","18814","vo_wac_18814_006","0","","18814100","","vo_wac_18814",""
"1","0","11","18814","那是～這個……\n糟糕，眼神毫無笑意。\n我要是說了定期巡迴的事，\n蛋糕肯定會被斧頭劈開吧～！？","10","1","18814101","0","101311","0.5"
"","","91","18814","","","","18814102","","0",""
"","","22","18814","","","","18814103","","0",""
"","","25","19214","bgm_M321_2C","","","19214001","","bgm_M321",""
"-1000","2","1","19214","101111","250","-70","19214002","0","1","wac_birthday_idle_normal"
"230","2","1","19214","104911","256","-270","19214003","1","1","wac_birthday_idle_smile"
"410","2","1","19214","106811","257","-310","19214004","1","1","wac_birthday_idle_normal"
"","","13","19214","300","","","19214005","","101111",""
"","","13","19214","300","","","19214006","","104911",""
"","","13","19214","300","","","19214007","","106811",""
"0","0","31","19214","501","0","1","19214008","","501",""
"0","1","31","19214","600","0","1","19214009","","600",""
"0","0","31","19214","602","0","1","19214010","","602",""
"0","0","31","19214","603","0","1","19214011","","603",""
"60","1","31","19214","604","30","1","19214012","","604",""
"0","1","31","19214","613","0","1","19214013","","613",""
"0","0","31","19214","700","0","1","19214014","","700",""
"0","0","31","19214","701","0","1","19214015","","701",""
"0","0","31","19214","702","0","1","19214016","","702",""
"0","0","31","19214","800","0","1","19214017","","800",""
"60","1","31","19214","927","30","1","19214018","","927",""
"","","93","19214","","","","19214019","","1",""
"wac_birthday_reaction_03","0.2","3","19214","wac_birthday_reaction_02","0","1","19214020","0.2","106811",""
"","","93","19214","","","","19214021","","0.1",""
"wac_birthday_reaction_03","0.2","3","19214","wac_birthday_reaction_01","0","1","19214022","0.2","104911",""
"","","93","19214","","","","19214023","","0.3",""
"","0.2","3","19214","wac_birthday_run_01","1","","19214024","","101111",""
"3","","2","19214","0","-70","","19214025","","101111",""
"","","93","19214","","","","19214026","","2.5",""
"","","32","19214","1","","","19214027","","602",""
"","","93","19214","","","","19214028","","0.6",""
"","","32","19214","1","","","19214029","","501",""
"","","32","19214","0","","","19214030","","600",""
"","","32","19214","0","","","19214031","","613",""
"","","32","19214","0","","","19214032","","604",""
"","","32","19214","1","","","19214033","","701",""
"0.01","","33","19214","0","0","","19214034","","927",""
"wac_birthday_wish_02","0.2","3","19214","wac_birthday_blowout_02","0","1","19214035","0.2","101111",""
"0.01","","2","19214","-200","-330","","19214036","","101111",""
"","0.2","3","19214","wac_birthday_idle_smile","1","","19214037","","104911",""
"0.01","","2","19214","180","-320","","19214038","","104911",""
"","0.2","3","19214","wac_birthday_idle_normal","1","","19214039","","106811",""
"0.01","","2","19214","320","-340","","19214040","","106811",""
"","","93","19214","","","","19214041","","0",""
"","","32","19214","1","","","19214042","","800",""
"","","93","19214","","","","19214043","","0.7",""
"","","32","19214","1","","","19214044","","702",""
"","","93","19214","","","","19214045","","0.5",""
"","","23","19214","se_sys_login_birthday_blow_candle","0","","19214046","","se_common",""
"","","32","19214","0","","","19214047","","701",""
"","","93","19214","","","","19214048","","0.4",""
"","","23","19214","se_sys_login_birthday_cracker","0","","19214049","","se_common",""
"","","32","19214","1","","","19214050","","700",""
"","","23","19214","se_sys_login_birthday_calendar_applause","0","","19214051","","se_common",""
"wac_birthday_idle_smile","0.2","3","19214","wac_birthday_clap","0","1","19214052","0.2","104911",""
"","","93","19214","","","","19214053","","0.1",""
"wac_birthday_idle_normal","0.2","3","19214","wac_birthday_clap","0","1","19214054","0.2","106811",""
"","","93","19214","","","","19214055","","2",""
"","","131","19214","","","","19214056","","1",""
"0","","21","19214","vo_wac_19214_000","0","","19214057","","vo_wac_19214",""
"1","0","11","19214","哇啊──這是給我的\n生日蛋糕嗎？\n好像很好吃！","10","1","19214058","0","101111","0.5"
"","","91","19214","","","","19214059","","0",""
"","0.2","3","19214","wac_birthday_idle_smile","1","","19214060","","101111",""
"","0.2","3","19214","wac_birthday_talk_smile","1","","19214061","","104911",""
"0","","21","19214","vo_wac_19214_001","0","","19214062","","vo_wac_19214",""
"1","0","11","19214","當然好吃囉～！\n大家可是為了璃乃\n卯足了勁製作呢！","10","1","19214063","0","104911","0.5"
"","","91","19214","","","","19214064","","0",""
"","0.2","3","19214","wac_birthday_idle_smile","1","","19214065","","104911",""
"","0.2","3","19214","wac_birthday_talk_doya","1","","19214066","","106811",""
