8191eb0db9a9e249845b6f021c80747fe0bd15c892723e846ee4b768af448988,6a0ddc288541d99aa0a2c4479402fa6b8c0068cdf4059b1361bad0f071fb896f,49483517755f54e8b4f43f96c194b674611bf98b94f11500074d2db393182ca8,24b1e8c069b316afea1d224eadd39b2cdc072b3fffc9297f1b70489d82dc5e5d,c40ea4e41cdfc60b2d6946464a159fc03c125fc8991920cd5fd62a8baf0506e0,da8cfd8d0531af7b83923dc23e4a4938ecc0eb97d84fa5d1bb03bbb015cd5b44,7ba51f21d2070d49c6dd265a2765becfdc8102947fc6041092aecf98a741ce4b,f74e44a59cc7f82b12f120bb98ae94ae073c51126cf45f8cc1ff2f050b04f08e,c3d1c7bd77d242de44a71ac100de18aaac6928f9dc417734e438a6fb97da41a0,e461e18f5dc70338a63f55a9981e42c557195c6deda5fca06bd41c6a2f020054,65f0790f1c6617c35bd2b7d63086d5662a2a78771b2fdfb8da0e7ce6fb2b8c47,ce47710ee3e1a7c075eb901d19a085ee55eaf2f941ce712b78a134b487625a0e,56a3746fabca9005f38617878553d3fd4dba8632b56c07ff4d7def7781d7cc30,4b8cb777dcd94ec33f9f94ed025b3f9365968f7dc4b7b802f7a2cb290de48156,0bef1f2de10fbd8183ec952037685e4fcc0ad448bb639bb049bc7f764a747338,497a85f7ada8e355cfa22d0fa3352ad729b03a2d1ecb6d6c6e45c1ddb4a11b7f,ba44eabc628e46fadd7f32e5241dddb2f93f8669f908a735da46ee6c050fb27e,dbf0124096f137e4b929ed9fd7d7e2b3b2f6ed2dcf85d1c544820273c206a464,cb303f21090af02109bf9b3fff9e83e22eaa97d0a19d48a4dd4cc4f7c2dcb81a,f5877e1d4b678eeb1297b283b0dc17395ccd99f457c400d0291fa903f049c9ed
"2","3","3090","6","6","保衛起司大作戰","25136","20316","保衛起司大作戰","36215","6","這個小遊戲的「？」裡填入的是？","3090","1","6","21496","起司大作戰","","6","22823"
"2","3","3091","6","6","美里的猛訓打擊道！","36947","25802","美里的猛訓打擊道！","29467","6","這個小遊戲的「？」裡填入的是？","3091","1","6","35347","猛訓打擊道","","6","25171"
"2","3","3093","6","6","夏日演唱會","26371","21809","","22799","6","這個小遊戲的「？」裡填入的是？","3093","1","6","26085","夏日演唱會","","6","28436"
"3","3","3094","6","6","格林威治標準時間","28310","27161","格林威治標準時間","26684","6","這個的名稱是什麼？","0","2","6","26519","格林治標準","在採用世界協調時間之前，作為國際基準時間被採用的時間名稱。","6","27835"
"1","3","3095","6","6","超異域公主連結","20027","20844","超異域公主連結","36229","6","這個「？」裡填入的是？","3095","1","6","30064","超異域公主","遊戲標題。","6","22495"
"1","3","3103","6","6","通往究極之路","36335","26997","通往究極之路","36890","6","這個小遊戲的「？」裡填入的是？","3103","1","6","24448","通往究極路","","6","31350"
"2","3","3106","6","6","龍人族、人族","26063","20154","龍人族、人族","40845","6","這個的名稱是什麼？","0","1","6","20154","龍人族人族","存在於阿斯特朗的種族，獸人族、精靈族、魔族，還剩下兩種是？","6","26063"
"3","3","3115","6","6","八尺瓊勾玉","29577","21246","","20843","6","這個的名稱是什麼？","0","2","6","23610","八尺瓊勾玉","有著「三神器」之稱的為：「草薙劍」、「八咫鏡」與哪一種？","6","29898"
"3","3","3124","6","6","因為想看到你的笑容","21040","30475","因為想看到你的笑容","22240","6","正在唱的曲子名稱是？","3124","1","6","28858","因為想看到","「望」是在「聖學祭」\n中所唱的歌曲。","6","24819"
"3","3","3125","6","6","因為他的字典是法文","25991","27861","因為他的字典是法文","23383","6","這個謎語的答案是？","0","2","6","20856","字典是法文","為什麼拿破崙的字典裡沒有一個「難」字？","6","26159"
"1","3","3126","6","6","一富士二鷹 三茄子","23376","33540","一富士 二鷹 三茄子","20108","6","這個的名稱是什麼？","0","2","6","40441","二鷹三茄子","在日本，據說在新年第一個夢境中夢到就會有好兆頭的3個東西。","6","19977"
"2","3","3127","6","6","其中一隻是犀牛","29275","29312","其中一隻是犀牛","19968","6","這個謎語的答案是？","0","2","6","38587","一隻是犀牛","農夫養了10頭牛，為什麼只有19隻角？","6","26159"
"3","3","3128","6","6","一個也沒有","26377","27794","一個也沒有","19968","6","這個謎語的答案是？","0","2","6","20491","一個也沒有","猴子每分鐘能掰一個玉米，在果園裡，一隻猴子5分鐘能掰幾個玉米？","6","20063"
"1","3","3129","6","6","穿著救生衣","34915","29983","","31359","6","這個謎語的答案是？","0","2","6","33879","穿著救生衣","一個不會游泳的人掉進了水裡卻沒有淹死，為什麼？","6","25937"
"1","3","3133","6","6","因為是室內健身車","36554","36523","因為是室內健身車","23460","6","這個謎語的答案是？","0","2","6","20839","室內健身車","小明騎自行車騎了十公里，但周圍景色都沒有改變，為什麼？","6","20581"
"3","3","3134","3","3","Saxophone","101","110","Saxophone","112","3","這個的名稱是什麼？","3134","1","3","104","phone","「茜里」喜歡的樂器：\n「薩克斯風」的英文為？","3","111"
"1","3","3141","6","6","加速傷口癒合","21512","30290","加速傷口癒合","36895","6","這個的名稱是什麼？","0","2","6","20663","速傷口癒合","人的唾液中含有組氨素的化合物，可以加□□□□□。","6","21475"
"1","3","3143","3","3","Lost Princess","99","110","Lost Princess","80","3","這首曲子的名稱是？","3143","1","2","114","Princ","「主線劇情第1部」的片頭曲。","3","105"
"1","3","3144","3","3","Connecting Happy！！","121","112","","72","3","這首曲子的名稱是？","3144","1","2","97","Happy","「主線劇情第1部」的片尾曲。","3","112"
"2","3","3145","3","3","Absolute Secret","116","101","Absolute Secret","101","3","這首曲子的名稱是？","3145","1","3","99","ecret","「主線劇情第1部8章」的片尾曲。","3","114"
"3","3","3146","6","6","充滿笑容的家","23478","23481","充滿笑容的家","20805","6","這首曲子的名稱是？","3146","1","6","28415","充滿笑容家","活動「危險的假期！海岸邊的美食公主」的片尾曲。","6","31505"
"3","3","3147","2","2","SUPER CHOCOLATE","82","69","SUPER CHOCOLATE","83","2","這首曲子的名稱是？","3147","1","2","85","SUPER","活動「情人節之戰！ 正中紅心的甜蜜戰鬥」的片尾曲。","2","80"
"3","3","3148","6","6","未解明的心意","24847","24515","未解明的心意","26410","6","這首曲子的名稱是？","3148","1","6","35299","未解明心意","活動「王都的名偵探 嘆息的追緝者」的片尾曲。","6","26126"
"3","3","3149","6","6","白翼的榮耀","32768","27054","白翼的榮耀","30333","6","這首曲子的名稱是？","3149","1","6","32764","白翼的榮耀","活動「將軍道中記　白翼的武士」的片尾曲。","6","30340"
"3","3","3150","3","3","踮腳尖的First Kiss","116","115","踮腳尖的First Kiss","70","3","這首曲子的名稱是？","3150","1","2","105","First","活動「鈴奈的彩虹舞臺」的片尾曲。","3","114"
"3","3","3151","6","6","好朋友新感覺","35258","24863","好朋友新感覺","22909","6","這首曲子的名稱是？","3151","1","6","26379","好朋友感覺","活動「森林的膽小鬼與神聖學院的問題兒童」的片尾曲。","6","21451"
"1","3","3152","3","3","Mirage Game","101","103","Mirage Game","105","3","這首曲子的名稱是？","3152","1","3","114","irage","「主線劇情第2部」的片頭曲。（片假名）","3","97"
"3","3","3153","3","3","Heartful Place","101","99","Heartful Place","80","3","這首曲子的名稱是？","3153","1","2","108","Place","活動「牧場的四農士_貧窮農場奮鬥記」的片尾曲。","3","97"
"3","3","3154","3","3","Paradox","100","97","Paradox","80","3","這首曲子的名稱是？","3154","1","2","97","Parad","活動「迴響！尖叫！萬聖鬼怪狂歡節」的片尾曲。","3","114"
"1","3","3155","3","3","Just a moment！","116","110","Just a moment！","111","3","這首曲子的名稱是？","3155","1","3","109","oment","活動「慈樂之音的夏日演唱會　Just a moment！」的片尾曲。","3","101"
"3","3","3156","3","3","Narcistration","105","99","Narcistration","78","3","這首曲子的名稱是？","3156","1","2","97","Narci","活動「大江戶的非法病歷　Dr.深月的診療室」的片尾曲。","3","114"
"2","3","3157","2","2","無敵DREAMING","69","82","無敵DREAMING","28961","6","這首曲子的名稱是？","3157","1","6","25973","無敵DRE","活動「鋼鐵聖女與神聖學院的問題兒童」的片尾曲。","2","68"
"2","3","3158","6","6","布丁•聖•代•聖誕節來的！","30340","20358","布丁•聖•代•聖誕節來的！","32854","6","這首曲子的名稱是？","0","1","6","35477","聖誕節來的","活動「聖誕布丁快樂！飛舞的少女與飽含真心的點心」的片尾曲。","6","31680"
"3","3","3159","6","6","動物園園長","38263","22290","","21205","6","這個謎語的答案是？","0","2","6","29289","動物園園長","誰是萬獸之王？","6","22290"
"3","3","3160","6","6","馬路上的安全島","23798","20840","馬路上的安全島","39340","6","這個謎語的答案是？","0","2","6","36335","馬路安全島","世界上最小的島是？","6","23433"
"2","3","3161","6","6","阿拉伯數字","23383","25976","","38463","6","這個謎語的答案是？","0","2","6","25289","阿拉伯數字","甚麼字全世界通用？","6","20271"
"3","3","3162","3","3","Uncopyrightable","116","104","Uncopyrightable","114","3","這個的名稱是什麼？","0","2","3","105","right","唯一有15個字母又不重複的英文單字是","3","103"
"3","3","3163","6","6","卡拉OK=無人聲伴奏","22863","20276","卡拉OK=無人聲伴奏","28961","6","這個未經省略的全稱是？","0","2","6","20154","無人聲伴奏","","6","32882"
"3","3","3164","3","3","Billion","105","108","Billion","66","3","這個的名稱是什麼？","0","2","2","105","Billi","將英文數字依序寫出(one，two，three...)，會發現要寫到哪個數字「b」才會出現？ (請用英文作答)","3","108"
"3","3","3165","3","3","Titin","110","105","","84","3","這個的名稱是什麼？","0","2","2","105","Titin","「肌聯蛋白」是世界上最長的英文單字，總共有189,819個字母組成，其簡稱為？","3","116"
"1","3","3166","6","6","仰頭望天空","31354","22825","","20208","6","這是什麼？","0","2","6","38957","仰頭望天空","豬不能做什麼？","6","26395"
"3","3","3167","6","6","突破平流層","23652","27969","","31361","6","這個「意外」的名稱是？","3167","1","6","30772","突破平流層","","6","24179"
"2","3","3168","6","6","香蕉皮跳躍","36493","36339","","39321","6","這個的名稱是什麼？","3168","1","6","34121","香蕉皮跳躍","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","30382"
"2","3","3169","6","6","步未的團扇","25159","22296","","27493","6","這個的名稱是什麼？","3169","1","6","26410","步未的團扇","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","30340"
"3","3","3170","6","6","個人資料卡片","29255","21345","個人資料卡片","20154","6","這個的名稱是什麼？","0","1","6","36039","人資料卡片","《公主連結R》中，製作自己檔案卡的功能名稱。","6","26009"
"2","3","3171","6","6","香蕉皮滑行","34892","28369","","39321","6","這個的名稱是什麼？","3171","1","6","34121","香蕉皮滑行","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","30382"
"2","3","3173","6","6","妮諾的爆裂忍法","27861","35010","妮諾的爆裂忍法","22958","6","這個的名稱是什麼？","3173","1","6","35582","妮諾爆裂法","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","29190"
"2","3","3174","6","6","梅莎路提姆","22982","25552","","26757","6","這個的名稱是什麼？","3174","1","6","33678","梅莎路提姆","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","36335"
"2","3","3175","6","6","惡代官雕像","20687","38613","","24801","6","這個的名稱是什麼？","3175","1","6","20195","惡代官雕像","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","6","23448"
"2","3","3176","6","6","大選集形式","24335","24418","","22823","6","這個的名稱是什麼？","0","2","6","36984","大選集形式","在音樂業界中，作為「總集篇」的意思來使用的詞彙。「Compilation」也被當作類似詞語來使用。","6","38598"
"2","3","3177","6","6","絕頂升天的跳躍獎盃","30340","22825","絕頂升天的跳躍獎盃","32085","6","這個的名稱是什麼？","0","1","6","38914","絕頂升天的","小遊戲「空花大迴轉  飛行途中高潮迭起」中獲得的家具獎勵名稱為？","6","21319"
"3","3","3178","6","6","二拜二拍手一拜","25163","25293","二拜二拍手一拜","20108","6","這個的名稱是什麼？","0","2","6","25308","二拜二拍手","去神社參拜的做法之一。意指鞠躬2次、拍手2次、鞠躬1次的一連串動作。","6","20108"
"3","3","3179","6","6","字彙連結者","32773","32080","","23383","6","這個的名稱是什麼？","3179","1","6","24409","字彙連結者","在小遊戲「龍\n人們的接龍競賽」中，\n集齊240個字彙圖鑑之人的稱號。","6","36899"
"2","3","3180","3","3","Selfie","105","102","Selfie","83","3","這個的名稱是什麼？","0","2","2","101","Selfi","也稱作「自拍」，自己拍攝自己的一種行為，其英語稱呼是？","3","108"
"1","3","3181","6","6","烹飪恐懼症","30151","25084","烹飪恐懼症","28921","6","這個的名稱是什麼？","0","2","6","39146","烹飪恐懼症","只要想到要煮飯，就會產生恐懼，這種症狀稱為？","6","24656"
"3","3","3182","3","3","H⇒「Hard」　B⇒「Black」","107","99","H⇒「Hard」　B⇒「Black」","66","3","這個的名稱是什麼？","0","2","2","108","Black","「HB」是鉛筆芯的種類。而「H」和「B」分別是什麼的縮寫？","3","97"
"3","3","3183","1","1","100、10","48","49","100、10","49","1","這是什麼？","0","2","1","48","10010","貓可發出超過□□□個音，狗卻只能發□□個音。","1","48"
"3","3","3184","6","6","百萬分之一","19968","20043","","30334","6","這個的名稱是什麼？","0","2","6","33836","百萬分之一","一隻鯊魚可以偵測出水中僅□□□□□含量的血液。","6","20998"
"2","3","3185","3","3","Apple","101","108","","65","3","這個的名稱是什麼？","0","2","2","112","Apple","早上提神，哪種水果比一杯咖啡來的更有效？(請用英文作答)","3","112"
"2","3","3186","6","6","自己的死皮","30382","27515","","33258","6","這個的名稱是什麼？","0","2","6","24049","自己的死皮","家中多數塵埃都是□□□□□。","6","30340"
"2","3","3187","6","6","一夫一妻制","21046","22971","","19968","6","這個的名稱是什麼？","0","2","6","22827","一夫一妻制","海馬是□□□□□。雄性海馬有育兒袋，雌性海馬有類似雄性動武的生殖器官，負責產卵在雄性的育兒袋裡。","6","19968"
"2","3","3188","6","6","天然氣水合物","29289","21512","天然氣水合物","28982","6","這個的名稱是什麼？","0","2","6","27683","然氣水合物","俗稱「可燃冰」，但本身不是冰塊，只因外表的晶狀體和冰塊很像又可以燃燒，所以才被稱為可燃冰。","6","27700"
"3","3","3189","6","6","DIY\n＝自己動手做","20570","25163","DIY＝自己動手做","33258","6","這個未經省略的全稱是？","0","2","6","24049","自己動手做","","6","21205"
"2","3","3190","3","3","死神=Death","104","116","死神=Death","68","3","這個的名稱是什麼？","0","2","2","101","Death","塔羅牌大阿爾克那的其中一張。意味著結束、終結。","3","97"
"1","3","3191","3","3","高塔=The Tower","114","101","高塔=The Tower","84","3","這個的名稱是什麼？","0","2","2","111","Tower","塔羅牌大阿爾克那的其中一張。意味著毀滅、動盪。","3","119"
