2b7b6df975bf811ef9f38af1ba71defbef59ca5709af9142ce5734b26cd6c9fa,5a7ec361e73ef9e4b5793d859d13f9f701dc3d75061abf4d38c6bbe042767be4,732485207c3676f8cedb548a3a3149ee1ebe61402a234c8135457eee3d581a30,c6758944bc30825140a60fc65a0731b6b67673c4ad5ecfdd80583ccd2b1e9145
"8275","5009","10010","500909"
"900","5010","11002","501001"
"1800","5010","11004","501002"
"2700","5010","11004","501003"
"3800","5010","10002","501004"
"5000","5010","10001","501005"
"5900","5010","10001","501006"
"6300","5010","10007","501007"
"7675","5010","10004","501008"
"8650","5010","10003","501009"
"800","5011","10007","501101"
"2150","5011","10003","501102"
"3050","5011","10001","501103"
"3875","5011","10004","501104"
"4500","5011","10002","501105"
"5200","5011","11002","501106"
"6150","5011","11004","501107"
"7000","5011","11004","501108"
"8500","5011","10001","501109"
"750","5012","10007","501201"
"1650","5012","11002","501202"
"3050","5012","10003","501203"
"3450","5012","11004","501204"
"4850","5012","10001","501205"
"5300","5012","11004","501206"
"6675","5012","10004","501207"
"7300","5012","10002","501208"
"8400","5012","10001","501209"
"1050","5013","10015","501301"
"1950","5013","10015","501302"
"2525","5013","10005","501303"
"4075","5013","10004","501304"
"4500","5013","10007","501305"
"5875","5013","10004","501306"
"6850","5013","10003","501307"
"7200","5013","10013","501308"
"8400","5013","10009","501309"
"1250","5014","10015","501401"
"1950","5014","10013","501402"
"3050","5014","10015","501403"
"4275","5014","10004","501404"
"4600","5014","10007","501405"
"6075","5014","10004","501406"
"6950","5014","10003","501407"
"7650","5014","10009","501408"
"8075","5014","10005","501409"
"825","5015","10005","501501"
"1900","5015","10013","501502"
"3275","5015","10004","501503"
"3700","5015","10007","501504"
"4800","5015","10015","501505"
"5650","5015","10015","501506"
"6800","5015","10009","501507"
"7775","5015","10004","501508"
"8750","5015","10003","501509"
"1450","5016","10003","501601"
"2300","5016","11012","501602"
"3250","5016","10003","501603"
"4100","5016","10001","501604"
"4500","5016","11004","501605"
"5900","5016","10001","501606"
"6300","5016","10013","501607"
"7700","5016","11012","501608"
"8600","5016","11012","501609"
"1300","5017","11012","501701"
"2200","5017","10001","501702"
"3100","5017","11012","501703"
"4000","5017","10003","501704"
"4300","5017","10013","501705"
"5700","5017","10001","501706"
"6650","5017","11012","501707"
"7550","5017","10003","501708"
"7900","5017","11004","501709"
"1200","5018","11012","501801"
"2100","5018","10001","501802"
"2550","5018","10013","501803"
"3500","5018","11004","501804"
"4900","5018","10003","501805"
"5800","5018","11012","501806"
"6600","5018","10001","501807"
"7600","5018","10003","501808"
"8500","5018","11012","501809"
"1400","5019","11012","501901"
"2300","5019","11012","501902"
"2775","5019","10010","501903"
"4100","5019","11012","501904"
"5000","5019","11012","501905"
"5700","5019","10009","501906"
"6800","5019","11012","501907"
"7700","5019","11012","501908"
"8250","5019","10015","501909"
"1150","5020","10015","502001"
"2500","5020","11012","502002"
"3350","5020","11012","502003"
"4200","5020","11012","502004"
"5100","5020","11012","502005"
"6100","5020","11012","502006"
"6800","5020","10009","502007"
"7375","5020","10010","502008"
"8700","5020","11012","502009"
"1550","5021","11012","502101"
"2450","5021","11012","502102"
"3400","5021","11012","502103"
"4250","5021","11012","502104"
"4775","5021","10010","502105"
"6050","5021","11012","502106"
"6550","5021","10015","502107"
"7900","5021","11012","502108"
"8550","5021","10009","502109"
"900","5022","10007","502201"
"1625","5022","10005","502202"
"2700","5022","10007","502203"
"4075","5022","10004","502204"
"4700","5022","10002","502205"
"5875","5022","10004","502206"
"6850","5022","10003","502207"
"7750","5022","10003","502208"
"8100","5022","11004","502209"
"1250","5023","10003","502301"
"1600","5023","11004","502302"
"3025","5023","10004","502303"
"3500","5023","10007","502304"
"4125","5023","10005","502305"
"5200","5023","10007","502306"
"6300","5023","10002","502307"
"7600","5023","10003","502308"
"8375","5023","10004","502309"
"750","5024","11004","502401"
"2250","5024","10003","502402"
"2600","5024","10007","502403"
"3225","5024","10005","502404"
"4600","5024","10002","502405"
"5725","5024","10004","502406"
"6675","5024","10004","502407"
"7550","5024","10003","502408"
"8000","5024","10007","502409"
"900","5025","11003","502501"
"1875","5025","10010","502502"
"2850","5025","10015","502503"
"4075","5025","10004","502504"
"4325","5025","10005","502505"
"5400","5025","10007","502506"
"6800","5025","10001","502507"
"7750","5025","10003","502508"
"8100","5025","10013","502509"
"1050","5026","10013","502601"
"2050","5026","10015","502602"
"2850","5026","10007","502603"
"3525","5026","10005","502604"
"4600","5026","11003","502605"
"6000","5026","10001","502606"
"6475","5026","10010","502607"
"7900","5026","10003","502608"
"8675","5026","10004","502609"
"925","5027","10005","502701"
"2150","5027","10015","502702"
"2900","5027","10007","502703"
"4275","5027","10004","502704"
"4650","5027","10013","502705"
"5550","5027","11003","502706"
"6525","5027","10010","502707"
"7800","5027","10001","502708"
"8800","5027","10003","502709"
"1375","5028","10004","502801"
"2275","5028","10004","502802"
"3175","5028","10004","502803"
"3425","5028","10005","502804"
"4700","5028","10002","502805"
"5400","5028","10007","502806"
"6300","5028","10007","502807"
"7675","5028","10004","502808"
"8575","5028","10004","502809"
"1275","5029","10004","502901"
"2125","5029","10004","502902"
"3025","5029","10004","502903"
"3925","5029","10004","502904"
"4125","5029","10005","502905"
"5200","5029","10007","502906"
"6150","5029","10007","502907"
"7200","5029","10002","502908"
"8475","5029","10004","502909"
"700","5030","10007","503001"
"2075","5030","10004","503002"
"2975","5030","10004","503003"
"3975","5030","10004","503004"
"4825","5030","10004","503005"
"5300","5030","10007","503006"
"6675","5030","10004","503007"
"7250","5030","10002","503008"
"7725","5030","10005","503009"
"975","5031","10010","503101"
"1800","5031","11003","503102"
"2775","5031","10010","503103"
"3900","5031","10009","503104"
"4800","5031","10009","503105"
"5700","5031","10009","503106"
"6375","5031","10010","503107"
"7200","5031","11003","503108"
"8175","5031","10010","503109"
"1075","5032","10010","503201"
"2300","5032","10009","503202"
"2875","5032","10010","503203"
"3825","5032","10010","503204"
"4600","5032","11003","503205"
"5625","5032","10010","503206"
"6750","5032","10009","503207"
"7600","5032","10009","503208"
"8300","5032","11003","503209"
"1350","5033","10009","503301"
"2025","5033","10010","503302"
"2925","5033","10010","503303"
"3775","5033","10010","503304"
"5000","5033","10009","503305"
"5800","5033","10009","503306"
"6475","5033","10010","503307"
"7350","5033","11003","503308"
"8200","5033","11003","503309"
"1400","5034","11012","503401"
"2300","5034","11012","503402"
"3200","5034","11012","503403"
"3600","5034","10013","503404"
"4500","5034","10013","503405"
"5400","5034","10013","503406"
"6450","5034","10015","503407"
"7750","5034","10003","503408"
"8100","5034","11004","503409"
"950","5035","10015","503501"
"2150","5035","11012","503502"
"2550","5035","10013","503503"
"3900","5035","11012","503504"
"4300","5035","11004","503505"
"5250","5035","10013","503506"
"6700","5035","10003","503507"
"7050","5035","10013","503508"
"8400","5035","11012","503509"
"700","5036","11004","503601"
"2100","5036","11012","503602"
"3100","5036","11012","503603"
"3500","5036","10013","503604"
"4400","5036","10013","503605"
"5750","5036","10003","503606"
"6600","5036","11012","503607"
"7100","5036","10013","503608"
"8100","5036","10015","503609"
"900","5037","10007","503701"
"1625","5037","10005","503702"
"2700","5037","11001","503703"
"4150","5037","10003","503704"
"5050","5037","10003","503705"
"5900","5037","11012","503706"
"6300","5037","11003","503707"
"7200","5037","11003","503708"
"8100","5037","11004","503709"
"9200","5037","10002","503710"
"1650","5038","10003","503801"
"1725","5038","10005","503802"
"3300","5038","11012","503803"
"3750","5038","10007","503804"
"4600","5038","11003","503805"
"6100","5038","10003","503806"
"6400","5038","11003","503807"
"7300","5038","11001","503808"
"8500","5038","10002","503809"
"9200","5038","11004","503810"
"1000","5039","11001","503901"
"2500","5039","11012","503902"
"2675","5039","10005","503903"
"3800","5039","11004","503904"
"5250","5039","10003","503905"
"6050","5039","10003","503906"
"6700","5039","10002","503907"
"7400","5039","11003","503908"
"8200","5039","11003","503909"
"9150","5039","10007","503910"
"975","5040","10010","504001"
"1875","5040","10010","504002"
"2775","5040","10010","504003"
"3800","5040","10002","504004"
"5000","5040","10001","504005"
"5900","5040","11012","504006"
"6375","5040","10010","504007"
"7200","5040","11004","504008"
"8175","5040","10010","504009"
"9000","5040","10013","504010"
"775","5041","10010","504101"
"1600","5041","10013","504102"
"2675","5041","10010","504103"
"3900","5041","10001","504104"
"4425","5041","10010","504105"
"5500","5041","10002","504106"
"6175","5041","10010","504107"
"7550","5041","11012","504108"
"8025","5041","10010","504109"
"8850","5041","11004","504110"
"875","5042","10010","504201"
"1775","5042","10010","504202"
"3000","5042","10001","504203"
"3500","5042","10013","504204"
"4475","5042","10010","504205"
"5275","5042","10010","504206"
"6150","5042","11004","504207"
"7300","5042","10002","504208"
"7975","5042","10010","504209"
"9400","5042","11012","504210"
"1375","5043","10004","504301"
"1800","5043","10013","504302"
"3000","5043","10009","504303"
"3600","5043","11004","504304"
"4500","5043","11003","504305"
"5900","5043","11012","504306"
"6125","5043","10005","504307"
"7700","5043","10001","504308"
"8600","5043","10001","504309"
"9200","5043","10002","504310"
"1575","5044","10004","504401"
"1950","5044","11003","504402"
"2725","5044","10005","504403"
"3950","5044","10002","504404"
"4600","5044","10013","504405"
"5550","5044","11004","504406"
"7000","5044","11012","504407"
"7650","5044","10009","504408"
"8700","5044","10001","504409"
"9700","5044","10001","504410"
"1500","5045","11012","504501"
"2000","5045","11004","504502"
"2800","5045","10013","504503"
"4275","5045","10004","504504"
"5150","5045","10001","504505"
"5425","5045","10005","504506"
"6650","5045","10002","504507"
"7800","5045","10001","504508"
"8250","5045","11003","504509"
"9450","5045","10009","504510"
"1200","5046","10009","504601"
"2100","5046","10009","504602"
"3000","5046","10009","504603"
"3600","5046","11002","504604"
"4500","5046","11001","504605"
"5400","5046","11003","504606"
"6800","5046","11012","504607"
"7675","5046","10004","504608"
"8600","5046","11012","504609"
"9475","5046","10004","504610"
"1100","5047","10009","504701"
"2075","5047","10004","504702"
"2850","5047","10009","504703"
"3400","5047","11001","504704"
"4300","5047","11002","504705"
"5700","5047","11012","504706"
"6650","5047","11012","504707"
"7100","5047","11003","504708"
"8425","5047","10004","504709"
"9200","5047","10009","504710"
"1000","5048","10009","504801"
"2125","5048","10004","504802"
"3000","5048","11012","504803"
"3925","5048","10004","504804"
"4650","5048","10009","504805"
"5250","5048","11003","504806"
"6100","5048","11001","504807"
"7300","5048","10009","504808"
"7900","5048","11002","504809"
"9350","5048","11012","504810"
"900","5049","10013","504901"
"1800","5049","11004","504902"
"2700","5049","10013","504903"
"3750","5049","10015","504904"
"4500","5049","11003","504905"
"5550","5049","10015","504906"
"6775","5049","10004","504907"
"7025","5049","10005","504908"
"8575","5049","10004","504909"
"9200","5049","10002","504910"
"1050","5050","10013","505001"
"2150","5050","10002","505002"
"3375","5050","10004","505003"
"3950","5050","10015","505004"
"4850","5050","10015","505005"
"6025","5050","10004","505006"
"6450","5050","11004","505007"
"7300","5050","11003","505008"
"8200","5050","10013","505009"
"9025","5050","10005","505010"
"1000","5051","10013","505101"
"2000","5051","11003","505102"
"2625","5051","10005","505103"
"3900","5051","10015","505104"
"4650","5051","11004","505105"
"5700","5051","10002","505106"
"6400","5051","10013","505107"
"7550","5051","10015","505108"
"8725","5051","10004","505109"
"9575","5051","10004","505110"
"1400","5052","11012","505201"
"2350","5052","10003","505202"
"3250","5052","10003","505203"
"4100","5052","10001","505204"
"5050","5052","10003","505205"
"5950","5052","10003","505206"
"6450","5052","10015","505207"
"7750","5052","10003","505208"
"8650","5052","10003","505209"
"9000","5052","11004","505210"
"1300","5053","11012","505301"
"2250","5053","10003","505302"
"3100","5053","10003","505303"
"3950","5053","10003","505304"
"4900","5053","10003","505305"
"5200","5053","11004","505306"
"6650","5053","10003","505307"
"7600","5053","10001","505308"
"8550","5053","10003","505309"
"9000","5053","10015","505310"
"1300","5054","10003","505401"
"1650","5054","11004","505402"
"3050","5054","10003","505403"
"4050","5054","10003","505404"
"4950","5054","10003","505405"
"5450","5054","10015","505406"
"6650","5054","11012","505407"
"7550","5054","10003","505408"
"8450","5054","10003","505409"
"9400","5054","10001","505410"
"1450","5055","10003","505501"
"2100","5055","10009","505502"
"3250","5055","10003","505503"
"3675","5055","10010","505504"
"4650","5055","10015","505505"
"5475","5055","10010","505506"
"6450","5055","10015","505507"
"7200","5055","11004","505508"
"8100","5055","11004","505509"
"9000","5055","11004","505510"
"1650","5056","10003","505601"
"2075","5056","10010","505602"
"3350","5056","10003","505603"
"3825","5056","10010","505604"
"4750","5056","10015","505605"
"5600","5056","11004","505606"
"6600","5056","10015","505607"
"7400","5056","11004","505608"
"8550","5056","10009","505609"
"9100","5056","11004","505610"
"1075","5057","10010","505701"
"1900","5057","11004","505702"
"3050","5057","10015","505703"
"3775","5057","10010","505704"
"4700","5057","11004","505705"
"5500","5057","11004","505706"
"7050","5057","10003","505707"
"7850","5057","10003","505708"
"8600","5057","10009","505709"
"9300","5057","10015","505710"
"1450","5058","10003","505801"
"2350","5058","10003","505802"
"3250","5058","10003","505803"
"3600","5058","11004","505804"
"4700","5058","10002","505805"
"5400","5058","11004","505806"
"6125","5058","10005","505807"
"7700","5058","10001","505808"
"8600","5058","10001","505809"
"9475","5058","10004","505810"
"1225","5059","10004","505901"
"2100","5059","10001","505902"
"3100","5059","10003","505903"
"3700","5059","10002","505904"
"4125","5059","10005","505905"
"5800","5059","10001","505906"
"6100","5059","11004","505907"
"7600","5059","10003","505908"
"8500","5059","10003","505909"
"8800","5059","11004","505910"
"1275","5060","10004","506001"
"1650","5060","11004","506002"
"2425","5060","10005","506003"
"3950","5060","10003","506004"
"4350","5060","11004","506005"
"5800","5060","10003","506006"
"6700","5060","10001","506007"
"7300","5060","10002","506008"
"8400","5060","10001","506009"
"9400","5060","10003","506010"
