2fea79f1d06adc701cc47ca63d9f53fa628fd4e44daa68a1cfeff1d370a9d85a,e8809f31c4d62c86fb54240630eaa7b8b7c7d9e301215b1925fa419241f41faf,a14021c3eeef2b2afd5ab7301c4a96b4fc4956f92ea4c2374bb43c45c4df1194,ca30eec5dc4331dc05587584ce0d08e66d0cbeaebef4906c200ffdb65ce6ae05,70e580ccd09fc2f82dad577f490b9407d7ecc1a0ea7dce147d4004521fbc1040,36618597d8ee5e14263f589da09d399d81e8d5687da71a2ddedf8abefbcf503b,037704800796d908c13bf794a5dc1e8d405f0c9f4d442b9c4c02ea0cc7408721,7f7c834370dd93fea12ef9cb9b99853a6fd929cb6987180b4b5c3719d099743e,1b5fdf663d66921619648d8434d681c470b4facb160b6491c608c9700ec01bb6,7db93414e2eee8608fc303b2a1f83f28c168f42e134dbc9bf156076dd4f91a4e,2322237dd92cba53acf9ac57526976677f69c56926623d8e831a976f432ec88f
"","","3","0.2","","1007406","1","mhp_sit_talk_wish2","117531","1007406086",""
"","","21","","0","1007406","0","vo_mhp_1214","vo_mhp_1007406","1007406087",""
"0.5","0","11","0","1","1007406","6","優……妮……？","117531","1007406088","0"
"","","91","","","1007406","","","0","1007406089",""
"","","3","0.2","","1007406","1","mhp_sit_idle_wish2","117531","1007406090",""
"","","3","0.2","","1007406","1","mhp_sit_talk_normal","111011","1007406091",""
"","","21","","0","1007406","0","vo_mhp_1215","vo_mhp_1007406","1007406092",""
"0.5","0","11","0","1","1007406","5","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","111011","1007406093","0"
"","","91","","","1007406","","","0","1007406094",""
"","","3","0.2","","1007406","1","mhp_sit_idle_wish","111011","1007406095",""
"","","3","0.2","","1007406","1","mhp_sit_talk_anger2","117531","1007406096",""
"","","21","","0","1007406","0","vo_mhp_1216","vo_mhp_1007406","1007406097",""
"0.5","0","11","0","1","1007406","5","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","117531","1007406098","0"
"","","91","","","1007406","","","0","1007406099",""
"","","3","0.2","","1007406","1","mhp_sit_idle_anger2","117531","1007406100",""
"","","3","0.2","","1007406","1","mhp_sit_talk_memory","111011","1007406101",""
"","","21","","0","1007406","0","vo_mhp_1217","vo_mhp_1007406","1007406102",""
"0.5","0","11","0","1","1007406","5","媽媽，給我藥水。","111011","1007406103","0"
"","","91","","","1007406","","","0","1007406104",""
"","","3","0.2","","1007406","1","mhp_sit_idle_joy1","111011","1007406105",""
"","","3","0.2","","1007406","1","mhp_sit_talk_anger2","117531","1007406106",""
"","","21","","0","1007406","0","vo_mhp_1218","vo_mhp_1007406","1007406107",""
"0.5","0","11","0","1","1007406","5","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","117531","1007406108","0"
"","","93","","","1007406","","1","3.5","1007406109",""
"","","3","0.2","","1007406","1","mhp_sit_idle_surprise2","117631","1007406110",""
"","","91","","","1007406","","","1007406108","1007406111",""
"","","22","","","1007406","","0","0","1007406112",""
"","","93","","","1007406","","","1","1007406113",""
"","1","32","1","","1007406","","1","112","1007406114",""
"","","93","","","1007406","","","1","1007406115",""
"","1","32","1","","1007406","","1","130","1007406116",""
"","","93","","","1007406","","","4","1007406117",""
"","1","32","1","","1007406","","0","130","1007406118",""
"mhp_idle_normal","-200","1","1.7","-1000","1007407","100","102511","1","1007407001","0"
"mhp_sit_idle","-220","1","1.7","185","1007407","100","117531","1","1007407002","1"
"mhp_sit_idle","-200","1","1.7","365","1007407","100","117631","1","1007407003","1"
"","0.85","31","1","-154","1007407","-240","1","1","1007407004",""
"NoItem","-220","5","1.7","-200","1007407","110","11","1","1007407005","0"
"NoItem","-220","5","1.7","-200","1007407","105","12","1","1007407006","0"
"NoItem","-220","5","1.7","185","1007407","110","21","1","1007407007","1"
"NoItem","-220","5","1.7","185","1007407","105","22","1","1007407008","1"
"","0","6","0","1","1007407","1","1","11","1007407009","0"
"","0","6","0","1","1007407","1","1","12","1007407010","0"
"","0","6","0","1","1007407","1","1","21","1007407011","0"
"","0","6","0","1","1007407","1","1","22","1007407012","0"
"NoItem","-220","5","1.7","-1000","1007407","110","31","1","1007407013","0"
"","","91","","","1007407","","","0","1007407014",""
"","","3","0.2","","1007407","1","mhp_sit_talk_normal","117531","1007407015",""
"","","21","","0","1007407","0","vo_mhp_2001","vo_mhp_1007407","1007407016",""
"0.5","0","11","0","0","1007407","7","下一位請進～","117531","1007407017","0"
"","","91","","","1007407","","","0","1007407018",""
"","","3","0.2","","1007407","1","mhp_sit_idle","117531","1007407019",""
"","","3","0.2","","1007407","1","mhp_walk","102511","1007407020",""
"","0","2","","3","1007407","-220","-400","102511","1007407021",""
"","","93","","","1007407","","","3","1007407022",""
"","","3","0.2","","1007407","1","mhp_talk_sad","102511","1007407023",""
"","","21","","0","1007407","0","vo_mhp_2002","vo_mhp_1007407","1007407024",""
"0.5","0","11","0","1","1007407","3","好、好的，打擾……哇啊！\n痛痛痛，對、對不起……！","102511","1007407025","10"
"","","93","","","1007407","","1","2","1007407026",""
"","","23","","","1007407","","se_10031400_panic","se_10031400","1007407027",""
"","","3","0.2","","1007407","0","mhp_suzume_fall_in","102511","1007407028",""
"","","93","","","1007407","","","3","1007407029",""
"","1","3","0.2","mhp_idle_sad","1007407","0","mhp_suzume_fall_out","102511","1007407030","0.2"
"","","93","","","1007407","","","2","1007407031",""
"","","91","","","1007407","","","1007407025","1007407032",""
"","","3","0.2","","1007407","1","mhp_suzume_walk_sad","102511","1007407033",""
"","0","2","","2","1007407","-220","-200","102511","1007407034",""
"","","91","","","1007407","","","0","1007407035",""
"","1","3","0.2","mhp_suzume_sit_idle_sad2","1007407","0","mhp_suzume_sit_in_sad","102511","1007407036","0.2"
"","","93","","","1007407","","0","1","1007407037",""
"","","3","0.2","","1007407","1","mhp_sit_idle_sad","117631","1007407038",""
"","","21","","0","1007407","0","vo_mhp_2003","vo_mhp_1007407","1007407039",""
"0.5","0","11","0","1","1007407","8","（……那個人是不是\n在空無一物的地方跌倒了？）","117631","1007407040","0"
"","","91","","","1007407","","","0","1007407041",""
"","","3","0.2","","1007407","1","mhp_sit_idle","117631","1007407042",""
"","","3","0.2","","1007407","1","mhp_sit_talk_normal","117531","1007407043",""
"","","21","","0","1007407","0","vo_mhp_2004","vo_mhp_1007407","1007407044",""
"0.5","0","11","0","1","1007407","5","呃，妳是叫鈴莓吧？\n妳今天怎麼了？\n是腳因為跌倒而受傷之類的問題嗎？","117531","1007407045","0"
"","","91","","","1007407","","","0","1007407046",""
"","","3","0.2","","1007407","1","mhp_sit_idle","117531","1007407047",""
"","","3","0.2","","1007407","1","mhp_sit_talk_wish","102511","1007407048",""
"","","21","","0","1007407","0","vo_mhp_2005","vo_mhp_1007407","1007407049",""
"0.5","0","11","0","1","1007407","4","不、不是的，其實……\n我、我是想治好我的冒失！","102511","1007407050","0"
"","","91","","","1007407","","","0","1007407051",""
"","","93","","","1007407","","0","2","1007407052",""
"","","3","0.2","","1007407","1","mhp_sit_idle_wish","102511","1007407053",""
"","","3","0.2","","1007407","1","mhp_sit_talk_surprise2","117531","1007407054",""
"","","21","","0","1007407","0","vo_mhp_2006","vo_mhp_1007407","1007407055",""
"0.5","0","11","0","1","1007407","6","…………啊，抱歉。\n因為實在遠超乎我的預料，\n讓我停止思考了……","117531","1007407056","0"
"","","93","","","1007407","","1","2","1007407057",""
"","","3","0.2","","1007407","1","mhp_sit_talk_sad","117531","1007407058",""
"","","91","","","1007407","","","1007407056","1007407059",""
"","","3","0.2","","1007407","1","mhp_sit_idle","117531","1007407060",""
"","","3","0.2","","1007407","1","mhp_sit_talk_sad","102511","1007407061",""
"","","21","","0","1007407","0","vo_mhp_2007","vo_mhp_1007407","1007407062",""
"0.5","0","11","0","1","1007407","4","這、這麼沒常識的事情，\n果然是不能靠醫生的吧……","102511","1007407063","0"
"","","91","","","1007407","","","0","1007407064",""
"","","3","0.2","","1007407","1","mhp_sit_idle_sad","102511","1007407065",""
"","","3","0.2","","1007407","1","mhp_sit_talk_thinking","117531","1007407066",""
"","","21","","0","1007407","0","vo_mhp_2008","vo_mhp_1007407","1007407067",""
"0.5","0","11","0","1","1007407","4","……雖然是密醫，\n但我也需要顧及顏面，\n所以會盡力而為。\n我想想，就給妳──","117531","1007407068","0"
"","","91","","","1007407","","","0","1007407069",""
"","","103","","","1007407","0","1007407073","我開冒失治癒藥水給妳吧。","1007407070",""
"","","103","","","1007407","0","1007407115","我開個退冒失魔丸給妳吧。","1007407071",""
"","","103","","","1007407","0","1007407157","快穿上這件冒失矯正帶。","1007407072",""
"","0","3","0.2","","1007407","1","mhp_sit_idle","117531","1007407073",""
"","0","3","0.2","","1007407","1","mhp_sit_talk_surprise2","102511","1007407074",""
"","","21","","0","1007407","0","vo_mhp_2009","vo_mhp_1007407","1007407075",""
"0.5","0","11","0","1","1007407","6","原、原來有這種藥嗎！","102511","1007407076","0"
"","","91","","","1007407","","","0","1007407077",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_sit_out","117531","1007407078","0"
"","","93","","","1007407","","0","0.6","1007407079",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_sit_out","102511","1007407080","0"
"","","93","","","1007407","","0","0.2","1007407081",""
"","0","3","0.2","","1007407","1","mhp_walk","102511","1007407082",""
"","0","2","","1.5","1007407","-220","35","102511","1007407083",""
"","0","2","","1.5","1007407","-220","35","31","1007407084",""
"","0","2","","1.5","1007407","-220","35","11","1007407085",""
"","0","2","","1.5","1007407","-220","35","12","1007407086",""
"","","93","","","1007407","","0","0.3","1007407087",""
"","1","3","0.2","mhp_handover_loop","1007407","0","mhp_handover_in","117531","1007407088","0"
"","1","6","0","1","1007407","1","1","21","1007407089","0"
"","1","6","0","1","1007407","1","1","22","1007407090","0"
"","1","3","0.2","mhp_handover_loop","1007407","0","mhp_handover_in","21","1007407091","0"
"","1","3","0.2","mhp_item_EX0004_handover_loop","1007407","0","mhp_item_EX0004_handover_in","22","1007407092","0"
"","","93","","","1007407","","0","1.2","1007407093",""
"","1","3","0.2","mhp_handover_receive_loop","1007407","0","mhp_handover_receive_in","102511","1007407094","0"
"","1","6","0","1","1007407","1","1","11","1007407095","0"
"","1","6","0","1","1007407","1","1","12","1007407096","0"
"","1","3","0.2","mhp_receive_suzume_loop","1007407","0","mhp_receive_suzume_in","11","1007407097","0"
"","1","3","0.2","mhp_item_EX0004_receive_loop","1007407","0","mhp_item_EX0004_receive_in","12","1007407098","0"
"","","93","","","1007407","","0","0.6","1007407099",""
"","1","6","0.4","1","1007407","1","1","22","1007407100","0"
"","","93","","","1007407","","0","0.4","1007407101",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_handover_out","117531","1007407102","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_handover_out","21","1007407103","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_item_EX0004_handover_out","22","1007407104","0"
"","","93","","","1007407","","0","0.4","1007407105",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_handover_receive_out","102511","1007407106","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_receive_suzume_out","11","1007407107","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_item_EX0004_receive_out","12","1007407108","0"
"","","93","","","1007407","","0","2","1007407109",""
"","0","3","0.2","","1007407","1","mhp_talk_thinking","117531","1007407110",""
"","","21","","0","1007407","0","vo_mhp_2010","vo_mhp_1007407","1007407111",""
"0.5","0","11","0","1","1007407","4","有啊。\n因為效果馬上就會顯現，\n妳之後就照常生活吧。","117531","1007407112","0"
"","","91","","","1007407","","","0","1007407113",""
"","","101","","","1007407","","","1007407197","1007407114",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_sit_out","117531","1007407115","0"
"","","93","","","1007407","","0","0.6","1007407116",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_sit_out","102511","1007407117","0"
"","","93","","","1007407","","0","0.2","1007407118",""
"","0","3","0.2","","1007407","1","mhp_walk","102511","1007407119",""
"","0","2","","1.5","1007407","-220","35","102511","1007407120",""
"","0","2","","1.5","1007407","-220","35","31","1007407121",""
"","0","2","","1.5","1007407","-220","35","11","1007407122",""
"","0","2","","1.5","1007407","-220","35","12","1007407123",""
"","","93","","","1007407","","0","0.3","1007407124",""
"","1","3","0.2","mhp_handover_loop","1007407","0","mhp_handover_in","117531","1007407125","0"
"","1","6","0","1","1007407","1","1","21","1007407126","0"
"","1","6","0","1","1007407","1","1","22","1007407127","0"
"","1","3","0.2","mhp_handover_loop","1007407","0","mhp_handover_in","21","1007407128","0"
"","1","3","0.2","mhp_item_EX0006_handover_loop","1007407","0","mhp_item_EX0006_handover_in","22","1007407129","0"
"","","93","","","1007407","","0","1.2","1007407130",""
"","1","3","0.2","mhp_handover_receive_loop","1007407","0","mhp_handover_receive_in","102511","1007407131","0"
"","1","6","0","1","1007407","1","1","11","1007407132","0"
"","1","6","0","1","1007407","1","1","12","1007407133","0"
"","1","3","0.2","mhp_receive_suzume_loop","1007407","0","mhp_receive_suzume_in","11","1007407134","0"
"","1","3","0.2","mhp_item_EX0006_receive_loop","1007407","0","mhp_item_EX0006_receive_in","12","1007407135","0"
"","","93","","","1007407","","0","0.6","1007407136",""
"","1","6","0.4","1","1007407","1","1","22","1007407137","0"
"","","93","","","1007407","","0","0.4","1007407138",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_handover_out","117531","1007407139","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_handover_out","21","1007407140","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_item_EX0006_handover_out","22","1007407141","0"
"","","93","","","1007407","","0","0.4","1007407142",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_handover_receive_out","102511","1007407143","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_receive_suzume_out","11","1007407144","0"
"","1","3","0.2","NoItem_idle","1007407","0","mhp_item_EX0006_receive_out","12","1007407145","0"
"","","93","","","1007407","","0","2","1007407146",""
"","0","3","0.2","","1007407","1","mhp_talk_sad","102511","1007407147",""
"","","21","","0","1007407","0","vo_mhp_2011","vo_mhp_1007407","1007407148",""
"0.5","0","11","0","1","1007407","6","總、總覺得這就像糖果呢……","102511","1007407149","0"
"","","91","","","1007407","","","0","1007407150",""
"","0","3","0.2","","1007407","1","mhp_idle_sad","102511","1007407151",""
"","0","3","0.2","","1007407","1","mhp_talk_normal","117531","1007407152",""
"","","21","","0","1007407","0","vo_mhp_2012","vo_mhp_1007407","1007407153",""
"0.5","0","11","0","1","1007407","5","這是為了讓妳方便服用。\n一天三次，等全部吃完後，\n妳再過來吧。","117531","1007407154","0"
"","","91","","","1007407","","","0","1007407155",""
"","","101","","","1007407","","","1007407197","1007407156",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_sit_out","117531","1007407157","0"
"","","93","","","1007407","","0","0.6","1007407158",""
"","1","3","0.2","mhp_idle_normal","1007407","0","mhp_sit_out","102511","1007407159","0"
"","","93","","","1007407","","0","0.2","1007407160",""
"","0","3","0.2","","1007407","1","mhp_walk","102511","1007407161",""
"","0","2","","1.5","1007407","-220","35","102511","1007407162",""
"","0","2","","1.5","1007407","-220","35","31","1007407163",""
"","0","2","","1.5","1007407","-220","35","11","1007407164",""
"","0","2","","1.5","1007407","-220","35","12","1007407165",""
"","","93","","","1007407","","0","0.3","1007407166",""
"","1","3","0.2","mhp_handover_loop","1007407","0","mhp_handover_in","117531","1007407167","0"
"","1","6","0","1","1007407","1","1","21","1007407168","0"
"","1","6","0","1","1007407","1","1","22","1007407169","0"
"","1","3","0.2","mhp_handover_loop","1007407","0","mhp_handover_in","21","1007407170","0"
"","1","3","0.2","mhp_item_EX0011_handover_loop","1007407","0","mhp_item_EX0011_handover_in","22","1007407171","0"
"","","93","","","1007407","","0","1.2","1007407172",""
"","1","3","0.2","mhp_handover_receive_loop","1007407","0","mhp_handover_receive_in","102511","1007407173","0"
"","1","6","0","1","1007407","1","1","11","1007407174","0"
"","1","6","0","1","1007407","1","1","12","1007407175","0"
"","1","3","0.2","mhp_receive_suzume_loop","1007407","0","mhp_receive_suzume_in","11","1007407176","0"
"","1","3","0.2","mhp_item_EX0011_receive_loop","1007407","0","mhp_item_EX0011_receive_in","12","1007407177","0"
"","","93","","","1007407","","0","0.6","1007407178",""
"","1","6","0.4","1","1007407","1","1","22","1007407179","0"
"","","93","","","1007407","","0","0.4","1007407180",""
