28054748d08c6d6d94dec1bde9d5208269e5aad65224bb12ff6d3c98238b0589,9f9fae77a70716baed8e94c94a3f9d0aeb14bcc6c6c2c6f6cec0614ee4d52e84,a96ab51fc0d6f5631ee547b769d1f6a7afb65514ece05c368c3019d986c24185,0e08175ccd651a83cdf2f3a6f66dabd1e2725968b7f9d1d0adc1fad4b84ef3a3,9824f83f0f24ec18e94a69f7f58f4c2ddf5034eaed1d0c258e0dc3a87e0e5cd1,e2cb900635eced9b5c910910c09eecb143a9cfd565397f49f21ad780f8bfe417,e37c9d33b465b778ddd127fb134005f5e4d7526e982d88e243059324b909655e,f01065d780d32a9be688110ad893248c40568eb6fe37e140a30b745ca0a11aef,50646da23e9ec7ca517d753412dd9d9268ae38c50ad99db30f361d112c2700be,4694c8cca22441242f0f45210ae33b462f701eb8990cda661f878485b4e183fd,20e18e29b843e6e8f80983273c04b586b9678c0bf5d4356360f12bdc5ce6a78e,d6baf1f9cd57c3e367616bedcbaea92d3877c740eb44ddd67781dd6927c6ee22,d04d0df97c306d39430ea3f765c4c97de6e02b759ed39a848c45ebda5367d2b1,e26ac75952a935ab90fac50938305eb9dbc972d1bb950eae0b19d1903a239d3f,bad5ea04843934cfcad71742d1d8bb5019e6a12f01a8c7bef3dfa1d98ddd9c01,06b2ea14e24f35a8299bd96c2ad516c691ee8fbb1238e821703b7558d7c80839,814ca8ac4da3a06b43c9a61755099de38ef8e90ed95231fa733893a7167f685c,d872d66c9b835b125756d62258ac084191c16d19a6fc96fd265ba3f124183a31,5394f897985013c1331059088438ac675630b069f4966e7f6d9495ae821a06f9,b03f9313921d213016de4743f24cb7809cb9c2d085e2f1ead7114df0eaf1a601,3d34f8bcc5af47787f38742c85736eba2abf6daf1687b5af467a2c17dfe6d4c7,fe2576df85b38ea7ea8c315eef6cd2c65dce0c2669eb0154b21a5405279c5313,2e8a841062c7806e02afc8d5b6238a75d7348842ffa582741cfb7a472afc9907,e935ce3aee747143a403af4004b2bd04a28c11204fe7b721f5534a79ceeb28ab,5a3dfad7c788cfb5a1b5316223cc81d4c56c809dd7deaa98d0d7bdf933bc642d,280ff4f3517da8f3bbc7345b98be0d96ca9cac85c8f55a5b92036f6b1baa597c,142f9cdea87682d61ef00757ee4353499d81fc70ab10f43d6ec175b7c6443a67,f61fc796ed3480717e988c3d44fcac9ad53b705bf7f33e9cd55beb2f466b4f0b,b5a7e10660b517b097e92886b49e8e3939ff21f7f30725766f8b679bd0a078f9,bcdeb93e1f2909d81bca0b55cce8f5a8bfceae2d293592c3d93c9536198ca8a5,4cf25169c9ca18dbfca46a8b3c825a9bde16043f8b9ee9ff1f39214a0aae8108,c0f59cbbfea950f39e29f2023e8858a038a3f0b8c3a1cd71c7776c221e68cfad,cd517b0d68209394692cf324623bcd023f69f40dbeb7685bb798ac3675938c7e,68dea9f7a4e0a436ee1e707d00fef78fa4a1870ffada85538147e4ca8632bcb2,58585255cafa82a9a20d9031194d3aac9b324b77ec64cc25d6f07c39f9fd6b11,9ee75c219902ab72e989a946f801dfa246822963579c449b601c2e74a7336ec2,ce9bc576e2a799ce06296236993504069b6f23d5d6126fb581022c0d96d63acd,d925909d9021170e574bc14a6acbbb7502ece3ccaf3f53f377ac01f27cb01241,6f537f409ce3170487db871492f8c00751990bb970817a682cc7e1bdc8c1a8b0,2eb16b76c7fc5f96734f283263b0339ab0e86c9ec0441e2ed9f69b1fb41a0c11
"65","1","65","0","0","65","0","10","65","61","65","0","65","29402","620100065","0","10","65","65","65","65","89","65","65","200000010","65","0","65","2092","30","0","201000","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","61","66","0","66","29805","620100066","0","10","66","66","66","66","90","66","66","200000010","66","0","66","2133","30","0","201000","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","61","67","0","67","30208","620100067","0","10","67","67","67","67","92","67","67","200000010","67","0","67","2174","30","0","201000","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","62","68","0","68","30610","620100068","0","10","68","68","68","68","93","68","68","200000010","68","0","68","2216","30","0","201000","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","62","69","0","69","31013","620100069","0","10","69","69","69","69","95","69","69","200000010","69","0","69","2257","30","0","201000","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","63","70","0","70","31416","620100070","0","10","70","70","70","70","96","70","70","200000010","70","0","70","2298","30","0","201000","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","63","71","0","71","31818","620100071","0","10","71","71","71","71","97","71","71","200000010","71","0","71","2339","30","0","201000","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","4","1","0","1","409","620110001","0","10","1","1","1","1","3","1","1","200000001","1","0","1","0","30","27","201100","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","9","2","0","2","409","620110002","0","10","2","2","2","2","3","2","2","200000001","2","0","2","0","30","28","201100","0","1","2","0","0","2","1","2"
"3","1","3","0","0","3","0","10","3","5","3","0","3","463","620110003","0","10","3","3","3","3","4","3","3","200000001","3","0","3","0","30","29","201100","0","1","3","0","0","3","1","3"
"4","1","4","0","0","4","0","10","4","5","4","0","4","409","620110004","0","10","4","4","4","4","4","4","4","200000001","4","0","4","0","30","33","201100","0","1","4","0","0","4","1","4"
"5","1","5","0","0","5","0","10","5","7","5","0","5","519","620110005","0","10","5","5","5","5","6","5","5","200000001","5","0","5","0","30","67","201100","0","1","5","0","0","5","1","5"
"6","1","6","0","0","6","0","10","6","8","6","0","6","461","620110006","0","10","6","6","6","6","6","6","6","200000001","6","0","6","0","30","71","201100","0","1","6","0","0","6","1","6"
"7","1","7","0","0","7","0","10","7","8","7","0","7","487","620110007","0","10","7","7","7","7","6","7","7","200000001","7","0","7","0","30","75","201100","0","1","7","0","0","7","1","7"
"8","1","8","0","0","8","0","10","8","8","8","0","8","595","620110008","0","10","8","8","8","8","7","8","8","200000001","8","0","8","0","30","89","201100","0","1","8","0","0","8","1","8"
"9","1","9","0","0","9","0","10","9","9","9","0","9","702","620110009","0","10","9","9","9","9","7","9","9","200000001","9","0","9","0","30","102","201100","0","1","9","0","0","9","1","9"
"10","1","10","0","0","10","0","10","10","9","10","0","10","810","620110010","0","10","10","10","10","10","8","10","10","200000001","10","0","10","0","30","116","201100","0","1","10","0","0","10","1","10"
"11","1","11","0","0","11","0","10","11","10","11","0","11","924","620110011","0","10","11","11","11","11","9","11","11","200000001","11","0","11","0","30","128","201100","0","1","11","0","0","11","1","11"
"12","1","12","0","0","12","0","10","12","11","12","0","12","1037","620110012","0","10","12","12","12","12","9","12","12","200000001","12","0","12","0","30","139","201100","0","1","12","0","0","12","1","12"
"13","1","13","0","0","13","0","10","13","11","13","0","13","1151","620110013","0","10","13","13","13","13","10","13","13","200000001","13","0","13","0","30","151","201100","0","1","13","0","0","13","1","13"
"14","1","14","0","0","14","0","10","14","12","14","0","14","1265","620110014","0","10","14","14","14","14","11","14","14","200000001","14","0","14","0","30","162","201100","0","1","14","0","0","14","1","14"
"15","1","15","0","0","15","0","10","15","13","15","0","15","1378","620110015","0","10","15","15","15","15","11","15","15","200000001","15","0","15","0","30","174","201100","0","1","15","0","0","15","1","15"
"16","1","16","0","0","16","0","10","16","14","16","0","16","1492","620110016","0","10","16","16","16","16","12","16","16","200000001","16","0","16","0","30","185","201100","0","1","16","0","0","16","1","16"
"17","1","17","0","0","17","0","10","17","14","17","0","17","1605","620110017","0","10","17","17","17","17","12","17","17","200000001","17","0","17","0","30","197","201100","0","1","17","0","0","17","1","17"
"18","1","18","0","0","18","0","10","18","15","18","0","18","1719","620110018","0","10","18","18","18","18","13","18","18","200000001","18","0","18","0","30","208","201100","0","1","18","0","0","18","1","18"
"19","1","19","0","0","19","0","10","19","15","19","0","19","1809","620110019","0","10","19","19","19","19","13","19","19","200000001","19","0","19","0","30","219","201100","0","1","19","0","0","19","1","19"
"20","1","20","0","0","20","0","10","20","16","20","0","20","1899","620110020","0","10","20","20","20","20","14","20","20","200000001","20","0","20","0","30","230","201100","0","1","20","0","0","20","1","20"
"21","1","21","0","0","21","0","10","21","16","21","0","21","1989","620110021","0","10","21","21","21","21","14","21","21","200000001","21","0","21","0","30","240","201100","0","1","21","0","0","21","1","21"
"22","1","22","0","0","22","0","10","22","16","22","0","22","2079","620110022","0","10","22","22","22","22","14","22","22","200000001","22","0","22","0","30","251","201100","0","1","22","0","0","22","1","22"
"23","1","23","0","0","23","0","10","23","23","23","0","23","2091","620110023","0","10","23","23","23","23","21","23","23","200000001","23","0","23","0","30","266","201100","0","1","23","0","0","23","1","23"
"24","1","24","0","0","24","0","10","24","24","24","0","24","2416","620110024","0","10","24","24","24","24","21","24","24","200000001","24","0","24","0","30","294","201100","0","1","24","0","0","24","1","24"
"25","1","25","0","0","25","0","10","25","24","25","0","25","2741","620110025","0","10","25","25","25","25","21","25","25","200000001","25","0","25","0","30","322","201100","0","1","25","0","0","25","1","25"
"26","1","26","0","0","26","0","10","26","24","26","0","26","2766","620110026","0","10","26","26","26","26","21","26","26","200000001","26","0","26","0","30","323","201100","0","1","26","0","0","26","1","26"
"27","1","27","0","0","27","0","10","27","24","27","0","27","2790","620110027","0","10","27","27","27","27","22","27","27","200000001","27","0","27","0","30","325","201100","0","1","27","0","0","27","1","27"
"28","1","28","0","0","28","0","10","28","24","28","0","28","2815","620110028","0","10","28","28","28","28","22","28","28","200000001","28","0","28","0","30","326","201100","0","1","28","0","0","28","1","28"
"29","1","29","0","0","29","0","10","29","26","29","0","29","4090","620110029","0","10","29","29","29","29","23","29","29","200000001","29","0","29","0","30","380","201100","0","1","29","0","0","29","1","29"
"30","1","30","0","0","30","0","10","30","26","30","0","30","4133","620110030","0","10","30","30","30","30","24","30","30","200000001","30","0","30","0","30","423","201100","0","1","30","0","0","30","1","30"
"31","1","31","0","0","31","0","10","31","26","31","0","31","3348","620110031","0","10","31","31","31","31","22","31","31","200000001","31","0","31","0","30","384","201100","0","1","31","0","0","31","1","31"
"32","1","32","0","0","32","0","10","32","28","32","0","32","3776","620110032","0","10","32","32","32","32","23","32","32","200000001","32","0","32","0","30","422","201100","0","1","32","0","0","32","1","32"
"33","1","33","0","0","33","0","10","33","29","33","0","33","4204","620110033","0","10","33","33","33","33","25","33","33","200000001","33","0","33","0","30","461","201100","0","1","33","0","0","33","1","33"
"34","1","34","0","0","34","0","10","34","31","34","0","34","4632","620110034","0","10","34","34","34","34","26","34","34","200000001","34","0","34","0","30","499","201100","0","1","34","0","0","34","1","34"
"35","1","35","0","0","35","0","10","35","32","35","0","35","5060","620110035","0","10","35","35","35","35","28","35","35","200000001","35","0","35","0","30","537","201100","0","1","35","0","0","35","1","35"
"36","1","36","0","0","36","0","10","36","34","36","0","36","5488","620110036","0","10","36","36","36","36","29","36","36","200000001","36","0","36","0","30","576","201100","0","1","36","0","0","36","1","36"
"37","1","37","0","0","37","0","10","37","35","37","0","37","5916","620110037","0","10","37","37","37","37","31","37","37","200000001","37","0","37","0","30","614","201100","0","1","37","0","0","37","1","37"
"38","1","38","0","0","38","0","10","38","37","38","0","38","6344","620110038","0","10","38","38","38","38","32","38","38","200000001","38","0","38","0","30","652","201100","0","1","38","0","0","38","1","38"
"39","1","39","0","0","39","0","10","39","38","39","0","39","6772","620110039","0","10","39","39","39","39","34","39","39","200000001","39","0","39","0","30","691","201100","0","1","39","0","0","39","1","39"
"40","1","40","0","0","40","0","10","40","40","40","0","40","7200","620110040","0","10","40","40","40","40","35","40","40","200000001","40","0","40","0","30","729","201100","0","1","40","0","0","40","1","40"
"41","1","41","0","0","41","0","10","41","41","41","0","41","7793","620110041","0","10","41","41","41","41","36","41","41","200000001","41","0","41","0","30","798","201100","0","1","41","0","0","41","1","41"
"42","1","42","0","0","42","0","10","42","41","42","0","42","8387","620110042","0","10","42","42","42","42","36","42","42","200000001","42","0","42","0","30","867","201100","0","1","42","0","0","42","1","42"
"43","1","43","0","0","43","0","10","43","42","43","0","43","8980","620110043","0","10","43","43","43","43","37","43","43","200000001","43","0","43","0","30","936","201100","0","1","43","0","0","43","1","43"
"44","1","44","0","0","44","0","10","44","42","44","0","44","9574","620110044","0","10","44","44","44","44","37","44","44","200000001","44","0","44","0","30","1005","201100","0","1","44","0","0","44","1","44"
"45","1","45","0","0","45","0","10","45","43","45","0","45","10167","620110045","0","10","45","45","45","45","38","45","45","200000001","45","0","45","0","30","1074","201100","0","1","45","0","0","45","1","45"
"46","1","46","0","0","46","0","10","46","43","46","0","46","11721","620110046","0","10","46","46","46","46","43","46","46","200000001","46","0","46","0","30","1218","201100","0","1","46","0","0","46","1","46"
"47","1","47","0","0","47","0","10","47","46","47","0","47","14550","620110047","0","10","47","47","47","47","46","47","47","200000001","47","0","47","0","30","1376","201100","0","1","47","0","0","47","1","47"
"48","1","48","0","0","48","0","10","48","46","48","0","48","15430","620110048","0","10","48","48","48","48","51","48","48","200000001","48","0","48","0","30","1376","201100","0","1","48","0","0","48","1","48"
"49","1","49","0","0","49","0","10","49","46","49","0","49","15671","620110049","0","10","49","49","49","49","52","49","49","200000001","49","0","49","0","30","1389","201100","0","1","49","0","0","49","1","49"
"50","1","50","0","0","50","0","10","50","47","50","0","50","15911","620110050","0","10","50","50","50","50","53","50","50","200000001","50","0","50","0","30","1402","201100","0","1","50","0","0","50","1","50"
"51","1","51","0","0","51","0","10","51","47","51","0","51","16152","620110051","0","10","51","51","51","51","53","51","51","200000001","51","0","51","0","30","1416","201100","0","1","51","0","0","51","1","51"
"52","1","52","0","0","52","0","10","52","48","52","0","52","16355","620110052","0","10","52","52","52","52","53","52","52","200000001","52","0","52","0","30","1423","201100","0","1","52","0","0","52","1","52"
"53","1","53","0","0","53","0","10","53","48","53","0","53","16559","620110053","0","10","53","53","53","53","53","53","53","200000001","53","0","53","0","30","1431","201100","0","1","53","0","0","53","1","53"
"54","1","54","0","0","54","0","10","54","48","54","0","54","16392","620110054","0","10","54","54","54","54","53","54","54","200000001","54","0","54","0","30","1429","201100","0","1","54","0","0","54","1","54"
"55","1","55","0","0","55","0","10","55","48","55","0","55","16633","620110055","0","10","55","55","55","55","54","55","55","200000001","55","0","55","0","30","1442","201100","0","1","55","0","0","55","1","55"
"56","1","56","0","0","56","0","10","56","49","56","0","56","16873","620110056","0","10","56","56","56","56","54","56","56","200000001","56","0","56","0","30","1455","201100","0","1","56","0","0","56","1","56"
"57","1","57","0","0","57","0","10","57","49","57","0","57","17114","620110057","0","10","57","57","57","57","55","57","57","200000001","57","0","57","0","30","1468","201100","0","1","57","0","0","57","1","57"
"58","1","58","0","0","58","0","10","58","50","58","0","58","17835","620110058","0","10","58","58","58","58","56","58","58","200000001","58","0","58","0","30","1508","201100","0","1","58","0","0","58","1","58"
"59","1","59","0","0","59","0","10","59","51","59","0","59","18076","620110059","0","10","59","59","59","59","57","59","59","200000001","59","0","59","0","30","1521","201100","0","1","59","0","0","59","1","59"
"60","1","60","0","0","60","0","10","60","51","60","0","60","18317","620110060","0","10","60","60","60","60","57","60","60","200000001","60","0","60","0","30","1534","201100","0","1","60","0","0","60","1","60"
"61","1","61","0","0","61","0","10","61","52","61","0","61","18557","620110061","0","10","61","61","61","61","58","61","61","200000001","61","0","61","0","30","1548","201100","0","1","61","0","0","61","1","61"
"62","1","62","0","0","62","0","10","62","54","62","0","62","18883","620110062","0","10","62","62","62","62","59","62","62","200000001","62","0","62","0","30","1606","201100","0","1","62","0","0","62","1","62"
"63","1","63","0","0","63","0","10","63","56","63","0","63","19210","620110063","0","10","63","63","63","63","60","63","63","200000001","63","0","63","0","30","1664","201100","0","1","63","0","0","63","1","63"
"64","1","64","0","0","64","0","10","64","59","64","0","64","19536","620110064","0","10","64","64","64","64","62","64","64","200000001","64","0","64","0","30","1722","201100","0","1","64","0","0","64","1","64"
"65","1","65","0","0","65","0","10","65","61","65","0","65","19862","620110065","0","10","65","65","65","65","63","65","65","200000001","65","0","65","0","30","1780","201100","0","1","65","0","0","65","1","65"
"66","1","66","0","0","66","0","10","66","63","66","0","66","20189","620110066","0","10","66","66","66","66","64","66","66","200000001","66","0","66","0","30","1837","201100","0","1","66","0","0","66","1","66"
"67","1","67","0","0","67","0","10","67","65","67","0","67","20515","620110067","0","10","67","67","67","67","65","67","67","200000001","67","0","67","0","30","1895","201100","0","1","67","0","0","67","1","67"
"68","1","68","0","0","68","0","10","68","68","68","0","68","20841","620110068","0","10","68","68","68","68","67","68","68","200000001","68","0","68","0","30","1953","201100","0","1","68","0","0","68","1","68"
"69","1","69","0","0","69","0","10","69","70","69","0","69","21168","620110069","0","10","69","69","69","69","68","69","69","200000001","69","0","69","0","30","2011","201100","0","1","69","0","0","69","1","69"
"70","1","70","0","0","70","0","10","70","72","70","0","70","21494","620110070","0","10","70","70","70","70","69","70","70","200000001","70","0","70","0","30","2069","201100","0","1","70","0","0","70","1","70"
"71","1","71","0","0","71","0","10","71","74","71","0","71","21820","620110071","0","10","71","71","71","71","70","71","71","200000001","71","0","71","0","30","2127","201100","0","1","71","0","0","71","1","71"
"1","1","1","0","0","1","0","10","1","102","1","0","1","231","620120001","0","10","1","1","1","1","3","1","1","200000001","1","0","1","0","30","52","201200","0","1","1","0","0","1","1","1"
"2","1","2","0","0","2","0","10","2","102","2","0","2","444","620120002","0","10","2","2","2","2","40","2","2","200000003","2","0","2","0","30","24","201200","0","1","2","0","0","2","1","2"
