06683fcccb7909a9545a62de0b27b8f61bff1bc941c0e5a014ee52a1ab7d05d4,644f7af4f99f0ea45309db6f4afdfd73058f643f00a3bd2ae82be5155d959ddc,b1b65fef31b2be950ad0fc617e5c9de2a7041108b771f2d547903c8adc6d4740,918bb5d48ce422f62a57eabcda0f5c52d5fb368c8049041cd76d6e5e0eaca67c,44d2c4662bd015f5a4a8c2ec49c9cee018e66d3769db6535a309fd71b9dc7801,662abd960cc8fefded37aa229cb8d17cd8c5f5af843c551d84498b38bd3f0475,3d5d08a4c0e2bbbe12fd3d9f6e4d33cd43412d524548c12220e59d7e07548a2f,05aee2f47a2d9d6480464613ec5de1c7873888c537d14f2704f42af9480455a2,3a32f316a1a2989927ba2b8756c1fb7a10567b4ee477585e859729988f1f49b6,4b4183bec1806573b38afc9a9eca1686bcda4637cb60c33966b34288267b71c2,572b35c737aad0dcbe8166a352cb186195ad193be37349fa7238481f14502f22,013d659f9693a0f0012d03bb39e95a3971b115f7446cd5b44e6237cad6d2bed4,10758e6dc7eb9f079302516d453e358b77425ff21eb1c432ecfd202c5ef2fb23,8e835a3233e0b418d69473d055f6b3358661d0bfab2f6969d9085f5ecd39facd,9af95a8b4538fd7ea852a6bcbbd9e5451fcff4c37107d7200a6d06b10d657d75,13217e8344a37730d6c1bc543054c4e27c9653e64045f2e22668fa5f5bf78893,ac6ea90c8e8cc77fb27b9240d2c59693e12609beff16e71df66f85e308c10eb2,0dac79d730eb2524a10203d1d5eacddb2619afcba055c98bd1f24d29b9e07e5d,efb55644805bb82cca715c98c750e519dce1550db1e9eb6d1f8fe12eb26daef2,17d10a7f2337fa8a3076359d521a070203558b0fe389bc73df8219b6d7ff0cdc,40f0b310c4753969e7e5c98e76d7f79e90c329c363f83469e352d9e3061c5de2,cd7b6f7fa69e3615931149542e153d625d1b89062a8ec15db47da3331b838942,c335ddd20255fa0c66bc8ec271d30bd7228941ba85bf82081499c03caacde575,6c3f492eb87b7f9e4d686f3181545c0f6be59ba555e5ad11b96169f29b0008d5,9dfbe550242d9cd3d4cb468211590b7d3bff2b4f76c2707371019373f8987d1d,a9608a89c0966c6d6db83dce6d411b12a35008609e0df10573be2793bb1eaea6,32fbb2b86e751b879eded8cc0d0350eddd5f05baf3574db8bf160909f1caf6e6,91d95aacc6040458337e22ed29d9af30c41257b61fcfd5add9095ae1a9ed850e,a666180f0e67ca1f9980da8ae87e16b705dfd4f8144747fac4ddec92a9e5bc8f,c4570dc8104f333b06a3069ebc3534886cdd37d4fa8d98a10372ddd1a842989c,9f7d7de1a8cb78f41fa24614af4b9801eff0f912b3d21dd69d25fdde9fb6ea6b,1701b7a215b85f7c5bdb5298f2e848af76c494ab787e2da5fd43c78f87b8ed11,69e30779df4aa623e5682497b90c401dc2b9893fb0ac4a45b47cc90ad0fb09e6,f649991b9e7f0e2bb753dd2f390bd73f20056486d72d0d90ac5869970f496d1c,242dd8a5ec71464ae815f7de2afd9b52eb8d066844a9f9db019c410cf117dd4f,44ff627483b6d8c1e14571cf171ccdd13afd6cbb75ae325a149480e884fc8933,9f7fe5727ab5a938a2ac8bc7b17952122fdb29aaf7b451ac5981b65842f88721,2938bff37ecf91fe770de5a678da7ab15aa3d3189d05b628b48b0597fb95b529,5aea8951525b847132f7b5d09ebc4f71ea7c33dcbcb1167386d69387162f4115,cf206130191dcfc8f3e027b20785a58d55e91ec96e57924a39cc5ef46eb0e7c7,f3aa48742053691bef84aab01691cb5f47199f3b684a3c78e0617e7fcff1a603,7843ea67277210a15f084f0732da9d4a2b2dc32345879d949f7f152c5166640f,4ae3bc32ca827b0368c88dfd5804a417369888e8ca26fbc20bba09ada7be7ead,203030b2f37ae0490b12df0477bff440aea708f755e97a0462eac0e378c6c10f,fa44080a7babe2ae7b0312fa80ef92a7d3e7aa9587351d8e9738f9d127518355,df3da8c98b42562cf61d17a399cdc1c783f8b2ea4370eac67ac07885d67ec463,cdc605114adaf93ab7a6e27738d8843d1a4df216c10d8f136bc98b327d2664ac,05bae4f5827979c11b587b4f066018494253d3fb9800dc0d9d001f5d6595f9c1,e0150d582d39b05b33edc93a3db6068ddcb58629409c35a8814333e0d439fc64,365978fc04fe3fda12261c2766cbe440a0548019b96afa05abc844a4b4d61885
"274","125252","4","1","0","2","-100","0","140001","0","0.7","71110274","2","0","11","0","711102741","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","115041","94002","2","0","0","2100374"
"275","125101","2","1","0","2","-100","0","91002","0","0.7","71110275","5","0","11","0","711102751","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125012","101891","0.7","0","333","124224","94002","30","0","0","2100375"
"276","125522","1","1","0","2","-100","0","140001","0","0.7","71110276","2","0","11","0","711102761","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","115161","94002","2","0","0","2100376"
"277","115221","3","1","0","2","-100","0","91002","0","0.7","71110277","5","0","11","0","711102771","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115582","101891","0.7","0","333","114194","94002","30","0","0","2100377"
"278","115612","4","1","0","2","-100","0","140001","0","0.7","71110278","2","0","11","0","711102781","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","125401","94002","2","0","0","2100378"
"279","125341","2","1","0","2","-100","0","91002","0","0.7","71110279","5","0","11","0","711102791","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115102","101891","0.7","0","333","114164","94002","30","0","0","2100379"
"280","91002","1","1","0","100","-100","0","140000","0","0","71110280","3","0","11","1","711102801","2","-1","40004","50","-101","0","1","0","99","150000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101893","0.9","0","0","31054","94002","1","0","0","2100380"
"281","115581","3","1","0","2","-100","0","91002","0","0.7","71110281","5","0","11","0","711102811","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115192","101891","0.7","0","333","124044","94002","30","0","0","2100381"
"282","125252","4","1","0","2","-100","0","140001","0","0.7","71110282","2","0","11","0","711102821","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","115041","94002","2","0","0","2100382"
"283","115071","2","1","0","2","-100","0","91002","0","0.7","71110283","5","0","11","0","711102831","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115222","101891","0.7","0","333","124224","94002","30","0","0","2100383"
"284","115552","1","1","0","2","-100","0","140001","0","0.7","71110284","2","0","11","0","711102841","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","115251","94002","2","0","0","2100384"
"285","115161","3","1","0","2","-100","0","91002","0","0.7","71110285","5","0","11","0","711102851","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125522","101891","0.7","0","333","114194","94002","30","0","0","2100385"
"286","125012","4","1","0","2","-100","0","140001","0","0.7","71110286","2","0","11","0","711102861","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","125101","94002","2","0","0","2100386"
"287","125341","2","1","0","2","-100","0","91002","0","0.7","71110287","5","0","11","0","711102871","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115102","101891","0.7","0","333","114613","94002","30","0","0","2100387"
"288","115582","1","1","0","2","-100","0","140001","0","0.7","71110288","2","0","11","0","711102881","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101891","0.7","0","333","115221","94002","2","0","0","2100388"
"289","125401","3","1","0","2","-100","0","91002","0","0.7","71110289","5","0","11","0","711102891","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115612","101891","0.7","0","333","114254","94002","30","0","0","2100389"
"290","91002","4","1","0","100","-100","72110290","140000","0","0.7","71110290","3","0","11","1","711102901","2","-1","40004","50","-168","0","1","0","-1","150000","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","140001","101893","0.9","0","333","31044","94002","1","0","0","2100390"
"291","125223","2","1","0","3","-100","0","91002","0","0.7","71120291","5","0","12","0","711202911","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125164","101901","0.7","0","333","115222","94002","30","0","0","2100391"
"292","125074","1","1","0","2","-100","0","140001","0","0.7","71120292","3","0","12","0","711202921","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125043","94002","2","0","0","2100392"
"293","115133","3","1","0","3","-100","0","91002","0","0.7","71120293","5","0","12","0","711202931","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125134","101901","0.7","0","333","125012","94002","30","0","0","2100393"
"294","125044","4","1","0","2","-100","0","140001","0","0.7","71120294","3","0","12","0","711202941","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125253","94002","2","0","0","2100394"
"295","125013","2","1","0","3","-100","0","91002","0","0.7","71120295","5","0","12","0","711202951","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125014","101901","0.7","0","333","115132","94002","30","0","0","2100395"
"296","125224","1","1","0","2","-100","0","140001","0","0.7","71120296","3","0","12","0","711202961","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125103","94002","2","0","0","2100396"
"297","115163","3","1","0","3","-100","0","91002","0","0.7","71120297","5","0","12","0","711202971","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115104","101901","0.7","0","333","115042","94002","30","0","0","2100397"
"298","115194","4","1","0","2","-100","0","140001","0","0.7","71120298","3","0","12","0","711202981","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125373","94002","2","0","0","2100398"
"299","115073","2","1","0","3","-100","0","91002","0","0.7","71120299","5","0","12","0","711202991","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115254","101901","0.7","0","333","125522","94002","30","0","0","2100399"
"300","91002","1","1","0","100","-100","0","140000","0","0","71120300","3","0","12","1","711203001","2","-1","40004","50","-101","0","1","0","99","150000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.75","299","0","140001","101903","0.7","0","0","31013","94002","1","0","0","2100400"
"301","115133","3","1","0","3","-100","0","91002","0","0.7","71120301","5","0","12","0","711203011","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125134","101901","0.7","0","333","125252","94002","30","0","0","2100401"
"302","125044","4","1","0","2","-100","0","140001","0","0.7","71120302","3","0","12","0","711203021","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125253","94002","2","0","0","2100402"
"303","125223","2","1","0","3","-100","0","91002","0","0.7","71120303","5","0","12","0","711203031","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125164","101901","0.7","0","333","115132","94002","30","0","0","2100403"
"304","125074","1","1","0","2","-100","0","140001","0","0.7","71120304","3","0","12","0","711203041","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125043","94002","2","0","0","2100404"
"305","125103","3","1","0","3","-100","0","91002","0","0.7","71120305","5","0","12","0","711203051","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125224","101901","0.7","0","333","115042","94002","30","0","0","2100405"
"306","125014","4","1","0","2","-100","0","140001","0","0.7","71120306","3","0","12","0","711203061","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","125013","94002","2","0","0","2100406"
"307","115073","2","1","0","3","-100","0","91002","0","0.7","71120307","5","0","12","0","711203071","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115254","101901","0.7","0","333","115222","94002","30","0","0","2100407"
"308","115104","1","1","0","2","-100","0","140001","0","0.7","71120308","3","0","12","0","711203081","30","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101901","0.7","0","333","115163","94002","2","0","0","2100408"
"309","125373","3","1","0","3","-100","0","91002","0","0.7","71120309","5","0","12","0","711203091","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115194","101901","0.7","0","333","115552","94002","30","0","0","2100409"
"310","91002","4","1","0","100","-100","72120310","140000","0","0.7","71120310","3","0","12","1","711203101","2","-1","40004","50","-168","0","1","0","-1","150000","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.75","166","0","140001","101903","0.7","0","333","31014","94002","1","0","0","2100410"
"311","125043","2","1","0","3","-100","0","91002","0","0.7","71130311","5","0","13","0","711303111","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125164","101911","0.7","0","333","115222","94002","30","0","0","2100411"
"312","125074","1","1","0","2","-100","0","140001","0","0.7","71130312","3","0","13","0","711303121","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","125253","125012","2","0","0","2100412"
"313","125013","3","1","0","3","-100","0","91002","0","0.7","71130313","5","0","13","0","711303131","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125134","101911","0.7","0","333","125252","94002","30","0","0","2100413"
"314","125044","4","1","0","2","-100","0","140001","0","0.7","71130314","3","0","13","0","711303141","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","125223","115552","2","0","0","2100414"
"315","115163","2","1","0","3","-100","0","91002","0","0.7","71130315","5","0","13","0","711303151","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125224","101911","0.7","0","333","115042","94002","30","0","0","2100415"
"316","125014","1","1","0","2","-100","0","140001","0","0.7","71130316","3","0","13","0","711303161","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","115133","115132","2","0","0","2100416"
"317","125103","3","1","0","3","-100","0","91002","0","0.7","71130317","5","0","13","0","711303171","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115614","101911","0.7","0","333","125522","94002","30","0","0","2100417"
"318","115554","4","1","0","2","-100","0","140001","0","0.7","71130318","3","0","13","0","711303181","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","115073","115102","2","0","0","2100418"
"319","125283","2","1","0","3","-100","0","91002","0","0.7","71130319","5","0","13","0","711303191","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115104","101911","0.7","0","333","115582","94002","30","0","0","2100419"
"320","91002","1","1","0","100","-100","0","140000","0","0","71130320","3","0","13","1","711303201","2","-1","40004","50","-101","0","1","0","99","150000","0.7","0.7","90","50","0","-301","bgm_M126","0","500","0.7","299","0","140001","101913","0.9","0","0","31055","94002","1","0","0","2100420"
"321","125013","3","1","0","3","-100","0","91002","0","0.7","71130321","5","0","13","0","711303211","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125134","101911","0.7","0","333","115552","94002","30","0","0","2100421"
"322","125044","4","1","0","2","-100","0","140001","0","0.7","71130322","3","0","13","0","711303221","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","125223","125012","2","0","0","2100422"
"323","125043","2","1","0","3","-100","0","91002","0","0.7","71130323","5","0","13","0","711303231","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125164","101911","0.7","0","333","115042","94002","30","0","0","2100423"
"324","125074","1","1","0","2","-100","0","140001","0","0.7","71130324","3","0","13","0","711303241","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","125253","125252","2","0","0","2100424"
"325","115133","3","1","0","3","-100","0","91002","0","0.7","71130325","5","0","13","0","711303251","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125014","101911","0.7","0","333","125522","94002","30","0","0","2100425"
"326","125224","4","1","0","2","-100","0","140001","0","0.7","71130326","3","0","13","0","711303261","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","115163","115132","2","0","0","2100426"
"327","125283","2","1","0","3","-100","0","91002","0","0.7","71130327","5","0","13","0","711303271","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115104","101911","0.7","0","333","115222","94002","30","0","0","2100427"
"328","115614","1","1","0","2","-100","0","140001","0","0.7","71130328","3","0","13","0","711303281","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","101911","0.7","0","333","125103","115102","2","0","0","2100428"
"329","115073","3","1","0","3","-100","0","91002","0","0.7","71130329","5","0","13","0","711303291","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115554","101911","0.7","0","333","125012","94002","30","0","0","2100429"
"330","91002","4","1","0","100","-100","72130330","140000","0","0.7","71130330","3","0","13","1","711303301","2","-1","40004","50","-168","0","1","0","-1","150000","0.7","0.7","90","50","0","-335","bgm_M126","0","500","0.7","166","0","140001","101913","0.9","0","333","31056","94002","1","0","0","2100430"
"331","125223","2","1","0","3","-100","0","91002","0","0.7","71140331","5","0","14","0","711403311","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125314","102141","0.7","0","333","115222","94002","30","0","0","2100431"
"332","125523","1","1","0","2","-100","0","140001","0","0.7","71140332","3","0","14","0","711403321","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","102141","0.7","0","333","115073","125252","2","0","0","2100432"
"333","125043","3","1","0","3","-100","0","91002","0","0.7","71140333","5","0","14","0","711403331","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115344","102141","0.7","0","333","115042","94002","30","0","0","2100433"
"334","115284","4","1","0","2","-100","0","140001","0","0.7","71140334","3","0","14","0","711403341","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","102141","0.7","0","333","125253","125012","2","0","0","2100434"
"335","125491","2","1","0","3","-100","0","91002","0","0.7","71140335","5","0","14","0","711403351","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","115432","102141","0.7","0","333","115552","94002","30","0","0","2100435"
"336","125374","1","1","0","2","-100","0","140001","0","0.7","71140336","3","0","14","0","711403361","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","102141","0.7","0","333","125013","115132","2","0","0","2100436"
"337","125103","3","1","0","3","-100","0","91002","0","0.7","71140337","5","0","14","0","711403371","2","1","40004","50","-168","0","1","0","-1","80000","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","125044","102141","0.7","0","333","125522","94002","30","0","0","2100437"
"338","125224","4","1","0","2","-100","0","140001","0","0.7","71140338","3","0","14","0","711403381","30","1","40004","50","-168","0","1","0","-1","5","0.7","0.7","90","50","0","-335","bgm_M127","0","500","0.7","166","0","91002","102141","0.7","0","333","125283","125282","2","0","0","2100438"
