bdd1820e070fd13f8084de55b84975c37bb5ecad0cacec3a16d1bba917b4d7b7,a504aafeab1ec430176f83ea306a5698b96573659843aaf30701d3cfdfd2b881,6ef64400d4457a3abac862602507dd283f41d390ea2b337cfd61392ec1cc015c,f7f5a153f9fb82bd0e6240601018255b727e619c1bc791211c2b2047c30faa6c,b46d94a2301883cd8637adb8e5b2b66963e7312643042d5c5f9ba4b39d880b6a,05a57afeb435ba344486158e508dde0b5b709cb32df46746d40ecb4fd55d1c64
"戰鬥結果2","vo_cmn_102001_battleresult_002","102001","vo_cmn_102001","","10200121"
"主頁1","vo_cmn_102001_mypage_001","102001","vo_cmn_102001","","10200122"
"主頁2","vo_cmn_102001_mypage_002","102001","vo_cmn_102001","","10200123"
"主頁3","vo_cmn_102001_mypage_003","102001","vo_cmn_102001","","10200124"
"主頁4","vo_cmn_102001_mypage_004","102001","vo_cmn_102001","","10200125"
"主頁5","vo_cmn_102001_mypage_005","102001","vo_cmn_102001","","10200126"
"轉蛋登場台詞","vo_cmn_102001_gacha_001","102001","vo_cmn_102001","","10200127"
"自我介紹","vo_cmn_102001_profile_001","102001","vo_cmn_102001","","10200128"
"公會小屋1","vo_room_102001_auto_001","102001","vo_room_102001","","10200129"
"公會小屋2","vo_room_102001_auto_002","102001","vo_room_102001","","10200130"
"公會小屋3","vo_room_102001_auto_003","102001","vo_room_102001","","10200131"
"公會小屋4","vo_room_102001_auto_004","102001","vo_room_102001","","10200132"
"公會小屋5","vo_room_102001_auto_005","102001","vo_room_102001","","10200133"
"點選公會小屋1","vo_room_102001_tap_001","102001","vo_room_102001","","10200134"
"點選公會小屋2","vo_room_102001_tap_002","102001","vo_room_102001","","10200135"
"點選公會小屋3","vo_room_102001_tap_003","102001","vo_room_102001","","10200136"
"點選公會小屋4","vo_room_102001_tap_004","102001","vo_room_102001","","10200137"
"勝利1","vo_btl_102002_win_001","102002","vo_btl_102002","","10200201"
"勝利2","vo_btl_102002_win_002","102002","vo_btl_102002","","10200202"
"勝利3","vo_btl_102002_win_003","102002","vo_btl_102002","","10200203"
"失敗1","vo_btl_102002_lose_001","102002","vo_btl_102002","","10200204"
"失敗2","vo_btl_102002_lose_002","102002","vo_btl_102002","","10200205"
"失敗3","vo_btl_102002_lose_003","102002","vo_btl_102002","","10200206"
"暈眩1","vo_btl_102002_retire_001","102002","vo_btl_102002","","10200207"
"暈眩2","vo_btl_102002_retire_002","102002","vo_btl_102002","","10200208"
"暈眩3","vo_btl_102002_retire_003","102002","vo_btl_102002","","10200209"
"技能切入1","vo_btl_102002_cutin_001","102002","vo_btl_102002","","10200210"
"技能切入2","vo_btl_102002_cutin_002","102002","vo_btl_102002","","10200211"
"技能切入3","vo_btl_102002_cutin_003","102002","vo_btl_102002","","10200212"
"必殺技1","vo_btl_102002_skill_000_001","102002","vo_btl_102002","","10200213"
"必殺技2","vo_btl_102002_skill_000_002","102002","vo_btl_102002","","10200214"
"必殺技3","vo_btl_102002_skill_000_003","102002","vo_btl_102002","","10200215"
"戰鬥開始","vo_btl_102002_wavestart","102002","vo_btl_102002","","10200216"
"到下一波","vo_btl_102002_nextwave","102002","vo_btl_102002","","10200217"
"到最後一波","vo_btl_102002_lastwave","102002","vo_btl_102002","","10200218"
"讀取戰鬥前","vo_cmn_102002_battlestart_001","102002","vo_cmn_102002","","10200219"
"戰鬥結果1","vo_cmn_102002_battleresult_001","102002","vo_cmn_102002","","10200220"
"戰鬥結果2","vo_cmn_102002_battleresult_002","102002","vo_cmn_102002","","10200221"
"主頁1","vo_cmn_102002_mypage_001","102002","vo_cmn_102002","","10200222"
"主頁2","vo_cmn_102002_mypage_002","102002","vo_cmn_102002","","10200223"
"主頁3","vo_cmn_102002_mypage_003","102002","vo_cmn_102002","","10200224"
"主頁4","vo_cmn_102002_mypage_004","102002","vo_cmn_102002","","10200225"
"主頁5","vo_cmn_102002_mypage_005","102002","vo_cmn_102002","","10200226"
"轉蛋登場台詞","vo_cmn_102002_gacha_001","102002","vo_cmn_102002","","10200227"
"自我介紹","vo_cmn_102002_profile_001","102002","vo_cmn_102002","","10200228"
"公會小屋1","vo_room_102002_auto_001","102002","vo_room_102002","","10200229"
"公會小屋2","vo_room_102002_auto_002","102002","vo_room_102002","","10200230"
"公會小屋3","vo_room_102002_auto_003","102002","vo_room_102002","","10200231"
"公會小屋4","vo_room_102002_auto_004","102002","vo_room_102002","","10200232"
"公會小屋5","vo_room_102002_auto_005","102002","vo_room_102002","","10200233"
"點選公會小屋1","vo_room_102002_tap_001","102002","vo_room_102002","","10200234"
"點選公會小屋2","vo_room_102002_tap_002","102002","vo_room_102002","","10200235"
"點選公會小屋3","vo_room_102002_tap_003","102002","vo_room_102002","","10200236"
"點選公會小屋4","vo_room_102002_tap_004","102002","vo_room_102002","","10200237"
"勝利1","vo_btl_102101_win_001","102101","vo_btl_102101","","10210101"
"勝利2","vo_btl_102101_win_002","102101","vo_btl_102101","","10210102"
"勝利3","vo_btl_102101_win_003","102101","vo_btl_102101","","10210103"
"失敗1","vo_btl_102101_lose_001","102101","vo_btl_102101","","10210104"
"失敗2","vo_btl_102101_lose_002","102101","vo_btl_102101","","10210105"
"失敗3","vo_btl_102101_lose_003","102101","vo_btl_102101","","10210106"
"暈眩1","vo_btl_102101_retire_001","102101","vo_btl_102101","","10210107"
"暈眩2","vo_btl_102101_retire_002","102101","vo_btl_102101","","10210108"
"暈眩3","vo_btl_102101_retire_003","102101","vo_btl_102101","","10210109"
"技能切入1","vo_btl_102101_cutin_001","102101","vo_btl_102101","","10210110"
"技能切入2","vo_btl_102101_cutin_002","102101","vo_btl_102101","","10210111"
"技能切入3","vo_btl_102101_cutin_003","102101","vo_btl_102101","","10210112"
"必殺技1","vo_btl_102101_skill_000_001","102101","vo_btl_102101","","10210113"
"必殺技2","vo_btl_102101_skill_000_002","102101","vo_btl_102101","","10210114"
"必殺技3","vo_btl_102101_skill_000_003","102101","vo_btl_102101","","10210115"
"戰鬥開始","vo_btl_102101_wavestart","102101","vo_btl_102101","","10210116"
"到下一波","vo_btl_102101_nextwave","102101","vo_btl_102101","","10210117"
"到最後一波","vo_btl_102101_lastwave","102101","vo_btl_102101","","10210118"
"讀取戰鬥前","vo_cmn_102101_battlestart_001","102101","vo_cmn_102101","","10210119"
"戰鬥結果1","vo_cmn_102101_battleresult_001","102101","vo_cmn_102101","","10210120"
"戰鬥結果2","vo_cmn_102101_battleresult_002","102101","vo_cmn_102101","","10210121"
"主頁1","vo_cmn_102101_mypage_001","102101","vo_cmn_102101","","10210122"
"主頁2","vo_cmn_102101_mypage_002","102101","vo_cmn_102101","","10210123"
"主頁3","vo_cmn_102101_mypage_003","102101","vo_cmn_102101","","10210124"
"主頁4","vo_cmn_102101_mypage_004","102101","vo_cmn_102101","","10210125"
"主頁5","vo_cmn_102101_mypage_005","102101","vo_cmn_102101","","10210126"
"轉蛋登場台詞","vo_cmn_102101_gacha_001","102101","vo_cmn_102101","","10210127"
"自我介紹","vo_cmn_102101_profile_001","102101","vo_cmn_102101","","10210128"
"公會小屋1","vo_room_102101_auto_001","102101","vo_room_102101","","10210129"
"公會小屋2","vo_room_102101_auto_002","102101","vo_room_102101","","10210130"
"公會小屋3","vo_room_102101_auto_003","102101","vo_room_102101","","10210131"
"公會小屋4","vo_room_102101_auto_004","102101","vo_room_102101","","10210132"
"公會小屋5","vo_room_102101_auto_005","102101","vo_room_102101","","10210133"
"點選公會小屋1","vo_room_102101_tap_001","102101","vo_room_102101","","10210134"
"點選公會小屋2","vo_room_102101_tap_002","102101","vo_room_102101","","10210135"
"點選公會小屋3","vo_room_102101_tap_003","102101","vo_room_102101","","10210136"
"點選公會小屋4","vo_room_102101_tap_004","102101","vo_room_102101","","10210137"
"勝利1","vo_btl_102102_win_001","102102","vo_btl_102102","","10210201"
"勝利2","vo_btl_102102_win_002","102102","vo_btl_102102","","10210202"
"勝利3","vo_btl_102102_win_003","102102","vo_btl_102102","","10210203"
"失敗1","vo_btl_102102_lose_001","102102","vo_btl_102102","","10210204"
"失敗2","vo_btl_102102_lose_002","102102","vo_btl_102102","","10210205"
"失敗3","vo_btl_102102_lose_003","102102","vo_btl_102102","","10210206"
"暈眩1","vo_btl_102102_retire_001","102102","vo_btl_102102","","10210207"
"暈眩2","vo_btl_102102_retire_002","102102","vo_btl_102102","","10210208"
"暈眩3","vo_btl_102102_retire_003","102102","vo_btl_102102","","10210209"
"技能切入1","vo_btl_102102_cutin_001","102102","vo_btl_102102","","10210210"
"技能切入2","vo_btl_102102_cutin_002","102102","vo_btl_102102","","10210211"
"技能切入3","vo_btl_102102_cutin_003","102102","vo_btl_102102","","10210212"
"必殺技1","vo_btl_102102_skill_000_001","102102","vo_btl_102102","","10210213"
"必殺技2","vo_btl_102102_skill_000_002","102102","vo_btl_102102","","10210214"
"必殺技3","vo_btl_102102_skill_000_003","102102","vo_btl_102102","","10210215"
"戰鬥開始","vo_btl_102102_wavestart","102102","vo_btl_102102","","10210216"
"到下一波","vo_btl_102102_nextwave","102102","vo_btl_102102","","10210217"
"到最後一波","vo_btl_102102_lastwave","102102","vo_btl_102102","","10210218"
"讀取戰鬥前","vo_cmn_102102_battlestart_001","102102","vo_cmn_102102","","10210219"
"戰鬥結果1","vo_cmn_102102_battleresult_001","102102","vo_cmn_102102","","10210220"
"戰鬥結果2","vo_cmn_102102_battleresult_002","102102","vo_cmn_102102","","10210221"
"主頁1","vo_cmn_102102_mypage_001","102102","vo_cmn_102102","","10210222"
"主頁2","vo_cmn_102102_mypage_002","102102","vo_cmn_102102","","10210223"
"主頁3","vo_cmn_102102_mypage_003","102102","vo_cmn_102102","","10210224"
"主頁4","vo_cmn_102102_mypage_004","102102","vo_cmn_102102","","10210225"
"主頁5","vo_cmn_102102_mypage_005","102102","vo_cmn_102102","","10210226"
"轉蛋登場台詞","vo_cmn_102102_gacha_001","102102","vo_cmn_102102","","10210227"
"自我介紹","vo_cmn_102102_profile_001","102102","vo_cmn_102102","","10210228"
"公會小屋1","vo_room_102102_auto_001","102102","vo_room_102102","","10210229"
"公會小屋2","vo_room_102102_auto_002","102102","vo_room_102102","","10210230"
"公會小屋3","vo_room_102102_auto_003","102102","vo_room_102102","","10210231"
"公會小屋4","vo_room_102102_auto_004","102102","vo_room_102102","","10210232"
"公會小屋5","vo_room_102102_auto_005","102102","vo_room_102102","","10210233"
"點選公會小屋1","vo_room_102102_tap_001","102102","vo_room_102102","","10210234"
"點選公會小屋2","vo_room_102102_tap_002","102102","vo_room_102102","","10210235"
"點選公會小屋3","vo_room_102102_tap_003","102102","vo_room_102102","","10210236"
"點選公會小屋4","vo_room_102102_tap_004","102102","vo_room_102102","","10210237"
"勝利1","vo_btl_102201_win_001","102201","vo_btl_102201","","10220101"
"勝利2","vo_btl_102201_win_002","102201","vo_btl_102201","","10220102"
"勝利3","vo_btl_102201_win_003","102201","vo_btl_102201","","10220103"
"失敗1","vo_btl_102201_lose_001","102201","vo_btl_102201","","10220104"
"失敗2","vo_btl_102201_lose_002","102201","vo_btl_102201","","10220105"
"失敗3","vo_btl_102201_lose_003","102201","vo_btl_102201","","10220106"
"暈眩1","vo_btl_102201_retire_001","102201","vo_btl_102201","","10220107"
"暈眩2","vo_btl_102201_retire_002","102201","vo_btl_102201","","10220108"
"暈眩3","vo_btl_102201_retire_003","102201","vo_btl_102201","","10220109"
"技能切入1","vo_btl_102201_cutin_001","102201","vo_btl_102201","","10220110"
"技能切入2","vo_btl_102201_cutin_002","102201","vo_btl_102201","","10220111"
"技能切入3","vo_btl_102201_cutin_003","102201","vo_btl_102201","","10220112"
"必殺技1","vo_btl_102201_skill_000_001","102201","vo_btl_102201","","10220113"
"必殺技2","vo_btl_102201_skill_000_002","102201","vo_btl_102201","","10220114"
"必殺技3","vo_btl_102201_skill_000_003","102201","vo_btl_102201","","10220115"
"戰鬥開始","vo_btl_102201_wavestart","102201","vo_btl_102201","","10220116"
"到下一波","vo_btl_102201_nextwave","102201","vo_btl_102201","","10220117"
"到最後一波","vo_btl_102201_lastwave","102201","vo_btl_102201","","10220118"
"讀取戰鬥前","vo_cmn_102201_battlestart_001","102201","vo_cmn_102201","","10220119"
"戰鬥結果1","vo_cmn_102201_battleresult_001","102201","vo_cmn_102201","","10220120"
"戰鬥結果2","vo_cmn_102201_battleresult_002","102201","vo_cmn_102201","","10220121"
"主頁1","vo_cmn_102201_mypage_001","102201","vo_cmn_102201","","10220122"
"主頁2","vo_cmn_102201_mypage_002","102201","vo_cmn_102201","","10220123"
"主頁3","vo_cmn_102201_mypage_003","102201","vo_cmn_102201","","10220124"
"主頁4","vo_cmn_102201_mypage_004","102201","vo_cmn_102201","","10220125"
"主頁5","vo_cmn_102201_mypage_005","102201","vo_cmn_102201","","10220126"
"轉蛋登場台詞","vo_cmn_102201_gacha_001","102201","vo_cmn_102201","","10220127"
"自我介紹","vo_cmn_102201_profile_001","102201","vo_cmn_102201","","10220128"
"公會小屋1","vo_room_102201_auto_001","102201","vo_room_102201","","10220129"
"公會小屋2","vo_room_102201_auto_002","102201","vo_room_102201","","10220130"
"公會小屋3","vo_room_102201_auto_003","102201","vo_room_102201","","10220131"
"公會小屋4","vo_room_102201_auto_004","102201","vo_room_102201","","10220132"
"公會小屋5","vo_room_102201_auto_005","102201","vo_room_102201","","10220133"
"點選公會小屋1","vo_room_102201_tap_001","102201","vo_room_102201","","10220134"
"點選公會小屋2","vo_room_102201_tap_002","102201","vo_room_102201","","10220135"
"點選公會小屋3","vo_room_102201_tap_003","102201","vo_room_102201","","10220136"
"點選公會小屋4","vo_room_102201_tap_004","102201","vo_room_102201","","10220137"
"勝利1","vo_btl_102202_win_001","102202","vo_btl_102202","","10220201"
"勝利2","vo_btl_102202_win_002","102202","vo_btl_102202","","10220202"
"勝利3","vo_btl_102202_win_003","102202","vo_btl_102202","","10220203"
"失敗1","vo_btl_102202_lose_001","102202","vo_btl_102202","","10220204"
"失敗2","vo_btl_102202_lose_002","102202","vo_btl_102202","","10220205"
"失敗3","vo_btl_102202_lose_003","102202","vo_btl_102202","","10220206"
"暈眩1","vo_btl_102202_retire_001","102202","vo_btl_102202","","10220207"
"暈眩2","vo_btl_102202_retire_002","102202","vo_btl_102202","","10220208"
"暈眩3","vo_btl_102202_retire_003","102202","vo_btl_102202","","10220209"
"技能切入1","vo_btl_102202_cutin_001","102202","vo_btl_102202","","10220210"
"技能切入2","vo_btl_102202_cutin_002","102202","vo_btl_102202","","10220211"
"技能切入3","vo_btl_102202_cutin_003","102202","vo_btl_102202","","10220212"
"必殺技1","vo_btl_102202_skill_000_001","102202","vo_btl_102202","","10220213"
"必殺技2","vo_btl_102202_skill_000_002","102202","vo_btl_102202","","10220214"
"必殺技3","vo_btl_102202_skill_000_003","102202","vo_btl_102202","","10220215"
"戰鬥開始","vo_btl_102202_wavestart","102202","vo_btl_102202","","10220216"
"到下一波","vo_btl_102202_nextwave","102202","vo_btl_102202","","10220217"
"到最後一波","vo_btl_102202_lastwave","102202","vo_btl_102202","","10220218"
"讀取戰鬥前","vo_cmn_102202_battlestart_001","102202","vo_cmn_102202","","10220219"
"戰鬥結果1","vo_cmn_102202_battleresult_001","102202","vo_cmn_102202","","10220220"
"戰鬥結果2","vo_cmn_102202_battleresult_002","102202","vo_cmn_102202","","10220221"
"主頁1","vo_cmn_102202_mypage_001","102202","vo_cmn_102202","","10220222"
"主頁2","vo_cmn_102202_mypage_002","102202","vo_cmn_102202","","10220223"
"主頁3","vo_cmn_102202_mypage_003","102202","vo_cmn_102202","","10220224"
"主頁4","vo_cmn_102202_mypage_004","102202","vo_cmn_102202","","10220225"
"主頁5","vo_cmn_102202_mypage_005","102202","vo_cmn_102202","","10220226"
"轉蛋登場台詞","vo_cmn_102202_gacha_001","102202","vo_cmn_102202","","10220227"
"自我介紹","vo_cmn_102202_profile_001","102202","vo_cmn_102202","","10220228"
"公會小屋1","vo_room_102202_auto_001","102202","vo_room_102202","","10220229"
"公會小屋2","vo_room_102202_auto_002","102202","vo_room_102202","","10220230"
"公會小屋3","vo_room_102202_auto_003","102202","vo_room_102202","","10220231"
"公會小屋4","vo_room_102202_auto_004","102202","vo_room_102202","","10220232"
"公會小屋5","vo_room_102202_auto_005","102202","vo_room_102202","","10220233"
"點選公會小屋1","vo_room_102202_tap_001","102202","vo_room_102202","","10220234"
"點選公會小屋2","vo_room_102202_tap_002","102202","vo_room_102202","","10220235"
"點選公會小屋3","vo_room_102202_tap_003","102202","vo_room_102202","","10220236"
"點選公會小屋4","vo_room_102202_tap_004","102202","vo_room_102202","","10220237"
"勝利1","vo_btl_102301_win_001","102301","vo_btl_102301","","10230101"
"勝利2","vo_btl_102301_win_002","102301","vo_btl_102301","","10230102"
"勝利3","vo_btl_102301_win_003","102301","vo_btl_102301","","10230103"
"失敗1","vo_btl_102301_lose_001","102301","vo_btl_102301","","10230104"
"失敗2","vo_btl_102301_lose_002","102301","vo_btl_102301","","10230105"
"失敗3","vo_btl_102301_lose_003","102301","vo_btl_102301","","10230106"
"暈眩1","vo_btl_102301_retire_001","102301","vo_btl_102301","","10230107"
"暈眩2","vo_btl_102301_retire_002","102301","vo_btl_102301","","10230108"
"暈眩3","vo_btl_102301_retire_003","102301","vo_btl_102301","","10230109"
"技能切入1","vo_btl_102301_cutin_001","102301","vo_btl_102301","","10230110"
"技能切入2","vo_btl_102301_cutin_002","102301","vo_btl_102301","","10230111"
"技能切入3","vo_btl_102301_cutin_003","102301","vo_btl_102301","","10230112"
"必殺技1","vo_btl_102301_skill_000_001","102301","vo_btl_102301","","10230113"
"必殺技2","vo_btl_102301_skill_000_002","102301","vo_btl_102301","","10230114"
"必殺技3","vo_btl_102301_skill_000_003","102301","vo_btl_102301","","10230115"
"戰鬥開始","vo_btl_102301_wavestart","102301","vo_btl_102301","","10230116"
"到下一波","vo_btl_102301_nextwave","102301","vo_btl_102301","","10230117"
