d14af3171265832e385f6b4c6f9a9ad6706adc307884798f9b8aaad0f6598f45,7db413d48a36aa3423a35ab3a270301690d329babc3253960e380aa03de328f0,a6e79fc14ec91ec45c1774380dd7297240ba06b73d9f2c49db9f0b0d0b11c277,8213a7a4315c9f7a5356c842ad2ec82b377621d168b05598bf49e9366bde6ad3,d0895e2639813b33a4f3026942ed0359b4e4c6e2572b449276dc96948f62e3ac,992b0255f7981baf23082dc06a5af6b8c891fba13b1caaaae69a24aaa13290df,f6b79a1a370613bf9fd50ddbe86af9d5f18e5093bc0c0dd435b4116635d362bb,dc973cb12543b49267b31874b6041710819679e851a2a6f4610b96e79a12a1e6,8a7a5f87ba973b66a8e82ad5ba301a05ccf836b6f58ee9f64661c9e1d01ae003,0efc3f8980546060f266c154edab816c0f7f4176f204e468a231d352d7264309,c3cd58db66e7cfc93e41c39c1e02dd74c756cd3e9583ccfb3186b341dcedc5b5
"vo_lsv","21","","0","0","","vo_lsv_0628","1009806","","1009806081",""
"122911","11","0","1","10","0","嗯。\n小繆也要一起唷♪\n牠會喜歡什麼口味的呢～？","1009806","1","1009806082","0"
"0","91","","","","","","1009806","","1009806083",""
"122911","3","","","1","0.2","lsv_idle_joy","1009806","","1009806084",""
"1009806133","101","","","","","","1009806","","1009806085",""
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806086","0.2"
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806087","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806088","0.2"
"0.1","93","","","","","0","1009806","","1009806089",""
"122711","2","","0.33","-235","","-200","1009806","2","1009806090","0.2"
"122911","2","","0.33","-220","","100","1009806","2","1009806091","0.2"
"122811","2","","0.33","-250","","270","1009806","2","1009806092","0.2"
"0.7","93","","","","","0","1009806","","1009806093",""
"122811","3","","","1","0.2","lsv_talk_memory_dere2","1009806","","1009806094",""
"vo_lsv","21","","0","0","","vo_lsv_0629","1009806","","1009806095",""
"122811","11","0","1","10","0","啊～炒麵～！","1009806","1","1009806096","0"
"0","91","","","","","","1009806","","1009806097",""
"122811","3","","","1","0.2","lsv_idle_memory","1009806","","1009806098",""
"122911","3","","lsv_idle_normal_joyR","0","0","lsv_smile2","1009806","1","1009806099","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0630","1009806","","1009806100",""
"122911","11","0","1","10","0","很好吃呢～♪","1009806","1","1009806101","0"
"0","91","","","","","","1009806","","1009806102",""
"122711","3","","","1","0.2","lsv_talk_joy3_dere","1009806","","1009806103",""
"vo_lsv","21","","0","0","","vo_lsv_0631","1009806","","1009806104",""
"122711","11","0","1","10","0","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","1009806","1","1009806105","0"
"0","91","","","","","","1009806","","1009806106",""
"122711","3","","","1","0.2","lsv_idle_joy_dere2","1009806","","1009806107",""
"1009806133","101","","","","","","1009806","","1009806108",""
"122711","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806109","0.2"
"122911","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806110","0.2"
"122811","3","","lsv_idle_normal","0","0","lsv_choice","1009806","1","1009806111","0.2"
"0.1","93","","","","","0","1009806","","1009806112",""
"122711","2","","0.33","-235","","-200","1009806","2","1009806113","0.2"
"122911","2","","0.33","-220","","100","1009806","2","1009806114","0.2"
"122811","2","","0.33","-250","","270","1009806","2","1009806115","0.2"
"0.7","93","","","","","0","1009806","","1009806116",""
"122811","3","","lsv_exactly_joy_loop","0","0","lsv_exactly_joy_in","1009806","1","1009806117","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0632","1009806","","1009806118",""
"122811","11","0","1","10","0","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","1009806","1","1009806119","0"
"0","91","","","","","","1009806","","1009806120",""
"122811","3","","","1","0.2","lsv_idle_joy","1009806","","1009806121",""
"122911","3","","","1","0.2","lsv_talk_surprise_dere","1009806","","1009806122",""
"vo_lsv","21","","0","0","","vo_lsv_0633","1009806","","1009806123",""
"122911","11","0","1","10","0","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","1009806","1","1009806124","0"
"0","91","","","","","","1009806","","1009806125",""
"122911","3","","","1","0.2","lsv_idle_surprise_joy","1009806","","1009806126",""
"122711","3","","","1","0.2","lsv_talk_normal","1009806","","1009806127",""
"vo_lsv","21","","0","0","","vo_lsv_0634","1009806","","1009806128",""
"122711","11","0","1","10","0","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","1009806","1","1009806129","0"
"0","91","","","","","","1009806","","1009806130",""
"122711","3","","","1","0.2","lsv_idle_normal","1009806","","1009806131",""
"1009806133","101","","","","","","1009806","","1009806132",""
"0","91","","","","","","1009806","","1009806133",""
"","102","","","","","","1009806","","1009806134",""
"0","22","","","","","0.2","1009806","","1009806135",""
"0.2","93","","","","","","1009806","","1009806136",""
"122711","12","0","0","1","0","10","1009806","0","1009806137","0"
"122711","3","","","1","0.2","lsv_talk_bitter","1009806","","1009806138",""
"3","93","","","","","0","1009806","","1009806139",""
"122711","3","","","1","0.2","lsv_idle_surprise_talkjoy","1009806","","1009806140",""
"122811","12","0","0","1","0","8","1009806","0","1009806141","0"
"122811","3","","","1","0.2","lsv_talk_memory","1009806","","1009806142",""
"3","93","","","","","0","1009806","","1009806143",""
"122811","3","","","1","0.2","lsv_idle_joy","1009806","","1009806144",""
"122911","12","0","0","1","0","6","1009806","0","1009806145","0"
"122911","3","","","1","0.2","lsv_talk_wish_joy","1009806","","1009806146",""
"3","93","","","","","0","1009806","","1009806147",""
"122911","3","","","1","0.2","lsv_idle_normal_joyR","1009806","","1009806148",""
"1009806137","101","","","","","","1009806","","1009806149",""
"333","6","","1","1","1","1","1009806","0","1009806150","0"
"122711","4","","","","","1","1009806","","1009806151",""
"122711","3","","","1","0.2","lsv_run","1009806","","1009806152",""
"122711","2","","0.8","-235","","-750","1009806","0","1009806153",""
"122911","4","","","","","0","1009806","","1009806154",""
"122911","3","","","1","0.2","lsv_run","1009806","","1009806155",""
"122911","2","","0.8","-220","","750","1009806","0","1009806156",""
"122811","4","","","","","0","1009806","","1009806157",""
"122811","3","","","1","0.2","lsv_run","1009806","","1009806158",""
"122811","2","","0.8","-250","","850","1009806","0","1009806159",""
"0.6","93","","","","","","1009806","","1009806160",""
"122711","6","","1","1","0.2","1","1009806","0","1009806161","0"
"122911","6","","1","1","0.2","1","1009806","0","1009806162","0"
"122811","6","","1","1","0.2","1","1009806","0","1009806163","0"
"0","91","","","","","","1009806","","1009806164",""
"1","1","lsv_idle_normal","-650","102","1.95","102011","1009807","-235","1009807001","0"
"1","1","lsv_idle_normal","650","100","1.95","100411","1009807","-220","1009807002","1"
"1","1","lsv_idle_normal","750","101","1.95","103611","1009807","-250","1009807003","1"
"1","5","lsv_white_loop","0","0","1","333","1009807","0","1009807004","0"
"333","6","","1","1","0","1","1009807","0","1009807005","0"
"102011","6","","1","1","0","1","1009807","0","1009807006","0"
"100411","6","","1","1","0","1","1009807","0","1009807007","0"
"103611","6","","1","1","0","1","1009807","0","1009807008","0"
"1","93","","","","","0","1009807","","1009807009",""
"333","6","","1","1","0.8","1","1009807","0.4","1009807010","0"
"102011","3","","","1","0.2","lsv_walk_joy","1009807","","1009807011",""
"102011","2","","2","-235","","-200","1009807","0","1009807012",""
"102011","6","","1","1","0.4","1","1009807","1","1009807013","0"
"100411","3","","","1","0.2","lsv_walk","1009807","","1009807014",""
"100411","2","","2","-220","","100","1009807","0","1009807015",""
"100411","6","","1","1","0.4","1","1009807","1","1009807016","0"
"103611","3","","","1","0.2","lsv_walk","1009807","","1009807017",""
"103611","2","","2","-250","","270","1009807","0","1009807018",""
"103611","6","","1","1","0.4","1","1009807","1","1009807019","0"
"2","93","","","","","0","1009807","","1009807020",""
"102011","3","","","1","0.2","lsv_idle_wish_joyR","1009807","","1009807021",""
"100411","3","","","1","0.2","lsv_idle_normal","1009807","","1009807022",""
"103611","3","","","1","0.2","lsv_idle_normal","1009807","","1009807023",""
"0.6","93","","","","","0","1009807","","1009807024",""
"102011","3","","","1","0.2","lsv_talk_wish_joy","1009807","","1009807025",""
"vo_lsv","21","","0","0","","vo_lsv_0721","1009807","","1009807026",""
"102011","11","0","1","10","0","小繆和\n和小小格里芬先生\n都很開心呢～♪","1009807","1","1009807027","0"
"0","91","","","","","","1009807","","1009807028",""
"102011","3","","","1","0.2","lsv_idle_wish_joyR","1009807","","1009807029",""
"103611","3","","","1","0.2","lsv_talk_surprise_talkjoy","1009807","","1009807030",""
"vo_lsv","21","","0","0","","vo_lsv_0722","1009807","","1009807031",""
"103611","11","0","1","10","0","小繆的適應性\n很強這一點，\n也是個大發現呢。","1009807","1","1009807032","0"
"0","91","","","","","","1009807","","1009807033",""
"103611","3","","","1","0.2","lsv_idle_surprise_doya","1009807","","1009807034",""
"100411","3","","lsv_talk_arm_crossed_loop2","0","0","lsv_talk_arm_crossed2","1009807","1","1009807035","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0723","1009807","","1009807036",""
"100411","11","0","1","10","0","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","1009807","1","1009807037","0"
"0","91","","","","","","1009807","","1009807038",""
"100411","3","","","1","0.2","lsv_idle_arm_crossed","1009807","","1009807039",""
"103611","3","","","1","0.2","lsv_talk_joy1_normal","1009807","","1009807040",""
"vo_lsv","21","","0","0","","vo_lsv_0724","1009807","","1009807041",""
"103611","11","0","1","10","0","果然改變蒐集情報的方法\n是正確的呢。","1009807","1","1009807042","0"
"0","91","","","","","","1009807","","1009807043",""
"103611","3","","","1","0.2","lsv_idle_normal_suprise1","1009807","","1009807044",""
"100411","3","","lsv_talk_guts2_loop","0","0","lsv_talk_guts2","1009807","1","1009807045","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0725","1009807","","1009807046",""
"100411","11","0","1","10","0","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","1009807","1","1009807047","0"
"0","91","","","","","","1009807","","1009807048",""
"100411","3","","","1","0.2","lsv_idle_normal_joy","1009807","","1009807049",""
"102011","3","","","1","0.2","lsv_talk_joy3","1009807","","1009807050",""
"vo_lsv","21","","0","0","","vo_lsv_0726","1009807","","1009807051",""
"102011","11","0","1","10","0","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","1009807","1","1009807052","0"
"0","91","","","","","","1009807","","1009807053",""
"102011","3","","","1","0.2","lsv_idle_normal_joyR","1009807","","1009807054",""
"103611","3","","lsv_talk_arm_crossed_loop2","0","0","lsv_talk_arm_crossed2","1009807","1","1009807055","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0727","1009807","","1009807056",""
"103611","11","0","1","10","0","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","1009807","1","1009807057","0"
"0","91","","","","","","1009807","","1009807058",""
"103611","3","","","1","0.2","lsv_idle_arm_crossed","1009807","","1009807059",""
"102011","3","","lsv_look_idle_normal","0","0","lsv_choice","1009807","1","1009807060","0.2"
"100411","3","","lsv_look_idle_normal","0","0","lsv_choice","1009807","1","1009807061","0.2"
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009807","1","1009807062","0.2"
"0.1","93","","","","","0","1009807","","1009807063",""
"102011","2","","0.33","-235","","-452","1009807","2","1009807064","0.2"
"100411","2","","0.33","-220","","420","1009807","2","1009807065","0.2"
"103611","2","","0.33","-250","","545","1009807","2","1009807066","0.2"
"0","22","","","1","0.2","0","1009807","","1009807067",""
"繼續用防水包包就好。","103","","","0","","1009807071","1009807","","1009807068",""
"用籃子或許不錯。","103","","","0","","1009807095","1009807","","1009807069",""
"登山背包怎麼樣？","103","","","0","","1009807119","1009807","","1009807070",""
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807071","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807072","0.2"
"103611","3","","lsv_look_idle_normal","0","0","lsv_choice","1009807","1","1009807073","0.2"
"0.1","93","","","","","0","1009807","","1009807074",""
"102011","2","","0.33","-235","","-200","1009807","2","1009807075","0.2"
"100411","2","","0.33","-220","","100","1009807","2","1009807076","0.2"
"103611","2","","0.33","-250","","270","1009807","2","1009807077","0.2"
"0.7","93","","","","","0","1009807","","1009807078",""
"103611","3","","","1","0.2","lsv_look_idle_sad","1009807","","1009807079",""
"vo_lsv","21","","0","0","","vo_lsv_0728","1009807","","1009807080",""
"103611","11","0","1","10","0","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","1009807","1","1009807081","0"
"0","91","","","","","","1009807","","1009807082",""
"103611","3","","","1","0.2","lsv_idle_normal","1009807","","1009807083",""
"100411","3","","","1","0.2","lsv_talk_wish_surprise","1009807","","1009807084",""
"vo_lsv","21","","0","0","","vo_lsv_0729","1009807","","1009807085",""
"100411","11","0","1","10","0","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","1009807","1","1009807086","0"
"0","91","","","","","","1009807","","1009807087",""
"100411","3","","","1","0.2","lsv_idle_wish","1009807","","1009807088",""
"102011","3","","","1","0.2","lsv_talk_normal","1009807","","1009807089",""
"vo_lsv","21","","0","0","","vo_lsv_0730","1009807","","1009807090",""
"102011","11","0","1","10","0","還有抱著牠的時候，\n要輪流也方便啊♪","1009807","1","1009807091","0"
"0","91","","","","","","1009807","","1009807092",""
"102011","3","","","1","0.2","lsv_idle_normal","1009807","","1009807093",""
"1009807143","101","","","","","","1009807","","1009807094",""
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807095","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807096","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807097","0.2"
"0.1","93","","","","","0","1009807","","1009807098",""
"102011","2","","0.33","-235","","-200","1009807","2","1009807099","0.2"
"100411","2","","0.33","-220","","100","1009807","2","1009807100","0.2"
"103611","2","","0.33","-250","","270","1009807","2","1009807101","0.2"
"0.7","93","","","","","0","1009807","","1009807102",""
"102011","3","","","1","0.2","lsv_talk_surprise_talkjoy","1009807","","1009807103",""
"vo_lsv","21","","0","0","","vo_lsv_0731","1009807","","1009807104",""
"102011","11","0","1","10","0","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","1009807","1","1009807105","0"
"0","91","","","","","","1009807","","1009807106",""
"102011","3","","","1","0.2","lsv_idle_surprise_joy","1009807","","1009807107",""
"103611","3","","","1","0.2","lsv_talk_sad","1009807","","1009807108",""
"vo_lsv","21","","0","0","","vo_lsv_0732","1009807","","1009807109",""
"103611","11","0","1","10","0","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","1009807","1","1009807110","0"
"0","91","","","","","","1009807","","1009807111",""
"103611","3","","","1","0.2","lsv_idle_sad_normal","1009807","","1009807112",""
"100411","3","","lsv_talk_cool_joy_loop","0","0","lsv_talk_cool_joy","1009807","1","1009807113","0.2"
"vo_lsv","21","","0","0","","vo_lsv_0733","1009807","","1009807114",""
"100411","11","0","1","10","0","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","1009807","1","1009807115","0"
"0","91","","","","","","1009807","","1009807116",""
"100411","3","","","1","0.2","lsv_idle_cool","1009807","","1009807117",""
"1009807143","101","","","","","","1009807","","1009807118",""
"102011","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807119","0.2"
"100411","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807120","0.2"
"103611","3","","lsv_idle_normal","0","0","lsv_choice","1009807","1","1009807121","0.2"
"0.1","93","","","","","0","1009807","","1009807122",""
"102011","2","","0.33","-235","","-200","1009807","2","1009807123","0.2"
"100411","2","","0.33","-220","","100","1009807","2","1009807124","0.2"
"103611","2","","0.33","-250","","270","1009807","2","1009807125","0.2"
"0.7","93","","","","","0","1009807","","1009807126",""
"100411","3","","lsv_talk_guts2_loop","0","0","lsv_talk_guts2","1009807","1","1009807127","0.2"
