524e01c0e9322d8eb0ef1939444b44a481dd83b914210b5305f1ec7c1cb23e25,1967e68961505659085f6a7fa6d74b8c1ff8c5a711ddc1d7fae0ff9a5df80061,4a45bdb32674ccc458665a09d8c367ee2069e96af5128764621244bf6be85a6a,2ddfb6996797641c4839d6f72c709c08a94ee6275f4343a0ffb9ed2accc1e67b,bb8e29bcf995abc03d0a349f32e58d1c5935aedab0a418da63fd03cc3f09e14b,79d235ee1e1ce8182390fdc04e80fa2aa86848a863ab60010d3c05c3abeb23d1,7ab33f896a02c766bcddeb26bb21a03e3fa00595392346d40d9fb3f911a4cebd,3b087c96c5f0ab408ae6388c74b336188abba8322046c260bc82bc8d015c3027,3b38cd07646c3eb018cc49d08027eabf26b9a6dff65789c50ce6f00b41cc213c,21713c6933e32c5580c1aa93aff95db807784f78c6719e83c29a115bc682bec9,3739afe5ae943164534c82471c2790bbe9913b4505ad590697c0f83a0529b95b
"105811","1","","8613","","0.2","","","3","wac_idle_kyapi_L","8613002"
"105911","1","","8613","","0.2","","","3","wac_idle_wish","8613003"
"106411","1","","8613","","0.2","","","3","wac_idle_smile","8613004"
"111","1","","8613","","0.2","","","3","wac_no_items","8613005"
"113","1","","8613","","0.2","","","3","wac_no_items","8613006"
"114","1","","8613","","0.2","","","3","wac_no_items","8613007"
"115","1","","8613","","0.2","","","3","wac_no_items","8613008"
"106011","-360","","8613","","","","0","2","-335","8613009"
"105811","-335","","8613","","","","0","2","-190","8613010"
"105911","-335","","8613","","","","0","2","190","8613011"
"106411","-360","","8613","","","","0","2","350","8613012"
"111","-360","","8613","","","","0","2","-335","8613013"
"113","-335","","8613","","","","0","2","-190","8613014"
"114","-335","","8613","","","","0","2","190","8613015"
"115","-360","","8613","","","","0","2","350","8613016"
"6","","","8613","","","","","32","0","8613017"
"10","","","8613","","","","","32","1","8613018"
"17","","","8613","","","","","32","0","8613019"
"0","","","8613","","","","","91","","8613020"
"1","202","wac_default_01","8711","-213","2","0","-108","1","106411","8711001"
"1","201","wac_default_03","8711","-213","2","0","-108","5","111","8711002"
"1","0","","8711","1","1","","0","31","1","8711003"
"2","0","","8711","1","0","","0","31","2","8711004"
"11","0","","8711","1","0","","0","31","11","8711005"
"106411","0","","8711","0","0.2","","","3","wac_paint_01","8711006"
"111","0","","8711","0","0.2","","","3","wac_paint_03","8711007"
"0","","","8711","","","","","93","0","8711008"
"11","","","8711","","","","","32","1","8711009"
"se_10035700","0","","8711","","","","","23","se_10035700_brush","8711010"
"106411","","","8711","","","","","13","300","8711011"
"1","","","8711","","","","","131","","8711012"
"106411","0","","8712","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","8712001"
"111","1","","8712","","0.2","","","3","wac_no_items","8712002"
"106411","-340","","8712","","","","0","2","200","8712003"
"111","-340","","8712","","","","0","2","200","8712004"
"1","","","8712","","","","","32","0","8712005"
"2","","","8712","","","","","32","1","8712006"
"11","","","8712","","","","","32","0","8712007"
"vo_wac_220512","0","","8712","","","","0","21","vo_wac_220512_000","8712008"
"106411","10","0.5","8712","1","0","0","1","11","嗯，感覺真好！\n能和【美食殿堂】的大家一同\n繪畫，接受刺激真是太好了。","8712009"
"0","","","8712","","","","","91","","8712010"
"vo_wac_220512","0","","8712","","","","0","21","vo_wac_220512_001","8712011"
"106411","10","0.5","8712","1","0","0","1","11","想以這個步調\n畫得更好，\n讓大家嚇一大跳呢。","8712012"
"0","","","8712","","","","","91","","8712013"
"0","","","8712","","","","","22","0","8712014"
"106411","1","","8713","","0.2","","","3","wac_idle_smile","8713001"
"111","1","","8713","","0.2","","","3","wac_no_items","8713002"
"106411","-340","","8713","","","","0","2","200","8713003"
"111","-340","","8713","","","","0","2","200","8713004"
"1","","","8713","","","","","32","0","8713005"
"2","","","8713","","","","","32","1","8713006"
"11","","","8713","","","","","32","0","8713007"
"0","","","8713","","","","","91","","8713008"
"1","202","wac_default_01","8811","-213","2","0","-108","1","106011","8811001"
"1","201","wac_default_03","8811","-213","2","0","-108","5","111","8811002"
"1","0","","8811","1","1","","0","31","1","8811003"
"2","0","","8811","1","0","","0","31","2","8811004"
"11","0","","8811","1","0","","0","31","11","8811005"
"106011","0","","8811","0","0.2","","","3","wac_paint_01","8811006"
"111","0","","8811","0","0.2","","","3","wac_paint_03","8811007"
"0","","","8811","","","","","93","0","8811008"
"11","","","8811","","","","","32","1","8811009"
"se_10035700","0","","8811","","","","","23","se_10035700_brush","8811010"
"106011","","","8811","","","","","13","300","8811011"
"1","","","8811","","","","","131","","8811012"
"106011","0","","8812","1","0.2","","wac_talk_wish_loop","3","wac_talk_wish_in","8812001"
"111","1","","8812","","0.2","","","3","wac_no_items","8812002"
"106011","-340","","8812","","","","0","2","200","8812003"
"111","-340","","8812","","","","0","2","200","8812004"
"1","","","8812","","","","","32","0","8812005"
"2","","","8812","","","","","32","1","8812006"
"11","","","8812","","","","","32","0","8812007"
"vo_wac_220513","0","","8812","","","","0","21","vo_wac_220513_000","8812008"
"106011","10","0.5","8812","1","0","0","1","11","嗯……我的畫風最近\n好像有點變了？\n可能是受【美食殿堂】的各位\n所影響吧……？","8812009"
"0","","","8812","","","","","91","","8812010"
"vo_wac_220513","0","","8812","","","","0","21","vo_wac_220513_001","8812011"
"106011","10","0.5","8812","1","0","0","1","11","……但倒不覺得有什麼不好啦。\n畢竟能夠畫各式各樣的畫啊。\n有時也該好好地\n感謝他們呢。","8812012"
"0","","","8812","","","","","91","","8812013"
"0","","","8812","","","","","22","0","8812014"
"106011","1","","8813","","0.2","","","3","wac_idle_wish","8813001"
"111","1","","8813","","0.2","","","3","wac_no_items","8813002"
"106011","-340","","8813","","","","0","2","200","8813003"
"111","-340","","8813","","","","0","2","200","8813004"
"1","","","8813","","","","","32","0","8813005"
"2","","","8813","","","","","32","1","8813006"
"11","","","8813","","","","","32","0","8813007"
"0","","","8813","","","","","91","","8813008"
"1","202","wac_default_21","8911","-100","2","0","-108","1","105811","8911001"
"1","201","wac_default_26","8911","-100","2","0","-108","5","111","8911002"
"19","0","","8911","1","1","","0","31","19","8911003"
"2","0","","8911","1","0","","0","31","2","8911004"
"20","0","","8911","1","0","","0","31","20","8911005"
"105811","0","","8911","0","0.2","","","3","wac_paint_21","8911006"
"111","0","","8911","0","0.2","","","3","wac_paint_26","8911007"
"0","","","8911","","","","","93","0","8911008"
"20","","","8911","","","","","32","1","8911009"
"se_common","0","","8911","","","","","23","se_sys_login_birthday_calendar_brush","8911010"
"105811","","","8911","","","","","13","300","8911011"
"1","","","8911","","","","","131","","8911012"
"105811","0","","8912","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","8912001"
"111","1","","8912","","0.2","","","3","wac_no_items","8912002"
"105811","-340","","8912","","","","0","2","200","8912003"
"111","-340","","8912","","","","0","2","200","8912004"
"19","","","8912","","","","","32","0","8912005"
"2","","","8912","","","","","32","1","8912006"
"20","","","8912","","","","","32","0","8912007"
"vo_wac_220514","0","","8912","","","","0","21","vo_wac_220514_000","8912008"
"105811","10","0.5","8912","1","0","0","1","11","好～！\n今天也畫得很不錯！\n……從開始畫到現在\n已經過了滿長一段時間了呢～","8912009"
"0","","","8912","","","","","91","","8912010"
"vo_wac_220514","0","","8912","","","","0","21","vo_wac_220514_001","8912011"
"105811","10","0.5","8912","1","0","0","1","11","大家的畫，\n讓牆壁變得這麼熱鬧……！\n有種完工後的成品\n會非常棒的預感！","8912012"
"0","","","8912","","","","","91","","8912013"
"0","","","8912","","","","","22","0","8912014"
"105811","1","","8913","","0.2","","","3","wac_idle_smile","8913001"
"111","1","","8913","","0.2","","","3","wac_no_items","8913002"
"105811","-340","","8913","","","","0","2","200","8913003"
"111","-340","","8913","","","","0","2","200","8913004"
"19","","","8913","","","","","32","0","8913005"
"2","","","8913","","","","","32","1","8913006"
"20","","","8913","","","","","32","0","8913007"
"0","","","8913","","","","","91","","8913008"
"1","202","wac_default_21","9011","-100","2","0","-108","1","103111","9011001"
"1","201","wac_default_26","9011","-100","2","0","-108","5","111","9011002"
"19","0","","9011","1","1","","0","31","19","9011003"
"2","0","","9011","1","0","","0","31","2","9011004"
"20","0","","9011","1","0","","0","31","20","9011005"
"103111","0","","9011","0","0.2","","","3","wac_paint_21","9011006"
"111","0","","9011","0","0.2","","","3","wac_paint_26","9011007"
"0","","","9011","","","","","93","0","9011008"
"20","","","9011","","","","","32","1","9011009"
"se_common","0","","9011","","","","","23","se_sys_login_birthday_calendar_brush","9011010"
"103111","","","9011","","","","","13","300","9011011"
"1","","","9011","","","","","131","","9011012"
"103111","0","","9012","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","9012001"
"111","1","","9012","","0.2","","","3","wac_no_items","9012002"
"103111","-340","","9012","","","","0","2","200","9012003"
"111","-340","","9012","","","","0","2","200","9012004"
"19","","","9012","","","","","32","0","9012005"
"2","","","9012","","","","","32","1","9012006"
"20","","","9012","","","","","32","0","9012007"
"vo_wac_220515","0","","9012","","","","0","21","vo_wac_220515_000","9012008"
"103111","10","0.5","9012","1","0","0","1","11","原來如此，也有\n這樣的畫法啊……\n你的繪畫建議很有參考價值，\n謝謝你。","9012009"
"0","","","9012","","","","","91","","9012010"
"vo_wac_220515","0","","9012","","","","0","21","vo_wac_220515_001","9012011"
"103111","10","0.5","9012","1","0","0","1","11","呵呵，幽靈們\n也都很高興。\n以後也請多指教囉。","9012012"
"0","","","9012","","","","","91","","9012013"
"0","","","9012","","","","","22","0","9012014"
"103111","1","","9013","","0.2","","","3","wac_idle_smile","9013001"
"111","1","","9013","","0.2","","","3","wac_no_items","9013002"
"103111","-340","","9013","","","","0","2","200","9013003"
"111","-340","","9013","","","","0","2","200","9013004"
"19","","","9013","","","","","32","0","9013005"
"2","","","9013","","","","","32","1","9013006"
"20","","","9013","","","","","32","0","9013007"
"0","","","9013","","","","","91","","9013008"
"1","202","wac_default_11","9111","-213","2","0","-108","1","100711","9111001"
"1","201","wac_default_12","9111","-213","2","0","-108","5","111","9111002"
"1","0","","9111","1","1","","0","31","1","9111003"
"2","0","","9111","1","0","","0","31","2","9111004"
"11","0","","9111","1","0","","0","31","11","9111005"
"100711","0","","9111","0","0.2","","","3","wac_paint_11","9111006"
"111","0","","9111","0","0.2","","","3","wac_paint_12","9111007"
"0.3","","","9111","","","","","93","0","9111008"
"11","","","9111","","","","","32","1","9111009"
"se_10035700","0","","9111","","","","","23","se_10035700_roller","9111010"
"100711","","","9111","","","","","13","300","9111011"
"1","","","9111","","","","","131","","9111012"
"100711","0","","9112","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","9112001"
"111","1","","9112","","0.2","","","3","wac_no_items","9112002"
"100711","-340","","9112","","","","0","2","200","9112003"
"111","-340","","9112","","","","0","2","200","9112004"
"1","","","9112","","","","","32","0","9112005"
"2","","","9112","","","","","32","1","9112006"
"11","","","9112","","","","","32","0","9112007"
"vo_wac_220516","0","","9112","","","","0","21","vo_wac_220516_000","9112008"
"100711","10","0.5","9112","1","0","0","1","11","布丁布丁～♪\n好想吃布丁來的～♪","9112009"
"0","","","9112","","","","","91","","9112010"
"vo_wac_220516","0","","9112","","","","0","21","vo_wac_220516_001","9112011"
"100711","10","0.5","9112","1","0","0","1","11","竟然只要畫畫，\n你就會給人家布丁當獎勵，\n真是輕鬆的工作來的。\n這種工作不管多少人家都願意做喲♪","9112012"
"0","","","9112","","","","","91","","9112013"
"0","","","9112","","","","","22","0","9112014"
"100711","1","","9113","","0.2","","","3","wac_idle_smile","9113001"
"111","1","","9113","","0.2","","","3","wac_no_items","9113002"
"100711","-340","","9113","","","","0","2","200","9113003"
"111","-340","","9113","","","","0","2","200","9113004"
"1","","","9113","","","","","32","0","9113005"
"2","","","9113","","","","","32","1","9113006"
"11","","","9113","","","","","32","0","9113007"
"0","","","9113","","","","","91","","9113008"
"1","202","wac_default_11","9211","-213","2","0","-108","1","104411","9211001"
"1","201","wac_default_13","9211","-213","2","0","-108","5","111","9211002"
"1","0","","9211","1","1","","0","31","1","9211003"
"2","0","","9211","1","0","","0","31","2","9211004"
"11","0","","9211","1","0","","0","31","11","9211005"
"104411","0","","9211","0","0.2","","","3","wac_paint_11","9211006"
"111","0","","9211","0","0.2","","","3","wac_paint_13","9211007"
"0.3","","","9211","","","","","93","0","9211008"
"11","","","9211","","","","","32","1","9211009"
"se_10035700","0","","9211","","","","","23","se_10035700_roller","9211010"
"104411","","","9211","","","","","13","300","9211011"
"1","","","9211","","","","","131","","9211012"
"104411","0","","9212","1","0.2","","wac_talk_doya_loop","3","wac_talk_doya_in","9212001"
"111","1","","9212","","0.2","","","3","wac_no_items","9212002"
"104411","-340","","9212","","","","0","2","200","9212003"
"111","-340","","9212","","","","0","2","200","9212004"
"1","","","9212","","","","","32","0","9212005"
"2","","","9212","","","","","32","1","9212006"
"11","","","9212","","","","","32","0","9212007"
"vo_wac_220517","0","","9212","","","","0","21","vo_wac_220517_000","9212008"
"104411","10","0.5","9212","1","0","0","1","11","向世人展現妾身威勢的圖畫……\n就妾身來看已經相當令人著迷了，\n但似乎還能再多下點工夫？","9212009"
"0","","","9212","","","","","91","","9212010"
"vo_wac_220517","0","","9212","","","","0","21","vo_wac_220517_001","9212011"
"104411","10","0.5","9212","1","0","0","1","11","你認為如何？\n……嗯，用色是嗎？\n真不愧是吾之眷屬！很不錯的觀點！\n下次馬上就來嘗試看看吧！","9212012"
"0","","","9212","","","","","91","","9212013"
"0","","","9212","","","","","22","0","9212014"
"104411","1","","9213","","0.2","","","3","wac_idle_doya","9213001"
"111","1","","9213","","0.2","","","3","wac_no_items","9213002"
"104411","-340","","9213","","","","0","2","200","9213003"
"111","-340","","9213","","","","0","2","200","9213004"
"1","","","9213","","","","","32","0","9213005"
"2","","","9213","","","","","32","1","9213006"
"11","","","9213","","","","","32","0","9213007"
"0","","","9213","","","","","91","","9213008"
"1","202","wac_default_01","9311","-213","2","0","-108","1","102811","9311001"
"1","201","wac_default_02","9311","-213","2","0","-108","5","111","9311002"
"1","0","","9311","1","1","","0","31","1","9311003"
"2","0","","9311","1","0","","0","31","2","9311004"
"11","0","","9311","1","0","","0","31","11","9311005"
"102811","0","","9311","0","0.2","","","3","wac_paint_01","9311006"
"111","0","","9311","0","0.2","","","3","wac_paint_02","9311007"
"0","","","9311","","","","","93","0","9311008"
"11","","","9311","","","","","32","1","9311009"
"se_10035700","0","","9311","","","","","23","se_10035700_brush","9311010"
"102811","","","9311","","","","","13","300","9311011"
"1","","","9311","","","","","131","","9311012"
"102811","0","","9312","1","0.2","","wac_talk_smile_loop","3","wac_talk_smile_in","9312001"
"111","1","","9312","","0.2","","","3","wac_no_items","9312002"
"102811","-340","","9312","","","","0","2","200","9312003"
"111","-340","","9312","","","","0","2","200","9312004"
"1","","","9312","","","","","32","0","9312005"
"2","","","9312","","","","","32","1","9312006"
"11","","","9312","","","","","32","0","9312007"
"vo_wac_220518","0","","9312","","","","0","21","vo_wac_220518_000","9312008"
"102811","10","0.5","9312","1","0","0","1","11","呼，完成了呢。\n畫著畫著就忘我了。\n大概是被孩子們\n拚命塗繪的身姿影響了吧。","9312009"
