c1adb60c9252b7a1f5ba0e66a23e37e3c59d964b2e46dca4f50f0fcbe51a0b0e,df19b4c8aa6ed9301e44fc41938a0997687420a22769f1af043bec26045e6a77,577072809ba0ccb2d69f08a42b044cdf2a648fdcfd94528aa9d26c3acc4f15b9,27989063e85b4542fa3c13bd893901331d6c717946406dd38712a583788431a7,42275fcf13bd5e9c0b2ef8bebdba3d6d2ddfdd1fa8127e24e7ef80bc5459eff3,3e0e92e89ff2facd7a982167d46aa42536ccd6ead9f24fd6fbc515382845a27a,7ac168034fee9db6a305208de3dbb209db19362a521b1bb85131971a077c5dcc,6e4446e8cdf0e99d66423e35bb5ddf8b1c6c579c8c7c1e714697e81bc646f559,4df80098072eb20808d336cd9054a8fa4f7a28b9ad8aa38ec1adc3429872d6b2,8a8993d27086081fe8cffc91be21f52d39f5275ddb9a0ece2e7f343e39654efc,3df7f5fbc9c464429a23615ded301d4f2cf6da89e2b39a301f75a84998d2915b
"10","0","0.5","0","19214058","101111","1","1","哇啊──這是給我的\n生日蛋糕嗎？\n好像很好吃！","19214","11"
"","","","","19214059","0","","","","19214","91"
"1","0.2","","","19214060","101111","","","wac_birthday_idle_smile","19214","3"
"1","0.2","","","19214061","104911","","","wac_birthday_talk_smile","19214","3"
"0","","","","19214062","vo_wac_19214","0","","vo_wac_19214_001","19214","21"
"10","0","0.5","0","19214063","104911","1","1","當然好吃囉～！\n大家可是為了璃乃\n卯足了勁製作呢！","19214","11"
"","","","","19214064","0","","","","19214","91"
"1","0.2","","","19214065","104911","","","wac_birthday_idle_smile","19214","3"
"1","0.2","","","19214066","106811","","","wac_birthday_talk_doya","19214","3"
"0","","","","19214067","vo_wac_19214","0","","vo_wac_19214_002","19214","21"
"10","0","0.5","0","19214068","106811","1","1","雖說是掩人耳目的假身分，\n但畢竟是平時就在做\n可麗餅的公會嘛。\n應該做得很好吃才對喔。","19214","11"
"","","","","19214069","0","","","","19214","91"
"1","0.2","","","19214070","106811","","","wac_birthday_idle_doya","19214","3"
"1","0.2","","","19214071","101111","","","wac_birthday_talk_wish","19214","3"
"0","","","","19214072","vo_wac_19214","0","","vo_wac_19214_003","19214","21"
"10","0","0.5","0","19214073","101111","1","1","欸嘿嘿……\n大家能為我慶生，\n真的是千哥萬謝感激不盡！\n謝謝你們！","19214","11"
"","","","","19214074","0","","","","19214","91"
"","","","","19214075","0","","","","19214","22"
"","","","","19414001","bgm_M321","","","bgm_M321_2C","19414","25"
"250","2","wac_birthday_idle_normal","0","19414002","1","-1000","-70","100111","19414","1"
"256","2","wac_birthday_idle_smile","1","19414003","1","230","-270","100211","19414","1"
"257","2","wac_birthday_idle_doya","1","19414004","1","400","-310","100311","19414","1"
"","","","","19414005","100111","","","300","19414","13"
"","","","","19414006","100211","","","300","19414","13"
"","","","","19414007","100311","","","300","19414","13"
"0","0","","","19414008","501","0","1","501","19414","31"
"0","1","","","19414009","600","0","1","600","19414","31"
"0","0","","","19414010","602","0","1","602","19414","31"
"0","0","","","19414011","603","0","1","603","19414","31"
"30","1","","","19414012","604","60","1","604","19414","31"
"0","1","","","19414013","613","0","1","613","19414","31"
"0","0","","","19414014","700","0","1","700","19414","31"
"0","0","","","19414015","701","0","1","701","19414","31"
"0","0","","","19414016","702","0","1","702","19414","31"
"0","0","","","19414017","800","0","1","800","19414","31"
"30","1","","","19414018","928","60","1","928","19414","31"
"","","","","19414019","1","","","","19414","93"
"0","0.2","","0.2","19414020","100311","wac_birthday_reaction_04","1","wac_birthday_reaction_01","19414","3"
"","","","","19414021","0.1","","","","19414","93"
"0","0.2","","0.2","19414022","100211","wac_birthday_reaction_05","1","wac_birthday_reaction_03","19414","3"
"","","","","19414023","0.3","","","","19414","93"
"1","0.2","","","19414024","100111","","","wac_birthday_run_01","19414","3"
"-70","","","","19414025","100111","3","","0","19414","2"
"","","","","19414026","2.5","","","","19414","93"
"","","","","19414027","602","","","1","19414","32"
"","","","","19414028","0.6","","","","19414","93"
"","","","","19414029","501","","","1","19414","32"
"","","","","19414030","600","","","0","19414","32"
"","","","","19414031","613","","","0","19414","32"
"","","","","19414032","604","","","0","19414","32"
"","","","","19414033","701","","","1","19414","32"
"0","","","","19414034","928","0.01","","0","19414","33"
"0","0.2","","0.2","19414035","100111","wac_birthday_wish_02","1","wac_birthday_blowout_02","19414","3"
"-330","","","","19414036","100111","0.01","","-200","19414","2"
"1","0.2","","","19414037","100211","","","wac_birthday_idle_smile","19414","3"
"-320","","","","19414038","100211","0.01","","180","19414","2"
"1","0.2","","","19414039","100311","","","wac_birthday_idle_doya","19414","3"
"-340","","","","19414040","100311","0.01","","320","19414","2"
"","","","","19414041","0","","","","19414","93"
"","","","","19414042","800","","","1","19414","32"
"","","","","19414043","0.7","","","","19414","93"
"","","","","19414044","702","","","1","19414","32"
"","","","","19414045","0.5","","","","19414","93"
"0","","","","19414046","se_common","","","se_sys_login_birthday_blow_candle","19414","23"
"","","","","19414047","701","","","0","19414","32"
"","","","","19414048","0.4","","","","19414","93"
"0","","","","19414049","se_common","","","se_sys_login_birthday_cracker","19414","23"
"","","","","19414050","700","","","1","19414","32"
"0","","","","19414051","se_common","","","se_sys_login_birthday_calendar_applause","19414","23"
"0","0.2","","0.2","19414052","100211","wac_birthday_idle_smile","1","wac_birthday_clap","19414","3"
"","","","","19414053","0.1","","","","19414","93"
"0","0.2","","0.2","19414054","100311","wac_birthday_idle_doya","1","wac_birthday_clap","19414","3"
"","","","","19414055","2","","","","19414","93"
"","","","","19414056","1","","","","19414","131"
"0","","","","19414057","vo_wac_19414","0","","vo_wac_19414_000","19414","21"
"10","0","0.5","0","19414058","100111","1","1","嗚哇啊～！\n這個生日蛋糕\n是大家為我準備的嗎！？\n看起來好好吃喔～♪","19414","11"
"","","","","19414059","0","","","","19414","91"
"1","0.2","","","19414060","100111","","","wac_birthday_idle_smile","19414","3"
"1","0.2","","","19414061","100211","","","wac_birthday_talk_smile","19414","3"
"0","","","","19414062","vo_wac_19414","0","","vo_wac_19414_001","19414","21"
"10","0","0.5","0","19414063","100211","1","1","這是我與騎士先生和怜，\n大家一起親手製作的♪\n雖然也猶豫過是否\n跟店家買會比較好吃……","19414","11"
"","","","","19414064","0","","","","19414","91"
"1","0.2","","","19414065","100211","","","wac_birthday_idle_smile","19414","3"
"1","0.2","","","19414066","100311","","","wac_birthday_talk_normal","19414","3"
"0","","","","19414067","vo_wac_19414","0","","vo_wac_19414_002","19414","21"
"10","0","0.5","0","19414068","100311","1","1","但我們想要送能確實\n傳達我們心意的禮物。\n所以味道方面妳就\n別太期待囉？","19414","11"
"","","","","19414069","0","","","","19414","91"
"1","0.2","","","19414070","100311","","","wac_birthday_idle_normal","19414","3"
"1","0.2","","","19414071","100111","","","wac_birthday_talk_kyapi","19414","3"
"0","","","","19414072","vo_wac_19414","0","","vo_wac_19414_003","19414","21"
"10","0","0.5","0","19414073","100111","1","1","欸嘿嘿……真的很謝謝你們！\n總覺得在吃之前\n就好～感動了～♪\n好──馬上來分蛋糕吧！","19414","11"
"","","","","19414074","0","","","","19414","91"
"","","","","19414075","0","","","","19414","22"
"","","","","19814001","bgm_M321","","","bgm_M321_2C","19814","25"
"250","2","wac_birthday_idle_normal","0","19814002","1","-1000","-70","103011","19814","1"
"256","2","wac_birthday_idle_doya","1","19814003","1","170","-260","105311","19814","1"
"259","2","wac_birthday_idle_normal","1","19814004","1","265","-310","104511","19814","1"
"257","2","wac_birthday_idle_wish","1","19814005","1","400","-270","105511","19814","1"
"258","2","wac_birthday_idle_normal","1","19814006","1","510","-310","100811","19814","1"
"","","","","19814007","103011","","","300","19814","13"
"","","","","19814008","105311","","","300","19814","13"
"","","","","19814009","104511","","","300","19814","13"
"","","","","19814010","105511","","","300","19814","13"
"","","","","19814011","100811","","","300","19814","13"
"0","0","","","19814012","501","0","1","501","19814","31"
"0","1","","","19814013","600","0","1","600","19814","31"
"0","0","","","19814014","602","0","1","602","19814","31"
"0","0","","","19814015","603","0","1","603","19814","31"
"30","1","","","19814016","604","60","1","604","19814","31"
"0","1","","","19814017","613","0","1","613","19814","31"
"0","0","","","19814018","700","0","1","700","19814","31"
"0","0","","","19814019","701","0","1","701","19814","31"
"0","0","","","19814020","702","0","1","702","19814","31"
"0","0","","","19814021","800","0","1","800","19814","31"
"30","1","","","19814022","929","60","1","929","19814","31"
"","","","","19814023","1","","","","19814","93"
"0","0.2","","0.2","19814024","104511","wac_birthday_reaction_05","1","wac_birthday_reaction_03","19814","3"
"0","0.2","","0.2","19814025","105311","wac_birthday_reaction_03","1","wac_birthday_reaction_02","19814","3"
"","","","","19814026","0.1","","","","19814","93"
"0","0.2","","0.2","19814027","105511","wac_birthday_reaction_04","1","wac_birthday_reaction_05","19814","3"
"0","0.2","","0.2","19814028","100811","wac_birthday_reaction_03","1","wac_birthday_reaction_01","19814","3"
"","","","","19814029","0.3","","","","19814","93"
"1","0.2","","","19814030","103011","","","wac_birthday_run_01","19814","3"
"-70","","","","19814031","103011","3","","0","19814","2"
"","","","","19814032","2.5","","","","19814","93"
"","","","","19814033","602","","","1","19814","32"
"","","","","19814034","0.6","","","","19814","93"
"","","","","19814035","501","","","1","19814","32"
"","","","","19814036","600","","","0","19814","32"
"","","","","19814037","613","","","0","19814","32"
"","","","","19814038","604","","","0","19814","32"
"","","","","19814039","701","","","1","19814","32"
"0","","","","19814040","929","0.01","","0","19814","33"
"0","0.2","","0.2","19814041","103011","wac_birthday_wish_02","1","wac_birthday_blowout_02","19814","3"
"-330","","","","19814042","103011","0.01","","-200","19814","2"
"1","0.2","","","19814043","105311","","","wac_birthday_idle_doya","19814","3"
"-320","","","","19814044","105311","0.01","","150","19814","2"
"1","0.2","","","19814045","104511","","","wac_birthday_idle_normal","19814","3"
"-360","","","","19814046","104511","0.01","","255","19814","2"
"1","0.2","","","19814047","105511","","","wac_birthday_idle_wish","19814","3"
"-320","","","","19814048","105511","0.01","","390","19814","2"
"1","0.2","","","19814049","100811","","","wac_birthday_idle_normal","19814","3"
"-340","","","","19814050","100811","0.01","","500","19814","2"
"","","","","19814051","0","","","","19814","93"
"","","","","19814052","800","","","1","19814","32"
"","","","","19814053","0.7","","","","19814","93"
"","","","","19814054","702","","","1","19814","32"
"","","","","19814055","0.5","","","","19814","93"
"0","","","","19814056","se_common","","","se_sys_login_birthday_blow_candle","19814","23"
"","","","","19814057","701","","","0","19814","32"
"","","","","19814058","0.4","","","","19814","93"
"0","","","","19814059","se_common","","","se_sys_login_birthday_cracker","19814","23"
"","","","","19814060","700","","","1","19814","32"
"0","","","","19814061","se_common","","","se_sys_login_birthday_calendar_applause","19814","23"
"0","0.2","","0.2","19814062","105311","wac_birthday_idle_doya","1","wac_birthday_clap","19814","3"
"0","0.2","","0.2","19814063","105511","wac_birthday_idle_wish","1","wac_birthday_clap_to_wish","19814","3"
"","","","","19814064","0.1","","","","19814","93"
"0","0.2","","0.2","19814065","104511","wac_birthday_idle_normal","1","wac_birthday_clap","19814","3"
"","","","","19814066","0.1","","","","19814","93"
"0","0.2","","0.2","19814067","100811","wac_birthday_idle_normal","1","wac_birthday_clap","19814","3"
"","","","","19814068","2","","","","19814","93"
"","","","","19814069","1","","","","19814","131"
"0","","","","19814070","vo_wac_19814","0","","vo_wac_19814_000","19814","21"
"10","0","0.5","0","19814071","103011","1","1","這個看起來很美味的蛋糕是……啊！？\n是企圖取我性命的惡代官\n設置的陷阱嗎？","19814","11"
"","","","","19814072","0","","","","19814","91"
"1","0.2","","","19814073","103011","","","wac_birthday_idle_smile","19814","3"
"1","0.2","","","19814074","105311","","","wac_birthday_talk_anger","19814","3"
"0","","","","19814075","vo_wac_19814","0","","vo_wac_19814_001","19814","21"
"10","0","0.5","0","19814076","105311","1","1","哪有可能啊！！\n今天是妮諾的生日，\n所以當然是慶生的蛋糕啊！","19814","11"
"","","","","19814077","0","","","","19814","91"
"1","0.2","","","19814078","105311","","","wac_birthday_idle_anger","19814","3"
"1","0.2","","","19814079","104511","","","wac_birthday_talk_smile","19814","3"
"0","","","","19814080","vo_wac_19814","0","","vo_wac_19814_002","19814","21"
"10","0","0.5","0","19814081","104511","1","1","不、不過，若是因為慶生蛋糕\n而有了痛苦的回憶，那就像\n從更高處被推下去一樣\n令人興奮呢……流口水♪","19814","11"
"","","","","19814082","0","","","","19814","91"
"1","0.2","","","19814083","104511","","","wac_birthday_idle_smile","19814","3"
"1","0.2","","","19814084","105511","","","wac_birthday_talk_sad","19814","3"
"0","","","","19814085","vo_wac_19814","0","","vo_wac_19814_003","19814","21"
"10","0","0.5","0","19814086","105511","1","1","生日會因為那種事覺得開心的，\n我想應該只有空花而已……","19814","11"
"","","","","19814087","0","","","","19814","91"
"1","0.2","","","19814088","105511","","","wac_birthday_idle_sad","19814","3"
"1","0.2","","","19814089","103011","","","wac_birthday_talk_smile","19814","3"
"0","","","","19814090","vo_wac_19814","0","","vo_wac_19814_004","19814","21"
"10","0","0.5","0","19814091","103011","1","1","給我的生日蛋糕！？\n那我真是太失禮了是也♪\n本來應該是要切腹謝罪的，\n但在此就以切蛋糕代替切腹吧♪","19814","11"
"","","","","19814092","0","","","","19814","91"
"1","0.2","","","19814093","103011","","","wac_birthday_idle_smile","19814","3"
"1","0.2","","","19814094","100811","","","wac_birthday_talk_smile","19814","3"
"0","","","","19814095","vo_wac_19814","0","","vo_wac_19814_005","19814","21"
"10","0","0.5","0","19814096","100811","1","1","順帶一提，這個蛋糕是美麗的我\n與公會夥伴們、以及總是陪伴我們的\n這個人一起選的喔。妳可要想著\n我們的臉好好品嘗喔，主要是我♪","19814","11"
"","","","","19814097","0","","","","19814","91"
"1","0.2","","","19814098","100811","","","wac_birthday_idle_smile","19814","3"
"1","0.2","","","19814099","103011","","","wac_birthday_talk_kyapi","19814","3"
"0","","","","19814100","vo_wac_19814","0","","vo_wac_19814_006","19814","21"
"10","0","0.5","0","19814101","103011","1","1","什麼！連將軍也！？\n各位，謝謝你們是也！\n這份喜悅，我就以忍法來展現囉～？\n咻啪、咻啪啪、咻啪啪啪～♪","19814","11"
