70a3b81667af5b17bbb942e707283584523ac31b469884fc320f3664583ae8a2,bde059512becc0d17267730e4161475a6d3d136f57868daea58e178f811cd2af,60aec3e880fdf52602c8936e86688d3527f9c6d7f7d06d1a308f0e0a5684294b,eda10feb619a044aee8875eeb08f70b574bfac5ebf4fde6f26aeae8c3ef4387e,b370544704b3cd2c323dc846eba26c0eaacaa937ef4b0defd209a11d7136d774
"10059005","30","91002","8","71059002"
"10059006","1","22002","2","71059002"
"10059007","30","91002","8","71059003"
"10059008","1","22002","2","71059003"
"10059009","30","91002","8","71059004"
"10059010","1","22002","2","71059004"
"10059011","30","91002","8","71059005"
"10059012","1","22002","2","71059005"
"10059013","30","91002","8","71059006"
"10059014","1","22002","2","71059006"
"10059015","30","91002","8","71059007"
"10059016","1","22002","2","71059007"
"10059017","30","91002","8","71059008"
"10059018","1","22002","2","71059008"
"10059019","30","91002","8","71059009"
"10059020","1","22002","2","71059009"
"10059021","30","91002","8","71059010"
"10059022","1","22002","2","71059010"
"10059023","30","91002","8","71059011"
"10059024","1","22002","2","71059011"
"10059025","30","91002","8","71059012"
"10059026","1","22002","2","71059012"
"10059027","30","91002","8","71059013"
"10059028","1","22002","2","71059013"
"10059029","30","91002","8","71059014"
"10059030","1","22002","2","71059014"
"10059031","30","91002","8","71059015"
"10059032","1","22002","2","71059015"
"10059033","60","91002","8","71059016"
"10059034","2","22002","2","71059016"
"10059035","60","91002","8","71059017"
"10059036","2","22002","2","71059017"
"10059037","60","91002","8","71059018"
"10059038","2","22002","2","71059018"
"10059039","60","91002","8","71059019"
"10059040","2","22002","2","71059019"
"10059041","60","91002","8","71059020"
"10059042","2","22002","2","71059020"
"10059043","50","91002","8","71059021"
"10059044","1","31156","2","71059022"
"10059045","1","31156","2","71059023"
"10059046","2","31156","2","71059024"
"10059047","2","31156","2","71059025"
"10059048","4","31156","2","71059026"
"10059049","1","2806","7","71059027"
"10059050","10","31156","2","71059028"
"10059051","100","60572","2","81059001"
"10059052","30000","94002","12","81059001"
"10059053","100","60572","2","81059002"
"10059054","30000","94002","12","81059002"
"10059055","2","31156","2","81059003"
"10059056","30","91002","8","81059003"
"10059057","2","31156","2","81059004"
"10059058","30","91002","8","81059004"
"10059059","100","60572","2","81059005"
"10059060","30000","94002","12","81059005"
"10059061","100","60572","2","81059006"
"10059062","30000","94002","12","81059006"
"10059063","2","31156","2","81059007"
"10059064","30","91002","8","81059007"
"10059065","100","91002","8","81059008"
"10060001","5","60592","2","61060001"
"10060002","5","60592","2","61060002"
"10060003","30","91002","8","71060001"
"10060004","1","22002","2","71060001"
"10060005","30","91002","8","71060002"
"10060006","1","22002","2","71060002"
"10060007","30","91002","8","71060003"
"10060008","1","22002","2","71060003"
"10060009","30","91002","8","71060004"
"10060010","1","22002","2","71060004"
"10060011","30","91002","8","71060005"
"10060012","1","22002","2","71060005"
"10060013","30","91002","8","71060006"
"10060014","1","22002","2","71060006"
"10060015","30","91002","8","71060007"
"10060016","1","22002","2","71060007"
"10060017","30","91002","8","71060008"
"10060018","1","22002","2","71060008"
"10060019","30","91002","8","71060009"
"10060020","1","22002","2","71060009"
"10060021","30","91002","8","71060010"
"10060022","1","22002","2","71060010"
"10060023","30","91002","8","71060011"
"10060024","1","22002","2","71060011"
"10060025","30","91002","8","71060012"
"10060026","1","22002","2","71060012"
"10060027","30","91002","8","71060013"
"10060028","1","22002","2","71060013"
"10060029","30","91002","8","71060014"
"10060030","1","22002","2","71060014"
"10060031","30","91002","8","71060015"
"10060032","1","22002","2","71060015"
"10060033","60","91002","8","71060016"
"10060034","2","22002","2","71060016"
"10060035","60","91002","8","71060017"
"10060036","2","22002","2","71060017"
"10060037","60","91002","8","71060018"
"10060038","2","22002","2","71060018"
"10060039","60","91002","8","71060019"
"10060040","2","22002","2","71060019"
"10060041","60","91002","8","71060020"
"10060042","2","22002","2","71060020"
"10060043","50000","94002","12","71060021"
"10060044","100000","94002","12","71060022"
"10060045","150000","94002","12","71060023"
"10060046","200000","94002","12","71060024"
"10060047","50","91002","8","71060025"
"10060048","1","31123","2","71060026"
"10060049","1","31123","2","71060027"
"10060050","1","31123","2","71060028"
"10060051","1","31123","2","71060029"
"10060052","1","31123","2","71060030"
"10060053","1","112301","1","71060031"
"10060054","1","2307","7","71060032"
"10060055","1","2308","7","71060033"
"10060056","4","31123","2","71060034"
"10060057","50","60592","2","81060001"
"10060058","30000","94002","12","81060001"
"10060059","50","60592","2","81060002"
"10060060","30000","94002","12","81060002"
"10060061","1","31123","2","81060003"
"10060062","25","91002","8","81060003"
"10060063","1","31123","2","81060004"
"10060064","25","91002","8","81060004"
"10060065","50","60592","2","81060005"
"10060066","30000","94002","12","81060005"
"10060067","50","60592","2","81060006"
"10060068","30000","94002","12","81060006"
"10060069","1","31123","2","81060007"
"10060070","25","91002","8","81060007"
"10060071","50","91002","8","81060008"
"10061001","5","60602","2","61061001"
"10061002","5","60602","2","61061002"
"10061003","30","91002","8","71061001"
"10061004","1","22002","2","71061001"
"10061005","30","91002","8","71061002"
"10061006","1","22002","2","71061002"
"10061007","30","91002","8","71061003"
"10061008","1","22002","2","71061003"
"10061009","30","91002","8","71061004"
"10061010","1","22002","2","71061004"
"10061011","30","91002","8","71061005"
"10061012","1","22002","2","71061005"
"10061013","30","91002","8","71061006"
"10061014","1","22002","2","71061006"
"10061015","30","91002","8","71061007"
"10061016","1","22002","2","71061007"
"10061017","30","91002","8","71061008"
"10061018","1","22002","2","71061008"
"10061019","30","91002","8","71061009"
"10061020","1","22002","2","71061009"
"10061021","30","91002","8","71061010"
"10061022","1","22002","2","71061010"
"10061023","30","91002","8","71061011"
"10061024","1","22002","2","71061011"
"10061025","30","91002","8","71061012"
"10061026","1","22002","2","71061012"
"10061027","30","91002","8","71061013"
"10061028","1","22002","2","71061013"
"10061029","30","91002","8","71061014"
"10061030","1","22002","2","71061014"
"10061031","30","91002","8","71061015"
"10061032","1","22002","2","71061015"
"10061033","60","91002","8","71061016"
"10061034","2","22002","2","71061016"
"10061035","60","91002","8","71061017"
"10061036","2","22002","2","71061017"
"10061037","60","91002","8","71061018"
"10061038","2","22002","2","71061018"
"10061039","60","91002","8","71061019"
"10061040","2","22002","2","71061019"
"10061041","60","91002","8","71061020"
"10061042","2","22002","2","71061020"
"10061043","50000","94002","12","71061021"
"10061044","100000","94002","12","71061022"
"10061045","150000","94002","12","71061023"
"10061046","200000","94002","12","71061024"
"10061047","250000","94002","12","71061025"
"10061048","50","91002","8","71061026"
"10061049","1","31158","2","71061027"
"10061050","1","31158","2","71061028"
"10061051","2","31158","2","71061029"
"10061052","2","31158","2","71061030"
"10061053","4","31158","2","71061031"
"10061054","1","115801","1","71061032"
"10061055","10","31158","2","71061033"
"10061056","2","31158","2","81061001"
"10061057","30","91002","8","81061001"
"10061058","100","60602","2","81061002"
"10061059","30000","94002","12","81061002"
"10061060","100","60602","2","81061003"
"10061061","30000","94002","12","81061003"
"10061062","2","31158","2","81061004"
"10061063","30","91002","8","81061004"
"10061064","100","60602","2","81061005"
"10061065","30000","94002","12","81061005"
"10061066","100","60602","2","81061006"
"10061067","30000","94002","12","81061006"
"10061068","2","31158","2","81061007"
"10061069","30","91002","8","81061007"
"10061070","100","91002","8","81061008"
"10062001","5","60612","2","61062001"
"10062002","5","60612","2","61062002"
"10062003","30","91002","8","71062001"
"10062004","1","22002","2","71062001"
"10062005","30","91002","8","71062002"
"10062006","1","22002","2","71062002"
"10062007","30","91002","8","71062003"
"10062008","1","22002","2","71062003"
"10062009","30","91002","8","71062004"
"10062010","1","22002","2","71062004"
"10062011","30","91002","8","71062005"
"10062012","1","22002","2","71062005"
"10062013","30","91002","8","71062006"
"10062014","1","22002","2","71062006"
"10062015","30","91002","8","71062007"
"10062016","1","22002","2","71062007"
"10062017","30","91002","8","71062008"
"10062018","1","22002","2","71062008"
"10062019","30","91002","8","71062009"
"10062020","1","22002","2","71062009"
"10062021","30","91002","8","71062010"
"10062022","1","22002","2","71062010"
"10062023","30","91002","8","71062011"
"10062024","1","22002","2","71062011"
"10062025","30","91002","8","71062012"
"10062026","1","22002","2","71062012"
"10062027","30","91002","8","71062013"
"10062028","1","22002","2","71062013"
"10062029","30","91002","8","71062014"
"10062030","1","22002","2","71062014"
"10062031","30","91002","8","71062015"
"10062032","1","22002","2","71062015"
"10062033","60","91002","8","71062016"
"10062034","2","22002","2","71062016"
"10062035","60","91002","8","71062017"
"10062036","2","22002","2","71062017"
"10062037","60","91002","8","71062018"
"10062038","2","22002","2","71062018"
"10062039","60","91002","8","71062019"
"10062040","2","22002","2","71062019"
"10062041","60","91002","8","71062020"
"10062042","2","22002","2","71062020"
"10062043","50000","94002","12","71062021"
"10062044","100000","94002","12","71062022"
"10062045","150000","94002","12","71062023"
"10062046","200000","94002","12","71062024"
"10062047","50","91002","8","71062025"
"10062048","1","31126","2","71062026"
"10062049","1","31126","2","71062027"
"10062050","1","31126","2","71062028"
"10062051","1","31126","2","71062029"
"10062052","1","31126","2","71062030"
"10062053","1","112601","1","71062031"
"10062054","4","31126","2","71062032"
"10062055","1","31126","2","81062001"
"10062056","25","91002","8","81062001"
"10062057","1","31126","2","81062002"
"10062058","25","91002","8","81062002"
"10062059","50","60612","2","81062003"
"10062060","30000","94002","12","81062003"
"10062061","50","60612","2","81062004"
"10062062","30000","94002","12","81062004"
"10062063","50","60612","2","81062005"
"10062064","30000","94002","12","81062005"
"10062065","50","60612","2","81062006"
"10062066","30000","94002","12","81062006"
"10062067","1","31126","2","81062007"
"10062068","25","91002","8","81062007"
"10062069","50","91002","8","81062008"
"10063001","5","60612","2","61063001"
"10063002","5","60612","2","61063002"
"10063003","30","91002","8","71063001"
"10063004","1","22002","2","71063001"
"10063005","30","91002","8","71063002"
"10063006","1","22002","2","71063002"
"10063007","30","91002","8","71063003"
"10063008","1","22002","2","71063003"
"10063009","30","91002","8","71063004"
"10063010","1","22002","2","71063004"
"10063011","30","91002","8","71063005"
"10063012","1","22002","2","71063005"
"10063013","30","91002","8","71063006"
"10063014","1","22002","2","71063006"
"10063015","30","91002","8","71063007"
"10063016","1","22002","2","71063007"
"10063017","30","91002","8","71063008"
"10063018","1","22002","2","71063008"
"10063019","30","91002","8","71063009"
"10063020","1","22002","2","71063009"
"10063021","30","91002","8","71063010"
"10063022","1","22002","2","71063010"
"10063023","30","91002","8","71063011"
"10063024","1","22002","2","71063011"
"10063025","30","91002","8","71063012"
"10063026","1","22002","2","71063012"
"10063027","30","91002","8","71063013"
"10063028","1","22002","2","71063013"
"10063029","30","91002","8","71063014"
"10063030","1","22002","2","71063014"
"10063031","30","91002","8","71063015"
"10063032","1","22002","2","71063015"
"10063033","60","91002","8","71063016"
"10063034","2","22002","2","71063016"
"10063035","60","91002","8","71063017"
"10063036","2","22002","2","71063017"
"10063037","60","91002","8","71063018"
"10063038","2","22002","2","71063018"
"10063039","60","91002","8","71063019"
"10063040","2","22002","2","71063019"
"10063041","60","91002","8","71063020"
"10063042","2","22002","2","71063020"
"10063043","50","91002","8","71063021"
"10063044","1","31126","2","71063022"
"10063045","1","31126","2","71063023"
"10063046","1","31126","2","71063024"
"10063047","1","31126","2","71063025"
"10063048","1","31126","2","71063026"
"10063049","4","31126","2","71063027"
"10063050","50","60612","2","81063001"
"10063051","30000","94002","12","81063001"
"10063052","1","31126","2","81063002"
"10063053","25","91002","8","81063002"
"10063054","50","60612","2","81063003"
"10063055","30000","94002","12","81063003"
"10063056","50","60612","2","81063004"
"10063057","30000","94002","12","81063004"
"10063058","1","31126","2","81063005"
"10063059","25","91002","8","81063005"
"10063060","50","60612","2","81063006"
"10063061","30000","94002","12","81063006"
"10063062","1","31126","2","81063007"
"10063063","25","91002","8","81063007"
"10063064","50","91002","8","81063008"
"10064001","5","60632","2","61064001"
"10064002","5","60632","2","61064002"
"10064003","30","91002","8","71064001"
"10064004","1","22002","2","71064001"
"10064005","30","91002","8","71064002"
"10064006","1","22002","2","71064002"
"10064007","30","91002","8","71064003"
"10064008","1","22002","2","71064003"
"10064009","30","91002","8","71064004"
"10064010","1","22002","2","71064004"
"10064011","30","91002","8","71064005"
"10064012","1","22002","2","71064005"
