f813d980a0a4bcde99a525dd39b950a5af6d0ad6892a6d3a6d1de836508739c1,109ad53b9040780b6f0b88393979e0cf246eda90421a721a3539306911658844,245c48357e024ff8522b1605d91bbb5b700db9de5a4f6027a78eab1a94f3b37c,70b0022db8a9a58a56797c60bf0f94b39b8ed22a508e71f67185eac640df9077,be09742f8b62f5ca0d69468ec4945d5ca4cd9ffa7dce0fd4b95f535ad925cf20
"200106104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001061","提升物理防禦力（不可降低）"
"200106105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001061","提升魔法防禦力（不可降低）"
"200106106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001061","降低HP吸收"
"200106201","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001062","水屬性獎勵特大幅度提升"
"200106202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001062","深域怪物"
"200106203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001062","賦予TP上升上限"
"200106204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001062","提升物理防禦力（不可降低）"
"200106205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001062","提升魔法防禦力（不可降低）"
"200106206","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001062","降低HP吸收"
"200106301","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001063","水屬性獎勵特大幅度提升"
"200106302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001063","深域怪物"
"200106303","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001063","賦予TP上升上限"
"200106304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001063","提升物理防禦力（不可降低）"
"200106305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001063","提升魔法防禦力（不可降低）"
"200106306","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001063","降低HP吸收"
"200106401","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001064","水屬性獎勵特大幅度提升"
"200106402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001064","深域怪物"
"200106403","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001064","賦予TP上升上限"
"200106404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001064","提升物理防禦力（不可降低）"
"200106405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001064","提升魔法防禦力（不可降低）"
"200106406","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001064","降低HP吸收"
"200106501","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001065","水屬性獎勵特大幅度提升"
"200106502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001065","深域怪物"
"200106503","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001065","賦予TP上升上限"
"200106504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001065","提升物理防禦力（不可降低）"
"200106505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001065","提升魔法防禦力（不可降低）"
"200106506","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001065","降低HP吸收"
"200106601","戰鬥中，發動「降低物理攻擊力」效果。","25","82001066","危險領域"
"200106602","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001066","水屬性獎勵特大幅度提升"
"200106603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001066","深域怪物"
"200106604","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001066","賦予TP上升上限"
"200106605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001066","提升物理防禦力（不可降低）"
"200106606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001066","提升魔法防禦力（不可降低）"
"200106607","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001066","降低HP吸收"
"200106608","戰鬥開始時，超大幅度降低全體角色的物理攻擊力。","5","82001066","降低物理攻擊力"
"200106701","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001067","水屬性獎勵特大幅度提升"
"200106702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001067","深域怪物"
"200106703","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001067","賦予TP上升上限"
"200106704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001067","提升物理防禦力（不可降低）"
"200106705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001067","提升魔法防禦力（不可降低）"
"200106706","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001067","降低HP吸收"
"200106801","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001068","水屬性獎勵特大幅度提升"
"200106802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001068","深域怪物"
"200106803","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001068","賦予TP上升上限"
"200106804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001068","提升物理防禦力（不可降低）"
"200106805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001068","提升魔法防禦力（不可降低）"
"200106806","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001068","降低HP吸收"
"200106901","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001069","水屬性獎勵特大幅度提升"
"200106902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001069","深域怪物"
"200106903","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001069","賦予TP上升上限"
"200106904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001069","提升物理防禦力（不可降低）"
"200106905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001069","提升魔法防禦力（不可降低）"
"200106906","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","82001069","降低HP吸收"
"200107001","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。","13","82001070","水屬性獎勵特大幅度提升"
"200107002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","82001070","深域怪物"
"200107003","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","82001070","賦予TP上升上限"
"200107004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","82001070","提升物理防禦力（不可降低）"
"200107005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","82001070","提升魔法防禦力（不可降低）"
"200107006","戰鬥開始時，特大幅度降低全體角色的HP吸收。","9","82001070","降低HP吸收"
"200107007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","boss_tp_down_cut","82001070","減少TP下降"
"200107008","戰鬥開始時，中幅度降低全體角色的魔法防禦力。","8","82001070","降低魔法防禦力"
"300100101","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001001","風屬性獎勵特大幅度提升"
"300100102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001001","深域怪物"
"300100103","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001001","賦予TP上升上限"
"300100104","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001001","提升物理防禦力（不可降低）"
"300100105","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","boss_magic_def_lower_limit","83001001","提升魔法防禦力（不可降低）"
"300100106","戰鬥開始時，大幅度降低全體角色的HP吸收。","9","83001001","降低HP吸收"
"300100201","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","14","83001002","風屬性獎勵特大幅度提升"
"300100202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","11","83001002","深域怪物"
"300100203","戰鬥開始時，將全體角色TP上升的上限值提升至150。","17","83001002","賦予TP上升上限"
"300100204","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","boss_def_lower_limit","83001002","提升物理防禦力（不可降低）"
