118938e947957b3367868d6689117d54d5adc59d785c99c0aef48fbbe8a48d2d,2c71f015b95d56704298aac20c7b927a5183f4a294747cc30fe7f442e6cfd956,d98df469d77a2ae4bb295f13e2579dbbc4a51a691788bf39ba6e5455883d22a7,dcfbb93211a888f100d2549be64640efaa88ac03a10cfdad7f4f7b304e4ba0af,ce8676148d31d309870baa096a4a1121f16b9ea0b0731a7a0f574c6db6b1bc17,c8a2bbe30ec718bcef570c1e0c7cf454b4754e95e31a921b7906e8ae638e7fb3,3898e90078ce8037b09dced558691f4b891ca76ee032c916eae3a6b5c2f26380,17c327117043b4df26a8bd7c8aff48fb518274a3351e44fcfe5459d71401cb55,5e2ade782bf6d1bff8975be48f9cc72eca97d7e3de0608a96c15938652a5ba54,8399f2fb0fa6e0cfb87e2e5af5381387753f82df35fff1d77ae705d502498722,a0d76e6f37ec5255d11a2a57ef0be3183b576fcfdd510bdcd85bc1ad2b460c11,bd9c8acf152193e7b8a27a15ed499c350a7324d53188d31975b84264b100592e,c9084b9459f5e23c60154603232cad1647e7ec4749d7a1cb008916eb8ae48ec4,ba54e9ec150fe85580cc1a20c46b4c21bd5fbad56c8f1fc2eb23cbc7665dba10,c883bee899b2874a950ee6c56fe5f4258d68cdcc25306aef983c1cb9df7f466b,4d8c8ff92d2ba4271d3f839ae77cc01e322b9b4c7703d9ae00bef9c2b39667a9,7e47a94b8ff739eae73b06ce627b5bdfd330f6468c693ad147a4addd8b25c476,3982931f659928e652dc036a2622bb7b1a5d258c2efc2513bbe39e0980879b2b,36ed123888bf7291ca3653c783d6eb8791111b8b0e4920170c18c669013a7103,eb2a1c857f6d1931b791ef692a2add07bb7f947d5c3ef211f4d456e17f7e6cf4,2fbb9bc14c84ac44a688ca28b6326b307a92449641e03ef04d99578f835f6d21
"30","115001202","1","20","0","2160","讓一名夥伴的魔法攻擊力提升{0}","3","20","0","16","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"115001204","115001203","1","0","0","0","","1","0.006","0","7","2","0","8","0","1","26","360","0","2",""
"70","115001204","1","0","0","2160","提升我方單體{0}的魔法暴擊","3","120","0","16","2","0","1","0","1","10","12","0","1",""
"115001206","115001205","1","0","0","0","","1","0.000085","0","7","2","0","8","0","1","26","5","0","2",""
"120","115001206","1","0","0","2160","提升我方單體魔法攻擊暴擊時的傷害5%","3","5","0","16","2","1","2","1","1","10","12","0","1",""
"1","115001207","1","0","0","2160","回復我方單體{0}的TP","3","0.6","0","16","2","0","18","0","1","16","0","0","0","TP回復量+{0}"
"30","115020201","1","28","0","2160","讓一名夥伴的魔法攻擊力提升{0}","3","-2060","0","16","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"70","115020202","1","0","0","2160","提升我方單體{0}的魔法暴擊","3","100","0","16","2","0","1","0","1","10","12","0","1",""
"120","115020203","1","0","0","2160","提升我方單體魔法攻擊暴擊時的傷害5%","3","5","0","16","2","1","2","1","1","10","12","0","1",""
"1","115020204","1","0","0","2160","回復我方單體{0}的TP","3","0","0","16","2","0","174","0","1","16","0","0","0",""
"115021202","115021201","1","0","60","0","","1","0.27","0","7","2","0","8","0","1","26","60","0","2",""
"30","115021202","1","28","0","2160","讓一名夥伴的魔法攻擊力提升{0}","3","-2060","0","16","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"115021204","115021203","1","0","0","0","","1","0.006","0","7","2","0","8","0","1","26","360","0","2",""
"70","115021204","1","0","0","2160","提升我方單體{0}的魔法暴擊","3","120","0","16","2","0","1","0","1","10","12","0","1",""
"115021206","115021205","1","0","0","0","","1","0.000085","0","7","2","0","8","0","1","26","5","0","2",""
"120","115021206","1","0","0","2160","提升我方單體魔法攻擊暴擊時的傷害5%","3","5","0","16","2","1","2","1","1","10","12","0","1",""
"1","115021207","1","0","0","2160","回復我方單體{0}的TP","3","0","0","16","2","0","174","0","1","16","0","0","0",""
"4","115050101","0","15","0","0","提升自身{0}的魔法攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"4","115051101","0","15","0","0","提升自身{0}的魔法攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"1","115500101","1","2.56","0","2160","對敵方單體造成{0}的物理傷害","1","32","0","3","1","0","32","0","1","1","0","2.5","0","物理傷害+{0}"
"110","115500102","1","0","0","-1","提升自身物理攻擊暴擊時的傷害30%","3","29.9","0","7","2","0","2","1","1","10","18","0","1",""
"1","115500201","1","1.28","0","2160","對敵方單體造成{0}的物理傷害","1","16","0","3","1","0","16","0","1","1","0","2.5","0","物理傷害+{0}"
"10","115500301","1","29","0","-1","提升自身{0}的物理攻擊力","3","29","0","7","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"60","115500302","1","0","0","-1","自身物理暴擊提升{0}","3","100","0","7","2","0","1","0","1","10","12","0","1",""
"1","115500303","1","0","0","-1","回復自身{0}的TP","3","0.5","0","7","2","0","50","0","1","16","0","0","0","TP回復量+{0}"
"1","115501201","1","1.8","0","2160","對敵方單體造成{0}的物理傷害","1","22.5","0","3","1","0","22.5","0","1","1","0","3.5","0","物理傷害+{0}"
"10","115501202","1","24","0","0","提升自身{0}的物理攻擊力","1","24","0","7","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"60","115501203","1","0","0","0","自身物理暴擊提升{0}","1","100","0","7","2","0","1","0","1","10","12","0","1",""
"10","115520301","1","37","0","-1","提升自身{0}的物理攻擊力","3","-2051","0","7","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"60","115520302","1","0","0","-1","自身物理暴擊提升{0}","3","100","0","7","2","0","1","0","1","10","12","0","1",""
"1","115520303","1","0","0","-1","回復自身{0}的TP","3","0","0","7","2","0","180","0","1","16","0","0","0",""
"2","115550101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","115551101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","115600101","99","4.8","0","2160","回復我方全體{0}的HP","3","4.8","0","3","2","0","1","0","1","4","0.36","0","0","HP回復量+{0}"
"10","115600102","99","11","0","2160","提升我方全體{0}的物理攻擊力","3","11","0","3","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"2","115600103","1","0.24","6","2160","每秒回復{0}的HP","2","4.8","0","10","2","0","4.8","0","1","48","0","0","1","回復量+{0}"
"1","115600201","1","0","0","2160","","2","0","0","14","2","0","0","0","1","7","0","0","0",""
"10","115600202","99","18","0","50","提升範圍內的我方{0}的物理攻擊力","2","18","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"60","115600203","99","0","0","50","使範圍內所有夥伴提升{0}的物理暴擊","2","50","0","3","2","0","1","0","1","10","12","0","1",""
"1","115600301","1","0","0","2160","","3","0","0","14","2","0","0","0","1","7","0","0","0",""
"1","115600302","99","0","0","50","讓範圍內的夥伴恢復{0}TP","2","0.36","0","3","2","0","60","0","1","16","0","0","0","TP回復量+{0}"
"1","115601201","1","0","0","2160","","2","0","0","14","2","0","0","0","1","7","0","0","0",""
"10","115601202","99","27","0","50","提升範圍內的我方{0}的物理攻擊力","2","27","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"60","115601203","99","0","0","50","使範圍內所有夥伴提升{0}的物理暴擊","2","100","0","3","2","0","1","0","1","10","12","0","1",""
"80","115601204","99","0","0","50","提升範圍內{0}我方的TP上升","2","5","0","3","2","0","1","0","1","10","12","0","1",""
"1","115620301","1","0","0","2160","","3","0","0","14","2","0","0","0","1","7","0","0","0",""
"1","115620302","99","0","0","50","讓範圍內的夥伴恢復{0}TP","2","0","0","3","2","0","154","0","1","16","0","0","0",""
"10","115620303","99","6","0","50","提升範圍內的我方{0}的物理攻擊力","2","-1560","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"5","115650101","0","2","0","0","提升自身{0}的魔法防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"5","115651101","0","2","0","0","提升自身{0}的魔法防禦力","0","32","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"2","115700101","1","3.6","0","2160","對敵方單體造成{0}的魔法傷害","3","45","0","38","1","0","45","0","1","1","0","0","0","魔法傷害+{0}"
"41","115700102","1","0.9","0","2160","降低敵方單體{0}的魔法防禦力","3","0.9","0","38","1","0","1","0","1","10","18","0","1","魔法防禦力降低+{0}"
"61","115700103","1","0","0","2160","降低敵方單體{0}的物理暴擊","3","225","0","38","1","0","1","0","1","10","18","0","0","降低物理暴擊+{0}"
"71","115700104","1","0","0","2160","降低敵方單體{0}的魔法暴擊","3","225","0","38","1","0","1","0","1","10","18","0","0","降低魔法暴擊+{0}"
"41","115700201","1","0.7","0","2160","降低敵方單體{0}的魔法防禦力","3","0.7","0","38","1","0","1","0","1","10","12","0","1","魔法防禦力降低+{0}"
"141","115700202","1","0","0","2160","提升受到暴擊時的傷害12%","3","12","0","38","1","0","1","0","1","10","12","0","0",""
"115700302","115700301","1","0","0","2160","","3","0.035","0","7","2","0","8","0","1","26","0","0","2",""
"30","115700302","99","12","0","2160","讓目標夥伴的魔法攻擊力提升{0}","2","12","0","34","2","0","1","0","1","10","12","0","1","魔法攻擊力提升+{0}"
"70","115700303","99","0","0","2160","提升目標夥伴{0}的魔法暴擊","2","100","0","34","2","0","1","0","1","10","12","0","1","魔法暴擊提高+{0}"
"41","115701201","1","1.3","0","2160","降低敵方單體{0}的魔法防禦力","3","1.3","0","38","1","0","1","0","1","10","12","0","1","魔法防禦力降低+{0}"
"141","115701202","1","0","0","2160","提升受到暴擊時的傷害16％","3","16","0","38","1","0","1","0","1","10","12","0","0",""
"2","115701203","1","1","1","2160","對敵方單體造成{0}的魔法傷害","3","12.5","0","38","1","0","12.5","0","1","1","0","0","0","魔法傷害+{0}"
"4","115750101","0","15","0","0","提升自身{0}的魔法攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"4","115751101","0","15","0","0","提升自身{0}的魔法攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","魔法攻擊力提升+{0}"
"1","115800101","1","1158100","0","0","","1","0","0","7","2","0","24","1","1","14","1","0","11580102",""
"3","115800102","1","1158001","0","0","","1","0","0","7","2","0","0","0","1","14","1","0","11580103",""
"10","115800103","1","30","0","0","提升自身{0}的物理攻擊力","1","30","0","7","2","0","1","0","1","10","24","0","1","物理攻擊力提升+{0}"
"1","115800201","1","3.6","0","-1","對敵方單體造成{0}的物理傷害","1","45","0","3","1","0","45","0","1","1","0","0","0","物理傷害+{0}"
"1","115800301","1","1","0","-1","對敵方單體造成{0}的物理傷害","1","12","0","3","1","0","12","0","1","1","0","0","0","物理傷害+{0}"
"1","115800302","1","0","0","0","回復自身{0}的TP","1","0.75","0","7","2","0","75","0","1","16","0","0","1","TP回復量+{0}"
"1","115801201","1","9","0","-1","對敵方單體造成{0}的物理傷害","1","112","0","3","1","0","112","0","1","1","0","0","0","物理傷害+{0}"
"1","115810001","1","9.6","0","-1","對敵方單體造成{0}的物理傷害","1","120","0","3","1","0","120","0","1","1","0","0","0","物理傷害+{0}"
"10","115810101","1","10","0","0","提升自身{0}的物理攻擊力","1","10","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"1","115810102","1","0","0","0","回復自身{0}的TP","1","0.75","0","7","2","0","75","0","1","16","0","0","1","TP回復量+{0}"
"115810202","115810201","1","0","0","0","","1","0.1","0","7","2","0","7","0","1","26","0","0","2",""
"10","115810202","99","19","0","2160","提升我方全體{0}的物理攻擊力","3","19","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"1","115810301","1","1158100","0","0","","1","0","0","7","2","0","24","1","1","14","1","0","11580102",""
"3","115810302","1","1158001","0","0","","1","0","0","7","2","0","0","0","1","14","1","0","11580103",""
"1","115810303","1","100","0","0","","1","0","0","7","2","0","3","0","1","13","0","0","1",""
"10","115811101","1","27","0","0","提升自身{0}的物理攻擊力","1","27","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"1","115811102","1","0","0","0","回復自身{0}的TP","1","1.25","0","7","2","0","125","0","1","16","0","0","1","TP回復量+{0}"
"10","115811103","99","9","0","2160","提升我方全體{0}的物理攻擊力","3","9","0","3","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"10","115820101","1","12","0","0","提升自身{0}的物理攻擊力","1","-510","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"1","115820102","1","0","0","0","回復自身{0}的TP","1","0","0","7","2","0","270","0","1","16","0","0","1",""
"1","115820301","1","1.4","0","-1","對敵方單體造成{0}的物理傷害","1","12","0","3","1","0","12","0","1","1","0","0","0","物理傷害+{0}"
"1","115820302","1","0","0","0","回復自身{0}的TP","1","0","0","7","2","0","270","0","1","16","0","0","1",""
"10","115821101","1","29","0","0","提升自身{0}的物理攻擊力","1","-493","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"1","115821102","1","0","0","0","回復自身{0}的TP","1","0","0","7","2","0","450","0","1","16","0","0","1",""
"10","115821103","99","9","0","2160","提升我方全體{0}的物理攻擊力","3","9","0","3","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"2","115850101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","115851101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"1","115900101","1","4","0","-1","對敵方單體造成{0}的物理傷害","1","50","0","3","1","0","50","0","1","1","0","0","0","物理傷害+{0}"
"115900103","115900102","99","6.4","0","180","","2","6.4","0","3","2","0","4","0","1","26","0","0","2",""
"10","115900103","99","6.4","0","180","提升範圍內的我方{0}的物理攻擊力","2","6.4","0","3","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"2","115900105","99","12","0","180","使範圍內的夥伴行動速度上升","2","0","0","3","2","0","1.25","0","1","8","0","0","0",""
"115900202","115900201","99","3.2","0","180","","2","3.2","0","3","2","0","4","0","1","26","0","0","2",""
"10","115900202","99","3.2","0","180","提升範圍內的我方{0}的物理攻擊力","2","3.2","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"115900302","115900301","99","0","0","180","","2","0.3","0","3","2","0","4","0","1","26","0","0","3",""
"1","115900302","1","0.9","0","-1","對敵方單體造成{0}的物理傷害","1","15","0","3","1","0","15","0","1","1","0","0","0","物理傷害+{0}"
"21","115900303","1","0.4","0","-1","降低敵方單體{0}的物理防禦力","1","0.4","0","3","1","0","1","0","1","10","12","0","1","物理防禦力降低+{0}"
"115901202","115901201","99","8","0","180","","2","8","0","3","2","0","4","0","1","26","0","0","2",""
"10","115901202","99","3.2","0","180","提升範圍內的我方{0}的物理攻擊力","2","3.2","0","3","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"115901204","115901203","99","12","0","180","","2","12","0","3","2","0","4","0","1","26","0","0","2",""
"10","115901204","1","4.8","0","0","提升自身{0}的物理攻擊力","1","4.8","0","7","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"2","115950101","0","15","0","0","提升自身{0}的物理攻擊力","0","15","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"2","115951101","0","15","0","0","提升自身{0}的物理攻擊力","0","240","0","0","0","0","1","0","1","90","1","0","0","物理攻擊力提升+{0}"
"116000102","116000101","1","0","0","0","","1","0.27","0","7","2","0","8","0","1","26","0","0","2",""
"10","116000102","99","13.5","0","2160","讓目標夥伴的物理攻擊力提升{0}","2","13.5","0","20","2","0","1","0","1","10","18","0","1","物理攻擊力提升+{0}"
"116000104","116000103","1","0","0","0","","1","0.27","0","7","2","0","8","0","1","26","0","0","2",""
"30","116000104","1","13.5","0","0","提升自身{0}的魔法攻擊力","1","13.5","0","7","2","0","1","0","1","10","18","0","1","魔法攻擊力提升+{0}"
"21","116000105","99","0.8","0","2160","降低進行魔法攻擊的敵人物理防禦力{0}","2","0.8","0","21","1","0","1","0","1","10","18","0","1","物理防禦力降低+{0}"
"31","116000106","99","10.5","0","2160","降低進行魔法攻擊的敵人魔法攻擊力{0}","2","10.5","0","21","1","0","1","0","1","10","18","0","1","魔法攻擊力下降+{0}"
"116000202","116000201","1","0","0","0","","1","0.25","0","7","2","0","8","0","1","26","0","0","2",""
"10","116000202","1","15","0","2160","讓一名同伴的物理攻擊力提升{0}","2","15","0","14","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"1","116000301","1","0","0","2160","回復我方單體{0}的TP","2","1.5","0","4","2","0","45","0","1","16","0","0","1","TP回復量+{0}"
"116001202","116001201","1","0","0","0","","1","0.375","0","7","2","0","8","0","1","26","0","0","2",""
"10","116001202","1","22.5","0","2160","讓一名同伴的物理攻擊力提升{0}","2","22.5","0","14","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"80","116001203","1","0","0","2160","使我方單體的TP上升提升{0}","2","5","0","1","2","0","1","0","1","10","12","0","1",""
"1","116020301","1","0","0","2160","回復我方單體{0}的TP","2","0","0","4","2","0","435","0","1","16","0","0","1",""
"10","116020302","1","8","0","2160","讓一名同伴的物理攻擊力提升{0}","2","-2080","0","4","2","0","1","0","1","10","12","0","1","物理攻擊力提升+{0}"
"5","116050101","0","2","0","0","提升自身{0}的魔法防禦力","0","2","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"5","116051101","0","2","0","0","提升自身{0}的魔法防禦力","0","32","0","0","0","0","1","0","1","90","1","0","0","魔法防禦力提升+{0}"
"1","116200101","1","3.6","0","-1","對敵方單體造成{0}的物理傷害","1","45","0","3","1","0","45","0","1","1","0","0","0","物理傷害+{0}"
"10","116200102","1","25","0","-1","提升自身{0}的物理攻擊力","2","25","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"10","116200201","1","13.5","0","-1","提升自身{0}的物理攻擊力","2","13.5","0","7","2","0","1","0","1","10","180","0","1","物理攻擊力提升+{0}"
"21","116200202","1","0.7","0","-1","降低敵方單體{0}的物理防禦力","1","0.7","0","3","1","0","1","0","1","10","18","0","1","物理防禦力降低+{0}"
