226c015408ae5b15dbcb32083e96d8152a5bddd4f5c3379aa438aeb00a9b448e,9d0a71109f43f85eb881037090940077ddf171110635b7c79e65eea85a70176e,a08b91304b86a9c1788038195aaf519052a5ec594e9eeb9fed0a95aa5fcddd4e,f9a7b81975a41c25591c10bc948408f23ff4fc01d935d07403e5171b8b18eae2,3486f47ab55f203025b315fc1916c02e8dc59cded6cc3b8459599a77f7f7a9f8,31bfa15dc81fec773efb3c37b734ad91713032cb395925bccc0a61d0c31a85a0,f420731edc18cd571b8a64517a37ce5d4f562ee36517a3967506d0bcd0d3c3b9,3e9c4dafd01c80160e79dabe1fcd89478657ce5b1f833606ea8bb8dfbf74a4d2,ed2f1583beddacb704adef028eaf3e493097977c7737e6879119e5c45ed2962d,3aa4413997173891ec8351d8313f77de0d0912195968ab12430c4cdc2a4f710c,0987cc500e5d86bac8b4b16a0e6553b038447186c8dafb8571eb972d83e51809
"","91","","","","","19060029","19060037","","","906"
"","4","","","1","","126911","19060038","","","906"
"-180","33","","0","180","","11","19060039","","","906"
"0","3","","06_ranpha_float_shy","06_ranpha_float_notice","0.1","126911","19060040","1","0.1","906"
"1","3","","","cmn_float","","117311","19060041","","0.1","906"
"","21","","0","vo_fpc_20603","","vo_fpc","19060042","","","906"
"10","11","0.5","1","啊……","0","126911","19060043","0","0","906"
"","91","","","","","0","19060044","","","906"
"","93","","","0","","0.5","19060045","","","906"
"0","3","","06_chika_float_notice","06_chika_float_notice_in","0.1","117311","19060046","1","0.1","906"
"","21","","0","vo_fpc_20604","","vo_fpc","19060047","","","906"
"9","11","0.5","1","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","0","117311","19060048","0","0","906"
"","91","","","","","0","19060049","","","906"
"","93","","","0","","0.5","19060050","","","906"
"","21","","0","vo_fpc_20605","","vo_fpc","19060051","","","906"
"8","11","0.5","1","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","0","126911","19060052","0","0","906"
"","91","","","","","0","19060053","","","906"
"","93","","","0","","0.5","19060054","","","906"
"1","3","","","06_chika_float_smile","0.2","117311","19060055","","","906"
"","21","","0","vo_fpc_20606","","vo_fpc","19060056","","","906"
"10","11","0.5","1","好的。","0","117311","19060057","0","0","906"
"","91","","","","","0","19060058","","","906"
"","93","","","0","","0.5","19060059","","","906"
"","21","","0","vo_fpc_20607","","vo_fpc","19060060","","","906"
"1","3","","","06_cmn_float_sing","0.2","126911","19060061","","","906"
"1","3","","","06_cmn_float_sing","0.2","117311","19060062","","","906"
"","32","","","0","","10071","19060063","","","906"
"","32","","","1","","10071","19060064","","","906"
"","32","","","1","","10081","19060065","","","906"
"","93","","","0","","2","19060066","","","906"
"-180","2","","4.11764705882353","850","","126911","19060067","","","906"
"-180","33","","4.11764705882353","880","","11","19060068","","","906"
"-180","33","","4.11764705882353","880","","10071","19060069","","","906"
"-125","2","","5.88235294117647","850","","117311","19060070","","","906"
"-125","33","","5.88235294117647","850","","21","19060071","","","906"
"-125","33","","5.88235294117647","850","","10081","19060072","","","906"
"","93","","","0","","1.5","19060073","","","906"
"","32","","","0","","10071","19060074","","","906"
"","32","","","1","","10071","19060075","","","906"
"","32","","","0","","10081","19060076","","","906"
"","32","","","1","","10081","19060077","","","906"
"","91","","","","","19060070","19060078","","","906"
"12","1","07_shinobu_search","-850","127111","1.75","1","19070001","-125","0","907"
"22","1","07_ruka_float","-850","113111","1.75","1","19070002","-180","0","907"
"22","5","07_dokuro_float","-850","4","1.75","4","19070003","-180","0","907"
"-850","31","","-125","11","1","5","19070004","1","","907"
"-850","31","","-180","21","1","4","19070005","1","","907"
"-850","31","","-180","31","1","4","19070006","1","","907"
"1","23","","","se_fpc_water_random","","se_10053800","19070007","","","907"
"","91","","","0","","19070006","19070008","","","907"
"1","3","","","07_shinobu_search","0.1","127111","19070009","","","907"
"-125","2","","8.38806396344946","325","","127111","19070010","12","","907"
"-125","33","","8.38806396344946","325","","11","19070011","12","","907"
"","91","","","","","","19070012","","","907"
"0","3","","07_shinobu_talk_loop","07_shinobu_talk_in","0.1","127111","19070013","1","0.1","907"
"","93","","","0","","1","19070014","","","907"
"","21","","0","vo_fpc_20700","","vo_fpc","19070015","","","907"
"6","11","0.5","1","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","0","127111","19070016","0","0","907"
"","91","","","","","0","19070017","","","907"
"","93","","","0","","0.5","19070018","","","907"
"-180","2","","4.11764705882353","-150","","113111","19070019","12","","907"
"-180","33","","4.11764705882353","-150","","21","19070020","12","","907"
"","91","","","","","","19070021","","","907"
"1","3","","","07_ruka_float2","0.1","113111","19070022","","","907"
"","21","","0","vo_fpc_20701","","vo_fpc","19070023","","","907"
"7","11","0.5","1","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","0","113111","19070024","0","0","907"
"","91","","","","","0","19070025","","","907"
"","93","","","0","","0.5","19070026","","","907"
"","21","","0","vo_fpc_20702","","vo_fpc","19070027","","","907"
"10","11","0.5","1","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","0","113111","19070028","0","0","907"
"","91","","","","","0","19070029","","","907"
"","93","","","0","","0.5","19070030","","","907"
"","21","","0","vo_fpc_20703","","vo_fpc","19070031","","","907"
"7","11","0.5","1","從那之後就沒有看到了，\n要是有好好地安息就好……","0","113111","19070032","0","0","907"
"","91","","","","","0","19070033","","","907"
"","93","","","0","","0.5","19070034","","","907"
"1","3","","","07_ruka_float","0.1","113111","19070035","","","907"
"","21","","0","vo_fpc_20704","","vo_fpc","19070036","","","907"
"8","11","0.5","1","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","0","113111","19070037","0","0","907"
"","91","","","","","0","19070038","","","907"
"","93","","","0","","0.5","19070039","","","907"
"-180","2","","4.52488687782805","850","","113111","19070040","","","907"
"-180","33","","4.52488687782805","850","","21","19070041","","","907"
"","4","","","1","","113111","19070042","","","907"
"1","3","","","07_ruka_float","0.1","113111","19070043","","","907"
"","93","","","0","","3.2","19070044","","","907"
"0","3","","07_shinobu_turnFace_loop","07_shinobu_turnFace_in","0.1","127111","19070045","1","0.1","907"
"","91","","","","","19070040","19070046","","","907"
"-180","2","","3.82352941176471","-200","","4","19070047","","","907"
"-180","33","","3.82352941176471","-200","","31","19070048","","","907"
"","91","","","","","19070047","19070049","","","907"
"0","3","","07_shinobu_surprise_loop","07_shinobu_surprise_in","0.1","127111","19070050","1","0.1","907"
"","21","","0","vo_fpc_20705","","vo_fpc","19070051","","","907"
"13","11","0.5","1","嗚嗚……小姐……","0","4","19070052","0","120","907"
"","91","","","","","0","19070053","","","907"
"","93","","","0","","0.5","19070054","","","907"
"1","3","","","07_dokuro_spin","0.2","4","19070055","","","907"
"","21","","0","vo_fpc_20706","","vo_fpc","19070056","","","907"
"6","11","0.5","1","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","0","4","19070057","0","120","907"
"","91","","","","","0","19070058","","","907"
"","93","","","0","","0.5","19070059","","","907"
"0","3","","07_shinobu_sad_loop","07_shinobu_sad_in","0.1","127111","19070060","1","0.1","907"
"","21","","0","vo_fpc_20707","","vo_fpc","19070061","","","907"
"7","11","0.5","1","看來果然是自作自受呢……\n別管他了吧。","0","127111","19070062","0","0","907"
"","91","","","","","0","19070063","","","907"
"","93","","","0","","0.5","19070064","","","907"
"0","3","","07_shinobu_swim_loop","07_shinobu_swim_in","0.1","127111","19070065","1","0.1","907"
"","32","","","1","","11","19070066","","","907"
"-125","2","","3.08823529411765","850","","127111","19070067","","","907"
"-125","33","","3.08823529411765","850","","11","19070068","","","907"
"1","3","","","07_dokuro_float","0.3","4","19070069","","","907"
"-180","2","","6.17647058823529","850","","4","19070070","","","907"
"-180","33","","6.17647058823529","850","","31","19070071","","","907"
"","91","","","","","19070070","19070072","","","907"
"12","1","cmn_walk_r","750","107811","1.4875","1","19080001","-15","0","908"
"23","1","cmn_swm_tread","-900","126911","1.75","1","19080002","-180","0","908"
"22","5","08_penpokorin","-900","5","1.75","5","19080003","-180","0","908"
"-850","31","","-180","10071","0","1007","19080004","1","","908"
"-900","31","","-180","3","1","3","19080005","1","","908"
"1","23","","","se_fpc_water_random","","se_10053800","19080006","","","908"
"","91","","","","","19080005","19080007","","","908"
"-180","2","","5.88235294117647","-100","","126911","19080008","12","","908"
"-180","2","","5.88235294117647","-100","","5","19080009","12","","908"
"-180","33","","5.88235294117647","-100","","3","19080010","12","","908"
"-180","33","","5.88235294117647","-50","","10071","19080011","12","","908"
"","93","","","0","","2.3","19080012","","","908"
"","21","","0","vo_fpc_20800","","vo_fpc","19080013","","","908"
"","32","","","1","","10071","19080014","","","908"
"-15","2","","3.30882352941176","300","","107811","19080015","12","","908"
"","91","","","","","19080015","19080016","","","908"
"0","3","","08_kyaru_surprise_loop","08_kyaru_surprise_in","0.1","107811","19080017","1","0.1","908"
"","21","","0","vo_fpc_20801","","vo_fpc","19080018","","","908"
"8","11","0.5","1","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","0","107811","19080019","0","0","908"
"","91","","","","","0","19080020","","","908"
"","93","","","0","","0.5","19080021","","","908"
"","21","","0","vo_fpc_20802","","vo_fpc","19080022","","","908"
"9","11","0.5","1","為什麼會拿著那個啦！","0","107811","19080023","0","0","908"
"","91","","","","","0","19080024","","","908"
"","93","","","0","","0.5","19080025","","","908"
"1","3","","","08_ranfa_talk","0.1","126911","19080026","","","908"
"1","3","","","08_penpokorin","0.1","5","19080027","","","908"
"","21","","0","vo_fpc_20803","","vo_fpc","19080028","","","908"
"9","11","0.5","1","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","0","126911","19080029","0","0","908"
"","91","","","","","0","19080030","","","908"
"","93","","","0","","0.5","19080031","","","908"
"1","3","","","cmn_swm_tread","0.1","126911","19080032","","","908"
"1","3","","","08_penpokorin","0.1","5","19080033","","","908"
"0","3","","08_kyaru_talk_loop","08_kyaru_talk_in","0.1","107811","19080034","1","0.1","908"
"","21","","0","vo_fpc_20804","","vo_fpc","19080035","","","908"
"11","11","0.5","1","這、這樣啊……\n話說回來，那個東西會浮起來啊……","0","107811","19080036","0","0","908"
"","91","","","","","0","19080037","","","908"
"","93","","","0","","0.5","19080038","","","908"
"1","3","","","08_ranfa_talk","0.1","126911","19080039","","","908"
"1","3","","","08_penpokorin","0.1","5","19080040","","","908"
"","21","","0","vo_fpc_20805","","vo_fpc","19080041","","","908"
"10","11","0.5","1","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","0","126911","19080042","0","0","908"
"","91","","","","","0","19080043","","","908"
"","93","","","0","","0.5","19080044","","","908"
"1","3","","","cmn_swm_tread","0.1","126911","19080045","","","908"
"1","3","","","08_penpokorin","0.1","5","19080046","","","908"
"0","3","","08_kyaru_deny_loop","08_kyaru_deny_in","0.1","107811","19080047","1","0.1","908"
"","21","","0","vo_fpc_20806","","vo_fpc","19080048","","","908"
"9","11","0.5","1","不，不需要啦！\n總覺得那個很可怕啊，真的是……","0","107811","19080049","0","0","908"
"","91","","","","","0","19080050","","","908"
"","93","","","0","","0.5","19080051","","","908"
"1","3","","","08_kyaru_run","","107811","19080052","","","908"
"-15","2","","2.07390648567119","850","","107811","19080053","","","908"
"","91","","","","","19080053","19080054","","","908"
"-180","2","","4.29864253393665","850","","126911","19080055","","","908"
"-180","2","","4.29864253393665","850","","5","19080056","","","908"
"-180","33","","4.29864253393665","850","","3","19080057","","","908"
"","91","","","","","19080057","19080058","","","908"
"12","1","09_jun_spreadFloat","-850","113611","1.75","1","19090001","-125","0","909"
"12","1","09_cmn_float","-850","113511","1.75","1","19090002","-125","1","909"
"22","1","09_cmn_float","-1050","113411","1.75","1","19090003","-180","0","909"
"12","1","09_misogi_run","750","122811","1.4875","1","19090004","-15","1","909"
"-850","31","","-125","11","1","4","19090005","1","","909"
"-820","31","","-125","21","1","6","19090006","1","","909"
"-1050","31","","-180","31","1","6","19090007","1","","909"
"1","23","","","se_fpc_water_random","","se_10053800","19090008","","","909"
"","91","","","0","","19090007","19090009","","","909"
"-125","2","","6.32352941176471","225","","113611","19090010","12","","909"
"-125","33","","6.32352941176471","225","","11","19090011","12","","909"
"","93","","","0","","3","19090012","","","909"
"-15","2","","5.65610859728507","-750","","122811","19090013","","","909"
"","93","","","0","","0.7","19090014","","","909"
"0","3","","09_jun_notice_loop","09_jun_notice_in","0.1","113611","19090015","1","0.1","909"
"","91","","","","","19090010","19090016","","","909"
"0","3","","09_jun_alart_loop","09_jun_alart_in","0.1","113611","19090017","1","0.1","909"
"-125","2","","4.26470588235294","-125","","113511","19090018","12","","909"
"-125","33","","4.26470588235294","-95","","21","19090019","12","","909"
"-180","2","","4.11764705882353","-350","","113411","19090020","12","","909"
"-180","33","","4.11764705882353","-350","","31","19090021","12","","909"
"","93","","","0","","0.5","19090022","","","909"
"","21","","0","vo_fpc_20900","","vo_fpc","19090023","","","909"
"8","11","0.5","1","哎呀……\n在泳池邊奔跑是很危險的喔！","0","113611","19090024","0","0","909"
"","91","","","","","0","19090025","","","909"
"","93","","","0","","0.5","19090026","","","909"
"","91","","","","","19090018","19090027","","","909"
"0","3","","09_jun_idle_loop","09_jun_idle_in","0.1","113611","19090028","1","0.1","909"
"1","3","","","09_cmn_float_talk","0.1","113511","19090029","","","909"
"","21","","0","vo_fpc_20901","","vo_fpc","19090030","","","909"
"7","11","0.5","1","哎呀？\n剛剛好像是純的聲音……","0","113511","19090031","0","0","909"
"","91","","","","","0","19090032","","","909"
"","93","","","0","","0.5","19090033","","","909"
"","91","","","","","19090033","19090034","","","909"
"1","3","","","09_cmn_float","0.1","113511","19090035","","","909"
"1","3","","","09_cmn_float_search","0.1","113411","19090036","","","909"
"","21","","0","vo_fpc_20902","","vo_fpc","19090037","","","909"
"7","11","0.5","1","咦？真的嗎？\n在哪裡？","0","113411","19090038","0","0","909"
"","91","","","","","0","19090039","","","909"
"","93","","","0","","0.5","19090040","","","909"
"1","3","","","09_jun_talk1_loop","0.1","113611","19090041","","","909"
"1","3","","","09_cmn_float","0.1","113411","19090042","","","909"
"","21","","0","vo_fpc_20903","","vo_fpc","19090043","","","909"
"8","11","0.5","1","（美里老師和初音？說起來，\n我一直都穿著鎧甲跟她們見面啊。\n用這個模樣感覺有點羞恥……）","0","113611","19090044","0","0","909"
