69aec0c591b78dfacc136d5475fc06ce2cca2e7fcdd5c0402b6606be89e403ab,7db8b19c3e49f6a34138584a588b867579135ed14360bd9abcc1752a3a54b492,8df1fd54929d1a47f03b859d5561e9e023463997942afb8abe82c04d2c89c8a2,f5be549b4755ccdaedf33772bee660864762ca20b06ebed6c2165357bb18c5c2,f51465341dbf02b59b4f21553ea5bf9a0b451ec45eadc2538d16f66ca182fcf5,6023ab2ba89b8d4c47456401a52d9a14bc45c82831eaf5f815e887b412f2e027,5f3fcd71532ae4fee012072ca95b7e124fbc2e74ca86b63d1a36c19ef5fe027d,fa0a2feec9fad3afbde371dd853fe9c7a7a3929a75c3b1b3891b6236902b03ab,79a79405817cdbd31a2f04c13b8c9b8ed2a1072cf23342f62c405b83164acd5b,f9f2509ca184ea8a7fba0da140a9d1ac09151e5bb38ab4d53202d7fd44732a66,8215dc52e11f1c352c17f0aa136fc3a8c7ad5c1782fdcd688cf372de9342acdf,95c13a72ec45884b36324f0199ec901b3217e99e49a4513967dcad978b818981,58dc2fe0fe01c4becbb4a2492af1646c4b20961a640ebab8f6644289e8a57073,ead0f6999a64663d27eea81ec5b43cee6b177daad9795c2f2815d5a421a64bbe,80fbb56a28d0cb854076f0a1d148ad88a1ec0c6fd2f9dd80c70af7577a4de3d5,d9f1fa505426349883d71ec4c3c9787aada6a54afec0b1a7c883b8a05742d993,2a15a94924b769e629b2888d0f1106d05d4c18f2c1a82f97bba24633208843e9,efef0dbd150bc7e3203f81287e37a51555a2907d8602e0ecabb4d18160831ab4,4d39914288e0a1a2e63efa51b2a2835717f8bd45caff23e1632a2460a3b6a3c4
"4260","1394","30","0","0","108701","0","0","15","23","2235","226","145","9","18","12490","55","37","245"
"4875","1423","30","0","0","108701","0","0","15","24","2235","232","151","9","18","14078","55","37","245"
"5135","1456","30","0","0","108701","0","0","15","25","2235","245","164","9","18","15792","55","37","245"
"6480","1480","30","0","0","108701","0","0","15","26","2235","260","184","9","18","17493","55","37","245"
"6740","1498","30","0","0","108701","0","0","15","27","2235","273","197","9","18","19476","55","37","245"
"6740","1523","30","0","0","108701","0","0","15","28","2235","278","202","9","18","21693","55","37","245"
"7060","1556","30","0","0","108701","0","0","15","29","2235","283","207","9","18","24035","55","37","245"
"7060","1597","30","0","0","108701","0","0","15","30","2235","288","212","9","18","26559","55","37","245"
"7380","1638","30","0","0","108701","0","0","15","31","2235","293","217","9","18","29157","55","37","245"
"7905","1678","30","0","0","108701","0","0","15","32","2235","293","217","9","18","31894","55","37","245"
"8275","1716","30","0","0","108701","0","0","15","33","2235","299","223","9","18","34735","55","37","245"
"8275","1752","30","0","0","108701","0","0","15","34","2235","305","229","9","18","37768","55","37","245"
"8645","1788","30","0","0","108701","0","0","15","35","2235","311","235","9","18","40907","55","37","245"
"8645","1824","30","0","0","108701","0","0","15","36","2235","318","242","9","18","44189","55","37","245"
"55","0","0","23","0","108801","0","0","0","2","75","1","2","0","0","0","0","0","0"
"150","0","0","81","0","108801","0","0","0","3","125","1","8","0","0","0","0","0","0"
"325","0","10","172","0","108801","0","0","0","4","175","4","17","0","0","0","0","0","5"
"505","0","10","349","0","108801","0","0","0","5","175","4","33","0","0","0","0","0","15"
"1035","0","25","522","0","108801","0","0","0","6","175","12","52","0","0","0","0","0","15"
"1395","0","30","790","0","108801","0","0","0","7","175","14","66","0","0","0","0","0","85"
"1675","0","75","1089","0","108801","0","0","0","8","175","19","88","0","0","0","0","4","85"
"2130","0","110","1389","6","108801","0","0","5","9","175","25","109","0","0","0","0","9","100"
"2490","0","115","1758","30","108801","0","0","10","10","395","28","126","0","0","0","0","14","135"
"2910","0","129","2159","53","108801","0","0","10","11","735","35","145","0","0","0","0","14","151"
"3430","0","138","2471","63","108801","0","0","12","12","955","56","171","0","0","0","0","17","177"
"3670","0","138","2895","89","108801","0","0","17","13","1075","70","193","0","0","0","0","17","199"
"3930","0","142","3235","99","108801","0","0","19","14","1195","98","230","0","0","0","0","17","211"
"4130","0","151","3631","113","108801","0","0","19","15","1415","125","264","0","0","0","0","17","211"
"4360","0","157","4077","129","108801","0","0","19","16","1415","155","295","0","0","0","0","17","211"
"4490","0","158","4528","149","108801","0","0","19","17","1415","183","334","0","3","0","0","17","226"
"4835","0","158","4976","164","108801","0","0","19","18","1415","219","380","0","3","0","0","17","251"
"5480","0","158","5447","189","108801","0","0","19","19","1510","260","432","0","3","0","0","17","251"
"6065","0","158","6036","225","108801","0","0","19","20","1510","302","479","0","3","0","0","17","251"
"6650","0","158","6612","260","108801","0","0","19","21","1510","351","541","0","3","0","0","17","251"
"7855","0","158","7276","296","108801","0","0","19","22","1610","403","603","0","3","0","0","17","251"
"9315","0","158","8036","326","108801","0","0","19","23","1610","462","669","0","3","0","0","17","251"
"10840","0","158","8877","326","108801","0","0","19","24","1610","523","744","0","3","0","0","17","251"
"12135","0","158","9983","351","108801","0","0","19","25","1610","577","805","0","3","0","0","17","251"
"13130","0","158","11380","378","108801","0","0","19","26","1610","620","854","0","3","0","0","17","251"
"14245","0","158","12920","395","108801","0","0","19","27","1610","661","898","0","3","0","0","17","251"
"15465","0","158","14566","412","108801","0","0","19","28","1610","704","942","0","3","0","0","17","251"
"16840","0","158","16314","429","108801","0","0","19","29","1610","752","990","0","3","0","0","17","251"
"18295","0","158","18169","447","108801","0","0","19","30","1610","803","1041","0","3","0","0","17","251"
"19830","0","158","20114","465","108801","0","0","19","31","1610","855","1093","0","3","0","0","17","251"
"21440","0","158","22149","483","108801","0","0","19","32","1610","908","1146","0","3","0","0","17","251"
"23220","0","158","24300","501","108801","0","0","19","33","1610","962","1200","0","3","0","0","17","251"
"25240","0","158","26567","518","108801","0","0","19","34","1610","1018","1256","0","3","0","0","17","251"
"27430","0","158","28945","535","108801","0","0","19","35","1610","1074","1312","0","3","0","0","17","251"
"29790","0","158","31405","552","108801","0","0","19","36","1610","1131","1369","0","3","0","0","17","251"
"95","0","0","0","0","108901","0","0","0","2","100","2","0","0","1","14","0","0","0"
"250","0","0","4","0","108901","0","0","0","3","200","5","1","0","2","56","0","0","5"
"600","0","0","11","0","108901","0","0","0","4","250","10","6","0","4","126","0","0","20"
"1290","0","0","11","0","108901","0","0","0","5","250","17","12","0","7","235","0","0","35"
"2250","0","0","24","0","108901","0","0","0","6","250","25","22","0","11","375","0","0","35"
"2910","0","5","38","0","108901","0","0","0","7","250","37","34","0","15","587","0","0","35"
"3850","0","5","85","0","108901","0","0","0","8","250","54","52","0","15","766","0","4","50"
"4725","10","10","132","0","108901","0","0","0","9","250","70","69","0","21","950","0","13","65"
"5665","30","25","142","0","108901","0","0","0","10","250","92","87","2","26","1175","0","22","65"
"6625","40","38","167","0","108901","0","0","0","11","250","115","108","7","26","1425","3","22","65"
"7385","50","58","187","0","108901","0","0","0","12","350","136","130","7","31","1683","9","25","65"
"8065","50","60","187","0","108901","0","0","0","13","450","169","157","7","35","1972","12","25","73"
"8485","64","62","235","10","108901","0","0","2","14","450","203","188","7","35","2254","12","25","81"
"8785","78","62","278","10","108901","0","0","4","15","550","234","221","7","35","2591","15","25","81"
"9135","102","62","321","10","108901","0","0","4","16","650","273","263","7","35","2889","15","25","81"
"9565","132","62","321","10","108901","0","0","4","17","650","311","315","7","38","3209","15","25","81"
"10060","169","62","321","10","108901","0","0","4","18","650","348","374","7","41","3567","15","25","81"
"10410","210","62","321","10","108901","0","0","4","19","745","397","431","7","41","4011","15","25","81"
"10575","248","62","321","10","108901","0","0","4","20","840","452","492","7","41","4523","15","25","81"
"10815","284","62","321","10","108901","0","0","4","21","840","508","562","7","41","5081","15","25","81"
"11365","336","62","321","10","108901","0","0","4","22","840","566","625","7","41","5801","15","25","81"
"11935","384","62","321","10","108901","0","0","4","23","840","635","688","7","41","6632","15","25","81"
"12525","416","62","321","10","108901","0","0","4","24","840","708","759","7","41","7521","15","25","81"
"13340","463","62","321","10","108901","0","0","4","25","840","779","834","7","41","8528","15","25","81"
"15735","495","62","321","10","108901","0","0","4","26","840","857","920","7","41","9420","15","25","81"
"20290","501","62","321","10","108901","0","0","4","27","840","937","1009","7","41","10166","15","25","81"
"25540","507","62","321","10","108901","0","0","4","28","840","1019","1095","7","41","10968","15","25","81"
"31300","513","62","321","10","108901","0","0","4","29","840","1108","1184","7","41","11827","15","25","81"
"37575","519","62","321","10","108901","0","0","4","30","840","1202","1278","7","41","12723","15","25","81"
"44140","525","62","321","10","108901","0","0","4","31","840","1300","1376","7","41","13656","15","25","81"
"51175","531","62","321","10","108901","0","0","4","32","840","1401","1477","7","41","14616","15","25","81"
"58925","537","62","321","10","108901","0","0","4","33","840","1504","1580","7","41","15621","15","25","81"
"67455","543","62","321","10","108901","0","0","4","34","840","1609","1685","7","41","16682","15","25","81"
"76695","549","62","321","10","108901","0","0","4","35","840","1715","1791","7","41","17781","15","25","81"
"86495","555","62","321","10","108901","0","0","4","36","840","1822","1898","7","41","18917","15","25","81"
"15","0","0","0","0","109001","0","0","0","2","50","3","0","0","0","32","0","0","0"
"105","0","0","0","0","109001","0","0","0","3","100","5","0","0","0","109","0","0","0"
"255","0","0","0","0","109001","0","0","0","4","160","6","1","0","0","256","0","0","10"
"500","0","10","0","0","109001","0","0","0","5","160","9","2","0","0","473","0","0","30"
"735","0","10","13","0","109001","0","0","0","6","340","17","6","0","0","748","0","0","30"
"1115","0","10","13","0","109001","0","0","0","7","810","23","8","0","0","1087","0","0","30"
"1635","0","10","13","0","109001","0","0","0","8","1045","31","10","0","0","1470","0","0","30"
"1955","10","10","13","0","109001","0","0","0","9","1045","40","12","0","0","1917","0","5","55"
"2105","50","20","13","0","109001","0","0","0","10","1045","47","18","0","0","2419","0","10","55"
"2265","88","30","13","0","109001","0","0","0","11","1045","51","23","2","2","2941","11","10","55"
"2635","130","30","13","0","109001","0","0","0","12","1045","57","27","4","2","3471","22","16","55"
"2825","185","30","13","0","109001","0","0","0","13","1045","65","33","6","2","4019","33","19","80"
"2885","266","30","13","0","109001","0","0","0","14","1145","70","37","6","2","4660","33","22","105"
"2945","354","30","13","0","109001","0","0","0","15","1245","75","42","6","2","5353","33","22","105"
"2945","432","30","13","0","109001","0","0","0","16","1345","83","45","6","2","6086","36","22","105"
"3195","510","30","13","0","109001","0","0","0","17","1345","89","50","6","2","6841","39","22","105"
"3445","617","30","13","0","109001","0","0","0","18","1345","92","55","6","2","7687","39","22","105"
"3740","725","30","13","0","109001","0","0","0","19","1345","96","59","6","2","8638","39","22","105"
"3935","806","30","13","0","109001","0","0","0","20","1345","109","64","6","2","9675","39","22","114"
"4125","901","30","13","0","109001","0","0","0","21","1345","115","69","6","2","10841","39","22","123"
"4470","975","30","13","0","109001","0","0","0","22","1345","121","75","6","2","12179","39","22","132"
"5055","1063","30","13","0","109001","0","0","0","23","1345","132","84","6","2","13586","39","22","132"
"6235","1117","30","13","0","109001","0","0","0","24","1345","132","84","6","2","15158","39","22","132"
"6875","1175","30","13","0","109001","0","0","0","25","1345","145","97","6","2","16817","39","22","132"
"7435","1199","30","13","0","109001","0","0","0","26","1345","151","106","6","2","18706","39","22","132"
"7965","1217","30","13","0","109001","0","0","0","27","1345","164","119","6","2","20658","39","22","132"
"8265","1238","30","13","0","109001","0","0","0","28","1345","169","124","6","2","22843","39","22","132"
"8885","1263","30","13","0","109001","0","0","0","29","1345","174","129","6","2","25156","39","22","132"
"9185","1292","30","13","0","109001","0","0","0","30","1345","179","134","6","2","27653","39","22","132"
"9805","1321","30","13","0","109001","0","0","0","31","1345","184","139","6","2","30224","39","22","132"
"10205","1350","30","13","0","109001","0","0","0","32","1345","190","145","6","2","32921","39","22","132"
"11075","1378","30","13","0","109001","0","0","0","33","1345","196","151","6","2","35711","39","22","132"
"11675","1405","30","13","0","109001","0","0","0","34","1345","202","157","6","2","38681","39","22","132"
"12645","1432","30","13","0","109001","0","0","0","35","1345","208","163","6","2","41757","39","22","132"
"13245","1459","30","13","0","109001","0","0","0","36","1345","215","170","6","2","44976","39","22","132"
"95","0","0","0","0","109101","0","0","0","2","75","2","0","0","0","22","0","0","0"
"310","0","0","0","0","109101","0","0","0","3","125","6","2","0","0","71","0","0","0"
"685","0","0","0","0","109101","0","0","0","4","155","11","4","0","0","176","0","0","10"
"1435","0","5","0","0","109101","0","0","0","5","155","20","11","0","0","289","0","0","20"
"2300","0","5","0","0","109101","0","0","0","6","245","31","13","0","0","499","0","0","35"
"3270","0","5","0","0","109101","0","0","0","7","715","43","15","0","0","746","0","0","35"
"4025","0","5","0","0","109101","0","0","0","8","715","57","23","3","0","1040","0","0","50"
"4630","20","5","0","0","109101","0","0","0","9","1115","71","31","7","0","1353","0","9","65"
"4990","50","30","0","0","109101","0","0","0","10","1115","80","40","12","5","1729","0","18","65"
"5410","88","40","0","0","109101","0","0","0","11","1115","88","49","17","7","2147","13","18","65"
"6180","130","40","0","0","109101","0","0","0","12","1115","98","56","17","7","2581","29","21","65"
"6770","153","40","0","0","109101","0","0","0","13","1115","110","70","17","9","2996","42","24","98"
"7230","194","40","0","0","109101","0","0","0","14","1115","123","81","17","9","3520","42","24","131"
"7530","260","40","0","0","109101","0","0","0","15","1115","136","92","17","9","4095","42","24","143"
"7770","341","40","0","0","109101","0","0","0","16","1165","151","111","17","9","4643","45","24","155"
"8135","429","40","0","0","109101","0","0","0","17","1215","176","133","17","9","5166","48","24","155"
"8685","533","40","0","0","109101","0","0","0","18","1215","207","151","17","9","5739","48","24","155"
"9405","652","40","0","0","109101","0","0","0","19","1215","236","171","17","9","6380","48","24","170"
"10075","771","40","0","0","109101","0","0","0","20","1215","265","194","17","9","7092","48","24","205"
"10735","892","40","0","0","109101","0","0","0","21","1215","296","218","17","9","7882","48","24","245"
"11505","1000","40","0","0","109101","0","0","0","22","1215","332","248","17","9","8791","48","24","285"
"12620","1071","40","0","0","109101","0","0","0","23","1215","374","286","17","9","9793","48","24","305"
"13810","1132","40","0","0","109101","0","0","0","24","1215","422","326","17","9","10881","48","24","305"
"15025","1195","40","0","0","109101","0","0","0","25","1215","475","367","17","9","12096","48","24","305"
"17285","1234","40","0","0","109101","0","0","0","26","1215","517","408","17","9","13406","48","24","305"
"20840","1258","40","0","0","109101","0","0","0","27","1215","544","444","17","9","14787","48","24","305"
"24925","1282","40","0","0","109101","0","0","0","28","1215","571","475","17","9","16261","48","24","305"
