a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812
"","0","我開冒失治癒藥水給妳吧。","","","","1007407","103","1007407073","","1007407070"
"","0","我開個退冒失魔丸給妳吧。","","","","1007407","103","1007407115","","1007407071"
"","0","快穿上這件冒失矯正帶。","","","","1007407","103","1007407157","","1007407072"
"","1","117531","0","0.2","","1007407","3","mhp_sit_idle","","1007407073"
"","1","102511","0","0.2","","1007407","3","mhp_sit_talk_surprise2","","1007407074"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2009","0","1007407075"
"0","6","102511","0","0","0.5","1007407","11","原、原來有這種藥嗎！","1","1007407076"
"","","0","","","","1007407","91","","","1007407077"
"0","0","117531","1","0.2","","1007407","3","mhp_sit_out","mhp_idle_normal","1007407078"
"","","0.6","","","","1007407","93","0","","1007407079"
"0","0","102511","1","0.2","","1007407","3","mhp_sit_out","mhp_idle_normal","1007407080"
"","","0.2","","","","1007407","93","0","","1007407081"
"","1","102511","0","0.2","","1007407","3","mhp_walk","","1007407082"
"","-220","102511","0","","","1007407","2","35","1.5","1007407083"
"","-220","31","0","","","1007407","2","35","1.5","1007407084"
"","-220","11","0","","","1007407","2","35","1.5","1007407085"
"","-220","12","0","","","1007407","2","35","1.5","1007407086"
"","","0.3","","","","1007407","93","0","","1007407087"
"0","0","117531","1","0.2","","1007407","3","mhp_handover_in","mhp_handover_loop","1007407088"
"0","1","21","1","0","","1007407","6","1","1","1007407089"
"0","1","22","1","0","","1007407","6","1","1","1007407090"
"0","0","21","1","0.2","","1007407","3","mhp_handover_in","mhp_handover_loop","1007407091"
"0","0","22","1","0.2","","1007407","3","mhp_item_EX0004_handover_in","mhp_item_EX0004_handover_loop","1007407092"
"","","1.2","","","","1007407","93","0","","1007407093"
"0","0","102511","1","0.2","","1007407","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007407094"
"0","1","11","1","0","","1007407","6","1","1","1007407095"
"0","1","12","1","0","","1007407","6","1","1","1007407096"
"0","0","11","1","0.2","","1007407","3","mhp_receive_suzume_in","mhp_receive_suzume_loop","1007407097"
"0","0","12","1","0.2","","1007407","3","mhp_item_EX0004_receive_in","mhp_item_EX0004_receive_loop","1007407098"
"","","0.6","","","","1007407","93","0","","1007407099"
"0","1","22","1","0.4","","1007407","6","1","1","1007407100"
"","","0.4","","","","1007407","93","0","","1007407101"
"0","0","117531","1","0.2","","1007407","3","mhp_handover_out","mhp_idle_normal","1007407102"
"0","0","21","1","0.2","","1007407","3","mhp_handover_out","NoItem_idle","1007407103"
"0","0","22","1","0.2","","1007407","3","mhp_item_EX0004_handover_out","NoItem_idle","1007407104"
"","","0.4","","","","1007407","93","0","","1007407105"
"0","0","102511","1","0.2","","1007407","3","mhp_handover_receive_out","mhp_idle_normal","1007407106"
"0","0","11","1","0.2","","1007407","3","mhp_receive_suzume_out","NoItem_idle","1007407107"
"0","0","12","1","0.2","","1007407","3","mhp_item_EX0004_receive_out","NoItem_idle","1007407108"
"","","2","","","","1007407","93","0","","1007407109"
"","1","117531","0","0.2","","1007407","3","mhp_talk_thinking","","1007407110"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2010","0","1007407111"
"0","4","117531","0","0","0.5","1007407","11","有啊。\n因為效果馬上就會顯現，\n妳之後就照常生活吧。","1","1007407112"
"","","0","","","","1007407","91","","","1007407113"
"","","1007407197","","","","1007407","101","","","1007407114"
"0","0","117531","1","0.2","","1007407","3","mhp_sit_out","mhp_idle_normal","1007407115"
"","","0.6","","","","1007407","93","0","","1007407116"
"0","0","102511","1","0.2","","1007407","3","mhp_sit_out","mhp_idle_normal","1007407117"
"","","0.2","","","","1007407","93","0","","1007407118"
"","1","102511","0","0.2","","1007407","3","mhp_walk","","1007407119"
"","-220","102511","0","","","1007407","2","35","1.5","1007407120"
"","-220","31","0","","","1007407","2","35","1.5","1007407121"
"","-220","11","0","","","1007407","2","35","1.5","1007407122"
"","-220","12","0","","","1007407","2","35","1.5","1007407123"
"","","0.3","","","","1007407","93","0","","1007407124"
"0","0","117531","1","0.2","","1007407","3","mhp_handover_in","mhp_handover_loop","1007407125"
"0","1","21","1","0","","1007407","6","1","1","1007407126"
"0","1","22","1","0","","1007407","6","1","1","1007407127"
"0","0","21","1","0.2","","1007407","3","mhp_handover_in","mhp_handover_loop","1007407128"
"0","0","22","1","0.2","","1007407","3","mhp_item_EX0006_handover_in","mhp_item_EX0006_handover_loop","1007407129"
"","","1.2","","","","1007407","93","0","","1007407130"
"0","0","102511","1","0.2","","1007407","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007407131"
"0","1","11","1","0","","1007407","6","1","1","1007407132"
"0","1","12","1","0","","1007407","6","1","1","1007407133"
"0","0","11","1","0.2","","1007407","3","mhp_receive_suzume_in","mhp_receive_suzume_loop","1007407134"
"0","0","12","1","0.2","","1007407","3","mhp_item_EX0006_receive_in","mhp_item_EX0006_receive_loop","1007407135"
"","","0.6","","","","1007407","93","0","","1007407136"
"0","1","22","1","0.4","","1007407","6","1","1","1007407137"
"","","0.4","","","","1007407","93","0","","1007407138"
"0","0","117531","1","0.2","","1007407","3","mhp_handover_out","mhp_idle_normal","1007407139"
"0","0","21","1","0.2","","1007407","3","mhp_handover_out","NoItem_idle","1007407140"
"0","0","22","1","0.2","","1007407","3","mhp_item_EX0006_handover_out","NoItem_idle","1007407141"
"","","0.4","","","","1007407","93","0","","1007407142"
"0","0","102511","1","0.2","","1007407","3","mhp_handover_receive_out","mhp_idle_normal","1007407143"
"0","0","11","1","0.2","","1007407","3","mhp_receive_suzume_out","NoItem_idle","1007407144"
"0","0","12","1","0.2","","1007407","3","mhp_item_EX0006_receive_out","NoItem_idle","1007407145"
"","","2","","","","1007407","93","0","","1007407146"
"","1","102511","0","0.2","","1007407","3","mhp_talk_sad","","1007407147"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2011","0","1007407148"
"0","6","102511","0","0","0.5","1007407","11","總、總覺得這就像糖果呢……","1","1007407149"
"","","0","","","","1007407","91","","","1007407150"
"","1","102511","0","0.2","","1007407","3","mhp_idle_sad","","1007407151"
"","1","117531","0","0.2","","1007407","3","mhp_talk_normal","","1007407152"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2012","0","1007407153"
"0","5","117531","0","0","0.5","1007407","11","這是為了讓妳方便服用。\n一天三次，等全部吃完後，\n妳再過來吧。","1","1007407154"
"","","0","","","","1007407","91","","","1007407155"
"","","1007407197","","","","1007407","101","","","1007407156"
"0","0","117531","1","0.2","","1007407","3","mhp_sit_out","mhp_idle_normal","1007407157"
"","","0.6","","","","1007407","93","0","","1007407158"
"0","0","102511","1","0.2","","1007407","3","mhp_sit_out","mhp_idle_normal","1007407159"
"","","0.2","","","","1007407","93","0","","1007407160"
"","1","102511","0","0.2","","1007407","3","mhp_walk","","1007407161"
"","-220","102511","0","","","1007407","2","35","1.5","1007407162"
"","-220","31","0","","","1007407","2","35","1.5","1007407163"
"","-220","11","0","","","1007407","2","35","1.5","1007407164"
"","-220","12","0","","","1007407","2","35","1.5","1007407165"
"","","0.3","","","","1007407","93","0","","1007407166"
"0","0","117531","1","0.2","","1007407","3","mhp_handover_in","mhp_handover_loop","1007407167"
"0","1","21","1","0","","1007407","6","1","1","1007407168"
"0","1","22","1","0","","1007407","6","1","1","1007407169"
"0","0","21","1","0.2","","1007407","3","mhp_handover_in","mhp_handover_loop","1007407170"
"0","0","22","1","0.2","","1007407","3","mhp_item_EX0011_handover_in","mhp_item_EX0011_handover_loop","1007407171"
"","","1.2","","","","1007407","93","0","","1007407172"
"0","0","102511","1","0.2","","1007407","3","mhp_handover_receive_in","mhp_handover_receive_loop","1007407173"
"0","1","11","1","0","","1007407","6","1","1","1007407174"
"0","1","12","1","0","","1007407","6","1","1","1007407175"
"0","0","11","1","0.2","","1007407","3","mhp_receive_suzume_in","mhp_receive_suzume_loop","1007407176"
"0","0","12","1","0.2","","1007407","3","mhp_item_EX0011_receive_in","mhp_item_EX0011_receive_loop","1007407177"
"","","0.6","","","","1007407","93","0","","1007407178"
"0","1","22","1","0.4","","1007407","6","1","1","1007407179"
"","","0.4","","","","1007407","93","0","","1007407180"
"0","0","117531","1","0.2","","1007407","3","mhp_handover_out","mhp_idle_normal","1007407181"
"0","0","21","1","0.2","","1007407","3","mhp_handover_out","NoItem_idle","1007407182"
"0","0","22","1","0.2","","1007407","3","mhp_item_EX0011_handover_out","NoItem_idle","1007407183"
"","","0.4","","","","1007407","93","0","","1007407184"
"0","0","102511","1","0.2","","1007407","3","mhp_handover_receive_out","mhp_idle_normal","1007407185"
"0","0","11","1","0.2","","1007407","3","mhp_receive_suzume_out","NoItem_idle","1007407186"
"0","0","12","1","0.2","","1007407","3","mhp_item_EX0011_receive_out","NoItem_idle","1007407187"
"","","2","","","","1007407","93","0","","1007407188"
"","1","102511","0","0.2","","1007407","3","mhp_talk_joy2","","1007407189"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2013","0","1007407190"
"0","5","102511","0","0","0.5","1007407","11","居、居然有這樣的東西……\n真希望我有早點戴上！","1","1007407191"
"","","0","","","","1007407","91","","","1007407192"
"","1","102511","0","0.2","","1007407","3","mhp_idle_normal","","1007407193"
"","1","117531","0","0.2","","1007407","3","mhp_talk_normal","","1007407194"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2014","0","1007407195"
"0","4","117531","0","0","0.5","1007407","11","那只是輔助用具而已喔。\n關鍵還是在於妳自己能不能小心，\n妳別忘記這一點喔。","1","1007407196"
"","","0","","","","1007407","91","","","1007407197"
"","1","117531","0","0.2","","1007407","3","mhp_idle_normal","","1007407198"
"","1","102511","0","0.2","","1007407","3","mhp_talk_normal","","1007407199"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2015","0","1007407200"
"0","4","102511","0","","0.5","1007407","11","謝謝妳，醫生！\n我一定會克服冒失的！","1","1007407201"
"","","0","","","","1007407","91","","","1007407202"
"","","0","","","","1007407","22","0","","1007407203"
"","1","102511","0","0.2","","1007407","3","mhp_walk","","1007407204"
"","","102511","","","","1007407","4","1","","1007407205"
"","-220","102511","0","","","1007407","2","-1000","5","1007407206"
"","","0.5","","","","1007407","93","","","1007407207"
"0","2","102511","","0","","1007407","12","6","","1007407208"
"","","4","","","","1007407","93","0","","1007407209"
"","1","117631","0","0.2","","1007407","3","mhp_sit_talk_normal","","1007407210"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2016","0","1007407211"
"0","10","117631","0","0","0.5","1007407","11","醫生，剛才那是真的有效嗎？","1","1007407212"
"","","0","","","","1007407","91","","","1007407213"
"","1","117631","0","0.2","","1007407","3","mhp_sit_idle","","1007407214"
"","1","117531","0","0.2","","1007407","3","mhp_talk_thinking","","1007407215"
"","0","vo_mhp_1007407","","","","1007407","21","vo_mhp_2017","0","1007407216"
"0","5","117531","0","","0.5","1007407","11","怎麼可能，那全都是平凡的現成商品喔。\n我是要讓她相信這樣就能治好冒失。\n如果順利，我們就能賺一筆，\n但事情會如何發展呢……","1","1007407217"
"","","0","","","","1007407","91","","","1007407218"
"","","0","","","","1007407","22","0.5","","1007407219"
"","","0","","","","1007407","91","","","1007407220"
"0","100","1","-200","1.7","mhp_idle_normal","1007408","1","102511","-1000","1007408001"
"1","100","1","-220","1.7","mhp_sit_idle","1007408","1","117531","185","1007408002"
"1","100","1","-200","1.7","mhp_sit_idle","1007408","1","117631","365","1007408003"
"","-240","1","0.85","1","","1007408","31","1","-154","1007408004"
"","-10","21","0.85","0","","1007408","31","121","-90","1007408005"
"0","110","1","-220","1.7","NoItem","1007408","5","11","-200","1007408006"
"0","105","1","-220","1.7","NoItem","1007408","5","12","-200","1007408007"
"1","110","1","-220","1.7","NoItem","1007408","5","21","185","1007408008"
"1","105","1","-220","1.7","NoItem","1007408","5","22","185","1007408009"
"0","1","11","0","0","","1007408","6","1","1","1007408010"
"0","1","12","0","0","","1007408","6","1","1","1007408011"
"0","1","21","0","0","","1007408","6","1","1","1007408012"
"0","1","22","0","0","","1007408","6","1","1","1007408013"
"0","110","1","-220","1.7","NoItem","1007408","5","31","-1000","1007408014"
"","","0","","","","1007408","91","","","1007408015"
"","1","117531","","0.2","","1007408","3","mhp_sit_talk_normal","","1007408016"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2101","0","1007408017"
"0","5","117531","0","0","0.5","1007408","11","鈴莓，請進～","0","1007408018"
"","","0","","","","1007408","91","","","1007408019"
"","1","117531","","0.2","","1007408","3","mhp_sit_idle","","1007408020"
"","1","102511","","0.2","","1007408","3","mhp_walk","","1007408021"
"","-220","102511","0","","","1007408","2","-200","4","1007408022"
"","1","31","","0.2","","1007408","3","NoItem","","1007408023"
"","-220","31","0","","","1007408","2","-200","4","1007408024"
"","","0","","","","1007408","91","","","1007408025"
"0.2","0","102511","1","0.2","","1007408","3","mhp_sit_in","mhp_sit_idle","1007408026"
"","","1","","","","1007408","93","0","","1007408027"
"","1","117531","","0.2","","1007408","3","mhp_sit_talk_normal","","1007408028"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2102","0","1007408029"
"0","7","117531","0","0","0.5","1007408","11","好了，情況在那之後如何呢？","1","1007408030"
"","","0","","","","1007408","91","","","1007408031"
"","1","117531","","0.2","","1007408","3","mhp_sit_idle","","1007408032"
"","1","102511","","0.2","","1007408","3","mhp_sit_talk_wish","","1007408033"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2103","0","1007408034"
"0","5","102511","0","0","0.5","1007408","11","這、這個……請醫生看過病後，\n有在漸漸改善了！","1","1007408035"
"","","0","","","","1007408","91","","","1007408036"
"","1","102511","","0.2","","1007408","3","mhp_sit_talk_joy2","","1007408037"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2104","0","1007408038"
"0","4","102511","0","0","0.5","1007408","11","每天的跌倒次數減少了一次，\n昨天甚至沒有\n把糖和鹽搞混喔！","1","1007408039"
"","","0","","","","1007408","91","","","1007408040"
"","1","102511","","0.2","","1007408","3","mhp_sit_idle_joy2","","1007408041"
"","1","117631","","0.2","","1007408","3","mhp_sit_idle_sad","","1007408042"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2105","0","1007408043"
"0","5","117631","0","0","0.5","1007408","11","（這能說是改善嗎？）","1","1007408044"
"","","0","","","","1007408","91","","","1007408045"
"","1","117631","","0.2","","1007408","3","mhp_sit_idle","","1007408046"
"","1","102511","","0.2","","1007408","3","mhp_sit_idle","","1007408047"
"","1","117531","","0.2","","1007408","3","mhp_sit_talk_normal","","1007408048"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2106","0","1007408049"
"0","5","117531","0","0","0.5","1007408","11","那真是太好了。\n之前是開藥並暫時觀察情況，\n但今天就來展開具體的治療吧。","1","1007408050"
"","","0","","","","1007408","91","","","1007408051"
"","1","117531","","0.2","","1007408","3","mhp_sit_idle","","1007408052"
"","1","102511","","0.2","","1007408","3","mhp_sit_talk_wish","","1007408053"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2107","0","1007408054"
"0","5","102511","0","0","0.5","1007408","11","真、真的嗎？\n那我的冒失也終於……","1","1007408055"
"","","0","","","","1007408","91","","","1007408056"
"","1","102511","","0.2","","1007408","3","mhp_sit_idle","","1007408057"
"","1","117531","","0.2","","1007408","3","mhp_sit_talk_thinking","","1007408058"
"","0","vo_mhp_1007408","","","","1007408","21","vo_mhp_2108","0","1007408059"
"0","4","117531","0","0","0.5","1007408","11","我無法斷言能夠徹底治好。\n畢竟這在醫學上也是極端稀有的病例啊。\n但我會盡我所能。","1","1007408060"
