066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64
"","","","91","907","","","0","","19070017",""
"","","","93","907","","","0.5","","19070018","0"
"12","4.11764705882353","","2","907","","-180","113111","","19070019","-150"
"12","4.11764705882353","","33","907","","-180","21","","19070020","-150"
"","","","91","907","","","","","19070021",""
"","","0.1","3","907","","1","113111","","19070022","07_ruka_float2"
"","0","","21","907","","","vo_fpc","","19070023","vo_fpc_20701"
"0","1","0","11","907","0","7","113111","0.5","19070024","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……"
"","","","91","907","","","0","","19070025",""
"","","","93","907","","","0.5","","19070026","0"
"","0","","21","907","","","vo_fpc","","19070027","vo_fpc_20702"
"0","1","0","11","907","0","10","113111","0.5","19070028","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……"
"","","","91","907","","","0","","19070029",""
"","","","93","907","","","0.5","","19070030","0"
"","0","","21","907","","","vo_fpc","","19070031","vo_fpc_20703"
"0","1","0","11","907","0","7","113111","0.5","19070032","從那之後就沒有看到了，\n要是有好好地安息就好……"
"","","","91","907","","","0","","19070033",""
"","","","93","907","","","0.5","","19070034","0"
"","","0.1","3","907","","1","113111","","19070035","07_ruka_float"
"","0","","21","907","","","vo_fpc","","19070036","vo_fpc_20704"
"0","1","0","11","907","0","8","113111","0.5","19070037","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？"
"","","","91","907","","","0","","19070038",""
"","","","93","907","","","0.5","","19070039","0"
"","4.52488687782805","","2","907","","-180","113111","","19070040","850"
"","4.52488687782805","","33","907","","-180","21","","19070041","850"
"","","","4","907","","","113111","","19070042","1"
"","","0.1","3","907","","1","113111","","19070043","07_ruka_float"
"","","","93","907","","","3.2","","19070044","0"
"1","07_shinobu_turnFace_loop","0.1","3","907","0.1","0","127111","","19070045","07_shinobu_turnFace_in"
"","","","91","907","","","19070040","","19070046",""
"","3.82352941176471","","2","907","","-180","4","","19070047","-200"
"","3.82352941176471","","33","907","","-180","31","","19070048","-200"
"","","","91","907","","","19070047","","19070049",""
"1","07_shinobu_surprise_loop","0.1","3","907","0.1","0","127111","","19070050","07_shinobu_surprise_in"
"","0","","21","907","","","vo_fpc","","19070051","vo_fpc_20705"
"0","1","0","11","907","120","13","4","0.5","19070052","嗚嗚……小姐……"
"","","","91","907","","","0","","19070053",""
"","","","93","907","","","0.5","","19070054","0"
"","","0.2","3","907","","1","4","","19070055","07_dokuro_spin"
"","0","","21","907","","","vo_fpc","","19070056","vo_fpc_20706"
"0","1","0","11","907","120","6","4","0.5","19070057","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……"
"","","","91","907","","","0","","19070058",""
"","","","93","907","","","0.5","","19070059","0"
"1","07_shinobu_sad_loop","0.1","3","907","0.1","0","127111","","19070060","07_shinobu_sad_in"
"","0","","21","907","","","vo_fpc","","19070061","vo_fpc_20707"
"0","1","0","11","907","0","7","127111","0.5","19070062","看來果然是自作自受呢……\n別管他了吧。"
"","","","91","907","","","0","","19070063",""
"","","","93","907","","","0.5","","19070064","0"
"1","07_shinobu_swim_loop","0.1","3","907","0.1","0","127111","","19070065","07_shinobu_swim_in"
"","","","32","907","","","11","","19070066","1"
"","3.08823529411765","","2","907","","-125","127111","","19070067","850"
"","3.08823529411765","","33","907","","-125","11","","19070068","850"
"","","0.3","3","907","","1","4","","19070069","07_dokuro_float"
"","6.17647058823529","","2","907","","-180","4","","19070070","850"
"","6.17647058823529","","33","907","","-180","31","","19070071","850"
"","","","91","907","","","19070070","","19070072",""
"-15","750","1.4875","1","908","0","12","1","cmn_walk_r","19080001","107811"
"-180","-900","1.75","1","908","0","23","1","cmn_swm_tread","19080002","126911"
"-180","-900","1.75","5","908","0","22","5","08_penpokorin","19080003","5"
"1","-180","0","31","908","","-850","1007","","19080004","10071"
"1","-180","1","31","908","","-900","3","","19080005","3"
"","","","23","908","","1","se_10053800","","19080006","se_fpc_water_random"
"","","","91","908","","","19080005","","19080007",""
"12","5.88235294117647","","2","908","","-180","126911","","19080008","-100"
"12","5.88235294117647","","2","908","","-180","5","","19080009","-100"
"12","5.88235294117647","","33","908","","-180","3","","19080010","-100"
"12","5.88235294117647","","33","908","","-180","10071","","19080011","-50"
"","","","93","908","","","2.3","","19080012","0"
"","0","","21","908","","","vo_fpc","","19080013","vo_fpc_20800"
"","","","32","908","","","10071","","19080014","1"
"12","3.30882352941176","","2","908","","-15","107811","","19080015","300"
"","","","91","908","","","19080015","","19080016",""
"1","08_kyaru_surprise_loop","0.1","3","908","0.1","0","107811","","19080017","08_kyaru_surprise_in"
"","0","","21","908","","","vo_fpc","","19080018","vo_fpc_20801"
"0","1","0","11","908","0","8","107811","0.5","19080019","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！"
"","","","91","908","","","0","","19080020",""
"","","","93","908","","","0.5","","19080021","0"
"","0","","21","908","","","vo_fpc","","19080022","vo_fpc_20802"
"0","1","0","11","908","0","9","107811","0.5","19080023","為什麼會拿著那個啦！"
"","","","91","908","","","0","","19080024",""
"","","","93","908","","","0.5","","19080025","0"
"","","0.1","3","908","","1","126911","","19080026","08_ranfa_talk"
"","","0.1","3","908","","1","5","","19080027","08_penpokorin"
"","0","","21","908","","","vo_fpc","","19080028","vo_fpc_20803"
"0","1","0","11","908","0","9","126911","0.5","19080029","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。"
"","","","91","908","","","0","","19080030",""
"","","","93","908","","","0.5","","19080031","0"
"","","0.1","3","908","","1","126911","","19080032","cmn_swm_tread"
"","","0.1","3","908","","1","5","","19080033","08_penpokorin"
"1","08_kyaru_talk_loop","0.1","3","908","0.1","0","107811","","19080034","08_kyaru_talk_in"
"","0","","21","908","","","vo_fpc","","19080035","vo_fpc_20804"
"0","1","0","11","908","0","11","107811","0.5","19080036","這、這樣啊……\n話說回來，那個東西會浮起來啊……"
"","","","91","908","","","0","","19080037",""
"","","","93","908","","","0.5","","19080038","0"
"","","0.1","3","908","","1","126911","","19080039","08_ranfa_talk"
"","","0.1","3","908","","1","5","","19080040","08_penpokorin"
"","0","","21","908","","","vo_fpc","","19080041","vo_fpc_20805"
"0","1","0","11","908","0","10","126911","0.5","19080042","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？"
"","","","91","908","","","0","","19080043",""
"","","","93","908","","","0.5","","19080044","0"
"","","0.1","3","908","","1","126911","","19080045","cmn_swm_tread"
"","","0.1","3","908","","1","5","","19080046","08_penpokorin"
"1","08_kyaru_deny_loop","0.1","3","908","0.1","0","107811","","19080047","08_kyaru_deny_in"
"","0","","21","908","","","vo_fpc","","19080048","vo_fpc_20806"
"0","1","0","11","908","0","9","107811","0.5","19080049","不，不需要啦！\n總覺得那個很可怕啊，真的是……"
"","","","91","908","","","0","","19080050",""
"","","","93","908","","","0.5","","19080051","0"
"","","","3","908","","1","107811","","19080052","08_kyaru_run"
"","2.07390648567119","","2","908","","-15","107811","","19080053","850"
"","","","91","908","","","19080053","","19080054",""
"","4.29864253393665","","2","908","","-180","126911","","19080055","850"
"","4.29864253393665","","2","908","","-180","5","","19080056","850"
"","4.29864253393665","","33","908","","-180","3","","19080057","850"
"","","","91","908","","","19080057","","19080058",""
"-125","-850","1.75","1","909","0","12","1","09_jun_spreadFloat","19090001","113611"
"-125","-850","1.75","1","909","1","12","1","09_cmn_float","19090002","113511"
"-180","-1050","1.75","1","909","0","22","1","09_cmn_float","19090003","113411"
"-15","750","1.4875","1","909","1","12","1","09_misogi_run","19090004","122811"
"1","-125","1","31","909","","-850","4","","19090005","11"
"1","-125","1","31","909","","-820","6","","19090006","21"
"1","-180","1","31","909","","-1050","6","","19090007","31"
"","","","23","909","","1","se_10053800","","19090008","se_fpc_water_random"
"","","","91","909","","","19090007","","19090009","0"
"12","6.32352941176471","","2","909","","-125","113611","","19090010","225"
"12","6.32352941176471","","33","909","","-125","11","","19090011","225"
"","","","93","909","","","3","","19090012","0"
"","5.65610859728507","","2","909","","-15","122811","","19090013","-750"
"","","","93","909","","","0.7","","19090014","0"
"1","09_jun_notice_loop","0.1","3","909","0.1","0","113611","","19090015","09_jun_notice_in"
"","","","91","909","","","19090010","","19090016",""
"1","09_jun_alart_loop","0.1","3","909","0.1","0","113611","","19090017","09_jun_alart_in"
"12","4.26470588235294","","2","909","","-125","113511","","19090018","-125"
"12","4.26470588235294","","33","909","","-125","21","","19090019","-95"
"12","4.11764705882353","","2","909","","-180","113411","","19090020","-350"
"12","4.11764705882353","","33","909","","-180","31","","19090021","-350"
"","","","93","909","","","0.5","","19090022","0"
"","0","","21","909","","","vo_fpc","","19090023","vo_fpc_20900"
"0","1","0","11","909","0","8","113611","0.5","19090024","哎呀……\n在泳池邊奔跑是很危險的喔！"
"","","","91","909","","","0","","19090025",""
"","","","93","909","","","0.5","","19090026","0"
"","","","91","909","","","19090018","","19090027",""
"1","09_jun_idle_loop","0.1","3","909","0.1","0","113611","","19090028","09_jun_idle_in"
"","","0.1","3","909","","1","113511","","19090029","09_cmn_float_talk"
"","0","","21","909","","","vo_fpc","","19090030","vo_fpc_20901"
"0","1","0","11","909","0","7","113511","0.5","19090031","哎呀？\n剛剛好像是純的聲音……"
"","","","91","909","","","0","","19090032",""
"","","","93","909","","","0.5","","19090033","0"
"","","","91","909","","","19090033","","19090034",""
"","","0.1","3","909","","1","113511","","19090035","09_cmn_float"
"","","0.1","3","909","","1","113411","","19090036","09_cmn_float_search"
"","0","","21","909","","","vo_fpc","","19090037","vo_fpc_20902"
"0","1","0","11","909","0","7","113411","0.5","19090038","咦？真的嗎？\n在哪裡？"
"","","","91","909","","","0","","19090039",""
"","","","93","909","","","0.5","","19090040","0"
"","","0.1","3","909","","1","113611","","19090041","09_jun_talk1_loop"
"","","0.1","3","909","","1","113411","","19090042","09_cmn_float"
"","0","","21","909","","","vo_fpc","","19090043","vo_fpc_20903"
"0","1","0","11","909","0","8","113611","0.5","19090044","（美里老師和初音？說起來，\n我一直都穿著鎧甲跟她們見面啊。\n用這個模樣感覺有點羞恥……）"
"","","","91","909","","","0","","19090045",""
"","","","93","909","","","0.5","","19090046","0"
"","0","","21","909","","","vo_fpc","","19090047","vo_fpc_20904"
"0","1","0","11","909","0","7","113611","0.5","19090048","請問……\n妳們是在找什麼人嗎？"
"","","","91","909","","","0","","19090049",""
"","","","93","909","","","0.5","","19090050","0"
"","","","4","909","","","113511","","19090051","0"
"","0","","33","909","","-125","21","","19090052","-125"
"1","09_cmn_float_talk","","3","909","0.1","0","113511","","19090053","09_cmn_float_notice"
"","0","","21","909","","","vo_fpc","","19090054","vo_fpc_20905"
"0","1","0","11","909","0","9","113511","0.5","19090055","是的，是一個總是穿著鎧甲的人……"
"","","","91","909","","","0","","19090056",""
"","","","93","909","","","0.5","","19090057","0"
"","","0.1","3","909","","1","113411","","19090058","09_cmn_float_smile"
"","","0.1","3","909","","1","113511","","19090059","09_cmn_float"
"","0","","21","909","","","vo_fpc","","19090060","vo_fpc_20906"
"0","1","0","11","909","0","8","113411","0.5","19090061","是一個有趣又帥氣的人♪"
"","","","91","909","","","0","","19090062",""
"","","","93","909","","","0.5","","19090063","0"
"","","0.3","3","909","","1","113611","","19090064","09_jun_talk2_loop"
"","","0.1","3","909","","1","113411","","19090065","09_cmn_float"
"","0","","21","909","","","vo_fpc","","19090066","vo_fpc_20907"
"0","1","0","11","909","0","8","113611","0.5","19090067","穿著鎧甲嗎……\n我沒有看到那樣的人呢……"
"","","","91","909","","","0","","19090068",""
"","","","93","909","","","0.5","","19090069","0"
"","","0.1","3","909","","1","113511","","19090070","09_cmn_float_talk"
"","0","","21","909","","","vo_fpc","","19090071","vo_fpc_20908"
"0","1","0","11","909","0","8","113511","0.5","19090072","這樣子啊──\n難道是我的錯覺嗎。"
"","","","91","909","","","0","","19090073",""
"","","","93","909","","","0.5","","19090074","0"
"","","0.1","3","909","","1","113511","","19090075","09_cmn_float"
"","0","","21","909","","","vo_fpc","","19090076","vo_fpc_20909"
"0","1","0","11","909","0","8","113611","0.5","19090077","穿著鎧甲的人是不會\n在這種地方的吧？\n畢竟感覺就不是來游泳的打扮……"
"","","","91","909","","","0","","19090078",""
"","","","93","909","","","0.5","","19090079","0"
"","","0.1","3","909","","1","113511","","19090080","09_cmn_float_talk"
"","0","","21","909","","","vo_fpc","","19090081","vo_fpc_20910"
"0","1","0","11","909","0","8","113511","0.5","19090082","不過，純她\n在盛夏的海邊也是穿著鎧甲吧？"
"","","","91","909","","","0","","19090083",""
"","","","93","909","","","0.5","","19090084","0"
"","","0.1","3","909","","1","113411","","19090085","09_cmn_float_smile"
"","","0.1","3","909","","1","113511","","19090086","09_cmn_float"
"","0","","21","909","","","vo_fpc","","19090087","vo_fpc_20911"
"0","1","0","11","909","0","10","113411","0.5","19090088","嗯！\n她就算在海裡穿著鎧甲也一定沒問題的♪"
"","","","91","909","","","0","","19090089",""
"","","","93","909","","","0.5","","19090090","0"
"","","0.1","3","909","","1","113611","","19090091","09_jun_talk3_loop"
"","0","","21","909","","","vo_fpc","","19090092","vo_fpc_20912"
"0","1","0","11","909","0","11","113611","0.5","19090093","還、還真是個奇怪的人呢……\n啊哈哈哈……"
"","","","91","909","","","0","","19090094",""
"","","","93","909","","","0.5","","19090095","0"
"","0","","21","909","","","vo_fpc","","19090096","vo_fpc_20913"
"0","1","0","11","909","0","8","113611","0.5","19090097","（晚點穿上鎧甲\n來打個招呼吧……）"
"","","","91","909","","","0","","19090098",""
"","","","93","909","","","0.5","","19090099","0"
