10f28aac2cf884c1553f2287b1195ed63494c70588d7d89e1f0d8b193e185995,fc475327134b605741616aa289fbe1ab138cd0fc02f1548f6544a98026b95e53,a9f66c8619d5df483e68574b7062ba3020ecd515730e26060a8d9cdf48e5b483,e6e72111dce420bbd097f131b9c16ce90dd9cccb4b3e692b526a488fdd95078a,af7c9dc93334bf1a30727df0e4a96a75db41a94c36387d2e8e56efc31d1d9bc8,bbb1fec810c063829bfab9b5d0d379be272feb29fae71185aa7ddd094c9c9549,d446435c9356c61bdc4ece806d4255953943f2ed504997e6beeaaa20d3ac1d8d,25b53862fa6cabadcb81c2e92eb5d5273bddd60df8fbfbf291b69988c0493954,3be68fbd7a5b057958fb05e472774391ccf7fb637c1e7c2169a11defd6d6bc3c,9a83001a0fcde4c7d5a795a559d4ed731250d725d1229574708e4a331348544f,b4aa905035b327ee736d1f8edf89faef13491eec2840e8deb992987537eef49e,b6de204641f8be44d2af43efad2d6bfba978c5bc6f1f87538cf870f45f323dc7,99f31f3e7ed7c6e5d1708fe69c262b2d5970310f27594cf0300984b172515ccd,ae63b33a915eae53d487b13b01c832bb6ffaa5b2b8a27cfac360f2a3cca992f4,407160c9a46f94546459d042a88a1d276e6375408452e9108c88b59b771de09b,dd5718b5557c30e2d6f2e053d447f457a4c8aae77421a6a08e5ac53c6093a035,0ad3286952910de14b9489819e2fd7385207bbc0e2284423c6092331463a715e,a600c471378db333d645cb5936217ef140d618db6bedf636349518e125191c56,81ac90cd49976afed47cc29b0625cfca4610cdf89eb9d73f9547813bd6f76076,a3f459f6eccc9ad79be5ae5f86407193115a8602c4524fc9cbeff853eb112f2a,bf2f27166e54b99bfd7416b48895f88eb03386cd37bd3a5a2ce3c98f11575a75
"1","275","1","12.5","0","0","0","2","0","對範圍內的敵人造成{0}的魔法傷害","113301203","0","1","0","2","0","3","99","12.5","魔法傷害+{0}","1"
"12.5","275","26","4","0","2","0","2","0","","113301204","0","1","0","113301205","0","3","99","12.5","","1"
"15","200","10","1","0","0","0","2","0","提升範圍內的我方{0}的魔法攻擊力","113301205","0","2","0","30","12","3","99","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113350101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113351101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"3.4","2160","1","42.5","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","113400101","0","1","0","2","0","3","99","42.5","魔法傷害+{0}","1"
"180","0","8","0","0","1","0","1","0","讓自己無法行動","113400102","0","2","0","6","0","7","99","0","","1"
"0.8","2160","1","10","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","113400201","0","1","0","2","0","3","99","10","魔法傷害+{0}","1"
"0","2160","26","4","0","1","0","3","0","","113400202","0","1","0","113400203","0","3","99","25","","1"
"0","0","16","50","0","0","0","1","0","回復自身{0}的TP","113400203","0","2","0","1","0","7","1","1","TP回復量+{0}","1"
"9","300","10","1","0","0","0","2","0","提升範圍內的我方{0}的魔法攻擊力","113400301","0","2","0","30","12","3","99","9","魔法攻擊力提升+{0}","1"
"0","300","10","1","0","0","0","2","0","使範圍內全體夥伴提升{0}的魔法暴擊","113400302","0","2","0","70","12","3","99","50","","1"
"1.2","2160","1","15","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","113401201","0","1","0","2","0","3","99","15","魔法傷害+{0}","1"
"0","2160","26","4","0","1","0","3","0","","113401202","0","1","0","113401203","0","3","99","25","","1"
"0","0","16","50","0","0","0","1","0","回復自身{0}的TP","113401203","0","2","0","1","0","7","1","1","TP回復量+{0}","1"
"0","2160","26","4","0","3","0","3","0","","113401204","0","1","0","113401201","0","3","99","0.26","","1"
"1.2","2160","1","10","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","113420201","0","1","0","2","0","3","99","10","魔法傷害+{0}","1"
"0","2160","26","4","0","1","0","3","0","","113420202","0","1","0","113420203","0","3","99","25","","1"
"0","0","16","310","0","0","0","1","0","回復自身{0}的TP","113420203","0","2","0","1","0","7","1","0","","1"
"1.6","2160","1","15","0","0","0","3","0","對敵方全體造成{0}的魔法傷害","113421201","0","1","0","2","0","3","99","15","魔法傷害+{0}","1"
"0","2160","26","4","0","1","0","3","0","","113421202","0","1","0","113421203","0","3","99","25","","1"
"0","0","16","310","0","0","0","1","0","回復自身{0}的TP","113421203","0","2","0","1","0","7","1","0","","1"
"0","2160","26","4","0","3","0","3","0","","113421204","0","1","0","113421201","0","3","99","0.26","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113450101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113451101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"45","2160","6","1","0","0","0","3","0","展開{0}傷害量的魔法無效護盾","113500101","0","2","0","2","18","20","99","45","無效傷害量+{0}","1"
"45","2160","6","1","0","0","0","3","0","展開{0}傷害量的物理無效護盾","113500102","0","2","0","1","18","21","99","45","無效傷害量+{0}","1"
"1.25","2160","10","1","0","0","0","2","0","讓一名夥伴的魔法防禦力提升{0}","113500201","0","2","0","40","12","10","1","1.25","魔法防禦力提升+{0}","1"
"0.15","2160","48","1.25","0","1","7","2","0","每秒回復{0}的HP","113500202","0","2","0","2","0","10","1","1.25","HP回復量+{0}","1"
"8","2160","10","1","0","0","0","3","0","提升我方全體{0}的物理攻擊力","113500301","0","2","0","10","12","3","99","8","物理攻擊力提升+{0}","1"
"0.6","2160","10","1","0","0","0","3","0","提升我方全體{0}的魔法防禦力","113500302","0","2","0","40","12","3","99","0.6","魔法防禦力提升+{0}","1"
"1.25","2160","10","1","0","0","0","2","0","讓一名夥伴的魔法防禦力提升{0}","113501201","0","2","0","40","12","10","1","1.25","魔法防禦力提升+{0}","1"
"0.2","2160","48","1.6","0","1","7","2","0","每秒回復{0}的HP","113501202","0","2","0","2","0","10","1","1.6","HP回復量+{0}","1"
"0","2160","23","0","0","113501204","0","2","0","","113501203","113501205","2","0","1300","0","10","1","0","","1"
"1.25","2160","10","1","0","0","0","2","0","當目標物理攻擊時，提升我方單體的魔法防禦力{0}","113501204","0","2","0","40","12","10","1","1.25","魔法防禦力提升+{0}","1"
"1.25","2160","10","1","0","0","0","2","0","當目標魔法攻擊時，提升我方單體的物理防禦力{0}","113501205","0","2","0","20","12","10","1","1.25","物理防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的魔法防禦力","113550101","0","0","0","5","1","0","0","2","魔法防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的魔法防禦力","113551101","0","0","0","5","1","0","0","2","魔法防禦力提升+{0}","1"
"0","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113551102","0","0","0","4","1","0","0","225","","1"
"5.1","-1","1","63.75","0","0","0","1","0","對敵方單體造成{0}的物理傷害","113600101","0","1","0","1","0","3","1","63.75","物理傷害+{0}","1"
"31.5","0","10","1","0","0","0","1","0","提升自身{0}的物理攻擊力","113600102","0","2","0","10","18","7","1","31.5","物理攻擊力提升+{0}","1"
"18","0","8","1.6","0","0","0","1","0","自己的行動速度上升","113600103","0","2","0","2","0","7","1","0","","1"
"1.6","-1","1","20","0","0","0","1","0","對敵方單體造成{0}的物理傷害","113600201","0","1","0","1","0","3","1","20","物理傷害+{0}","1"
"0","0","26","7","0","1","0","1","0","","113600202","0","2","0","113600203","0","7","1","0.15","","1"
"6.5","-1","9","6","0","9","0","1","0","造成{0}傷害並陷入火傷狀態","113600203","0","1","0","2","0","3","1","6","火傷時每1秒所造成的傷害+{0}","1"
"2.25","-1","1","28","0","0","0","1","0","對敵方單體造成{0}的物理傷害","113600301","0","1","0","1","0","3","1","28","物理傷害+{0}","1"
"6","2160","10","1","0","1","0","3","0","提升自身{0}的物理攻擊力","113601201","1","2","0","10","180","7","1","6","物理攻擊力提升+{0}","1"
"2.7","-1","1","33.75","0","0","0","1","0","對敵方單體造成{0}的物理傷害","113601202","0","1","0","1","0","3","1","33.75","物理傷害+{0}","1"
"0","0","26","7","0","1","0","1","0","","113601203","0","2","0","113601204","0","7","1","0.32","","1"
"6.5","-1","9","9","0","9","0","1","0","造成{0}傷害並陷入火傷狀態","113601204","0","1","0","2","0","3","1","9","火傷時每1秒所造成的傷害+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","113650101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","113651101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"4.8","2160","1","60","0","0","0","1","0","對敵方單體造成{0}的魔法傷害","113700101","0","1","0","2","0","3","1","60","魔法傷害+{0}","1"
"75","0","10","1","0","1","0","1","0","提升自身{0}的魔法攻擊力","113700201","0","2","0","30","6","7","1","75","魔法攻擊力提升+{0}","1"
"0","0","10","1","0","1","0","1","0","提升自己{0}的魔法暴擊","113700202","0","2","0","70","6","7","1","400","","1"
"0","0","10","2","0","1","0","1","1","提升自己魔法攻擊暴擊時24%的傷害","113700203","1","2","0","120","6","7","1","24","","1"
"1.2","2160","1","15","1.5","0","0","1","0","對敵方單體造成{0}的魔法傷害","113700301","0","1","0","2","0","3","1","15","魔法傷害+{0}","1"
"105","0","10","1","0","1","0","1","0","提升自身{0}的魔法攻擊力","113701201","0","2","0","30","6","7","1","105","魔法攻擊力提升+{0}","1"
"0","0","10","1","0","1","0","1","0","提升自己{0}的魔法暴擊","113701202","0","2","0","70","6","7","1","600","","1"
"0","0","10","2","0","1","0","1","1","提升自己魔法攻擊暴擊時24%的傷害","113701203","1","2","0","120","6","7","1","24","","1"
"0","0","16","100","0","0","0","1","0","回復自身{0}的TP","113701204","0","2","0","1","0","7","1","1","TP回復量+{0}","1"
"113","0","10","1","0","1","0","1","0","提升自身{0}的魔法攻擊力","113721201","0","2","0","30","6","7","1","-1975","魔法攻擊力提升+{0}","1"
"0","0","10","1","0","1","0","1","0","提升自己{0}的魔法暴擊","113721202","0","2","0","70","6","7","1","600","","1"
"0","0","10","2","0","1","0","1","1","提升自己魔法攻擊暴擊時24%的傷害","113721203","1","2","0","120","6","7","1","24","","1"
"0","0","16","360","0","0","0","1","0","回復自身{0}的TP","113721204","0","2","0","1","0","7","1","0","","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113750101","0","0","0","4","1","0","0","15","魔法攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的魔法攻擊力","113751101","0","0","0","4","1","0","0","240","魔法攻擊力提升+{0}","1"
"1.8","2160","1","22.5","0","0","0","2","0","對敵方單體造成{0}的魔法傷害","113800101","0","1","0","2","0","37","1","22.5","魔法傷害+{0}","1"
"0","2160","16","150","0","0","0","2","0","使敵方單體失去{0}的TP","113800102","0","1","0","2","0","37","1","1.5","TP傷害+{0}","1"
"0.8","2160","10","1","0","0","0","2","0","降低敵方單體{0}的魔法防禦力","113800103","0","1","0","41","18","37","1","0.8","魔法防禦力降低+{0}","1"
"0","2160","20","12","0","0","0","1","0","對目標夥伴施加挑釁狀態","113800201","0","2","0","1","0","35","1","0","","1"
"1.4","2160","10","1","0","0","0","1","0","讓目標夥伴的物理防禦力提升{0}","113800202","0","2","0","20","12","35","1","1.4","物理防禦力提升+{0}","1"
"1.4","2160","10","1","0","0","0","1","0","讓目標夥伴的魔法防禦力提升{0}","113800203","0","2","0","40","12","35","1","1.4","魔法防禦力提升+{0}","1"
"0","2160","10","1","0","0","0","3","0","使全體夥伴的物理暴擊提升{0}","113800301","0","2","0","60","12","3","99","125","","1"
"0","2160","10","1","0","0","0","3","0","使全體夥伴的魔法暴擊提升{0}","113800302","0","2","0","70","12","3","99","125","","1"
"2","2160","4","1","0","0","0","3","0","回復我方全體{0}的HP","113800303","0","2","0","2","0.1","3","99","2","HP回復量+{0}","1"
"0","2160","20","12","0","0","0","1","0","對目標夥伴施加挑釁狀態","113801201","0","2","0","1","0","35","1","0","","1"
"2.1","2160","10","1","0","0","0","1","0","讓目標夥伴的物理防禦力提升{0}","113801202","0","2","0","20","12","35","1","2.1","物理防禦力提升+{0}","1"
"2.1","2160","10","1","0","0","0","1","0","讓目標夥伴的魔法防禦力提升{0}","113801203","0","2","0","40","12","35","1","2.1","魔法防禦力提升+{0}","1"
"12.5","2160","10","1","0","0","0","1","0","讓目標夥伴的物理攻擊力提升{0}","113801204","0","2","0","10","12","35","1","12.5","物理攻擊力提升+{0}","1"
"12.5","2160","10","1","0","0","0","1","0","讓目標夥伴的魔法攻擊力提升{0}","113801205","0","2","0","30","12","35","1","12.5","魔法攻擊力提升+{0}","1"
"0.08","2160","48","1.6","0","1","12.5","1","0","每秒回復{0}的HP","113801206","0","2","0","2","0","35","1","1.6","回復量+{0}","1"
"2.2","2160","1","22.5","0","0","0","2","0","對敵方單體造成{0}的魔法傷害","113820101","0","1","0","2","0","37","1","22.5","魔法傷害+{0}","1"
"0","2160","16","540","0","0","0","2","0","使敵方單體失去{0}的TP","113820102","0","1","0","2","0","37","1","0","","1"
"0.8","2160","10","1","0","0","0","2","0","降低敵方單體{0}的魔法防禦力","113820103","0","1","0","41","18","37","1","0.8","魔法防禦力降低+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的魔法防禦力","113850101","0","0","0","5","1","0","0","2","魔法防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的魔法防禦力","113851101","0","0","0","5","1","0","0","32","魔法防禦力提升+{0}","1"
"2.7","2160","1","33.75","0","0","0","2","0","對敵方單體造成{0}的物理傷害","113900101","0","1","0","1","0","14","1","33.75","物理傷害+{0}","1"
"54","2160","10","1","0","1","0","2","0","降低敵方單體{0}的物理攻擊力","113900102","0","1","0","11","18","14","1","54","物理攻擊力降低+{0}","1"
"18","2160","8","0.2","0","0","0","2","0","一段時間內降低敵方單體的行動速度","113900103","0","1","0","1","0","14","1","0","造成行動速度降低的成功Lv+1","1"
"12","0","6","75","0","0","0","1","0","展開{0}傷害量的物理無效護盾","113900201","0","2","0","1","0","7","1","75","無效傷害量+{0}","1"
"1.25","0","10","1","0","0","0","1","0","提升自身{0}的物理防禦力","113900202","0","2","0","20","12","7","1","1.25","物理防禦力提升+{0}","1"
"0","0","20","5","0","0","0","1","0","挑釁敵方全體","113900301","0","2","0","1","0","7","1","0.05","","1"
"5","0","4","1","0","0","0","1","0","回復自身{0}的HP","113900302","0","2","0","1","1","7","1","5","HP回復量+{0}","1"
"100","2160","61","8","0","0","0","2","0","使一名敵人陷入恐慌狀態","113900303","0","1","0","0","0","14","1","0","恐慌的成功確定Lv+1","1"
"12","0","6","90","0","0","0","1","0","展開{0}傷害量的物理無效護盾","113901201","0","2","0","1","0","7","1","90","無效傷害量+{0}","1"
"1.5","0","10","1","0","0","0","1","0","提升自身{0}的物理防禦力","113901202","0","2","0","20","12","7","1","1.5","物理防禦力提升+{0}","1"
"0.15","0","48","1.25","0","1","6.5","1","0","每秒回復{0}的HP","113901203","0","2","0","1","0","7","1","1.25","回復量+{0}","1"
"0","0","20","20","0","0","0","1","0","挑釁敵方全體","113920301","0","2","0","1","0","7","1","0","","1"
"5","0","4","1","0","0","0","1","0","回復自身{0}的HP","113920302","0","2","0","1","1.15","7","1","5","HP回復量+{0}","1"
"100","2160","61","8","0","0","0","2","0","使一名敵人陷入恐慌狀態","113920303","0","1","0","0","0","14","1","0","恐慌的成功確定Lv+1","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","113950101","0","0","0","3","1","0","0","2","物理防禦力提升+{0}","1"
"2","0","90","1","0","0","0","0","0","提升自身{0}的物理防禦力","113951101","0","0","0","3","1","0","0","32","物理防禦力提升+{0}","1"
"0","700","23","1","0","114000102","0","1","0","","114000101","114000103","1","0","950","0","3","99","2","","1"
"4","700","1","48","0","0","0","1","0","當目標的HP未滿50％時，對範圍內的敵人造成{0}的物理傷害","114000102","0","1","0","1","0","3","99","48","物理傷害+{0}","1"
"1.6","700","1","20","0","0","0","1","0","當目標的HP在50％以上時，對範圍內的敵人造成{0}的物理傷害","114000103","0","1","0","1","0","3","99","20","物理傷害+{0}","1"
"0","700","23","1","0","114000202","0","1","0","","114000201","114000203","1","0","950","0","3","99","2","","1"
"2.4","700","1","30","0","0","0","1","0","當目標的HP未滿50％時，對範圍內的敵人造成{0}的物理傷害","114000202","0","1","0","1","0","3","99","30","物理傷害+{0}","1"
"0.8","700","1","10","0","0","0","1","0","當目標的HP在50％以上時，對範圍內的敵人造成{0}的物理傷害","114000203","0","1","0","1","0","3","99","10","物理傷害+{0}","1"
"0","700","23","1","0","114000205","0","1","0","","114000204","0","1","0","950","0","3","99","0","","1"
"0.8","700","10","1","0","0","0","1","0","當目標的HP未滿50％時，降低範圍內敵人{0}的物理防禦力","114000205","0","1","0","21","12","1","99","0.8","物理防禦力降低+{0}","1"
"36","0","10","1","0","0","0","1","0","提升自身{0}的物理攻擊力","114000301","0","2","0","10","12","7","1","36","物理攻擊力提升+{0}","1"
"0","700","23","1","0","114001202","0","1","0","","114001201","114001203","1","0","950","0","3","99","2","","1"
"3.6","700","1","45","0","0","0","1","0","當目標的HP未滿50％時，對範圍內的敵人造成{0}的物理傷害","114001202","0","1","0","1","0","3","99","45","物理傷害+{0}","1"
"0.8","700","1","10","0","0","0","1","0","當目標的HP在50％以上時，對範圍內的敵人造成{0}的物理傷害","114001203","0","1","0","1","0","3","99","10","物理傷害+{0}","1"
"0","700","23","1","0","114001205","0","1","0","","114001204","0","1","0","950","0","3","99","0","","1"
"1.2","700","10","1","0","0","0","1","0","當目標的HP未滿50％時，降低範圍內敵人{0}的物理防禦力","114001205","0","1","0","21","12","1","99","1.2","物理防禦力降低+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","114050101","0","0","0","2","1","0","0","15","物理攻擊力提升+{0}","1"
"15","0","90","1","0","0","0","0","0","提升自身{0}的物理攻擊力","114051101","0","0","0","2","1","0","0","240","物理攻擊力提升+{0}","1"
"0","0","26","290","0","3","0","1","0","","114100101","0","2","0","114100102","0","7","1","0.75","","1"
"3.6","-1","1","45","0","0","0","1","0","對敵方單體造成{0}的物理傷害","114100102","0","1","0","1","0","3","1","45","物理傷害+{0}","1"
