1faaee02670937315aa9f50a73f025ce8c26225dcd8bcdac69334a65b30e9d35,7e3354dbc7375761b573b440ec96e580897ef98c6526bd6f2227cee6003f8fc0,59f50ef87fb75fbdeaf37a5340f7a5ec62d5df5f6777cc1afafbab2c70349b4a,a95fd8d888a52aa0fed208ccdacab1da8292814f5826d8ab049fd7a2bca77bfc,2289b3429cf27d57466768288649eaca543dd475e8421703e1f1b75611221454
"5","2","10056001","60552","61056001"
"5","2","10056002","60552","61056002"
"30","8","10056003","91002","71056001"
"1","2","10056004","22002","71056001"
"30","8","10056005","91002","71056002"
"1","2","10056006","22002","71056002"
"30","8","10056007","91002","71056003"
"1","2","10056008","22002","71056003"
"30","8","10056009","91002","71056004"
"1","2","10056010","22002","71056004"
"30","8","10056011","91002","71056005"
"1","2","10056012","22002","71056005"
"30","8","10056013","91002","71056006"
"1","2","10056014","22002","71056006"
"30","8","10056015","91002","71056007"
"1","2","10056016","22002","71056007"
"30","8","10056017","91002","71056008"
"1","2","10056018","22002","71056008"
"30","8","10056019","91002","71056009"
"1","2","10056020","22002","71056009"
"30","8","10056021","91002","71056010"
"1","2","10056022","22002","71056010"
"30","8","10056023","91002","71056011"
"1","2","10056024","22002","71056011"
"30","8","10056025","91002","71056012"
"1","2","10056026","22002","71056012"
"30","8","10056027","91002","71056013"
"1","2","10056028","22002","71056013"
"30","8","10056029","91002","71056014"
"1","2","10056030","22002","71056014"
"30","8","10056031","91002","71056015"
"1","2","10056032","22002","71056015"
"60","8","10056033","91002","71056016"
"2","2","10056034","22002","71056016"
"60","8","10056035","91002","71056017"
"2","2","10056036","22002","71056017"
"60","8","10056037","91002","71056018"
"2","2","10056038","22002","71056018"
"60","8","10056039","91002","71056019"
"2","2","10056040","22002","71056019"
"60","8","10056041","91002","71056020"
"2","2","10056042","22002","71056020"
"50000","12","10056043","94002","71056021"
"100000","12","10056044","94002","71056022"
"150000","12","10056045","94002","71056023"
"200000","12","10056046","94002","71056024"
"250000","12","10056047","94002","71056025"
"50","8","10056048","91002","71056026"
"1","2","10056049","31147","71056027"
"1","2","10056050","31147","71056028"
"2","2","10056051","31147","71056029"
"2","2","10056052","31147","71056030"
"4","2","10056053","31147","71056031"
"1","1","10056054","114701","71056032"
"10","2","10056055","31147","71056033"
"65","2","10056056","60552","81056001"
"20000","12","10056057","94002","81056001"
"65","2","10056058","60552","81056002"
"20000","12","10056059","94002","81056002"
"2","2","10056060","31147","81056003"
"30","8","10056061","91002","81056003"
"65","2","10056062","60552","81056004"
"20000","12","10056063","94002","81056004"
"65","2","10056064","60552","81056005"
"20000","12","10056065","94002","81056005"
"2","2","10056066","31147","81056006"
"30","8","10056067","91002","81056006"
"70","2","10056068","60552","81056007"
"20000","12","10056069","94002","81056007"
"70","2","10056070","60552","81056008"
"20000","12","10056071","94002","81056008"
"2","2","10056072","31147","81056009"
"30","8","10056073","91002","81056009"
"100","8","10056074","91002","81056010"
"5","2","10057001","60562","61057001"
"5","2","10057002","60562","61057002"
"30","8","10057003","91002","71057001"
"1","2","10057004","22002","71057001"
"30","8","10057005","91002","71057002"
"1","2","10057006","22002","71057002"
"30","8","10057007","91002","71057003"
"1","2","10057008","22002","71057003"
"30","8","10057009","91002","71057004"
"1","2","10057010","22002","71057004"
"30","8","10057011","91002","71057005"
"1","2","10057012","22002","71057005"
"30","8","10057013","91002","71057006"
"1","2","10057014","22002","71057006"
"30","8","10057015","91002","71057007"
"1","2","10057016","22002","71057007"
"30","8","10057017","91002","71057008"
"1","2","10057018","22002","71057008"
"30","8","10057019","91002","71057009"
"1","2","10057020","22002","71057009"
"30","8","10057021","91002","71057010"
"1","2","10057022","22002","71057010"
"30","8","10057023","91002","71057011"
"1","2","10057024","22002","71057011"
"30","8","10057025","91002","71057012"
"1","2","10057026","22002","71057012"
"30","8","10057027","91002","71057013"
"1","2","10057028","22002","71057013"
"30","8","10057029","91002","71057014"
"1","2","10057030","22002","71057014"
"30","8","10057031","91002","71057015"
"1","2","10057032","22002","71057015"
"60","8","10057033","91002","71057016"
"2","2","10057034","22002","71057016"
"60","8","10057035","91002","71057017"
"2","2","10057036","22002","71057017"
"60","8","10057037","91002","71057018"
"2","2","10057038","22002","71057018"
"60","8","10057039","91002","71057019"
"2","2","10057040","22002","71057019"
"60","8","10057041","91002","71057020"
"2","2","10057042","22002","71057020"
"50000","12","10057043","94002","71057021"
"100000","12","10057044","94002","71057022"
"150000","12","10057045","94002","71057023"
"200000","12","10057046","94002","71057024"
"50","8","10057047","91002","71057025"
"1","2","10057048","31121","71057026"
"1","2","10057049","31121","71057027"
"1","2","10057050","31121","71057028"
"1","2","10057051","31121","71057029"
"1","2","10057052","31121","71057030"
"1","1","10057053","112101","71057031"
"4","2","10057054","31121","71057032"
"1","2","10057055","31121","81057001"
"25","8","10057056","91002","81057001"
"50","2","10057057","60562","81057002"
"30000","12","10057058","94002","81057002"
"50","2","10057059","60562","81057003"
"30000","12","10057060","94002","81057003"
"1","2","10057061","31121","81057004"
"25","8","10057062","91002","81057004"
"50","2","10057063","60562","81057005"
"30000","12","10057064","94002","81057005"
"50","2","10057065","60562","81057006"
"30000","12","10057066","94002","81057006"
"1","2","10057067","31121","81057007"
"25","8","10057068","91002","81057007"
"50","8","10057069","91002","81057008"
"5","2","10058001","60572","61058001"
"5","2","10058002","60572","61058002"
"30","8","10058003","91002","71058001"
"1","2","10058004","22002","71058001"
"30","8","10058005","91002","71058002"
"1","2","10058006","22002","71058002"
"30","8","10058007","91002","71058003"
"1","2","10058008","22002","71058003"
"30","8","10058009","91002","71058004"
"1","2","10058010","22002","71058004"
"30","8","10058011","91002","71058005"
"1","2","10058012","22002","71058005"
"30","8","10058013","91002","71058006"
"1","2","10058014","22002","71058006"
"30","8","10058015","91002","71058007"
"1","2","10058016","22002","71058007"
"30","8","10058017","91002","71058008"
"1","2","10058018","22002","71058008"
"30","8","10058019","91002","71058009"
"1","2","10058020","22002","71058009"
"30","8","10058021","91002","71058010"
"1","2","10058022","22002","71058010"
"30","8","10058023","91002","71058011"
"1","2","10058024","22002","71058011"
"30","8","10058025","91002","71058012"
"1","2","10058026","22002","71058012"
"30","8","10058027","91002","71058013"
"1","2","10058028","22002","71058013"
"30","8","10058029","91002","71058014"
"1","2","10058030","22002","71058014"
"30","8","10058031","91002","71058015"
"1","2","10058032","22002","71058015"
"60","8","10058033","91002","71058016"
"2","2","10058034","22002","71058016"
"60","8","10058035","91002","71058017"
"2","2","10058036","22002","71058017"
"60","8","10058037","91002","71058018"
"2","2","10058038","22002","71058018"
"60","8","10058039","91002","71058019"
"2","2","10058040","22002","71058019"
"60","8","10058041","91002","71058020"
"2","2","10058042","22002","71058020"
"50000","12","10058043","94002","71058021"
"100000","12","10058044","94002","71058022"
"150000","12","10058045","94002","71058023"
"200000","12","10058046","94002","71058024"
"250000","12","10058047","94002","71058025"
"50","8","10058048","91002","71058026"
"1","2","10058049","31156","71058027"
"1","2","10058050","31156","71058028"
"2","2","10058051","31156","71058029"
"2","2","10058052","31156","71058030"
"4","2","10058053","31156","71058031"
"1","1","10058054","115601","71058032"
"10","2","10058055","31156","71058033"
"2","2","10058056","31156","81058001"
"30","8","10058057","91002","81058001"
"100","2","10058058","60572","81058002"
"30000","12","10058059","94002","81058002"
"100","2","10058060","60572","81058003"
"30000","12","10058061","94002","81058003"
"2","2","10058062","31156","81058004"
"30","8","10058063","91002","81058004"
"100","2","10058064","60572","81058005"
"30000","12","10058065","94002","81058005"
"100","2","10058066","60572","81058006"
"30000","12","10058067","94002","81058006"
"2","2","10058068","31156","81058007"
"30","8","10058069","91002","81058007"
"100","8","10058070","91002","81058008"
"5","2","10059001","60572","61059001"
"5","2","10059002","60572","61059002"
"30","8","10059003","91002","71059001"
"1","2","10059004","22002","71059001"
"30","8","10059005","91002","71059002"
"1","2","10059006","22002","71059002"
"30","8","10059007","91002","71059003"
"1","2","10059008","22002","71059003"
"30","8","10059009","91002","71059004"
"1","2","10059010","22002","71059004"
"30","8","10059011","91002","71059005"
"1","2","10059012","22002","71059005"
"30","8","10059013","91002","71059006"
"1","2","10059014","22002","71059006"
"30","8","10059015","91002","71059007"
"1","2","10059016","22002","71059007"
"30","8","10059017","91002","71059008"
"1","2","10059018","22002","71059008"
"30","8","10059019","91002","71059009"
"1","2","10059020","22002","71059009"
"30","8","10059021","91002","71059010"
"1","2","10059022","22002","71059010"
"30","8","10059023","91002","71059011"
"1","2","10059024","22002","71059011"
"30","8","10059025","91002","71059012"
"1","2","10059026","22002","71059012"
"30","8","10059027","91002","71059013"
"1","2","10059028","22002","71059013"
"30","8","10059029","91002","71059014"
"1","2","10059030","22002","71059014"
"30","8","10059031","91002","71059015"
"1","2","10059032","22002","71059015"
"60","8","10059033","91002","71059016"
"2","2","10059034","22002","71059016"
"60","8","10059035","91002","71059017"
"2","2","10059036","22002","71059017"
"60","8","10059037","91002","71059018"
"2","2","10059038","22002","71059018"
"60","8","10059039","91002","71059019"
"2","2","10059040","22002","71059019"
"60","8","10059041","91002","71059020"
"2","2","10059042","22002","71059020"
"50","8","10059043","91002","71059021"
"1","2","10059044","31156","71059022"
"1","2","10059045","31156","71059023"
"2","2","10059046","31156","71059024"
"2","2","10059047","31156","71059025"
"4","2","10059048","31156","71059026"
"1","7","10059049","2806","71059027"
"10","2","10059050","31156","71059028"
"100","2","10059051","60572","81059001"
"30000","12","10059052","94002","81059001"
"100","2","10059053","60572","81059002"
"30000","12","10059054","94002","81059002"
"2","2","10059055","31156","81059003"
"30","8","10059056","91002","81059003"
"2","2","10059057","31156","81059004"
"30","8","10059058","91002","81059004"
"100","2","10059059","60572","81059005"
"30000","12","10059060","94002","81059005"
"100","2","10059061","60572","81059006"
"30000","12","10059062","94002","81059006"
"2","2","10059063","31156","81059007"
"30","8","10059064","91002","81059007"
"100","8","10059065","91002","81059008"
"5","2","10060001","60592","61060001"
"5","2","10060002","60592","61060002"
"30","8","10060003","91002","71060001"
"1","2","10060004","22002","71060001"
"30","8","10060005","91002","71060002"
"1","2","10060006","22002","71060002"
"30","8","10060007","91002","71060003"
"1","2","10060008","22002","71060003"
"30","8","10060009","91002","71060004"
"1","2","10060010","22002","71060004"
"30","8","10060011","91002","71060005"
"1","2","10060012","22002","71060005"
"30","8","10060013","91002","71060006"
"1","2","10060014","22002","71060006"
"30","8","10060015","91002","71060007"
"1","2","10060016","22002","71060007"
"30","8","10060017","91002","71060008"
"1","2","10060018","22002","71060008"
"30","8","10060019","91002","71060009"
"1","2","10060020","22002","71060009"
"30","8","10060021","91002","71060010"
"1","2","10060022","22002","71060010"
"30","8","10060023","91002","71060011"
"1","2","10060024","22002","71060011"
"30","8","10060025","91002","71060012"
"1","2","10060026","22002","71060012"
"30","8","10060027","91002","71060013"
"1","2","10060028","22002","71060013"
"30","8","10060029","91002","71060014"
"1","2","10060030","22002","71060014"
"30","8","10060031","91002","71060015"
"1","2","10060032","22002","71060015"
"60","8","10060033","91002","71060016"
"2","2","10060034","22002","71060016"
"60","8","10060035","91002","71060017"
"2","2","10060036","22002","71060017"
"60","8","10060037","91002","71060018"
"2","2","10060038","22002","71060018"
"60","8","10060039","91002","71060019"
"2","2","10060040","22002","71060019"
"60","8","10060041","91002","71060020"
"2","2","10060042","22002","71060020"
"50000","12","10060043","94002","71060021"
"100000","12","10060044","94002","71060022"
"150000","12","10060045","94002","71060023"
"200000","12","10060046","94002","71060024"
"50","8","10060047","91002","71060025"
"1","2","10060048","31123","71060026"
"1","2","10060049","31123","71060027"
"1","2","10060050","31123","71060028"
"1","2","10060051","31123","71060029"
"1","2","10060052","31123","71060030"
"1","1","10060053","112301","71060031"
"1","7","10060054","2307","71060032"
"1","7","10060055","2308","71060033"
"4","2","10060056","31123","71060034"
"50","2","10060057","60592","81060001"
"30000","12","10060058","94002","81060001"
"50","2","10060059","60592","81060002"
"30000","12","10060060","94002","81060002"
"1","2","10060061","31123","81060003"
"25","8","10060062","91002","81060003"
"1","2","10060063","31123","81060004"
"25","8","10060064","91002","81060004"
"50","2","10060065","60592","81060005"
"30000","12","10060066","94002","81060005"
"50","2","10060067","60592","81060006"
"30000","12","10060068","94002","81060006"
