56f3126d119576504b5feec5010d578140a3c5012b134f32b20159924836ca47,c50cb7b8286903bc33a0b63250b6f1bd8d963f158cfcdc5c7148ea24410ce01f,abe1ceb14eb7661164e14b9575f1cbbe83253f000aa9500b349a022bf09c9b1e,bdc8a78b0c4e11453cedab471ade6cbc31e870b99114e3596dc06388e424fbac,b9bf09bd9a4cabe18ea8586cfdb9fd60b9db9e21403ade64246ede0195fa8852
"493","83001020","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"494","83001020","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"495","83001020","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"496","83001020","boss_haste","提升行動速度","戰鬥開始時，大幅度提升所有怪物的行動速度。"
"497","83001021","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"498","83001021","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"499","83001021","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"500","83001021","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"501","83001021","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"502","83001021","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"503","83001022","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"504","83001022","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"505","83001022","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"506","83001022","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"507","83001022","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"508","83001022","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"509","83001023","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"510","83001023","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"511","83001023","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"512","83001023","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"513","83001023","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"514","83001023","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"515","83001024","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"516","83001024","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"517","83001024","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"518","83001024","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"519","83001024","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"520","83001024","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"521","83001025","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"522","83001025","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"523","83001025","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"524","83001025","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"525","83001025","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"526","83001025","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"527","83001026","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"528","83001026","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"529","83001026","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"530","83001026","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"531","83001026","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"532","83001026","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"533","83001027","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"534","83001027","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"535","83001027","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"536","83001027","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"537","83001027","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"538","83001027","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"539","83001028","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"540","83001028","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"541","83001028","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"542","83001028","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"543","83001028","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"544","83001028","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"545","83001029","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"546","83001029","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"547","83001029","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"548","83001029","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"549","83001029","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"550","83001029","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"551","83001030","14","風屬性獎勵特大幅度提升","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。"
"552","83001030","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"553","83001030","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"554","83001030","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"555","83001030","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"556","83001030","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"557","83001030","boss_tp_down_cut","減少TP下降","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"558","83001030","5","降低物理攻擊力","戰鬥開始時，大幅度降低全體角色的物理攻擊力。"
"559","83001030","6","降低魔法攻擊力","戰鬥開始時，大幅度降低全體角色的魔法攻擊力。"
"560","84001001","15","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
"561","84001001","11","深域怪物","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"562","84001001","17","賦予TP上升上限","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"563","84001001","boss_def_lower_limit","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"564","84001001","boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"565","84001001","9","降低HP吸收","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"566","84001002","15","光屬性獎勵特大幅度提升","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。"
