7a87765b5ae75c07ae802476fdfb07a8d4613bd1a2c3ae906aef08332485f401,f6082ee04eac398e19ac4aa118b217c280cdda6bb4a1e8836404c39249a27b31,ca2f82b9af2c553b43a8fb8cfb5ee033d10bd8ae2e77314e07eab549631351e1,993c93657a95253950a47ad46c1d28c2cf30418c3edffcae369710c49d791928,7050101cf0559700a77f82f65b2d72fb5af53243fd1e607c65464a83017448e9,5d092e91a1fbd0687fe838aa33212b9ef0eea028e30c854886eac74ef55db5a7,0d1b114cf09b7340730ab11cf332b8c7e40ca22c5f1ea8bf80cb4dc725970e30,3abf532870c9f9e50392af85b5ebc8b1084d04b475f792cbe16c991619ef23c9,24a3c9afc4fc61bf8b88757daf203bddeaa7eb796b54ba253b277a72f1c95e1e,cae330d641d546f9740689afff6482c36e71ceeade6fcbb0b53d19496cecbeb7,2a7766961c02926f66c29a08ed6018182e7a576f25a6b5bad670747b69954ac2
"","0.7","","","0","93","1009806","1009806093","","",""
"","122811","1","0.2","lsv_talk_memory_dere2","3","1009806","1009806094","","",""
"","vo_lsv","0","","vo_lsv_0629","21","1009806","1009806095","","0",""
"1","122811","10","0","啊～炒麵～！","11","1009806","1009806096","0","1","0"
"","0","","","","91","1009806","1009806097","","",""
"","122811","1","0.2","lsv_idle_memory","3","1009806","1009806098","","",""
"1","122911","0","0","lsv_smile2","3","1009806","1009806099","","lsv_idle_normal_joyR","0.2"
"","vo_lsv","0","","vo_lsv_0630","21","1009806","1009806100","","0",""
"1","122911","10","0","很好吃呢～♪","11","1009806","1009806101","0","1","0"
"","0","","","","91","1009806","1009806102","","",""
"","122711","1","0.2","lsv_talk_joy3_dere","3","1009806","1009806103","","",""
"","vo_lsv","0","","vo_lsv_0631","21","1009806","1009806104","","0",""
"1","122711","10","0","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","11","1009806","1009806105","0","1","0"
"","0","","","","91","1009806","1009806106","","",""
"","122711","1","0.2","lsv_idle_joy_dere2","3","1009806","1009806107","","",""
"","1009806133","","","","101","1009806","1009806108","","",""
"1","122711","0","0","lsv_choice","3","1009806","1009806109","","lsv_idle_normal","0.2"
"1","122911","0","0","lsv_choice","3","1009806","1009806110","","lsv_idle_normal","0.2"
"1","122811","0","0","lsv_choice","3","1009806","1009806111","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009806","1009806112","","",""
"2","122711","-235","","-200","2","1009806","1009806113","","0.33","0.2"
"2","122911","-220","","100","2","1009806","1009806114","","0.33","0.2"
"2","122811","-250","","270","2","1009806","1009806115","","0.33","0.2"
"","0.7","","","0","93","1009806","1009806116","","",""
"1","122811","0","0","lsv_exactly_joy_in","3","1009806","1009806117","","lsv_exactly_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_0632","21","1009806","1009806118","","0",""
"1","122811","10","0","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","11","1009806","1009806119","0","1","0"
"","0","","","","91","1009806","1009806120","","",""
"","122811","1","0.2","lsv_idle_joy","3","1009806","1009806121","","",""
"","122911","1","0.2","lsv_talk_surprise_dere","3","1009806","1009806122","","",""
"","vo_lsv","0","","vo_lsv_0633","21","1009806","1009806123","","0",""
"1","122911","10","0","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","11","1009806","1009806124","0","1","0"
"","0","","","","91","1009806","1009806125","","",""
"","122911","1","0.2","lsv_idle_surprise_joy","3","1009806","1009806126","","",""
"","122711","1","0.2","lsv_talk_normal","3","1009806","1009806127","","",""
"","vo_lsv","0","","vo_lsv_0634","21","1009806","1009806128","","0",""
"1","122711","10","0","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","11","1009806","1009806129","0","1","0"
"","0","","","","91","1009806","1009806130","","",""
"","122711","1","0.2","lsv_idle_normal","3","1009806","1009806131","","",""
"","1009806133","","","","101","1009806","1009806132","","",""
"","0","","","","91","1009806","1009806133","","",""
"","","","","","102","1009806","1009806134","","",""
"","0","","","0.2","22","1009806","1009806135","","",""
"","0.2","","","","93","1009806","1009806136","","",""
"0","122711","1","0","10","12","1009806","1009806137","0","0","0"
"","122711","1","0.2","lsv_talk_bitter","3","1009806","1009806138","","",""
"","3","","","0","93","1009806","1009806139","","",""
"","122711","1","0.2","lsv_idle_surprise_talkjoy","3","1009806","1009806140","","",""
"0","122811","1","0","8","12","1009806","1009806141","0","0","0"
"","122811","1","0.2","lsv_talk_memory","3","1009806","1009806142","","",""
"","3","","","0","93","1009806","1009806143","","",""
"","122811","1","0.2","lsv_idle_joy","3","1009806","1009806144","","",""
"0","122911","1","0","6","12","1009806","1009806145","0","0","0"
"","122911","1","0.2","lsv_talk_wish_joy","3","1009806","1009806146","","",""
"","3","","","0","93","1009806","1009806147","","",""
"","122911","1","0.2","lsv_idle_normal_joyR","3","1009806","1009806148","","",""
"","1009806137","","","","101","1009806","1009806149","","",""
"0","333","1","1","1","6","1009806","1009806150","","1","0"
"","122711","","","1","4","1009806","1009806151","","",""
"","122711","1","0.2","lsv_run","3","1009806","1009806152","","",""
"0","122711","-235","","-750","2","1009806","1009806153","","0.8",""
"","122911","","","0","4","1009806","1009806154","","",""
"","122911","1","0.2","lsv_run","3","1009806","1009806155","","",""
"0","122911","-220","","750","2","1009806","1009806156","","0.8",""
"","122811","","","0","4","1009806","1009806157","","",""
"","122811","1","0.2","lsv_run","3","1009806","1009806158","","",""
"0","122811","-250","","850","2","1009806","1009806159","","0.8",""
"","0.6","","","","93","1009806","1009806160","","",""
"0","122711","1","0.2","1","6","1009806","1009806161","","1","0"
"0","122911","1","0.2","1","6","1009806","1009806162","","1","0"
"0","122811","1","0.2","1","6","1009806","1009806163","","1","0"
"","0","","","","91","1009806","1009806164","","",""
"-235","1","102","1.95","102011","1","1009807","1009807001","lsv_idle_normal","-650","0"
"-220","1","100","1.95","100411","1","1009807","1009807002","lsv_idle_normal","650","1"
"-250","1","101","1.95","103611","1","1009807","1009807003","lsv_idle_normal","750","1"
"0","1","0","1","333","5","1009807","1009807004","lsv_white_loop","0","0"
"0","333","1","0","1","6","1009807","1009807005","","1","0"
"0","102011","1","0","1","6","1009807","1009807006","","1","0"
"0","100411","1","0","1","6","1009807","1009807007","","1","0"
"0","103611","1","0","1","6","1009807","1009807008","","1","0"
"","1","","","0","93","1009807","1009807009","","",""
"0.4","333","1","0.8","1","6","1009807","1009807010","","1","0"
"","102011","1","0.2","lsv_walk_joy","3","1009807","1009807011","","",""
"0","102011","-235","","-200","2","1009807","1009807012","","2",""
"1","102011","1","0.4","1","6","1009807","1009807013","","1","0"
"","100411","1","0.2","lsv_walk","3","1009807","1009807014","","",""
"0","100411","-220","","100","2","1009807","1009807015","","2",""
"1","100411","1","0.4","1","6","1009807","1009807016","","1","0"
"","103611","1","0.2","lsv_walk","3","1009807","1009807017","","",""
"0","103611","-250","","270","2","1009807","1009807018","","2",""
"1","103611","1","0.4","1","6","1009807","1009807019","","1","0"
"","2","","","0","93","1009807","1009807020","","",""
"","102011","1","0.2","lsv_idle_wish_joyR","3","1009807","1009807021","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009807","1009807022","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009807","1009807023","","",""
"","0.6","","","0","93","1009807","1009807024","","",""
"","102011","1","0.2","lsv_talk_wish_joy","3","1009807","1009807025","","",""
"","vo_lsv","0","","vo_lsv_0721","21","1009807","1009807026","","0",""
"1","102011","10","0","小繆和\n和小小格里芬先生\n都很開心呢～♪","11","1009807","1009807027","0","1","0"
"","0","","","","91","1009807","1009807028","","",""
"","102011","1","0.2","lsv_idle_wish_joyR","3","1009807","1009807029","","",""
"","103611","1","0.2","lsv_talk_surprise_talkjoy","3","1009807","1009807030","","",""
"","vo_lsv","0","","vo_lsv_0722","21","1009807","1009807031","","0",""
"1","103611","10","0","小繆的適應性\n很強這一點，\n也是個大發現呢。","11","1009807","1009807032","0","1","0"
"","0","","","","91","1009807","1009807033","","",""
"","103611","1","0.2","lsv_idle_surprise_doya","3","1009807","1009807034","","",""
"1","100411","0","0","lsv_talk_arm_crossed2","3","1009807","1009807035","","lsv_talk_arm_crossed_loop2","0.2"
"","vo_lsv","0","","vo_lsv_0723","21","1009807","1009807036","","0",""
"1","100411","10","0","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","11","1009807","1009807037","0","1","0"
"","0","","","","91","1009807","1009807038","","",""
"","100411","1","0.2","lsv_idle_arm_crossed","3","1009807","1009807039","","",""
"","103611","1","0.2","lsv_talk_joy1_normal","3","1009807","1009807040","","",""
"","vo_lsv","0","","vo_lsv_0724","21","1009807","1009807041","","0",""
"1","103611","10","0","果然改變蒐集情報的方法\n是正確的呢。","11","1009807","1009807042","0","1","0"
"","0","","","","91","1009807","1009807043","","",""
"","103611","1","0.2","lsv_idle_normal_suprise1","3","1009807","1009807044","","",""
"1","100411","0","0","lsv_talk_guts2","3","1009807","1009807045","","lsv_talk_guts2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0725","21","1009807","1009807046","","0",""
"1","100411","10","0","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","11","1009807","1009807047","0","1","0"
"","0","","","","91","1009807","1009807048","","",""
"","100411","1","0.2","lsv_idle_normal_joy","3","1009807","1009807049","","",""
"","102011","1","0.2","lsv_talk_joy3","3","1009807","1009807050","","",""
"","vo_lsv","0","","vo_lsv_0726","21","1009807","1009807051","","0",""
"1","102011","10","0","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","11","1009807","1009807052","0","1","0"
"","0","","","","91","1009807","1009807053","","",""
"","102011","1","0.2","lsv_idle_normal_joyR","3","1009807","1009807054","","",""
"1","103611","0","0","lsv_talk_arm_crossed2","3","1009807","1009807055","","lsv_talk_arm_crossed_loop2","0.2"
"","vo_lsv","0","","vo_lsv_0727","21","1009807","1009807056","","0",""
"1","103611","10","0","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","11","1009807","1009807057","0","1","0"
"","0","","","","91","1009807","1009807058","","",""
"","103611","1","0.2","lsv_idle_arm_crossed","3","1009807","1009807059","","",""
"1","102011","0","0","lsv_choice","3","1009807","1009807060","","lsv_look_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009807","1009807061","","lsv_look_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009807","1009807062","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009807","1009807063","","",""
"2","102011","-235","","-452","2","1009807","1009807064","","0.33","0.2"
"2","100411","-220","","420","2","1009807","1009807065","","0.33","0.2"
"2","103611","-250","","545","2","1009807","1009807066","","0.33","0.2"
"","0","1","0.2","0","22","1009807","1009807067","","",""
"","繼續用防水包包就好。","0","","1009807071","103","1009807","1009807068","","",""
"","用籃子或許不錯。","0","","1009807095","103","1009807","1009807069","","",""
"","登山背包怎麼樣？","0","","1009807119","103","1009807","1009807070","","",""
"1","102011","0","0","lsv_choice","3","1009807","1009807071","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009807","1009807072","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009807","1009807073","","lsv_look_idle_normal","0.2"
"","0.1","","","0","93","1009807","1009807074","","",""
"2","102011","-235","","-200","2","1009807","1009807075","","0.33","0.2"
"2","100411","-220","","100","2","1009807","1009807076","","0.33","0.2"
"2","103611","-250","","270","2","1009807","1009807077","","0.33","0.2"
"","0.7","","","0","93","1009807","1009807078","","",""
"","103611","1","0.2","lsv_look_idle_sad","3","1009807","1009807079","","",""
"","vo_lsv","0","","vo_lsv_0728","21","1009807","1009807080","","0",""
"1","103611","10","0","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","11","1009807","1009807081","0","1","0"
"","0","","","","91","1009807","1009807082","","",""
"","103611","1","0.2","lsv_idle_normal","3","1009807","1009807083","","",""
"","100411","1","0.2","lsv_talk_wish_surprise","3","1009807","1009807084","","",""
"","vo_lsv","0","","vo_lsv_0729","21","1009807","1009807085","","0",""
"1","100411","10","0","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","11","1009807","1009807086","0","1","0"
"","0","","","","91","1009807","1009807087","","",""
"","100411","1","0.2","lsv_idle_wish","3","1009807","1009807088","","",""
"","102011","1","0.2","lsv_talk_normal","3","1009807","1009807089","","",""
"","vo_lsv","0","","vo_lsv_0730","21","1009807","1009807090","","0",""
"1","102011","10","0","還有抱著牠的時候，\n要輪流也方便啊♪","11","1009807","1009807091","0","1","0"
"","0","","","","91","1009807","1009807092","","",""
"","102011","1","0.2","lsv_idle_normal","3","1009807","1009807093","","",""
"","1009807143","","","","101","1009807","1009807094","","",""
"1","102011","0","0","lsv_choice","3","1009807","1009807095","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009807","1009807096","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009807","1009807097","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009807","1009807098","","",""
"2","102011","-235","","-200","2","1009807","1009807099","","0.33","0.2"
"2","100411","-220","","100","2","1009807","1009807100","","0.33","0.2"
"2","103611","-250","","270","2","1009807","1009807101","","0.33","0.2"
"","0.7","","","0","93","1009807","1009807102","","",""
"","102011","1","0.2","lsv_talk_surprise_talkjoy","3","1009807","1009807103","","",""
"","vo_lsv","0","","vo_lsv_0731","21","1009807","1009807104","","0",""
"1","102011","10","0","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","11","1009807","1009807105","0","1","0"
"","0","","","","91","1009807","1009807106","","",""
"","102011","1","0.2","lsv_idle_surprise_joy","3","1009807","1009807107","","",""
"","103611","1","0.2","lsv_talk_sad","3","1009807","1009807108","","",""
"","vo_lsv","0","","vo_lsv_0732","21","1009807","1009807109","","0",""
"1","103611","10","0","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","11","1009807","1009807110","0","1","0"
"","0","","","","91","1009807","1009807111","","",""
"","103611","1","0.2","lsv_idle_sad_normal","3","1009807","1009807112","","",""
"1","100411","0","0","lsv_talk_cool_joy","3","1009807","1009807113","","lsv_talk_cool_joy_loop","0.2"
"","vo_lsv","0","","vo_lsv_0733","21","1009807","1009807114","","0",""
"1","100411","10","0","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","11","1009807","1009807115","0","1","0"
"","0","","","","91","1009807","1009807116","","",""
"","100411","1","0.2","lsv_idle_cool","3","1009807","1009807117","","",""
"","1009807143","","","","101","1009807","1009807118","","",""
"1","102011","0","0","lsv_choice","3","1009807","1009807119","","lsv_idle_normal","0.2"
"1","100411","0","0","lsv_choice","3","1009807","1009807120","","lsv_idle_normal","0.2"
"1","103611","0","0","lsv_choice","3","1009807","1009807121","","lsv_idle_normal","0.2"
"","0.1","","","0","93","1009807","1009807122","","",""
"2","102011","-235","","-200","2","1009807","1009807123","","0.33","0.2"
"2","100411","-220","","100","2","1009807","1009807124","","0.33","0.2"
"2","103611","-250","","270","2","1009807","1009807125","","0.33","0.2"
"","0.7","","","0","93","1009807","1009807126","","",""
"1","100411","0","0","lsv_talk_guts2","3","1009807","1009807127","","lsv_talk_guts2_loop","0.2"
"","vo_lsv","0","","vo_lsv_0734","21","1009807","1009807128","","0",""
"1","100411","10","0","變成用背的啊！\n這或許也不錯？","11","1009807","1009807129","0","1","0"
"","0","","","","91","1009807","1009807130","","",""
"","100411","1","0.2","lsv_idle_normal","3","1009807","1009807131","","",""
"","102011","1","0.2","lsv_talk_joy3_shy","3","1009807","1009807132","","",""
"","vo_lsv","0","","vo_lsv_0735","21","1009807","1009807133","","0",""
"1","102011","10","0","唔嗯……背對背的話，\n小繆會不會\n覺得寂寞呀？","11","1009807","1009807134","0","1","0"
"","0","","","","91","1009807","1009807135","","",""
"","102011","1","0.2","lsv_idle_sad_normal","3","1009807","1009807136","","",""
"","103611","1","0.2","lsv_talk_thinking_anger","3","1009807","1009807137","","",""
"","vo_lsv","0","","vo_lsv_0736","21","1009807","1009807138","","0",""
"1","103611","10","0","……這點是有點讓人擔心。\n不過沒試過就不知道嘛。\n試試看吧！","11","1009807","1009807139","0","1","0"
