1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06
"","122911","1009806","0.2","lsv_idle_joy","1009806084","1","","","","3"
"","1009806133","1009806","","","1009806085","","","","","101"
"0.2","122711","1009806","0","lsv_choice","1009806086","0","1","","lsv_idle_normal","3"
"0.2","122911","1009806","0","lsv_choice","1009806087","0","1","","lsv_idle_normal","3"
"0.2","122811","1009806","0","lsv_choice","1009806088","0","1","","lsv_idle_normal","3"
"","0.1","1009806","","0","1009806089","","","","","93"
"0.2","122711","1009806","","-200","1009806090","-235","2","","0.33","2"
"0.2","122911","1009806","","100","1009806091","-220","2","","0.33","2"
"0.2","122811","1009806","","270","1009806092","-250","2","","0.33","2"
"","0.7","1009806","","0","1009806093","","","","","93"
"","122811","1009806","0.2","lsv_talk_memory_dere2","1009806094","1","","","","3"
"","vo_lsv","1009806","","vo_lsv_0629","1009806095","0","","","0","21"
"0","122811","1009806","0","啊～炒麵～！","1009806096","10","1","0","1","11"
"","0","1009806","","","1009806097","","","","","91"
"","122811","1009806","0.2","lsv_idle_memory","1009806098","1","","","","3"
"0.2","122911","1009806","0","lsv_smile2","1009806099","0","1","","lsv_idle_normal_joyR","3"
"","vo_lsv","1009806","","vo_lsv_0630","1009806100","0","","","0","21"
"0","122911","1009806","0","很好吃呢～♪","1009806101","10","1","0","1","11"
"","0","1009806","","","1009806102","","","","","91"
"","122711","1009806","0.2","lsv_talk_joy3_dere","1009806103","1","","","","3"
"","vo_lsv","1009806","","vo_lsv_0631","1009806104","0","","","0","21"
"0","122711","1009806","0","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","1009806105","10","1","0","1","11"
"","0","1009806","","","1009806106","","","","","91"
"","122711","1009806","0.2","lsv_idle_joy_dere2","1009806107","1","","","","3"
"","1009806133","1009806","","","1009806108","","","","","101"
"0.2","122711","1009806","0","lsv_choice","1009806109","0","1","","lsv_idle_normal","3"
"0.2","122911","1009806","0","lsv_choice","1009806110","0","1","","lsv_idle_normal","3"
"0.2","122811","1009806","0","lsv_choice","1009806111","0","1","","lsv_idle_normal","3"
"","0.1","1009806","","0","1009806112","","","","","93"
"0.2","122711","1009806","","-200","1009806113","-235","2","","0.33","2"
"0.2","122911","1009806","","100","1009806114","-220","2","","0.33","2"
"0.2","122811","1009806","","270","1009806115","-250","2","","0.33","2"
"","0.7","1009806","","0","1009806116","","","","","93"
"0.2","122811","1009806","0","lsv_exactly_joy_in","1009806117","0","1","","lsv_exactly_joy_loop","3"
"","vo_lsv","1009806","","vo_lsv_0632","1009806118","0","","","0","21"
"0","122811","1009806","0","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","1009806119","10","1","0","1","11"
"","0","1009806","","","1009806120","","","","","91"
"","122811","1009806","0.2","lsv_idle_joy","1009806121","1","","","","3"
"","122911","1009806","0.2","lsv_talk_surprise_dere","1009806122","1","","","","3"
"","vo_lsv","1009806","","vo_lsv_0633","1009806123","0","","","0","21"
"0","122911","1009806","0","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","1009806124","10","1","0","1","11"
"","0","1009806","","","1009806125","","","","","91"
"","122911","1009806","0.2","lsv_idle_surprise_joy","1009806126","1","","","","3"
"","122711","1009806","0.2","lsv_talk_normal","1009806127","1","","","","3"
"","vo_lsv","1009806","","vo_lsv_0634","1009806128","0","","","0","21"
"0","122711","1009806","0","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","1009806129","10","1","0","1","11"
"","0","1009806","","","1009806130","","","","","91"
"","122711","1009806","0.2","lsv_idle_normal","1009806131","1","","","","3"
"","1009806133","1009806","","","1009806132","","","","","101"
"","0","1009806","","","1009806133","","","","","91"
"","","1009806","","","1009806134","","","","","102"
"","0","1009806","","0.2","1009806135","","","","","22"
"","0.2","1009806","","","1009806136","","","","","93"
"0","122711","1009806","0","10","1009806137","1","0","0","0","12"
"","122711","1009806","0.2","lsv_talk_bitter","1009806138","1","","","","3"
"","3","1009806","","0","1009806139","","","","","93"
"","122711","1009806","0.2","lsv_idle_surprise_talkjoy","1009806140","1","","","","3"
"0","122811","1009806","0","8","1009806141","1","0","0","0","12"
"","122811","1009806","0.2","lsv_talk_memory","1009806142","1","","","","3"
"","3","1009806","","0","1009806143","","","","","93"
"","122811","1009806","0.2","lsv_idle_joy","1009806144","1","","","","3"
"0","122911","1009806","0","6","1009806145","1","0","0","0","12"
"","122911","1009806","0.2","lsv_talk_wish_joy","1009806146","1","","","","3"
"","3","1009806","","0","1009806147","","","","","93"
"","122911","1009806","0.2","lsv_idle_normal_joyR","1009806148","1","","","","3"
"","1009806137","1009806","","","1009806149","","","","","101"
"0","333","1009806","1","1","1009806150","1","0","","1","6"
"","122711","1009806","","1","1009806151","","","","","4"
"","122711","1009806","0.2","lsv_run","1009806152","1","","","","3"
"","122711","1009806","","-750","1009806153","-235","0","","0.8","2"
"","122911","1009806","","0","1009806154","","","","","4"
"","122911","1009806","0.2","lsv_run","1009806155","1","","","","3"
"","122911","1009806","","750","1009806156","-220","0","","0.8","2"
"","122811","1009806","","0","1009806157","","","","","4"
"","122811","1009806","0.2","lsv_run","1009806158","1","","","","3"
"","122811","1009806","","850","1009806159","-250","0","","0.8","2"
"","0.6","1009806","","","1009806160","","","","","93"
"0","122711","1009806","0.2","1","1009806161","1","0","","1","6"
"0","122911","1009806","0.2","1","1009806162","1","0","","1","6"
"0","122811","1009806","0.2","1","1009806163","1","0","","1","6"
"","0","1009806","","","1009806164","","","","","91"
"0","1","1009807","1.95","102011","1009807001","102","-235","lsv_idle_normal","-650","1"
"1","1","1009807","1.95","100411","1009807002","100","-220","lsv_idle_normal","650","1"
"1","1","1009807","1.95","103611","1009807003","101","-250","lsv_idle_normal","750","1"
"0","1","1009807","1","333","1009807004","0","0","lsv_white_loop","0","5"
"0","333","1009807","0","1","1009807005","1","0","","1","6"
"0","102011","1009807","0","1","1009807006","1","0","","1","6"
"0","100411","1009807","0","1","1009807007","1","0","","1","6"
"0","103611","1009807","0","1","1009807008","1","0","","1","6"
"","1","1009807","","0","1009807009","","","","","93"
"0","333","1009807","0.8","1","1009807010","1","0.4","","1","6"
"","102011","1009807","0.2","lsv_walk_joy","1009807011","1","","","","3"
"","102011","1009807","","-200","1009807012","-235","0","","2","2"
"0","102011","1009807","0.4","1","1009807013","1","1","","1","6"
"","100411","1009807","0.2","lsv_walk","1009807014","1","","","","3"
"","100411","1009807","","100","1009807015","-220","0","","2","2"
"0","100411","1009807","0.4","1","1009807016","1","1","","1","6"
"","103611","1009807","0.2","lsv_walk","1009807017","1","","","","3"
"","103611","1009807","","270","1009807018","-250","0","","2","2"
"0","103611","1009807","0.4","1","1009807019","1","1","","1","6"
"","2","1009807","","0","1009807020","","","","","93"
"","102011","1009807","0.2","lsv_idle_wish_joyR","1009807021","1","","","","3"
"","100411","1009807","0.2","lsv_idle_normal","1009807022","1","","","","3"
"","103611","1009807","0.2","lsv_idle_normal","1009807023","1","","","","3"
"","0.6","1009807","","0","1009807024","","","","","93"
"","102011","1009807","0.2","lsv_talk_wish_joy","1009807025","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0721","1009807026","0","","","0","21"
"0","102011","1009807","0","小繆和\n和小小格里芬先生\n都很開心呢～♪","1009807027","10","1","0","1","11"
"","0","1009807","","","1009807028","","","","","91"
"","102011","1009807","0.2","lsv_idle_wish_joyR","1009807029","1","","","","3"
"","103611","1009807","0.2","lsv_talk_surprise_talkjoy","1009807030","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0722","1009807031","0","","","0","21"
"0","103611","1009807","0","小繆的適應性\n很強這一點，\n也是個大發現呢。","1009807032","10","1","0","1","11"
"","0","1009807","","","1009807033","","","","","91"
"","103611","1009807","0.2","lsv_idle_surprise_doya","1009807034","1","","","","3"
"0.2","100411","1009807","0","lsv_talk_arm_crossed2","1009807035","0","1","","lsv_talk_arm_crossed_loop2","3"
"","vo_lsv","1009807","","vo_lsv_0723","1009807036","0","","","0","21"
"0","100411","1009807","0","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","1009807037","10","1","0","1","11"
"","0","1009807","","","1009807038","","","","","91"
"","100411","1009807","0.2","lsv_idle_arm_crossed","1009807039","1","","","","3"
"","103611","1009807","0.2","lsv_talk_joy1_normal","1009807040","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0724","1009807041","0","","","0","21"
"0","103611","1009807","0","果然改變蒐集情報的方法\n是正確的呢。","1009807042","10","1","0","1","11"
"","0","1009807","","","1009807043","","","","","91"
"","103611","1009807","0.2","lsv_idle_normal_suprise1","1009807044","1","","","","3"
"0.2","100411","1009807","0","lsv_talk_guts2","1009807045","0","1","","lsv_talk_guts2_loop","3"
"","vo_lsv","1009807","","vo_lsv_0725","1009807046","0","","","0","21"
"0","100411","1009807","0","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","1009807047","10","1","0","1","11"
"","0","1009807","","","1009807048","","","","","91"
"","100411","1009807","0.2","lsv_idle_normal_joy","1009807049","1","","","","3"
"","102011","1009807","0.2","lsv_talk_joy3","1009807050","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0726","1009807051","0","","","0","21"
"0","102011","1009807","0","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","1009807052","10","1","0","1","11"
"","0","1009807","","","1009807053","","","","","91"
"","102011","1009807","0.2","lsv_idle_normal_joyR","1009807054","1","","","","3"
"0.2","103611","1009807","0","lsv_talk_arm_crossed2","1009807055","0","1","","lsv_talk_arm_crossed_loop2","3"
"","vo_lsv","1009807","","vo_lsv_0727","1009807056","0","","","0","21"
"0","103611","1009807","0","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","1009807057","10","1","0","1","11"
"","0","1009807","","","1009807058","","","","","91"
"","103611","1009807","0.2","lsv_idle_arm_crossed","1009807059","1","","","","3"
"0.2","102011","1009807","0","lsv_choice","1009807060","0","1","","lsv_look_idle_normal","3"
"0.2","100411","1009807","0","lsv_choice","1009807061","0","1","","lsv_look_idle_normal","3"
"0.2","103611","1009807","0","lsv_choice","1009807062","0","1","","lsv_look_idle_normal","3"
"","0.1","1009807","","0","1009807063","","","","","93"
"0.2","102011","1009807","","-452","1009807064","-235","2","","0.33","2"
"0.2","100411","1009807","","420","1009807065","-220","2","","0.33","2"
"0.2","103611","1009807","","545","1009807066","-250","2","","0.33","2"
"","0","1009807","0.2","0","1009807067","1","","","","22"
"","繼續用防水包包就好。","1009807","","1009807071","1009807068","0","","","","103"
"","用籃子或許不錯。","1009807","","1009807095","1009807069","0","","","","103"
"","登山背包怎麼樣？","1009807","","1009807119","1009807070","0","","","","103"
"0.2","102011","1009807","0","lsv_choice","1009807071","0","1","","lsv_idle_normal","3"
"0.2","100411","1009807","0","lsv_choice","1009807072","0","1","","lsv_idle_normal","3"
"0.2","103611","1009807","0","lsv_choice","1009807073","0","1","","lsv_look_idle_normal","3"
"","0.1","1009807","","0","1009807074","","","","","93"
"0.2","102011","1009807","","-200","1009807075","-235","2","","0.33","2"
"0.2","100411","1009807","","100","1009807076","-220","2","","0.33","2"
"0.2","103611","1009807","","270","1009807077","-250","2","","0.33","2"
"","0.7","1009807","","0","1009807078","","","","","93"
"","103611","1009807","0.2","lsv_look_idle_sad","1009807079","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0728","1009807080","0","","","0","21"
"0","103611","1009807","0","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","1009807081","10","1","0","1","11"
"","0","1009807","","","1009807082","","","","","91"
"","103611","1009807","0.2","lsv_idle_normal","1009807083","1","","","","3"
"","100411","1009807","0.2","lsv_talk_wish_surprise","1009807084","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0729","1009807085","0","","","0","21"
"0","100411","1009807","0","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","1009807086","10","1","0","1","11"
"","0","1009807","","","1009807087","","","","","91"
"","100411","1009807","0.2","lsv_idle_wish","1009807088","1","","","","3"
"","102011","1009807","0.2","lsv_talk_normal","1009807089","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0730","1009807090","0","","","0","21"
"0","102011","1009807","0","還有抱著牠的時候，\n要輪流也方便啊♪","1009807091","10","1","0","1","11"
"","0","1009807","","","1009807092","","","","","91"
"","102011","1009807","0.2","lsv_idle_normal","1009807093","1","","","","3"
"","1009807143","1009807","","","1009807094","","","","","101"
"0.2","102011","1009807","0","lsv_choice","1009807095","0","1","","lsv_idle_normal","3"
"0.2","100411","1009807","0","lsv_choice","1009807096","0","1","","lsv_idle_normal","3"
"0.2","103611","1009807","0","lsv_choice","1009807097","0","1","","lsv_idle_normal","3"
"","0.1","1009807","","0","1009807098","","","","","93"
"0.2","102011","1009807","","-200","1009807099","-235","2","","0.33","2"
"0.2","100411","1009807","","100","1009807100","-220","2","","0.33","2"
"0.2","103611","1009807","","270","1009807101","-250","2","","0.33","2"
"","0.7","1009807","","0","1009807102","","","","","93"
"","102011","1009807","0.2","lsv_talk_surprise_talkjoy","1009807103","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0731","1009807104","0","","","0","21"
"0","102011","1009807","0","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","1009807105","10","1","0","1","11"
"","0","1009807","","","1009807106","","","","","91"
"","102011","1009807","0.2","lsv_idle_surprise_joy","1009807107","1","","","","3"
"","103611","1009807","0.2","lsv_talk_sad","1009807108","1","","","","3"
"","vo_lsv","1009807","","vo_lsv_0732","1009807109","0","","","0","21"
"0","103611","1009807","0","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","1009807110","10","1","0","1","11"
"","0","1009807","","","1009807111","","","","","91"
"","103611","1009807","0.2","lsv_idle_sad_normal","1009807112","1","","","","3"
"0.2","100411","1009807","0","lsv_talk_cool_joy","1009807113","0","1","","lsv_talk_cool_joy_loop","3"
"","vo_lsv","1009807","","vo_lsv_0733","1009807114","0","","","0","21"
"0","100411","1009807","0","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","1009807115","10","1","0","1","11"
"","0","1009807","","","1009807116","","","","","91"
"","100411","1009807","0.2","lsv_idle_cool","1009807117","1","","","","3"
"","1009807143","1009807","","","1009807118","","","","","101"
"0.2","102011","1009807","0","lsv_choice","1009807119","0","1","","lsv_idle_normal","3"
"0.2","100411","1009807","0","lsv_choice","1009807120","0","1","","lsv_idle_normal","3"
"0.2","103611","1009807","0","lsv_choice","1009807121","0","1","","lsv_idle_normal","3"
"","0.1","1009807","","0","1009807122","","","","","93"
"0.2","102011","1009807","","-200","1009807123","-235","2","","0.33","2"
"0.2","100411","1009807","","100","1009807124","-220","2","","0.33","2"
"0.2","103611","1009807","","270","1009807125","-250","2","","0.33","2"
"","0.7","1009807","","0","1009807126","","","","","93"
"0.2","100411","1009807","0","lsv_talk_guts2","1009807127","0","1","","lsv_talk_guts2_loop","3"
"","vo_lsv","1009807","","vo_lsv_0734","1009807128","0","","","0","21"
"0","100411","1009807","0","變成用背的啊！\n這或許也不錯？","1009807129","10","1","0","1","11"
"","0","1009807","","","1009807130","","","","","91"
"","100411","1009807","0.2","lsv_idle_normal","1009807131","1","","","","3"
"","102011","1009807","0.2","lsv_talk_joy3_shy","1009807132","1","","","","3"
