8c6bc6c4cbf084591d8c6ead3560f0f0754034cf641fad84483d40dcbc1d0f1e,d6c5ba4c170f9e33e67509d365b2bf429e5e8e9d71f0bd9c629e34eb0dcc2628,40390e5b5663322259d13a330f69d1a91ddf64814700175a212333b13db22362,f2a8653eaf24897315b2fd616583edadd3fb515f8c84d5aa2bf4ae0c4ee0cac3,1143b481d240c04a24e6046326838f23beeb603f926e30296094ef6d386e3814,b61cb1247afe2e49a9b94942d34f6c10e1914a7e4d6a7a0dda59d1c33f05dc1d,00d16db0da2c4abe9b5141a9919405c4e68637b4940fd92b6181203b723cecfc,13aeeb8f6bf9eb206c90814bd4364d2dab8f752f1e82afeede0788ce7a3db075
"104554","10","104014","104552","104013","105011","104284","105701"
"105551","11","105011","104553","104014","105012","105281","105701"
"105552","12","105012","105551","105011","105013","105282","105701"
"105553","13","105013","105552","105012","105014","105343","105701"
"105554","14","105014","105553","105013","105015","105284","105701"
"105555","15","105015","105554","105014","105016","105285","105701"
"105556","16","105016","105555","105015","105017","105286","105701"
"105557","17","105017","105556","105016","106011","105287","105701"
"106551","18","106011","105557","105017","106012","106281","105701"
"106552","19","106012","106551","106011","106013","106282","105701"
"106553","20","106013","106552","106012","107011","106283","105701"
"107551","21","107011","106553","106013","107012","107341","105701"
"107552","22","107012","107551","107011","107013","107282","105701"
"107553","23","107013","107552","107012","108011","107493","105701"
"108551","24","108011","107553","107013","108012","108431","105701"
"108552","25","108012","108551","108011","108013","108342","105701"
"108553","26","108013","108552","108012","108014","108343","105701"
"108554","27","108014","108553","108013","109011","108494","105701"
"109551","28","109011","108554","108014","109012","109341","105701"
"109552","29","109012","109551","109011","109013","109432","105701"
"109553","30","109013","109552","109012","109014","109493","105701"
"109554","31","109014","109553","109013","10001032","109494","105701"
"10055032","32","10001032","109554","109014","10001033","10034032","105701"
"10055033","33","10001033","10055032","10001032","10001034","10043033","105701"
"10055034","34","10001034","10055033","10001033","999999","10034034","105701"
"101551","1","101071","101581","101401","101011","101281","105801"
"101431","2","102011","101581","102493","102013","102311","105801"
"102011","3","102401","102551","102401","103011","102282","105801"
"102401","4","103011","102582","103581","103012","103311","105801"
"103581","5","103401","103551","103432","103013","103282","105801"
"103401","6","103013","103582","103491","104011","103283","105801"
"103583","7","104491","103401","103583","104012","104311","105801"
"104581","8","104012","103583","104491","104013","104432","105801"
"104582","9","104013","104581","104282","104014","104283","105801"
"104583","10","104014","104582","104283","105011","104314","105801"
"105581","11","105011","104583","104433","105012","105281","105801"
"105582","12","105012","105581","105281","105013","105431","105801"
"105583","13","105013","105582","105282","105014","105313","105801"
"105584","14","105014","105583","105283","105015","105314","105801"
"105585","15","105015","105584","105284","105016","105315","105801"
"105586","16","105016","105585","105315","105017","105316","105801"
"105587","17","105017","105586","105316","106011","105317","105801"
"106581","18","106011","105587","105317","106012","106311","105801"
"106582","19","106012","106581","106311","106013","106312","105801"
"106583","20","106013","106582","106312","107011","106313","105801"
"107581","21","107011","106583","106313","107012","107311","105801"
"107582","22","107012","107581","107311","107013","107312","105801"
"107583","23","107013","107582","107312","108011","107313","105801"
"108581","24","108011","107583","107313","108012","108311","105801"
"108582","25","108012","108581","108311","108013","108312","105801"
"108583","26","108013","108582","108312","108014","108313","105801"
"108584","27","108014","108583","108313","109011","108314","105801"
"109581","28","109011","108584","108314","109012","109311","105801"
"109582","29","109012","109581","109311","109013","109312","105801"
"109583","30","109013","109582","109312","109014","109313","105801"
"109584","31","109014","109583","109313","10001032","109314","105801"
"10058032","32","10001032","109584","109314","10001033","10031032","105801"
"10058033","33","10001033","10058032","10031032","10001034","10031033","105801"
"10058034","34","10001034","10058033","10031033","999999","10031034","105801"
"101581","1","101161","101551","101431","101161","101281","105901"
"101581","2","102162","101551","102491","102163","102341","105901"
"102581","3","102163","102551","102432","103161","102342","105901"
"102582","4","103161","102552","103431","103162","103341","105901"
"103581","5","103162","103551","103432","103193","103342","105901"
"103552","6","103193","103342","103401","104161","103343","105901"
"103553","7","104161","103582","103583","104162","104341","105901"
"104581","8","104162","103583","104491","104163","104432","105901"
"104582","9","104163","104581","104342","104164","104343","105901"
"104583","10","104164","104582","104343","105161","104433","105901"
"105581","11","105161","104583","104433","105162","105401","105901"
"105582","12","105162","105581","105401","105163","105342","105901"
"105583","13","105163","105582","105431","105164","105283","105901"
"105584","14","105164","105583","105491","105165","105432","105901"
"105585","15","105165","105584","105344","105166","105402","105901"
"105586","16","105166","105585","105402","105167","105433","105901"
"105587","17","105167","105586","105433","106161","105347","105901"
"106581","18","106161","105587","105347","106162","106401","105901"
"106582","19","106162","106581","106401","106163","106431","105901"
"106583","20","106163","106582","106431","107161","106491","105901"
"107581","21","107161","106583","106491","107162","107341","105901"
"107582","22","107162","107581","107341","107163","107342","105901"
"107583","23","107163","107582","107342","108161","107343","105901"
"108581","24","108161","107583","107343","108162","108281","105901"
"108582","25","108162","108581","108281","108163","108282","105901"
"108583","26","108163","108582","108282","108164","108283","105901"
"108584","27","108164","108583","108283","109161","108314","105901"
"109581","28","109161","108584","108314","109162","109281","105901"
"109582","29","109162","109581","109281","109163","109282","105901"
"109583","30","109163","109582","109282","109164","109283","105901"
"109584","31","109164","109583","109283","10016032","109284","105901"
"10058032","32","10016032","109584","109284","10016033","10028032","105901"
"10058033","33","10016033","10058032","10028032","10016034","10028033","105901"
"10058034","34","10016034","10058033","10028033","999999","10028034","105901"
"101611","1","101251","101611","101521","101251","101371","106001"
"101611","2","102221","101611","102461","102222","102371","106001"
"102611","3","102222","102611","102521","103221","102372","106001"
"102613","4","103221","102613","103521","103252","103521","106001"
"103611","5","103252","103611","103522","103222","103371","106001"
"103371","6","103222","103613","103522","104221","103372","106001"
"103222","7","104221","103613","103614","104222","104371","106001"
"104611","8","104222","103614","104221","104223","104522","106001"
"104612","9","104223","104611","104222","104224","104462","106001"
"104613","10","104224","104612","104223","105221","104463","106001"
"105611","11","105221","104613","104224","105222","105521","106001"
"105612","12","105222","105611","105221","105223","105372","106001"
"105613","13","105223","105612","105222","105224","105373","106001"
"105614","14","105224","105613","105223","105225","105523","106001"
"105615","15","105225","105614","105224","105226","105375","106001"
"105616","16","105226","105615","105225","105227","105376","106001"
"105617","17","105227","105616","105226","106221","105377","106001"
"106611","18","106221","105617","105227","106222","106371","106001"
"106612","19","106222","106611","106221","106223","106372","106001"
"106613","20","106223","106612","106222","107221","106373","106001"
"107611","21","107221","106613","106223","107222","107371","106001"
"107612","22","107222","107611","107221","107223","107372","106001"
"107613","23","107223","107612","107222","108221","107373","106001"
"108611","24","108221","107613","107223","108222","108521","106001"
"108612","25","108222","108611","108221","108223","108462","106001"
"108613","26","108223","108612","108222","108224","108523","106001"
"108614","27","108224","108613","108223","109221","108524","106001"
"109611","28","109221","108614","108224","109222","109461","106001"
