21ef62196f79f4bca76b3943dc19e9a321110ec640e562f8b6ee540c021e3a9a,71e284122b0207a303803deb12d032af17c3621b38d9883a5e6af7515d59468c,89b03ae98fcec0120e48e0e18efbdef77e5795fb274e8ea24665594d3dc236e0,5038e8dd4f5229cb79e2e37f301274de4ad51796ee5306a0fa123f3e9f8da33e,30c458e40ee3cc72c30748c27b43e80e7f913c9acd5db1da92529e21bf832452,f1489da4246608e08e1f0c314254f459ce81b88d72e9ff73ab1efe71a2ffafcc,c1f0ce18dc8cf121a5c17fb15f916666090f953d646f6aea35d176b7147f6542,779b3577da5884e551a6c72c67c05830a3bf84e833207563144666662c1e78f6,ffb60e8e49f01a07d5729a44519b46c2bff50edd88d5f83f20d7c71269b65075,c065ad29a87051825832b548ec4c217aa57331ed09ee186637885b8dbaed8fdb,92cf009f7cc49f033056c68b70c466ff3d4652b8dd0d3145fbcc1fa1e95c9bcf,676edecb737dabf5e83920c9ab72ea44af3133fef07b5a8d80fa4270360c9352,5b146b6efca45755a37ced8a2836989961ef93b332341c62cf4c4a0d0b393b32,57dca58aa7605a374007d56ab580d109045a62d4d6a3120617116f8c762fa417,a5eba1bb8786fba9fa8f729c7d2bbe8acad3546e15b272bd1ee53277b60abe12,72b11922dbadeedb8cbbff5bd78fce47b919389eba691320746681be449fb36b,dc2d17189c17bb53fc1a14ae6ceec619285d05c5706a039fff8cc8b887fb2d0a,7becec8150635b0754d2ef2eb2541e05e85796d22874cd16ee96403dca05cfec,760c89d6be0e4a99bd1369977f2d08e2c67a2dea1f3b31984cf494078fe6079a,f84fe22cdf5987625552dd40da85be0f86f326daceb6b3ebe55d83320dff0b2e,97b8395745501209e5de618b05ce9a7b55fd292f0538df676795d63cb66c7f72,fae8a4e166bd50929e65d0bd6f03afe26aca5b0e59a84c911d1c615eca048223,44a7e9ecb6f924c7056a663e4f80bc2d3ebdc94fc7df2ab9933d37ee53b96a4e,e10edb69057e6d14de993f00ee16f860e9286bc8a28104fc25852f0351ca6780,e77ea1382fdf0b7c9c4a1b55e1e8cac8a79458907d6168f69ffcb5fa7c86ed00,bf34dc13859d38227fde653e2a3f8583e9a72a2e0718fb5c37eae51700ed64c0,79f58839ebf62d5524e07c0481c12f151832c7edf74b6e7feb956b1dbb475681,3997b645c8b25d4eeced67cc55e3816f91e1712db6bc029bb4c91cd2fac15672,ef63782896792c4bea2e50b6d80de4fda024af0204132a0aafb57b7bd7bf8d7c,365b987c1a9306e19baf5a04c72df68352675914e0db5ce0a2ac42dc90741c14,1e80bb4c61ea0ec5f82e789cb7170a7ec9e9d17df61ececfc73e18e811b1c4c1,1b61189d0e452596770a4eb6834227827e6231edd2f40b0eed7cc1dd14b51465,96f1a51d6dee6b88f4df78335eb1ca5ef7456e256b8ac3a94f95e4997d237385,28a29a8f0dc61b06c185591fdde8e4605bb64639929d9e6b32056a13a640b3b0,290d16c88f47aaa6e6645c018463c5150d27fe13a94090d1cab4e442a8a07e11,d2fcb889d41f3cd40e5b52a47773131755cf07a105a62a562904e4d7a6ef68ad,cfdf4d07399e78dc79fc0e31cb8c1cdb4656ee5c6c5c7a3f541cf52b120ce484,cf0ae9271cef2d394deb8a87c02b898c9724b0e65f7f1894787f5327f912e58c,6f8cd3b84ace3bdb12bffb3692157480d50abf10c9e6780e7475d73f4f09abde,54572feca8b5d3863c2605c58e78aa121cc288681c3ce81804330deaea0798bc
"47","1","47","0","0","47","10","47","47","47","47","15258","670050147","47","30","47","0","200501","0","47","0","0","200000008","0","47","0","47","56","0","1539","47","47","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","16625","670050148","48","30","48","0","200501","0","48","0","0","200000008","0","48","0","48","59","0","1611","48","50","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","17993","670050149","49","30","49","0","200501","0","49","0","0","200000008","0","49","0","49","62","0","1681","49","53","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","19360","670050150","50","30","50","0","200501","0","50","0","0","200000008","0","50","0","50","66","0","1751","50","55","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","20727","670050151","51","30","51","0","200501","0","51","0","0","200000008","0","51","0","51","68","0","1821","51","57","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","22094","670050152","52","30","52","0","200501","0","52","0","0","200000008","0","52","0","52","72","0","1891","52","60","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","23462","670050153","53","30","53","0","200501","0","53","0","0","200000008","0","53","0","53","75","0","1962","53","63","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","24829","670050154","54","30","54","0","200501","0","54","0","0","200000008","0","54","0","54","78","0","2033","54","66","54","0","54","1","54","10","1","54"
"55","1","55","0","0","55","10","55","55","55","55","26195","670050155","55","30","55","0","200501","0","55","0","0","200000008","0","55","0","55","82","0","2104","55","69","55","0","55","1","55","10","1","55"
"56","1","56","0","0","56","10","56","56","56","56","27563","670050156","56","30","56","0","200501","0","56","0","0","200000008","0","56","0","56","84","0","2174","56","72","56","0","56","1","56","10","1","56"
"57","1","57","0","0","57","10","57","57","57","57","28943","670050157","57","30","57","0","200501","0","57","0","0","200000008","0","57","0","57","88","0","2268","57","74","57","0","57","1","57","10","1","57"
"58","1","58","0","0","58","10","58","58","58","58","30324","670050158","58","30","58","0","200501","0","58","0","0","200000008","0","58","0","58","91","0","2361","58","77","58","0","58","1","58","10","1","58"
"59","1","59","0","0","59","10","59","59","59","59","31924","670050159","59","30","59","0","200501","0","59","0","0","200000008","0","59","0","59","103","0","2471","59","87","59","0","59","1","59","10","1","59"
"60","1","60","0","0","60","10","60","60","60","60","34124","670050160","60","30","60","0","200501","0","60","0","0","200000008","0","60","0","60","104","0","2591","60","88","60","0","60","1","60","10","1","60"
"61","1","61","0","0","61","10","61","61","61","61","35024","670050161","61","30","61","0","200501","0","61","0","0","200000008","0","61","0","61","106","0","2681","61","91","61","0","61","1","61","10","1","61"
"62","1","62","0","0","62","10","62","62","62","62","35203","670050162","62","30","62","0","200501","0","62","0","0","200000008","0","62","0","62","107","0","2725","62","92","62","0","62","1","62","10","1","62"
"63","1","63","0","0","63","10","63","63","63","63","35382","670050163","63","30","63","0","200501","0","63","0","0","200000008","0","63","0","63","107","0","2769","63","92","63","0","63","1","63","10","1","63"
"64","1","64","0","0","64","10","64","64","64","64","35562","670050164","64","30","64","0","200501","0","64","0","0","200000008","0","64","0","64","108","0","2812","64","93","64","0","64","1","64","10","1","64"
"65","1","65","0","0","65","10","65","65","65","65","35741","670050165","65","30","65","0","200501","0","65","0","0","200000008","0","65","0","65","108","0","2856","65","94","65","0","65","1","65","10","1","65"
"66","1","66","0","0","66","10","66","66","66","66","35920","670050166","66","30","66","0","200501","0","66","0","0","200000008","0","66","0","66","109","0","2900","66","95","66","0","66","1","66","10","1","66"
"67","1","67","0","0","67","10","67","67","67","67","36099","670050167","67","30","67","0","200501","0","67","0","0","200000008","0","67","0","67","110","0","2944","67","95","67","0","67","1","67","10","1","67"
"68","1","68","0","0","68","10","68","68","68","68","36278","670050168","68","30","68","0","200501","0","68","0","0","200000008","0","68","0","68","110","0","2987","68","96","68","0","68","1","68","10","1","68"
"69","1","69","0","0","69","10","69","69","69","69","36457","670050169","69","30","69","0","200501","0","69","0","0","200000008","0","69","0","69","111","0","3031","69","97","69","0","69","1","69","10","1","69"
"70","1","70","0","0","70","10","70","70","70","70","36637","670050170","70","30","70","0","200501","0","70","0","0","200000008","0","70","0","70","112","0","3075","70","98","70","0","70","1","70","10","1","70"
"71","1","71","0","0","71","10","71","71","71","71","36816","670050171","71","30","71","0","200501","0","71","0","0","200000008","0","71","0","71","112","0","3119","71","98","71","0","71","1","71","10","1","71"
"1","1","1","0","0","1","10","1","1","1","1","154","670060001","1","30","1","0","200600","0","1","0","0","200000001","0","1","0","1","3","0","28","1","2","1","0","1","1","1","10","1","1"
"2","1","2","0","0","2","10","2","2","2","2","202","670060002","2","30","2","0","200600","0","2","0","0","200000001","0","2","0","2","4","0","31","2","3","2","0","2","1","2","10","1","2"
"3","1","3","0","0","3","10","3","3","3","3","337","670060003","3","30","3","0","200600","0","3","0","0","200000001","0","3","0","3","5","0","34","3","4","3","0","3","1","3","10","1","3"
"4","1","4","0","0","4","10","4","4","4","4","297","670060004","4","30","4","0","200600","0","4","0","0","200000001","0","4","0","4","5","0","49","4","4","4","0","4","1","4","10","1","4"
"5","1","5","0","0","5","10","5","5","5","5","330","670060005","5","30","5","0","200600","0","5","0","0","200000001","0","5","0","5","6","0","73","5","5","5","0","5","1","5","10","1","5"
"6","1","6","0","0","6","10","6","6","6","6","362","670060006","6","30","6","0","200600","0","6","0","0","200000001","0","6","0","6","7","0","96","6","6","6","0","6","1","6","10","1","6"
"7","1","7","0","0","7","10","7","7","7","7","446","670060007","7","30","7","0","200600","0","7","0","0","200000001","0","7","0","7","8","0","119","7","7","7","0","7","1","7","10","1","7"
"8","1","8","0","0","8","10","8","8","8","8","529","670060008","8","30","8","0","200600","0","8","0","0","200000001","0","8","0","8","9","0","142","8","8","8","0","8","1","8","10","1","8"
"9","1","9","0","0","9","10","9","9","9","9","544","670060009","9","30","9","0","200600","0","9","0","0","200000001","0","9","0","9","9","0","153","9","8","9","0","9","1","9","10","1","9"
"10","1","10","0","0","10","10","10","10","10","10","560","670060010","10","30","10","0","200600","0","10","0","0","200000001","0","10","0","10","10","0","163","10","9","10","0","10","1","10","10","1","10"
"11","1","11","0","0","11","10","11","11","11","11","575","670060011","11","30","11","0","200600","0","11","0","0","200000001","0","11","0","11","10","0","174","11","9","11","0","11","1","11","10","1","11"
"12","1","12","0","0","12","10","12","12","12","12","590","670060012","12","30","12","0","200600","0","12","0","0","200000001","0","12","0","12","10","0","184","12","9","12","0","12","1","12","10","1","12"
"13","1","13","0","0","13","10","13","13","13","13","699","670060013","13","30","13","0","200600","0","13","0","0","200000001","0","13","0","13","11","0","203","13","10","13","0","13","1","13","10","1","13"
"14","1","14","0","0","14","10","14","14","14","14","808","670060014","14","30","14","0","200600","0","14","0","0","200000001","0","14","0","14","12","0","222","14","11","14","0","14","1","14","10","1","14"
"15","1","15","0","0","15","10","15","15","15","15","917","670060015","15","30","15","0","200600","0","15","0","0","200000001","0","15","0","15","12","0","241","15","11","15","0","15","1","15","10","1","15"
"16","1","16","0","0","16","10","16","16","16","16","1026","670060016","16","30","16","0","200600","0","16","0","0","200000001","0","16","0","16","13","0","260","16","12","16","0","16","1","16","10","1","16"
"17","1","17","0","0","17","10","17","17","17","17","1135","670060017","17","30","17","0","200600","0","17","0","0","200000001","0","17","0","17","14","0","278","17","13","17","0","17","1","17","10","1","17"
"18","1","18","0","0","18","10","18","18","18","18","1244","670060018","18","30","18","0","200600","0","18","0","0","200000001","0","18","0","18","15","0","297","18","14","18","0","18","1","18","10","1","18"
"19","1","19","0","0","19","10","19","19","19","19","1353","670060019","19","30","19","0","200600","0","19","0","0","200000001","0","19","0","19","15","0","316","19","14","19","0","19","1","19","10","1","19"
"20","1","20","0","0","20","10","20","20","20","20","1462","670060020","20","30","20","0","200600","0","20","0","0","200000001","0","20","0","20","16","0","335","20","15","20","0","20","1","20","10","1","20"
"21","1","21","0","0","21","10","21","21","21","21","1542","670060021","21","30","21","0","200600","0","21","0","0","200000001","0","21","0","21","16","0","345","21","15","21","0","21","1","21","10","1","21"
"22","1","22","0","0","22","10","22","22","22","22","1622","670060022","22","30","22","0","200600","0","22","0","0","200000001","0","22","0","22","16","0","356","22","15","22","0","22","1","22","10","1","22"
"23","1","23","0","0","23","10","23","23","23","23","1702","670060023","23","30","23","0","200600","0","23","0","0","200000001","0","23","0","23","16","0","366","23","15","23","0","23","1","23","10","1","23"
"24","1","24","0","0","24","10","24","24","24","24","1691","670060024","24","30","24","0","200600","0","24","0","0","200000001","0","24","0","24","24","0","424","24","24","24","0","24","1","24","10","1","24"
"25","1","25","0","0","25","10","25","25","25","25","1835","670060025","25","30","25","0","200600","0","25","0","0","200000001","0","25","0","25","24","0","446","25","24","25","0","25","1","25","10","1","25"
"26","1","26","0","0","26","10","26","26","26","26","1978","670060026","26","30","26","0","200600","0","26","0","0","200000001","0","26","0","26","25","0","467","26","24","26","0","26","1","26","10","1","26"
"27","1","27","0","0","27","10","27","27","27","27","2122","670060027","27","30","27","0","200600","0","27","0","0","200000001","0","27","0","27","25","0","489","27","25","27","0","27","1","27","10","1","27"
"28","1","28","0","0","28","10","28","28","28","28","2266","670060028","28","30","28","0","200600","0","28","0","0","200000001","0","28","0","28","25","0","510","28","25","28","0","28","1","28","10","1","28"
"29","1","29","0","0","29","10","29","29","29","29","2409","670060029","29","30","29","0","200600","0","29","0","0","200000001","0","29","0","29","26","0","532","29","25","29","0","29","1","29","10","1","29"
"30","1","30","0","0","30","10","30","30","30","30","2553","670060030","30","30","30","0","200600","0","30","0","0","200000001","0","30","0","30","26","0","553","30","25","30","0","30","1","30","10","1","30"
"31","1","31","0","0","31","10","31","31","31","31","3042","670060031","31","30","31","0","200600","0","31","0","0","200000001","0","31","0","31","27","0","598","31","26","31","0","31","1","31","10","1","31"
"32","1","32","0","0","32","10","32","32","32","32","3530","670060032","32","30","32","0","200600","0","32","0","0","200000001","0","32","0","32","29","0","643","32","28","32","0","32","1","32","10","1","32"
"33","1","33","0","0","33","10","33","33","33","33","4019","670060033","33","30","33","0","200600","0","33","0","0","200000001","0","33","0","33","30","0","687","33","29","33","0","33","1","33","10","1","33"
"34","1","34","0","0","34","10","34","34","34","34","4508","670060034","34","30","34","0","200600","0","34","0","0","200000001","0","34","0","34","31","0","732","34","30","34","0","34","1","34","10","1","34"
"35","1","35","0","0","35","10","35","35","35","35","4996","670060035","35","30","35","0","200600","0","35","0","0","200000001","0","35","0","35","32","0","777","35","32","35","0","35","1","35","10","1","35"
"36","1","36","0","0","36","10","36","36","36","36","5485","670060036","36","30","36","0","200600","0","36","0","0","200000001","0","36","0","36","34","0","822","36","33","36","0","36","1","36","10","1","36"
"37","1","37","0","0","37","10","37","37","37","37","5973","670060037","37","30","37","0","200600","0","37","0","0","200000001","0","37","0","37","35","0","867","37","35","37","0","37","1","37","10","1","37"
"38","1","38","0","0","38","10","38","38","38","38","6462","670060038","38","30","38","0","200600","0","38","0","0","200000001","0","38","0","38","36","0","912","38","36","38","0","38","1","38","10","1","38"
"39","1","39","0","0","39","10","39","39","39","39","6951","670060039","39","30","39","0","200600","0","39","0","0","200000001","0","39","0","39","37","0","956","39","37","39","0","39","1","39","10","1","39"
"40","1","40","0","0","40","10","40","40","40","40","7439","670060040","40","30","40","0","200600","0","40","0","0","200000001","0","40","0","40","39","0","1001","40","39","40","0","40","1","40","10","1","40"
"41","1","41","0","0","41","10","41","41","41","41","7928","670060041","41","30","41","0","200600","0","41","0","0","200000001","0","41","0","41","40","0","1046","41","40","41","0","41","1","41","10","1","41"
"42","1","42","0","0","42","10","42","42","42","42","8554","670060042","42","30","42","0","200600","0","42","0","0","200000001","0","42","0","42","44","0","1104","42","43","42","0","42","1","42","10","1","42"
"43","1","43","0","0","43","10","43","43","43","43","9180","670060043","43","30","43","0","200600","0","43","0","0","200000001","0","43","0","43","47","0","1160","43","47","43","0","43","1","43","10","1","43"
"44","1","44","0","0","44","10","44","44","44","44","9806","670060044","44","30","44","0","200600","0","44","0","0","200000001","0","44","0","44","50","0","1218","44","50","44","0","44","1","44","10","1","44"
"45","1","45","0","0","45","10","45","45","45","45","10432","670060045","45","30","45","0","200600","0","45","0","0","200000001","0","45","0","45","53","0","1274","45","54","45","0","45","1","45","10","1","45"
"46","1","46","0","0","46","10","46","46","46","46","11571","670060046","46","30","46","0","200600","0","46","0","0","200000001","0","46","0","46","56","0","1338","46","57","46","0","46","1","46","10","1","46"
"47","1","47","0","0","47","10","47","47","47","47","12709","670060047","47","30","47","0","200600","0","47","0","0","200000001","0","47","0","47","60","0","1403","47","61","47","0","47","1","47","10","1","47"
"48","1","48","0","0","48","10","48","48","48","48","13848","670060048","48","30","48","0","200600","0","48","0","0","200000001","0","48","0","48","63","0","1468","48","65","48","0","48","1","48","10","1","48"
"49","1","49","0","0","49","10","49","49","49","49","14987","670060049","49","30","49","0","200600","0","49","0","0","200000001","0","49","0","49","66","0","1532","49","69","49","0","49","1","49","10","1","49"
"50","1","50","0","0","50","10","50","50","50","50","16126","670060050","50","30","50","0","200600","0","50","0","0","200000001","0","50","0","50","70","0","1596","50","72","50","0","50","1","50","10","1","50"
"51","1","51","0","0","51","10","51","51","51","51","17264","670060051","51","30","51","0","200600","0","51","0","0","200000001","0","51","0","51","73","0","1660","51","75","51","0","51","1","51","10","1","51"
"52","1","52","0","0","52","10","52","52","52","52","18403","670060052","52","30","52","0","200600","0","52","0","0","200000001","0","52","0","52","77","0","1724","52","79","52","0","52","1","52","10","1","52"
"53","1","53","0","0","53","10","53","53","53","53","19542","670060053","53","30","53","0","200600","0","53","0","0","200000001","0","53","0","53","80","0","1788","53","82","53","0","53","1","53","10","1","53"
"54","1","54","0","0","54","10","54","54","54","54","20681","670060054","54","30","54","0","200600","0","54","0","0","200000001","0","54","0","54","83","0","1853","54","87","54","0","54","1","54","10","1","54"
