5382fa3003a5f691bd567cf3d463d88af09a1ec323cfe916c3718ead7a3ae3cf,152c12ea97729bbd575c7cbb4d8571a10e93689445ea12ffeae1bfafca93c144,fce14034fe930d5f196d8c98dfe17c57b214398ee0892254c6ba6b7fc7ac2d32,f073a60ee0d1edb5e31ddaf6ed51833dab892b1bac3c2d970074693dfd1963ee,4e95279bc706b986afd5db701321690668ff4f89da32fab161ec68084e8e1442
"18","傷害值衰減","92414220","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","745"
"17","賦予TP上升的上限","92414220","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","746"
"9","降低HP吸收","92414220","戰鬥開始時，中幅度降低全體角色的HP吸收。","747"
"13","水屬性獎勵特大幅度提升","92414230","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","748"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414230","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","749"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414230","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","750"
"boss_tp_down_cut","減少降低TP","92414230","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","751"
"18","傷害值衰減","92414230","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","752"
"17","賦予TP上升的上限","92414230","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","753"
"9","降低HP吸收","92414230","戰鬥開始時，中幅度降低全體角色的HP吸收。","754"
"13","水屬性獎勵特大幅度提升","92414240","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","755"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414240","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","756"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414240","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","757"
"boss_tp_down_cut","減少降低TP","92414240","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","758"
"18","傷害值衰減","92414240","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","759"
"17","賦予TP上升的上限","92414240","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","760"
"9","降低HP吸收","92414240","戰鬥開始時，中幅度降低全體角色的HP吸收。","761"
"13","水屬性獎勵特大幅度提升","92414310","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","762"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414310","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","763"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414310","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","764"
"boss_tp_down_cut","減少降低TP","92414310","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","765"
"18","傷害值衰減","92414310","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","766"
"17","賦予TP上升的上限","92414310","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","767"
"9","降低HP吸收","92414310","戰鬥開始時，中幅度降低全體角色的HP吸收。","768"
"13","水屬性獎勵特大幅度提升","92414320","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","769"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414320","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","770"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414320","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","771"
"boss_tp_down_cut","減少降低TP","92414320","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","772"
"18","傷害值衰減","92414320","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","773"
"17","賦予TP上升的上限","92414320","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","774"
"9","降低HP吸收","92414320","戰鬥開始時，中幅度降低全體角色的HP吸收。","775"
"13","水屬性獎勵特大幅度提升","92414330","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","776"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414330","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","777"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414330","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","778"
"boss_tp_down_cut","減少降低TP","92414330","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","779"
"18","傷害值衰減","92414330","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","780"
"17","賦予TP上升的上限","92414330","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","781"
"9","降低HP吸收","92414330","戰鬥開始時，中幅度降低全體角色的HP吸收。","782"
"13","水屬性獎勵特大幅度提升","92414340","編組4位以上的水屬性角色時，會強化角色的屬性獎勵。水屬性以外的屬性獎勵無效。","783"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92414340","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","784"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92414340","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","785"
"boss_tp_down_cut","減少降低TP","92414340","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","786"
"18","傷害值衰減","92414340","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","787"
"17","賦予TP上升的上限","92414340","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","788"
"9","降低HP吸收","92414340","戰鬥開始時，中幅度降低全體角色的HP吸收。","789"
"14","風屬性獎勵特大幅度提升","92415010","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","790"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92415010","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","791"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415010","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","792"
"17","賦予TP上升的上限","92415010","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","793"
"9","降低HP吸收","92415010","戰鬥開始時，中幅度降低全體角色的HP吸收。","794"
"14","風屬性獎勵特大幅度提升","92415020","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","795"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92415020","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","796"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415020","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","797"
"17","賦予TP上升的上限","92415020","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","798"
"9","降低HP吸收","92415020","戰鬥開始時，中幅度降低全體角色的HP吸收。","799"
"14","風屬性獎勵特大幅度提升","92415030","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","800"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92415030","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","801"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415030","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","802"
"17","賦予TP上升的上限","92415030","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","803"
"9","降低HP吸收","92415030","戰鬥開始時，中幅度降低全體角色的HP吸收。","804"
"14","風屬性獎勵特大幅度提升","92415110","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","805"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92415110","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","806"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415110","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","807"
"boss_tp_down_cut","減少降低TP","92415110","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","808"
"18","傷害值衰減","92415110","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","809"
"17","賦予TP上升的上限","92415110","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","810"
"9","降低HP吸收","92415110","戰鬥開始時，中幅度降低全體角色的HP吸收。","811"
"14","風屬性獎勵特大幅度提升","92415120","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","812"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92415120","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","813"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415120","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","814"
"boss_tp_down_cut","減少降低TP","92415120","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","815"
"18","傷害值衰減","92415120","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","816"
"17","賦予TP上升的上限","92415120","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","817"
"9","降低HP吸收","92415120","戰鬥開始時，中幅度降低全體角色的HP吸收。","818"
"14","風屬性獎勵特大幅度提升","92415130","編組４位以上的風屬性角色時，會強化角色的屬性獎勵。風屬性以外的屬性獎勵無效。","819"
"boss_def_lower_limit","提升物理防禦力（不可降低）","92415130","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","820"
"boss_magic_def_lower_limit","提升魔法防禦力（不可降低）","92415130","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","821"
"boss_tp_down_cut","減少降低TP","92415130","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","822"
"18","傷害值衰減","92415130","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","823"
"17","賦予TP上升的上限","92415130","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","824"
