0f2b6a1260b26d2c995e709f2a9c35884670130c4eccce31e38482be51370e0c,39f59ea3993a9c740a43a022c5711ab8066fb25dfbd906dd163d1f6ac45ffc1b,d1b48bed57ddbaec38a5e04f8110710e0ec33d462f8a393b8dcde249027e603f,f1a811016bcc951e56dcd77d6cca1e59bc8564b304d548b6d5477d6613532091,c5f93dce6fb5bb284f69efe40abec53dde7a997956001512f92ae5a802dcd1d7,e1888c96134bf851f9f37dd843cdd7792803b41c494956e114e87ee40c346956,7e13e203762f90e99aee3b6002237be492eb7a640aaaf2a0f0af4a42764d6cc8,824e274955f8bdaf84eddfa4c5dac386b0bf1722dd312395cbfd46520b3d148a,90dca04035423534245c7e79facb3cc0a88891ed236f6d75ba27ccec7df2ccc3,92c51d3d4039fdb14674efa7be502c5f28a6962e7333e39a3e04f86162db9b04,8eaf59427afc0133a87052facb7dabd438343dca2a10530d4506a3eb4f83957c,eb095828cd4060d2062c47403bd53016a552e7e376d427fe47b5e4104bef5549,734d57a515d31cf7cc552ff53b6b2d2bddd1ec8aff3127c8ec56c0520036b7c5,1ff4e8c4395f5f1138162cbcba943659f3c621918b635381aa9c8c3627032b7b,ec7bab92fc5dae7e2c0ad5578741eb243f5699458beb0717bdfa3bd6a07dabc5,d17f2fce870d68f93734357f8507ec9df4446de3500ab8abcea041f919bfe48f,11d05ad5e6d883fddecc972956dbb3dcd5d82f384a57213237e4d26fbb15e321,8b4d16c35ba8936f4aadba1ad89b3514da7f29e0679650b7715662f79ee35da5,aaa9c1350f23287e3c184778753c18339d64587a9012999961f9684698160b11,8c71d9d9379620fff3759d403d48c6dc6f6c7122dc8cd0072875d2d8382dcf4b
"超異域公主連結","超異域公主","3","遊戲標題。","3095","20027","20844","3095","6","1","6","30064","6","6","6","超異域公主連結","36229","這個「？」裡填入的是？","1","22495"
"通往究極之路","通往究極路","3","","3103","36335","26997","3103","6","1","6","24448","6","6","6","通往究極之路","36890","這個小遊戲的「？」裡填入的是？","1","31350"
"龍人族、人族","龍人族人族","3","存在於阿斯特朗的種族，獸人族、精靈族、魔族，還剩下兩種是？","0","26063","20154","3106","6","2","6","20154","6","6","6","龍人族、人族","40845","這個的名稱是什麼？","1","26063"
"","八尺瓊勾玉","3","有著「三神器」之稱的為：「草薙劍」、「八咫鏡」與哪一種？","0","29577","21246","3115","6","3","6","23610","6","6","6","八尺瓊勾玉","20843","這個的名稱是什麼？","2","29898"
"因為想看到你的笑容","因為想看到","3","「望」是在「聖學祭」\n中所唱的歌曲。","3124","21040","30475","3124","6","3","6","28858","6","6","6","因為想看到你的笑容","22240","正在唱的曲子名稱是？","1","24819"
"因為他的字典是法文","字典是法文","3","為什麼拿破崙的字典裡沒有一個「難」字？","0","25991","27861","3125","6","3","6","20856","6","6","6","因為他的字典是法文","23383","這個謎語的答案是？","2","26159"
"一富士 二鷹 三茄子","二鷹三茄子","3","在日本，據說在新年第一個夢境中夢到就會有好兆頭的3個東西。","0","23376","33540","3126","6","1","6","40441","6","6","6","一富士二鷹 三茄子","20108","這個的名稱是什麼？","2","19977"
"其中一隻是犀牛","一隻是犀牛","3","農夫養了10頭牛，為什麼只有19隻角？","0","29275","29312","3127","6","2","6","38587","6","6","6","其中一隻是犀牛","19968","這個謎語的答案是？","2","26159"
"一個也沒有","一個也沒有","3","猴子每分鐘能掰一個玉米，在果園裡，一隻猴子5分鐘能掰幾個玉米？","0","26377","27794","3128","6","3","6","20491","6","6","6","一個也沒有","19968","這個謎語的答案是？","2","20063"
"","穿著救生衣","3","一個不會游泳的人掉進了水裡卻沒有淹死，為什麼？","0","34915","29983","3129","6","1","6","33879","6","6","6","穿著救生衣","31359","這個謎語的答案是？","2","25937"
"因為是室內健身車","室內健身車","3","小明騎自行車騎了十公里，但周圍景色都沒有改變，為什麼？","0","36554","36523","3133","6","1","6","20839","6","6","6","因為是室內健身車","23460","這個謎語的答案是？","2","20581"
"Saxophone","phone","3","「茜里」喜歡的樂器：\n「薩克斯風」的英文為？","3134","101","110","3134","3","3","3","104","3","3","3","Saxophone","112","這個的名稱是什麼？","1","111"
"加速傷口癒合","速傷口癒合","3","人的唾液中含有組氨素的化合物，可以加□□□□□。","0","21512","30290","3141","6","1","6","20663","6","6","6","加速傷口癒合","36895","這個的名稱是什麼？","2","21475"
"Lost Princess","Princ","3","「主線劇情第1部」的片頭曲。","3143","99","110","3143","3","1","3","114","3","3","2","Lost Princess","80","這首曲子的名稱是？","1","105"
"","Happy","3","「主線劇情第1部」的片尾曲。","3144","121","112","3144","3","1","3","97","3","3","2","Connecting Happy！！","72","這首曲子的名稱是？","1","112"
"Absolute Secret","ecret","3","「主線劇情第1部8章」的片尾曲。","3145","116","101","3145","3","2","3","99","3","3","3","Absolute Secret","101","這首曲子的名稱是？","1","114"
"充滿笑容的家","充滿笑容家","3","活動「危險的假期！海岸邊的美食公主」的片尾曲。","3146","23478","23481","3146","6","3","6","28415","6","6","6","充滿笑容的家","20805","這首曲子的名稱是？","1","31505"
"SUPER CHOCOLATE","SUPER","3","活動「情人節之戰！ 正中紅心的甜蜜戰鬥」的片尾曲。","3147","82","69","3147","2","3","2","85","2","2","2","SUPER CHOCOLATE","83","這首曲子的名稱是？","1","80"
"未解明的心意","未解明心意","3","活動「王都的名偵探 嘆息的追緝者」的片尾曲。","3148","24847","24515","3148","6","3","6","35299","6","6","6","未解明的心意","26410","這首曲子的名稱是？","1","26126"
"白翼的榮耀","白翼的榮耀","3","活動「將軍道中記　白翼的武士」的片尾曲。","3149","32768","27054","3149","6","3","6","32764","6","6","6","白翼的榮耀","30333","這首曲子的名稱是？","1","30340"
"踮腳尖的First Kiss","First","3","活動「鈴奈的彩虹舞臺」的片尾曲。","3150","116","115","3150","3","3","3","105","3","3","2","踮腳尖的First Kiss","70","這首曲子的名稱是？","1","114"
"好朋友新感覺","好朋友感覺","3","活動「森林的膽小鬼與神聖學院的問題兒童」的片尾曲。","3151","35258","24863","3151","6","3","6","26379","6","6","6","好朋友新感覺","22909","這首曲子的名稱是？","1","21451"
"Mirage Game","irage","3","「主線劇情第2部」的片頭曲。（片假名）","3152","101","103","3152","3","1","3","114","3","3","3","Mirage Game","105","這首曲子的名稱是？","1","97"
"Heartful Place","Place","3","活動「牧場的四農士_貧窮農場奮鬥記」的片尾曲。","3153","101","99","3153","3","3","3","108","3","3","2","Heartful Place","80","這首曲子的名稱是？","1","97"
"Paradox","Parad","3","活動「迴響！尖叫！萬聖鬼怪狂歡節」的片尾曲。","3154","100","97","3154","3","3","3","97","3","3","2","Paradox","80","這首曲子的名稱是？","1","114"
"Just a moment！","oment","3","活動「慈樂之音的夏日演唱會　Just a moment！」的片尾曲。","3155","116","110","3155","3","1","3","109","3","3","3","Just a moment！","111","這首曲子的名稱是？","1","101"
"Narcistration","Narci","3","活動「大江戶的非法病歷　Dr.深月的診療室」的片尾曲。","3156","105","99","3156","3","3","3","97","3","3","2","Narcistration","78","這首曲子的名稱是？","1","114"
"無敵DREAMING","無敵DRE","3","活動「鋼鐵聖女與神聖學院的問題兒童」的片尾曲。","3157","69","82","3157","6","2","2","25973","2","2","6","無敵DREAMING","28961","這首曲子的名稱是？","1","68"
"布丁•聖•代•聖誕節來的！","聖誕節來的","3","活動「聖誕布丁快樂！飛舞的少女與飽含真心的點心」的片尾曲。","0","30340","20358","3158","6","2","6","35477","6","6","6","布丁•聖•代•聖誕節來的！","32854","這首曲子的名稱是？","1","31680"
"","動物園園長","3","誰是萬獸之王？","0","38263","22290","3159","6","3","6","29289","6","6","6","動物園園長","21205","這個謎語的答案是？","2","22290"
"馬路上的安全島","馬路安全島","3","世界上最小的島是？","0","23798","20840","3160","6","3","6","36335","6","6","6","馬路上的安全島","39340","這個謎語的答案是？","2","23433"
"","阿拉伯數字","3","甚麼字全世界通用？","0","23383","25976","3161","6","2","6","25289","6","6","6","阿拉伯數字","38463","這個謎語的答案是？","2","20271"
"Uncopyrightable","right","3","唯一有15個字母又不重複的英文單字是","0","116","104","3162","3","3","3","105","3","3","3","Uncopyrightable","114","這個的名稱是什麼？","2","103"
"卡拉OK=無人聲伴奏","無人聲伴奏","3","","0","22863","20276","3163","6","3","6","20154","6","6","6","卡拉OK=無人聲伴奏","28961","這個未經省略的全稱是？","2","32882"
"Billion","Billi","3","將英文數字依序寫出(one，two，three...)，會發現要寫到哪個數字「b」才會出現？ (請用英文作答)","0","105","108","3164","3","3","3","105","3","3","2","Billion","66","這個的名稱是什麼？","2","108"
"","Titin","3","「肌聯蛋白」是世界上最長的英文單字，總共有189,819個字母組成，其簡稱為？","0","110","105","3165","3","3","3","105","3","3","2","Titin","84","這個的名稱是什麼？","2","116"
"","仰頭望天空","3","豬不能做什麼？","0","31354","22825","3166","6","1","6","38957","6","6","6","仰頭望天空","20208","這是什麼？","2","26395"
"","突破平流層","3","","3167","23652","27969","3167","6","3","6","30772","6","6","6","突破平流層","31361","這個「意外」的名稱是？","1","24179"
"","香蕉皮跳躍","3","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","3168","36493","36339","3168","6","2","6","34121","6","6","6","香蕉皮跳躍","39321","這個的名稱是什麼？","1","30382"
"","步未的團扇","3","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","3169","25159","22296","3169","6","2","6","26410","6","6","6","步未的團扇","27493","這個的名稱是什麼？","1","30340"
"個人資料卡片","人資料卡片","3","《公主連結R》中，製作自己檔案卡的功能名稱。","0","29255","21345","3170","6","3","6","36039","6","6","6","個人資料卡片","20154","這個的名稱是什麼？","1","26009"
"","香蕉皮滑行","3","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","3171","34892","28369","3171","6","2","6","34121","6","6","6","香蕉皮滑行","39321","這個的名稱是什麼？","1","30382"
"妮諾的爆裂忍法","妮諾爆裂法","3","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","3173","27861","35010","3173","6","2","6","35582","6","6","6","妮諾的爆裂忍法","22958","這個的名稱是什麼？","1","29190"
"","梅莎路提姆","3","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","3174","22982","25552","3174","6","2","6","33678","6","6","6","梅莎路提姆","26757","這個的名稱是什麼？","1","36335"
"","惡代官雕像","3","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","3175","20687","38613","3175","6","2","6","20195","6","6","6","惡代官雕像","24801","這個的名稱是什麼？","1","23448"
"","大選集形式","3","在音樂業界中，作為「總集篇」的意思來使用的詞彙。「Compilation」也被當作類似詞語來使用。","0","24335","24418","3176","6","2","6","36984","6","6","6","大選集形式","22823","這個的名稱是什麼？","2","38598"
"絕頂升天的跳躍獎盃","絕頂升天的","3","小遊戲「空花大迴轉  飛行途中高潮迭起」中獲得的家具獎勵名稱為？","0","30340","22825","3177","6","2","6","38914","6","6","6","絕頂升天的跳躍獎盃","32085","這個的名稱是什麼？","1","21319"
"二拜二拍手一拜","二拜二拍手","3","去神社參拜的做法之一。意指鞠躬2次、拍手2次、鞠躬1次的一連串動作。","0","25163","25293","3178","6","3","6","25308","6","6","6","二拜二拍手一拜","20108","這個的名稱是什麼？","2","20108"
"","字彙連結者","3","在小遊戲「龍\n人們的接龍競賽」中，\n集齊240個字彙圖鑑之人的稱號。","3179","32773","32080","3179","6","3","6","24409","6","6","6","字彙連結者","23383","這個的名稱是什麼？","1","36899"
"Selfie","Selfi","3","也稱作「自拍」，自己拍攝自己的一種行為，其英語稱呼是？","0","105","102","3180","3","2","3","101","3","3","2","Selfie","83","這個的名稱是什麼？","2","108"
"烹飪恐懼症","烹飪恐懼症","3","只要想到要煮飯，就會產生恐懼，這種症狀稱為？","0","30151","25084","3181","6","1","6","39146","6","6","6","烹飪恐懼症","28921","這個的名稱是什麼？","2","24656"
"H⇒「Hard」　B⇒「Black」","Black","3","「HB」是鉛筆芯的種類。而「H」和「B」分別是什麼的縮寫？","0","107","99","3182","3","3","3","108","3","3","2","H⇒「Hard」　B⇒「Black」","66","這個的名稱是什麼？","2","97"
"100、10","10010","3","貓可發出超過□□□個音，狗卻只能發□□個音。","0","48","49","3183","1","3","1","48","1","1","1","100、10","49","這是什麼？","2","48"
"","百萬分之一","3","一隻鯊魚可以偵測出水中僅□□□□□含量的血液。","0","19968","20043","3184","6","3","6","33836","6","6","6","百萬分之一","30334","這個的名稱是什麼？","2","20998"
"","Apple","3","早上提神，哪種水果比一杯咖啡來的更有效？(請用英文作答)","0","101","108","3185","3","2","3","112","3","3","2","Apple","65","這個的名稱是什麼？","2","112"
"","自己的死皮","3","家中多數塵埃都是□□□□□。","0","30382","27515","3186","6","2","6","24049","6","6","6","自己的死皮","33258","這個的名稱是什麼？","2","30340"
"","一夫一妻制","3","海馬是□□□□□。雄性海馬有育兒袋，雌性海馬有類似雄性動武的生殖器官，負責產卵在雄性的育兒袋裡。","0","21046","22971","3187","6","2","6","22827","6","6","6","一夫一妻制","19968","這個的名稱是什麼？","2","19968"
"天然氣水合物","然氣水合物","3","俗稱「可燃冰」，但本身不是冰塊，只因外表的晶狀體和冰塊很像又可以燃燒，所以才被稱為可燃冰。","0","29289","21512","3188","6","2","6","27683","6","6","6","天然氣水合物","28982","這個的名稱是什麼？","2","27700"
"DIY＝自己動手做","自己動手做","3","","0","20570","25163","3189","6","3","6","24049","6","6","6","DIY\n＝自己動手做","33258","這個未經省略的全稱是？","2","21205"
"死神=Death","Death","3","塔羅牌大阿爾克那的其中一張。意味著結束、終結。","0","104","116","3190","3","2","3","101","3","3","2","死神=Death","68","這個的名稱是什麼？","2","97"
"高塔=The Tower","Tower","3","塔羅牌大阿爾克那的其中一張。意味著毀滅、動盪。","0","114","101","3191","3","1","3","111","3","3","2","高塔=The Tower","84","這個的名稱是什麼？","2","119"
"正義=The Justice","Justi","3","塔羅牌大阿爾克那的其中一張。卡面上女人右手持直立雙刃劍，左手持一個秤。","0","105","116","3192","3","2","3","117","3","3","2","正義=The Justice","74","這個的名稱是什麼？","2","115"
"審判=Judgement","Judge","3","塔羅牌大阿爾克那的其中一張。意味著復活、寬恕。","0","101","103","3193","3","2","3","117","3","3","2","審判=Judgement","74","這個的名稱是什麼？","2","100"
"戀人=The Lovers","Lover","3","塔羅牌大阿爾克那的其中一張。意味著結合、建立關係。","0","114","101","3194","3","1","3","111","3","3","2","戀人=The Lovers","76","這個的名稱是什麼？","2","118"
