44e82e9415c3b439cfb101ed06c8a59c5c9dce4bdb08050a20365d94e4a83798,d70a7c1fed992307cecabc0ba884ed82cdad57930d77a4b0e19c6c3dbb5ee13d,251eb581ef58ea54fe807300b713c62fa74c0a69bfd539f0f6cbf3d1d11923ce,78538f3528fc89539bb6fac5acd179e7f6c0f916c3aa4047d517af8cc065e627,54047365527deb1dca482b98855adbbde69cb6d85b114f098591d458fe18c53b,396f5d8b2b9463a69728f2c415c7111beacec6bb3547f8543de865b1984c0848,0726e7bbac85a224a2e14eb7d00f7ed68f396095e207bba7bab92a527780c530,6fec1e12a6270fe133edbaa468e6879be39106da00c8aabe71c19a19543d9d65,19599ab0f35d57745c9c1ae787a865826a3ce8c59bfe9a1efa4f9595162e7d1d,73a28862b10fbc9b4cc2e94eb4fbc951d46f8d58887cfec2715bb6663e05bf45,2f33c607bb37aa625b7572cfcd37fbf55ffdfd487f34ad37921d77ff4a812825
"11612008","","11612","vo_wac_220610_000","0","vo_wac_220610","","0","","","21"
"11612009","1","11612","今天就做到這裡吧。\n嗯，應該會成為非常棒的畫呢。\n畢竟裡面灌注了大家\n對蘭德索爾滿滿的心意嘛。","1","102811","0","10","0.5","0","11"
"11612010","","11612","","","0","","","","","91"
"11612011","","11612","vo_wac_220610_001","0","vo_wac_220610","","0","","","21"
"11612012","1","11612","完成後，想和孩子們一起\n來慢慢欣賞呢……\n為此，我也得繼續\n畫更多更多才行！","1","102811","0","10","0.5","0","11"
"11612013","","11612","","","0","","","","","91"
"11612014","","11612","0","","0","","","","","22"
"11613001","","11613","wac_idle_doya","","102811","","1","","0.2","3"
"11613002","","11613","wac_no_items","","111","","1","","0.2","3"
"11613003","","11613","200","0","102811","","-340","","","2"
"11613004","","11613","200","0","111","","-340","","","2"
"11613005","","11613","0","","23","","","","","32"
"11613006","","11613","1","","22","","","","","32"
"11613007","","11613","0","","13","","","","","32"
"11613008","","11613","","","0","","","","","91"
"11711001","-325","11711","105811","-108","1","0","202","wac_default_bot_21","2","1"
"11711002","-325","11711","111","-108","1","0","201","wac_default_bot_22","2","5"
"11711003","1","11711","23","0","23","","0","","1","31"
"11711004","1","11711","22","0","22","","0","","0","31"
"11711005","1","11711","13","0","13","","0","","0","31"
"11711006","1","11711","500","0","500","","0","","1","31"
"11711007","0","11711","wac_paint_bot_21","","105811","","0","","0.2","3"
"11711008","0","11711","wac_paint_bot_22","","111","","0","","0.2","3"
"11711009","","11711","0","","0","","","","","93"
"11711010","","11711","1","","13","","","","","32"
"11711011","","11711","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"11711012","","11711","300","","105811","","","","","13"
"11711013","","11711","","","1","","","","","131"
"11712001","1","11712","wac_talk_smile_in","wac_talk_smile_loop","105811","","0","","0.2","3"
"11712002","","11712","wac_no_items","","111","","1","","0.2","3"
"11712003","","11712","200","0","105811","","-340","","","2"
"11712004","","11712","200","0","111","","-340","","","2"
"11712005","","11712","0","","23","","","","","32"
"11712006","","11712","1","","22","","","","","32"
"11712007","","11712","0","","13","","","","","32"
"11712008","","11712","vo_wac_220611_000","0","vo_wac_220611","","0","","","21"
"11712009","1","11712","我畫得相當成功！\n像是這裡、還有這裡，不覺得\n看起來相當美味嗎？","1","105811","0","10","0.5","0","11"
"11712010","","11712","","","0","","","","","91"
"11712011","","11712","vo_wac_220611_001","0","vo_wac_220611","","0","","","21"
"11712012","1","11712","因為很拚命地在畫，\n肚子餓起來了……\n好～去吃點什麼吧～♪","1","105811","0","10","0.5","0","11"
"11712013","","11712","","","0","","","","","91"
"11712014","","11712","0","","0","","","","","22"
"11713001","","11713","wac_idle_smile","","105811","","1","","0.2","3"
"11713002","","11713","wac_no_items","","111","","1","","0.2","3"
"11713003","","11713","200","0","105811","","-340","","","2"
"11713004","","11713","200","0","111","","-340","","","2"
"11713005","","11713","0","","23","","","","","32"
"11713006","","11713","1","","22","","","","","32"
"11713007","","11713","0","","13","","","","","32"
"11713008","","11713","","","0","","","","","91"
"11811001","-213","11811","105911","-108","1","0","202","wac_default_01","2","1"
"11811002","-213","11811","111","-108","1","0","201","wac_default_02","2","5"
"11811003","1","11811","21","0","21","","0","","1","31"
"11811004","1","11811","22","0","22","","0","","0","31"
"11811005","1","11811","11","0","11","","0","","0","31"
"11811006","1","11811","500","0","500","","0","","1","31"
"11811007","0","11811","wac_paint_01","","105911","","0","","0.2","3"
"11811008","0","11811","wac_paint_02","","111","","0","","0.2","3"
"11811009","","11811","0","","0","","","","","93"
"11811010","","11811","1","","11","","","","","32"
"11811011","","11811","se_10035700_brush","","se_10035700","","0","","","23"
"11811012","","11811","300","","105911","","","","","13"
"11811013","","11811","","","1","","","","","131"
"11812001","1","11812","wac_talk_smile_in","wac_talk_smile_loop","105911","","0","","0.2","3"
"11812002","","11812","wac_no_items","","111","","1","","0.2","3"
"11812003","","11812","200","0","105911","","-340","","","2"
"11812004","","11812","200","0","111","","-340","","","2"
"11812005","","11812","0","","21","","","","","32"
"11812006","","11812","1","","22","","","","","32"
"11812007","","11812","0","","11","","","","","32"
"11812008","","11812","vo_wac_220612_000","0","vo_wac_220612","","0","","","21"
"11812009","1","11812","呼……應該比之前畫的\n稍微進步了一點……\n主人，您覺得怎麼樣？","1","105911","0","10","0.5","0","11"
"11812010","","11812","","","0","","","","","91"
"11812011","","11812","vo_wac_220612_001","0","vo_wac_220612","","0","","","21"
"11812012","1","11812","您說是很有在下風格的\n出色畫作嗎？\n謝謝您。\n在下非常開心♪","1","105911","0","10","0.5","0","11"
"11812013","","11812","","","0","","","","","91"
"11812014","","11812","0","","0","","","","","22"
"11813001","","11813","wac_idle_smile","","105911","","1","","0.2","3"
"11813002","","11813","wac_no_items","","111","","1","","0.2","3"
"11813003","","11813","200","0","105911","","-340","","","2"
"11813004","","11813","200","0","111","","-340","","","2"
"11813005","","11813","0","","21","","","","","32"
"11813006","","11813","1","","22","","","","","32"
"11813007","","11813","0","","11","","","","","32"
"11813008","","11813","","","0","","","","","91"
"11911001","-213","11911","106011","-108","1","0","202","wac_default_01","2","1"
"11911002","-213","11911","111","-108","1","0","201","wac_default_02","2","5"
"11911003","1","11911","21","0","21","","0","","1","31"
"11911004","1","11911","22","0","22","","0","","0","31"
"11911005","1","11911","11","0","11","","0","","0","31"
"11911006","1","11911","500","0","500","","0","","1","31"
"11911007","0","11911","wac_paint_01","","106011","","0","","0.2","3"
"11911008","0","11911","wac_paint_02","","111","","0","","0.2","3"
"11911009","","11911","0","","0","","","","","93"
"11911010","","11911","1","","11","","","","","32"
"11911011","","11911","se_10035700_brush","","se_10035700","","0","","","23"
"11911012","","11911","300","","106011","","","","","13"
"11911013","","11911","","","1","","","","","131"
"11912001","1","11912","wac_talk_doya_in","wac_talk_doya_loop","106011","","0","","0.2","3"
"11912002","","11912","wac_no_items","","111","","1","","0.2","3"
"11912003","","11912","200","0","106011","","-340","","","2"
"11912004","","11912","200","0","111","","-340","","","2"
"11912005","","11912","0","","21","","","","","32"
"11912006","","11912","1","","22","","","","","32"
"11912007","","11912","0","","11","","","","","32"
"11912008","","11912","vo_wac_220613_000","0","vo_wac_220613","","0","","","21"
"11912009","1","11912","今天也畫得相當不錯嘛。\n真不愧是我～♪","1","106011","0","10","0.5","0","11"
"11912010","","11912","","","0","","","","","91"
"11912011","","11912","vo_wac_220613_001","0","vo_wac_220613","","0","","","21"
"11912012","1","11912","似乎有種還沒畫夠的感覺。\n下次要什麼時候畫才好呢？\n現在就覺得好期待呢♪","1","106011","0","10","0.5","0","11"
"11912013","","11912","","","0","","","","","91"
"11912014","","11912","0","","0","","","","","22"
"11913001","","11913","wac_idle_doya","","106011","","1","","0.2","3"
"11913002","","11913","wac_no_items","","111","","1","","0.2","3"
"11913003","","11913","200","0","106011","","-340","","","2"
"11913004","","11913","200","0","111","","-340","","","2"
"11913005","","11913","0","","21","","","","","32"
"11913006","","11913","1","","22","","","","","32"
"11913007","","11913","0","","11","","","","","32"
"11913008","","11913","","","0","","","","","91"
"12011001","-213","12011","106411","-108","1","0","202","wac_default_01","2","1"
"12011002","-213","12011","111","-108","1","0","201","wac_default_02","2","5"
"12011003","1","12011","21","0","21","","0","","1","31"
"12011004","1","12011","22","0","22","","0","","0","31"
"12011005","1","12011","11","0","11","","0","","0","31"
"12011006","1","12011","500","0","500","","0","","1","31"
"12011007","0","12011","wac_paint_01","","106411","","0","","0.2","3"
"12011008","0","12011","wac_paint_02","","111","","0","","0.2","3"
"12011009","","12011","0","","0","","","","","93"
"12011010","","12011","1","","11","","","","","32"
"12011011","","12011","se_10035700_brush","","se_10035700","","0","","","23"
"12011012","","12011","300","","106411","","","","","13"
"12011013","","12011","","","1","","","","","131"
"12012001","1","12012","wac_talk_smile_in","wac_talk_smile_loop","106411","","0","","0.2","3"
"12012002","","12012","wac_no_items","","111","","1","","0.2","3"
"12012003","","12012","200","0","106411","","-340","","","2"
"12012004","","12012","200","0","111","","-340","","","2"
"12012005","","12012","0","","21","","","","","32"
"12012006","","12012","1","","22","","","","","32"
"12012007","","12012","0","","11","","","","","32"
"12012008","","12012","vo_wac_220614_000","0","vo_wac_220614","","0","","","21"
"12012009","1","12012","不只是我們【美食殿堂】，\n大家正以圖畫為蘭德索爾\n妝點色彩……","1","106411","0","10","0.5","0","11"
"12012010","","12012","","","0","","","","","91"
"12012011","","12012","vo_wac_220614_001","0","vo_wac_220614","","0","","","21"
"12012012","1","12012","這也會成為我回憶的\n一部分吧。\n這麼一想，就覺得很開心♪","1","106411","0","10","0.5","0","11"
"12012013","","12012","","","0","","","","","91"
"12012014","","12012","0","","0","","","","","22"
"12013001","","12013","wac_idle_smile","","106411","","1","","0.2","3"
"12013002","","12013","wac_no_items","","111","","1","","0.2","3"
"12013003","","12013","200","0","106411","","-340","","","2"
"12013004","","12013","200","0","111","","-340","","","2"
"12013005","","12013","0","","21","","","","","32"
"12013006","","12013","1","","22","","","","","32"
"12013007","","12013","0","","11","","","","","32"
"12013008","","12013","","","0","","","","","91"
"12111001","-177","12111","106611","-108","1","0","202","wac_default_21","2","1"
"12111002","-177","12111","111","-108","1","0","201","wac_default_26","2","5"
"12111003","1","12111","24","0","24","","0","","1","31"
"12111004","1","12111","22","0","22","","0","","0","31"
"12111005","1","12111","12","0","12","","0","","0","31"
"12111006","1","12111","500","0","500","","0","","1","31"
"12111007","0","12111","wac_paint_21","","106611","","0","","0.2","3"
"12111008","0","12111","wac_paint_26","","111","","0","","0.2","3"
"12111009","","12111","0","","0","","","","","93"
"12111010","","12111","1","","12","","","","","32"
"12111011","","12111","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"12111012","","12111","300","","106611","","","","","13"
"12111013","","12111","","","1","","","","","131"
"12112001","1","12112","wac_talk_smile_in","wac_talk_smile_loop","106611","","0","","0.2","3"
"12112002","","12112","wac_no_items","","111","","1","","0.2","3"
"12112003","","12112","200","0","106611","","-340","","","2"
"12112004","","12112","200","0","111","","-340","","","2"
"12112005","","12112","0","","24","","","","","32"
"12112006","","12112","1","","22","","","","","32"
"12112007","","12112","0","","12","","","","","32"
"12112008","","12112","vo_wac_220615_000","0","vo_wac_220615","","0","","","21"
"12112009","1","12112","完成了唷！\n哼哼哼……\n這次也畫得很完美。","1","106611","0","10","0.5","0","11"
"12112010","","12112","","","0","","","","","91"
"12112011","","12112","vo_wac_220615_001","0","vo_wac_220615","","0","","","21"
"12112012","1","12112","非常壯觀耶。\n……用這個，是不是就能\n輕鬆地賺大錢啊？","1","106611","0","10","0.5","0","11"
"12112013","","12112","","","0","","","","","91"
"12112014","","12112","0","","0","","","","","22"
"12113001","","12113","wac_idle_smile","","106611","","1","","0.2","3"
"12113002","","12113","wac_no_items","","111","","1","","0.2","3"
"12113003","","12113","200","0","106611","","-340","","","2"
"12113004","","12113","200","0","111","","-340","","","2"
"12113005","","12113","0","","24","","","","","32"
"12113006","","12113","1","","22","","","","","32"
"12113007","","12113","0","","12","","","","","32"
"12113008","","12113","","","0","","","","","91"
"12211001","-177","12211","106711","-108","1","0","202","wac_default_21","2","1"
"12211002","-177","12211","111","-108","1","0","201","wac_default_26","2","5"
"12211003","1","12211","24","0","24","","0","","1","31"
"12211004","1","12211","22","0","22","","0","","0","31"
"12211005","1","12211","12","0","12","","0","","0","31"
"12211006","1","12211","500","0","500","","0","","1","31"
"12211007","0","12211","wac_paint_21","","106711","","0","","0.2","3"
"12211008","0","12211","wac_paint_26","","111","","0","","0.2","3"
"12211009","","12211","0","","0","","","","","93"
"12211010","","12211","1","","12","","","","","32"
"12211011","","12211","se_sys_login_birthday_calendar_brush","","se_common","","0","","","23"
"12211012","","12211","300","","106711","","","","","13"
"12211013","","12211","","","1","","","","","131"
"12212001","1","12212","wac_talk_smile_in","wac_talk_smile_loop","106711","","0","","0.2","3"
"12212002","","12212","wac_no_items","","111","","1","","0.2","3"
"12212003","","12212","200","0","106711","","-340","","","2"
"12212004","","12212","200","0","111","","-340","","","2"
"12212005","","12212","0","","24","","","","","32"
"12212006","","12212","1","","22","","","","","32"
"12212007","","12212","0","","12","","","","","32"
"12212008","","12212","vo_wac_220616_000","0","vo_wac_220616","","0","","","21"
"12212009","1","12212","好了。今天的份完成──♪\n畫得相當不錯吧？","1","106711","0","10","0.5","0","11"
"12212010","","12212","","","0","","","","","91"
"12212011","","12212","vo_wac_220616_001","0","vo_wac_220616","","0","","","21"
"12212012","1","12212","這種情況也可以多依靠我喔～？\n我很擅長俯瞰全景\n取得平衡呢♪","1","106711","0","10","0.5","0","11"
"12212013","","12212","","","0","","","","","91"
"12212014","","12212","0","","0","","","","","22"
