85cb96a6901df6d2eb541549dc6886c7764cff5d98ad0bda3f86186a85c271d1,0719f590a143c4b1a14f91d0ae3f07d678d6dca47057851e38a5fae787bb6182,2c48e4f2f577a756303fb20d25166f896ac671cd4ce26e3e918dd09f4821b146,ecfc4ee792f3394727d352b42a9e26864ae34f86757bb352470dc40241c10bc0,f88d380732f539b07b509d1297fe5d65742a785a61537667b8df2172568220f9,cd489ca648cc158f5752fb40bbc26b76a29a939c4976941858ae1b05df085baf,9d77a035d994c24a5551df97bfa8b798c2a530a1859560e0c5c0517d52ac3ca1,19df96b8b39147b1a9ebd6932ae96f20b05ac2973de7959d5ee5505a1a0f26f9,3083e436ae6bcea8a8798880f2b4f18b7e4aa612feeeac470ef147a4c59784ed,0b9abbfc1c8451a44df769a836e708c6abe3f182cf585025e5a2a4a80a029ca5,907d7dcb05593572af1c92858f6215e68d6b78a4c4d26d964ff988cb5336b6b0,53baebaacf290d4ce04036db073de48d0e6c74a06ee8fe1d4d334451f78ed802,8e5ccc036675e8ae43819e29e0d41055208e10e27e95945090f2bd5f4410f4e5,b8cc25159d2f0746053b89b0a13c50138e4d9d48e3d6a02a1c2e51d3bfccca82,34a160204778aee554a947da275fe76c62ad6bf68475b3b6f59e6e9c61068371,e3af80f6149fb7cae957a7410eb7b80085339b0b0f659ff035d4820c647962dc,62c512c7c4c2c88472aace1c3811b3000b00fad4d5cc647a3d9a6b467bff7f54,694b19d86a20348b1fbb67d87111a39be15b1769fc6192b1c67786c9f98644e9,c6e73c63bb4c4b74ef140c33a69f6f1797e1b532152081cc7acba9a9e91538ce,1670207dacddc1b96afe84cf45c6c41088661acd3fdefcf68338880a86e87372,6bb6157f9b8f5d5b951e8a9edf4046dfdb34daf408ed1ef98f46fa0b5a5ffb6e
"1","22.5","0","1","0","1","1","1","當自身處於隱密狀態時，對敵方單體造成{0}的物理傷害","2","0","-1","物理傷害+{0}","3","1","22.5","0","0","1.8","121600203","1"
"1","1","0","1601","121600205","1","1","28","","0","0","2160","","7","0","0","0","0","0","121600204","2"
"1","80","0","1","0","1","1","16","當自身處於隱密狀態時，恢復自身{0}的TP","0","0","-1","TP回復量+{0}","7","0","0","0","0","0","121600205","2"
"1","19","0","1","1","1","1","95","使自身變成隱密狀態","0","0","0","","7","0","0","0","0","0","121600301","2"
"1","2","0","2","0","1","2","8","自己的行動速度上升","0","0","0","","7","0","0","0","0","18","121600302","2"
"1","1","0","10","1","1","1","10","提升自身{0}的物理攻擊力","0","18","0","物理攻擊力提升+{0}","7","0","38","0","1","38","121600303","2"
"1","350","0","1","0","1","2","16","回復自身{0}的TP","0","0","0","TP回復量+{0}","7","0","0","0","0","0","121600304","2"
"1","1","0","1601","121601203","1","1","28","","0","0","2160","","7","0","2","121601202","0","0","121601201","2"
"1","15","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","15","0","0","1.2","121601202","1"
"1","30","0","1","0","1","1","1","當自身處於隱密狀態時，對敵方單體造成{0}的物理傷害","2","0","-1","物理傷害+{0}","3","1","30","0","0","2.4","121601203","1"
"1","1","0","1601","121601205","1","1","28","","0","0","2160","","7","0","2","0","0","0","121601204","2"
"1","10","0","1","0","1","1","1","當自身處於隱密狀態時，對敵方單體造成{0}的物理傷害","2","0","-1","物理傷害+{0}","3","1","10","0","0","0.8","121601205","1"
"1","1","0","1601","121601207","1","1","28","","0","0","2160","","7","0","0","0","0","0","121601206","2"
"1","150","0","1","0","1","1","16","當自身處於隱密狀態時，恢復自身{0}的TP","0","0","-1","TP回復量+{0}","7","0","0","0","0","0","121601207","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","121650101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","121651101","0"
"99","27","0","2","0","1","1","1","對範圍內的敵人造成{0}的魔法傷害","0","0","600","魔法傷害+{0}","3","0","27","0","0","2.16","121900101","1"
"1","1","0","30","1","1","1","10","提升自身{0}的魔法攻擊力","0","180","0","魔法攻擊力提升+{0}","7","0","26","0","0","26","121900102","2"
"1","2","0","120","1","1","1","10","提升自身魔法攻擊暴擊時2％的傷害","0","180","0","","7","0","2","1","0","0","121900103","2"
"99","12.5","0","2","0","1","1","1","對範圍內的敵人造成{0}的魔法傷害","0","0","600","魔法傷害+{0}","3","0","12.5","0","0","1","121900201","1"
"99","1","0","41","0","1","1","10","使範圍內敵人的魔法防禦力下降{0}","0","12","600","魔法防禦力降低+{0}","3","0","0.6","0","0","0.6","121900202","1"
"99","15","0","2","0","1","1","1","對範圍內的敵人造成{0}的魔法傷害","0","0","600","魔法傷害+{0}","3","0","15","0","0","1.2","121900301","1"
"1","1","0","80","1","1","3","10","使自己的TP上升提升{0}","0","12","0","","7","0","20","0","0","0","121900302","2"
"1","8","0","121900304","1","1","3","26","","0","30","0","","7","0","0.0003","0","0","0","121900303","2"
"1","30","0","2","2","1","3","46","消耗自身所剩的30％HP","0","0","0","","7","0","0","0","0","0","121900304","2"
"99","37.5","0","2","0","1","1","1","對範圍內的敵人造成{0}的魔法傷害","0","0","600","魔法傷害+{0}","3","0","37.5","0","0","3","121901201","1"
"99","1","0","41","0","1","1","10","使範圍內敵人的魔法防禦力下降{0}","0","18","600","魔法防禦力降低+{0}","3","0","0.6","0","0","0.6","121901202","1"
"99","1","0","31","0","1","1","10","使範圍內敵人的魔法攻擊力降低{0}","0","18","600","魔法攻擊力下降+{0}","3","0","25","0","0","25","121901203","1"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","15","0","0","15","121950101","0"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","240","0","0","15","121951101","0"
"1","2113","0","122000102","3","1","3","26","","0","3.2","-1","","3","0","0.4","0","0","0","122000101","1"
"1","30","0","1","0","1","3","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","30","0","0","2.4","122000102","1"
"1","1","0","21","1","1","3","10","降低敵方單體{0}的物理防禦力","0","18","-1","物理防禦力降低+{0}","3","0","1","0","0","1","122000103","1"
"1","15","0","1","0","1","3","35","消耗8個靈錨之烙印","0","-8","-1","","3","0","113","0","0","180","122000104","1"
"1","20","0","1","0","1","3","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","20","0","0","1.6","122000201","1"
"1","1","0","21","1","1","3","10","降低敵方單體{0}的物理防禦力","0","12","-1","物理防禦力降低+{0}","3","0","0.6","0","0","0.6","122000202","1"
"1","15","0","1","0","1","3","35","追加施加2個靈錨之烙印","0","2","-1","","3","0","113","0","0","180","122000203","1"
"1","20","0","1","0","1","3","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","20","0","0","1.6","122000301","1"
"1","2113","0","122000304","1","1","3","26","","0","225","-1","","3","0","75","0","0","0","122000302","1"
"1","2113","0","122000305","2","1","3","26","","0","27","-1","","3","27","9","0","0","9","122000303","1"
"1","75","0","1","0","1","3","16","回復自身{0}的TP","0","0","-1","TP回復量+{0}","7","0","0","0","0","0","122000304","2"
"1","1","0","10","1","1","3","10","提升自身{0}的物理攻擊力","0","180","-1","物理攻擊力提升+{0}","7","0","9","1","0","9","122000305","2"
"1","15","0","1","0","1","3","35","消耗3個靈錨之烙印","0","-3","-1","","3","0","113","0","0","180","122000306","1"
"1","43.75","0","1","0","1","3","1","對敵方單體造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","43.75","0","0","3.5","122001201","1"
"1","1","0","21","1","1","3","10","降低敵方單體{0}的物理防禦力","0","12","-1","物理防禦力降低+{0}","3","0","0.7","0","0","0.7","122001202","1"
"1","15","0","1","0","1","3","35","追加施加2個靈錨之烙印","0","2","-1","","3","0","113","0","0","180","122001203","1"
"1","1","0","10","1","1","3","10","提升自身{0}的物理攻擊力","0","180","-1","物理攻擊力提升+{0}","7","0","9","0","0","9","122001204","2"
"1","1","0","60","1","1","3","10","自身物理暴擊提升{0}","0","180","-1","","7","0","70","0","0","0","122001205","2"
"1","15","0","5","1","1","3","101","","0","0","-1","","7","180","113","0","0","180","122010101","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","122050101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","122051101","0"
"99","22.5","0","1","0","1","3","1","對敵方全體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","3","0","22.5","0","0","1.8","122100101","1"
"99","33.75","0","1","0","1","1","1","對範圍內的敵人造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","33.75","0","0","2.7","122100102","1"
"1","300","0","1","0","1","1","2","","0","0","-1","","3","0","0","0","0","0","122100103","1"
"99","10","0","1","0","1","3","1","對敵方全體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","3","0","10","0","0","0.8","122100201","1"
"99","20","0","1","0","1","1","1","對範圍內的敵人造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","20","0","0","1.6","122100202","1"
"1","90","0","5","0","1","3","6","展開{0}傷害比例的物理魔法無效屏障","0","0","-1","無效傷害量+{0}","7","0","90","0","0","12","122100301","2"
"1","1","0","80","1","1","3","10","使自己的TP上升提升{0}","0","12","0","","7","0","20","0","0","0","122100302","2"
"99","20","0","1","0","1","3","1","對敵方全體造成{0}的物理傷害","0","0","2160","物理傷害+{0}","3","0","20","0","0","1.6","122101201","1"
"99","40","0","1","0","1","1","1","對範圍內的敵人造成{0}的物理傷害","0","0","-1","物理傷害+{0}","3","0","40","0","0","3.2","122101202","1"
"99","0","0","7","0","1","1","8","使範圍內的敵人一段時間內無法行動","0","0","-1","造成暈眩的成功Lv+1","3","0","0","0","0","2.5","122101203","1"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","122150101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","122151101","0"
"1","50","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","1.5","0","500","物理傷害+{0}","3","0","50","0","0","4","122200101","1"
"1","2115","0","122200101","6","1","3","26","","0","0","0","","7","0","0.125","0","0","0","122200102","2"
"1","1","0","6115","122200104","1","3","28","","0","0","0","","7","0","0","0","0","3","122200103","2"
"99","1","0","10","1","1","3","10","當最幸福的一刻有3個以上時，我方全體的物理攻擊力上升{0}","0","18","2160","物理攻擊力提升+{0}","3","0","3","0","0","3","122200104","2"
"1","2115","0","122200104","2","1","3","26","","0","0","0","","7","0","3","0","0","3","122200105","2"
"99","1","0","60","1","1","3","10","當最幸福的一刻有3個以上時，我方全體的物理暴擊上升{0}","0","18","2160","","3","0","100","0","0","0","122200106","2"
"1","2115","0","122200106","2","1","3","26","","0","0","0","","7","0","5","0","0","0","122200107","2"
"1","1","0","6115","122200202","1","3","28","","0","0","0","","7","0","2","122200203","0","3","122200201","2"
"1","20","0","1","0","1","1","1","當最幸福的一刻有3個以上時，對敵方單體造成{0}的物理傷害","1.5","0","500","物理傷害+{0}","8","0","20","0","0","1.6","122200202","1"
"1","10","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","500","物理傷害+{0}","8","0","10","0","0","0.8","122200203","1"
"1","2115","0","122200202","6","1","3","26","","0","0","0","","7","0","0.0625","0","0","0","122200204","2"
"1","7","0","1","0","1","3","35","","0","1","0","","7","0","115","0","0","180","122200301","2"
"1","150","0","1","0","1","3","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","122200302","2"
"1","1","0","6115","122200305","1","3","28","","0","0","0","","7","0","2","122200304","0","3","122200303","2"
"2","150","0","1","0","1","3","16","使目標我方恢復{0}的TP","0","0","2160","","41","0","0","0","0","0","122200304","2"
"3","150","0","1","0","1","3","16","","0","0","2160","","41","0","0","0","0","0","122200305","2"
"1","1","0","10","1","1","3","10","提升自身{0}的物理攻擊力","0","12","0","物理攻擊力提升+{0}","7","0","12","1","0","12","122200306","2"
"1","1","0","10","1","1","3","10","當最幸福的一刻有3個以上時，讓目標我方的物理攻擊力提升{0}","0","12","2160","物理攻擊力提升+{0}","1","0","12","1","0","12","122200307","2"
"1","1","0","6115","122201202","1","3","28","","0","0","0","","7","0","2","122201203","0","3","122201201","2"
"1","31.25","0","1","0","1","1","1","當最幸福的一刻有3個以上時，對敵方單體造成{0}的物理傷害","1.5","0","500","物理傷害+{0}","8","0","31.25","0","0","2.5","122201202","1"
"1","15","0","1","0","1","1","1","對敵方單體造成{0}的物理傷害","0","0","500","物理傷害+{0}","8","0","15","0","0","1.2","122201203","1"
"1","2115","0","122201202","6","1","3","26","","0","0","0","","7","0","0.0625","0","0","0","122201204","2"
"1","1","0","6115","122201206","1","3","28","","0","0","0","","7","0","2","0","0","6","122201205","2"
"1","25","0","1","0","1","1","1","當最幸福的一刻有6個以上時，對敵方單體造成{0}的物理傷害","2","0","500","物理傷害+{0}","8","0","25","0","0","2","122201206","1"
"1","2115","0","122201206","6","1","3","26","","0","0","0","","7","0","0.125","0","0","0","122201207","2"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","15","0","0","15","122250101","0"
"0","1","0","2","0","1","0","90","提升自身{0}的物理攻擊力","0","1","0","物理攻擊力提升+{0}","0","0","240","0","0","15","122251101","0"
"1","50","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","50","0","0","4","122300101","1"
"1","100","0","2","12230102","1","1","14","","0","0","0","","7","0","0","0","0","0","122300102","2"
"1","0","0","3","12230101","1","1","14","","0","0","0","","7","0","0","0","0","0","122300103","2"
"1","1","0","30","0","1","3","10","提升自身{0}的魔法攻擊力","0","18","2160","魔法攻擊力提升+{0}","7","0","30","1","0","30","122300104","2"
"1","25","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","25","0","0","2","122300201","1"
"1","75","0","2","0","1","1","16","使敵方單體失去{0}的TP","0","0","2160","TP傷害+{0}","1","0","0","0","0","0","122300202","1"
"1","75","0","1","0","1","1","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","122300203","2"
"99","1","0","30","0","1","3","10","提升我方全體{0}的魔法攻擊力","0","180","2160","魔法攻擊力提升+{0}","3","0","19","1","0","19","122300301","2"
"1","31.25","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","31.25","0","0","2.5","122301201","1"
"1","75","0","2","0","1","1","16","使敵方單體失去{0}的TP","0","0","2160","TP傷害+{0}","1","0","0","0","0","0","122301202","1"
"99","1","0","30","0","1","3","10","提升我方全體{0}的魔法攻擊力","0","180","2160","魔法攻擊力提升+{0}","3","0","10","1","0","10","122301203","2"
"1","75","0","1","0","1","1","16","回復自身{0}的TP","0","0","0","","7","0","0","0","0","0","122301204","2"
"1","33.75","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","33.75","0","0","2.7","122310101","1"
"1","1","0","41","0","1","3","10","降低敵方單體{0}的魔法防禦力","0","12","2160","魔法防禦力降低+{0}","1","0","1.2","1","0","1.2","122310102","1"
"1","40","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","40","0","0","3.2","122310201","1"
"1","1","0","30","0","1","3","10","提升自身{0}的魔法攻擊力","0","12","2160","魔法攻擊力提升+{0}","7","0","30","1","0","30","122310202","2"
"1","52.5","0","2","0","1","1","1","對敵方單體造成{0}的魔法傷害","0","0","2160","魔法傷害+{0}","3","0","52.5","0","0","4.2","122311101","1"
"1","1","0","41","0","1","3","10","降低敵方單體{0}的魔法防禦力","0","12","2160","魔法防禦力降低+{0}","1","0","1.2","1","0","1.2","122311102","1"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","15","0","0","15","122350101","0"
"0","1","0","4","0","1","0","90","提升自身{0}的魔法攻擊力","0","1","0","魔法攻擊力提升+{0}","0","0","240","0","0","15","122351101","0"
"99","4","0","122400103","2","1","2","26","","0","0","80","","3","0","5","0","0","5","122400101","2"
"99","4","0","122400104","2","1","2","26","","0","0","80","","3","0","20","0","0","0","122400102","2"
"99","1","0","10","1","1","2","10","提升範圍內的我方{0}的物理攻擊力","0","18","80","物理攻擊力提升+{0}","3","0","5","1","0","5","122400103","2"
"99","1","0","60","1","1","2","10","使範圍內所有夥伴提升{0}的物理暴擊","0","18","80","","3","0","20","1","0","0","122400104","2"
"99","1","0","110","1","1","2","10","提升範圍內我方物理攻擊暴擊時的傷害{0}%","0","18","80","","3","0","3","1","0","0","122400105","2"
"99","4","0","122400202","2","1","2","26","","0","0","80","","3","0","2.5","0","0","2.5","122400201","2"
"99","1","0","10","1","1","2","10","提升範圍內的我方{0}的物理攻擊力","0","12","80","物理攻擊力提升+{0}","3","0","2.5","1","0","2.5","122400202","2"
"99","1.5","0","2","0","1","2","8","使範圍內的夥伴行動速度上升","0","0","80","","3","0","0","0","0","12","122400203","2"
"99","1","0","1","0","1","2","4","回復範圍內的我方{0}的HP","0","0.1","80","HP回復量+{0}","3","0","0.75","0","0","0.75","122400301","2"
"99","0.8","0","1","1","1","2","48","每秒回復{0}的HP","0","0","80","回復量+{0}","3","10.5","0.8","0","0","0.04","122400302","2"
"99","4","0","122401203","2","1","2","26","","0","0","80","","3","0","7.5","0","0","7.5","122401201","2"
"99","4","0","122401204","2","1","2","26","","0","0","80","","3","0","10","0","0","0","122401202","2"
"99","1","0","10","1","1","2","10","提升範圍內的我方{0}的物理攻擊力","0","12","80","物理攻擊力提升+{0}","3","0","7.5","1","0","7.5","122401203","2"
"99","1","0","60","1","1","2","10","使範圍內所有夥伴提升{0}的物理暴擊","0","12","80","","3","0","10","0","0","0","122401204","2"
"99","1.5","0","2","0","1","2","8","使範圍內的夥伴行動速度上升","0","0","80","","3","0","0","0","0","12","122401205","2"
