d36c2847b75d2da6fd38231aaa9e927596aad3b572f9b29d0b1d27d1a29679f1,d483ed8795c4d48715f567cdeeecadb0ca4d4257b94c73a98a84a58effba32d3,df1c906a2ea34ea3f00e696ec6d04704c6377f781a55226e13f26cd4ae4404e8,3594e76c71b39064bf69781e1875d3def9c60133db5aae88f28a156389b8df56,75a4ac33c657ed44f0548b08d9dbf00f95317d90b079e0705a2754701e873239,469315bf7136d3d70c77c6660460dc99e19986d392e8a41cc7d9505c0f6e2d99,3b86f48cd1b0a3d5a5a84d1f47bc1cf98afe0296ff3807b3ad22eca6b6ef007f,b9a4c2a0d3b9093922aec821c74a9efaaa04063fa8b6357a34703935bd7adeac,5d8085c16f4426925c6dcd38b28d6669f156415503301353f78ec584c8d60a6a,a89109c4de10255901bd3a2a564aab8b113d83dc32708e8804f18032a49f5bae,5ebc2db31e05511c0868850f49222199e1ea708d3635d7a2d266408958985740
"1009806084","","122911","3","","1","","lsv_idle_joy","","1009806","0.2"
"1009806085","","1009806133","101","","","","","","1009806",""
"1009806086","1","122711","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806087","1","122911","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806088","1","122811","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806089","","0.1","93","","","","0","","1009806",""
"1009806090","2","122711","2","0.33","-235","","-200","0.2","1009806",""
"1009806091","2","122911","2","0.33","-220","","100","0.2","1009806",""
"1009806092","2","122811","2","0.33","-250","","270","0.2","1009806",""
"1009806093","","0.7","93","","","","0","","1009806",""
"1009806094","","122811","3","","1","","lsv_talk_memory_dere2","","1009806","0.2"
"1009806095","","vo_lsv","21","0","0","","vo_lsv_0629","","1009806",""
"1009806096","1","122811","11","1","10","0","啊～炒麵～！","0","1009806","0"
"1009806097","","0","91","","","","","","1009806",""
"1009806098","","122811","3","","1","","lsv_idle_memory","","1009806","0.2"
"1009806099","1","122911","3","lsv_idle_normal_joyR","0","","lsv_smile2","0.2","1009806","0"
"1009806100","","vo_lsv","21","0","0","","vo_lsv_0630","","1009806",""
"1009806101","1","122911","11","1","10","0","很好吃呢～♪","0","1009806","0"
"1009806102","","0","91","","","","","","1009806",""
"1009806103","","122711","3","","1","","lsv_talk_joy3_dere","","1009806","0.2"
"1009806104","","vo_lsv","21","0","0","","vo_lsv_0631","","1009806",""
"1009806105","1","122711","11","1","10","0","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","0","1009806","0"
"1009806106","","0","91","","","","","","1009806",""
"1009806107","","122711","3","","1","","lsv_idle_joy_dere2","","1009806","0.2"
"1009806108","","1009806133","101","","","","","","1009806",""
"1009806109","1","122711","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806110","1","122911","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806111","1","122811","3","lsv_idle_normal","0","","lsv_choice","0.2","1009806","0"
"1009806112","","0.1","93","","","","0","","1009806",""
"1009806113","2","122711","2","0.33","-235","","-200","0.2","1009806",""
"1009806114","2","122911","2","0.33","-220","","100","0.2","1009806",""
"1009806115","2","122811","2","0.33","-250","","270","0.2","1009806",""
"1009806116","","0.7","93","","","","0","","1009806",""
"1009806117","1","122811","3","lsv_exactly_joy_loop","0","","lsv_exactly_joy_in","0.2","1009806","0"
"1009806118","","vo_lsv","21","0","0","","vo_lsv_0632","","1009806",""
"1009806119","1","122811","11","1","10","0","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","0","1009806","0"
"1009806120","","0","91","","","","","","1009806",""
"1009806121","","122811","3","","1","","lsv_idle_joy","","1009806","0.2"
"1009806122","","122911","3","","1","","lsv_talk_surprise_dere","","1009806","0.2"
"1009806123","","vo_lsv","21","0","0","","vo_lsv_0633","","1009806",""
"1009806124","1","122911","11","1","10","0","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","0","1009806","0"
"1009806125","","0","91","","","","","","1009806",""
"1009806126","","122911","3","","1","","lsv_idle_surprise_joy","","1009806","0.2"
"1009806127","","122711","3","","1","","lsv_talk_normal","","1009806","0.2"
"1009806128","","vo_lsv","21","0","0","","vo_lsv_0634","","1009806",""
"1009806129","1","122711","11","1","10","0","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","0","1009806","0"
"1009806130","","0","91","","","","","","1009806",""
"1009806131","","122711","3","","1","","lsv_idle_normal","","1009806","0.2"
"1009806132","","1009806133","101","","","","","","1009806",""
"1009806133","","0","91","","","","","","1009806",""
"1009806134","","","102","","","","","","1009806",""
"1009806135","","0","22","","","","0.2","","1009806",""
"1009806136","","0.2","93","","","","","","1009806",""
"1009806137","0","122711","12","0","1","0","10","0","1009806","0"
"1009806138","","122711","3","","1","","lsv_talk_bitter","","1009806","0.2"
"1009806139","","3","93","","","","0","","1009806",""
"1009806140","","122711","3","","1","","lsv_idle_surprise_talkjoy","","1009806","0.2"
"1009806141","0","122811","12","0","1","0","8","0","1009806","0"
"1009806142","","122811","3","","1","","lsv_talk_memory","","1009806","0.2"
"1009806143","","3","93","","","","0","","1009806",""
"1009806144","","122811","3","","1","","lsv_idle_joy","","1009806","0.2"
"1009806145","0","122911","12","0","1","0","6","0","1009806","0"
"1009806146","","122911","3","","1","","lsv_talk_wish_joy","","1009806","0.2"
"1009806147","","3","93","","","","0","","1009806",""
"1009806148","","122911","3","","1","","lsv_idle_normal_joyR","","1009806","0.2"
"1009806149","","1009806137","101","","","","","","1009806",""
"1009806150","0","333","6","1","1","","1","0","1009806","1"
"1009806151","","122711","4","","","","1","","1009806",""
"1009806152","","122711","3","","1","","lsv_run","","1009806","0.2"
"1009806153","0","122711","2","0.8","-235","","-750","","1009806",""
"1009806154","","122911","4","","","","0","","1009806",""
"1009806155","","122911","3","","1","","lsv_run","","1009806","0.2"
"1009806156","0","122911","2","0.8","-220","","750","","1009806",""
"1009806157","","122811","4","","","","0","","1009806",""
"1009806158","","122811","3","","1","","lsv_run","","1009806","0.2"
"1009806159","0","122811","2","0.8","-250","","850","","1009806",""
"1009806160","","0.6","93","","","","","","1009806",""
"1009806161","0","122711","6","1","1","","1","0","1009806","0.2"
"1009806162","0","122911","6","1","1","","1","0","1009806","0.2"
"1009806163","0","122811","6","1","1","","1","0","1009806","0.2"
"1009806164","","0","91","","","","","","1009806",""
"1009807001","-235","1","1","-650","102","lsv_idle_normal","102011","0","1009807","1.95"
"1009807002","-220","1","1","650","100","lsv_idle_normal","100411","1","1009807","1.95"
"1009807003","-250","1","1","750","101","lsv_idle_normal","103611","1","1009807","1.95"
"1009807004","0","1","5","0","0","lsv_white_loop","333","0","1009807","1"
"1009807005","0","333","6","1","1","","1","0","1009807","0"
"1009807006","0","102011","6","1","1","","1","0","1009807","0"
"1009807007","0","100411","6","1","1","","1","0","1009807","0"
"1009807008","0","103611","6","1","1","","1","0","1009807","0"
"1009807009","","1","93","","","","0","","1009807",""
"1009807010","0.4","333","6","1","1","","1","0","1009807","0.8"
"1009807011","","102011","3","","1","","lsv_walk_joy","","1009807","0.2"
"1009807012","0","102011","2","2","-235","","-200","","1009807",""
"1009807013","1","102011","6","1","1","","1","0","1009807","0.4"
"1009807014","","100411","3","","1","","lsv_walk","","1009807","0.2"
"1009807015","0","100411","2","2","-220","","100","","1009807",""
"1009807016","1","100411","6","1","1","","1","0","1009807","0.4"
"1009807017","","103611","3","","1","","lsv_walk","","1009807","0.2"
"1009807018","0","103611","2","2","-250","","270","","1009807",""
"1009807019","1","103611","6","1","1","","1","0","1009807","0.4"
"1009807020","","2","93","","","","0","","1009807",""
"1009807021","","102011","3","","1","","lsv_idle_wish_joyR","","1009807","0.2"
"1009807022","","100411","3","","1","","lsv_idle_normal","","1009807","0.2"
"1009807023","","103611","3","","1","","lsv_idle_normal","","1009807","0.2"
"1009807024","","0.6","93","","","","0","","1009807",""
"1009807025","","102011","3","","1","","lsv_talk_wish_joy","","1009807","0.2"
"1009807026","","vo_lsv","21","0","0","","vo_lsv_0721","","1009807",""
"1009807027","1","102011","11","1","10","0","小繆和\n和小小格里芬先生\n都很開心呢～♪","0","1009807","0"
"1009807028","","0","91","","","","","","1009807",""
"1009807029","","102011","3","","1","","lsv_idle_wish_joyR","","1009807","0.2"
"1009807030","","103611","3","","1","","lsv_talk_surprise_talkjoy","","1009807","0.2"
"1009807031","","vo_lsv","21","0","0","","vo_lsv_0722","","1009807",""
"1009807032","1","103611","11","1","10","0","小繆的適應性\n很強這一點，\n也是個大發現呢。","0","1009807","0"
"1009807033","","0","91","","","","","","1009807",""
"1009807034","","103611","3","","1","","lsv_idle_surprise_doya","","1009807","0.2"
"1009807035","1","100411","3","lsv_talk_arm_crossed_loop2","0","","lsv_talk_arm_crossed2","0.2","1009807","0"
"1009807036","","vo_lsv","21","0","0","","vo_lsv_0723","","1009807",""
"1009807037","1","100411","11","1","10","0","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","0","1009807","0"
"1009807038","","0","91","","","","","","1009807",""
"1009807039","","100411","3","","1","","lsv_idle_arm_crossed","","1009807","0.2"
"1009807040","","103611","3","","1","","lsv_talk_joy1_normal","","1009807","0.2"
"1009807041","","vo_lsv","21","0","0","","vo_lsv_0724","","1009807",""
"1009807042","1","103611","11","1","10","0","果然改變蒐集情報的方法\n是正確的呢。","0","1009807","0"
"1009807043","","0","91","","","","","","1009807",""
"1009807044","","103611","3","","1","","lsv_idle_normal_suprise1","","1009807","0.2"
"1009807045","1","100411","3","lsv_talk_guts2_loop","0","","lsv_talk_guts2","0.2","1009807","0"
"1009807046","","vo_lsv","21","0","0","","vo_lsv_0725","","1009807",""
"1009807047","1","100411","11","1","10","0","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","0","1009807","0"
"1009807048","","0","91","","","","","","1009807",""
"1009807049","","100411","3","","1","","lsv_idle_normal_joy","","1009807","0.2"
"1009807050","","102011","3","","1","","lsv_talk_joy3","","1009807","0.2"
"1009807051","","vo_lsv","21","0","0","","vo_lsv_0726","","1009807",""
"1009807052","1","102011","11","1","10","0","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","0","1009807","0"
"1009807053","","0","91","","","","","","1009807",""
"1009807054","","102011","3","","1","","lsv_idle_normal_joyR","","1009807","0.2"
"1009807055","1","103611","3","lsv_talk_arm_crossed_loop2","0","","lsv_talk_arm_crossed2","0.2","1009807","0"
"1009807056","","vo_lsv","21","0","0","","vo_lsv_0727","","1009807",""
"1009807057","1","103611","11","1","10","0","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","0","1009807","0"
"1009807058","","0","91","","","","","","1009807",""
"1009807059","","103611","3","","1","","lsv_idle_arm_crossed","","1009807","0.2"
"1009807060","1","102011","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807061","1","100411","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807062","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807063","","0.1","93","","","","0","","1009807",""
"1009807064","2","102011","2","0.33","-235","","-452","0.2","1009807",""
"1009807065","2","100411","2","0.33","-220","","420","0.2","1009807",""
"1009807066","2","103611","2","0.33","-250","","545","0.2","1009807",""
"1009807067","","0","22","","1","","0","","1009807","0.2"
"1009807068","","繼續用防水包包就好。","103","","0","","1009807071","","1009807",""
"1009807069","","用籃子或許不錯。","103","","0","","1009807095","","1009807",""
"1009807070","","登山背包怎麼樣？","103","","0","","1009807119","","1009807",""
"1009807071","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807072","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807073","1","103611","3","lsv_look_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807074","","0.1","93","","","","0","","1009807",""
"1009807075","2","102011","2","0.33","-235","","-200","0.2","1009807",""
"1009807076","2","100411","2","0.33","-220","","100","0.2","1009807",""
"1009807077","2","103611","2","0.33","-250","","270","0.2","1009807",""
"1009807078","","0.7","93","","","","0","","1009807",""
"1009807079","","103611","3","","1","","lsv_look_idle_sad","","1009807","0.2"
"1009807080","","vo_lsv","21","0","0","","vo_lsv_0728","","1009807",""
"1009807081","1","103611","11","1","10","0","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","0","1009807","0"
"1009807082","","0","91","","","","","","1009807",""
"1009807083","","103611","3","","1","","lsv_idle_normal","","1009807","0.2"
"1009807084","","100411","3","","1","","lsv_talk_wish_surprise","","1009807","0.2"
"1009807085","","vo_lsv","21","0","0","","vo_lsv_0729","","1009807",""
"1009807086","1","100411","11","1","10","0","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","0","1009807","0"
"1009807087","","0","91","","","","","","1009807",""
"1009807088","","100411","3","","1","","lsv_idle_wish","","1009807","0.2"
"1009807089","","102011","3","","1","","lsv_talk_normal","","1009807","0.2"
"1009807090","","vo_lsv","21","0","0","","vo_lsv_0730","","1009807",""
"1009807091","1","102011","11","1","10","0","還有抱著牠的時候，\n要輪流也方便啊♪","0","1009807","0"
"1009807092","","0","91","","","","","","1009807",""
"1009807093","","102011","3","","1","","lsv_idle_normal","","1009807","0.2"
"1009807094","","1009807143","101","","","","","","1009807",""
"1009807095","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807096","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807097","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807098","","0.1","93","","","","0","","1009807",""
"1009807099","2","102011","2","0.33","-235","","-200","0.2","1009807",""
"1009807100","2","100411","2","0.33","-220","","100","0.2","1009807",""
"1009807101","2","103611","2","0.33","-250","","270","0.2","1009807",""
"1009807102","","0.7","93","","","","0","","1009807",""
"1009807103","","102011","3","","1","","lsv_talk_surprise_talkjoy","","1009807","0.2"
"1009807104","","vo_lsv","21","0","0","","vo_lsv_0731","","1009807",""
"1009807105","1","102011","11","1","10","0","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","0","1009807","0"
"1009807106","","0","91","","","","","","1009807",""
"1009807107","","102011","3","","1","","lsv_idle_surprise_joy","","1009807","0.2"
"1009807108","","103611","3","","1","","lsv_talk_sad","","1009807","0.2"
"1009807109","","vo_lsv","21","0","0","","vo_lsv_0732","","1009807",""
"1009807110","1","103611","11","1","10","0","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","0","1009807","0"
"1009807111","","0","91","","","","","","1009807",""
"1009807112","","103611","3","","1","","lsv_idle_sad_normal","","1009807","0.2"
"1009807113","1","100411","3","lsv_talk_cool_joy_loop","0","","lsv_talk_cool_joy","0.2","1009807","0"
"1009807114","","vo_lsv","21","0","0","","vo_lsv_0733","","1009807",""
"1009807115","1","100411","11","1","10","0","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","0","1009807","0"
"1009807116","","0","91","","","","","","1009807",""
"1009807117","","100411","3","","1","","lsv_idle_cool","","1009807","0.2"
"1009807118","","1009807143","101","","","","","","1009807",""
"1009807119","1","102011","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807120","1","100411","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807121","1","103611","3","lsv_idle_normal","0","","lsv_choice","0.2","1009807","0"
"1009807122","","0.1","93","","","","0","","1009807",""
"1009807123","2","102011","2","0.33","-235","","-200","0.2","1009807",""
"1009807124","2","100411","2","0.33","-220","","100","0.2","1009807",""
"1009807125","2","103611","2","0.33","-250","","270","0.2","1009807",""
"1009807126","","0.7","93","","","","0","","1009807",""
"1009807127","1","100411","3","lsv_talk_guts2_loop","0","","lsv_talk_guts2","0.2","1009807","0"
"1009807128","","vo_lsv","21","0","0","","vo_lsv_0734","","1009807",""
"1009807129","1","100411","11","1","10","0","變成用背的啊！\n這或許也不錯？","0","1009807","0"
"1009807130","","0","91","","","","","","1009807",""
"1009807131","","100411","3","","1","","lsv_idle_normal","","1009807","0.2"
"1009807132","","102011","3","","1","","lsv_talk_joy3_shy","","1009807","0.2"
