a2260023ba921b46ea37c631a09f33f8c43d08dc7fc673e9719ca53b5c9244e0,6406759b9d793842874e92e4ee3a818882c601cf96c764e1d098c1eed09e55ba,706413491bdc7593b2253e44e6fb6326d861b74aadd2ff69c2c08f0341767ee6,7831becc63b4fbaf0ca5a77eeec8478786434ffa9faa7f42f18c3ae0879f0c0d,e43bbdb6931fc38f423020d15a4398bc04648f63a6bbd05c4f9bdc5af144a16d,31571048bd9c03c5abb38336c38172724f79ec9e414b6ad7adb7694691977734,4d53a8589eeecd2922a870311b185c7da00babcb7f6e3c69df8695ebaeb17ae3,09a9d46d0eaf4140e2959f759a51a058016e484a3737853bbd81982fa92593b9,d7a29c60bfc08cc4c2e153bc9e9601aab42897ea3a1fe09e8937d1ee8ed1e621,44630c182a49435996fce771c3dcce24b787de73a606a0fd4ff0b8b5a4eed9f6,c436990e67de354addc49a4bfe0807aa97c119c5091ef33ba8a76e4bbca90c6b,94cf5d4d73400d5944a35983944a45f44da107263e2f709ee80feb9ebdd3178c,a1b275bc3a8ef3246d8dfe4e4bd7719e74dbd9111b87f8266e506a864e04c5c2,6ff850a1d297465441b3ad010b4956335cf2c62647c05b2841653408bc39cf5c,84c0f6807927690c288342ef794324dfde5292b1a95aac9f60b125c7e548a69b,04ed3803c070d54804663be8e2c8de0a51c266153133b2a3c21acb4e100b94bd,d8a1fa0f095f7397289fa1a74ccac6201c3a91b077a8e293c2fd175a7c3ac5e9,2fa4ffd58926bccde0acad5fe8e7995101ab43a50922c6c09518901f5eda9c17,cd65da23b5ac4f442738a83c8262c70d17bc6a39332a14de8e629dd00286be66,07e11aae912a4425b912d61149eb6ddfbe629b6d8882e8dfebb3aca3941e9f53,182f16dd548ea037eb4dcfe396a74a0c6694f8016c20678683c161faa03876c5,be472b40fa128baeac026447acb673bc95899421da4a1fb4d16446686162d3fb,16303b19164cb501be1dec1286e483a1a1fc44a418a0dcb6acb0d2540b2c2643,a28ad4f92abee13b71291570df33a2fc6aad7fd5fc6188a66c604a61e58abd76,674ec6ad1300ad929e474d8f6233120cd386b7bca116fa53bbcb4865b1c87880,b6846de94ef23fdad849ab1d1e21b91c0617957e8c7f0b1b5479169af076535f,8df1a0af6b45892c87ab0a2c4e932a95ca2f4e7da4846ebc975dc089f086beba,8bb281945f3d70e5db79f6a59fe95a5777536015144493a88ef72b01677494f2,01e75ea9a3197fb29597b340ea32810f4e70fa0a0c18eb74a839851b89025d78,35fdaba2b4fab0717afc1bcdb2ae9fdffbcef4711c426b9d2515aed8cd66beee,d3098b89975879eb26b385885f7d75ba5914b47e572431efd130a44e120b4f65,8eec5c39f991467a7037c37dac93005c2b548b01a734c713e439dea9989b5a7d,91b78c1a2cadb0e01a3598a8ac1b350d5620fd4f0a6740490d5f60ab7224d7bd,029aca253a4e83cfde60bf24c63b253e36d22aa5c1a5451da87d80e0b3237f02,6d1fe5f9743a70cb02700fbfa06462e21be8a8bdd9eee991705c499a1bd6fc7c,9d5d8c36d661948e3923f537cd22395559ddba7fd111eaa5ae4f3a4db22a8cc6,ac102dfb3823a46659efd2e60b5d08daa774015426df0ce8e1e135b3a9ddddb6,3f32434c287d4cf799cca97ab2043417d031a8fe1756636c2495d51c297571c6,286980f3c47d1c174c3130bb692e28c974de41e63a5e1910e70134cae62aea03,ad1311073e5b25e61021001448cdc2a4a37366d5edc6ed19559f6613c7e6a9e7,385061594e7b41bbac5c39bf4162a506f4d9e535f11deaaff8d1a22e423b10d0,25020c20fc05bd95761e5f6d87c4637bf73dabb1c69a27cdc31e0c23e7a316bd,4487f1e06905a1306f3c64bbefdfb8c3c195195bd8e08fa6a2c6b68c35b2fd28
"610032105","0","-272","bgm_M41","120","0","0","0","10032101","10032105","101461","101461","bgm_M41","bgm_M41","0","1","8","bgm_M41","往神殿的參道 1-5","8","8","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","5","0","0","10032","100330","90","0","0","78"
"610032106","0","-265","bgm_M41","135","0","0","0","10032101","10032106","101461","101461","bgm_M41","bgm_M41","0","1","9","bgm_M41","往神殿的參道 1-6","9","9","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","6","0","0","10032","100330","90","0","0","-208"
"610032107","0","-112","bgm_M41","135","0","0","0","10032101","10032107","101461","101461","bgm_M41","bgm_M41","0","1","9","bgm_M41","往神殿的參道 1-7","9","9","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032122","bgm_M41","7","0","0","10032","100330","90","0","0","-299"
"610032108","0","-57","bgm_M41","135","0","0","0","10032101","10032108","101461","101461","bgm_M41","bgm_M41","0","1","9","bgm_M41","往神殿的參道 1-8","9","9","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","8","0","0","10032","100320","90","0","0","-68"
"610032109","0","106","bgm_M41","135","0","0","0","10032101","10032109","101461","101461","bgm_M41","bgm_M41","0","1","9","bgm_M41","往神殿的參道 1-9","9","9","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","9","0","0","10032","100320","90","0","0","21"
"610032110","0","185","bgm_M41","135","0","0","0","10032101","10032110","101461","101461","bgm_M41","bgm_M41","0","1","9","bgm_M41","往神殿的參道 1-10","9","9","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","10","0","0","10032","100320","90","0","0","236"
"610032111","0","339","bgm_M41","150","0","0","0","10032101","10032111","101461","101461","bgm_M41","bgm_M41","0","1","10","bgm_M41","往神殿的參道 1-11","10","10","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","11","0","0","10032","100320","90","0","0","300"
"610032112","0","431","bgm_M41","150","0","0","0","10032101","10032112","101461","101461","bgm_M41","bgm_M41","0","1","10","bgm_M41","往神殿的參道 1-12","10","10","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","12","0","0","10032","100320","90","0","0","54"
"610032113","0","500","bgm_M41","150","0","0","0","10032101","10032113","101461","101461","bgm_M41","bgm_M41","0","1","10","bgm_M41","往神殿的參道 1-13","10","10","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","13","0","0","10032","100320","90","0","0","-212"
"610032114","0","639","bgm_M41","150","0","0","0","10032101","10032114","101461","101461","bgm_M41","bgm_M41","0","1","10","bgm_M41","往神殿的參道 1-14","10","10","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032121","bgm_M41","14","0","0","10032","100320","90","0","0","-21"
"610032115","0","711","bgm_M41","150","0","0","0","10032101","10032115","101461","101461","bgm_M41","bgm_M41","0","1","10","bgm_M41","往神殿的參道 1-15","10","10","0","0","0","2020/05/19 16:00:00","101462","0","1","2020/05/29 15:59:59","bgm_M41","101463","0","610032123","bgm_M41","15","0","0","10032","100320","90","0","0","222"
"610032116","1","-84","bgm_M41","240","0","0","0","10032201","10032201","101481","101481","bgm_M41","bgm_M41","0","1","16","bgm_M41","往神殿的參道 1-1","16","16","0","31089","0","2020/05/19 16:00:00","101482","0","2","2020/05/29 15:59:59","bgm_M41","101483","0","610032121","bgm_M41","16","3","2","10032","100320","90","28","0","-515"
"610032117","1","-181","bgm_M41","240","0","0","0","10032201","10032202","101481","101481","bgm_M41","bgm_M41","0","1","16","bgm_M41","往神殿的參道 1-2","16","16","0","31002","0","2020/05/19 16:00:00","101482","0","2","2020/05/29 15:59:59","bgm_M41","101483","0","610032121","bgm_M41","17","3","2","10032","100320","90","28","0","-267"
"610032118","1","-60","bgm_M41","270","0","0","0","10032201","10032203","101481","101481","bgm_M41","bgm_M41","0","1","18","bgm_M41","往神殿的參道 1-3","18","18","0","31089","0","2020/05/19 16:00:00","101482","0","2","2020/05/29 15:59:59","bgm_M41","101483","0","610032121","bgm_M41","18","3","2","10032","100320","90","29","0","-15"
"610032119","1","-98","bgm_M41","270","0","0","0","10032201","10032204","101481","101481","bgm_M41","bgm_M41","0","1","18","bgm_M41","往神殿的參道 1-4","18","18","0","31002","0","2020/05/19 16:00:00","101482","0","2","2020/05/29 15:59:59","bgm_M41","101483","0","610032121","bgm_M41","19","3","2","10032","100320","90","29","0","288"
"610032120","1","36","bgm_M41","300","0","0","0","10032201","10032205","101481","101481","bgm_M41","bgm_M41","0","1","20","bgm_M41","往神殿的參道 1-5","20","20","0","31089","0","2020/05/19 16:00:00","101482","0","2","2020/05/29 15:59:59","bgm_M41","101483","0","610032121","bgm_M41","20","3","2","10032","100320","90","30","0","500"
"610033101","0","-155","bgm_M41","120","0","0","0","10033101","10033101","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-1","8","8","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","1","0","0","10033","100590","90","0","0","-873"
"610033102","0","10","bgm_M41","120","0","0","0","10033101","10033102","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-2","8","8","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","2","0","0","10033","100190","90","0","0","-786"
"610033103","0","-60","bgm_M41","120","0","0","0","10033101","10033103","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-3","8","8","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","3","0","0","10033","100590","90","0","0","-601"
"610033104","0","42","bgm_M41","120","0","0","0","10033101","10033104","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-4","8","8","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","4","0","0","10033","100190","90","0","0","-425"
"610033105","0","59","bgm_M41","120","0","0","0","10033101","10033105","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","5","0","0","10033","100190","90","0","0","-220"
"610033106","0","-120","bgm_M41","135","0","0","0","10033101","10033106","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-6","9","9","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","6","0","0","10033","100590","90","0","0","-340"
"610033107","0","-156","bgm_M41","135","0","0","0","10033101","10033107","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-7","9","9","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033122","bgm_M41","7","0","0","10033","100590","90","0","0","-142"
"610033108","0","27","bgm_M41","135","0","0","0","10033101","10033108","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-8","9","9","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","8","0","0","10033","100200","90","0","0","-33"
"610033109","0","-102","bgm_M41","135","0","0","0","10033101","10033109","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-9","9","9","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","9","0","0","10033","100590","90","0","0","90"
"610033110","0","-100","bgm_M41","135","0","0","0","10033101","10033110","101241","101241","bgm_M41","bgm_M41","0","1","9","bgm_M41","王城蘭德索爾 1-10","9","9","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","10","0","0","10033","100190","90","0","0","295"
"610033111","0","90","bgm_M41","150","0","0","0","10033101","10033111","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-11","10","10","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","11","0","0","10033","100190","90","0","0","186"
"610033112","0","55","bgm_M41","150","0","0","0","10033101","10033112","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-12","10","10","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","12","0","0","10033","100200","90","0","0","390"
"610033113","0","88","bgm_M41","150","0","0","0","10033101","10033113","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-13","10","10","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","13","0","0","10033","100200","90","0","0","585"
"610033114","0","-97","bgm_M41","150","0","0","0","10033101","10033114","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-14","10","10","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033121","bgm_M41","14","0","0","10033","100190","90","0","0","500"
"610033115","0","-100","bgm_M41","150","0","0","0","10033101","10033115","101241","101241","bgm_M41","bgm_M41","0","1","10","bgm_M41","王城蘭德索爾 1-15","10","10","0","0","0","2020/06/03 16:00:00","101242","0","1","2020/06/21 15:59:59","bgm_M41","101243","0","610033123","bgm_M41","15","0","0","10033","100190","90","0","0","701"
"610033116","1","50","bgm_M41","240","0","0","0","10033201","10033201","102364","102361","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-1","16","16","0","31123","0","2020/06/03 16:00:00","102362","0","2","2020/06/21 15:59:59","bgm_M41","102363","0","610033121","bgm_M41","16","3","2","10033","100190","90","28","0","-500"
"610033117","1","-120","bgm_M41","240","0","0","0","10033201","10033202","102364","102361","bgm_M41","bgm_M41","0","1","16","bgm_M41","王城蘭德索爾 1-2","16","16","0","31049","0","2020/06/03 16:00:00","102362","0","2","2020/06/21 15:59:59","bgm_M41","102363","0","610033121","bgm_M41","17","3","2","10033","100590","90","28","0","-310"
"610033118","1","45","bgm_M41","270","0","0","0","10033201","10033203","102364","102361","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-3","18","18","0","31123","0","2020/06/03 16:00:00","102362","0","2","2020/06/21 15:59:59","bgm_M41","102363","0","610033121","bgm_M41","18","3","2","10033","100200","90","29","0","-145"
"610033119","1","45","bgm_M41","270","0","0","0","10033201","10033204","102364","102361","bgm_M41","bgm_M41","0","1","18","bgm_M41","王城蘭德索爾 1-4","18","18","0","31049","0","2020/06/03 16:00:00","102362","0","2","2020/06/21 15:59:59","bgm_M41","102363","0","610033121","bgm_M41","19","3","2","10033","100200","90","29","0","95"
"610033120","1","-95","bgm_M41","300","0","0","0","10033201","10033205","102364","102361","bgm_M41","bgm_M41","0","1","20","bgm_M41","王城蘭德索爾 1-5","20","20","0","31123","0","2020/06/03 16:00:00","102362","0","2","2020/06/21 15:59:59","bgm_M41","102363","0","610033121","bgm_M41","20","3","2","10033","100590","90","30","0","215"
"610034101","0","80","bgm_M41","120","0","0","0","10034101","10034101","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-1","8","8","0","0","0","2020/06/17 16:00:00","101242","0","1","2020/06/28 15:59:59","bgm_M41","101243","0","610034121","bgm_M41","1","0","0","10034","100190","90","0","0","-555"
"610034102","0","-145","bgm_M41","120","0","0","0","10034101","10034102","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-2","8","8","0","0","0","2020/06/17 16:00:00","101242","0","1","2020/06/28 15:59:59","bgm_M41","101243","0","610034121","bgm_M41","2","0","0","10034","100200","90","0","0","-366"
"610034103","0","-20","bgm_M41","120","0","0","0","10034101","10034103","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-3","8","8","0","0","0","2020/06/17 16:00:00","101242","0","1","2020/06/28 15:59:59","bgm_M41","101243","0","610034121","bgm_M41","3","0","0","10034","100190","90","0","0","-66"
"610034104","0","-75","bgm_M41","120","0","0","0","10034101","10034104","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-4","8","8","0","0","0","2020/06/17 16:00:00","101242","0","1","2020/06/28 15:59:59","bgm_M41","101243","0","610034121","bgm_M41","4","0","0","10034","100200","90","0","0","206"
"610034105","0","37","bgm_M41","120","0","0","0","10034101","10034105","101241","101241","bgm_M41","bgm_M41","0","1","8","bgm_M41","王城蘭德索爾 1-5","8","8","0","0","0","2020/06/17 16:00:00","101242","0","1","2020/06/28 15:59:59","bgm_M41","101243","0","610034121","bgm_M41","5","0","0","10034","100190","90","0","0","458"
"610034106","0","-146","bgm_M41","135","0","0","0","10034102","10034106","101541","101541","bgm_M41","bgm_M41","0","1","9","bgm_M41","廚房競技場 1-6","9","9","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","6","0","0","10034","100340","90","0","0","-930"
"610034107","0","-3","bgm_M41","135","0","0","0","10034102","10034107","101541","101541","bgm_M41","bgm_M41","0","1","9","bgm_M41","廚房競技場 1-7","9","9","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034122","bgm_M41","7","0","0","10034","100350","90","0","0","-732"
"610034108","0","-171","bgm_M41","135","0","0","0","10034102","10034108","101541","101541","bgm_M41","bgm_M41","0","1","9","bgm_M41","廚房競技場 1-8","9","9","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","8","0","0","10034","100360","90","0","0","-573"
"610034109","0","-43","bgm_M41","135","0","0","0","10034102","10034109","101541","101541","bgm_M41","bgm_M41","0","1","9","bgm_M41","廚房競技場 1-9","9","9","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","9","0","0","10034","100340","90","0","0","-388"
"610034110","0","77","bgm_M41","135","0","0","0","10034102","10034110","101541","101541","bgm_M41","bgm_M41","0","1","9","bgm_M41","廚房競技場 1-10","9","9","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","10","0","0","10034","100350","90","0","0","-230"
"610034111","0","-48","bgm_M41","150","0","0","0","10034102","10034111","101541","101541","bgm_M41","bgm_M41","0","1","10","bgm_M41","廚房競技場 1-11","10","10","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","11","0","0","10034","100360","90","0","0","-68"
"610034112","0","-82","bgm_M41","150","0","0","0","10034102","10034112","101541","101541","bgm_M41","bgm_M41","0","1","10","bgm_M41","廚房競技場 1-12","10","10","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","12","0","0","10034","100340","90","0","0","128"
"610034113","0","35","bgm_M41","150","0","0","0","10034102","10034113","101541","101541","bgm_M41","bgm_M41","0","1","10","bgm_M41","廚房競技場 1-13","10","10","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","13","0","0","10034","100350","90","0","0","313"
"610034114","0","-76","bgm_M41","150","0","0","0","10034102","10034114","101541","101541","bgm_M41","bgm_M41","0","1","10","bgm_M41","廚房競技場 1-14","10","10","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034121","bgm_M41","14","0","0","10034","100360","90","0","0","500"
"610034115","0","58","bgm_M41","150","0","0","0","10034102","10034115","101541","101541","bgm_M41","bgm_M41","0","1","10","bgm_M41","廚房競技場 1-15","10","10","0","0","0","2020/06/17 16:00:00","101542","0","1","2020/06/28 15:59:59","bgm_M41","101543","0","610034123","bgm_M41","15","0","0","10034","100340","90","0","0","630"
"610034116","1","-130","bgm_M41","240","0","0","0","10034201","10034201","101551","101551","bgm_M41","bgm_M41","0","1","16","bgm_M41","廚房競技場 1-1","16","16","0","31090","0","2020/06/17 16:00:00","101552","0","2","2020/06/28 15:59:59","bgm_M41","101553","0","610034121","bgm_M41","16","3","2","10034","100340","90","28","0","-520"
"610034117","1","27","bgm_M41","240","0","0","0","10034201","10034202","101551","101551","bgm_M41","bgm_M41","0","1","16","bgm_M41","廚房競技場 1-2","16","16","0","31011","0","2020/06/17 16:00:00","101552","0","2","2020/06/28 15:59:59","bgm_M41","101553","0","610034121","bgm_M41","17","3","2","10034","100350","90","28","0","-339"
"610034118","1","-180","bgm_M41","270","0","0","0","10034201","10034203","101551","101551","bgm_M41","bgm_M41","0","1","18","bgm_M41","廚房競技場 1-3","18","18","0","31090","0","2020/06/17 16:00:00","101552","0","2","2020/06/28 15:59:59","bgm_M41","101553","0","610034121","bgm_M41","18","3","2","10034","100360","90","29","0","-230"
"610034119","1","-180","bgm_M41","270","0","0","0","10034201","10034204","101551","101551","bgm_M41","bgm_M41","0","1","18","bgm_M41","廚房競技場 1-4","18","18","0","31011","0","2020/06/17 16:00:00","101552","0","2","2020/06/28 15:59:59","bgm_M41","101553","0","610034121","bgm_M41","19","3","2","10034","100340","90","29","0","65"
"610034120","1","50","bgm_M41","300","0","0","0","10034201","10034205","101551","101551","bgm_M41","bgm_M41","0","1","20","bgm_M41","廚房競技場 1-5","20","20","0","31090","0","2020/06/17 16:00:00","101552","0","2","2020/06/28 15:59:59","bgm_M41","101553","0","610034121","bgm_M41","20","3","2","10034","100350","90","30","0","240"
"610035101","0","-120","bgm_M41","120","0","0","0","10035101","10035101","100065","100065","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾近郊 1-1","8","8","0","0","0","2020/09/30 16:00:00","100066","0","1","2020/10/26 15:59:59","bgm_M41","100066","0","610035121","bgm_M41","1","0","0","10035","100020","90","0","0","-794"
"610035102","0","76","bgm_M41","120","0","0","0","10035101","10035102","100021","100021","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾近郊 1-2","8","8","0","0","0","2020/09/30 16:00:00","100022","0","1","2020/10/26 15:59:59","bgm_M41","100022","0","610035121","bgm_M41","2","0","0","10035","100020","90","0","0","-744"
"610035103","0","60","bgm_M41","120","0","0","0","10035101","10035103","100065","100065","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾近郊 1-3","8","8","0","0","0","2020/09/30 16:00:00","100066","0","1","2020/10/26 15:59:59","bgm_M41","100066","0","610035121","bgm_M41","3","0","0","10035","100050","90","0","0","-530"
"610035104","0","-154","bgm_M41","120","0","0","0","10035101","10035104","100065","100065","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾近郊 1-4","8","8","0","0","0","2020/09/30 16:00:00","100066","0","1","2020/10/26 15:59:59","bgm_M41","100066","0","610035121","bgm_M41","4","0","0","10035","100050","90","0","0","-550"
"610035105","0","-104","bgm_M41","120","0","0","0","10035101","10035105","100091","100091","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾近郊 1-5","8","8","0","0","0","2020/09/30 16:00:00","100092","0","1","2020/10/26 15:59:59","bgm_M41","100092","0","610035121","bgm_M41","5","0","0","10035","100010","90","0","0","-356"
"610035106","0","90","bgm_M41","135","0","0","0","10035101","10035106","100091","100091","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾近郊 1-6","9","9","0","0","0","2020/09/30 16:00:00","100092","0","1","2020/10/26 15:59:59","bgm_M41","100092","0","610035121","bgm_M41","6","0","0","10035","100040","90","0","0","-307"
