46c4c161c5acdf55cffc170a51a39a08e2930bd12e5f5317c54e5344996b3025,c8759f608bdbb8f7e707c5cb2f6f7352f1435901b937345b5d7abb5a5b2faf20,61b44c387e618226f48e8ad3c52a777c2151953742972e144a9a9d04abba1c34,11d6a7222e83acddeb74282e86d1620e358df52ede7f76184e52d87935c6dfb4,a278fc1e1c6edcd6564434707b806daf6af54673a86e6e9e289ea73a44d997f6,cff93c62c1c23a54ee9d52d849ec2338bc7108feda33e539436c8df680ffefdb,acb5af20fc00d58059933d37e78bb328f685dd3a638abf0e8fe5967123af2023,58b68aa77a4750c0ac74e6e4497d1df2ade2f21f9eb632fbe54b069a49dfefd7,1e76835e93066ed4b5037720e1c0d12b41aa891fe1eb299feac03c6d69a64371,0d6851b7d0b527f061e12ce5c027d6539a25fcb3c8b763f7811de6930f42625b,711ddce914b91d131f8ab734bb3dcc0a3ab9d11a014461e88c7286c16890c165
"0","","3","1300320054","","","15","30032","","0","travel_topdrama_r_3001_3_03"
"0","","3","1300320055","","","1000002","30032","","0","travel_topdrama_r_3001_3_03_A"
"0","","3","1300320056","","","11","30032","","0","travel_topdrama_r_3001_3_03_A"
"0","","3","1300320057","","","1000001","30032","","0","travel_topdrama_r_3001_3_03_B"
"0","","3","1300320058","","","12","30032","","0","travel_topdrama_r_3001_3_03_B"
"","","93","1300320059","","","2.3","30032","","","0"
"","","111","1300320060","","","","30032","","",""
"","","91","1300320061","","","0","30032","","",""
"53","-70","1","1300410001","0","travel_topdrama_b_3000_empty","2","30041","0","0.5","1000001"
"51","-70","5","1300410002","0","scare_loop","11","30041","0","0.35","300411"
"52","-70","5","1300410003","1","empty","12","30041","-270","0.425","300412"
"110","-94","5","1300410004","0","rare","0","30041","-3","1","0"
"","","91","1300410005","","","0","30041","","","0"
"1","","3","1300410006","","","300412","30041","","0.2","empty"
"","","91","1300410007","","","0","30041","","","0"
"","","101","1300410008","","","1300410005","30041","","",""
"1","1","3","1300410009","0.2","","300412","30041","idle","0.2","idle_fadeIN"
"0","","3","1300410010","","","0","30041","","","none"
"","","91","1300410011","","","0","30041","","",""
"0","","23","1300420001","","","se_travel_top","30042","","","se_travel_top_noble_creature"
"-70","0","2","1300420002","","","1000001","30042","0","","-920"
"0","1","3","1300420003","0.1","","300412","30042","idle","0.2","attack"
"","","93","1300420004","","","0.66","30042","","","0"
"0","","23","1300420005","","","se_travel_top","30042","","","se_travel_top_noble_creature_axe"
"","","93","1300420006","","","0.09","30042","","","0"
"0","1","3","1300420007","0.2","","300411","30042","scare_loop","0","backward"
"-70","2","2","1300420008","","","300411","30042","0.3","","100"
"","","93","1300420009","","","1","30042","","","0"
"1","","3","1300420010","","","300412","30042","","0.2","walk"
"-70","0","2","1300420011","","","300412","30042","2","","-100"
"","","91","1300420012","","","1300420008","30042","","",""
"100","0.5","31","1300420013","","","300401","30042","70","1","300401"
"","","93","1300420014","","","0.1","30042","","","0"
"0","","23","1300420015","","","se_travel_top","30042","","","se_travel_top_noble_emote_sweat"
"","","93","1300420016","","","0.4","30042","","","0"
"1","0","3","1300420017","","","1000001","30042","","0.2","<weapon>_run"
"-70","0","2","1300420018","","","1000001","30042","1.75","","-300"
"-920","0.5","31","1300420019","","","300400","30042","-70","1","300400"
"-70","0","33","1300420020","","","300400","30042","1.75","","-300"
"0.15","","122","1300420021","","","0","30042","","","12"
"","","93","1300420022","","","0.65","30042","","","0"
"0","","23","1300420023","","","se_travel_top","30042","","","se_travel_top_noble_foot"
"","","93","1300420024","","","0.15","30042","","","0"
"0.15","","122","1300420025","","","0","30042","","","12"
"","","93","1300420026","","","0.2","30042","","","0"
"0.5","0","12","1300420027","110","0","1000001","30042","0","10","4"
"","","93","1300420028","","","0.25","30042","","","0"
"0","","23","1300420029","","","se_travel_top","30042","","","se_travel_top_noble_emote_notice"
"","","91","1300420030","","","1300420011","30042","","",""
"1","1","3","1300420031","","","300412","30042","","0.1","idle"
"0","","122","1300420032","","","0","30042","","","12"
"","","91","1300420033","","","1300420018","30042","","",""
"1","0","3","1300420034","","","1000001","30042","","0","<weapon>_idle"
"","","32","1300420035","","","300400","30042","","","0"
"","","4","1300420036","","","300412","30042","","","0"
"","","93","1300420037","","","0.5","30042","","",""
"0","1","3","1300420038","0","","1000001","30042","<weapon>_idle","0","<weapon>_attack_skipQuest"
"","","93","1300420039","","","0.25","30042","","","0"
"-100","0.75","31","1300420040","","","300402","30042","-20","1","300402"
"0","","3","1300420041","","","300412","30042","","0","die"
"0","","23","1300420042","","","se_travel_top","30042","","","se_travel_top_noble_attack"
"","","93","1300420043","","","0.6","30042","","","0"
"0","","23","1300420044","","","se_travel_top","30042","","","se_travel_top_noble_creature_fadeout"
"","","93","1300420045","","","0.5","30042","","","0"
"0.15","","122","1300420046","","","0","30042","","","12"
"","","91","1300420047","","","1300420041","30042","","",""
"1","0","6","1300420048","","","300412","30042","1","0.5","1"
"0","1","3","1300420049","0.1","","300411","30042","idle","0.2","walk_idle"
"","","32","1300420050","","","300401","30042","","","0"
"-70","0","2","1300420051","","","300411","30042","1","","0"
"","","91","1300420052","","","0","30042","","","0"
"-160","0.3","31","1300420053","","","300403","30042","-13","1","300403"
"0","","23","1300420054","","","se_travel_top","30042","","","se_travel_top_noble_appear_goldenbox"
"","","93","1300420055","","","0.33","30042","","","0"
"0","","3","1300420056","","","1000001","30042","","0","<weapon>_joy_short"
"","","93","1300420057","","","0.13","30042","","","0"
"0","","23","1300420058","","","se_travel_top","30042","","","se_travel_top_noble_drop_goldenbox"
"","","91","1300420059","","","1300420056","30042","","",""
"","","111","1300420060","","","","30042","","",""
"","","91","1300420061","","","0","30042","","",""
"55","-35","1","1300510001","0","travel_topdrama_r_3000_empty","1","30051","0","0.73","1000001"
"1","0","6","1300510002","0","","1000001","30051","1","0","1"
"56","-35","5","1300510003","0","empty","14","30051","0","0.73","300514"
"1","0","6","1300510004","0","","300514","30051","1","0","1"
"51","-70","5","1300510005","0","idle","13","30051","-30","0.425","300513"
"50","-65","5","1300510006","0","travel_topdrama_r_3005_idle","15","30051","75","1","300515"
"110","-78","5","1300510007","0","normal","0","30051","16","1","0"
"1","","3","1300510008","","","300513","30051","","0.2","idle"
"","","91","1300510009","","","0","30051","","","0"
"0","","3","1300510010","","","300515","30051","","0.2","travel_topdrama_r_3005_idle"
"","","91","1300510011","","","0","30051","","","0"
"","","101","1300510012","","","1300510009","30051","","",""
"0","","3","1300510013","","","0","30051","","","none"
"","","91","1300510014","","","0","30051","","",""
"-95","0","2","1300520001","","","1000001","30052","0","","-605"
"1","1","6","1300520002","0","","1000001","30052","1","0","1"
"-105","0","2","1300520003","","","300514","30052","0","","-605"
"1","1","6","1300520004","0","","300514","30052","1","0","1"
"370","1","31","1300520005","","","300502","30052","-60","1","300502"
"","","91","1300520006","","","0","30052","","",""
"0","","23","1300520007","","","se_travel_top","30052","","","se_travel_top_disguise_foot1"
"1","","3","1300520008","","","1000001","30052","","0","travel_topdrama_r_3005_walk"
"-95","0","2","1300520009","","","1000001","30052","3","","-180"
"1","","3","1300520010","","","300514","30052","","0.2","walk"
"-95","0","2","1300520011","","","300514","30052","3","","-180"
"","","91","1300520012","","","1300520009","30052","","",""
"0","","23","1300520013","","","se_travel_top","30052","","","se_travel_top_disguise_notice"
"0","0","12","1300520014","120","0","300513","30052","0","-20","10"
"0","","3","1300520015","","","1000001","30052","","0","travel_topdrama_r_3005_suprise"
"0","","3","1300520016","","","300514","30052","","0.2","suprise"
"","","91","1300520017","","","0","30052","","","0"
"0","","23","1300520018","","","se_travel_top","30052","","","se_travel_top_disguise_foot2"
"0","","23","1300520019","","","se_travel_top","30052","","","se_travel_top_disguise_sweat"
"1","","3","1300520020","","","1000001","30052","","0","travel_topdrama_r_3005_run"
"-95","0","2","1300520021","","","1000001","30052","2","","230"
"1","","3","1300520022","","","300514","30052","","0.2","run"
"-105","0","2","1300520023","","","300514","30052","2","","230"
"-180","0.5","31","1300520024","","","300500","30052","-95","1","300500"
"-95","0","33","1300520025","","","300500","30052","2","","230"
"-230","0.5","31","1300520026","","","300501","30052","25","1","300501"
"25","0","33","1300520027","","","300501","30052","2","","180"
"1","3","121","1300520028","","","-300","30052","1","easeInOutCubic","0"
"","","93","1300520029","","","0.5","30052","","","0"
"","","4","1300520030","","","300513","30052","","","1"
"","","93","1300520031","","","1","30052","","","0"
"0","","23","1300520032","","","se_travel_top","30052","","","se_travel_top_disguise_question"
"0","1","3","1300520033","0.1","","300513","30052","idle","0.2","question"
"0","0","12","1300520034","130","0","300513","30052","0","20","5"
"","","93","1300520035","","","0.5","30052","","","0"
"","","32","1300520036","","","300500","30052","","","0"
"","","32","1300520037","","","300501","30052","","","0"
"0","","23","1300520038","","","se_travel_top","30052","","","se_travel_top_disguise_jump"
"0","","3","1300520039","","","1000001","30052","","0","travel_topdrama_r_3005_jump"
"0","","3","1300520040","","","300514","30052","","0.2","jump"
"0.01","0","12","1300520041","20","0","1000001","30052","0","0","7"
"","","93","1300520042","","","1","30052","","","0"
"","","111","1300520043","","","","30052","","",""
"","","91","1300520044","","","0","30052","","",""
"55","-35","1","1300610001","0","travel_topdrama_r_3000_empty","1","30061","0","0.73","1000001"
"1","0","6","1300610002","0","","1000001","30061","1","0","1"
"56","-35","5","1300610003","0","empty","14","30061","0","0.73","300614"
"1","0","6","1300610004","0","","300614","30061","1","0","1"
"51","-70","5","1300610005","0","idle","13","30061","-30","0.425","300613"
"50","-65","5","1300610006","0","travel_topdrama_r_3005_idle","15","30061","75","1","300615"
"110","-78","5","1300610007","0","normal","0","30061","16","1","0"
"1","","3","1300610008","","","300613","30061","","0.2","idle"
"","","91","1300610009","","","0","30061","","","0"
"0","","3","1300610010","","","300615","30061","","0.2","travel_topdrama_r_3005_idle"
"","","91","1300610011","","","0","30061","","","0"
"","","101","1300610012","","","1300610009","30061","","",""
"0","","3","1300610013","","","0","30061","","","none"
"","","91","1300610014","","","0","30061","","",""
"-95","0","2","1300620001","","","1000001","30062","0","","-605"
"1","1","6","1300620002","0","","1000001","30062","1","0","1"
"-105","0","2","1300620003","","","300614","30062","0","","-605"
"1","1","6","1300620004","0","","300614","30062","1","0","1"
"370","1","31","1300620005","","","300602","30062","-60","1","300503"
"","","91","1300620006","","","0","30062","","",""
"0","","23","1300620007","","","se_travel_top","30062","","","se_travel_top_disguise_foot1"
"1","","3","1300620008","","","1000001","30062","","0","travel_topdrama_r_3005_walk"
"-95","0","2","1300620009","","","1000001","30062","3","","-180"
"1","","3","1300620010","","","300614","30062","","0.2","walk"
"-95","0","2","1300620011","","","300614","30062","3","","-180"
"","","91","1300620012","","","1300620009","30062","","",""
"0","","23","1300620013","","","se_travel_top","30062","","","se_travel_top_disguise_notice"
"0","0","12","1300620014","120","0","300613","30062","0","-20","10"
"0","","3","1300620015","","","1000001","30062","","0","travel_topdrama_r_3005_suprise"
"0","","3","1300620016","","","300614","30062","","0.2","suprise"
"","","91","1300620017","","","0","30062","","","0"
"0","","23","1300620018","","","se_travel_top","30062","","","se_travel_top_disguise_foot2"
"0","","23","1300620019","","","se_travel_top","30062","","","se_travel_top_disguise_sweat"
"1","","3","1300620020","","","1000001","30062","","0","travel_topdrama_r_3005_run"
"-95","0","2","1300620021","","","1000001","30062","2","","230"
"1","","3","1300620022","","","300614","30062","","0.2","run"
"-105","0","2","1300620023","","","300614","30062","2","","230"
"-180","0.5","31","1300620024","","","300600","30062","-95","1","300600"
"-95","0","33","1300620025","","","300600","30062","2","","230"
"-230","0.5","31","1300620026","","","300601","30062","25","1","300601"
"25","0","33","1300620027","","","300601","30062","2","","180"
"1","3","121","1300620028","","","-300","30062","1","easeInOutCubic","0"
"","","93","1300620029","","","0.5","30062","","","0"
"","","4","1300620030","","","300613","30062","","","1"
"","","93","1300620031","","","1","30062","","","0"
"0","","23","1300620032","","","se_travel_top","30062","","","se_travel_top_disguise_question"
"0","1","3","1300620033","0.1","","300613","30062","idle","0.2","question"
"0","0","12","1300620034","130","0","300613","30062","0","20","5"
"","","93","1300620035","","","0.5","30062","","","0"
"","","32","1300620036","","","300600","30062","","","0"
"","","32","1300620037","","","300601","30062","","","0"
"0","","23","1300620038","","","se_travel_top","30062","","","se_travel_top_disguise_jump"
"0","","3","1300620039","","","1000001","30062","","0","travel_topdrama_r_3005_jump"
"0","","3","1300620040","","","300614","30062","","0.2","jump"
"0.01","0","12","1300620041","20","0","1000001","30062","0","0","7"
"","","93","1300620042","","","1","30062","","","0"
"","","111","1300620043","","","","30062","","",""
"","","91","1300620044","","","0","30062","","",""
"50","-50","1","1300710001","0","travel_topdrama_r_3007_idle_A","1","30071","-70","0.8","1000001"
"51","-50","1","1300710002","1","travel_topdrama_r_3007_idle_B","1","30071","85","0.8","1000002"
"52","-75","1","1300710003","0","travel_topdrama_r_3007_idle_C","1","30071","-135","0.8","1000003"
"53","-75","1","1300710004","1","travel_topdrama_r_3007_idle_D","1","30071","140","0.8","1000004"
"60","-50","5","1300710005","0","travel_topdrama_r_3007_idleF","15","30071","0","1","300715"
"54","-50","5","1300710006","0","travel_topdrama_r_3007_idleB","15","30071","0","1","300716"
"3","1","31","1300710007","","","300700","30071","-57","1","300700"
"110","-87","5","1300710008","0","normal","0","30071","0","1","0"
"1","","3","1300710009","","","1000001","30071","","0.2","travel_topdrama_r_3007_idle_A"
"1","","3","1300710010","","","1000002","30071","","0.2","travel_topdrama_r_3007_idle_B"
"1","","3","1300710011","","","1000003","30071","","0.2","travel_topdrama_r_3007_idle_C"
"1","","3","1300710012","","","1000004","30071","","0.2","travel_topdrama_r_3007_idle_D"
"","","91","1300710013","","","0","30071","","","0"
"0","","3","1300710014","","","300715","30071","","0.2","travel_topdrama_r_3007_idleF"
"","","91","1300710015","","","0","30071","","","0"
"","","101","1300710016","","","1300710013","30071","","",""
"0","","3","1300710017","","","0","30071","","","none"
"","","91","1300710018","","","0","30071","","",""
"3","1","31","1300720001","","","300701","30072","-50","0","300701"
"","","91","1300720002","","","0","30072","d","",""
"0","","23","1300720003","","","se_travel_top","30072","","","se_travel_top_geyser_rumble"
"0","","3","1300720004","","","300715","30072","","0","travel_topdrama_r_3007_geyserF"
"0","","3","1300720005","","","300716","30072","","0","travel_topdrama_r_3007_geyserB"
"","","93","1300720006","","","0.33","30072","","","0"
"0","","3","1300720007","","","1000001","30072","","0.2","travel_topdrama_r_3007_geyser_A"
"0","","3","1300720008","","","1000002","30072","","0.2","travel_topdrama_r_3007_geyser_B"
"0","","3","1300720009","","","1000003","30072","","0.2","travel_topdrama_r_3007_geyser_C"
"0","","3","1300720010","","","1000004","30072","","0.2","travel_topdrama_r_3007_geyser_D"
"","","93","1300720011","","","2.66","30072","","","0"
"","","32","1300720012","","","300700","30072","","","0"
"","","32","1300720013","","","300701","30072","","","1"
"0","","23","1300720014","","","se_travel_top","30072","","","se_travel_top_geyser_splash"
"","","93","1300720015","","","3","30072","","","0"
