ecc970bee923faa6438214b97455d375f22dcb93e589265cc08005afcd702728,57e39a8dd22a8e5d4bf9259ddf9ed0cf2d711febcc9c364b852ea52da5e1ab63,6ac7cf770c4370fa1689fd3e91f068edbbd8b975343a17b123526e414072b372,062bb252eac31bf0a380f871df865b0f6873ddd201fb202029884842b427f8f9,9cd6228b2fa93a4514dbea7b16ed46d2ab6fd0937b6297810dec17fd0b9018a3,fe7ae7b78b1bc8e20d9c4eb7372207dfa7153a2b22f609eb85b3c641772f48ab,8caba80404a972b94a9412ff17312a9f425cfe45c7119aaa1037dc59150ccb4f,8dff3d25615b4ff09191303e88c4ca2f5a15202141848d950348f1c511c5ea3a,f5ff534ea11e99b2c7b00fea83827ce0351da80cfcc8715560040c5a4c318389,3b3fc33b2b237ed2f596b2398eecee1c4d4c1455c413f24b7e728505f1113e61,a3446d80b1b71b749332a54745152ee9972e65274de066ba355d719acdb726af
"12","-150","","906","","19060026","","33","-125","10081","5.14705882352941"
"12","150","","906","","19060027","","2","-180","126911","5.14705882352941"
"12","150","","906","","19060028","","33","-180","11","5.14705882352941"
"12","150","","906","","19060029","","33","-180","10071","5.14705882352941"
"","0","","906","","19060030","","93","","2.5",""
"","vo_fpc_20602","","906","","19060031","","21","","vo_fpc","0"
"","06_cmn_float_sing","","906","0.2","19060032","","3","1","126911",""
"","06_cmn_float_sing","","906","0.2","19060033","","3","1","117311",""
"","0","","906","","19060034","","32","","10071",""
"","1","","906","","19060035","","32","","10071",""
"","1","","906","","19060036","","32","","10072",""
"","","","906","","19060037","","91","","19060029",""
"","1","","906","","19060038","","4","","126911",""
"","180","","906","","19060039","","33","-180","11","0"
"1","06_ranpha_float_notice","0.1","906","0.1","19060040","","3","0","126911","06_ranpha_float_shy"
"","cmn_float","0.1","906","","19060041","","3","1","117311",""
"","vo_fpc_20603","","906","","19060042","","21","","vo_fpc","0"
"0","啊……","0","906","0","19060043","0.5","11","10","126911","1"
"","","","906","","19060044","","91","","0",""
"","0","","906","","19060045","","93","","0.5",""
"1","06_chika_float_notice_in","0.1","906","0.1","19060046","","3","0","117311","06_chika_float_notice"
"","vo_fpc_20604","","906","","19060047","","21","","vo_fpc","0"
"0","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","0","906","0","19060048","0.5","11","9","117311","1"
"","","","906","","19060049","","91","","0",""
"","0","","906","","19060050","","93","","0.5",""
"","vo_fpc_20605","","906","","19060051","","21","","vo_fpc","0"
"0","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","0","906","0","19060052","0.5","11","8","126911","1"
"","","","906","","19060053","","91","","0",""
"","0","","906","","19060054","","93","","0.5",""
"","06_chika_float_smile","","906","0.2","19060055","","3","1","117311",""
"","vo_fpc_20606","","906","","19060056","","21","","vo_fpc","0"
"0","好的。","0","906","0","19060057","0.5","11","10","117311","1"
"","","","906","","19060058","","91","","0",""
"","0","","906","","19060059","","93","","0.5",""
"","vo_fpc_20607","","906","","19060060","","21","","vo_fpc","0"
"","06_cmn_float_sing","","906","0.2","19060061","","3","1","126911",""
"","06_cmn_float_sing","","906","0.2","19060062","","3","1","117311",""
"","0","","906","","19060063","","32","","10071",""
"","1","","906","","19060064","","32","","10071",""
"","1","","906","","19060065","","32","","10081",""
"","0","","906","","19060066","","93","","2",""
"","850","","906","","19060067","","2","-180","126911","4.11764705882353"
"","880","","906","","19060068","","33","-180","11","4.11764705882353"
"","880","","906","","19060069","","33","-180","10071","4.11764705882353"
"","850","","906","","19060070","","2","-125","117311","5.88235294117647"
"","850","","906","","19060071","","33","-125","21","5.88235294117647"
"","850","","906","","19060072","","33","-125","10081","5.88235294117647"
"","0","","906","","19060073","","93","","1.5",""
"","0","","906","","19060074","","32","","10071",""
"","1","","906","","19060075","","32","","10071",""
"","0","","906","","19060076","","32","","10081",""
"","1","","906","","19060077","","32","","10081",""
"","","","906","","19060078","","91","","19060070",""
"-125","127111","0","907","1.75","19070001","07_shinobu_search","1","12","1","-850"
"-180","113111","0","907","1.75","19070002","07_ruka_float","1","22","1","-850"
"-180","4","0","907","1.75","19070003","07_dokuro_float","5","22","4","-850"
"1","11","","907","1","19070004","","31","-850","5","-125"
"1","21","","907","1","19070005","","31","-850","4","-180"
"1","31","","907","1","19070006","","31","-850","4","-180"
"","se_fpc_water_random","","907","","19070007","","23","1","se_10053800",""
"","0","","907","","19070008","","91","","19070006",""
"","07_shinobu_search","","907","0.1","19070009","","3","1","127111",""
"12","325","","907","","19070010","","2","-125","127111","8.38806396344946"
"12","325","","907","","19070011","","33","-125","11","8.38806396344946"
"","","","907","","19070012","","91","","",""
"1","07_shinobu_talk_in","0.1","907","0.1","19070013","","3","0","127111","07_shinobu_talk_loop"
"","0","","907","","19070014","","93","","1",""
"","vo_fpc_20700","","907","","19070015","","21","","vo_fpc","0"
"0","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","0","907","0","19070016","0.5","11","6","127111","1"
"","","","907","","19070017","","91","","0",""
"","0","","907","","19070018","","93","","0.5",""
"12","-150","","907","","19070019","","2","-180","113111","4.11764705882353"
"12","-150","","907","","19070020","","33","-180","21","4.11764705882353"
"","","","907","","19070021","","91","","",""
"","07_ruka_float2","","907","0.1","19070022","","3","1","113111",""
"","vo_fpc_20701","","907","","19070023","","21","","vo_fpc","0"
"0","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","0","907","0","19070024","0.5","11","7","113111","1"
"","","","907","","19070025","","91","","0",""
"","0","","907","","19070026","","93","","0.5",""
"","vo_fpc_20702","","907","","19070027","","21","","vo_fpc","0"
"0","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","0","907","0","19070028","0.5","11","10","113111","1"
"","","","907","","19070029","","91","","0",""
"","0","","907","","19070030","","93","","0.5",""
"","vo_fpc_20703","","907","","19070031","","21","","vo_fpc","0"
"0","從那之後就沒有看到了，\n要是有好好地安息就好……","0","907","0","19070032","0.5","11","7","113111","1"
"","","","907","","19070033","","91","","0",""
"","0","","907","","19070034","","93","","0.5",""
"","07_ruka_float","","907","0.1","19070035","","3","1","113111",""
"","vo_fpc_20704","","907","","19070036","","21","","vo_fpc","0"
"0","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","0","907","0","19070037","0.5","11","8","113111","1"
"","","","907","","19070038","","91","","0",""
"","0","","907","","19070039","","93","","0.5",""
"","850","","907","","19070040","","2","-180","113111","4.52488687782805"
"","850","","907","","19070041","","33","-180","21","4.52488687782805"
"","1","","907","","19070042","","4","","113111",""
"","07_ruka_float","","907","0.1","19070043","","3","1","113111",""
"","0","","907","","19070044","","93","","3.2",""
"1","07_shinobu_turnFace_in","0.1","907","0.1","19070045","","3","0","127111","07_shinobu_turnFace_loop"
"","","","907","","19070046","","91","","19070040",""
"","-200","","907","","19070047","","2","-180","4","3.82352941176471"
"","-200","","907","","19070048","","33","-180","31","3.82352941176471"
"","","","907","","19070049","","91","","19070047",""
"1","07_shinobu_surprise_in","0.1","907","0.1","19070050","","3","0","127111","07_shinobu_surprise_loop"
"","vo_fpc_20705","","907","","19070051","","21","","vo_fpc","0"
"0","嗚嗚……小姐……","120","907","0","19070052","0.5","11","13","4","1"
"","","","907","","19070053","","91","","0",""
"","0","","907","","19070054","","93","","0.5",""
"","07_dokuro_spin","","907","0.2","19070055","","3","1","4",""
"","vo_fpc_20706","","907","","19070056","","21","","vo_fpc","0"
"0","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","120","907","0","19070057","0.5","11","6","4","1"
"","","","907","","19070058","","91","","0",""
"","0","","907","","19070059","","93","","0.5",""
"1","07_shinobu_sad_in","0.1","907","0.1","19070060","","3","0","127111","07_shinobu_sad_loop"
"","vo_fpc_20707","","907","","19070061","","21","","vo_fpc","0"
"0","看來果然是自作自受呢……\n別管他了吧。","0","907","0","19070062","0.5","11","7","127111","1"
"","","","907","","19070063","","91","","0",""
"","0","","907","","19070064","","93","","0.5",""
"1","07_shinobu_swim_in","0.1","907","0.1","19070065","","3","0","127111","07_shinobu_swim_loop"
"","1","","907","","19070066","","32","","11",""
"","850","","907","","19070067","","2","-125","127111","3.08823529411765"
"","850","","907","","19070068","","33","-125","11","3.08823529411765"
"","07_dokuro_float","","907","0.3","19070069","","3","1","4",""
"","850","","907","","19070070","","2","-180","4","6.17647058823529"
"","850","","907","","19070071","","33","-180","31","6.17647058823529"
"","","","907","","19070072","","91","","19070070",""
"-15","107811","0","908","1.4875","19080001","cmn_walk_r","1","12","1","750"
"-180","126911","0","908","1.75","19080002","cmn_swm_tread","1","23","1","-900"
"-180","5","0","908","1.75","19080003","08_penpokorin","5","22","5","-900"
"1","10071","","908","0","19080004","","31","-850","1007","-180"
"1","3","","908","1","19080005","","31","-900","3","-180"
"","se_fpc_water_random","","908","","19080006","","23","1","se_10053800",""
"","","","908","","19080007","","91","","19080005",""
"12","-100","","908","","19080008","","2","-180","126911","5.88235294117647"
"12","-100","","908","","19080009","","2","-180","5","5.88235294117647"
"12","-100","","908","","19080010","","33","-180","3","5.88235294117647"
"12","-50","","908","","19080011","","33","-180","10071","5.88235294117647"
"","0","","908","","19080012","","93","","2.3",""
"","vo_fpc_20800","","908","","19080013","","21","","vo_fpc","0"
"","1","","908","","19080014","","32","","10071",""
"12","300","","908","","19080015","","2","-15","107811","3.30882352941176"
"","","","908","","19080016","","91","","19080015",""
"1","08_kyaru_surprise_in","0.1","908","0.1","19080017","","3","0","107811","08_kyaru_surprise_loop"
"","vo_fpc_20801","","908","","19080018","","21","","vo_fpc","0"
"0","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","0","908","0","19080019","0.5","11","8","107811","1"
"","","","908","","19080020","","91","","0",""
"","0","","908","","19080021","","93","","0.5",""
"","vo_fpc_20802","","908","","19080022","","21","","vo_fpc","0"
"0","為什麼會拿著那個啦！","0","908","0","19080023","0.5","11","9","107811","1"
"","","","908","","19080024","","91","","0",""
"","0","","908","","19080025","","93","","0.5",""
"","08_ranfa_talk","","908","0.1","19080026","","3","1","126911",""
"","08_penpokorin","","908","0.1","19080027","","3","1","5",""
"","vo_fpc_20803","","908","","19080028","","21","","vo_fpc","0"
"0","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","0","908","0","19080029","0.5","11","9","126911","1"
"","","","908","","19080030","","91","","0",""
"","0","","908","","19080031","","93","","0.5",""
"","cmn_swm_tread","","908","0.1","19080032","","3","1","126911",""
"","08_penpokorin","","908","0.1","19080033","","3","1","5",""
"1","08_kyaru_talk_in","0.1","908","0.1","19080034","","3","0","107811","08_kyaru_talk_loop"
"","vo_fpc_20804","","908","","19080035","","21","","vo_fpc","0"
"0","這、這樣啊……\n話說回來，那個東西會浮起來啊……","0","908","0","19080036","0.5","11","11","107811","1"
"","","","908","","19080037","","91","","0",""
"","0","","908","","19080038","","93","","0.5",""
"","08_ranfa_talk","","908","0.1","19080039","","3","1","126911",""
"","08_penpokorin","","908","0.1","19080040","","3","1","5",""
"","vo_fpc_20805","","908","","19080041","","21","","vo_fpc","0"
"0","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","0","908","0","19080042","0.5","11","10","126911","1"
"","","","908","","19080043","","91","","0",""
"","0","","908","","19080044","","93","","0.5",""
"","cmn_swm_tread","","908","0.1","19080045","","3","1","126911",""
"","08_penpokorin","","908","0.1","19080046","","3","1","5",""
"1","08_kyaru_deny_in","0.1","908","0.1","19080047","","3","0","107811","08_kyaru_deny_loop"
"","vo_fpc_20806","","908","","19080048","","21","","vo_fpc","0"
"0","不，不需要啦！\n總覺得那個很可怕啊，真的是……","0","908","0","19080049","0.5","11","9","107811","1"
"","","","908","","19080050","","91","","0",""
"","0","","908","","19080051","","93","","0.5",""
"","08_kyaru_run","","908","","19080052","","3","1","107811",""
"","850","","908","","19080053","","2","-15","107811","2.07390648567119"
"","","","908","","19080054","","91","","19080053",""
"","850","","908","","19080055","","2","-180","126911","4.29864253393665"
"","850","","908","","19080056","","2","-180","5","4.29864253393665"
"","850","","908","","19080057","","33","-180","3","4.29864253393665"
"","","","908","","19080058","","91","","19080057",""
"-125","113611","0","909","1.75","19090001","09_jun_spreadFloat","1","12","1","-850"
"-125","113511","1","909","1.75","19090002","09_cmn_float","1","12","1","-850"
"-180","113411","0","909","1.75","19090003","09_cmn_float","1","22","1","-1050"
"-15","122811","1","909","1.4875","19090004","09_misogi_run","1","12","1","750"
"1","11","","909","1","19090005","","31","-850","4","-125"
"1","21","","909","1","19090006","","31","-820","6","-125"
"1","31","","909","1","19090007","","31","-1050","6","-180"
"","se_fpc_water_random","","909","","19090008","","23","1","se_10053800",""
"","0","","909","","19090009","","91","","19090007",""
"12","225","","909","","19090010","","2","-125","113611","6.32352941176471"
"12","225","","909","","19090011","","33","-125","11","6.32352941176471"
"","0","","909","","19090012","","93","","3",""
"","-750","","909","","19090013","","2","-15","122811","5.65610859728507"
"","0","","909","","19090014","","93","","0.7",""
"1","09_jun_notice_in","0.1","909","0.1","19090015","","3","0","113611","09_jun_notice_loop"
"","","","909","","19090016","","91","","19090010",""
"1","09_jun_alart_in","0.1","909","0.1","19090017","","3","0","113611","09_jun_alart_loop"
"12","-125","","909","","19090018","","2","-125","113511","4.26470588235294"
"12","-95","","909","","19090019","","33","-125","21","4.26470588235294"
"12","-350","","909","","19090020","","2","-180","113411","4.11764705882353"
"12","-350","","909","","19090021","","33","-180","31","4.11764705882353"
"","0","","909","","19090022","","93","","0.5",""
"","vo_fpc_20900","","909","","19090023","","21","","vo_fpc","0"
"0","哎呀……\n在泳池邊奔跑是很危險的喔！","0","909","0","19090024","0.5","11","8","113611","1"
"","","","909","","19090025","","91","","0",""
"","0","","909","","19090026","","93","","0.5",""
"","","","909","","19090027","","91","","19090018",""
"1","09_jun_idle_in","0.1","909","0.1","19090028","","3","0","113611","09_jun_idle_loop"
"","09_cmn_float_talk","","909","0.1","19090029","","3","1","113511",""
"","vo_fpc_20901","","909","","19090030","","21","","vo_fpc","0"
"0","哎呀？\n剛剛好像是純的聲音……","0","909","0","19090031","0.5","11","7","113511","1"
"","","","909","","19090032","","91","","0",""
"","0","","909","","19090033","","93","","0.5",""
"","","","909","","19090034","","91","","19090033",""
"","09_cmn_float","","909","0.1","19090035","","3","1","113511",""
"","09_cmn_float_search","","909","0.1","19090036","","3","1","113411",""
