fa8b2f61aad4df1df04e81e6e2125eff48c4e474e5a8f88ef7bcde3a3e86bb33,7f40ea7bef47d44134854b51ecb14e70baf3e6f7983105461c2db7e65588cf84,5c362cf4bf34dc8a1f70a3569758b0647c979e927f43a3d720e2bc525f363820,a44a1fe40128311ec7c508e1d701d91879e74fcd29743ce0020d9de75e271593,3a12c1698d561f38df359007645d8ab02aa53ef3c334b30c166eb955bc4d0b5c,8a060e3e3810b0e26b1ed55b0bed98fec82116f9a9fa9d545e6a79477128ef38,e071386a22e50bfdf9ffe52ac5d60b7a417159a9fbef83b626a85c5769a2e8c7,ff8e1ed93d5e41df1e727ca375c000f6490904d0f84f0b6cd04f0f4e9efc33b4,ecdf2dc56dc735947e6ac2bc67a2c4cdb74c35948fc8d0e230b5648556925a81,5a4ba5e576697a92683b019fb303e2da3398c39de4a3e907659545bb6c1b60e4,d9087056ff7fb2281b1dab5a1a80a9415529d55ba3f999a15ec7cb65ffc7496e,26130e29531438f08bc4f4f48c279b8e463ee13c4724a58dfbe2abdd838cfbf2,f7a1e01d0406375aa896980f419ed9a3e3f7f432eb1853711d7cd8df4daa07fe,b4b5ac9629f9b6fea6e5c61cfea6994fa17236f181803b25429b72ae742202dd,3906423bb47ec4218cf11c5862040822056bbf74395a8541cab59e277cfc5de6,133ae975d6f924dc017cb7e765f66e873e11ed3590c8499123525402197d6ee8,9c2b593e6288a0c2f65c8d04e325e1c428b6cad7d3474fb0f3cae8befb2e4493,52a0301866f19bdfd6b0a50336e7b5611b5f9402b6b0bb5492979f467044e6fc,8ab7b4d4759bab95a4468ab910c747cc7ee18e12dcc390cd2c4e491ccbcfad31,799974eb536756305d93ebafa8cdacbbe2201ff48f311e7ad393a4d3e931d8d4
"3","誰是萬獸之王？","21205","動物園園長","6","2","6","0","6","","29289","3159","這個謎語的答案是？","22290","3","22290","6","38263","6","動物園園長"
"3","世界上最小的島是？","39340","馬路安全島","6","2","6","0","6","馬路上的安全島","36335","3160","這個謎語的答案是？","20840","3","23433","6","23798","6","馬路上的安全島"
"2","甚麼字全世界通用？","38463","阿拉伯數字","6","2","6","0","6","","25289","3161","這個謎語的答案是？","25976","3","20271","6","23383","6","阿拉伯數字"
"3","唯一有15個字母又不重複的英文單字是","114","right","3","2","3","0","3","Uncopyrightable","105","3162","這個的名稱是什麼？","104","3","103","3","116","3","Uncopyrightable"
"3","","28961","無人聲伴奏","6","2","6","0","6","卡拉OK=無人聲伴奏","20154","3163","這個未經省略的全稱是？","20276","3","32882","6","22863","6","卡拉OK=無人聲伴奏"
"3","將英文數字依序寫出(one，two，three...)，會發現要寫到哪個數字「b」才會出現？ (請用英文作答)","66","Billi","3","2","3","0","2","Billion","105","3164","這個的名稱是什麼？","108","3","108","3","105","3","Billion"
"3","「肌聯蛋白」是世界上最長的英文單字，總共有189,819個字母組成，其簡稱為？","84","Titin","3","2","3","0","2","","105","3165","這個的名稱是什麼？","105","3","116","3","110","3","Titin"
"1","豬不能做什麼？","20208","仰頭望天空","6","2","6","0","6","","38957","3166","這是什麼？","22825","3","26395","6","31354","6","仰頭望天空"
"3","","31361","突破平流層","6","1","6","3167","6","","30772","3167","這個「意外」的名稱是？","27969","3","24179","6","23652","6","突破平流層"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","39321","香蕉皮跳躍","6","1","6","3168","6","","34121","3168","這個的名稱是什麼？","36339","3","30382","6","36493","6","香蕉皮跳躍"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","27493","步未的團扇","6","1","6","3169","6","","26410","3169","這個的名稱是什麼？","22296","3","30340","6","25159","6","步未的團扇"
"3","《公主連結R》中，製作自己檔案卡的功能名稱。","20154","人資料卡片","6","1","6","0","6","個人資料卡片","36039","3170","這個的名稱是什麼？","21345","3","26009","6","29255","6","個人資料卡片"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","39321","香蕉皮滑行","6","1","6","3171","6","","34121","3171","這個的名稱是什麼？","28369","3","30382","6","34892","6","香蕉皮滑行"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","22958","妮諾爆裂法","6","1","6","3173","6","妮諾的爆裂忍法","35582","3173","這個的名稱是什麼？","35010","3","29190","6","27861","6","妮諾的爆裂忍法"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","26757","梅莎路提姆","6","1","6","3174","6","","33678","3174","這個的名稱是什麼？","25552","3","36335","6","22982","6","梅莎路提姆"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」的這個意外名稱是？","24801","惡代官雕像","6","1","6","3175","6","","20195","3175","這個的名稱是什麼？","38613","3","23448","6","20687","6","惡代官雕像"
"2","在音樂業界中，作為「總集篇」的意思來使用的詞彙。「Compilation」也被當作類似詞語來使用。","22823","大選集形式","6","2","6","0","6","","36984","3176","這個的名稱是什麼？","24418","3","38598","6","24335","6","大選集形式"
"2","小遊戲「空花大迴轉  飛行途中高潮迭起」中獲得的家具獎勵名稱為？","32085","絕頂升天的","6","1","6","0","6","絕頂升天的跳躍獎盃","38914","3177","這個的名稱是什麼？","22825","3","21319","6","30340","6","絕頂升天的跳躍獎盃"
"3","去神社參拜的做法之一。意指鞠躬2次、拍手2次、鞠躬1次的一連串動作。","20108","二拜二拍手","6","2","6","0","6","二拜二拍手一拜","25308","3178","這個的名稱是什麼？","25293","3","20108","6","25163","6","二拜二拍手一拜"
"3","在小遊戲「龍\n人們的接龍競賽」中，\n集齊240個字彙圖鑑之人的稱號。","23383","字彙連結者","6","1","6","3179","6","","24409","3179","這個的名稱是什麼？","32080","3","36899","6","32773","6","字彙連結者"
"2","也稱作「自拍」，自己拍攝自己的一種行為，其英語稱呼是？","83","Selfi","3","2","3","0","2","Selfie","101","3180","這個的名稱是什麼？","102","3","108","3","105","3","Selfie"
"1","只要想到要煮飯，就會產生恐懼，這種症狀稱為？","28921","烹飪恐懼症","6","2","6","0","6","烹飪恐懼症","39146","3181","這個的名稱是什麼？","25084","3","24656","6","30151","6","烹飪恐懼症"
"3","「HB」是鉛筆芯的種類。而「H」和「B」分別是什麼的縮寫？","66","Black","3","2","3","0","2","H⇒「Hard」　B⇒「Black」","108","3182","這個的名稱是什麼？","99","3","97","3","107","3","H⇒「Hard」　B⇒「Black」"
"3","貓可發出超過□□□個音，狗卻只能發□□個音。","49","10010","1","2","1","0","1","100、10","48","3183","這是什麼？","49","3","48","1","48","1","100、10"
"3","一隻鯊魚可以偵測出水中僅□□□□□含量的血液。","30334","百萬分之一","6","2","6","0","6","","33836","3184","這個的名稱是什麼？","20043","3","20998","6","19968","6","百萬分之一"
"2","早上提神，哪種水果比一杯咖啡來的更有效？(請用英文作答)","65","Apple","3","2","3","0","2","","112","3185","這個的名稱是什麼？","108","3","112","3","101","3","Apple"
"2","家中多數塵埃都是□□□□□。","33258","自己的死皮","6","2","6","0","6","","24049","3186","這個的名稱是什麼？","27515","3","30340","6","30382","6","自己的死皮"
"2","海馬是□□□□□。雄性海馬有育兒袋，雌性海馬有類似雄性動武的生殖器官，負責產卵在雄性的育兒袋裡。","19968","一夫一妻制","6","2","6","0","6","","22827","3187","這個的名稱是什麼？","22971","3","19968","6","21046","6","一夫一妻制"
"2","俗稱「可燃冰」，但本身不是冰塊，只因外表的晶狀體和冰塊很像又可以燃燒，所以才被稱為可燃冰。","28982","然氣水合物","6","2","6","0","6","天然氣水合物","27683","3188","這個的名稱是什麼？","21512","3","27700","6","29289","6","天然氣水合物"
"3","","33258","自己動手做","6","2","6","0","6","DIY＝自己動手做","24049","3189","這個未經省略的全稱是？","25163","3","21205","6","20570","6","DIY\n＝自己動手做"
"2","塔羅牌大阿爾克那的其中一張。意味著結束、終結。","68","Death","3","2","3","0","2","死神=Death","101","3190","這個的名稱是什麼？","116","3","97","3","104","3","死神=Death"
"1","塔羅牌大阿爾克那的其中一張。意味著毀滅、動盪。","84","Tower","3","2","3","0","2","高塔=The Tower","111","3191","這個的名稱是什麼？","101","3","119","3","114","3","高塔=The Tower"
"2","塔羅牌大阿爾克那的其中一張。卡面上女人右手持直立雙刃劍，左手持一個秤。","74","Justi","3","2","3","0","2","正義=The Justice","117","3192","這個的名稱是什麼？","116","3","115","3","105","3","正義=The Justice"
"2","塔羅牌大阿爾克那的其中一張。意味著復活、寬恕。","74","Judge","3","2","3","0","2","審判=Judgement","117","3193","這個的名稱是什麼？","103","3","100","3","101","3","審判=Judgement"
"1","塔羅牌大阿爾克那的其中一張。意味著結合、建立關係。","76","Lover","3","2","3","0","2","戀人=The Lovers","111","3194","這個的名稱是什麼？","101","3","118","3","114","3","戀人=The Lovers"
"3","塔羅牌大阿爾克那的其中一張。意味著支配、權力。","112","peror","3","2","3","0","3","皇帝=The Emperor","101","3195","這個的名稱是什麼？","111","3","114","3","114","3","皇帝=The Emperor"
"1","","83","Survi","3","2","3","0","2","生存遊戲=Survival game","117","3196","這個未經省略的全稱是？","118","3","114","3","105","3","生存遊戲=Survival game"
"1","意指初學者在賭博等方面擁有非常好的運氣。","26032","新手的幸運","6","2","6","0","6","","25163","3197","這個的名稱是什麼？","24184","3","30340","6","36939","6","新手的幸運"
"3","塔羅牌小阿爾克那中，「權杖」的英文為？","87","Wands","3","2","3","0","2","Wands","97","3199","這個的名稱是什麼？","100","3","110","3","115","3","Wands"
"3","塔羅牌的大阿爾克那有排序，排在「0」與「1」的牌為哪兩張牌？","24858","愚者魔法師","6","2","6","0","6","0=愚者、1=魔法師","32773","3200","這個的名稱是什麼？","27861","3","39764","6","24107","6","0=愚者、1=魔法師"
"3","塔羅牌的大阿爾克那有排序，排在「11」與「12」的牌為哪兩張牌？","27491","正義倒吊人","6","2","6","0","6","11=正義、12=倒吊人","32681","3201","這個的名稱是什麼？","21514","3","20498","6","20154","6","11=正義、12=倒吊人"
"3","樹會互相幫助，傳輸養分是透過□□與□□□互相傳給對方。","27193","樹根地下菌","6","2","6","0","6","樹根和地下菌","26681","3202","這個的名稱是什麼？","19979","3","22320","6","33740","6","樹根和地下菌"
"1","意指退潮時在泥灘撿拾貝類或生物來玩。能在春天到來時享受。","28023","海邊挖海鮮","6","2","6","0","6","海邊挖海鮮","37002","3204","這個的名稱是什麼？","28023","3","25366","6","39854","6","海邊挖海鮮"
"3","塔羅牌大阿爾克那的其中一張。意味著勝利、意志力。","67","Chari","3","2","3","0","2","戰車=The Chariot","104","3205","這個的名稱是什麼？","114","3","97","3","105","3","戰車=The Chariot"
"3","所有種類的蠍子，他們的螯針都有毒，但不是補獵的主要武器，他們只是利用螯針上的甚麼來輔助消化食物？","28040","消化性毒夜","6","2","6","0","6","","21270","3206","這個的名稱是什麼？","27602","3","24615","6","22812","6","消化性毒夜"
"2","人的細胞每幾年更新一次？ (請用英文作答)","83","Seven","3","2","3","0","2","Seven years","101","3207","這個的名稱是什麼？","101","3","118","3","110","3","Seven years"
"3","下雨的時候，烏鴉喜歡站在煙囪上，是為了利用□□烘乾羽毛，順便殺死□□□。","29017","煙霧寄生蟲","6","2","6","0","6","煙霧、寄生蟲","38695","3208","這個未經省略的全稱是？","29983","3","23492","6","34802","6","煙霧、寄生蟲"
"1","自古以來就很受歡迎的街頭藝人，行動時會表現出彷彿牆壁、樓梯等物件真實存在一樣。","114","rtist","3","2","3","0","3","默劇=Mime artist","116","3209","這個的名稱是什麼？","115","3","105","3","116","3","默劇=Mime artist"
"2","塔羅牌大阿爾克那的其中一張。意味著自信、勇敢。","83","Stren","3","2","3","0","2","力量=Strength","116","3210","這個的名稱是什麼？","101","3","114","3","110","3","力量=Strength"
"1","塔羅牌大阿爾克那的其中一張。意味著自由、達成。","87","World","3","2","3","0","2","世界=The World","111","3211","這個的名稱是什麼？","108","3","114","3","100","3","世界=The World"
"3","塔羅牌的大阿爾克那有排序，排在「2」與「5」的牌為哪兩張牌？","22899","女祭司教皇","6","2","6","0","6","2=女祭司、5=教皇","31085","3212","這個的名稱是什麼？","25945","3","21496","6","30343","6","2=女祭司、5=教皇"
"3","跟耳機等設備有關的俗語。指低音的咚咚聲和高音的沙沙聲聽起來被強調。","39640","高低音取向","6","2","6","0","6","","20302","3213","這個的名稱是什麼？","21462","3","38899","6","21521","6","高低音取向"
"3","塔羅牌大阿爾克那的其中一張。意味著豐收、美麗。","69","Empre","3","2","3","0","2","皇后=The Empress","109","3214","這個的名稱是什麼？","114","3","112","3","101","3","皇后=The Empress"
"2","「紋身」的英文。","84","Tatto","3","2","3","0","2","Tattoo","97","3215","這個的名稱是什麼？","116","3","116","3","111","3","Tattoo"
"2","透過在家庭劇院等地點放置喇叭，使自己被環繞於其中，藉此讓聲音聽起來立體的一種安排。","29872","環繞立體聲","6","2","6","0","6","","32350","3216","這個的名稱是什麼？","39636","3","31435","6","32882","6","環繞立體聲"
"2","塔羅牌大阿爾克那的其中一張。意味著詛咒、誘惑。","68","Devil","3","2","3","0","2","惡魔=The Devil","101","3217","這個的名稱是什麼？","105","3","118","3","108","3","惡魔=The Devil"
"3","以前的聖誕老人是穿著綠色服裝，用來提醒人：","26149","春天快到了","6","2","6","0","6","","22825","3218","這個的名稱是什麼？","21040","3","24555","6","20102","6","春天快到了"
"3","聖誕樹是甚麼樹木？","19977","三角形松柏","6","2","6","0","6","常綠且樹形呈三角形的松柏類樹木","35282","3219","這個的名稱是什麼？","26494","3","24418","6","26575","6","常綠且樹形呈三角形的松柏類樹木"
"2","地球的「地震」英文為「Earthquake」，那月球的「月震」英文為？","77","Moonq","3","2","3","0","2","Moonquake","111","3220","這個的名稱是什麼？","110","3","111","3","113","3","Moonquake"
"3","世界上第一艘獨木舟是誰發明的？","24859","愛斯基摩人","6","2","6","0","6","","26031","3221","這個的名稱是什麼？","25705","3","22522","6","20154","6","愛斯基摩人"
"3","世界上毒性最強的果實是念珠豌豆，又稱為？","38750","非洲相思子","6","2","6","0","6","","27954","3222","這個的名稱是什麼？","24605","3","30456","6","23376","6","非洲相思子"
"3","在線上遊戲中被簡稱為「F2P」的詞的正式名稱叫什麼？","20813","免付費遊戲","6","2","6","0","6","","20184","3223","這個的名稱是什麼？","36938","3","36027","6","25138","6","免付費遊戲"
"3","海水很鹹是因為河流在留經陸地的過程會帶著大量的□□□□□而匯聚在一起。","21547","含鹽礦物質","6","2","6","0","6","","40573","3224","這個的名稱是什麼？","29289","3","31014","6","36074","6","含鹽礦物質"
"2","被稱作「六道」的佛教用語。除了天道、阿修羅道、餓鬼道、地獄道，還有兩個是？","20154","人道畜生道","6","2","6","0","6","人道、畜生道","36947","3225","這個的名稱是什麼？","29983","3","30044","6","36947","6","人道、畜生道"
