ea7685e34aeb5e8a615b5091294a0cd8c16d9e4e967685a738c0777806dc05ee,6ba3726a462eb06d55f6637c59d4c963a8cc5ca6d1656a551fe6a160098ab10a,15169539c0cda374ffc10bfcc8cd7b1abc336b28bac1cd0556ff8df7195144f7,372b2c0f77418592ab24ac4b8779537a283a0ce15ff63567a574854a5fc0e16e,bb380611ec6d4205a6ef177f5b709b5330b5186f4af977e89e7c855bd0ba70b1,b2e332442832409ce181c1377b93aa0a39306e5a1c148557e2d3a30c1a352e7b,e17f03180f725dd7927446eec4864512ea9c6498a1e6dead5e60d364940a9d9d,f42f7f2f11573fede076a73f305368828ced020d0305773b4da3aecc4cb25164,655a91a099e9af7a011bd26dcaa3b74157feed338db5099b8636189c405a19eb,e5459444fb04c61939f9e5f30782268f400aa5e8172dd9b5e60f12467248c698,6e0c622f21e4d1bff4d0ca7292b49f1ce5a3b0119dbf20664a772b2970145bb9
"","16414066","","16414","","","1","131","","",""
"","16414067","0","16414","vo_wac_16414_000","","vo_wac_16414","21","","","0"
"0","16414068","10","16414","給我的生日禮物……？\n多、多麼巨大的蛋糕啊！\n而且還散發著驚人的香氣……！\n這是為我準備的……？","0.5","105311","11","1","0","1"
"","16414069","","16414","","","0","91","","",""
"","16414070","1","16414","wac_birthday_idle_smile","","105311","3","","0.2",""
"","16414071","1","16414","wac_birthday_talk_kyapi","","103011","3","","0.2",""
"","16414072","0","16414","vo_wac_16414_001","","vo_wac_16414","21","","","0"
"0","16414073","10","16414","Yes！這是將甜食做得\n又高又誇張的\n特製甜點蛋糕是也！\n請享用吧──！","0.5","103011","11","1","0","1"
"","16414074","","16414","","","0","91","","",""
"","16414075","1","16414","wac_birthday_idle_kyapi","","103011","3","","0.2",""
"","16414076","1","16414","wac_birthday_talk_sad","","105311","3","","0.2",""
"","16414077","0","16414","vo_wac_16414_002","","vo_wac_16414","21","","","0"
"0","16414078","10","16414","到底是用了多少砂糖啊！？\n有股不尋常的香甜氣味……\n唔唔，明明才剛被牙醫說\n要少吃甜食的……！","0.5","105311","11","1","0","1"
"","16414079","","16414","","","0","91","","",""
"","16414080","1","16414","wac_birthday_talk_doya","","105311","3","","0.2",""
"","16414081","0","16414","vo_wac_16414_003","","vo_wac_16414","21","","","0"
"0","16414082","10","16414","但、但是……不能糟蹋\n部下的心意嘛！\n嗯，所以如果吃光也是不得已的！\n我就趕緊開動吧！","0.5","105311","11","1","0","1"
"","16414083","","16414","","","0","91","","",""
"","16414084","","16414","","","0","22","","",""
"","16614001","","16614","bgm_M321_2C","","bgm_M321","25","","",""
"0","16614002","250","16614","102711","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","16614003","256","16614","105611","wac_birthday_idle_smile","1","1","-260","2","170"
"1","16614004","259","16614","100911","wac_birthday_idle_doya","1","1","-310","2","270"
"1","16614005","257","16614","105111","wac_birthday_idle_normal","1","1","-270","2","380"
"1","16614006","258","16614","101311","wac_birthday_idle_kyapi","1","1","-310","2","510"
"","16614007","","16614","300","","102711","13","","",""
"","16614008","","16614","300","","105611","13","","",""
"","16614009","0","16614","501","","501","31","1","0","0"
"","16614010","0","16614","600","","600","31","1","1","0"
"","16614011","0","16614","602","","602","31","1","0","0"
"","16614012","0","16614","603","","603","31","1","0","0"
"","16614013","30","16614","604","","604","31","1","1","60"
"","16614014","0","16614","613","","613","31","1","1","0"
"","16614015","0","16614","700","","700","31","1","0","0"
"","16614016","0","16614","701","","701","31","1","0","0"
"","16614017","0","16614","702","","702","31","1","0","0"
"","16614018","0","16614","800","","800","31","1","0","0"
"","16614019","30","16614","919","","919","31","1","1","60"
"","16614020","","16614","","","1","93","","",""
"0.2","16614021","0","16614","wac_birthday_reaction_01","","100911","3","1","0.2","wac_birthday_reaction_03"
"0.2","16614022","0","16614","wac_birthday_reaction_02","","105611","3","1","0.2","wac_birthday_reaction_03"
"","16614023","","16614","","","0.1","93","","",""
"0.2","16614024","0","16614","wac_birthday_reaction_01","","105111","3","1","0.2","wac_birthday_reaction_04"
"0.2","16614025","0","16614","wac_birthday_reaction_03","","101311","3","1","0.2","wac_birthday_reaction_05"
"","16614026","","16614","","","0.3","93","","",""
"","16614027","1","16614","wac_birthday_run_01","","102711","3","","0.2",""
"","16614028","-70","16614","0","","102711","2","","","3"
"","16614029","","16614","","","2.5","93","","",""
"","16614030","","16614","1","","602","32","","",""
"","16614031","","16614","","","0.6","93","","",""
"","16614032","","16614","1","","501","32","","",""
"","16614033","","16614","0","","600","32","","",""
"","16614034","","16614","0","","613","32","","",""
"","16614035","","16614","0","","604","32","","",""
"","16614036","","16614","1","","701","32","","",""
"","16614037","0","16614","0","","919","33","","","0.01"
"0.2","16614038","0","16614","wac_birthday_eriko_blowout_03","","102711","3","1","0.2","wac_birthday_eriko_wish_04"
"","16614039","-330","16614","-200","","102711","2","","","0.01"
"","16614040","1","16614","wac_birthday_idle_smile","","105611","3","","0.2",""
"","16614041","-320","16614","150","","105611","2","","","0.01"
"","16614042","1","16614","wac_birthday_idle_doya","","100911","3","","0.2",""
"","16614043","-360","16614","250","","100911","2","","","0.01"
"","16614044","1","16614","wac_birthday_idle_normal","","105111","3","","0.2",""
"","16614045","-320","16614","370","","105111","2","","","0.01"
"","16614046","1","16614","wac_birthday_idle_kyapi","","101311","3","","0.2",""
"","16614047","-340","16614","490","","101311","2","","","0.01"
"","16614048","","16614","","","0","93","","",""
"","16614049","","16614","1","","800","32","","",""
"","16614050","","16614","","","0.7","93","","",""
"","16614051","","16614","1","","702","32","","",""
"","16614052","","16614","","","0.5","93","","",""
"","16614053","0","16614","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","16614054","","16614","0","","701","32","","",""
"","16614055","","16614","","","0.4","93","","",""
"","16614056","0","16614","se_sys_login_birthday_cracker","","se_common","23","","",""
"","16614057","","16614","1","","700","32","","",""
"","16614058","0","16614","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","16614059","0","16614","wac_birthday_clap","","105611","3","1","0.2","wac_birthday_idle_smile"
"0.2","16614060","0","16614","wac_birthday_clap","","105111","3","1","0.2","wac_birthday_idle_normal"
"","16614061","","16614","","","0.1","93","","",""
"0.2","16614062","0","16614","wac_birthday_clap","","100911","3","1","0.2","wac_birthday_idle_doya"
"","16614063","","16614","","","0.1","93","","",""
"0.2","16614064","0","16614","wac_birthday_clap","","101311","3","1","0.2","wac_birthday_idle_kyapi"
"","16614065","","16614","","","2","93","","",""
"","16614066","","16614","","","1","131","","",""
"","16614067","0","16614","vo_wac_16614_000","","vo_wac_16614","21","","","0"
"0","16614068","10","16614","生日……？\n我的生日？\n你們怎麼會記得\n這種事情呢？","0.5","102711","11","1","0","1"
"","16614069","","16614","","","0","91","","",""
"","16614070","1","16614","wac_birthday_eriko_idle_wish","","102711","3","","0.2",""
"","16614071","1","16614","wac_birthday_talk_doya","","105611","3","","0.2",""
"","16614072","0","16614","vo_wac_16614_001","","vo_wac_16614","21","","","0"
"0","16614073","10","16614","妳問為什麼，我們不是\n同公會的成員嗎？\n妳總是為我們挺身戰鬥，\n這是為了感謝妳的一點小心意。","0.5","105611","11","1","0","1"
"","16614074","","16614","","","0","91","","",""
"","16614075","1","16614","wac_birthday_idle_doya","","105611","3","","0.2",""
"","16614076","1","16614","wac_birthday_talk_normal","","102711","3","","0.2",""
"","16614077","0","16614","vo_wac_16614_002","","vo_wac_16614","21","","","0"
"0","16614078","10","16614","………………是這樣啊。\n既然如此我就\n心懷感激地享用吧。","0.5","102711","11","1","0","1"
"","16614079","","16614","","","0","91","","",""
"","16614080","1","16614","wac_birthday_talk_wish","","102711","3","","0.2",""
"","16614081","0","16614","vo_wac_16614_003","","vo_wac_16614","21","","","0"
"0","16614082","10","16614","啊呣。\n……呵呵，真甜呢。\n就像那位大人一樣地溫柔。\n……謝謝你們。","0.5","102711","11","1","0","1"
"","16614083","","16614","","","0","91","","",""
"","16614084","","16614","","","0","22","","",""
"","17414001","","17414","bgm_M321_2C","","bgm_M321","25","","",""
"0","17414002","250","17414","110811","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","17414003","256","17414","110911","wac_birthday_idle_kyapi","1","1","-270","2","230"
"1","17414004","257","17414","111011","wac_birthday_idle_doya","1","1","-310","2","410"
"","17414005","","17414","300","","110811","13","","",""
"","17414006","","17414","300","","110911","13","","",""
"","17414007","0","17414","501","","501","31","1","0","0"
"","17414008","0","17414","600","","600","31","1","1","0"
"","17414009","0","17414","602","","602","31","1","0","0"
"","17414010","0","17414","603","","603","31","1","0","0"
"","17414011","30","17414","604","","604","31","1","1","60"
"","17414012","0","17414","613","","613","31","1","1","0"
"","17414013","0","17414","700","","700","31","1","0","0"
"","17414014","0","17414","701","","701","31","1","0","0"
"","17414015","0","17414","702","","702","31","1","0","0"
"","17414016","0","17414","800","","800","31","1","0","0"
"","17414017","30","17414","920","","920","31","1","1","60"
"","17414018","","17414","","","1","93","","",""
"0.2","17414019","0","17414","wac_birthday_reaction_05","","111011","3","1","0.2","wac_birthday_reaction_03"
"","17414020","","17414","","","0.1","93","","",""
"0.2","17414021","0","17414","wac_birthday_reaction_01","","110911","3","1","0.2","wac_birthday_reaction_03"
"","17414022","","17414","","","0.3","93","","",""
"","17414023","1","17414","wac_birthday_run_01","","110811","3","","0.2",""
"","17414024","-70","17414","0","","110811","2","","","3"
"","17414025","","17414","","","2.5","93","","",""
"","17414026","","17414","1","","602","32","","",""
"","17414027","","17414","","","0.6","93","","",""
"","17414028","","17414","1","","501","32","","",""
"","17414029","","17414","0","","600","32","","",""
"","17414030","","17414","0","","613","32","","",""
"","17414031","","17414","0","","604","32","","",""
"","17414032","","17414","1","","701","32","","",""
"","17414033","0","17414","0","","920","33","","","0.01"
"0.2","17414034","0","17414","wac_birthday_blowout_01","","110811","3","1","0.2","wac_birthday_wish_01"
"","17414035","-330","17414","-200","","110811","2","","","0.01"
"","17414036","1","17414","wac_birthday_idle_kyapi","","110911","3","","0.2",""
"","17414037","-320","17414","180","","110911","2","","","0.01"
"","17414038","1","17414","wac_birthday_idle_doya","","111011","3","","0.2",""
"","17414039","-340","17414","320","","111011","2","","","0.01"
"","17414040","","17414","","","0","93","","",""
"","17414041","","17414","1","","800","32","","",""
"","17414042","","17414","","","0.7","93","","",""
"","17414043","","17414","1","","702","32","","",""
"","17414044","","17414","","","0.5","93","","",""
"","17414045","0","17414","se_sys_login_birthday_blow_candle","","se_common","23","","",""
"","17414046","","17414","0","","701","32","","",""
"","17414047","","17414","","","0.4","93","","",""
"","17414048","0","17414","se_sys_login_birthday_cracker","","se_common","23","","",""
"","17414049","","17414","1","","700","32","","",""
"","17414050","0","17414","se_sys_login_birthday_calendar_applause","","se_common","23","","",""
"0.2","17414051","0","17414","wac_birthday_clap","","110911","3","1","0.2","wac_birthday_idle_kyapi"
"","17414052","","17414","","","0.1","93","","",""
"0.2","17414053","0","17414","wac_birthday_clap","","111011","3","1","0.2","wac_birthday_idle_doya"
"","17414054","","17414","","","2","93","","",""
"","17414055","","17414","","","1","131","","",""
"","17414056","0","17414","vo_wac_17414_000","","vo_wac_17414","21","","","0"
"0","17414057","10","17414","嗚哇這什麼，我嚇到了。\n怎麼有普通巨大的\n生鮮食品被亂放在外面啊。這裡是\n城牆耶，是新型的生化武器嗎？","0.5","110811","11","1","0","1"
"","17414058","","17414","","","0","91","","",""
"","17414059","1","17414","wac_birthday_idle_smile","","110811","3","","0.2",""
"","17414060","1","17414","wac_birthday_talk_sad","","110911","3","","0.2",""
"","17414061","0","17414","vo_wac_17414_001","","vo_wac_17414","21","","","0"
"0","17414062","10","17414","這是在掩飾害羞、還是新型的裝傻搞笑\n琪愛兒是不清楚啦，但克蘿依學姊……\n這明顯就是生日蛋糕，\n這樣裝糊塗，也太勉強了吧？","0.5","110911","11","1","0","1"
"","17414063","","17414","","","0","91","","",""
"","17414064","1","17414","wac_birthday_idle_sad","","110911","3","","0.2",""
"","17414065","1","17414","wac_birthday_chloe_talk_sad","","110811","3","","0.2",""
"","17414066","0","17414","vo_wac_17414_002","","vo_wac_17414","21","","","0"
"0","17414067","10","17414","啊？好啊，妳既然要這樣講，\n那我也要說囉。\n妳們如果想給人驚喜，\n就不能做得再高明一點嗎？","0.5","110811","11","1","0","1"
"","17414068","","17414","","","0","91","","",""
"","17414069","1","17414","wac_birthday_talk_smile","","110811","3","","0.2",""
"","17414070","0","17414","vo_wac_17414_003","","vo_wac_17414","21","","","0"
"0","17414071","10","17414","優妮學姊一早就全身奶油，\n我當然會注意到啊，要開心很難耶，\n特別是在已經竊笑過後。\n不過是無所謂啦，謝謝妳們囉。","0.5","110811","11","1","0","1"
"","17414072","","17414","","","0","91","","",""
"","17414073","","17414","","","0","22","","",""
"","17614001","","17614","bgm_M321_2C","","bgm_M321","25","","",""
"0","17614002","250","17614","104311","wac_birthday_idle_normal","1","1","-70","2","-1000"
"1","17614003","256","17614","101011","wac_birthday_idle_wish","1","1","-270","2","200"
"1","17614004","258","17614","101411","wac_birthday_idle_smile","1","1","-310","2","320"
"1","17614005","257","17614","101711","wac_birthday_idle_kyapi","1","1","-290","2","450"
"","17614006","","17614","300","","104311","13","","",""
"","17614007","","17614","300","","101011","13","","",""
"","17614008","","17614","300","","101411","13","","",""
"","17614009","","17614","300","","101711","13","","",""
"","17614010","0","17614","501","","501","31","1","0","0"
"","17614011","0","17614","600","","600","31","1","1","0"
"","17614012","0","17614","602","","602","31","1","0","0"
"","17614013","0","17614","603","","603","31","1","0","0"
"","17614014","30","17614","604","","604","31","1","1","60"
"","17614015","0","17614","613","","613","31","1","1","0"
"","17614016","0","17614","700","","700","31","1","0","0"
"","17614017","0","17614","701","","701","31","1","0","0"
"","17614018","0","17614","702","","702","31","1","0","0"
"","17614019","0","17614","800","","800","31","1","0","0"
"","17614020","30","17614","921","","921","31","1","1","60"
"","17614021","","17614","","","1","93","","",""
"0.2","17614022","0","17614","wac_birthday_reaction_01","","101411","3","1","0.2","wac_birthday_reaction_03"
