e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8
"1007406061","3","","","1","111011","mhp_sit_idle_2","0.2","1007406","",""
"1007406062","3","","","1","117531","mhp_sit_talk_memory","0.2","1007406","",""
"1007406063","21","0","","0","vo_mhp_1007406","vo_mhp_1209","","1007406","",""
"1007406064","11","1","0","5","117531","討、討厭啦，妳怎麼突然這麼說！\n我只是在做自己的工作而已啊。","0","1007406","0","0.5"
"1007406065","91","","","","0","","","1007406","",""
"1007406066","3","","","1","117531","mhp_sit_idle","0.2","1007406","",""
"1007406067","3","","","1","111011","mhp_sit_talk_sad","0.2","1007406","",""
"1007406068","21","0","","0","vo_mhp_1007406","vo_mhp_1210","","1007406","",""
"1007406069","11","1","0","4","111011","並非如此。\n深月老師總會找個名目關照\n離開村子後孤身一人的我。","0","1007406","0","0.5"
"1007406070","91","","","","0","","","1007406","",""
"1007406071","3","","","1","111011","mhp_sit_talk_wish","0.2","1007406","",""
"1007406072","21","0","","0","vo_mhp_1007406","vo_mhp_1211","","1007406","",""
"1007406073","11","1","0","5","111011","這可能不符合「獨眼惡魔」的作風，\n但我還是想特地說出來。\n我甚至覺得，\n妳是我在蘭德索爾的新家人。","0","1007406","0","0.5"
"1007406074","91","","","","0","","","1007406","",""
"1007406075","3","","","1","111011","mhp_sit_idle_wish","0.2","1007406","",""
"1007406076","3","","","1","117531","mhp_sit_talk_sad","0.2","1007406","",""
"1007406077","21","0","","0","vo_mhp_1007406","vo_mhp_1212","","1007406","",""
"1007406078","11","1","0","5","117531","優妮……","0","1007406","0","0.5"
"1007406079","91","","","","0","","","1007406","",""
"1007406080","3","","","1","117531","mhp_sit_idle_sad","0.2","1007406","",""
"1007406081","3","","","1","111011","mhp_sit_talk_thinking2","0.2","1007406","",""
"1007406082","21","0","","0","vo_mhp_1007406","vo_mhp_1213","","1007406","",""
"1007406083","11","1","0","4","111011","講白一點，就是母親。","0","1007406","0","1"
"1007406084","91","","","","0","","","1007406","",""
"1007406085","3","","","1","111011","mhp_sit_idle_thinking2","0.2","1007406","",""
"1007406086","3","","","1","117531","mhp_sit_talk_wish2","0.2","1007406","",""
"1007406087","21","0","","0","vo_mhp_1007406","vo_mhp_1214","","1007406","",""
"1007406088","11","1","0","6","117531","優……妮……？","0","1007406","0","0.5"
"1007406089","91","","","","0","","","1007406","",""
"1007406090","3","","","1","117531","mhp_sit_idle_wish2","0.2","1007406","",""
"1007406091","3","","","1","111011","mhp_sit_talk_normal","0.2","1007406","",""
"1007406092","21","0","","0","vo_mhp_1007406","vo_mhp_1215","","1007406","",""
"1007406093","11","1","0","5","111011","所以我有件事情要找妳商量，\n以後我就叫妳媽媽，\n這樣如何呢？","0","1007406","0","0.5"
"1007406094","91","","","","0","","","1007406","",""
"1007406095","3","","","1","111011","mhp_sit_idle_wish","0.2","1007406","",""
"1007406096","3","","","1","117531","mhp_sit_talk_anger2","0.2","1007406","",""
"1007406097","21","0","","0","vo_mhp_1007406","vo_mhp_1216","","1007406","",""
"1007406098","11","1","0","5","117531","什、什麼如何不如何的！？\n我說妳啊，\n至少叫我姐姐吧！","0","1007406","0","0.5"
"1007406099","91","","","","0","","","1007406","",""
"1007406100","3","","","1","117531","mhp_sit_idle_anger2","0.2","1007406","",""
"1007406101","3","","","1","111011","mhp_sit_talk_memory","0.2","1007406","",""
"1007406102","21","0","","0","vo_mhp_1007406","vo_mhp_1217","","1007406","",""
"1007406103","11","1","0","5","111011","媽媽，給我藥水。","0","1007406","0","0.5"
"1007406104","91","","","","0","","","1007406","",""
"1007406105","3","","","1","111011","mhp_sit_idle_joy1","0.2","1007406","",""
"1007406106","3","","","1","117531","mhp_sit_talk_anger2","0.2","1007406","",""
"1007406107","21","0","","0","vo_mhp_1007406","vo_mhp_1218","","1007406","",""
"1007406108","11","1","0","5","117531","吵死了！\n妳就回村子去吧！\n雪，把客人攆出去！\n下一位～！下一位請進～！","0","1007406","0","0.5"
"1007406109","93","","","","3.5","1","","1007406","",""
"1007406110","3","","","1","117631","mhp_sit_idle_surprise2","0.2","1007406","",""
"1007406111","91","","","","1007406108","","","1007406","",""
"1007406112","22","","","","0","0","","1007406","",""
"1007406113","93","","","","1","","","1007406","",""
"1007406114","32","","1","","112","1","1","1007406","",""
"1007406115","93","","","","1","","","1007406","",""
"1007406116","32","","1","","130","1","1","1007406","",""
"1007406117","93","","","","4","","","1007406","",""
"1007406118","32","","1","","130","0","1","1007406","",""
"1007407001","1","-1000","-200","100","1","102511","1.7","1007407","0","mhp_idle_normal"
"1007407002","1","185","-220","100","1","117531","1.7","1007407","1","mhp_sit_idle"
"1007407003","1","365","-200","100","1","117631","1.7","1007407","1","mhp_sit_idle"
"1007407004","31","-154","0.85","-240","1","1","1","1007407","",""
"1007407005","5","-200","-220","110","1","11","1.7","1007407","0","NoItem"
"1007407006","5","-200","-220","105","1","12","1.7","1007407","0","NoItem"
"1007407007","5","185","-220","110","1","21","1.7","1007407","1","NoItem"
"1007407008","5","185","-220","105","1","22","1.7","1007407","1","NoItem"
"1007407009","6","1","0","1","11","1","0","1007407","0",""
"1007407010","6","1","0","1","12","1","0","1007407","0",""
"1007407011","6","1","0","1","21","1","0","1007407","0",""
"1007407012","6","1","0","1","22","1","0","1007407","0",""
"1007407013","5","-1000","-220","110","1","31","1.7","1007407","0","NoItem"
"1007407014","91","","","","0","","","1007407","",""
"1007407015","3","","","1","117531","mhp_sit_talk_normal","0.2","1007407","",""
"1007407016","21","0","","0","vo_mhp_1007407","vo_mhp_2001","","1007407","",""
"1007407017","11","0","0","7","117531","下一位請進～","0","1007407","0","0.5"
"1007407018","91","","","","0","","","1007407","",""
"1007407019","3","","","1","117531","mhp_sit_idle","0.2","1007407","",""
"1007407020","3","","","1","102511","mhp_walk","0.2","1007407","",""
"1007407021","2","3","0","-220","102511","-400","","1007407","",""
"1007407022","93","","","","3","","","1007407","",""
"1007407023","3","","","1","102511","mhp_talk_sad","0.2","1007407","",""
"1007407024","21","0","","0","vo_mhp_1007407","vo_mhp_2002","","1007407","",""
"1007407025","11","1","0","3","102511","好、好的，打擾……哇啊！\n痛痛痛，對、對不起……！","0","1007407","10","0.5"
"1007407026","93","","","","2","1","","1007407","",""
"1007407027","23","","","","se_10031400","se_10031400_panic","","1007407","",""
"1007407028","3","","","0","102511","mhp_suzume_fall_in","0.2","1007407","",""
"1007407029","93","","","","3","","","1007407","",""
"1007407030","3","mhp_idle_sad","1","0","102511","mhp_suzume_fall_out","0.2","1007407","0.2",""
"1007407031","93","","","","2","","","1007407","",""
"1007407032","91","","","","1007407025","","","1007407","",""
"1007407033","3","","","1","102511","mhp_suzume_walk_sad","0.2","1007407","",""
"1007407034","2","2","0","-220","102511","-200","","1007407","",""
"1007407035","91","","","","0","","","1007407","",""
"1007407036","3","mhp_suzume_sit_idle_sad2","1","0","102511","mhp_suzume_sit_in_sad","0.2","1007407","0.2",""
"1007407037","93","","","","1","0","","1007407","",""
"1007407038","3","","","1","117631","mhp_sit_idle_sad","0.2","1007407","",""
"1007407039","21","0","","0","vo_mhp_1007407","vo_mhp_2003","","1007407","",""
"1007407040","11","1","0","8","117631","（……那個人是不是\n在空無一物的地方跌倒了？）","0","1007407","0","0.5"
"1007407041","91","","","","0","","","1007407","",""
"1007407042","3","","","1","117631","mhp_sit_idle","0.2","1007407","",""
"1007407043","3","","","1","117531","mhp_sit_talk_normal","0.2","1007407","",""
"1007407044","21","0","","0","vo_mhp_1007407","vo_mhp_2004","","1007407","",""
"1007407045","11","1","0","5","117531","呃，妳是叫鈴莓吧？\n妳今天怎麼了？\n是腳因為跌倒而受傷之類的問題嗎？","0","1007407","0","0.5"
"1007407046","91","","","","0","","","1007407","",""
"1007407047","3","","","1","117531","mhp_sit_idle","0.2","1007407","",""
"1007407048","3","","","1","102511","mhp_sit_talk_wish","0.2","1007407","",""
"1007407049","21","0","","0","vo_mhp_1007407","vo_mhp_2005","","1007407","",""
"1007407050","11","1","0","4","102511","不、不是的，其實……\n我、我是想治好我的冒失！","0","1007407","0","0.5"
"1007407051","91","","","","0","","","1007407","",""
"1007407052","93","","","","2","0","","1007407","",""
"1007407053","3","","","1","102511","mhp_sit_idle_wish","0.2","1007407","",""
"1007407054","3","","","1","117531","mhp_sit_talk_surprise2","0.2","1007407","",""
"1007407055","21","0","","0","vo_mhp_1007407","vo_mhp_2006","","1007407","",""
"1007407056","11","1","0","6","117531","…………啊，抱歉。\n因為實在遠超乎我的預料，\n讓我停止思考了……","0","1007407","0","0.5"
"1007407057","93","","","","2","1","","1007407","",""
"1007407058","3","","","1","117531","mhp_sit_talk_sad","0.2","1007407","",""
"1007407059","91","","","","1007407056","","","1007407","",""
"1007407060","3","","","1","117531","mhp_sit_idle","0.2","1007407","",""
"1007407061","3","","","1","102511","mhp_sit_talk_sad","0.2","1007407","",""
"1007407062","21","0","","0","vo_mhp_1007407","vo_mhp_2007","","1007407","",""
"1007407063","11","1","0","4","102511","這、這麼沒常識的事情，\n果然是不能靠醫生的吧……","0","1007407","0","0.5"
"1007407064","91","","","","0","","","1007407","",""
"1007407065","3","","","1","102511","mhp_sit_idle_sad","0.2","1007407","",""
"1007407066","3","","","1","117531","mhp_sit_talk_thinking","0.2","1007407","",""
"1007407067","21","0","","0","vo_mhp_1007407","vo_mhp_2008","","1007407","",""
"1007407068","11","1","0","4","117531","……雖然是密醫，\n但我也需要顧及顏面，\n所以會盡力而為。\n我想想，就給妳──","0","1007407","0","0.5"
"1007407069","91","","","","0","","","1007407","",""
"1007407070","103","","","0","我開冒失治癒藥水給妳吧。","1007407073","","1007407","",""
"1007407071","103","","","0","我開個退冒失魔丸給妳吧。","1007407115","","1007407","",""
"1007407072","103","","","0","快穿上這件冒失矯正帶。","1007407157","","1007407","",""
"1007407073","3","","0","1","117531","mhp_sit_idle","0.2","1007407","",""
"1007407074","3","","0","1","102511","mhp_sit_talk_surprise2","0.2","1007407","",""
"1007407075","21","0","","0","vo_mhp_1007407","vo_mhp_2009","","1007407","",""
"1007407076","11","1","0","6","102511","原、原來有這種藥嗎！","0","1007407","0","0.5"
"1007407077","91","","","","0","","","1007407","",""
"1007407078","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007407","0",""
"1007407079","93","","","","0.6","0","","1007407","",""
"1007407080","3","mhp_idle_normal","1","0","102511","mhp_sit_out","0.2","1007407","0",""
"1007407081","93","","","","0.2","0","","1007407","",""
"1007407082","3","","0","1","102511","mhp_walk","0.2","1007407","",""
"1007407083","2","1.5","0","-220","102511","35","","1007407","",""
"1007407084","2","1.5","0","-220","31","35","","1007407","",""
"1007407085","2","1.5","0","-220","11","35","","1007407","",""
"1007407086","2","1.5","0","-220","12","35","","1007407","",""
"1007407087","93","","","","0.3","0","","1007407","",""
"1007407088","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007407","0",""
"1007407089","6","1","1","1","21","1","0","1007407","0",""
"1007407090","6","1","1","1","22","1","0","1007407","0",""
"1007407091","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007407","0",""
"1007407092","3","mhp_item_EX0004_handover_loop","1","0","22","mhp_item_EX0004_handover_in","0.2","1007407","0",""
"1007407093","93","","","","1.2","0","","1007407","",""
"1007407094","3","mhp_handover_receive_loop","1","0","102511","mhp_handover_receive_in","0.2","1007407","0",""
"1007407095","6","1","1","1","11","1","0","1007407","0",""
"1007407096","6","1","1","1","12","1","0","1007407","0",""
"1007407097","3","mhp_receive_suzume_loop","1","0","11","mhp_receive_suzume_in","0.2","1007407","0",""
"1007407098","3","mhp_item_EX0004_receive_loop","1","0","12","mhp_item_EX0004_receive_in","0.2","1007407","0",""
"1007407099","93","","","","0.6","0","","1007407","",""
"1007407100","6","1","1","1","22","1","0.4","1007407","0",""
"1007407101","93","","","","0.4","0","","1007407","",""
"1007407102","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007407","0",""
"1007407103","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007407","0",""
"1007407104","3","NoItem_idle","1","0","22","mhp_item_EX0004_handover_out","0.2","1007407","0",""
"1007407105","93","","","","0.4","0","","1007407","",""
"1007407106","3","mhp_idle_normal","1","0","102511","mhp_handover_receive_out","0.2","1007407","0",""
"1007407107","3","NoItem_idle","1","0","11","mhp_receive_suzume_out","0.2","1007407","0",""
"1007407108","3","NoItem_idle","1","0","12","mhp_item_EX0004_receive_out","0.2","1007407","0",""
"1007407109","93","","","","2","0","","1007407","",""
"1007407110","3","","0","1","117531","mhp_talk_thinking","0.2","1007407","",""
"1007407111","21","0","","0","vo_mhp_1007407","vo_mhp_2010","","1007407","",""
"1007407112","11","1","0","4","117531","有啊。\n因為效果馬上就會顯現，\n妳之後就照常生活吧。","0","1007407","0","0.5"
"1007407113","91","","","","0","","","1007407","",""
"1007407114","101","","","","1007407197","","","1007407","",""
"1007407115","3","mhp_idle_normal","1","0","117531","mhp_sit_out","0.2","1007407","0",""
"1007407116","93","","","","0.6","0","","1007407","",""
"1007407117","3","mhp_idle_normal","1","0","102511","mhp_sit_out","0.2","1007407","0",""
"1007407118","93","","","","0.2","0","","1007407","",""
"1007407119","3","","0","1","102511","mhp_walk","0.2","1007407","",""
"1007407120","2","1.5","0","-220","102511","35","","1007407","",""
"1007407121","2","1.5","0","-220","31","35","","1007407","",""
"1007407122","2","1.5","0","-220","11","35","","1007407","",""
"1007407123","2","1.5","0","-220","12","35","","1007407","",""
"1007407124","93","","","","0.3","0","","1007407","",""
"1007407125","3","mhp_handover_loop","1","0","117531","mhp_handover_in","0.2","1007407","0",""
"1007407126","6","1","1","1","21","1","0","1007407","0",""
"1007407127","6","1","1","1","22","1","0","1007407","0",""
"1007407128","3","mhp_handover_loop","1","0","21","mhp_handover_in","0.2","1007407","0",""
"1007407129","3","mhp_item_EX0006_handover_loop","1","0","22","mhp_item_EX0006_handover_in","0.2","1007407","0",""
"1007407130","93","","","","1.2","0","","1007407","",""
"1007407131","3","mhp_handover_receive_loop","1","0","102511","mhp_handover_receive_in","0.2","1007407","0",""
"1007407132","6","1","1","1","11","1","0","1007407","0",""
"1007407133","6","1","1","1","12","1","0","1007407","0",""
"1007407134","3","mhp_receive_suzume_loop","1","0","11","mhp_receive_suzume_in","0.2","1007407","0",""
"1007407135","3","mhp_item_EX0006_receive_loop","1","0","12","mhp_item_EX0006_receive_in","0.2","1007407","0",""
"1007407136","93","","","","0.6","0","","1007407","",""
"1007407137","6","1","1","1","22","1","0.4","1007407","0",""
"1007407138","93","","","","0.4","0","","1007407","",""
"1007407139","3","mhp_idle_normal","1","0","117531","mhp_handover_out","0.2","1007407","0",""
"1007407140","3","NoItem_idle","1","0","21","mhp_handover_out","0.2","1007407","0",""
"1007407141","3","NoItem_idle","1","0","22","mhp_item_EX0006_handover_out","0.2","1007407","0",""
"1007407142","93","","","","0.4","0","","1007407","",""
"1007407143","3","mhp_idle_normal","1","0","102511","mhp_handover_receive_out","0.2","1007407","0",""
"1007407144","3","NoItem_idle","1","0","11","mhp_receive_suzume_out","0.2","1007407","0",""
"1007407145","3","NoItem_idle","1","0","12","mhp_item_EX0006_receive_out","0.2","1007407","0",""
"1007407146","93","","","","2","0","","1007407","",""
"1007407147","3","","0","1","102511","mhp_talk_sad","0.2","1007407","",""
"1007407148","21","0","","0","vo_mhp_1007407","vo_mhp_2011","","1007407","",""
"1007407149","11","1","0","6","102511","總、總覺得這就像糖果呢……","0","1007407","0","0.5"
"1007407150","91","","","","0","","","1007407","",""
"1007407151","3","","0","1","102511","mhp_idle_sad","0.2","1007407","",""
"1007407152","3","","0","1","117531","mhp_talk_normal","0.2","1007407","",""
