25632ee2f4ad77cb5a9137ba8abf0a37cab064ed85ba3eaca64ab7a7164dc2e6,7099bfc4339807c356277ca04b2511b955a1cf40b94a85bcc8f3b1fb728dd49b,1ba179bfc13d4c63e8434481b17a5ab2dbd29428314dc5413bd15de883cc3046,c7a5676371412fae5063dfba2df0e92742809738fe0800699a42237a97ef7674,bf14afedf2475f94052f0cb9ec3e253e8db35c64997cf67fc96f248d0ff89e89
"82001044","提升物理防禦力（不可降低）","boss_def_lower_limit","200104404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001044","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200104405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001044","降低HP吸收","9","200104406","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001045","水屬性獎勵特大幅度提升","13","200104501","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001045","深域怪物","11","200104502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001045","賦予TP上升上限","17","200104503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001045","提升物理防禦力（不可降低）","boss_def_lower_limit","200104504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001045","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200104505","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001045","降低HP吸收","9","200104506","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001046","危險領域","25","200104601","戰鬥中，發動「反擊屏障」效果。"
"82001046","水屬性獎勵特大幅度提升","13","200104602","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001046","深域怪物","11","200104603","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001046","賦予TP上升上限","17","200104604","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001046","提升物理防禦力（不可降低）","boss_def_lower_limit","200104605","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001046","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200104606","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001046","降低HP吸收","9","200104607","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001046","反擊屏障","24","200104608","戰鬥開始時，賦予所有怪物提供 5 個能夠對攻擊角色20000傷害的反擊屏障。"
"82001047","水屬性獎勵特大幅度提升","13","200104701","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001047","深域怪物","11","200104702","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001047","賦予TP上升上限","17","200104703","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001047","提升物理防禦力（不可降低）","boss_def_lower_limit","200104704","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001047","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200104705","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001047","降低HP吸收","9","200104706","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001048","水屬性獎勵特大幅度提升","13","200104801","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001048","深域怪物","11","200104802","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001048","賦予TP上升上限","17","200104803","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001048","提升物理防禦力（不可降低）","boss_def_lower_limit","200104804","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001048","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200104805","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001048","降低HP吸收","9","200104806","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001049","水屬性獎勵特大幅度提升","13","200104901","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001049","深域怪物","11","200104902","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001049","賦予TP上升上限","17","200104903","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001049","提升物理防禦力（不可降低）","boss_def_lower_limit","200104904","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001049","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200104905","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001049","降低HP吸收","9","200104906","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001050","水屬性獎勵特大幅度提升","13","200105001","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001050","深域怪物","11","200105002","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001050","賦予TP上升上限","17","200105003","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001050","提升物理防禦力（不可降低）","boss_def_lower_limit","200105004","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001050","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200105005","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001050","降低HP吸收","9","200105006","戰鬥開始時，特大幅度降低全體角色的HP吸收。"
"82001050","減少TP下降","boss_tp_down_cut","200105007","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。"
"82001050","物理傷害降低","boss_physics_cut","200105008","戰鬥開始時，所有怪物的物理傷害為減少50%的狀態。"
"82001051","水屬性獎勵特大幅度提升","13","200105101","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001051","深域怪物","11","200105102","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001051","賦予TP上升上限","17","200105103","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001051","提升物理防禦力（不可降低）","boss_def_lower_limit","200105104","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001051","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200105105","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001051","降低HP吸收","9","200105106","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"82001052","水屬性獎勵特大幅度提升","13","200105201","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001052","深域怪物","11","200105202","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001052","賦予TP上升上限","17","200105203","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001052","提升物理防禦力（不可降低）","boss_def_lower_limit","200105204","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001052","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200105205","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001052","降低HP吸收","9","200105206","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"82001053","水屬性獎勵特大幅度提升","13","200105301","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001053","深域怪物","11","200105302","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001053","賦予TP上升上限","17","200105303","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001053","提升物理防禦力（不可降低）","boss_def_lower_limit","200105304","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001053","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200105305","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001053","降低HP吸收","9","200105306","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"82001054","水屬性獎勵特大幅度提升","13","200105401","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001054","深域怪物","11","200105402","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001054","賦予TP上升上限","17","200105403","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001054","提升物理防禦力（不可降低）","boss_def_lower_limit","200105404","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
"82001054","提升魔法防禦力（不可降低）","boss_magic_def_lower_limit","200105405","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。"
"82001054","降低HP吸收","9","200105406","戰鬥開始時，大幅度降低全體角色的HP吸收。"
"82001055","水屬性獎勵特大幅度提升","13","200105501","當編成4名以上水屬性角色時，屬性獎勵數值將會強化，水屬性以外的屬性獎勵將會無效。"
"82001055","深域怪物","11","200105502","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。"
"82001055","賦予TP上升上限","17","200105503","戰鬥開始時，將全體角色TP上升的上限值提升至150。"
"82001055","提升物理防禦力（不可降低）","boss_def_lower_limit","200105504","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。"
