b065af52f6db3e6952ec06b0952de14ebb3d4d9566ab3360a5b5173a573f2e1a,49387fd2aed788971c9949f0aa216f0b2d211bc9472345241e92f0386765a9dc,886118258c69cddd5fe8a95122901c01e906d8afd3601d56fe6a7fde4782519f,0d76f04f96aa9d32b23a95f299b8b228af82a45b98576a3f1e36a56b7d6f59a2,709c120ef4b150926a861b011bdb48c2b5cbb7fb9279a17905c942ee51b9da16,6750acc3ae5fb470dc635d1f6162ed73b4a38f3c5fb83de77386cc56d5a5d09f,423cd61b4fb95e9baa7a9d1be51c78995119a81570b2a9e8c8d52f6b91488e66,13b703e55aec0ac1c99d1e810b95d4e3923d06e14be3567559c5a5f82b4a62c6,7487ffa0f327c4110705decdda050e53cf85f61ffd825831b94654f823047d1c,094129ffb1ccecf7513d90ffe0c68f407775903544b62224819b0657d41654f5,7c6b18edcfb2f526b9664f0f069813170fdecd5d5859d569070345b75d53ca85,31453d7d97457fe737b1ffe4c7b4dd323670be4231ceeb61daffd1fe64253769,640036b722122af3e186007fb4c01eea03ced01ccce6e33cd98fc0c095d6e2e5,ec82bad90b1090e6f86be2e6e7d1d2fd5eff4d05d5e63cb1dfe1029b1cbe2627,cc696b4aea59ed8bca8289e3941796b0e21d17658fc976ad8aa9d42449928ca7,12df7630c6e0cdc3ead396be477d12b54c6357ebd4ad573f679c19460159a5ef,d4ea7064602df5dc8a5ed9608207d6ada2853a4ca1174c9ac5ce0cdcf996a929,5ae2f1c14dbf1d9b36eebc7bf03d78c165365dc2656d050dace8219bb3603d86,cde4827c1c3fbc387c33c30806955b955f567cd110d8640ba634aa464a258bfa
"71","0","0","125","3","6","0","2","0","0","0","0","0","0","106901","310","0","0","0"
"176","0","10","155","4","11","0","4","0","0","0","0","0","0","106901","685","0","0","0"
"289","0","20","155","5","20","0","11","0","0","0","0","0","0","106901","1435","0","0","5"
"499","0","35","245","6","31","0","13","0","0","0","0","0","0","106901","2300","0","0","5"
"746","0","35","715","7","43","0","15","0","0","0","0","0","0","106901","3270","0","0","5"
"1040","0","50","715","8","57","0","23","0","0","0","0","0","0","106901","4025","3","0","5"
"1353","0","65","1115","9","71","0","31","0","0","9","0","20","0","106901","4630","7","0","5"
"1729","5","65","1115","10","80","0","40","0","0","18","0","50","0","106901","4990","12","0","30"
"2167","5","65","1115","11","88","0","49","0","0","18","0","92","0","106901","5610","17","3","40"
"2601","5","65","1115","12","98","0","56","0","0","21","0","134","0","106901","6380","17","19","40"
"3016","7","98","1115","13","110","0","70","0","0","24","0","157","0","106901","6970","17","32","40"
"3540","7","131","1115","14","123","0","81","0","0","24","0","198","0","106901","7430","17","32","40"
"4115","7","143","1115","15","136","0","92","0","0","24","0","264","0","106901","7730","17","32","40"
"4663","7","155","1165","16","151","0","111","0","0","24","0","345","0","106901","7970","17","35","40"
"5186","7","155","1215","17","176","0","133","0","0","24","0","433","0","106901","8335","17","38","40"
"5759","7","155","1215","18","207","0","151","0","0","24","0","537","0","106901","8885","17","38","40"
"6400","7","170","1215","19","236","0","171","0","0","24","0","656","0","106901","9605","17","38","40"
"7112","7","205","1215","20","265","0","194","0","0","24","0","775","0","106901","10275","17","38","40"
"7902","7","245","1215","21","296","0","218","0","0","24","0","896","0","106901","10935","17","38","40"
"8811","7","285","1215","22","332","0","248","0","0","24","0","1004","0","106901","11705","17","38","40"
"9937","7","305","1215","23","367","0","278","0","0","24","0","1075","0","106901","12390","17","38","40"
"11298","7","305","1215","24","390","0","300","0","0","24","0","1136","0","106901","13070","17","38","40"
"12896","7","305","1215","25","404","0","319","0","0","24","0","1199","0","106901","13590","17","38","40"
"14707","7","305","1215","26","410","0","328","0","0","24","0","1238","0","106901","14415","17","38","40"
"16603","7","305","1215","27","415","0","335","0","0","24","0","1262","0","106901","15660","17","38","40"
"18627","7","305","1215","28","420","0","342","0","0","24","0","1286","0","106901","16905","17","38","40"
"20732","7","305","1215","29","435","0","357","0","0","24","0","1311","0","106901","18090","17","38","40"
"22861","7","305","1215","30","465","0","387","0","0","24","0","1337","0","106901","19010","17","38","40"
"25192","7","305","1215","31","485","0","407","0","0","24","0","1363","0","106901","19990","17","38","40"
"27743","7","305","1215","32","490","0","412","0","0","24","0","1389","0","106901","21335","17","38","40"
"30404","7","305","1215","33","490","0","412","0","0","24","0","1414","0","106901","22985","17","38","40"
"33097","7","305","1215","34","505","0","427","0","0","24","0","1438","0","106901","24470","17","38","40"
"35969","7","305","1215","35","520","0","442","0","0","24","0","1462","0","106901","25955","17","38","40"
"0","0","0","50","2","0","0","3","0","0","0","0","0","26","107001","55","0","0","0"
"0","0","0","100","3","0","0","7","0","0","0","0","0","94","107001","150","0","0","0"
"0","0","0","100","4","2","0","14","0","0","0","0","0","214","107001","270","0","0","10"
"0","0","0","100","5","2","0","29","0","0","0","0","0","405","107001","450","0","0","10"
"0","0","50","100","6","4","0","42","0","0","0","0","0","634","107001","800","0","0","10"
"0","0","85","100","7","8","0","56","0","0","0","0","0","894","107001","1395","0","0","15"
"0","0","120","100","8","10","0","63","0","0","4","0","0","1286","107001","1560","1","0","30"
"0","0","155","100","9","10","0","70","16","0","9","0","0","1710","107001","1700","2","0","45"
"0","0","170","520","10","11","0","82","40","0","14","0","0","2145","107001","1970","4","0","45"
"0","0","186","740","11","11","0","87","85","0","14","5","0","2657","107001","2130","5","0","45"
"0","0","222","840","12","14","0","92","138","0","14","11","0","3181","107001","2230","6","0","45"
"0","0","242","840","13","19","0","99","200","0","16","17","0","3714","107001","2370","6","0","45"
"0","0","272","960","14","23","0","106","276","0","18","17","0","4294","107001","2510","6","0","45"
"0","0","282","1080","15","31","0","115","346","0","22","17","0","4899","107001","2540","6","0","45"
"0","0","312","1080","16","36","0","123","421","0","22","17","0","5572","107001","2570","6","0","45"
"0","0","342","1080","17","40","0","132","493","0","22","17","0","6300","107001","2570","6","0","45"
"0","0","372","1080","18","46","0","141","582","0","22","17","0","7084","107001","2570","6","0","45"
"0","0","372","1080","19","51","0","148","715","0","22","17","0","7972","107001","2570","6","0","45"
"0","0","372","1080","20","61","0","162","872","0","22","17","0","8893","107001","2570","6","0","45"
"0","0","372","1180","21","67","0","170","1074","0","22","17","0","9912","107001","2570","6","0","45"
"0","0","372","1280","22","72","0","177","1292","0","22","17","0","11109","107001","2570","6","0","45"
"0","0","372","1280","23","78","0","193","1476","0","22","17","0","12432","107001","2570","6","0","45"
"0","0","372","1280","24","84","0","210","1619","0","22","17","0","13907","107001","2570","6","0","45"
"0","0","372","1280","25","90","0","218","1728","0","22","17","0","15617","107001","2570","6","0","45"
"0","0","372","1280","26","96","0","227","1800","0","22","17","0","17457","107001","3030","6","0","45"
"0","0","372","1280","27","102","0","235","1845","0","22","17","0","19492","107001","3030","6","0","45"
"0","0","372","1280","28","107","0","240","1877","0","22","17","0","21690","107001","3030","6","0","45"
"0","0","372","1280","29","111","0","244","1910","0","22","17","0","24012","107001","3490","6","0","45"
"0","0","372","1280","30","115","0","248","1944","0","22","17","0","26533","107001","3490","6","0","45"
"0","0","372","1280","31","119","0","252","1978","0","22","17","0","29112","107001","3950","6","0","45"
"0","0","372","1280","32","123","0","256","2012","0","22","17","0","31854","107001","3950","6","0","45"
"0","0","372","1280","33","127","0","260","2045","0","22","17","0","34687","107001","4450","6","0","45"
"0","0","372","1280","34","131","0","264","2077","0","22","17","0","37669","107001","4950","6","0","45"
"0","0","372","1280","35","135","0","268","2109","0","22","17","0","40856","107001","4950","6","0","45"
"25","0","0","25","2","2","0","0","0","0","0","0","0","0","107101","110","0","0","0"
"89","0","5","75","3","4","0","0","0","0","0","0","0","0","107101","290","0","0","0"
"194","0","10","105","4","8","0","1","0","0","0","0","0","0","107101","755","0","0","0"
"343","3","30","105","5","13","0","3","0","0","0","0","0","0","107101","1295","0","0","10"
"553","3","45","195","6","24","0","5","0","0","0","0","0","0","107101","2160","0","0","10"
"800","3","45","665","7","36","0","7","0","0","0","0","0","0","107101","3130","0","0","10"
"1132","3","60","900","8","44","0","9","0","0","0","0","0","0","107101","4020","0","0","10"
"1525","3","100","900","9","53","0","11","0","0","9","0","20","0","107101","4575","0","0","10"
"1981","3","115","900","10","59","0","17","0","0","18","0","50","0","107101","4785","5","0","20"
"2464","3","115","900","11","63","0","22","0","0","22","0","102","0","107101","5405","7","3","30"
"2949","3","115","900","12","69","0","26","0","0","25","0","134","0","107101","6155","9","19","30"
"3479","3","148","900","13","75","0","32","0","0","25","0","167","0","107101","6685","9","35","30"
"4076","3","181","900","14","82","0","37","0","0","25","0","208","0","107101","7185","9","38","30"
"4727","3","201","900","15","88","0","43","0","0","25","0","274","0","107101","7545","9","38","30"
"5429","3","201","900","16","96","0","45","0","0","25","0","368","0","107101","7845","9","41","30"
"6178","3","201","900","17","102","0","49","0","0","25","0","466","0","107101","8095","9","44","30"
"6996","3","201","900","18","105","0","54","0","0","25","0","604","0","107101","8440","9","44","30"
"7882","3","201","900","19","114","0","61","0","0","25","0","739","0","107101","8825","9","44","30"
"8864","3","201","900","20","127","0","66","0","0","25","0","879","0","107101","9305","9","44","30"
"9990","3","201","900","21","133","0","71","0","0","25","0","1030","0","107101","9665","9","44","30"
"11274","3","201","900","22","144","0","79","0","0","25","0","1174","0","107101","9935","9","44","30"
"12738","3","201","900","23","149","0","87","0","0","25","0","1263","0","107101","10320","9","44","30"
"14322","3","201","900","24","149","0","87","0","0","25","0","1340","0","107101","11290","9","44","30"
"16057","3","201","900","25","155","0","96","0","0","25","0","1417","0","107101","11660","9","44","30"
"17964","3","201","900","26","155","0","96","0","0","25","0","1474","0","107101","12585","9","44","30"
"19945","3","201","900","27","160","0","103","0","0","25","0","1510","0","107101","13405","9","44","30"
"22085","3","201","900","28","160","0","103","0","0","25","0","1537","0","107101","14530","9","44","30"
"24363","3","201","900","29","165","0","108","0","0","25","0","1565","0","107101","15450","9","44","30"
"26826","3","201","900","30","170","0","113","0","0","25","0","1594","0","107101","16050","9","44","30"
"29390","3","201","900","31","170","0","113","0","0","25","0","1623","0","107101","17175","9","44","30"
"32053","3","201","900","32","176","0","119","0","0","25","0","1652","0","107101","17875","9","44","30"
"34810","3","201","900","33","182","0","125","0","0","25","0","1680","0","107101","19045","9","44","30"
"37747","3","201","900","34","188","0","131","0","0","25","0","1707","0","107101","19945","9","44","30"
"40790","3","201","900","35","194","0","137","0","0","25","0","1734","0","107101","21215","9","44","30"
"25","0","0","25","2","2","0","0","0","0","0","0","0","0","107501","110","0","0","0"
"89","0","5","75","3","4","0","0","0","0","0","0","0","0","107501","290","0","0","0"
"194","0","10","105","4","8","0","1","0","0","0","0","0","0","107501","755","0","0","0"
"343","3","30","105","5","13","0","3","0","0","0","0","0","0","107501","1295","0","0","10"
"553","3","45","195","6","24","0","5","0","0","0","0","0","0","107501","2160","0","0","10"
"800","3","45","665","7","36","0","7","0","0","0","0","0","0","107501","3130","0","0","10"
"1132","3","60","900","8","44","0","9","0","0","0","0","0","0","107501","4020","0","0","10"
"1525","3","100","900","9","53","0","11","0","0","9","0","20","0","107501","4575","0","0","10"
"1981","3","115","900","10","59","0","17","0","0","18","0","50","0","107501","4785","5","0","20"
"2464","3","115","900","11","63","0","22","0","0","22","0","102","0","107501","5405","7","3","30"
"2929","5","115","900","12","69","0","26","0","0","25","0","130","0","107501","5955","9","29","30"
"3459","5","148","900","13","75","0","32","0","0","25","0","163","0","107501","6485","9","45","30"
"4072","5","181","900","14","80","0","36","0","0","25","0","204","0","107501","6905","9","51","30"
"4723","5","201","900","15","86","0","42","0","0","25","0","270","0","107501","7265","9","51","30"
"5423","5","201","900","16","92","0","44","0","0","25","0","355","0","107501","7565","9","59","30"
"6172","5","201","900","17","98","0","48","0","0","25","0","453","0","107501","7815","9","62","30"
"6990","5","201","900","18","101","0","53","0","0","25","0","591","0","107501","8160","9","62","30"
"7911","5","201","900","19","105","0","57","0","0","25","0","736","0","107501","8545","9","62","30"
"8893","5","201","900","20","118","0","62","0","0","25","0","876","0","107501","9025","9","62","30"
"10019","5","201","900","21","124","0","67","0","0","25","0","1027","0","107501","9385","9","62","30"
"11347","5","201","900","22","130","0","73","0","0","25","0","1153","0","107501","9655","9","62","30"
"12765","5","201","900","23","141","0","82","0","0","25","0","1264","0","107501","10040","9","62","30"
"14283","5","201","900","24","151","0","95","0","0","25","0","1363","0","107501","10485","9","62","30"
"16018","5","201","900","25","157","0","104","0","0","25","0","1440","0","107501","10855","9","62","30"
"17925","5","201","900","26","157","0","104","0","0","25","0","1497","0","107501","11780","9","62","30"
"19906","5","201","900","27","162","0","111","0","0","25","0","1533","0","107501","12600","9","62","30"
"22046","5","201","900","28","162","0","111","0","0","25","0","1560","0","107501","13725","9","62","30"
"24324","5","201","900","29","167","0","116","0","0","25","0","1588","0","107501","14645","9","62","30"
"26787","5","201","900","30","172","0","121","0","0","25","0","1617","0","107501","15245","9","62","30"
"29351","5","201","900","31","172","0","121","0","0","25","0","1646","0","107501","16370","9","62","30"
"32015","5","201","900","32","172","0","121","0","0","25","0","1675","0","107501","17595","9","62","30"
"34772","5","201","900","33","178","0","127","0","0","25","0","1703","0","107501","18765","9","62","30"
"37709","5","201","900","34","184","0","133","0","0","25","0","1730","0","107501","19665","9","62","30"
"40752","5","201","900","35","190","0","139","0","0","25","0","1757","0","107501","20935","9","62","30"
"10","1","0","100","2","4","0","0","0","0","0","0","0","0","107601","65","0","0","0"
"51","1","0","200","3","11","0","0","0","0","0","0","0","0","107601","245","0","0","0"
"116","3","0","360","4","22","0","4","0","0","0","0","0","0","107601","535","0","0","0"
"212","6","0","520","5","37","0","10","0","0","0","0","0","0","107601","1045","0","0","0"
"374","10","0","730","6","50","0","17","0","0","0","0","0","0","107601","1755","0","0","0"
"590","10","0","1100","7","74","0","27","0","0","0","0","0","0","107601","2250","0","0","0"
"758","10","0","1425","8","97","0","43","0","0","0","0","0","46","107601","2880","0","0","15"
"929","15","0","1425","9","117","0","59","0","0","5","0","5","102","107601","3720","0","0","45"
"1139","20","0","1425","10","143","0","79","0","0","13","0","20","112","107601","4570","0","0","60"
"1400","25","0","1425","11","168","0","99","0","0","16","0","40","112","107601","5270","0","0","80"
"1674","29","0","1775","12","204","0","119","0","0","16","0","50","112","107601","5870","0","0","90"
"1902","33","0","1875","13","244","0","152","0","0","16","0","50","112","107601","6390","0","10","92"
"2161","35","0","1875","14","286","0","192","0","0","16","2","50","112","107601","6690","2","10","94"
"2550","37","0","1975","15","318","0","227","0","0","16","4","60","112","107601","6690","4","10","94"
"2952","37","0","2075","16","358","0","257","0","0","16","4","72","112","107601","6890","4","15","94"
"3348","40","0","2225","17","402","0","284","0","0","16","4","72","112","107601","7400","4","20","94"
