cc31c8879816231da2a5b2724c2b47c01ba0b3ecab0bb92d273d4f60eba7320b,2ddebeb433969e76e955048d064c8edab2d7d4053b9bc26dc5194087a7ccf59f,90e13a6881e94587d6be9d373f553507cb8e9172a766b5f33349fe1679d783e0,c282337cce4a2d63a0b98e5ebca8071845c4b3ba1be6fa018e5a5aa6b2dd6a22,68f48daa4c902cb5fe17496dd37602f65b01e779b374e0de70af5c6995aa9e4b
"5","61052001","2","60512","10052001"
"5","61052002","2","60512","10052002"
"30","71052001","8","91002","10052003"
"1","71052001","2","22002","10052004"
"30","71052002","8","91002","10052005"
"1","71052002","2","22002","10052006"
"30","71052003","8","91002","10052007"
"1","71052003","2","22002","10052008"
"30","71052004","8","91002","10052009"
"1","71052004","2","22002","10052010"
"30","71052005","8","91002","10052011"
"1","71052005","2","22002","10052012"
"30","71052006","8","91002","10052013"
"1","71052006","2","22002","10052014"
"30","71052007","8","91002","10052015"
"1","71052007","2","22002","10052016"
"30","71052008","8","91002","10052017"
"1","71052008","2","22002","10052018"
"30","71052009","8","91002","10052019"
"1","71052009","2","22002","10052020"
"30","71052010","8","91002","10052021"
"1","71052010","2","22002","10052022"
"30","71052011","8","91002","10052023"
"1","71052011","2","22002","10052024"
"30","71052012","8","91002","10052025"
"1","71052012","2","22002","10052026"
"30","71052013","8","91002","10052027"
"1","71052013","2","22002","10052028"
"30","71052014","8","91002","10052029"
"1","71052014","2","22002","10052030"
"30","71052015","8","91002","10052031"
"1","71052015","2","22002","10052032"
"60","71052016","8","91002","10052033"
"2","71052016","2","22002","10052034"
"60","71052017","8","91002","10052035"
"2","71052017","2","22002","10052036"
"60","71052018","8","91002","10052037"
"2","71052018","2","22002","10052038"
"60","71052019","8","91002","10052039"
"2","71052019","2","22002","10052040"
"60","71052020","8","91002","10052041"
"2","71052020","2","22002","10052042"
"50000","71052021","12","94002","10052043"
"100000","71052022","12","94002","10052044"
"150000","71052023","12","94002","10052045"
"200000","71052024","12","94002","10052046"
"50","71052025","8","91002","10052047"
"1","71052026","2","31014","10052048"
"1","71052027","2","31014","10052049"
"2","71052028","2","31014","10052050"
"2","71052029","2","31014","10052051"
"4","71052030","2","31014","10052052"
"10","71052031","2","31014","10052053"
"65","81052001","2","60512","10052054"
"20000","81052001","12","94002","10052055"
"65","81052002","2","60512","10052056"
"20000","81052002","12","94002","10052057"
"2","81052003","2","31014","10052058"
"30","81052003","8","91002","10052059"
"65","81052004","2","60512","10052060"
"20000","81052004","12","94002","10052061"
"65","81052005","2","60512","10052062"
"20000","81052005","12","94002","10052063"
"2","81052006","2","31014","10052064"
"30","81052006","8","91002","10052065"
"70","81052007","2","60512","10052066"
"20000","81052007","12","94002","10052067"
"70","81052008","2","60512","10052068"
"20000","81052008","12","94002","10052069"
"2","81052009","2","31014","10052070"
"30","81052009","8","91002","10052071"
"100","81052010","8","91002","10052072"
"1","71052032","7","2801","10052073"
"5","61053001","2","60522","10053001"
"5","61053002","2","60522","10053002"
"30","71053001","8","91002","10053003"
"1","71053001","2","22002","10053004"
"30","71053002","8","91002","10053005"
"1","71053002","2","22002","10053006"
"30","71053003","8","91002","10053007"
"1","71053003","2","22002","10053008"
"30","71053004","8","91002","10053009"
"1","71053004","2","22002","10053010"
"30","71053005","8","91002","10053011"
"1","71053005","2","22002","10053012"
"30","71053006","8","91002","10053013"
"1","71053006","2","22002","10053014"
"30","71053007","8","91002","10053015"
"1","71053007","2","22002","10053016"
"30","71053008","8","91002","10053017"
"1","71053008","2","22002","10053018"
"30","71053009","8","91002","10053019"
"1","71053009","2","22002","10053020"
"30","71053010","8","91002","10053021"
"1","71053010","2","22002","10053022"
"30","71053011","8","91002","10053023"
"1","71053011","2","22002","10053024"
"30","71053012","8","91002","10053025"
"1","71053012","2","22002","10053026"
"30","71053013","8","91002","10053027"
"1","71053013","2","22002","10053028"
"30","71053014","8","91002","10053029"
"1","71053014","2","22002","10053030"
"30","71053015","8","91002","10053031"
"1","71053015","2","22002","10053032"
"60","71053016","8","91002","10053033"
"2","71053016","2","22002","10053034"
"60","71053017","8","91002","10053035"
"2","71053017","2","22002","10053036"
"60","71053018","8","91002","10053037"
"2","71053018","2","22002","10053038"
"60","71053019","8","91002","10053039"
"2","71053019","2","22002","10053040"
"60","71053020","8","91002","10053041"
"2","71053020","2","22002","10053042"
"50000","71053021","12","94002","10053043"
"100000","71053022","12","94002","10053044"
"150000","71053023","12","94002","10053045"
"200000","71053024","12","94002","10053046"
"50","71053025","8","91002","10053047"
"1","71053026","2","31098","10053048"
"1","71053027","2","31098","10053049"
"1","71053028","2","31098","10053050"
"1","71053029","2","31098","10053051"
"1","71053030","2","31098","10053052"
"1","71053031","1","109801","10053053"
"4","71053032","2","31098","10053054"
"1","81053001","2","31098","10053055"
"25","81053001","8","91002","10053056"
"50","81053002","2","60522","10053057"
"30000","81053002","12","94002","10053058"
"50","81053003","2","60522","10053059"
"30000","81053003","12","94002","10053060"
"1","81053004","2","31098","10053061"
"25","81053004","8","91002","10053062"
"50","81053005","2","60522","10053063"
"30000","81053005","12","94002","10053064"
"50","81053006","2","60522","10053065"
"30000","81053006","12","94002","10053066"
"1","81053007","2","31098","10053067"
"25","81053007","8","91002","10053068"
"50","81053008","8","91002","10053069"
"5","61054001","2","60532","10054001"
"5","61054002","2","60532","10054002"
"30","71054001","8","91002","10054003"
"1","71054001","2","22002","10054004"
"30","71054002","8","91002","10054005"
"1","71054002","2","22002","10054006"
"30","71054003","8","91002","10054007"
"1","71054003","2","22002","10054008"
"30","71054004","8","91002","10054009"
"1","71054004","2","22002","10054010"
"30","71054005","8","91002","10054011"
"1","71054005","2","22002","10054012"
"30","71054006","8","91002","10054013"
"1","71054006","2","22002","10054014"
"30","71054007","8","91002","10054015"
"1","71054007","2","22002","10054016"
"30","71054008","8","91002","10054017"
"1","71054008","2","22002","10054018"
"30","71054009","8","91002","10054019"
"1","71054009","2","22002","10054020"
"30","71054010","8","91002","10054021"
"1","71054010","2","22002","10054022"
"30","71054011","8","91002","10054023"
"1","71054011","2","22002","10054024"
"30","71054012","8","91002","10054025"
"1","71054012","2","22002","10054026"
"30","71054013","8","91002","10054027"
"1","71054013","2","22002","10054028"
"30","71054014","8","91002","10054029"
"1","71054014","2","22002","10054030"
"30","71054015","8","91002","10054031"
"1","71054015","2","22002","10054032"
"60","71054016","8","91002","10054033"
"2","71054016","2","22002","10054034"
"60","71054017","8","91002","10054035"
"2","71054017","2","22002","10054036"
"60","71054018","8","91002","10054037"
"2","71054018","2","22002","10054038"
"60","71054019","8","91002","10054039"
"2","71054019","2","22002","10054040"
"60","71054020","8","91002","10054041"
"2","71054020","2","22002","10054042"
"50000","71054021","12","94002","10054043"
"100000","71054022","12","94002","10054044"
"150000","71054023","12","94002","10054045"
"200000","71054024","12","94002","10054046"
"250000","71054025","12","94002","10054047"
"50","71054026","8","91002","10054048"
"1","71054027","2","31146","10054049"
"1","71054028","2","31146","10054050"
"2","71054029","2","31146","10054051"
"2","71054030","2","31146","10054052"
"4","71054031","2","31146","10054053"
"10","71054032","2","31146","10054054"
"1","71054033","1","114601","10054055"
"100","81054001","2","60532","10054056"
"30000","81054001","12","94002","10054057"
"100","81054002","2","60532","10054058"
"30000","81054002","12","94002","10054059"
"2","81054003","2","31146","10054060"
"30","81054003","8","91002","10054061"
"2","81054004","2","31146","10054062"
"30","81054004","8","91002","10054063"
"100","81054005","2","60532","10054064"
"30000","81054005","12","94002","10054065"
"100","81054006","2","60532","10054066"
"30000","81054006","12","94002","10054067"
"2","81054007","2","31146","10054068"
"30","81054007","8","91002","10054069"
"100","81054008","8","91002","10054070"
"5","61055001","2","60542","10055001"
"5","61055002","2","60542","10055002"
"30","71055001","8","91002","10055003"
"1","71055001","2","22002","10055004"
"30","71055002","8","91002","10055005"
"1","71055002","2","22002","10055006"
"30","71055003","8","91002","10055007"
"1","71055003","2","22002","10055008"
"30","71055004","8","91002","10055009"
"1","71055004","2","22002","10055010"
"30","71055005","8","91002","10055011"
"1","71055005","2","22002","10055012"
"30","71055006","8","91002","10055013"
"1","71055006","2","22002","10055014"
"30","71055007","8","91002","10055015"
"1","71055007","2","22002","10055016"
"30","71055008","8","91002","10055017"
"1","71055008","2","22002","10055018"
"30","71055009","8","91002","10055019"
"1","71055009","2","22002","10055020"
"30","71055010","8","91002","10055021"
"1","71055010","2","22002","10055022"
"30","71055011","8","91002","10055023"
"1","71055011","2","22002","10055024"
"30","71055012","8","91002","10055025"
"1","71055012","2","22002","10055026"
"30","71055013","8","91002","10055027"
"1","71055013","2","22002","10055028"
"30","71055014","8","91002","10055029"
"1","71055014","2","22002","10055030"
"30","71055015","8","91002","10055031"
"1","71055015","2","22002","10055032"
"60","71055016","8","91002","10055033"
"2","71055016","2","22002","10055034"
"60","71055017","8","91002","10055035"
"2","71055017","2","22002","10055036"
"60","71055018","8","91002","10055037"
"2","71055018","2","22002","10055038"
"60","71055019","8","91002","10055039"
"2","71055019","2","22002","10055040"
"60","71055020","8","91002","10055041"
"2","71055020","2","22002","10055042"
"50000","71055021","12","94002","10055043"
"100000","71055022","12","94002","10055044"
"150000","71055023","12","94002","10055045"
"200000","71055024","12","94002","10055046"
"50","71055025","8","91002","10055047"
"1","71055026","2","31116","10055048"
"1","71055027","2","31116","10055049"
"1","71055028","2","31116","10055050"
"1","71055029","2","31116","10055051"
"1","71055030","2","31116","10055052"
"1","71055031","1","111601","10055053"
"1","71055032","7","2205","10055054"
"4","71055033","2","31116","10055055"
"1","81055001","2","31116","10055056"
"25","81055001","8","91002","10055057"
"50","81055002","2","60542","10055058"
"30000","81055002","12","94002","10055059"
"50","81055003","2","60542","10055060"
"30000","81055003","12","94002","10055061"
"1","81055004","2","31116","10055062"
"25","81055004","8","91002","10055063"
"50","81055005","2","60542","10055064"
"30000","81055005","12","94002","10055065"
"50","81055006","2","60542","10055066"
"30000","81055006","12","94002","10055067"
"1","81055007","2","31116","10055068"
"25","81055007","8","91002","10055069"
"50","81055008","8","91002","10055070"
"5","61056001","2","60552","10056001"
"5","61056002","2","60552","10056002"
"30","71056001","8","91002","10056003"
"1","71056001","2","22002","10056004"
"30","71056002","8","91002","10056005"
"1","71056002","2","22002","10056006"
"30","71056003","8","91002","10056007"
"1","71056003","2","22002","10056008"
"30","71056004","8","91002","10056009"
"1","71056004","2","22002","10056010"
"30","71056005","8","91002","10056011"
"1","71056005","2","22002","10056012"
"30","71056006","8","91002","10056013"
"1","71056006","2","22002","10056014"
"30","71056007","8","91002","10056015"
"1","71056007","2","22002","10056016"
"30","71056008","8","91002","10056017"
"1","71056008","2","22002","10056018"
"30","71056009","8","91002","10056019"
"1","71056009","2","22002","10056020"
"30","71056010","8","91002","10056021"
"1","71056010","2","22002","10056022"
"30","71056011","8","91002","10056023"
"1","71056011","2","22002","10056024"
"30","71056012","8","91002","10056025"
"1","71056012","2","22002","10056026"
"30","71056013","8","91002","10056027"
"1","71056013","2","22002","10056028"
"30","71056014","8","91002","10056029"
"1","71056014","2","22002","10056030"
"30","71056015","8","91002","10056031"
"1","71056015","2","22002","10056032"
"60","71056016","8","91002","10056033"
"2","71056016","2","22002","10056034"
"60","71056017","8","91002","10056035"
"2","71056017","2","22002","10056036"
"60","71056018","8","91002","10056037"
"2","71056018","2","22002","10056038"
"60","71056019","8","91002","10056039"
"2","71056019","2","22002","10056040"
"60","71056020","8","91002","10056041"
"2","71056020","2","22002","10056042"
"50000","71056021","12","94002","10056043"
"100000","71056022","12","94002","10056044"
"150000","71056023","12","94002","10056045"
"200000","71056024","12","94002","10056046"
"250000","71056025","12","94002","10056047"
"50","71056026","8","91002","10056048"
"1","71056027","2","31147","10056049"
"1","71056028","2","31147","10056050"
"2","71056029","2","31147","10056051"
"2","71056030","2","31147","10056052"
"4","71056031","2","31147","10056053"
"1","71056032","1","114701","10056054"
"10","71056033","2","31147","10056055"
"65","81056001","2","60552","10056056"
"20000","81056001","12","94002","10056057"
"65","81056002","2","60552","10056058"
"20000","81056002","12","94002","10056059"
"2","81056003","2","31147","10056060"
"30","81056003","8","91002","10056061"
"65","81056004","2","60552","10056062"
"20000","81056004","12","94002","10056063"
"65","81056005","2","60552","10056064"
"20000","81056005","12","94002","10056065"
