2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8
"906","偶爾來這樣的地方，\n或許也不錯……","126911","0","0.5","11","9","19060020","0","0","1"
"906","","0","","","91","","19060021","","",""
"906","0","0.5","","","93","","19060022","","",""
"906","-150","117311","","","2","-125","19060023","12","","5.14705882352941"
"906","-150","21","","","33","-125","19060024","12","","5.14705882352941"
"906","-150","10072","","","33","-125","19060025","12","","5.14705882352941"
"906","-150","10081","","","33","-125","19060026","12","","5.14705882352941"
"906","150","126911","","","2","-180","19060027","12","","5.14705882352941"
"906","150","11","","","33","-180","19060028","12","","5.14705882352941"
"906","150","10071","","","33","-180","19060029","12","","5.14705882352941"
"906","0","2.5","","","93","","19060030","","",""
"906","vo_fpc_20602","vo_fpc","","","21","","19060031","","","0"
"906","06_cmn_float_sing","126911","","","3","1","19060032","","0.2",""
"906","06_cmn_float_sing","117311","","","3","1","19060033","","0.2",""
"906","0","10071","","","32","","19060034","","",""
"906","1","10071","","","32","","19060035","","",""
"906","1","10072","","","32","","19060036","","",""
"906","","19060029","","","91","","19060037","","",""
"906","1","126911","","","4","","19060038","","",""
"906","180","11","","","33","-180","19060039","","","0"
"906","06_ranpha_float_notice","126911","0.1","","3","0","19060040","1","0.1","06_ranpha_float_shy"
"906","cmn_float","117311","0.1","","3","1","19060041","","",""
"906","vo_fpc_20603","vo_fpc","","","21","","19060042","","","0"
"906","啊……","126911","0","0.5","11","10","19060043","0","0","1"
"906","","0","","","91","","19060044","","",""
"906","0","0.5","","","93","","19060045","","",""
"906","06_chika_float_notice_in","117311","0.1","","3","0","19060046","1","0.1","06_chika_float_notice"
"906","vo_fpc_20604","vo_fpc","","","21","","19060047","","","0"
"906","對不起，因為妳唱歌很好聽，\n所以我忍不住唱起和聲了……\n打擾到妳了吧。","117311","0","0.5","11","9","19060048","0","0","1"
"906","","0","","","91","","19060049","","",""
"906","0","0.5","","","93","","19060050","","",""
"906","vo_fpc_20605","vo_fpc","","","21","","19060051","","","0"
"906","不會……\n妳唱歌也很好聽……\n所以，要是可以的話，\n繼續唱吧……","126911","0","0.5","11","8","19060052","0","0","1"
"906","","0","","","91","","19060053","","",""
"906","0","0.5","","","93","","19060054","","",""
"906","06_chika_float_smile","117311","","","3","1","19060055","","0.2",""
"906","vo_fpc_20606","vo_fpc","","","21","","19060056","","","0"
"906","好的。","117311","0","0.5","11","10","19060057","0","0","1"
"906","","0","","","91","","19060058","","",""
"906","0","0.5","","","93","","19060059","","",""
"906","vo_fpc_20607","vo_fpc","","","21","","19060060","","","0"
"906","06_cmn_float_sing","126911","","","3","1","19060061","","0.2",""
"906","06_cmn_float_sing","117311","","","3","1","19060062","","0.2",""
"906","0","10071","","","32","","19060063","","",""
"906","1","10071","","","32","","19060064","","",""
"906","1","10081","","","32","","19060065","","",""
"906","0","2","","","93","","19060066","","",""
"906","850","126911","","","2","-180","19060067","","","4.11764705882353"
"906","880","11","","","33","-180","19060068","","","4.11764705882353"
"906","880","10071","","","33","-180","19060069","","","4.11764705882353"
"906","850","117311","","","2","-125","19060070","","","5.88235294117647"
"906","850","21","","","33","-125","19060071","","","5.88235294117647"
"906","850","10081","","","33","-125","19060072","","","5.88235294117647"
"906","0","1.5","","","93","","19060073","","",""
"906","0","10071","","","32","","19060074","","",""
"906","1","10071","","","32","","19060075","","",""
"906","0","10081","","","32","","19060076","","",""
"906","1","10081","","","32","","19060077","","",""
"906","","19060070","","","91","","19060078","","",""
"907","127111","1","0","07_shinobu_search","1","12","19070001","-125","1.75","-850"
"907","113111","1","0","07_ruka_float","1","22","19070002","-180","1.75","-850"
"907","4","4","0","07_dokuro_float","5","22","19070003","-180","1.75","-850"
"907","11","5","","","31","-850","19070004","1","1","-125"
"907","21","4","","","31","-850","19070005","1","1","-180"
"907","31","4","","","31","-850","19070006","1","1","-180"
"907","se_fpc_water_random","se_10053800","","","23","1","19070007","","",""
"907","0","19070006","","","91","","19070008","","",""
"907","07_shinobu_search","127111","","","3","1","19070009","","0.1",""
"907","325","127111","","","2","-125","19070010","12","","8.38806396344946"
"907","325","11","","","33","-125","19070011","12","","8.38806396344946"
"907","","","","","91","","19070012","","",""
"907","07_shinobu_talk_in","127111","0.1","","3","0","19070013","1","0.1","07_shinobu_talk_loop"
"907","0","1","","","93","","19070014","","",""
"907","vo_fpc_20700","vo_fpc","","","21","","19070015","","","0"
"907","爸爸去哪裡了呢？\n不要又引起什麼事件就好了……","127111","0","0.5","11","6","19070016","0","0","1"
"907","","0","","","91","","19070017","","",""
"907","0","0.5","","","93","","19070018","","",""
"907","-150","113111","","","2","-180","19070019","12","","4.11764705882353"
"907","-150","21","","","33","-180","19070020","12","","4.11764705882353"
"907","","","","","91","","19070021","","",""
"907","07_ruka_float2","113111","","","3","1","19070022","","0.1",""
"907","vo_fpc_20701","vo_fpc","","","21","","19070023","","","0"
"907","唔，沒想到竟然會在這種地方\n碰到骷髏頭呢……","113111","0","0.5","11","7","19070024","0","0","1"
"907","","0","","","91","","19070025","","",""
"907","0","0.5","","","93","","19070026","","",""
"907","vo_fpc_20702","vo_fpc","","","21","","19070027","","","0"
"907","在那傢伙面前一個驚慌失措，\n我不小心把骷髏頭踢飛了……","113111","0","0.5","11","10","19070028","0","0","1"
"907","","0","","","91","","19070029","","",""
"907","0","0.5","","","93","","19070030","","",""
"907","vo_fpc_20703","vo_fpc","","","21","","19070031","","","0"
"907","從那之後就沒有看到了，\n要是有好好地安息就好……","113111","0","0.5","11","7","19070032","0","0","1"
"907","","0","","","91","","19070033","","",""
"907","0","0.5","","","93","","19070034","","",""
"907","07_ruka_float","113111","","","3","1","19070035","","0.1",""
"907","vo_fpc_20704","vo_fpc","","","21","","19070036","","","0"
"907","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","113111","0","0.5","11","8","19070037","0","0","1"
"907","","0","","","91","","19070038","","",""
"907","0","0.5","","","93","","19070039","","",""
"907","850","113111","","","2","-180","19070040","","","4.52488687782805"
"907","850","21","","","33","-180","19070041","","","4.52488687782805"
"907","1","113111","","","4","","19070042","","",""
"907","07_ruka_float","113111","","","3","1","19070043","","0.1",""
"907","0","3.2","","","93","","19070044","","",""
"907","07_shinobu_turnFace_in","127111","0.1","","3","0","19070045","1","0.1","07_shinobu_turnFace_loop"
"907","","19070040","","","91","","19070046","","",""
"907","-200","4","","","2","-180","19070047","","","3.82352941176471"
"907","-200","31","","","33","-180","19070048","","","3.82352941176471"
"907","","19070047","","","91","","19070049","","",""
"907","07_shinobu_surprise_in","127111","0.1","","3","0","19070050","1","0.1","07_shinobu_surprise_loop"
"907","vo_fpc_20705","vo_fpc","","","21","","19070051","","","0"
"907","嗚嗚……小姐……","4","120","0.5","11","13","19070052","0","0","1"
"907","","0","","","91","","19070053","","",""
"907","0","0.5","","","93","","19070054","","",""
"907","07_dokuro_spin","4","","","3","1","19070055","","0.2",""
"907","vo_fpc_20706","vo_fpc","","","21","","19070056","","","0"
"907","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","4","120","0.5","11","6","19070057","0","0","1"
"907","","0","","","91","","19070058","","",""
"907","0","0.5","","","93","","19070059","","",""
"907","07_shinobu_sad_in","127111","0.1","","3","0","19070060","1","0.1","07_shinobu_sad_loop"
"907","vo_fpc_20707","vo_fpc","","","21","","19070061","","","0"
"907","看來果然是自作自受呢……\n別管他了吧。","127111","0","0.5","11","7","19070062","0","0","1"
"907","","0","","","91","","19070063","","",""
"907","0","0.5","","","93","","19070064","","",""
"907","07_shinobu_swim_in","127111","0.1","","3","0","19070065","1","0.1","07_shinobu_swim_loop"
"907","1","11","","","32","","19070066","","",""
"907","850","127111","","","2","-125","19070067","","","3.08823529411765"
"907","850","11","","","33","-125","19070068","","","3.08823529411765"
"907","07_dokuro_float","4","","","3","1","19070069","","0.3",""
"907","850","4","","","2","-180","19070070","","","6.17647058823529"
"907","850","31","","","33","-180","19070071","","","6.17647058823529"
"907","","19070070","","","91","","19070072","","",""
"908","107811","1","0","cmn_walk_r","1","12","19080001","-15","1.4875","750"
"908","126911","1","0","cmn_swm_tread","1","23","19080002","-180","1.75","-900"
"908","5","5","0","08_penpokorin","5","22","19080003","-180","1.75","-900"
"908","10071","1007","","","31","-850","19080004","1","0","-180"
"908","3","3","","","31","-900","19080005","1","1","-180"
"908","se_fpc_water_random","se_10053800","","","23","1","19080006","","",""
"908","","19080005","","","91","","19080007","","",""
"908","-100","126911","","","2","-180","19080008","12","","5.88235294117647"
"908","-100","5","","","2","-180","19080009","12","","5.88235294117647"
"908","-100","3","","","33","-180","19080010","12","","5.88235294117647"
"908","-50","10071","","","33","-180","19080011","12","","5.88235294117647"
"908","0","2.3","","","93","","19080012","","",""
"908","vo_fpc_20800","vo_fpc","","","21","","19080013","","","0"
"908","1","10071","","","32","","19080014","","",""
"908","300","107811","","","2","-15","19080015","12","","3.30882352941176"
"908","","19080015","","","91","","19080016","","",""
"908","08_kyaru_surprise_in","107811","0.1","","3","0","19080017","1","0.1","08_kyaru_surprise_loop"
"908","vo_fpc_20801","vo_fpc","","","21","","19080018","","","0"
"908","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","107811","0","0.5","11","8","19080019","0","0","1"
"908","","0","","","91","","19080020","","",""
"908","0","0.5","","","93","","19080021","","",""
"908","vo_fpc_20802","vo_fpc","","","21","","19080022","","","0"
"908","為什麼會拿著那個啦！","107811","0","0.5","11","9","19080023","0","0","1"
"908","","0","","","91","","19080024","","",""
"908","0","0.5","","","93","","19080025","","",""
"908","08_ranfa_talk","126911","","","3","1","19080026","","0.1",""
"908","08_penpokorin","5","","","3","1","19080027","","0.1",""
"908","vo_fpc_20803","vo_fpc","","","21","","19080028","","","0"
"908","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","126911","0","0.5","11","9","19080029","0","0","1"
"908","","0","","","91","","19080030","","",""
"908","0","0.5","","","93","","19080031","","",""
"908","cmn_swm_tread","126911","","","3","1","19080032","","0.1",""
"908","08_penpokorin","5","","","3","1","19080033","","0.1",""
"908","08_kyaru_talk_in","107811","0.1","","3","0","19080034","1","0.1","08_kyaru_talk_loop"
"908","vo_fpc_20804","vo_fpc","","","21","","19080035","","","0"
"908","這、這樣啊……\n話說回來，那個東西會浮起來啊……","107811","0","0.5","11","11","19080036","0","0","1"
"908","","0","","","91","","19080037","","",""
"908","0","0.5","","","93","","19080038","","",""
"908","08_ranfa_talk","126911","","","3","1","19080039","","0.1",""
"908","08_penpokorin","5","","","3","1","19080040","","0.1",""
"908","vo_fpc_20805","vo_fpc","","","21","","19080041","","","0"
"908","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","126911","0","0.5","11","10","19080042","0","0","1"
"908","","0","","","91","","19080043","","",""
"908","0","0.5","","","93","","19080044","","",""
"908","cmn_swm_tread","126911","","","3","1","19080045","","0.1",""
"908","08_penpokorin","5","","","3","1","19080046","","0.1",""
"908","08_kyaru_deny_in","107811","0.1","","3","0","19080047","1","0.1","08_kyaru_deny_loop"
"908","vo_fpc_20806","vo_fpc","","","21","","19080048","","","0"
"908","不，不需要啦！\n總覺得那個很可怕啊，真的是……","107811","0","0.5","11","9","19080049","0","0","1"
"908","","0","","","91","","19080050","","",""
"908","0","0.5","","","93","","19080051","","",""
"908","08_kyaru_run","107811","","","3","1","19080052","","",""
"908","850","107811","","","2","-15","19080053","","","2.07390648567119"
"908","","19080053","","","91","","19080054","","",""
"908","850","126911","","","2","-180","19080055","","","4.29864253393665"
"908","850","5","","","2","-180","19080056","","","4.29864253393665"
"908","850","3","","","33","-180","19080057","","","4.29864253393665"
"908","","19080057","","","91","","19080058","","",""
"909","113611","1","0","09_jun_spreadFloat","1","12","19090001","-125","1.75","-850"
"909","113511","1","1","09_cmn_float","1","12","19090002","-125","1.75","-850"
"909","113411","1","0","09_cmn_float","1","22","19090003","-180","1.75","-1050"
"909","122811","1","1","09_misogi_run","1","12","19090004","-15","1.4875","750"
"909","11","4","","","31","-850","19090005","1","1","-125"
"909","21","6","","","31","-820","19090006","1","1","-125"
"909","31","6","","","31","-1050","19090007","1","1","-180"
"909","se_fpc_water_random","se_10053800","","","23","1","19090008","","",""
"909","0","19090007","","","91","","19090009","","",""
"909","225","113611","","","2","-125","19090010","12","","6.32352941176471"
"909","225","11","","","33","-125","19090011","12","","6.32352941176471"
"909","0","3","","","93","","19090012","","",""
"909","-750","122811","","","2","-15","19090013","","","5.65610859728507"
"909","0","0.7","","","93","","19090014","","",""
"909","09_jun_notice_in","113611","0.1","","3","0","19090015","1","0.1","09_jun_notice_loop"
"909","","19090010","","","91","","19090016","","",""
"909","09_jun_alart_in","113611","0.1","","3","0","19090017","1","0.1","09_jun_alart_loop"
"909","-125","113511","","","2","-125","19090018","12","","4.26470588235294"
"909","-95","21","","","33","-125","19090019","12","","4.26470588235294"
"909","-350","113411","","","2","-180","19090020","12","","4.11764705882353"
"909","-350","31","","","33","-180","19090021","12","","4.11764705882353"
"909","0","0.5","","","93","","19090022","","",""
"909","vo_fpc_20900","vo_fpc","","","21","","19090023","","","0"
"909","哎呀……\n在泳池邊奔跑是很危險的喔！","113611","0","0.5","11","8","19090024","0","0","1"
"909","","0","","","91","","19090025","","",""
"909","0","0.5","","","93","","19090026","","",""
"909","","19090018","","","91","","19090027","","",""
"909","09_jun_idle_in","113611","0.1","","3","0","19090028","1","0.1","09_jun_idle_loop"
"909","09_cmn_float_talk","113511","","","3","1","19090029","","0.1",""
"909","vo_fpc_20901","vo_fpc","","","21","","19090030","","","0"
