a28a78c26989ecea0afc7be1469635b7d430c3e4045b70784694fc9c432b4c22,4c8cafdcefcefa69a9f4885cfeabac749b9be910f2ba0481e5ea253140cde71c,5c2625e1bcb4f83333b6a51d44c745297a83d8967647afbe4808ae475bc1c43c,b2ec24f1f6530225de328a2fbe94dda957003049c8d6bcc6f790a7ab66a18670,3fd90cedd8a69c7afd416ae594fd0b903f87ec300e29701e04fdfd6a1ef2c44e
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","566","84001002","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","567","84001002","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","568","84001002","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","569","84001002","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","570","84001002","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","571","84001002","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","572","84001003","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","573","84001003","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","574","84001003","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","575","84001003","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","576","84001003","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","577","84001003","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","578","84001004","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","579","84001004","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","580","84001004","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","581","84001004","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","582","84001004","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","583","84001004","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","584","84001005","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","585","84001005","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","586","84001005","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","587","84001005","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","588","84001005","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","589","84001005","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","590","84001006","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","591","84001006","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","592","84001006","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","593","84001006","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","594","84001006","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","595","84001006","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","596","84001007","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","597","84001007","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","598","84001007","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","599","84001007","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","600","84001007","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","601","84001007","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","602","84001008","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","603","84001008","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","604","84001008","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","605","84001008","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","606","84001008","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","607","84001008","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","608","84001009","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","609","84001009","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","610","84001009","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","611","84001009","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","612","84001009","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","613","84001009","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","614","84001010","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","615","84001010","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","616","84001010","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","617","84001010","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","618","84001010","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","619","84001010","9"
"戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","620","84001010","boss_tp_down_cut"
"戰鬥開始時，大幅度降低全體角色的魔法防禦力。","降低魔法防禦力","621","84001010","8"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","622","84001011","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","623","84001011","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","624","84001011","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","625","84001011","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","626","84001011","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","627","84001011","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","628","84001012","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","629","84001012","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","630","84001012","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","631","84001012","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","632","84001012","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","633","84001012","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","634","84001013","15"
"使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","635","84001013","11"
"戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","636","84001013","17"
"戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","637","84001013","boss_def_lower_limit"
"戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","638","84001013","boss_magic_def_lower_limit"
"戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","639","84001013","9"
"當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","640","84001014","15"
