2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5
"11","0","1009806","122811","10","0","1","1","啊──講了之後\n就變得好想吃喔！\n我們現在就去吃吧。","1009806077","0"
"91","","1009806","0","","","","","","1009806078",""
"3","","1009806","122811","1","","","","lsv_idle_guts2_joy","1009806079","0.2"
"3","","1009806","122911","1","","","","lsv_talk_joy3","1009806080","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0628","1009806081",""
"11","0","1009806","122911","10","0","1","1","嗯。\n小繆也要一起唷♪\n牠會喜歡什麼口味的呢～？","1009806082","0"
"91","","1009806","0","","","","","","1009806083",""
"3","","1009806","122911","1","","","","lsv_idle_joy","1009806084","0.2"
"101","","1009806","1009806133","","","","","","1009806085",""
"3","","1009806","122711","0","0.2","1","lsv_idle_normal","lsv_choice","1009806086","0"
"3","","1009806","122911","0","0.2","1","lsv_idle_normal","lsv_choice","1009806087","0"
"3","","1009806","122811","0","0.2","1","lsv_idle_normal","lsv_choice","1009806088","0"
"93","","1009806","0.1","","","","","0","1009806089",""
"2","","1009806","122711","-235","0.2","2","0.33","-200","1009806090",""
"2","","1009806","122911","-220","0.2","2","0.33","100","1009806091",""
"2","","1009806","122811","-250","0.2","2","0.33","270","1009806092",""
"93","","1009806","0.7","","","","","0","1009806093",""
"3","","1009806","122811","1","","","","lsv_talk_memory_dere2","1009806094","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0629","1009806095",""
"11","0","1009806","122811","10","0","1","1","啊～炒麵～！","1009806096","0"
"91","","1009806","0","","","","","","1009806097",""
"3","","1009806","122811","1","","","","lsv_idle_memory","1009806098","0.2"
"3","","1009806","122911","0","0.2","1","lsv_idle_normal_joyR","lsv_smile2","1009806099","0"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0630","1009806100",""
"11","0","1009806","122911","10","0","1","1","很好吃呢～♪","1009806101","0"
"91","","1009806","0","","","","","","1009806102",""
"3","","1009806","122711","1","","","","lsv_talk_joy3_dere","1009806103","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0631","1009806104",""
"11","0","1009806","122711","10","0","1","1","那醬汁的香氣……\n光是想到，\n肚子就餓起來了……！","1009806105","0"
"91","","1009806","0","","","","","","1009806106",""
"3","","1009806","122711","1","","","","lsv_idle_joy_dere2","1009806107","0.2"
"101","","1009806","1009806133","","","","","","1009806108",""
"3","","1009806","122711","0","0.2","1","lsv_idle_normal","lsv_choice","1009806109","0"
"3","","1009806","122911","0","0.2","1","lsv_idle_normal","lsv_choice","1009806110","0"
"3","","1009806","122811","0","0.2","1","lsv_idle_normal","lsv_choice","1009806111","0"
"93","","1009806","0.1","","","","","0","1009806112",""
"2","","1009806","122711","-235","0.2","2","0.33","-200","1009806113",""
"2","","1009806","122911","-220","0.2","2","0.33","100","1009806114",""
"2","","1009806","122811","-250","0.2","2","0.33","270","1009806115",""
"93","","1009806","0.7","","","","","0","1009806116",""
"3","","1009806","122811","0","0.2","1","lsv_exactly_joy_loop","lsv_exactly_joy_in","1009806117","0"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0632","1009806118",""
"11","0","1009806","122811","10","0","1","1","嗯嗯，就是這個！\n說到夏天，\n就會想到那個氣泡聲──♪","1009806119","0"
"91","","1009806","0","","","","","","1009806120",""
"3","","1009806","122811","1","","","","lsv_idle_joy","1009806121","0.2"
"3","","1009806","122911","1","","","","lsv_talk_surprise_dere","1009806122","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0633","1009806123",""
"11","0","1009806","122911","10","0","1","1","美美喜歡\n發出溫柔氣泡聲的\n彈珠汽水～","1009806124","0"
"91","","1009806","0","","","","","","1009806125",""
"3","","1009806","122911","1","","","","lsv_idle_surprise_joy","1009806126","0.2"
"3","","1009806","122711","1","","","","lsv_talk_normal","1009806127","0.2"
"21","","1009806","vo_lsv","0","","","0","vo_lsv_0634","1009806128",""
"11","0","1009806","122711","10","0","1","1","機會難得，\n大家一起去喝吧。\n說不定會覺得更涼快呢。","1009806129","0"
"91","","1009806","0","","","","","","1009806130",""
"3","","1009806","122711","1","","","","lsv_idle_normal","1009806131","0.2"
"101","","1009806","1009806133","","","","","","1009806132",""
"91","","1009806","0","","","","","","1009806133",""
"102","","1009806","","","","","","","1009806134",""
"22","","1009806","0","","","","","0.2","1009806135",""
"93","","1009806","0.2","","","","","","1009806136",""
"12","0","1009806","122711","1","0","0","0","10","1009806137","0"
"3","","1009806","122711","1","","","","lsv_talk_bitter","1009806138","0.2"
"93","","1009806","3","","","","","0","1009806139",""
"3","","1009806","122711","1","","","","lsv_idle_surprise_talkjoy","1009806140","0.2"
"12","0","1009806","122811","1","0","0","0","8","1009806141","0"
"3","","1009806","122811","1","","","","lsv_talk_memory","1009806142","0.2"
"93","","1009806","3","","","","","0","1009806143",""
"3","","1009806","122811","1","","","","lsv_idle_joy","1009806144","0.2"
"12","0","1009806","122911","1","0","0","0","6","1009806145","0"
"3","","1009806","122911","1","","","","lsv_talk_wish_joy","1009806146","0.2"
"93","","1009806","3","","","","","0","1009806147",""
"3","","1009806","122911","1","","","","lsv_idle_normal_joyR","1009806148","0.2"
"101","","1009806","1009806137","","","","","","1009806149",""
"6","","1009806","333","1","0","0","1","1","1009806150","1"
"4","","1009806","122711","","","","","1","1009806151",""
"3","","1009806","122711","1","","","","lsv_run","1009806152","0.2"
"2","","1009806","122711","-235","","0","0.8","-750","1009806153",""
"4","","1009806","122911","","","","","0","1009806154",""
"3","","1009806","122911","1","","","","lsv_run","1009806155","0.2"
"2","","1009806","122911","-220","","0","0.8","750","1009806156",""
"4","","1009806","122811","","","","","0","1009806157",""
"3","","1009806","122811","1","","","","lsv_run","1009806158","0.2"
"2","","1009806","122811","-250","","0","0.8","850","1009806159",""
"93","","1009806","0.6","","","","","","1009806160",""
"6","","1009806","122711","1","0","0","1","1","1009806161","0.2"
"6","","1009806","122911","1","0","0","1","1","1009806162","0.2"
"6","","1009806","122811","1","0","0","1","1","1009806163","0.2"
"91","","1009806","0","","","","","","1009806164",""
"1","lsv_idle_normal","1009807","1","102","0","-235","-650","102011","1009807001","1.95"
"1","lsv_idle_normal","1009807","1","100","1","-220","650","100411","1009807002","1.95"
"1","lsv_idle_normal","1009807","1","101","1","-250","750","103611","1009807003","1.95"
"5","lsv_white_loop","1009807","1","0","0","0","0","333","1009807004","1"
"6","","1009807","333","1","0","0","1","1","1009807005","0"
"6","","1009807","102011","1","0","0","1","1","1009807006","0"
"6","","1009807","100411","1","0","0","1","1","1009807007","0"
"6","","1009807","103611","1","0","0","1","1","1009807008","0"
"93","","1009807","1","","","","","0","1009807009",""
"6","","1009807","333","1","0","0.4","1","1","1009807010","0.8"
"3","","1009807","102011","1","","","","lsv_walk_joy","1009807011","0.2"
"2","","1009807","102011","-235","","0","2","-200","1009807012",""
"6","","1009807","102011","1","0","1","1","1","1009807013","0.4"
"3","","1009807","100411","1","","","","lsv_walk","1009807014","0.2"
"2","","1009807","100411","-220","","0","2","100","1009807015",""
"6","","1009807","100411","1","0","1","1","1","1009807016","0.4"
"3","","1009807","103611","1","","","","lsv_walk","1009807017","0.2"
"2","","1009807","103611","-250","","0","2","270","1009807018",""
"6","","1009807","103611","1","0","1","1","1","1009807019","0.4"
"93","","1009807","2","","","","","0","1009807020",""
"3","","1009807","102011","1","","","","lsv_idle_wish_joyR","1009807021","0.2"
"3","","1009807","100411","1","","","","lsv_idle_normal","1009807022","0.2"
"3","","1009807","103611","1","","","","lsv_idle_normal","1009807023","0.2"
"93","","1009807","0.6","","","","","0","1009807024",""
"3","","1009807","102011","1","","","","lsv_talk_wish_joy","1009807025","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0721","1009807026",""
"11","0","1009807","102011","10","0","1","1","小繆和\n和小小格里芬先生\n都很開心呢～♪","1009807027","0"
"91","","1009807","0","","","","","","1009807028",""
"3","","1009807","102011","1","","","","lsv_idle_wish_joyR","1009807029","0.2"
"3","","1009807","103611","1","","","","lsv_talk_surprise_talkjoy","1009807030","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0722","1009807031",""
"11","0","1009807","103611","10","0","1","1","小繆的適應性\n很強這一點，\n也是個大發現呢。","1009807032","0"
"91","","1009807","0","","","","","","1009807033",""
"3","","1009807","103611","1","","","","lsv_idle_surprise_doya","1009807034","0.2"
"3","","1009807","100411","0","0.2","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","1009807035","0"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0723","1009807036",""
"11","0","1009807","100411","10","0","1","1","畢竟之前牠都只有\n跟我們說話而已，\n所以沒能發現呢。","1009807037","0"
"91","","1009807","0","","","","","","1009807038",""
"3","","1009807","100411","1","","","","lsv_idle_arm_crossed","1009807039","0.2"
"3","","1009807","103611","1","","","","lsv_talk_joy1_normal","1009807040","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0724","1009807041",""
"11","0","1009807","103611","10","0","1","1","果然改變蒐集情報的方法\n是正確的呢。","1009807042","0"
"91","","1009807","0","","","","","","1009807043",""
"3","","1009807","103611","1","","","","lsv_idle_normal_suprise1","1009807044","0.2"
"3","","1009807","100411","0","0.2","1","lsv_talk_guts2_loop","lsv_talk_guts2","1009807045","0"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0725","1009807046",""
"11","0","1009807","100411","10","0","1","1","啊，對了！順便也試著\n改變其他方面吧？比如說……\n裝小繆的包包之類的！","1009807047","0"
"91","","1009807","0","","","","","","1009807048",""
"3","","1009807","100411","1","","","","lsv_idle_normal_joy","1009807049","0.2"
"3","","1009807","102011","1","","","","lsv_talk_joy3","1009807050","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0726","1009807051",""
"11","0","1009807","102011","10","0","1","1","在外面走的時候，\n小繆一直都是待在\n鏡華的防水包包裡嘛～","1009807052","0"
"91","","1009807","0","","","","","","1009807053",""
"3","","1009807","102011","1","","","","lsv_idle_normal_joyR","1009807054","0.2"
"3","","1009807","103611","0","0.2","1","lsv_talk_arm_crossed_loop2","lsv_talk_arm_crossed2","1009807055","0"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0727","1009807056",""
"11","0","1009807","103611","10","0","1","1","我自己是無所謂……\n但對小繆來說或許有點窄呢。\n……你覺得呢？","1009807057","0"
"91","","1009807","0","","","","","","1009807058",""
"3","","1009807","103611","1","","","","lsv_idle_arm_crossed","1009807059","0.2"
"3","","1009807","102011","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009807060","0"
"3","","1009807","100411","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009807061","0"
"3","","1009807","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009807062","0"
"93","","1009807","0.1","","","","","0","1009807063",""
"2","","1009807","102011","-235","0.2","2","0.33","-452","1009807064",""
"2","","1009807","100411","-220","0.2","2","0.33","420","1009807065",""
"2","","1009807","103611","-250","0.2","2","0.33","545","1009807066",""
"22","","1009807","0","1","","","","0","1009807067","0.2"
"103","","1009807","繼續用防水包包就好。","0","","","","1009807071","1009807068",""
"103","","1009807","用籃子或許不錯。","0","","","","1009807095","1009807069",""
"103","","1009807","登山背包怎麼樣？","0","","","","1009807119","1009807070",""
"3","","1009807","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009807071","0"
"3","","1009807","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009807072","0"
"3","","1009807","103611","0","0.2","1","lsv_look_idle_normal","lsv_choice","1009807073","0"
"93","","1009807","0.1","","","","","0","1009807074",""
"2","","1009807","102011","-235","0.2","2","0.33","-200","1009807075",""
"2","","1009807","100411","-220","0.2","2","0.33","100","1009807076",""
"2","","1009807","103611","-250","0.2","2","0.33","270","1009807077",""
"93","","1009807","0.7","","","","","0","1009807078",""
"3","","1009807","103611","1","","","","lsv_look_idle_sad","1009807079","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0728","1009807080",""
"11","0","1009807","103611","10","0","1","1","是、是這樣嗎？\n嗯，既然你這麼說了……\n或許維持這樣就行了。","1009807081","0"
"91","","1009807","0","","","","","","1009807082",""
"3","","1009807","103611","1","","","","lsv_idle_normal","1009807083","0.2"
"3","","1009807","100411","1","","","","lsv_talk_wish_surprise","1009807084","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0729","1009807085",""
"11","0","1009807","100411","10","0","1","1","的確，而且小繆晚上\n也是睡在防水包包裡嘛。\n不改變可能比較好吧。","1009807086","0"
"91","","1009807","0","","","","","","1009807087",""
"3","","1009807","100411","1","","","","lsv_idle_wish","1009807088","0.2"
"3","","1009807","102011","1","","","","lsv_talk_normal","1009807089","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0730","1009807090",""
"11","0","1009807","102011","10","0","1","1","還有抱著牠的時候，\n要輪流也方便啊♪","1009807091","0"
"91","","1009807","0","","","","","","1009807092",""
"3","","1009807","102011","1","","","","lsv_idle_normal","1009807093","0.2"
"101","","1009807","1009807143","","","","","","1009807094",""
"3","","1009807","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009807095","0"
"3","","1009807","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009807096","0"
"3","","1009807","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009807097","0"
"93","","1009807","0.1","","","","","0","1009807098",""
"2","","1009807","102011","-235","0.2","2","0.33","-200","1009807099",""
"2","","1009807","100411","-220","0.2","2","0.33","100","1009807100",""
"2","","1009807","103611","-250","0.2","2","0.33","270","1009807101",""
"93","","1009807","0.7","","","","","0","1009807102",""
"3","","1009807","102011","1","","","","lsv_talk_surprise_talkjoy","1009807103","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0731","1009807104",""
"11","0","1009807","102011","10","0","1","1","改成籃子的話，\n變得像搖籃一樣，\n小繆或許也會覺得舒服呢♪","1009807105","0"
"91","","1009807","0","","","","","","1009807106",""
"3","","1009807","102011","1","","","","lsv_idle_surprise_joy","1009807107","0.2"
"3","","1009807","103611","1","","","","lsv_talk_sad","1009807108","0.2"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0732","1009807109",""
"11","0","1009807","103611","10","0","1","1","唔嗯……如果不好好拿穩，\n搖來搖去晃過頭，\n牠說不定會頭暈呢？","1009807110","0"
"91","","1009807","0","","","","","","1009807111",""
"3","","1009807","103611","1","","","","lsv_idle_sad_normal","1009807112","0.2"
"3","","1009807","100411","0","0.2","1","lsv_talk_cool_joy_loop","lsv_talk_cool_joy","1009807113","0"
"21","","1009807","vo_lsv","0","","","0","vo_lsv_0733","1009807114",""
"11","0","1009807","100411","10","0","1","1","總之先試試看嘛。\n牠要是不喜歡的話，\n再換回防水包包就行啦♪","1009807115","0"
"91","","1009807","0","","","","","","1009807116",""
"3","","1009807","100411","1","","","","lsv_idle_cool","1009807117","0.2"
"101","","1009807","1009807143","","","","","","1009807118",""
"3","","1009807","102011","0","0.2","1","lsv_idle_normal","lsv_choice","1009807119","0"
"3","","1009807","100411","0","0.2","1","lsv_idle_normal","lsv_choice","1009807120","0"
"3","","1009807","103611","0","0.2","1","lsv_idle_normal","lsv_choice","1009807121","0"
"93","","1009807","0.1","","","","","0","1009807122",""
"2","","1009807","102011","-235","0.2","2","0.33","-200","1009807123",""
"2","","1009807","100411","-220","0.2","2","0.33","100","1009807124",""
"2","","1009807","103611","-250","0.2","2","0.33","270","1009807125",""
