b9025b34bed511c176e87a5623263c3a533ac47f8f98bf4504a22e255565e5e4,6ab57fc0f9264859651606e43cec206c2bc6bb4b6877a792ec046385bd78250a,d7338c515eaaef530f3882d43bcf3120720b20ef08c8d4d388974de28692cc12,e84cec91c3c315bf0dbe88ea2ed567e7e8b88347c32d3a2934f1782088de58fd,cde5b0be5d836da2e4d471f65829d2414dcd1f7c19aea06ad6712a4fa0e70de8,099d376bc4ebf516c6add9d3954c94c656f569be208f913c2d666361b5558a6b,074e80f173ac5bc9f08f6935c413947cb95931e70aefc33f4cbf2dcef625f60d,66799aeba7abfffd6ec07431b644b78adf47a2eb3d781aa24d6fa98e70f5845a,284d5a22f1e9652b364598f188273cf56a536d5e601e99277caf4bcf581d46c6,76a096a1bcb3caa957e81c5eee74a528c42c37b9b588f208f502b3d79c349d53,e5637f7936dc484cac70befac1f007ac3a21e966c5e4d006fea45f5884998ba8
"","11","0","30031","1300310014","3","0","","","travel_topdrama_r_3001_idle_A","0"
"","1.7","","30031","1300310015","93","","","","0",""
"","1300310011","","30031","1300310016","101","","","","0",""
"","0","0","30031","1300310017","3","0","","","none",""
"","0","","30031","1300310018","91","","","","0",""
"1","300306","260","30032","1300320001","31","0","-110","","300306",""
"1","300308","260","30032","1300320002","31","0","-110","","300308",""
"0.4","300300","17.3","30032","1300320003","31","0","92.6","","300300",""
"0.4","300304","0","30032","1300320004","31","0","92.6","","300304",""
"","0","","30032","1300320005","91","","","","",""
"","1000002","1","30032","1300320006","3","0.5","","","travel_topdrama_r_3001_idle_A",""
"","11","1","30032","1300320007","3","0.5","","","travel_topdrama_r_3001_idle_A",""
"","1000001","1","30032","1300320008","3","0.5","","","travel_topdrama_r_3001_idle_B",""
"","12","1","30032","1300320009","3","0.5","","","travel_topdrama_r_3001_idle_B",""
"","0.2","","30032","1300320010","93","","","","0",""
"","300300","","30032","1300320011","32","","","","1",""
"","2","","30032","1300320012","93","","","","0",""
"","300303","","30032","1300320013","32","","","","0",""
"","300308","","30032","1300320014","32","","","","1",""
"","300306","","30032","1300320015","32","","","","1",""
"","se_travel_top","0","30032","1300320016","23","","","","se_travel_top_fishing_hit",""
"","1000002","0","30032","1300320017","3","0","","","travel_topdrama_r_3001_1_01_A",""
"","11","0","30032","1300320018","3","0","","","travel_topdrama_r_3001_1_01_A",""
"","1000001","0","30032","1300320019","3","0.5","","","travel_topdrama_r_3001_1_01_B",""
"","12","0","30032","1300320020","3","0.5","","","travel_topdrama_r_3001_1_01_B",""
"","0","","30032","1300320021","91","","","","",""
"","300308","","30032","1300320022","32","","","","0",""
"","1000002","0","30032","1300320023","3","0","","","travel_topdrama_r_3001_1_02_A",""
"","11","0","30032","1300320024","3","0","","","travel_topdrama_r_3001_1_02_A",""
"","1000001","0","30032","1300320025","3","0.2","","","travel_topdrama_r_3001_1_02_B",""
"","12","0","30032","1300320026","3","0.2","","","travel_topdrama_r_3001_1_02_B",""
"","1","","30032","1300320027","93","","","","0",""
"","300300","","30032","1300320028","32","","","","0",""
"","0","","30032","1300320029","91","","","","",""
"0.5","300305","-30.3","30032","1300320030","31","1","-43.7","","300305",""
"0.5","300314","27","30032","1300320031","31","1","86","","300314",""
"1","300313","260","30032","1300320032","31","1","-100","","300313",""
"","se_travel_top","0","30032","1300320033","23","","","","se_travel_top_fishing_question",""
"","se_travel_top","0","30032","1300320034","23","","","","se_travel_top_fishing_pull",""
"","0.01","","30032","1300320035","93","","","","0",""
"","300301","","30032","1300320036","32","","","","0",""
"","1000002","0","30032","1300320037","3","0","","","travel_topdrama_r_3001_3_01_A",""
"","11","0","30032","1300320038","3","0","","","travel_topdrama_r_3001_3_01_A",""
"","1000001","0","30032","1300320039","3","0.2","","","travel_topdrama_r_3001_3_01_B",""
"","12","0","30032","1300320040","3","0.2","","","travel_topdrama_r_3001_3_01_B",""
"","0","","30032","1300320041","91","","","","",""
"","1000002","0","30032","1300320042","3","0","","","travel_topdrama_r_3001_3_02_A",""
"","11","0","30032","1300320043","3","0","","","travel_topdrama_r_3001_3_02_A",""
"","1000001","0","30032","1300320044","3","0","","","travel_topdrama_r_3001_3_02_B",""
"","12","0","30032","1300320045","3","0","","","travel_topdrama_r_3001_3_02_B",""
"","0","","30032","1300320046","91","","","","",""
"","300313","","30032","1300320047","32","","","","0",""
"1","300315","100","30032","1300320048","31","1","0","","300315",""
"2","300312","318","30032","1300320049","31","1","-153","","300312",""
"0.6","300302","-61","30032","1300320050","31","1","75","","300302",""
"0.7","300317","214","30032","1300320051","31","1","-88","","300317",""
"","30","1","30032","1300320052","122","","","","30",""
"","se_travel_top","0","30032","1300320053","23","","","","se_travel_top_fishing_appear_nepterion",""
"","15","0","30032","1300320054","3","0","","","travel_topdrama_r_3001_3_03",""
"","1000002","0","30032","1300320055","3","0","","","travel_topdrama_r_3001_3_03_A",""
"","11","0","30032","1300320056","3","0","","","travel_topdrama_r_3001_3_03_A",""
"","1000001","0","30032","1300320057","3","0","","","travel_topdrama_r_3001_3_03_B",""
"","12","0","30032","1300320058","3","0","","","travel_topdrama_r_3001_3_03_B",""
"","2.3","","30032","1300320059","93","","","","0",""
"","","","30032","1300320060","111","","","","",""
"","0","","30032","1300320061","91","","","","",""
"-70","2","53","30041","1300410001","1","0.5","0","travel_topdrama_b_3000_empty","1000001","0"
"-70","11","51","30041","1300410002","5","0.35","0","scare_loop","300411","0"
"-70","12","52","30041","1300410003","5","0.425","-270","empty","300412","1"
"-94","0","110","30041","1300410004","5","1","-3","rare","0","0"
"","0","","30041","1300410005","91","","","","0",""
"","300412","1","30041","1300410006","3","0.2","","","empty",""
"","0","","30041","1300410007","91","","","","0",""
"","1300410005","","30041","1300410008","101","","","","",""
"1","300412","1","30041","1300410009","3","0.2","idle","","idle_fadeIN","0.2"
"","0","0","30041","1300410010","3","","","","none",""
"","0","","30041","1300410011","91","","","","",""
"","se_travel_top","0","30042","1300420001","23","","","","se_travel_top_noble_creature",""
"0","1000001","-70","30042","1300420002","2","","0","","-920",""
"1","300412","0","30042","1300420003","3","0.2","idle","","attack","0.1"
"","0.66","","30042","1300420004","93","","","","0",""
"","se_travel_top","0","30042","1300420005","23","","","","se_travel_top_noble_creature_axe",""
"","0.09","","30042","1300420006","93","","","","0",""
"1","300411","0","30042","1300420007","3","0","scare_loop","","backward","0.2"
"2","300411","-70","30042","1300420008","2","","0.3","","100",""
"","1","","30042","1300420009","93","","","","0",""
"","300412","1","30042","1300420010","3","0.2","","","walk",""
"0","300412","-70","30042","1300420011","2","","2","","-100",""
"","1300420008","","30042","1300420012","91","","","","",""
"0.5","300401","100","30042","1300420013","31","1","70","","300401",""
"","0.1","","30042","1300420014","93","","","","0",""
"","se_travel_top","0","30042","1300420015","23","","","","se_travel_top_noble_emote_sweat",""
"","0.4","","30042","1300420016","93","","","","0",""
"0","1000001","1","30042","1300420017","3","0.2","","","<weapon>_run",""
"0","1000001","-70","30042","1300420018","2","","1.75","","-300",""
"0.5","300400","-920","30042","1300420019","31","1","-70","","300400",""
"0","300400","-70","30042","1300420020","33","","1.75","","-300",""
"","0","0.15","30042","1300420021","122","","","","12",""
"","0.65","","30042","1300420022","93","","","","0",""
"","se_travel_top","0","30042","1300420023","23","","","","se_travel_top_noble_foot",""
"","0.15","","30042","1300420024","93","","","","0",""
"","0","0.15","30042","1300420025","122","","","","12",""
"","0.2","","30042","1300420026","93","","","","0",""
"0","1000001","0.5","30042","1300420027","12","10","0","0","4","110"
"","0.25","","30042","1300420028","93","","","","0",""
"","se_travel_top","0","30042","1300420029","23","","","","se_travel_top_noble_emote_notice",""
"","1300420011","","30042","1300420030","91","","","","",""
"1","300412","1","30042","1300420031","3","0.1","","","idle",""
"","0","0","30042","1300420032","122","","","","12",""
"","1300420018","","30042","1300420033","91","","","","",""
"0","1000001","1","30042","1300420034","3","0","","","<weapon>_idle",""
"","300400","","30042","1300420035","32","","","","0",""
"","300412","","30042","1300420036","4","","","","0",""
"","0.5","","30042","1300420037","93","","","","",""
"1","1000001","0","30042","1300420038","3","0","<weapon>_idle","","<weapon>_attack_skipQuest","0"
"","0.25","","30042","1300420039","93","","","","0",""
"0.75","300402","-100","30042","1300420040","31","1","-20","","300402",""
"","300412","0","30042","1300420041","3","0","","","die",""
"","se_travel_top","0","30042","1300420042","23","","","","se_travel_top_noble_attack",""
"","0.6","","30042","1300420043","93","","","","0",""
"","se_travel_top","0","30042","1300420044","23","","","","se_travel_top_noble_creature_fadeout",""
"","0.5","","30042","1300420045","93","","","","0",""
"","0","0.15","30042","1300420046","122","","","","12",""
"","1300420041","","30042","1300420047","91","","","","",""
"0","300412","1","30042","1300420048","6","0.5","1","","1",""
"1","300411","0","30042","1300420049","3","0.2","idle","","walk_idle","0.1"
"","300401","","30042","1300420050","32","","","","0",""
"0","300411","-70","30042","1300420051","2","","1","","0",""
"","0","","30042","1300420052","91","","","","0",""
"0.3","300403","-160","30042","1300420053","31","1","-13","","300403",""
"","se_travel_top","0","30042","1300420054","23","","","","se_travel_top_noble_appear_goldenbox",""
"","0.33","","30042","1300420055","93","","","","0",""
"","1000001","0","30042","1300420056","3","0","","","<weapon>_joy_short",""
"","0.13","","30042","1300420057","93","","","","0",""
"","se_travel_top","0","30042","1300420058","23","","","","se_travel_top_noble_drop_goldenbox",""
"","1300420056","","30042","1300420059","91","","","","",""
"","","","30042","1300420060","111","","","","",""
"","0","","30042","1300420061","91","","","","",""
"-35","1","55","30051","1300510001","1","0.73","0","travel_topdrama_r_3000_empty","1000001","0"
"0","1000001","1","30051","1300510002","6","0","1","","1","0"
"-35","14","56","30051","1300510003","5","0.73","0","empty","300514","0"
"0","300514","1","30051","1300510004","6","0","1","","1","0"
"-70","13","51","30051","1300510005","5","0.425","-30","idle","300513","0"
"-65","15","50","30051","1300510006","5","1","75","travel_topdrama_r_3005_idle","300515","0"
"-78","0","110","30051","1300510007","5","1","16","normal","0","0"
"","300513","1","30051","1300510008","3","0.2","","","idle",""
"","0","","30051","1300510009","91","","","","0",""
"","300515","0","30051","1300510010","3","0.2","","","travel_topdrama_r_3005_idle",""
"","0","","30051","1300510011","91","","","","0",""
"","1300510009","","30051","1300510012","101","","","","",""
"","0","0","30051","1300510013","3","","","","none",""
"","0","","30051","1300510014","91","","","","",""
"0","1000001","-95","30052","1300520001","2","","0","","-605",""
"1","1000001","1","30052","1300520002","6","0","1","","1","0"
"0","300514","-105","30052","1300520003","2","","0","","-605",""
"1","300514","1","30052","1300520004","6","0","1","","1","0"
"1","300502","370","30052","1300520005","31","1","-60","","300502",""
"","0","","30052","1300520006","91","","","","",""
"","se_travel_top","0","30052","1300520007","23","","","","se_travel_top_disguise_foot1",""
"","1000001","1","30052","1300520008","3","0","","","travel_topdrama_r_3005_walk",""
"0","1000001","-95","30052","1300520009","2","","3","","-180",""
"","300514","1","30052","1300520010","3","0.2","","","walk",""
"0","300514","-95","30052","1300520011","2","","3","","-180",""
"","1300520009","","30052","1300520012","91","","","","",""
"","se_travel_top","0","30052","1300520013","23","","","","se_travel_top_disguise_notice",""
"0","300513","0","30052","1300520014","12","-20","0","0","10","120"
"","1000001","0","30052","1300520015","3","0","","","travel_topdrama_r_3005_suprise",""
"","300514","0","30052","1300520016","3","0.2","","","suprise",""
"","0","","30052","1300520017","91","","","","0",""
"","se_travel_top","0","30052","1300520018","23","","","","se_travel_top_disguise_foot2",""
"","se_travel_top","0","30052","1300520019","23","","","","se_travel_top_disguise_sweat",""
"","1000001","1","30052","1300520020","3","0","","","travel_topdrama_r_3005_run",""
"0","1000001","-95","30052","1300520021","2","","2","","230",""
"","300514","1","30052","1300520022","3","0.2","","","run",""
"0","300514","-105","30052","1300520023","2","","2","","230",""
"0.5","300500","-180","30052","1300520024","31","1","-95","","300500",""
"0","300500","-95","30052","1300520025","33","","2","","230",""
"0.5","300501","-230","30052","1300520026","31","1","25","","300501",""
"0","300501","25","30052","1300520027","33","","2","","180",""
"3","-300","1","30052","1300520028","121","easeInOutCubic","1","","0",""
"","0.5","","30052","1300520029","93","","","","0",""
"","300513","","30052","1300520030","4","","","","1",""
"","1","","30052","1300520031","93","","","","0",""
"","se_travel_top","0","30052","1300520032","23","","","","se_travel_top_disguise_question",""
"1","300513","0","30052","1300520033","3","0.2","idle","","question","0.1"
"0","300513","0","30052","1300520034","12","20","0","0","5","130"
"","0.5","","30052","1300520035","93","","","","0",""
"","300500","","30052","1300520036","32","","","","0",""
"","300501","","30052","1300520037","32","","","","0",""
"","se_travel_top","0","30052","1300520038","23","","","","se_travel_top_disguise_jump",""
"","1000001","0","30052","1300520039","3","0","","","travel_topdrama_r_3005_jump",""
"","300514","0","30052","1300520040","3","0.2","","","jump",""
"0","1000001","0.01","30052","1300520041","12","0","0","0","7","20"
"","1","","30052","1300520042","93","","","","0",""
"","","","30052","1300520043","111","","","","",""
"","0","","30052","1300520044","91","","","","",""
"-35","1","55","30061","1300610001","1","0.73","0","travel_topdrama_r_3000_empty","1000001","0"
"0","1000001","1","30061","1300610002","6","0","1","","1","0"
"-35","14","56","30061","1300610003","5","0.73","0","empty","300614","0"
"0","300614","1","30061","1300610004","6","0","1","","1","0"
"-70","13","51","30061","1300610005","5","0.425","-30","idle","300613","0"
"-65","15","50","30061","1300610006","5","1","75","travel_topdrama_r_3005_idle","300615","0"
"-78","0","110","30061","1300610007","5","1","16","normal","0","0"
"","300613","1","30061","1300610008","3","0.2","","","idle",""
"","0","","30061","1300610009","91","","","","0",""
"","300615","0","30061","1300610010","3","0.2","","","travel_topdrama_r_3005_idle",""
"","0","","30061","1300610011","91","","","","0",""
"","1300610009","","30061","1300610012","101","","","","",""
"","0","0","30061","1300610013","3","","","","none",""
"","0","","30061","1300610014","91","","","","",""
"0","1000001","-95","30062","1300620001","2","","0","","-605",""
"1","1000001","1","30062","1300620002","6","0","1","","1","0"
"0","300614","-105","30062","1300620003","2","","0","","-605",""
"1","300614","1","30062","1300620004","6","0","1","","1","0"
"1","300602","370","30062","1300620005","31","1","-60","","300503",""
"","0","","30062","1300620006","91","","","","",""
"","se_travel_top","0","30062","1300620007","23","","","","se_travel_top_disguise_foot1",""
"","1000001","1","30062","1300620008","3","0","","","travel_topdrama_r_3005_walk",""
"0","1000001","-95","30062","1300620009","2","","3","","-180",""
"","300614","1","30062","1300620010","3","0.2","","","walk",""
"0","300614","-95","30062","1300620011","2","","3","","-180",""
"","1300620009","","30062","1300620012","91","","","","",""
"","se_travel_top","0","30062","1300620013","23","","","","se_travel_top_disguise_notice",""
"0","300613","0","30062","1300620014","12","-20","0","0","10","120"
"","1000001","0","30062","1300620015","3","0","","","travel_topdrama_r_3005_suprise",""
"","300614","0","30062","1300620016","3","0.2","","","suprise",""
"","0","","30062","1300620017","91","","","","0",""
"","se_travel_top","0","30062","1300620018","23","","","","se_travel_top_disguise_foot2",""
"","se_travel_top","0","30062","1300620019","23","","","","se_travel_top_disguise_sweat",""
"","1000001","1","30062","1300620020","3","0","","","travel_topdrama_r_3005_run",""
