88cbc0fc5fd01888a43f62a3eb24dd8046ebebd7c9b52b0911c4122a3b06e813,4c20db6898a562023c5920079e4816ebc38ffccb46cf426745a2af5034738527,efbb643247a935526ca0f88850e618e8fe0bc87255b98aaa8c8433fc43cfaac4,1915c5d6740846598c47e08905c20d264eb73a624cd5d0e45a54bfac1646053a,1e0a229f7e47a2f99b8ad90065d028c129c2463fa2ebdd9548d16cb0b5b54fcb,0ebe8605cdcfaa73a86ee571051c275cc4e6fab7f959f19605c25dbfd703fe87,0a6f7ccc998d92f2344f0736bca5bd3bdcbf8a30df5b25652e05e96c99781788,b91aa963184eab2983d77e865dcb592faeaaf91722513fd0ab408195c865774a,94790e7dda0823263dd2c8e181d79e485f3a023249d6f7f0e3ee1fe4380264a8,7e97170f416fc2527d0de167e7cebf5a5e41c4687644291000978dce149d3da6,471929f48703c0c4812914c6272c9120dbf2cc42fdaa3c7b97bc79d84f3cfa5a,c2810f6d44ab51fa7ef551d0d357b5251289858869d61410762168f57be75864,66fbb0aee13e8acc02cc77e2efc656e29bd6e30424f59d1826916fe233f4e3d3,6c5d016719f419f7dc3a996e5d2a4e2182327e990d1776114b89cb5b06459618,e86fae2a8ec14a9b58a242edf436e6ee00ba96bcde7bcd7c7332edf119e1d923,489621b2f1c5ff634c33dcc9b20b657371fbdb03209d8f889330ee1b21971c50,8a64aa2ecae6dd6bacf95df3d24d79a3e08c09f7ae97807c94814436a82a0c3f,1280a0e7b7223e7924628a3b87c3ca237dddbadd1d9ec2920098f5d2446d41f6,e7823bd5e6db4830b3b0240f64d2c4eee7fc7fde15ef390039da1a43793b5437,64e4759a18c7baadc3e66119db5f03ef2a6bf1b1a663bb5152f9314f9789eed3,2388ec6c8645515aab08e16a56de326f4b77f4dbdc588cf68c151a297e07cdd8,a9af709c27682315e7ec497c7e2dfd1d46930c7e4edce49fbc28af568272ee7a,d296af97a48f3414fd469a648c0d3c6d28fc8f2f7425db507a4929dd4a83a7aa,1590f044a6127ca46d74f56031f9894ff91f9261310db81d0968ff88a747ebb8,554aa9841b0cd3ae7b4ef671670dbab18d630d87f3954acd61a848013f2a837c,364ec0d639039d4347339c281537cae43b192993b6d3cbb9ef87cea9ce54aa5c,10668f25c927594c96b56aeb8ad1f8b1d436cd5d67caebbbed95c6028f9e3786,808bc10e868aabc4dd0b31898e51a88deb71d51a7ba9bdea83ebea97b190edb7,d6a6a8a7bc658b43fb3c85aab17c912d236f9798d46c32ab7c7fe9c878f28a6b,2c1aabaabb48a8246e9d1ad015b4b6f9beae59889b927ae2d6748132d0c97480,bf5811f881c5e1a6b54750a89a2b92b3dedf50e9e4b3726750bf4bb37f51f314,bfe52fbfb6a7b315324c8e3ff3990aa28815ecbd1905e2272cf4721a458061a5,1143920a33cc78fc24a0a12aabfb8ce1ff7451ca9c621df0f695ea22179b99eb,f08afd5e0f4c1e029b5ea1df25c22fa3fbff0df1224e1cd2792248f90cf1d04c,ef90af3f1a7bc78185f21aed8b34b61717bc90d07e5d5f08c4921b7864df557c,27bbf0acc06971e73cee3283b9501ce1600fce7f38d37c180da7a61e04689c57,83100b8f5e5ed47d78562d2db897fa32b6ae4a336399f3c84ce5e86ad2f9c176,34dfdfb6d0fdd499454c1f96b9e1b272583f50a9593a790387a28249c07e0c83,faa6c8302153a9b50de36e31738af8acc408217711f2654ecfd612994205de07,75a32cf206f3979a2618c2c2d9ab635d0658b074c7c3cd14eebd5d41235d10ac
"10","10","0","1","10","200000003","10","10","0","173","10","0","10","10","0","10","10","15","10","10","10","0","227","0","10","10","10","0","201200","0","0","30","777","10","0","1","10","10","1","620120010"
"11","11","0","1","10","200000003","11","11","0","182","11","0","11","11","0","11","11","16","11","11","11","0","250","0","11","11","11","0","201200","0","0","30","827","11","0","1","11","10","1","620120011"
"12","12","0","1","10","200000003","12","12","0","192","12","0","12","12","0","12","12","18","12","12","12","0","273","0","12","12","12","0","201200","0","0","30","878","12","0","1","12","10","1","620120012"
"13","13","0","1","10","200000003","13","13","0","201","13","0","13","13","0","13","13","19","13","13","13","0","296","0","13","13","13","0","201200","0","0","30","928","13","0","1","13","10","1","620120013"
"14","14","0","1","10","200000003","14","14","0","204","14","0","14","14","0","14","14","19","14","14","14","0","298","0","14","14","14","0","201200","0","0","30","984","14","0","1","14","10","1","620120014"
"15","15","0","1","10","200000003","15","15","0","206","15","0","15","15","0","15","15","19","15","15","15","0","300","0","15","15","15","0","201200","0","0","30","1040","15","0","1","15","10","1","620120015"
"16","16","0","1","10","200000003","16","16","0","232","16","0","16","16","0","16","16","19","16","16","16","0","300","0","16","16","16","0","201200","0","0","30","1310","16","0","1","16","10","1","620120016"
"17","17","0","1","10","200000003","17","17","0","258","17","0","17","17","0","17","17","20","17","17","17","0","300","0","17","17","17","0","201200","0","0","30","1580","17","0","1","17","10","1","620120017"
"18","18","0","1","10","200000003","18","18","0","283","18","0","18","18","0","18","18","20","18","18","18","0","300","0","18","18","18","0","201200","0","0","30","1850","18","0","1","18","10","1","620120018"
"19","19","0","1","10","200000003","19","19","0","309","19","0","19","19","0","19","19","21","19","19","19","0","300","0","19","19","19","0","201200","0","0","30","2120","19","0","1","19","10","1","620120019"
"20","20","0","1","10","200000003","20","20","0","335","20","0","20","20","0","20","20","21","20","20","20","0","300","0","20","20","20","0","201200","0","0","30","2390","20","0","1","20","10","1","620120020"
"21","21","0","1","10","200000003","21","21","0","374","21","0","21","21","0","21","21","27","21","21","21","0","300","0","21","21","21","0","201200","0","0","30","2426","21","0","1","21","10","1","620120021"
"22","22","0","1","10","200000003","22","22","0","413","22","0","22","22","0","22","22","33","22","22","22","0","300","0","22","22","22","0","201200","0","0","30","2461","22","0","1","22","10","1","620120022"
"23","23","0","1","10","200000003","23","23","0","419","23","0","23","23","0","23","23","34","23","23","23","0","300","0","23","23","23","0","201200","0","0","30","2626","23","0","1","23","10","1","620120023"
"24","24","0","1","10","200000003","24","24","0","450","24","0","24","24","0","24","24","34","24","24","24","0","300","0","24","24","24","0","201200","0","0","30","2991","24","0","1","24","10","1","620120024"
"25","25","0","1","10","200000003","25","25","0","480","25","0","25","25","0","25","25","34","25","25","25","0","300","0","25","25","25","0","201200","0","0","30","3355","25","0","1","25","10","1","620120025"
"26","26","0","1","10","200000003","26","26","0","482","26","0","26","26","0","26","26","34","26","26","26","0","300","0","26","26","26","0","201200","0","0","30","3413","26","0","1","26","10","1","620120026"
"27","27","0","1","10","200000003","27","27","0","484","27","0","27","27","0","27","27","35","27","27","27","0","300","0","27","27","27","0","201200","0","0","30","3470","27","0","1","27","10","1","620120027"
"28","28","0","1","10","200000003","28","28","0","486","28","0","28","28","0","28","28","35","28","28","28","0","300","0","28","28","28","0","201200","0","0","30","3528","28","0","1","28","10","1","620120028"
"29","29","0","1","10","200000003","29","29","0","506","29","0","29","29","0","29","29","37","29","29","29","0","300","0","29","29","29","0","201200","0","0","30","4265","29","0","1","29","10","1","620120029"
"30","30","0","1","10","200000003","30","30","0","604","30","0","30","30","0","30","30","38","30","30","30","0","300","0","30","30","30","0","201200","0","0","30","4945","30","0","1","30","10","1","620120030"
"31","31","0","1","10","200000003","31","31","0","630","31","0","31","31","0","31","31","38","31","31","31","0","300","0","31","31","31","0","201200","0","0","30","4997","31","0","1","31","10","1","620120031"
"32","32","0","1","10","200000003","32","32","0","655","32","0","32","32","0","32","32","37","32","32","32","0","300","0","32","32","32","0","201200","0","0","30","5048","32","0","1","32","10","1","620120032"
"33","33","0","1","10","200000003","33","33","0","681","33","0","33","33","0","33","33","37","33","33","33","0","300","0","33","33","33","0","201200","0","0","30","5100","33","0","1","33","10","1","620120033"
"34","34","0","1","10","200000003","34","34","0","706","34","0","34","34","0","34","34","37","34","34","34","0","300","0","34","34","34","0","201200","0","0","30","5611","34","0","1","34","10","1","620120034"
"35","35","0","1","10","200000003","35","35","0","739","35","0","35","35","0","35","35","37","35","35","35","0","300","0","35","35","35","0","201200","0","0","30","6402","35","0","1","35","10","1","620120035"
"36","36","0","1","10","200000003","36","36","0","773","36","0","36","36","0","36","36","38","36","36","36","0","300","0","36","36","36","0","201200","0","0","30","6788","36","0","1","36","10","1","620120036"
"37","37","0","1","10","200000003","37","37","0","806","37","0","37","37","0","37","37","38","37","37","37","0","300","0","37","37","37","0","201200","0","0","30","7173","37","0","1","37","10","1","620120037"
"38","38","0","1","10","200000003","38","38","0","806","38","0","38","38","0","38","38","38","38","38","38","0","300","0","38","38","38","0","201200","0","0","30","7173","38","0","1","38","10","1","620120038"
"39","39","0","1","10","200000003","39","39","0","927","39","0","39","39","0","39","39","48","39","39","39","0","300","0","39","39","39","0","201200","0","0","30","8065","39","0","1","39","10","1","620120039"
"40","40","0","1","10","200000003","40","40","0","1047","40","0","40","40","0","40","40","57","40","40","40","0","300","0","40","40","40","0","201200","0","0","30","8957","40","0","1","40","10","1","620120040"
"41","41","0","1","10","200000003","41","41","0","1308","41","0","41","41","0","41","41","58","41","41","41","0","300","0","41","41","41","0","201200","0","0","30","12449","41","0","1","41","10","1","620120041"
"42","42","0","1","10","200000003","42","42","0","1346","42","0","42","42","0","42","42","59","42","42","42","0","300","0","42","42","42","0","201200","0","0","30","12622","42","0","1","42","10","1","620120042"
"43","43","0","1","10","200000003","43","43","0","1383","43","0","43","43","0","43","43","61","43","43","43","0","300","0","43","43","43","0","201200","0","0","30","12795","43","0","1","43","10","1","620120043"
"44","44","0","1","10","200000003","44","44","0","1421","44","0","44","44","0","44","44","62","44","44","44","0","300","0","44","44","44","0","201200","0","0","30","12968","44","0","1","44","10","1","620120044"
"45","45","0","1","10","200000003","45","45","0","1459","45","0","45","45","0","45","45","64","45","45","45","0","300","0","45","45","45","0","201200","0","0","30","13141","45","0","1","45","10","1","620120045"
"46","46","0","1","10","200000003","46","46","0","1496","46","0","46","46","0","46","46","65","46","46","46","0","300","0","46","46","46","0","201200","0","0","30","13314","46","0","1","46","10","1","620120046"
"47","47","0","1","10","200000003","47","47","0","1534","47","0","47","47","0","47","47","69","47","47","47","0","300","0","47","47","47","0","201200","0","0","30","13325","47","0","1","47","10","1","620120047"
"48","48","0","1","10","200000003","48","48","0","1572","48","0","48","48","0","48","48","73","48","48","48","0","300","0","48","48","48","0","201200","0","0","30","13336","48","0","1","48","10","1","620120048"
"49","49","0","1","10","200000003","49","49","0","1609","49","0","49","49","0","49","49","77","49","49","49","0","300","0","49","49","49","0","201200","0","0","30","13347","49","0","1","49","10","1","620120049"
"50","50","0","1","10","200000003","50","50","0","1647","50","0","50","50","0","50","50","81","50","50","50","0","300","0","50","50","50","0","201200","0","0","30","13358","50","0","1","50","10","1","620120050"
"51","51","0","1","10","200000003","51","51","0","1689","51","0","51","51","0","51","51","81","51","51","51","0","300","0","51","51","51","0","201200","0","0","30","14848","51","0","1","51","10","1","620120051"
"52","52","0","1","10","200000003","52","52","0","1731","52","0","52","52","0","52","52","81","52","52","52","0","300","0","52","52","52","0","201200","0","0","30","16337","52","0","1","52","10","1","620120052"
"53","53","0","1","10","200000003","53","53","0","1773","53","0","53","53","0","53","53","81","53","53","53","0","300","0","53","53","53","0","201200","0","0","30","17827","53","0","1","53","10","1","620120053"
"54","54","0","1","10","200000003","54","54","0","1816","54","0","54","54","0","54","54","81","54","54","54","0","300","0","54","54","54","0","201200","0","0","30","19317","54","0","1","54","10","1","620120054"
"55","55","0","1","10","200000003","55","55","0","1858","55","0","55","55","0","55","55","81","55","55","55","0","300","0","55","55","55","0","201200","0","0","30","20806","55","0","1","55","10","1","620120055"
"56","56","0","1","10","200000003","56","56","0","1900","56","0","56","56","0","56","56","81","56","56","56","0","300","0","56","56","56","0","201200","0","0","30","22296","56","0","1","56","10","1","620120056"
"57","57","0","1","10","200000003","57","57","0","1942","57","0","57","57","0","57","57","81","57","57","57","0","300","0","57","57","57","0","201200","0","0","30","23785","57","0","1","57","10","1","620120057"
"58","58","0","1","10","200000003","58","58","0","1984","58","0","58","58","0","58","58","81","58","58","58","0","300","0","58","58","58","0","201200","0","0","30","25275","58","0","1","58","10","1","620120058"
"59","59","0","1","10","200000003","59","59","0","2026","59","0","59","59","0","59","59","81","59","59","59","0","300","0","59","59","59","0","201200","0","0","30","26765","59","0","1","59","10","1","620120059"
"60","60","0","1","10","200000003","60","60","0","2069","60","0","60","60","0","60","60","81","60","60","60","0","400","0","60","60","60","0","201200","0","0","30","28254","60","0","1","60","10","1","620120060"
"61","61","0","1","10","200000003","61","61","0","2190","61","0","61","61","0","61","61","81","61","61","61","0","400","0","61","61","61","0","201200","0","0","30","30368","61","0","1","61","10","1","620120061"
"62","62","0","1","10","200000003","62","62","0","2359","62","0","62","62","0","62","62","84","62","62","62","0","400","0","62","62","62","0","201200","0","0","30","30880","62","0","1","62","10","1","620120062"
"63","63","0","1","10","200000003","63","63","0","2527","63","0","63","63","0","63","63","86","63","63","63","0","400","0","63","63","63","0","201200","0","0","30","31393","63","0","1","63","10","1","620120063"
"64","64","0","1","10","200000003","64","64","0","2696","64","0","64","64","0","64","64","89","64","64","64","0","400","0","64","64","64","0","201200","0","0","30","31905","64","0","1","64","10","1","620120064"
"65","65","0","1","10","200000003","65","65","0","2865","65","0","65","65","0","65","65","92","65","65","65","0","400","0","65","65","65","0","201200","0","0","30","32418","65","0","1","65","10","1","620120065"
"66","66","0","1","10","200000003","66","66","0","3033","66","0","66","66","0","66","66","95","66","66","66","0","400","0","66","66","66","0","201200","0","0","30","32930","66","0","1","66","10","1","620120066"
"67","67","0","1","10","200000003","67","67","0","3202","67","0","67","67","0","67","67","97","67","67","67","0","400","0","67","67","67","0","201200","0","0","30","33443","67","0","1","67","10","1","620120067"
"68","68","0","1","10","200000003","68","68","0","3370","68","0","68","68","0","68","68","100","68","68","68","0","400","0","68","68","68","0","201200","0","0","30","33955","68","0","1","68","10","1","620120068"
"69","69","0","1","10","200000003","69","69","0","3539","69","0","69","69","0","69","69","103","69","69","69","0","400","0","69","69","69","0","201200","0","0","30","34468","69","0","1","69","10","1","620120069"
"70","70","0","1","10","200000003","70","70","0","3708","70","0","70","70","0","70","70","106","70","70","70","0","400","0","70","70","70","0","201200","0","0","30","34980","70","0","1","70","10","1","620120070"
"71","71","0","1","10","200000003","71","71","0","3876","71","0","71","71","0","71","71","108","71","71","71","0","400","0","71","71","71","0","201200","0","0","30","35492","71","0","1","71","10","1","620120071"
"1","1","0","1","10","200000003","1","1","0","48","1","0","1","1","0","1","1","9999","1","1","1","0","102","0","1","1","1","0","201201","0","0","30","148","1","0","1","1","10","1","620120101"
"2","2","0","1","10","200000003","2","2","0","22","2","0","2","2","0","2","2","9999","2","2","2","0","102","0","2","2","2","0","201201","0","0","30","285","2","0","1","2","10","1","620120102"
"3","3","0","1","10","200000003","3","3","0","58","3","0","3","3","0","3","3","9999","3","3","3","0","102","0","3","3","3","0","201201","0","0","30","324","3","0","1","3","10","1","620120103"
"4","4","0","1","10","200000003","4","4","0","85","4","0","4","4","0","4","4","9999","4","4","4","0","102","0","4","4","4","0","201201","0","0","30","362","4","0","1","4","10","1","620120104"
"5","5","0","1","10","200000003","5","5","0","116","5","0","5","5","0","5","5","9999","5","5","5","0","105","0","5","5","5","0","201201","0","0","30","400","5","0","1","5","10","1","620120105"
"6","6","0","1","10","200000003","6","6","0","125","6","0","6","6","0","6","6","9999","6","6","6","0","132","0","6","6","6","0","201201","0","0","30","401","6","0","1","6","10","1","620120106"
"7","7","0","1","10","200000003","7","7","0","133","7","0","7","7","0","7","7","9999","7","7","7","0","159","0","7","7","7","0","201201","0","0","30","402","7","0","1","7","10","1","620120107"
"8","8","0","1","10","200000003","8","8","0","142","8","0","8","8","0","8","8","9999","8","8","8","0","182","0","8","8","8","0","201201","0","0","30","435","8","0","1","8","10","1","620120108"
"9","9","0","1","10","200000003","9","9","0","151","9","0","9","9","0","9","9","9999","9","9","9","0","205","0","9","9","9","0","201201","0","0","30","467","9","0","1","9","10","1","620120109"
"10","10","0","1","10","200000003","10","10","0","159","10","0","10","10","0","10","10","9999","10","10","10","0","227","0","10","10","10","0","201201","0","0","30","499","10","0","1","10","10","1","620120110"
"11","11","0","1","10","200000003","11","11","0","168","11","0","11","11","0","11","11","9999","11","11","11","0","250","0","11","11","11","0","201201","0","0","30","532","11","0","1","11","10","1","620120111"
"12","12","0","1","10","200000003","12","12","0","177","12","0","12","12","0","12","12","9999","12","12","12","0","273","0","12","12","12","0","201201","0","0","30","564","12","0","1","12","10","1","620120112"
"13","13","0","1","10","200000003","13","13","0","185","13","0","13","13","0","13","13","9999","13","13","13","0","296","0","13","13","13","0","201201","0","0","30","596","13","0","1","13","10","1","620120113"
"14","14","0","1","10","200000003","14","14","0","187","14","0","14","14","0","14","14","9999","14","14","14","0","298","0","14","14","14","0","201201","0","0","30","632","14","0","1","14","10","1","620120114"
"15","15","0","1","10","200000003","15","15","0","190","15","0","15","15","0","15","15","9999","15","15","15","0","300","0","15","15","15","0","201201","0","0","30","668","15","0","1","15","10","1","620120115"
"16","16","0","1","10","200000003","16","16","0","214","16","0","16","16","0","16","16","9999","16","16","16","0","300","0","16","16","16","0","201201","0","0","30","842","16","0","1","16","10","1","620120116"
"17","17","0","1","10","200000003","17","17","0","237","17","0","17","17","0","17","17","9999","17","17","17","0","300","0","17","17","17","0","201201","0","0","30","1015","17","0","1","17","10","1","620120117"
"18","18","0","1","10","200000003","18","18","0","261","18","0","18","18","0","18","18","9999","18","18","18","0","300","0","18","18","18","0","201201","0","0","30","1189","18","0","1","18","10","1","620120118"
