c1b74586625890f10e4e5400b35d54b67e2dcf9ad5f6a109819a90fc5eaac00e,b2ccea8aff1dd84ab62784310c3e9d09da1af36805ac898cf9fcdd706a6e263d,ffe82516df81a77770d5a39245e9eea773a55683ce03132cb2e3e77a5d706962,6bfbdfdfee04397163ce7c0a4ab46bcc71cb41374ea38ea30b30addde29ff0c0,6cc2b92c3ca7b4a937b87dba0fc3e42280bb609b09fafc488371d32f141c6c84,380b499600b59b6eed143dfcaf3cd448097ebd00efc30cf053e8de3270490d98,eca2529ef7678e21d4890af02141c814b920f7da874692979680a67ab1171c50,d899ced72766c592981c3c413106cb8005f698b2885ecef75469df691e241a9e,d75739bd769e888b2838e3c425a4e2a76e59993cfeaa6c6bf93f8c9b45dc7afc,2cc26a5f4dd9eedcdcbc9348ebd50a18fd381af29b1266d5e33a181bcdd953c2,e6e25f692f79a4852803ee69e27e6f5ec5994554f2687d07cf5659853b604773,208c168094875c9c8265e426ef5cf73f954cdc17127b421b99a16f29b3ec31e6,d6b6722d78f26bcab4914282bdccdd8d6547e4e59f618936e7c77de851459aa9,5e6a2c8a0fbc344d4296b799b14b2412be5f3413786c82cf7ee5117d570a3415,02b4a646142ba0c610e5942e6ea6bdbb7d82befa3382b0da4bcbe225e859f0ab,86c31fcf1df34f323dd5122b3f2b6e32bb13e9368bf7c54058b36f7196290126,3095c471764458a2aa62c3bd6ab59f42f3b21790f9a99f2352fd95dc163d9cc9,8a164f7e0a01075d4f52d675077e193547baa757b94a639e6bf47b95f62d9626,2ac727a8f6e62a0087ea9d895beb1ba90d52ce53fa6eba8457a609eb63b23d9f,c2166f357cb2b0e53ea3e071599d18daa9b342b2a93fa4470dfe45ff4775e37e,5ebfeb1c1b2236da2aa4f06fde0a64b0aea5cb852eb83465538fc02797fdcf08,c75724f7fe790b10b50bba2b8cbad433426a715c916e73106fe1d5254dd27ab8,b6a5d4c4a9e58fe9b0cbbb124d3bee1abd1225a760e2706f6255f7309d8ee3f6,72c60ffec24bad51d108f8c1082a80777aa5b7591cf10d0cdd6b47608f4d0295,0ce2fea12ef98fea0a028027f0ee194b74e85daff10bbe56d67bf1cbc1271da5,1befb1fb03d2e6235fbc30a81541c7dca39bfa616b9c6db9042bb96f35c74a19,852a9594a8454bb2d079521f774f91cf252bfdd55ffb50d17bdf31a33d90e7f1,e22604794ffeb22e2329f755713f31d2fbd036b5454dc1560e88a55927de051b,32ec7668a2e507fc8966b5d1c21b2fdc0a9dc2d737a17439f462d9ba07dd81a1,5e9de8112557888dbccff68a87429f05bcec48a17ba252841053860280e918d6,32f82cc3dbf410d8e46f5868042e1ea46672cd5b37187aeae5016d07613d0adf,8b8fe9bb5f7200b6cdf5d2f4fd2e5a9a1259153c71bde34934b1693d40f03970,e6f6d2d7c2bc39a08e921e41d55da49b9bd45768c0478106ae70e9990afa2988,34452c8fad7a0083ceb48aa258c8e60a2bcf435a2fab314ea3255a1f7e627886,7c9a04d7b10a97f1a1fbe5a18459aef137288eab57a8ee18a4ae2a17b0889e1c,94f40d96eab7fdcf7344c01f656e116be7fb305349bbd6b897bb7b31e3a29a3a,675df83924c24b5f07690f6c584868a4255b9144ae330ceb2713a717faa524d6,c18dce664716c04877aaef515cbe4e18855d5e073bf07c62c8428f7ba10f8a06,8aa292f0590f58980fb199ba7bba50d23136c544939f96aa4535e81f4c306c74,90091176489e48d6ee7430bd0c08baf4a8c0c927317c7d725a8df57f8d04d5af
"14","14","14","14","1","0","200000001","200901","14","10","1594","0","0","284","0","670090114","0","14","30","14","14","14","14","0","0","12","0","14","0","14","14","14","1","14","14","14","14","0","1","10"
"15","15","15","15","1","0","200000001","200901","15","10","1808","0","0","308","0","670090115","0","15","30","15","15","15","15","0","0","13","0","15","0","15","15","15","1","15","15","15","15","0","1","10"
"16","16","16","16","1","0","200000001","200901","16","10","2023","0","0","332","0","670090116","0","16","30","16","16","16","16","0","0","14","0","16","0","16","16","16","1","16","16","16","16","0","1","10"
"17","17","17","17","1","0","200000001","200901","17","10","2238","0","0","356","0","670090117","0","17","30","17","17","17","17","0","0","15","0","17","0","17","17","17","1","17","17","17","17","0","1","10"
"18","18","18","18","1","0","200000001","200901","18","10","2453","0","0","381","0","670090118","0","18","30","18","18","18","18","0","0","16","0","18","0","18","18","18","1","18","18","18","18","0","1","10"
"19","19","19","19","1","0","200000001","200901","19","10","2668","0","0","405","0","670090119","0","19","30","19","19","19","19","0","0","17","0","19","0","19","19","19","1","19","19","19","19","0","1","10"
"20","20","20","20","1","0","200000001","200901","20","10","2883","0","0","429","0","670090120","0","20","30","20","20","20","20","0","0","17","0","20","0","20","20","20","1","20","20","20","20","0","1","10"
"21","21","21","21","1","0","200000001","200901","21","10","3041","0","0","442","0","670090121","0","21","30","21","21","21","21","0","0","17","0","21","0","21","21","21","1","21","21","20","21","0","1","10"
"22","22","22","22","1","0","200000001","200901","22","10","3199","0","0","455","0","670090122","0","22","30","22","22","22","22","0","0","17","0","22","0","22","22","22","1","22","22","20","22","0","1","10"
"23","23","23","23","1","0","200000001","200901","23","10","3357","0","0","469","0","670090123","0","23","30","23","23","23","23","0","0","17","0","23","0","23","23","23","1","23","23","20","23","0","1","10"
"24","24","24","24","1","0","200000001","200901","24","10","3335","0","0","543","0","670090124","0","24","30","24","24","24","24","0","0","28","0","24","0","24","24","24","1","24","24","30","24","0","1","10"
"25","25","25","25","1","0","200000001","200901","25","10","3618","0","0","570","0","670090125","0","25","30","25","25","25","25","0","0","28","0","25","0","25","25","25","1","25","25","30","25","0","1","10"
"26","26","26","26","1","0","200000001","200901","26","10","3902","0","0","598","0","670090126","0","26","30","26","26","26","26","0","0","28","0","26","0","26","26","26","1","26","26","30","26","0","1","10"
"27","27","27","27","1","0","200000001","200901","27","10","4185","0","0","625","0","670090127","0","27","30","27","27","27","27","0","0","28","0","27","0","27","27","27","1","27","27","31","27","0","1","10"
"28","28","28","28","1","0","200000001","200901","28","10","4468","0","0","653","0","670090128","0","28","30","28","28","28","28","0","0","29","0","28","0","28","28","28","1","28","28","31","28","0","1","10"
"29","29","29","29","1","0","200000001","200901","29","10","4752","0","0","680","0","670090129","0","29","30","29","29","29","29","0","0","29","0","29","0","29","29","29","1","29","29","32","29","0","1","10"
"30","30","30","30","1","0","200000001","200901","30","10","5035","0","0","708","0","670090130","0","30","30","30","30","30","30","0","0","29","0","30","0","30","30","30","1","30","30","32","30","0","1","10"
"31","31","31","31","1","0","200000001","200901","31","10","5314","0","0","716","0","670090131","0","31","30","31","31","31","31","0","0","29","0","31","0","31","31","31","1","31","31","32","31","0","1","10"
"32","32","32","32","1","0","200000001","200901","32","10","5592","0","0","725","0","670090132","0","32","30","32","32","32","32","0","0","29","0","32","0","32","32","32","1","32","32","32","32","0","1","10"
"33","33","33","33","1","0","200000001","200901","33","10","5871","0","0","733","0","670090133","0","33","30","33","33","33","33","0","0","29","0","33","0","33","33","33","1","33","33","33","33","0","1","10"
"34","34","34","34","1","0","200000001","200901","34","10","6149","0","0","742","0","670090134","0","34","30","34","34","34","34","0","0","29","0","34","0","34","34","34","1","34","34","33","34","0","1","10"
"35","35","35","35","1","0","200000001","200901","35","10","6428","0","0","750","0","670090135","0","35","30","35","35","35","35","0","0","29","0","35","0","35","35","35","1","35","35","33","35","0","1","10"
"36","36","36","36","1","0","200000001","200901","36","10","7022","0","0","755","0","670090136","0","36","30","36","36","36","36","0","0","29","0","36","0","36","36","36","1","36","36","33","36","0","1","10"
"37","37","37","37","1","0","200000001","200901","37","10","7272","0","0","763","0","670090137","0","37","30","37","37","37","37","0","0","29","0","37","0","37","37","37","1","37","37","33","37","0","1","10"
"38","38","38","38","1","0","200000001","200901","38","10","7523","0","0","770","0","670090138","0","38","30","38","38","38","38","0","0","29","0","38","0","38","38","38","1","38","38","34","38","0","1","10"
"39","39","39","39","1","0","200000001","200901","39","10","7773","0","0","988","0","670090139","0","39","30","39","39","39","39","0","0","29","0","39","0","39","39","39","1","39","39","34","39","0","1","10"
"40","40","40","40","1","0","200000001","200901","40","10","8502","0","0","1049","0","670090140","0","40","30","40","40","40","40","0","0","32","0","40","0","40","40","40","1","40","40","37","40","0","1","10"
"41","41","41","41","1","0","200000001","200901","41","10","9230","0","0","1109","0","670090141","0","41","30","41","41","41","41","0","0","35","0","41","0","41","41","41","1","41","41","40","41","0","1","10"
"42","42","42","42","1","0","200000001","200901","42","10","9959","0","0","1170","0","670090142","0","42","30","42","42","42","42","0","0","38","0","42","0","42","42","42","1","42","42","44","42","0","1","10"
"43","43","43","43","1","0","200000001","200901","43","10","10688","0","0","1230","0","670090143","0","43","30","43","43","43","43","0","0","41","0","43","0","43","43","43","1","43","43","47","43","0","1","10"
"44","44","44","44","1","0","200000001","200901","44","10","11416","0","0","1291","0","670090144","0","44","30","44","44","44","44","0","0","44","0","44","0","44","44","44","1","44","44","50","44","0","1","10"
"45","45","45","45","1","0","200000001","200901","45","10","12145","0","0","1351","0","670090145","0","45","30","45","45","45","45","0","0","47","0","45","0","45","45","45","1","45","45","53","45","0","1","10"
"46","46","46","46","1","0","200000001","200901","46","10","13471","0","0","1419","0","670090146","0","46","30","46","46","46","46","0","0","50","0","46","0","46","46","46","1","46","46","56","46","0","1","10"
"47","47","47","47","1","0","200000001","200901","47","10","14796","0","0","1487","0","670090147","0","47","30","47","47","47","47","0","0","53","0","47","0","47","47","47","1","47","47","60","47","0","1","10"
"48","48","48","48","1","0","200000001","200901","48","10","16122","0","0","1556","0","670090148","0","48","30","48","48","48","48","0","0","57","0","48","0","48","48","48","1","48","48","63","48","0","1","10"
"49","49","49","49","1","0","200000001","200901","49","10","17448","0","0","1624","0","670090149","0","49","30","49","49","49","49","0","0","60","0","49","0","49","49","49","1","49","49","66","49","0","1","10"
"50","50","50","50","1","0","200000001","200901","50","10","18774","0","0","1692","0","670090150","0","50","30","50","50","50","50","0","0","63","0","50","0","50","50","50","1","50","50","70","50","0","1","10"
"51","51","51","51","1","0","200000001","200901","51","10","20099","0","0","1760","0","670090151","0","51","30","51","51","51","51","0","0","66","0","51","0","51","51","51","1","51","51","73","51","0","1","10"
"52","52","52","52","1","0","200000001","200901","52","10","21425","0","0","1828","0","670090152","0","52","30","52","52","52","52","0","0","69","0","52","0","52","52","52","1","52","52","77","52","0","1","10"
"53","53","53","53","1","0","200000001","200901","53","10","22751","0","0","1896","0","670090153","0","53","30","53","53","53","53","0","0","72","0","53","0","53","53","53","1","53","53","80","53","0","1","10"
"54","54","54","54","1","0","200000001","200901","54","10","24077","0","0","1965","0","670090154","0","54","30","54","54","54","54","0","0","76","0","54","0","54","54","54","1","54","54","83","54","0","1","10"
"55","55","55","55","1","0","200000001","200901","55","10","25402","0","0","2033","0","670090155","0","55","30","55","55","55","55","0","0","79","0","55","0","55","55","55","1","55","55","87","55","0","1","10"
"56","56","56","56","1","0","200000001","200901","56","10","26728","0","0","2101","0","670090156","0","56","30","56","56","56","56","0","0","82","0","56","0","56","56","56","1","56","56","90","56","0","1","10"
"57","57","57","57","1","0","200000001","200901","57","10","28067","0","0","2192","0","670090157","0","57","30","57","57","57","57","0","0","85","0","57","0","57","57","57","1","57","57","94","57","0","1","10"
"58","58","58","58","1","0","200000001","200901","58","10","29406","0","0","2282","0","670090158","0","58","30","58","58","58","58","0","0","88","0","58","0","58","58","58","1","58","58","97","58","0","1","10"
"59","59","59","59","1","0","200000001","200901","59","10","30746","0","0","2373","0","670090159","0","59","30","59","59","59","59","0","0","92","0","59","0","59","59","59","1","59","59","101","59","0","1","10"
"60","60","60","60","1","0","200000001","200901","60","10","32085","0","0","2463","0","670090160","0","60","30","60","60","60","60","0","0","95","0","60","0","60","60","60","1","60","60","104","60","0","1","10"
"61","61","61","61","1","0","200000001","200901","61","10","33424","0","0","2554","0","670090161","0","61","30","61","61","61","61","0","0","98","0","61","0","61","61","61","1","61","61","108","61","0","1","10"
"62","62","62","62","1","0","200000001","200901","62","10","33863","0","0","2624","0","670090162","0","62","30","62","62","62","62","0","0","99","0","62","0","62","62","62","1","62","62","109","62","0","1","10"
"63","63","63","63","1","0","200000001","200901","63","10","34303","0","0","2694","0","670090163","0","63","30","63","63","63","63","0","0","100","0","63","0","63","63","63","1","63","63","110","63","0","1","10"
"64","64","64","64","1","0","200000001","200901","64","10","34742","0","0","2764","0","670090164","0","64","30","64","64","64","64","0","0","100","0","64","0","64","64","64","1","64","64","112","64","0","1","10"
"65","65","65","65","1","0","200000001","200901","65","10","35181","0","0","2834","0","670090165","0","65","30","65","65","65","65","0","0","101","0","65","0","65","65","65","1","65","65","113","65","0","1","10"
"66","66","66","66","1","0","200000001","200901","66","10","35670","0","0","2903","0","670090166","0","66","30","66","66","66","66","0","0","102","0","66","0","66","66","66","1","66","66","114","66","0","1","10"
"67","67","67","67","1","0","200000001","200901","67","10","36060","0","0","2973","0","670090167","0","67","30","67","67","67","67","0","0","103","0","67","0","67","67","67","1","67","67","115","67","0","1","10"
"68","68","68","68","1","0","200000001","200901","68","10","36499","0","0","3043","0","670090168","0","68","30","68","68","68","68","0","0","103","0","68","0","68","68","68","1","68","68","117","68","0","1","10"
"69","69","69","69","1","0","200000001","200901","69","10","36938","0","0","3113","0","670090169","0","69","30","69","69","69","69","0","0","104","0","69","0","69","69","69","1","69","69","118","69","0","1","10"
"70","70","70","70","1","0","200000001","200901","70","10","37378","0","0","3183","0","670090170","0","70","30","70","70","70","70","0","0","105","0","70","0","70","70","70","1","70","70","119","70","0","1","10"
"71","71","71","71","1","0","200000001","200901","71","10","37817","0","0","3253","0","670090171","0","71","30","71","71","71","71","0","0","106","0","71","0","71","71","71","1","71","71","120","71","0","1","10"
"1","1","1","1","1","61","200000010","201000","1","10","205","0","0","0","0","670100001","0","1","30","1","1","1","1","0","0","6","0","1","0","1","1","1","1","1","1","6","1","0","1","10"
"2","2","2","2","1","68","200000010","201000","2","10","228","0","0","0","0","670100002","0","2","30","2","2","2","2","0","0","7","0","2","0","2","2","2","1","2","2","6","2","0","1","10"
"3","3","3","3","1","71","200000010","201000","3","10","238","0","0","0","0","670100003","0","3","30","3","3","3","3","0","0","7","0","3","0","3","3","3","1","3","3","7","3","0","1","10"
"4","4","4","4","1","79","200000010","201000","4","10","265","0","0","0","0","670100004","0","4","30","4","4","4","4","0","0","8","0","4","0","4","4","4","1","4","4","7","4","0","1","10"
"5","5","5","5","1","82","200000010","201000","5","10","277","0","0","0","0","670100005","0","5","30","5","5","5","5","0","0","9","0","5","0","5","5","5","1","5","5","8","5","0","1","10"
"6","6","6","6","1","86","200000010","201000","6","10","290","0","0","0","0","670100006","0","6","30","6","6","6","6","0","0","9","0","6","0","6","6","6","1","6","6","8","6","0","1","10"
"7","7","7","7","1","122","200000010","201000","7","10","386","0","0","0","0","670100007","0","7","30","7","7","7","7","0","0","10","0","7","0","7","7","7","1","7","7","8","7","0","1","10"
"8","8","8","8","1","141","200000010","201000","8","10","481","0","0","0","0","670100008","0","8","30","8","8","8","8","0","0","10","0","8","0","8","8","8","1","8","8","9","8","0","1","10"
"9","9","9","9","1","155","200000010","201000","9","10","577","0","0","0","0","670100009","0","9","30","9","9","9","9","0","0","11","0","9","0","9","9","9","1","9","9","9","9","0","1","10"
"10","10","10","10","1","160","200000010","201000","10","10","673","0","0","0","0","670100010","0","10","30","10","10","10","10","0","0","12","0","10","0","10","10","10","1","10","10","10","10","0","1","10"
"11","11","11","11","1","165","200000010","201000","11","10","769","0","0","0","0","670100011","0","11","30","11","11","11","11","0","0","12","0","11","0","11","11","11","1","11","11","10","11","0","1","10"
"12","12","12","12","1","171","200000010","201000","12","10","865","0","0","0","0","670100012","0","12","30","12","12","12","12","0","0","12","0","12","0","12","12","12","1","12","12","10","12","0","1","10"
"13","13","13","13","1","190","200000010","201000","13","10","960","0","0","0","0","670100013","0","13","30","13","13","13","13","0","0","17","0","13","0","13","13","13","1","13","13","15","13","0","1","10"
"14","14","14","14","1","190","200000010","201000","14","10","1057","0","0","0","0","670100014","0","14","30","14","14","14","14","0","0","17","0","14","0","14","14","14","1","14","14","15","14","0","1","10"
"15","15","15","15","1","196","200000010","201000","15","10","1152","0","0","0","0","670100015","0","15","30","15","15","15","15","0","0","18","0","15","0","15","15","15","1","15","15","15","15","0","1","10"
"16","16","16","16","1","202","200000010","201000","16","10","1248","0","0","0","0","670100016","0","16","30","16","16","16","16","0","0","18","0","16","0","16","16","16","1","16","16","15","16","0","1","10"
"17","17","17","17","1","276","200000010","201000","17","10","1344","0","0","0","0","670100017","0","17","30","17","17","17","17","0","0","18","0","17","0","17","17","17","1","17","17","15","17","0","1","10"
"18","18","18","18","1","280","200000010","201000","18","10","1644","0","0","0","0","670100018","0","18","30","18","18","18","18","0","0","19","0","18","0","18","18","18","1","18","18","15","18","0","1","10"
"19","19","19","19","1","285","200000010","201000","19","10","1944","0","0","0","0","670100019","0","19","30","19","19","19","19","0","0","19","0","19","0","19","19","19","1","19","19","16","19","0","1","10"
"20","20","20","20","1","289","200000010","201000","20","10","2244","0","0","0","0","670100020","0","20","30","20","20","20","20","0","0","20","0","20","0","20","20","20","1","20","20","16","20","0","1","10"
"21","21","21","21","1","334","200000010","201000","21","10","2277","0","0","0","0","670100021","0","21","30","21","21","21","21","0","0","20","0","21","0","21","21","21","1","21","21","16","21","0","1","10"
"22","22","22","22","1","377","200000010","201000","22","10","2413","0","0","0","0","670100022","0","22","30","22","22","22","22","0","0","20","0","22","0","22","22","22","1","22","22","16","22","0","1","10"
