780399ef91f91ed1ad22e472e841d7020d797a19c285e1ae54ac022791fff335,bb9074d09cd96c3316b671587d33d085f1f04d58e12ade61d16d6cb088126fad,5dda0ec1c84c5e1edc724cb9a064c6ff35cfad1c818062ea6ce65419fddb6187,a718a1857b0a0b7fc8880f7fb0db3661f801407e10be2d2865a9d89d27cf1236,2bb9a3a2612697583b3da3b2922dfaf195e5843d8a9397ad9217db464bccc7ff,661d59e66d0677639383988fead496753b79ffbea5403768d393036b9452bcb1,fc43d9a38cdbc2e325238de0e67723df9df736e954872778ceff488f227f7b98,18227fffbe094cbe0749308ac8d0105aec004cde34128946b24b08ed353cb0c3,591547cb5e98f48a5bda1e82d99937e675f92467e6ef9b338072c204eac98b7d,cfd44e05bdd89dd99e78be6874b8af643e4324877e78796084ba04e0161e3826,66886144c5a78dd0d9d19a085982329ab7df7d782ae713e67eb454876fffcbc7
"91","","","","0","19080024","","908","","",""
"93","0","","","0.5","19080025","","908","","",""
"3","08_ranfa_talk","","0.1","126911","19080026","","908","","","1"
"3","08_penpokorin","","0.1","5","19080027","","908","","","1"
"21","vo_fpc_20803","","","vo_fpc","19080028","","908","0","",""
"11","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","0.5","0","126911","19080029","0","908","1","0","9"
"91","","","","0","19080030","","908","","",""
"93","0","","","0.5","19080031","","908","","",""
"3","cmn_swm_tread","","0.1","126911","19080032","","908","","","1"
"3","08_penpokorin","","0.1","5","19080033","","908","","","1"
"3","08_kyaru_talk_in","","0.1","107811","19080034","1","908","08_kyaru_talk_loop","0.1","0"
"21","vo_fpc_20804","","","vo_fpc","19080035","","908","0","",""
"11","這、這樣啊……\n話說回來，那個東西會浮起來啊……","0.5","0","107811","19080036","0","908","1","0","11"
"91","","","","0","19080037","","908","","",""
"93","0","","","0.5","19080038","","908","","",""
"3","08_ranfa_talk","","0.1","126911","19080039","","908","","","1"
"3","08_penpokorin","","0.1","5","19080040","","908","","","1"
"21","vo_fpc_20805","","","vo_fpc","19080041","","908","0","",""
"11","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","0.5","0","126911","19080042","0","908","1","0","10"
"91","","","","0","19080043","","908","","",""
"93","0","","","0.5","19080044","","908","","",""
"3","cmn_swm_tread","","0.1","126911","19080045","","908","","","1"
"3","08_penpokorin","","0.1","5","19080046","","908","","","1"
"3","08_kyaru_deny_in","","0.1","107811","19080047","1","908","08_kyaru_deny_loop","0.1","0"
"21","vo_fpc_20806","","","vo_fpc","19080048","","908","0","",""
"11","不，不需要啦！\n總覺得那個很可怕啊，真的是……","0.5","0","107811","19080049","0","908","1","0","9"
"91","","","","0","19080050","","908","","",""
"93","0","","","0.5","19080051","","908","","",""
"3","08_kyaru_run","","","107811","19080052","","908","","","1"
"2","850","","","107811","19080053","","908","2.07390648567119","","-15"
"91","","","","19080053","19080054","","908","","",""
"2","850","","","126911","19080055","","908","4.29864253393665","","-180"
"2","850","","","5","19080056","","908","4.29864253393665","","-180"
"33","850","","","3","19080057","","908","4.29864253393665","","-180"
"91","","","","19080057","19080058","","908","","",""
"1","113611","09_jun_spreadFloat","1.75","1","19090001","-125","909","-850","0","12"
"1","113511","09_cmn_float","1.75","1","19090002","-125","909","-850","1","12"
"1","113411","09_cmn_float","1.75","1","19090003","-180","909","-1050","0","22"
"1","122811","09_misogi_run","1.4875","1","19090004","-15","909","750","1","12"
"31","11","","1","4","19090005","1","909","-125","","-850"
"31","21","","1","6","19090006","1","909","-125","","-820"
"31","31","","1","6","19090007","1","909","-180","","-1050"
"23","se_fpc_water_random","","","se_10053800","19090008","","909","","","1"
"91","0","","","19090007","19090009","","909","","",""
"2","225","","","113611","19090010","12","909","6.32352941176471","","-125"
"33","225","","","11","19090011","12","909","6.32352941176471","","-125"
"93","0","","","3","19090012","","909","","",""
"2","-750","","","122811","19090013","","909","5.65610859728507","","-15"
"93","0","","","0.7","19090014","","909","","",""
"3","09_jun_notice_in","","0.1","113611","19090015","1","909","09_jun_notice_loop","0.1","0"
"91","","","","19090010","19090016","","909","","",""
"3","09_jun_alart_in","","0.1","113611","19090017","1","909","09_jun_alart_loop","0.1","0"
"2","-125","","","113511","19090018","12","909","4.26470588235294","","-125"
"33","-95","","","21","19090019","12","909","4.26470588235294","","-125"
"2","-350","","","113411","19090020","12","909","4.11764705882353","","-180"
"33","-350","","","31","19090021","12","909","4.11764705882353","","-180"
"93","0","","","0.5","19090022","","909","","",""
"21","vo_fpc_20900","","","vo_fpc","19090023","","909","0","",""
"11","哎呀……\n在泳池邊奔跑是很危險的喔！","0.5","0","113611","19090024","0","909","1","0","8"
"91","","","","0","19090025","","909","","",""
"93","0","","","0.5","19090026","","909","","",""
"91","","","","19090018","19090027","","909","","",""
"3","09_jun_idle_in","","0.1","113611","19090028","1","909","09_jun_idle_loop","0.1","0"
"3","09_cmn_float_talk","","0.1","113511","19090029","","909","","","1"
"21","vo_fpc_20901","","","vo_fpc","19090030","","909","0","",""
"11","哎呀？\n剛剛好像是純的聲音……","0.5","0","113511","19090031","0","909","1","0","7"
"91","","","","0","19090032","","909","","",""
"93","0","","","0.5","19090033","","909","","",""
"91","","","","19090033","19090034","","909","","",""
"3","09_cmn_float","","0.1","113511","19090035","","909","","","1"
"3","09_cmn_float_search","","0.1","113411","19090036","","909","","","1"
"21","vo_fpc_20902","","","vo_fpc","19090037","","909","0","",""
"11","咦？真的嗎？\n在哪裡？","0.5","0","113411","19090038","0","909","1","0","7"
"91","","","","0","19090039","","909","","",""
"93","0","","","0.5","19090040","","909","","",""
"3","09_jun_talk1_loop","","0.1","113611","19090041","","909","","","1"
"3","09_cmn_float","","0.1","113411","19090042","","909","","","1"
"21","vo_fpc_20903","","","vo_fpc","19090043","","909","0","",""
"11","（美里老師和初音？說起來，\n我一直都穿著鎧甲跟她們見面啊。\n用這個模樣感覺有點羞恥……）","0.5","0","113611","19090044","0","909","1","0","8"
"91","","","","0","19090045","","909","","",""
"93","0","","","0.5","19090046","","909","","",""
"21","vo_fpc_20904","","","vo_fpc","19090047","","909","0","",""
"11","請問……\n妳們是在找什麼人嗎？","0.5","0","113611","19090048","0","909","1","0","7"
"91","","","","0","19090049","","909","","",""
"93","0","","","0.5","19090050","","909","","",""
"4","0","","","113511","19090051","","909","","",""
"33","-125","","","21","19090052","","909","0","","-125"
"3","09_cmn_float_notice","","","113511","19090053","1","909","09_cmn_float_talk","0.1","0"
"21","vo_fpc_20905","","","vo_fpc","19090054","","909","0","",""
"11","是的，是一個總是穿著鎧甲的人……","0.5","0","113511","19090055","0","909","1","0","9"
"91","","","","0","19090056","","909","","",""
"93","0","","","0.5","19090057","","909","","",""
"3","09_cmn_float_smile","","0.1","113411","19090058","","909","","","1"
"3","09_cmn_float","","0.1","113511","19090059","","909","","","1"
"21","vo_fpc_20906","","","vo_fpc","19090060","","909","0","",""
"11","是一個有趣又帥氣的人♪","0.5","0","113411","19090061","0","909","1","0","8"
"91","","","","0","19090062","","909","","",""
"93","0","","","0.5","19090063","","909","","",""
"3","09_jun_talk2_loop","","0.3","113611","19090064","","909","","","1"
"3","09_cmn_float","","0.1","113411","19090065","","909","","","1"
"21","vo_fpc_20907","","","vo_fpc","19090066","","909","0","",""
"11","穿著鎧甲嗎……\n我沒有看到那樣的人呢……","0.5","0","113611","19090067","0","909","1","0","8"
"91","","","","0","19090068","","909","","",""
"93","0","","","0.5","19090069","","909","","",""
"3","09_cmn_float_talk","","0.1","113511","19090070","","909","","","1"
"21","vo_fpc_20908","","","vo_fpc","19090071","","909","0","",""
"11","這樣子啊──\n難道是我的錯覺嗎。","0.5","0","113511","19090072","0","909","1","0","8"
"91","","","","0","19090073","","909","","",""
"93","0","","","0.5","19090074","","909","","",""
"3","09_cmn_float","","0.1","113511","19090075","","909","","","1"
"21","vo_fpc_20909","","","vo_fpc","19090076","","909","0","",""
"11","穿著鎧甲的人是不會\n在這種地方的吧？\n畢竟感覺就不是來游泳的打扮……","0.5","0","113611","19090077","0","909","1","0","8"
"91","","","","0","19090078","","909","","",""
"93","0","","","0.5","19090079","","909","","",""
"3","09_cmn_float_talk","","0.1","113511","19090080","","909","","","1"
"21","vo_fpc_20910","","","vo_fpc","19090081","","909","0","",""
"11","不過，純她\n在盛夏的海邊也是穿著鎧甲吧？","0.5","0","113511","19090082","0","909","1","0","8"
"91","","","","0","19090083","","909","","",""
"93","0","","","0.5","19090084","","909","","",""
"3","09_cmn_float_smile","","0.1","113411","19090085","","909","","","1"
"3","09_cmn_float","","0.1","113511","19090086","","909","","","1"
"21","vo_fpc_20911","","","vo_fpc","19090087","","909","0","",""
"11","嗯！\n她就算在海裡穿著鎧甲也一定沒問題的♪","0.5","0","113411","19090088","0","909","1","0","10"
"91","","","","0","19090089","","909","","",""
"93","0","","","0.5","19090090","","909","","",""
"3","09_jun_talk3_loop","","0.1","113611","19090091","","909","","","1"
"21","vo_fpc_20912","","","vo_fpc","19090092","","909","0","",""
"11","還、還真是個奇怪的人呢……\n啊哈哈哈……","0.5","0","113611","19090093","0","909","1","0","11"
"91","","","","0","19090094","","909","","",""
"93","0","","","0.5","19090095","","909","","",""
"21","vo_fpc_20913","","","vo_fpc","19090096","","909","0","",""
"11","（晚點穿上鎧甲\n來打個招呼吧……）","0.5","0","113611","19090097","0","909","1","0","8"
"91","","","","0","19090098","","909","","",""
"93","0","","","0.5","19090099","","909","","",""
"3","09_jun_float_in","","0.1","113611","19090100","1","909","09_jun_float_loop","0.1","0"
"2","850","","","113611","19090101","","909","3.67647058823529","","-125"
"33","850","","","11","19090102","","909","3.67647058823529","","-125"
"2","850","","","113511","19090103","","909","5.73529411764706","","-125"
"33","850","","","21","19090104","","909","5.73529411764706","","-125"
"2","850","","","113411","19090105","","909","7.05882352941176","","-180"
"33","850","","","31","19090106","","909","7.05882352941176","","-180"
"91","","","","19090105","19090107","","909","","",""
"1","110411","10_cmn_run","1.75","1","19100001","-15","910","-750","0","22"
"1","110511","10_cmn_run","1.75","1","19100002","-15","910","-750","0","13"
"1","107911","cmn_run_def_N","1.4875","1","19100003","-15","910","-750","0","12"
"31","11","","0","4","19100004","1","910","-15","","-750"
"31","1171","","0","117","19100005","1","910","-180","","50"
"31","21","","0","4","19100006","1","910","-15","","-750"
"31","1172","","0","118","19100007","1","910","-125","","275"
"31","119","","0","119","19100008","1","910","-15","","-50"
"31","12","","0","109","19100009","1","910","20","","-50"
"31","22","","0","108","19100010","1","910","55","","-50"
"23","se_fpc_water_random","","","se_10053800","19100011","","910","","","1"
"91","0","","","19100010","19100012","","910","","",""
"2","-50","","","107911","19100013","","910","3.16742081447964","","-15"
"91","","","","19100013","19100014","","910","","",""
"3","10_tamaki_handUp_in","","0.1","107911","19100015","1","910","10_tamaki_handUp_loop","0.1","0"
"21","vo_fpc_21000","","","vo_fpc","19100016","","910","0","",""
"11","喵、喵、喵～♪\n雖然我討厭被水弄溼……","0.5","0","107911","19100017","0","910","1","0","7"
"91","","","","0","19100018","","910","","",""
"93","0","","","0.5","19100019","","910","","",""
"21","vo_fpc_21001","","","vo_fpc","19100020","","910","0","",""
"11","但這是在人多的地方賣鯛魚燒的\n機會喵！我要賺大錢喵──！","0.5","0","107911","19100021","0","910","1","0","8"
"91","","","","0","19100022","","910","","",""
"93","0","","","0.5","19100023","","910","","",""
"2","-200","","","110511","19100024","","910","2.07390648567119","","-15"
"33","-200","","","21","19100025","","910","2.07390648567119","","-15"
"93","0","","","0.5","19100026","","910","","",""
"21","vo_fpc_21002","","","vo_fpc","19100027","","910","0","",""
"11","我要上了──！\n琉球犬跳水──！","0","0","110511","19100028","0","910","1","0","31"
"91","","","","19100024","19100029","","910","","",""
"23","se_10053800_910_jump_kaori","","","se_10053800","19100030","","910","","",""
"3","10_kaori_dive","","0.1","110511","19100031","","910","","","0"
"93","0","","","1","19100032","","910","","",""
"6","1","","0.1","110511","19100033","0","910","1","","1"
"32","1","","","22","19100034","","910","","",""
"93","0","","","0.2","19100035","","910","","",""
"32","1","","","119","19100036","","910","","",""
"3","10_tamaki_wet","","0.1","107911","19100037","","910","","","1"
"93","0","","","0.5","19100038","","910","","",""
"2","-50","","","110511","19100039","","910","0","","-125"
"33","-50","","","21","19100040","","910","0","","-125"
"93","0","","","0.2","19100041","","910","","",""
"32","1","","","21","19100042","","910","","",""
"6","1","","0.7","110511","19100043","1","910","1","","1"
"3","10_cmn_float_back_in","","0.1","110511","19100044","1","910","10_cmn_float_back","0.1","0"
"2","275","","","110511","19100045","11","910","1.22549019607843","","-125"
"33","275","","","21","19100046","11","910","1.22549019607843","","-125"
"93","0","","","2","19100047","","910","","",""
"2","-220","","","110411","19100048","","910","2.07390648567119","","-15"
"33","-220","","","11","19100049","","910","2.07390648567119","","-15"
"93","0","","","0.5","19100050","","910","","",""
"21","vo_fpc_21004","","","vo_fpc","19100051","","910","0","",""
"11","好，我可不會輸喔！\n沃爾芬跳水，開玩笑的！","0.5","0","110411","19100052","0","910","1","0","26"
"91","","","","19100048","19100053","","910","","",""
"3","10_makoto_boost_in","","0.1","110411","19100054","1","910","10_makoto_boost_loop","0.1","0"
"93","0","","","1.5","19100055","","910","","",""
"3","10_makoto_dive","","0.1","110411","19100056","","910","","","0"
"93","0","","","0.1","19100057","","910","","",""
"23","se_10053800_910_jump_makoto","","","se_10053800","19100058","","910","","",""
"93","0","","","1","19100059","","910","","",""
"6","1","","0.1","110411","19100060","0","910","1","","1"
"32","1","","","12","19100061","","910","","",""
"93","0","","","0.4","19100062","","910","","",""
"32","0","","","119","19100063","","910","","",""
"32","1","","","119","19100064","","910","","",""
"3","10_tamaki_wet2","","0.2","107911","19100065","","910","","","1"
"93","0","","","0.4","19100066","","910","","",""
"2","-50","","","110411","19100067","","910","0","","-180"
"33","-50","","","11","19100068","","910","0","","-180"
"93","0","","","0.2","19100069","","910","","",""
"32","1","","","11","19100070","","910","","",""
"6","1","","0.7","110411","19100071","1","910","1","","1"
"3","10_cmn_float_back_in","","0.1","110411","19100072","1","910","10_cmn_float_back","0.1","0"
"2","50","","","110411","19100073","11","910","1.22549019607843","","-180"
"33","50","","","11","19100074","11","910","1.22549019607843","","-180"
"93","0","","","1.5","19100075","","910","","",""
