eee743833681bb9d33a0d1d77b3d13840132040cb9deb1e10da6ff349cc4821e,fa207cc632e6c10cf82f06190a5f0f9aea9064db547c1f971c67146b5b937d03,2b698e1e871601be613cc979908d1377f047f692563fc19d414244bb495decd9,0b80a2abb9537ade2fe2becab799cdb7b68c32919c2797b5bc68e8a8e5efb7ef,196824c81086b0702e806813d767da4b10d1ec96fc8afd7915f84d8aebe97084
"500","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001021","boss_def_lower_limit"
"501","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001021","boss_magic_def_lower_limit"
"502","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001021","9"
"503","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001022","14"
"504","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001022","11"
"505","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001022","17"
"506","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001022","boss_def_lower_limit"
"507","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001022","boss_magic_def_lower_limit"
"508","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001022","9"
"509","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001023","14"
"510","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001023","11"
"511","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001023","17"
"512","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001023","boss_def_lower_limit"
"513","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001023","boss_magic_def_lower_limit"
"514","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001023","9"
"515","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001024","14"
"516","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001024","11"
"517","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001024","17"
"518","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001024","boss_def_lower_limit"
"519","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001024","boss_magic_def_lower_limit"
"520","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001024","9"
"521","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001025","14"
"522","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001025","11"
"523","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001025","17"
"524","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001025","boss_def_lower_limit"
"525","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001025","boss_magic_def_lower_limit"
"526","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001025","9"
"527","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001026","14"
"528","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001026","11"
"529","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001026","17"
"530","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001026","boss_def_lower_limit"
"531","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001026","boss_magic_def_lower_limit"
"532","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001026","9"
"533","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001027","14"
"534","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001027","11"
"535","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001027","17"
"536","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001027","boss_def_lower_limit"
"537","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001027","boss_magic_def_lower_limit"
"538","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001027","9"
"539","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001028","14"
"540","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001028","11"
"541","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001028","17"
"542","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001028","boss_def_lower_limit"
"543","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001028","boss_magic_def_lower_limit"
"544","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001028","9"
"545","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001029","14"
"546","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001029","11"
"547","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001029","17"
"548","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001029","boss_def_lower_limit"
"549","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001029","boss_magic_def_lower_limit"
"550","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001029","9"
"551","當編成4名以上風屬性角色時，屬性獎勵數值將會強化，風屬性以外的屬性獎勵將會無效。","風屬性獎勵特大幅度提升","83001030","14"
"552","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","83001030","11"
"553","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","83001030","17"
"554","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","83001030","boss_def_lower_limit"
"555","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","83001030","boss_magic_def_lower_limit"
"556","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","83001030","9"
"557","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","減少TP下降","83001030","boss_tp_down_cut"
"558","戰鬥開始時，大幅度降低全體角色的物理攻擊力。","降低物理攻擊力","83001030","5"
"559","戰鬥開始時，大幅度降低全體角色的魔法攻擊力。","降低魔法攻擊力","83001030","6"
"560","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001001","15"
"561","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001001","11"
"562","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001001","17"
"563","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001001","boss_def_lower_limit"
"564","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001001","boss_magic_def_lower_limit"
"565","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001001","9"
"566","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001002","15"
"567","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001002","11"
"568","戰鬥開始時，將全體角色TP上升的上限值提升至150。","賦予TP上升上限","84001002","17"
"569","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","提升物理防禦力（不可降低）","84001002","boss_def_lower_limit"
"570","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","提升魔法防禦力（不可降低）","84001002","boss_magic_def_lower_limit"
"571","戰鬥開始時，大幅度降低全體角色的HP吸收。","降低HP吸收","84001002","9"
"572","當編成4名以上光屬性角色時，屬性獎勵數值將會強化，光屬性以外的屬性獎勵將會無效。","光屬性獎勵特大幅度提升","84001003","15"
"573","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","深域怪物","84001003","11"
