7b57efa79541fbf7130b5c3930474d023351ca3776f2ec3ad87e0b8a60e5be8f,9f50129995039fc3a9662cbd17df392b4dbe3fcbfb6d97c50304f8f8b670ed17,3a4d4e1cf99cbc96df07d0673407646b449ab0446a435e301f78a87977ea6187,fbde344906f99b67c74e305135093178bd4ab441938b7fc73cd88cc19e037bd8,187f4264fd81cd4ad6c6b5e34ecbf372331eea7d0d0ab2494c41a080e4959130,7fb34218cdcc1152e68b83256e19ebcd0d65caad2bf75a3f7627fe477ad1f05d,301fca8a4adee96960a2f88bff7747963957aec8e6e2269590c344ea26abaa10,459748a50fe8b3d59cfc1496661e73d7ed57113e7ae3385f0119c8dad8fb7a72,0b54452c9f5ad2638da6dd8d77357122dfbe63163af771bae8bb04f7e237d179,1ad8ba57db2a120bb8c03b996fe8dac3bc41d36b0ecea9645199a52bd2c83c10,ae2adfe4cd8b4073bdb226e84a9a0cfc7576c503da2156195a6cc9243afb48ef
"1","","105111","","","3","14112","1","14112037","0.2","wac_idle_doya"
"0","","102711","wac_talk_smile_loop_L","","3","14112","1","14112038","0.2","wac_talk_smile_in_L"
"0","","vo_wac_220705","0","","21","14112","","14112039","","vo_wac_220705_003"
"10","0","102711","1","0.5","11","14112","1","14112040","0","嘻嘻……我看見了唷。\n杏奈，妳在後面\n興沖沖收拾用具的模樣……"
"","","0","","","91","14112","","14112041","",""
"1","","102711","","","3","14112","1","14112042","0.2","wac_idle_smile_L"
"0","","105611","wac_talk_doya_loop_L","","3","14112","1","14112043","0.2","wac_talk_doya_in_L"
"0","","vo_wac_220705","0","","21","14112","","14112044","","vo_wac_220705_004"
"10","0","105611","1","0.5","11","14112","1","14112045","0","哈哈，那真是幫大忙了。\n妳雖然說話方式古怪，\n但在這種地方很細心呢，\n真是好孩子。"
"","","0","","","91","14112","","14112046","",""
"1","","105611","","","3","14112","1","14112047","0.2","wac_idle_smile_L"
"1","","100911","","","3","14112","","14112048","0.2","wac_talk_anger"
"0","","vo_wac_220705","0","","21","14112","","14112049","","vo_wac_220705_005"
"10","0","100911","1","0.5","11","14112","1","14112050","0","什！別叫我好孩子！\n我只是因為沒事幹才做的，\n就想說至少用全知全能……\n嗚嗚，別用那種溫暖的眼神看我！"
"","","0","","","91","14112","","14112051","",""
"","","0","","","22","14112","","14112052","","0"
"","","","","","111","14112","","14112053","",""
"1","","105611","","","3","14113","","14113001","0.2","wac_idle_smile_L"
"1","","102711","","","3","14113","","14113002","0.2","wac_idle_smile_L"
"1","","100911","","","3","14113","","14113003","0.2","wac_idle_sad_shy"
"1","","105111","","","3","14113","","14113004","0.2","wac_idle_doya"
"1","","101311","","","3","14113","","14113005","0.2","wac_idle_wish"
"1","","111","","","3","14113","","14113006","0.2","wac_no_items"
"1","","112","","","3","14113","","14113007","0.2","wac_no_items"
"1","","113","","","3","14113","","14113008","0.2","wac_no_items"
"1","","114","","","3","14113","","14113009","0.2","wac_no_items"
"1","","115","","","3","14113","","14113010","0.2","wac_no_items"
"-335","","105611","0","","2","14113","","14113011","","-190"
"-360","","102711","0","","2","14113","","14113012","","-335"
"-360","","100911","0","","2","14113","","14113013","","190"
"-335","","105111","0","","2","14113","","14113014","","350"
"-360","","101311","0","","2","14113","","14113015","","500"
"-335","","111","0","","2","14113","","14113016","","-190"
"-360","","112","0","","2","14113","","14113017","","-335"
"-360","","113","0","","2","14113","","14113018","","190"
"-335","","114","0","","2","14113","","14113019","","350"
"-360","","115","0","","2","14113","","14113020","","500"
"","","55","","","32","14113","","14113021","","0"
"","","16","","","32","14113","","14113022","","0"
"","","0","","","91","14113","","14113023","",""
"202","0","1","-108","wac_default_01","1","14211","-213","14211001","2","101011"
"201","0","1","-108","wac_default_03","5","14211","-213","14211002","2","111"
"0","","21","0","","31","14211","1","14211003","1","21"
"0","","54","0","","31","14211","1","14211004","0","54"
"0","","11","0","","31","14211","1","14211005","0","11"
"0","","501","0","","31","14211","1","14211006","1","501"
"0","","101011","","","3","14211","0","14211007","0.2","wac_paint_01"
"0","","111","","","3","14211","0","14211008","0.2","wac_paint_03"
"","","0","","","93","14211","","14211009","","0"
"","","11","","","32","14211","","14211010","","1"
"0","","se_10035700","","","23","14211","","14211011","","se_10035700_brush"
"","","101011","","","13","14211","","14211012","","300"
"","","1","","","131","14211","","14211013","",""
"0","","101011","wac_talk_smile_loop","","3","14212","1","14212001","0.2","wac_talk_smile_in"
"1","","111","","","3","14212","","14212002","0.2","wac_no_items"
"-340","","101011","0","","2","14212","","14212003","","200"
"-340","","111","0","","2","14212","","14212004","","200"
"","","21","","","32","14212","","14212005","","0"
"","","54","","","32","14212","","14212006","","1"
"","","11","","","32","14212","","14212007","","0"
"0","","vo_wac_220706","0","","21","14212","","14212008","","vo_wac_220706_000"
"10","0","101011","1","0.5","11","14212","1","14212009","0","呵呵，又完成了♪\n一開始雖然出了點意外，\n但也能熟練地\n用尾巴尖端上色了。"
"","","0","","","91","14212","","14212010","",""
"0","","vo_wac_220706","0","","21","14212","","14212011","","vo_wac_220706_001"
"10","0","101011","1","0.5","11","14212","1","14212012","0","繪圖事業啊，\n真步真步王國也想嘗試呢。\n每天的公務是畫圖……\n呵呵，感覺會很開心呢♪"
"","","0","","","91","14212","","14212013","",""
"","","0","","","22","14212","","14212014","","0"
"1","","101011","","","3","14213","","14213001","0.2","wac_idle_smile"
"1","","111","","","3","14213","","14213002","0.2","wac_no_items"
"-340","","101011","0","","2","14213","","14213003","","200"
"-340","","111","0","","2","14213","","14213004","","200"
"","","21","","","32","14213","","14213005","","0"
"","","54","","","32","14213","","14213006","","1"
"","","11","","","32","14213","","14213007","","0"
"","","0","","","91","14213","","14213008","",""
"204","0","1","-167","wac_default_bot_31","1","14311","-325","14311001","2","104311"
"202","0","1","230","wac_default_51","1","14311","-325","14311002","2","101711"
"256","0","1","-330","wac_default_bot_81","1","14311","-350","14311003","2","101411"
"254","0","1","340","wac_default_bot_91","1","14311","-350","14311004","2","101011"
"203","0","1","-167","wac_default_bot_35","5","14311","-325","14311005","2","111"
"201","0","1","230","wac_default_bot_54","5","14311","-325","14311006","2","113"
"255","0","1","-330","wac_default_84","5","14311","-350","14311007","2","114"
"253","0","1","340","wac_default_91","5","14311","-350","14311008","2","115"
"","","101411","","","13","14311","","14311009","","300"
"","","101011","","","13","14311","","14311010","","300"
"","","101711","","","13","14311","","14311011","","300"
"","","104311","","","13","14311","","14311012","","300"
"0","","26","0","","31","14311","1","14311013","1","26"
"0","","30","0","","31","14311","1","14311014","0","30"
"0","","17","0","","31","14311","1","14311015","0","17"
"0","","501","0","","31","14311","1","14311016","1","501"
"0","","104311","","","3","14311","0","14311017","0.2","wac_paint_bot_31"
"0","","111","","","3","14311","0","14311018","0.2","wac_paint_bot_35"
"0","","101711","","","3","14311","0","14311019","0.2","wac_paint_bot_51"
"0","","113","","","3","14311","0","14311020","0.2","wac_paint_bot_54"
"0","","101411","","","3","14311","0","14311021","0.2","wac_paint_bot_81"
"0","","114","","","3","14311","0","14311022","0.2","wac_paint_84"
"0","","101011","","","3","14311","0","14311023","0.2","wac_paint_bot_91"
"0","","115","","","3","14311","0","14311024","0.2","wac_paint_91"
"","","0","","","93","14311","","14311025","","0"
"","","17","","","32","14311","","14311026","","1"
"0","","se_common","","","23","14311","","14311027","","se_sys_login_birthday_calendar_smallbrush"
"","","1","","","131","14311","","14311028","",""
"1","","101411","","","3","14312","","14312001","0","wac_idle_smile_L"
"1","","101011","","","3","14312","","14312002","0","wac_idle_smile_L"
"1","","101711","","","3","14312","","14312003","0","wac_idle_kyapi"
"1","","104311","","","3","14312","","14312004","0","wac_idle_smile"
"1","","111","","","3","14312","","14312005","0","wac_no_items"
"1","","113","","","3","14312","","14312006","0","wac_no_items"
"1","","114","","","3","14312","","14312007","0","wac_no_items"
"1","","115","","","3","14312","","14312008","0","wac_no_items"
"-360","","101411","0","","2","14312","","14312009","","-335"
"-335","","101011","0","","2","14312","","14312010","","-190"
"-335","","101711","0","","2","14312","","14312011","","190"
"-360","","104311","0","","2","14312","","14312012","","350"
"-360","","111","0","","2","14312","","14312013","","-335"
"-335","","113","0","","2","14312","","14312014","","-190"
"-335","","114","0","","2","14312","","14312015","","190"
"-360","","115","0","","2","14312","","14312016","","350"
"","","26","","","32","14312","","14312017","","0"
"","","30","","","32","14312","","14312018","","1"
"","","17","","","32","14312","","14312019","","0"
"0","","101711","wac_talk_kyapi_loop","","3","14312","1","14312020","0.2","wac_talk_kyapi_in"
"0","","vo_wac_220707","0","","21","14312","","14312021","","vo_wac_220707_000"
"10","0","101711","1","0.5","11","14312","1","14312022","0","呵呵，畫圖真開心耶～！\n怎麼畫都不會膩……\n再加上唱歌跳舞就更快樂了～！"
"","","0","","","91","14312","","14312023","",""
"1","","101711","","","3","14312","1","14312024","0.2","wac_idle_kyapi"
"1","","104311","","","3","14312","","14312025","0.2","wac_talk_anger_shy"
"0","","vo_wac_220707","0","","21","14312","","14312026","","vo_wac_220707_001"
"10","0","104311","1","0.5","11","14312","1","14312027","0","笨、笨蛋！拿著畫筆時\n別跳舞啦！尾巴要是\n沾到顏料會很難清理的！"
"","","0","","","91","14312","","14312028","",""
"1","","104311","","","3","14312","1","14312029","0.2","wac_idle_sad_shy"
"0","","101011","wac_talk_smile_loop_L","","3","14312","1","14312030","0.2","wac_talk_smile_in_L"
"0","","vo_wac_220707","0","","21","14312","","14312031","","vo_wac_220707_002"
"10","0","101011","1","0.5","11","14312","1","14312032","0","人家之前也不小心沾到尾巴了。\n呵呵，不過請安心吧。\n人家會教妳\n清乾淨的好方法。"
"","","0","","","91","14312","","14312033","",""
"1","","101011","","","3","14312","1","14312034","0.2","wac_idle_smile_L"
"0","","101411","wac_talk_smile_loop_L","","3","14312","1","14312035","0.2","wac_talk_smile_in_L"
"0","","vo_wac_220707","0","","21","14312","","14312036","","vo_wac_220707_003"
"10","0","101411","1","0.5","11","14312","1","14312037","0","呵呵，回去後，\n得和大家一起洗個澡才行呢。\n……我衣服也有點弄髒了，\n好像自己也變成了畫布似的。"
"","","0","","","91","14312","","14312038","",""
"","","0","","","22","14312","","14312039","","0"
"","","","","","111","14312","","14312040","",""
"1","","101411","","","3","14313","","14313001","0.2","wac_idle_smile_L"
"1","","101011","","","3","14313","","14313002","0.2","wac_idle_smile_L"
"1","","101711","","","3","14313","","14313003","0.2","wac_idle_kyapi"
"1","","104311","","","3","14313","","14313004","0.2","wac_idle_sad_shy"
"1","","111","","","3","14313","","14313005","0.2","wac_no_items"
"1","","113","","","3","14313","","14313006","0.2","wac_no_items"
"1","","114","","","3","14313","","14313007","0.2","wac_no_items"
"1","","115","","","3","14313","","14313008","0.2","wac_no_items"
"-360","","101411","0","","2","14313","","14313009","","-335"
"-335","","101011","0","","2","14313","","14313010","","-190"
"-335","","101711","0","","2","14313","","14313011","","190"
"-360","","104311","0","","2","14313","","14313012","","350"
"-360","","111","0","","2","14313","","14313013","","-335"
"-335","","113","0","","2","14313","","14313014","","-190"
"-335","","114","0","","2","14313","","14313015","","190"
"-360","","115","0","","2","14313","","14313016","","350"
"","","26","","","32","14313","","14313017","","0"
"","","30","","","32","14313","","14313018","","1"
"","","17","","","32","14313","","14313019","","0"
"","","0","","","91","14313","","14313020","",""
"202","0","1","-108","wac_default_11","1","14411","-213","14411001","2","104311"
"201","0","1","-108","wac_default_12","5","14411","-213","14411002","2","111"
"0","","21","0","","31","14411","1","14411003","1","21"
"0","","54","0","","31","14411","1","14411004","0","54"
"0","","11","0","","31","14411","1","14411005","0","11"
"0","","501","0","","31","14411","1","14411006","1","501"
"0","","104311","","","3","14411","0","14411007","0.2","wac_paint_11"
"0","","111","","","3","14411","0","14411008","0.2","wac_paint_12"
"","","0.3","","","93","14411","","14411009","","0"
"","","11","","","32","14411","","14411010","","1"
"0","","se_10035700","","","23","14411","","14411011","","se_10035700_roller"
"","","104311","","","13","14411","","14411012","","300"
"","","1","","","131","14411","","14411013","",""
"0","","104311","wac_talk_smile_loop","","3","14412","1","14412001","0.2","wac_talk_smile_in"
"1","","111","","","3","14412","","14412002","0.2","wac_no_items"
"-340","","104311","0","","2","14412","","14412003","","200"
"-340","","111","0","","2","14412","","14412004","","200"
"","","21","","","32","14412","","14412005","","0"
"","","54","","","32","14412","","14412006","","1"
"","","11","","","32","14412","","14412007","","0"
"0","","vo_wac_220708","0","","21","14412","","14412008","","vo_wac_220708_000"
"10","0","104311","1","0.5","11","14412","1","14412009","0","好，又完成了！\n嘿嘿，我已經相當熟練了。\n感覺就算閉著眼睛\n也畫得出來呢。"
"","","0","","","91","14412","","14412010","",""
"0","","104311","wac_talk_surprise_loop_shy","","3","14412","1","14412011","0.2","wac_talk_surprise_in_shy"
"0","","vo_wac_220708","0","","21","14412","","14412012","","vo_wac_220708_001"
"10","0","104311","1","0.5","11","14412","1","14412013","0","……呃，嗚哇！？\n尾巴沾到顏料了！？\n傷、傷腦筋……又得拜託公主\n幫忙清理了……"
"","","0","","","91","14412","","14412014","",""
"","","0","","","22","14412","","14412015","","0"
"1","","104311","","","3","14413","","14413001","0.2","wac_idle_surprise_shy"
"1","","111","","","3","14413","","14413002","0.2","wac_no_items"
"-340","","104311","0","","2","14413","","14413003","","200"
"-340","","111","0","","2","14413","","14413004","","200"
"","","21","","","32","14413","","14413005","","0"
"","","54","","","32","14413","","14413006","","1"
"","","11","","","32","14413","","14413007","","0"
"","","0","","","91","14413","","14413008","",""
"202","0","1","-108","wac_default_01","1","14511","-213","14511001","2","101411"
"201","0","1","-108","wac_default_03","5","14511","-213","14511002","2","111"
"0","","21","0","","31","14511","1","14511003","1","21"
"0","","54","0","","31","14511","1","14511004","0","54"
"0","","11","0","","31","14511","1","14511005","0","11"
