2bba1388355832f8894357cc225b6c39de9c0a81c46368a7637bf243c470189a,f3d608b72a595c091aaed6c534d56b39d6425f78ba8cc8ee0813a073298e3110,1c004dcfae142b778bd4dc1dbd16f559d2a4fdbc85a11793dc57c5a7a5a97e2c,f372b8545cc8224c885c6646c890a773feeaa4e1cedf374e0b5402b18dae5318,9d62172377b316d95f6e94b445b6712b789d4c5bef230d21be3cc59268c2efa7,f6a4f5f9e6cee7033d37d8bd03b503d66ae66cdc38d64da10ea1b1fa7ec7823f,7545de159cb66b4ee70c000311395b2f3f65f460e3cc1efb8f19df348d4c6390,aebbeb58aed2a3103c9ff7f90561b6fea469e0eba634591c96b525cdf2efebe7,024daeac62f66c02a6f3f329fb18044e5ac93d35006b01df82c76915144323f3,77d8d79822eecee772880399e5f27f4ec726c5162a9211a482c34d925ae07444,652990a47d46dcbd5f69a5a59cbff9c002cef8b429499467507ed20ad0a9a7b8
"-200","100","1","1.7","1","1007407","117631","1007407003","1","mhp_sit_idle","365"
"0.85","-240","31","1","1","1007407","1","1007407004","","","-154"
"-220","110","5","1.7","1","1007407","11","1007407005","0","NoItem","-200"
"-220","105","5","1.7","1","1007407","12","1007407006","0","NoItem","-200"
"-220","110","5","1.7","1","1007407","21","1007407007","1","NoItem","185"
"-220","105","5","1.7","1","1007407","22","1007407008","1","NoItem","185"
"0","1","6","0","11","1007407","1","1007407009","0","","1"
"0","1","6","0","12","1007407","1","1007407010","0","","1"
"0","1","6","0","21","1007407","1","1007407011","0","","1"
"0","1","6","0","22","1007407","1","1007407012","0","","1"
"-220","110","5","1.7","1","1007407","31","1007407013","0","NoItem","-1000"
"","","91","","0","1007407","","1007407014","","",""
"","1","3","0.2","117531","1007407","mhp_sit_talk_normal","1007407015","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2001","1007407016","","","0"
"0","7","11","0","117531","1007407","下一位請進～","1007407017","0","0.5","0"
"","","91","","0","1007407","","1007407018","","",""
"","1","3","0.2","117531","1007407","mhp_sit_idle","1007407019","","",""
"","1","3","0.2","102511","1007407","mhp_walk","1007407020","","",""
"0","-220","2","","102511","1007407","-400","1007407021","","","3"
"","","93","","3","1007407","","1007407022","","",""
"","1","3","0.2","102511","1007407","mhp_talk_sad","1007407023","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2002","1007407024","","","0"
"0","3","11","0","102511","1007407","好、好的，打擾……哇啊！\n痛痛痛，對、對不起……！","1007407025","10","0.5","1"
"","","93","","2","1007407","1","1007407026","","",""
"","","23","","se_10031400","1007407","se_10031400_panic","1007407027","","",""
"","0","3","0.2","102511","1007407","mhp_suzume_fall_in","1007407028","","",""
"","","93","","3","1007407","","1007407029","","",""
"1","0","3","0.2","102511","1007407","mhp_suzume_fall_out","1007407030","0.2","","mhp_idle_sad"
"","","93","","2","1007407","","1007407031","","",""
"","","91","","1007407025","1007407","","1007407032","","",""
"","1","3","0.2","102511","1007407","mhp_suzume_walk_sad","1007407033","","",""
"0","-220","2","","102511","1007407","-200","1007407034","","","2"
"","","91","","0","1007407","","1007407035","","",""
"1","0","3","0.2","102511","1007407","mhp_suzume_sit_in_sad","1007407036","0.2","","mhp_suzume_sit_idle_sad2"
"","","93","","1","1007407","0","1007407037","","",""
"","1","3","0.2","117631","1007407","mhp_sit_idle_sad","1007407038","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2003","1007407039","","","0"
"0","8","11","0","117631","1007407","（……那個人是不是\n在空無一物的地方跌倒了？）","1007407040","0","0.5","1"
"","","91","","0","1007407","","1007407041","","",""
"","1","3","0.2","117631","1007407","mhp_sit_idle","1007407042","","",""
"","1","3","0.2","117531","1007407","mhp_sit_talk_normal","1007407043","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2004","1007407044","","","0"
"0","5","11","0","117531","1007407","呃，妳是叫鈴莓吧？\n妳今天怎麼了？\n是腳因為跌倒而受傷之類的問題嗎？","1007407045","0","0.5","1"
"","","91","","0","1007407","","1007407046","","",""
"","1","3","0.2","117531","1007407","mhp_sit_idle","1007407047","","",""
"","1","3","0.2","102511","1007407","mhp_sit_talk_wish","1007407048","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2005","1007407049","","","0"
"0","4","11","0","102511","1007407","不、不是的，其實……\n我、我是想治好我的冒失！","1007407050","0","0.5","1"
"","","91","","0","1007407","","1007407051","","",""
"","","93","","2","1007407","0","1007407052","","",""
"","1","3","0.2","102511","1007407","mhp_sit_idle_wish","1007407053","","",""
"","1","3","0.2","117531","1007407","mhp_sit_talk_surprise2","1007407054","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2006","1007407055","","","0"
"0","6","11","0","117531","1007407","…………啊，抱歉。\n因為實在遠超乎我的預料，\n讓我停止思考了……","1007407056","0","0.5","1"
"","","93","","2","1007407","1","1007407057","","",""
"","1","3","0.2","117531","1007407","mhp_sit_talk_sad","1007407058","","",""
"","","91","","1007407056","1007407","","1007407059","","",""
"","1","3","0.2","117531","1007407","mhp_sit_idle","1007407060","","",""
"","1","3","0.2","102511","1007407","mhp_sit_talk_sad","1007407061","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2007","1007407062","","","0"
"0","4","11","0","102511","1007407","這、這麼沒常識的事情，\n果然是不能靠醫生的吧……","1007407063","0","0.5","1"
"","","91","","0","1007407","","1007407064","","",""
"","1","3","0.2","102511","1007407","mhp_sit_idle_sad","1007407065","","",""
"","1","3","0.2","117531","1007407","mhp_sit_talk_thinking","1007407066","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2008","1007407067","","","0"
"0","4","11","0","117531","1007407","……雖然是密醫，\n但我也需要顧及顏面，\n所以會盡力而為。\n我想想，就給妳──","1007407068","0","0.5","1"
"","","91","","0","1007407","","1007407069","","",""
"","0","103","","我開冒失治癒藥水給妳吧。","1007407","1007407073","1007407070","","",""
"","0","103","","我開個退冒失魔丸給妳吧。","1007407","1007407115","1007407071","","",""
"","0","103","","快穿上這件冒失矯正帶。","1007407","1007407157","1007407072","","",""
"0","1","3","0.2","117531","1007407","mhp_sit_idle","1007407073","","",""
"0","1","3","0.2","102511","1007407","mhp_sit_talk_surprise2","1007407074","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2009","1007407075","","","0"
"0","6","11","0","102511","1007407","原、原來有這種藥嗎！","1007407076","0","0.5","1"
"","","91","","0","1007407","","1007407077","","",""
"1","0","3","0.2","117531","1007407","mhp_sit_out","1007407078","0","","mhp_idle_normal"
"","","93","","0.6","1007407","0","1007407079","","",""
"1","0","3","0.2","102511","1007407","mhp_sit_out","1007407080","0","","mhp_idle_normal"
"","","93","","0.2","1007407","0","1007407081","","",""
"0","1","3","0.2","102511","1007407","mhp_walk","1007407082","","",""
"0","-220","2","","102511","1007407","35","1007407083","","","1.5"
"0","-220","2","","31","1007407","35","1007407084","","","1.5"
"0","-220","2","","11","1007407","35","1007407085","","","1.5"
"0","-220","2","","12","1007407","35","1007407086","","","1.5"
"","","93","","0.3","1007407","0","1007407087","","",""
"1","0","3","0.2","117531","1007407","mhp_handover_in","1007407088","0","","mhp_handover_loop"
"1","1","6","0","21","1007407","1","1007407089","0","","1"
"1","1","6","0","22","1007407","1","1007407090","0","","1"
"1","0","3","0.2","21","1007407","mhp_handover_in","1007407091","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007407","mhp_item_EX0004_handover_in","1007407092","0","","mhp_item_EX0004_handover_loop"
"","","93","","1.2","1007407","0","1007407093","","",""
"1","0","3","0.2","102511","1007407","mhp_handover_receive_in","1007407094","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007407","1","1007407095","0","","1"
"1","1","6","0","12","1007407","1","1007407096","0","","1"
"1","0","3","0.2","11","1007407","mhp_receive_suzume_in","1007407097","0","","mhp_receive_suzume_loop"
"1","0","3","0.2","12","1007407","mhp_item_EX0004_receive_in","1007407098","0","","mhp_item_EX0004_receive_loop"
"","","93","","0.6","1007407","0","1007407099","","",""
"1","1","6","0.4","22","1007407","1","1007407100","0","","1"
"","","93","","0.4","1007407","0","1007407101","","",""
"1","0","3","0.2","117531","1007407","mhp_handover_out","1007407102","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007407","mhp_handover_out","1007407103","0","","NoItem_idle"
"1","0","3","0.2","22","1007407","mhp_item_EX0004_handover_out","1007407104","0","","NoItem_idle"
"","","93","","0.4","1007407","0","1007407105","","",""
"1","0","3","0.2","102511","1007407","mhp_handover_receive_out","1007407106","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007407","mhp_receive_suzume_out","1007407107","0","","NoItem_idle"
"1","0","3","0.2","12","1007407","mhp_item_EX0004_receive_out","1007407108","0","","NoItem_idle"
"","","93","","2","1007407","0","1007407109","","",""
"0","1","3","0.2","117531","1007407","mhp_talk_thinking","1007407110","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2010","1007407111","","","0"
"0","4","11","0","117531","1007407","有啊。\n因為效果馬上就會顯現，\n妳之後就照常生活吧。","1007407112","0","0.5","1"
"","","91","","0","1007407","","1007407113","","",""
"","","101","","1007407197","1007407","","1007407114","","",""
"1","0","3","0.2","117531","1007407","mhp_sit_out","1007407115","0","","mhp_idle_normal"
"","","93","","0.6","1007407","0","1007407116","","",""
"1","0","3","0.2","102511","1007407","mhp_sit_out","1007407117","0","","mhp_idle_normal"
"","","93","","0.2","1007407","0","1007407118","","",""
"0","1","3","0.2","102511","1007407","mhp_walk","1007407119","","",""
"0","-220","2","","102511","1007407","35","1007407120","","","1.5"
"0","-220","2","","31","1007407","35","1007407121","","","1.5"
"0","-220","2","","11","1007407","35","1007407122","","","1.5"
"0","-220","2","","12","1007407","35","1007407123","","","1.5"
"","","93","","0.3","1007407","0","1007407124","","",""
"1","0","3","0.2","117531","1007407","mhp_handover_in","1007407125","0","","mhp_handover_loop"
"1","1","6","0","21","1007407","1","1007407126","0","","1"
"1","1","6","0","22","1007407","1","1007407127","0","","1"
"1","0","3","0.2","21","1007407","mhp_handover_in","1007407128","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007407","mhp_item_EX0006_handover_in","1007407129","0","","mhp_item_EX0006_handover_loop"
"","","93","","1.2","1007407","0","1007407130","","",""
"1","0","3","0.2","102511","1007407","mhp_handover_receive_in","1007407131","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007407","1","1007407132","0","","1"
"1","1","6","0","12","1007407","1","1007407133","0","","1"
"1","0","3","0.2","11","1007407","mhp_receive_suzume_in","1007407134","0","","mhp_receive_suzume_loop"
"1","0","3","0.2","12","1007407","mhp_item_EX0006_receive_in","1007407135","0","","mhp_item_EX0006_receive_loop"
"","","93","","0.6","1007407","0","1007407136","","",""
"1","1","6","0.4","22","1007407","1","1007407137","0","","1"
"","","93","","0.4","1007407","0","1007407138","","",""
"1","0","3","0.2","117531","1007407","mhp_handover_out","1007407139","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007407","mhp_handover_out","1007407140","0","","NoItem_idle"
"1","0","3","0.2","22","1007407","mhp_item_EX0006_handover_out","1007407141","0","","NoItem_idle"
"","","93","","0.4","1007407","0","1007407142","","",""
"1","0","3","0.2","102511","1007407","mhp_handover_receive_out","1007407143","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007407","mhp_receive_suzume_out","1007407144","0","","NoItem_idle"
"1","0","3","0.2","12","1007407","mhp_item_EX0006_receive_out","1007407145","0","","NoItem_idle"
"","","93","","2","1007407","0","1007407146","","",""
"0","1","3","0.2","102511","1007407","mhp_talk_sad","1007407147","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2011","1007407148","","","0"
"0","6","11","0","102511","1007407","總、總覺得這就像糖果呢……","1007407149","0","0.5","1"
"","","91","","0","1007407","","1007407150","","",""
"0","1","3","0.2","102511","1007407","mhp_idle_sad","1007407151","","",""
"0","1","3","0.2","117531","1007407","mhp_talk_normal","1007407152","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2012","1007407153","","","0"
"0","5","11","0","117531","1007407","這是為了讓妳方便服用。\n一天三次，等全部吃完後，\n妳再過來吧。","1007407154","0","0.5","1"
"","","91","","0","1007407","","1007407155","","",""
"","","101","","1007407197","1007407","","1007407156","","",""
"1","0","3","0.2","117531","1007407","mhp_sit_out","1007407157","0","","mhp_idle_normal"
"","","93","","0.6","1007407","0","1007407158","","",""
"1","0","3","0.2","102511","1007407","mhp_sit_out","1007407159","0","","mhp_idle_normal"
"","","93","","0.2","1007407","0","1007407160","","",""
"0","1","3","0.2","102511","1007407","mhp_walk","1007407161","","",""
"0","-220","2","","102511","1007407","35","1007407162","","","1.5"
"0","-220","2","","31","1007407","35","1007407163","","","1.5"
"0","-220","2","","11","1007407","35","1007407164","","","1.5"
"0","-220","2","","12","1007407","35","1007407165","","","1.5"
"","","93","","0.3","1007407","0","1007407166","","",""
"1","0","3","0.2","117531","1007407","mhp_handover_in","1007407167","0","","mhp_handover_loop"
"1","1","6","0","21","1007407","1","1007407168","0","","1"
"1","1","6","0","22","1007407","1","1007407169","0","","1"
"1","0","3","0.2","21","1007407","mhp_handover_in","1007407170","0","","mhp_handover_loop"
"1","0","3","0.2","22","1007407","mhp_item_EX0011_handover_in","1007407171","0","","mhp_item_EX0011_handover_loop"
"","","93","","1.2","1007407","0","1007407172","","",""
"1","0","3","0.2","102511","1007407","mhp_handover_receive_in","1007407173","0","","mhp_handover_receive_loop"
"1","1","6","0","11","1007407","1","1007407174","0","","1"
"1","1","6","0","12","1007407","1","1007407175","0","","1"
"1","0","3","0.2","11","1007407","mhp_receive_suzume_in","1007407176","0","","mhp_receive_suzume_loop"
"1","0","3","0.2","12","1007407","mhp_item_EX0011_receive_in","1007407177","0","","mhp_item_EX0011_receive_loop"
"","","93","","0.6","1007407","0","1007407178","","",""
"1","1","6","0.4","22","1007407","1","1007407179","0","","1"
"","","93","","0.4","1007407","0","1007407180","","",""
"1","0","3","0.2","117531","1007407","mhp_handover_out","1007407181","0","","mhp_idle_normal"
"1","0","3","0.2","21","1007407","mhp_handover_out","1007407182","0","","NoItem_idle"
"1","0","3","0.2","22","1007407","mhp_item_EX0011_handover_out","1007407183","0","","NoItem_idle"
"","","93","","0.4","1007407","0","1007407184","","",""
"1","0","3","0.2","102511","1007407","mhp_handover_receive_out","1007407185","0","","mhp_idle_normal"
"1","0","3","0.2","11","1007407","mhp_receive_suzume_out","1007407186","0","","NoItem_idle"
"1","0","3","0.2","12","1007407","mhp_item_EX0011_receive_out","1007407187","0","","NoItem_idle"
"","","93","","2","1007407","0","1007407188","","",""
"0","1","3","0.2","102511","1007407","mhp_talk_joy2","1007407189","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2013","1007407190","","","0"
"0","5","11","0","102511","1007407","居、居然有這樣的東西……\n真希望我有早點戴上！","1007407191","0","0.5","1"
"","","91","","0","1007407","","1007407192","","",""
"0","1","3","0.2","102511","1007407","mhp_idle_normal","1007407193","","",""
"0","1","3","0.2","117531","1007407","mhp_talk_normal","1007407194","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2014","1007407195","","","0"
"0","4","11","0","117531","1007407","那只是輔助用具而已喔。\n關鍵還是在於妳自己能不能小心，\n妳別忘記這一點喔。","1007407196","0","0.5","1"
"","","91","","0","1007407","","1007407197","","",""
"0","1","3","0.2","117531","1007407","mhp_idle_normal","1007407198","","",""
"0","1","3","0.2","102511","1007407","mhp_talk_normal","1007407199","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2015","1007407200","","","0"
"0","4","11","","102511","1007407","謝謝妳，醫生！\n我一定會克服冒失的！","1007407201","0","0.5","1"
"","","91","","0","1007407","","1007407202","","",""
"","","22","","0","1007407","0","1007407203","","",""
"0","1","3","0.2","102511","1007407","mhp_walk","1007407204","","",""
"","","4","","102511","1007407","1","1007407205","","",""
"0","-220","2","","102511","1007407","-1000","1007407206","","","5"
"","","93","","0.5","1007407","","1007407207","","",""
"","2","12","0","102511","1007407","6","1007407208","0","",""
"","","93","","4","1007407","0","1007407209","","",""
"0","1","3","0.2","117631","1007407","mhp_sit_talk_normal","1007407210","","",""
"","0","21","","vo_mhp_1007407","1007407","vo_mhp_2016","1007407211","","","0"
"0","10","11","0","117631","1007407","醫生，剛才那是真的有效嗎？","1007407212","0","0.5","1"
"","","91","","0","1007407","","1007407213","","",""
"0","1","3","0.2","117631","1007407","mhp_sit_idle","1007407214","","",""
"0","1","3","0.2","117531","1007407","mhp_talk_thinking","1007407215","","",""
