075cc5fbb92f289373b9d253da02f20749b92f45d36bcaa006af71db394055e6,8aeb3dda0400bafd7755e53b7f9ac790e202fe1730ae0911bfcee5eff4172d2e,43cfed16d2aedb92d23cb16c6793a772701889ce73fc0429313decad2518fee7,d365873a955004914a88fea37fb19c9bed6266ff57b67b419d96bb8c6ca32471,9e09a2310f6e8f15b362a09a0bd629c92982320b5766c6731262ac2f1a05e901,4bb62b9e37b3c38dde1bbb242df81e7614627ae34d9f7d9e32ab68bcfccb2f95,d530f24510c0a705414018e8d8592a8ad946f896821d675edb49b104f17220bd,4f17978b32efe3d9309595db4e21dc313f2b06ee15a87cd7864e051ca152f485,54ba5a29dd9d0f3548c5ba0c64346a26794bdc8eb53194cc9be58b7d69b42035,051bf78a037308a3976929fbe2b8a9fb654a221add60ae885ba68fb02eb65a2f,df0dc144010186d85a3a6086c0eb81fdc8008f63ef229894d9b5b955b12a945b
"1","14114004","-310","270","102711","14114","1","wac_birthday_idle_normal","2","259","1"
"1","14114005","-270","390","101311","14114","1","wac_birthday_idle_kyapi","2","257","1"
"1","14114006","-310","500","105111","14114","1","wac_birthday_idle_wish","2","258","1"
"13","14114007","","","300","14114","","","","","100911"
"13","14114008","","","300","14114","","","","","105611"
"31","14114009","1","0","501","14114","","","0","0","501"
"31","14114010","1","0","600","14114","","","1","0","600"
"31","14114011","1","0","602","14114","","","0","0","602"
"31","14114012","1","0","603","14114","","","0","0","603"
"31","14114013","1","60","604","14114","","","1","30","604"
"31","14114014","1","0","613","14114","","","1","0","613"
"31","14114015","1","0","700","14114","","","0","0","700"
"31","14114016","1","0","701","14114","","","0","0","701"
"31","14114017","1","0","702","14114","","","0","0","702"
"31","14114018","1","0","800","14114","","","0","0","800"
"31","14114019","1","60","914","14114","","","1","30","914"
"93","14114020","","","","14114","","","","","1"
"3","14114021","1","wac_birthday_reaction_05","wac_birthday_reaction_03","14114","0.2","","0.2","0","102711"
"3","14114022","1","wac_birthday_reaction_03","wac_birthday_reaction_01","14114","0.2","","0.2","0","105611"
"93","14114023","","","","14114","","","","","0.1"
"3","14114024","1","wac_birthday_reaction_03","wac_birthday_reaction_05","14114","0.2","","0.2","0","101311"
"3","14114025","1","wac_birthday_reaction_05","wac_birthday_reaction_04","14114","0.2","","0.2","0","105111"
"93","14114026","","","","14114","","","","","0.3"
"3","14114027","","","wac_birthday_anna_run_01","14114","","","0.2","1","100911"
"2","14114028","","3","0","14114","","","","-70","100911"
"93","14114029","","","","14114","","","","","2.5"
"32","14114030","","","1","14114","","","","","602"
"93","14114031","","","","14114","","","","","0.6"
"32","14114032","","","1","14114","","","","","501"
"32","14114033","","","0","14114","","","","","600"
"32","14114034","","","0","14114","","","","","613"
"32","14114035","","","0","14114","","","","","604"
"32","14114036","","","1","14114","","","","","701"
"33","14114037","","0.01","0","14114","","","","0","914"
"3","14114038","1","wac_birthday_anna_wish_02","wac_birthday_blowout_01","14114","0.2","","0.2","0","100911"
"2","14114039","","0.01","-200","14114","","","","-330","100911"
"3","14114040","","","wac_birthday_idle_smile","14114","","","0.2","1","105611"
"2","14114041","","0.01","150","14114","","","","-320","105611"
"3","14114042","","","wac_birthday_idle_normal","14114","","","0.2","1","102711"
"2","14114043","","0.01","260","14114","","","","-360","102711"
"3","14114044","","","wac_birthday_idle_kyapi","14114","","","0.2","1","101311"
"2","14114045","","0.01","380","14114","","","","-320","101311"
"3","14114046","","","wac_birthday_idle_wish","14114","","","0.2","1","105111"
"2","14114047","","0.01","480","14114","","","","-340","105111"
"93","14114048","","","","14114","","","","","0"
"32","14114049","","","1","14114","","","","","800"
"93","14114050","","","","14114","","","","","0.7"
"32","14114051","","","1","14114","","","","","702"
"93","14114052","","","","14114","","","","","0.5"
"23","14114053","","","se_sys_login_birthday_blow_candle","14114","","","","0","se_common"
"32","14114054","","","0","14114","","","","","701"
"93","14114055","","","","14114","","","","","0.4"
"23","14114056","","","se_sys_login_birthday_cracker","14114","","","","0","se_common"
"32","14114057","","","1","14114","","","","","700"
"23","14114058","","","se_sys_login_birthday_calendar_applause","14114","","","","0","se_common"
"3","14114059","1","wac_birthday_idle_smile","wac_birthday_clap","14114","0.2","","0.2","0","105611"
"3","14114060","1","wac_birthday_idle_kyapi","wac_birthday_clap","14114","0.2","","0.2","0","101311"
"93","14114061","","","","14114","","","","","0.1"
"3","14114062","1","wac_birthday_idle_normal","wac_birthday_clap","14114","0.2","","0.2","0","102711"
"93","14114063","","","","14114","","","","","0.1"
"3","14114064","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","14114","0.2","","0.2","0","105111"
"93","14114065","","","","14114","","","","","2"
"131","14114066","","","","14114","","","","","1"
"21","14114067","","0","vo_wac_14114_000","14114","","","","0","vo_wac_14114"
"11","14114068","1","1","這是給我的生日禮物……！？\n唔，被這樣對待的話，\n魔瞳的封印會解開的！\n平、平靜，給我平靜下來……！","14114","0","0.5","0","10","100911"
"91","14114069","","","","14114","","","","","0"
"3","14114070","","","wac_birthday_idle_sad","14114","","","0.2","1","100911"
"3","14114071","","","wac_birthday_talk_smile","14114","","","0.2","1","105611"
"21","14114072","","0","vo_wac_14114_001","14114","","","","0","vo_wac_14114"
"11","14114073","1","1","哈哈，封印在那隻眼裡\n某人，也高興到流淚了吧？\n這樣費時費力地準備蛋糕\n也值得了呢。","14114","0","0.5","0","10","105611"
"91","14114074","","","","14114","","","","","0"
"3","14114075","","","wac_birthday_idle_smile","14114","","","0.2","1","105611"
"3","14114076","","","wac_birthday_talk_anger","14114","","","0.2","1","100911"
"21","14114077","","0","vo_wac_14114_002","14114","","","","0","vo_wac_14114"
"11","14114078","1","1","我、我可沒在哭喔！？\n剛剛只是稍微把\n沾到臉上的顏料擦掉而已……！\n才不是因為覺得被看到很丟臉……","14114","0","0.5","0","10","100911"
"91","14114079","","","","14114","","","","","0"
"3","14114080","","","wac_birthday_talk_smile","14114","","","0.2","1","100911"
"21","14114081","","0","vo_wac_14114_003","14114","","","","0","vo_wac_14114"
"11","14114082","1","1","但、但是那個……謝謝你們大家！\n這真的是幾乎要使我內在封印解開的……\n意外驚喜！所以……\n我會用心品嚐的！我要吃囉！","14114","0","0.5","0","10","100911"
"91","14114083","","","","14114","","","","","0"
"22","14114084","","","","14114","","","","","0"
"25","14314001","","","bgm_M321_2C","14314","","","","","bgm_M321"
"1","14314002","-70","-1000","101711","14314","0","wac_birthday_idle_normal","2","250","1"
"1","14314003","-270","200","104311","14314","1","wac_birthday_idle_normal","2","256","1"
"1","14314004","-310","320","101011","14314","1","wac_birthday_idle_wish","2","258","1"
"1","14314005","-290","450","101411","14314","1","wac_birthday_idle_smile","2","257","1"
"13","14314006","","","300","14314","","","","","101711"
"13","14314007","","","300","14314","","","","","104311"
"31","14314008","1","0","501","14314","","","0","0","501"
"31","14314009","1","0","600","14314","","","1","0","600"
"31","14314010","1","0","602","14314","","","0","0","602"
"31","14314011","1","0","603","14314","","","0","0","603"
"31","14314012","1","60","604","14314","","","1","30","604"
"31","14314013","1","0","613","14314","","","1","0","613"
"31","14314014","1","0","700","14314","","","0","0","700"
"31","14314015","1","0","701","14314","","","0","0","701"
"31","14314016","1","0","702","14314","","","0","0","702"
"31","14314017","1","0","800","14314","","","0","0","800"
"31","14314018","1","60","915","14314","","","1","30","915"
"93","14314019","","","","14314","","","","","1"
"3","14314020","1","wac_birthday_reaction_05","wac_birthday_reaction_03","14314","0.2","","0.2","0","101011"
"93","14314021","","","","14314","","","","","0.1"
"3","14314022","1","wac_birthday_reaction_03","wac_birthday_reaction_02","14314","0.2","","0.2","0","104311"
"3","14314023","1","wac_birthday_reaction_03","wac_birthday_reaction_01","14314","0.2","","0.2","0","101411"
"93","14314024","","","","14314","","","","","0.3"
"3","14314025","","","wac_birthday_run_01","14314","","","0.2","1","101711"
"2","14314026","","3","0","14314","","","","-70","101711"
"93","14314027","","","","14314","","","","","2.5"
"32","14314028","","","1","14314","","","","","602"
"93","14314029","","","","14314","","","","","0.6"
"32","14314030","","","1","14314","","","","","501"
"32","14314031","","","0","14314","","","","","600"
"32","14314032","","","0","14314","","","","","613"
"32","14314033","","","0","14314","","","","","604"
"32","14314034","","","1","14314","","","","","701"
"33","14314035","","0.01","0","14314","","","","0","915"
"3","14314036","1","wac_birthday_wish_02","wac_birthday_blowout_02","14314","0.2","","0.2","0","101711"
"2","14314037","","0.01","-200","14314","","","","-330","101711"
"3","14314038","","","wac_birthday_idle_normal","14314","","","0.2","1","104311"
"2","14314039","","0.01","180","14314","","","","-320","104311"
"3","14314040","","","wac_birthday_idle_wish","14314","","","0.2","1","101011"
"2","14314041","","0.01","300","14314","","","","-360","101011"
"3","14314042","","","wac_birthday_idle_smile","14314","","","0.2","1","101411"
"2","14314043","","0.01","430","14314","","","","-340","101411"
"93","14314044","","","","14314","","","","","0"
"32","14314045","","","1","14314","","","","","800"
"93","14314046","","","","14314","","","","","0.7"
"32","14314047","","","1","14314","","","","","702"
"93","14314048","","","","14314","","","","","0.5"
"23","14314049","","","se_sys_login_birthday_blow_candle","14314","","","","0","se_common"
"32","14314050","","","0","14314","","","","","701"
"93","14314051","","","","14314","","","","","0.4"
"23","14314052","","","se_sys_login_birthday_cracker","14314","","","","0","se_common"
"32","14314053","","","1","14314","","","","","700"
"23","14314054","","","se_sys_login_birthday_calendar_applause","14314","","","","0","se_common"
"3","14314055","1","wac_birthday_idle_normal","wac_birthday_clap","14314","0.2","","0.2","0","104311"
"93","14314056","","","","14314","","","","","0.1"
"3","14314057","1","wac_birthday_idle_wish","wac_birthday_clap_to_wish","14314","0.2","","0.2","0","101011"
"93","14314058","","","","14314","","","","","0.1"
"3","14314059","1","wac_birthday_idle_smile","wac_birthday_clap","14314","0.2","","0.2","0","101411"
"93","14314060","","","","14314","","","","","2"
"131","14314061","","","","14314","","","","","1"
"21","14314062","","0","vo_wac_14314_000","14314","","","","0","vo_wac_14314"
"11","14314063","1","1","哇啊，這個生日蛋糕……！\n是大家一起做給我的呀～？\n我從沒看過\n這麼大的蛋糕耶──！","14314","0","0.5","0","10","101711"
"91","14314064","","","","14314","","","","","0"
"3","14314065","","","wac_birthday_idle_kyapi","14314","","","0.2","1","101711"
"3","14314066","","","wac_birthday_talk_doya","14314","","","0.2","1","104311"
"21","14314067","","0","vo_wac_14314_001","14314","","","","0","vo_wac_14314"
"11","14314068","1","1","嘿嘿，做了不習慣的事，\n但我也有幫了一點忙喔。\n那個、像切草莓之類的……\n真的只有幫到一點點就是了！","14314","0","0.5","0","10","104311"
"91","14314069","","","","14314","","","","","0"
"3","14314070","","","wac_birthday_idle_doya","14314","","","0.2","1","104311"
"3","14314071","","","wac_birthday_talk_smile","14314","","","0.2","1","101711"
"21","14314072","","0","vo_wac_14314_002","14314","","","","0","vo_wac_14314"
"11","14314073","1","1","欸嘿嘿，我真的是說不出的\n開心～！若要將這份心情\n傳達給大家……\n就只能唱歌跳舞了──！","14314","0","0.5","0","10","101711"
"91","14314074","","","","14314","","","","","0"
"3","14314075","","","wac_birthday_talk_kyapi","14314","","","0.2","1","101711"
"21","14314076","","0","vo_wac_14314_003","14314","","","","0","vo_wac_14314"
"11","14314077","1","1","好，大家也一起來唱歌嘛～！\n這麼一來，\n我就會展現前所未有的\n最棒舞姿給你們看喔！","14314","0","0.5","0","10","101711"
"91","14314078","","","","14314","","","","","0"
"22","14314079","","","","14314","","","","","0"
"25","14714001","","","bgm_M321_2C","14714","","","","","bgm_M321"
"1","14714002","-70","-1000","105611","14714","0","wac_birthday_idle_normal","2","250","1"
"1","14714003","-260","170","100911","14714","1","wac_birthday_idle_doya","2","256","1"
"1","14714004","-310","250","105111","14714","1","wac_birthday_idle_normal","2","259","1"
"1","14714005","-270","370","102711","14714","1","wac_birthday_idle_wish","2","257","1"
"1","14714006","-310","500","101311","14714","1","wac_birthday_idle_smile","2","258","1"
"13","14714007","","","300","14714","","","","","105611"
"13","14714008","","","300","14714","","","","","100911"
"31","14714009","1","0","501","14714","","","0","0","501"
"31","14714010","1","0","600","14714","","","1","0","600"
"31","14714011","1","0","602","14714","","","0","0","602"
"31","14714012","1","0","603","14714","","","0","0","603"
"31","14714013","1","60","604","14714","","","1","30","604"
"31","14714014","1","0","613","14714","","","1","0","613"
"31","14714015","1","0","700","14714","","","0","0","700"
"31","14714016","1","0","701","14714","","","0","0","701"
"31","14714017","1","0","702","14714","","","0","0","702"
"31","14714018","1","0","800","14714","","","0","0","800"
"31","14714019","1","60","916","14714","","","1","30","916"
"93","14714020","","","","14714","","","","","1"
"3","14714021","1","wac_birthday_reaction_04","wac_birthday_reaction_01","14714","0.2","","0.2","0","105111"
"3","14714022","1","wac_birthday_reaction_03","wac_birthday_reaction_02","14714","0.2","","0.2","0","100911"
"93","14714023","","","","14714","","","","","0.1"
"3","14714024","1","wac_birthday_reaction_03","wac_birthday_reaction_05","14714","0.2","","0.2","0","102711"
"3","14714025","1","wac_birthday_reaction_05","wac_birthday_reaction_03","14714","0.2","","0.2","0","101311"
"93","14714026","","","","14714","","","","","0.3"
"3","14714027","","","wac_birthday_run_01","14714","","","0.2","1","105611"
"2","14714028","","3","0","14714","","","","-70","105611"
"93","14714029","","","","14714","","","","","2.5"
"32","14714030","","","1","14714","","","","","602"
"93","14714031","","","","14714","","","","","0.6"
"32","14714032","","","1","14714","","","","","501"
"32","14714033","","","0","14714","","","","","600"
"32","14714034","","","0","14714","","","","","613"
"32","14714035","","","0","14714","","","","","604"
"32","14714036","","","1","14714","","","","","701"
"33","14714037","","0.01","0","14714","","","","0","916"
"3","14714038","1","wac_birthday_wish_01","wac_birthday_blowout_01","14714","0.2","","0.2","0","105611"
"2","14714039","","0.01","-200","14714","","","","-330","105611"
"3","14714040","","","wac_birthday_idle_doya","14714","","","0.2","1","100911"
"2","14714041","","0.01","150","14714","","","","-320","100911"
"3","14714042","","","wac_birthday_idle_normal","14714","","","0.2","1","105111"
