cd5175f51ea6642007ebd9baffaabbc26705ead81e5b6722556f9f7ac1bfa03c,f7f6be411ec4885e00cdf1d27b251fca0064da7447aad6399a2671c049f87613,4ace847080fd5094187edb76ec30594c386eba70b93c47bde434666f27678770,6bdd7aac322550bef69debf31a1a3c1219dfca052aa52f182075f9091d262723,5b87ddf1e033ab4e4ed7f3e478347b2ab8ff947c6fc6d6aca358d9ee26d543ce,2c015d3c928292c88f994e4b0676ebb4ccb57c4076a5243439d4a0776a792537,a581dba2140b107f7a3f867928f10a0bacf33c683b2589c397277eea85cc006c,5d0abc830bbf3fd2966d37b94895e2c669b972dc1f4ad0ba6e58917344f4a36d,5693b07139648a270809618cdd8f5087ca5d8a98895a383f3323fa629b31b832,d721d194dad6eb53038fb6980b2a7b7910bc4d28940b88b4e3e7b776a96bf6f6,27610513fce19e13888ff749ec307cfbfd12b38d2518648228ffeda16ce2fa82
"","105511","","16414","","3","","16414046","wac_birthday_idle_wish","1","0.2"
"0.01","105511","","16414","","2","","16414047","490","-340",""
"","0","","16414","","93","","16414048","","",""
"","800","","16414","","32","","16414049","1","",""
"","0.7","","16414","","93","","16414050","","",""
"","702","","16414","","32","","16414051","1","",""
"","0.5","","16414","","93","","16414052","","",""
"","se_common","","16414","","23","","16414053","se_sys_login_birthday_blow_candle","0",""
"","701","","16414","","32","","16414054","0","",""
"","0.4","","16414","","93","","16414055","","",""
"","se_common","","16414","","23","","16414056","se_sys_login_birthday_cracker","0",""
"","700","","16414","","32","","16414057","1","",""
"","se_common","","16414","","23","","16414058","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_doya","103011","","16414","1","3","0.2","16414059","wac_birthday_clap","0","0.2"
"wac_birthday_idle_normal","104511","","16414","1","3","0.2","16414060","wac_birthday_clap","0","0.2"
"","0.1","","16414","","93","","16414061","","",""
"wac_birthday_idle_smile","100811","","16414","1","3","0.2","16414062","wac_birthday_clap","0","0.2"
"","0.1","","16414","","93","","16414063","","",""
"wac_birthday_idle_wish","105511","","16414","1","3","0.2","16414064","wac_birthday_clap_to_wish","0","0.2"
"","2","","16414","","93","","16414065","","",""
"","1","","16414","","131","","16414066","","",""
"0","vo_wac_16414","","16414","","21","","16414067","vo_wac_16414_000","0",""
"1","105311","0.5","16414","1","11","0","16414068","給我的生日禮物……？\n多、多麼巨大的蛋糕啊！\n而且還散發著驚人的香氣……！\n這是為我準備的……？","10","0"
"","0","","16414","","91","","16414069","","",""
"","105311","","16414","","3","","16414070","wac_birthday_idle_smile","1","0.2"
"","103011","","16414","","3","","16414071","wac_birthday_talk_kyapi","1","0.2"
"0","vo_wac_16414","","16414","","21","","16414072","vo_wac_16414_001","0",""
"1","103011","0.5","16414","1","11","0","16414073","Yes！這是將甜食做得\n又高又誇張的\n特製甜點蛋糕是也！\n請享用吧──！","10","0"
"","0","","16414","","91","","16414074","","",""
"","103011","","16414","","3","","16414075","wac_birthday_idle_kyapi","1","0.2"
"","105311","","16414","","3","","16414076","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_16414","","16414","","21","","16414077","vo_wac_16414_002","0",""
"1","105311","0.5","16414","1","11","0","16414078","到底是用了多少砂糖啊！？\n有股不尋常的香甜氣味……\n唔唔，明明才剛被牙醫說\n要少吃甜食的……！","10","0"
"","0","","16414","","91","","16414079","","",""
"","105311","","16414","","3","","16414080","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_16414","","16414","","21","","16414081","vo_wac_16414_003","0",""
"1","105311","0.5","16414","1","11","0","16414082","但、但是……不能糟蹋\n部下的心意嘛！\n嗯，所以如果吃光也是不得已的！\n我就趕緊開動吧！","10","0"
"","0","","16414","","91","","16414083","","",""
"","0","","16414","","22","","16414084","","",""
"","bgm_M321","","16614","","25","","16614001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","16614","-70","1","0","16614002","102711","250","2"
"170","1","wac_birthday_idle_smile","16614","-260","1","1","16614003","105611","256","2"
"270","1","wac_birthday_idle_doya","16614","-310","1","1","16614004","100911","259","2"
"380","1","wac_birthday_idle_normal","16614","-270","1","1","16614005","105111","257","2"
"510","1","wac_birthday_idle_kyapi","16614","-310","1","1","16614006","101311","258","2"
"","102711","","16614","","13","","16614007","300","",""
"","105611","","16614","","13","","16614008","300","",""
"0","501","","16614","1","31","","16614009","501","0","0"
"0","600","","16614","1","31","","16614010","600","0","1"
"0","602","","16614","1","31","","16614011","602","0","0"
"0","603","","16614","1","31","","16614012","603","0","0"
"60","604","","16614","1","31","","16614013","604","30","1"
"0","613","","16614","1","31","","16614014","613","0","1"
"0","700","","16614","1","31","","16614015","700","0","0"
"0","701","","16614","1","31","","16614016","701","0","0"
"0","702","","16614","1","31","","16614017","702","0","0"
"0","800","","16614","1","31","","16614018","800","0","0"
"60","919","","16614","1","31","","16614019","919","30","1"
"","1","","16614","","93","","16614020","","",""
"wac_birthday_reaction_03","100911","","16614","1","3","0.2","16614021","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_03","105611","","16614","1","3","0.2","16614022","wac_birthday_reaction_02","0","0.2"
"","0.1","","16614","","93","","16614023","","",""
"wac_birthday_reaction_04","105111","","16614","1","3","0.2","16614024","wac_birthday_reaction_01","0","0.2"
"wac_birthday_reaction_05","101311","","16614","1","3","0.2","16614025","wac_birthday_reaction_03","0","0.2"
"","0.3","","16614","","93","","16614026","","",""
"","102711","","16614","","3","","16614027","wac_birthday_run_01","1","0.2"
"3","102711","","16614","","2","","16614028","0","-70",""
"","2.5","","16614","","93","","16614029","","",""
"","602","","16614","","32","","16614030","1","",""
"","0.6","","16614","","93","","16614031","","",""
"","501","","16614","","32","","16614032","1","",""
"","600","","16614","","32","","16614033","0","",""
"","613","","16614","","32","","16614034","0","",""
"","604","","16614","","32","","16614035","0","",""
"","701","","16614","","32","","16614036","1","",""
"0.01","919","","16614","","33","","16614037","0","0",""
"wac_birthday_eriko_wish_04","102711","","16614","1","3","0.2","16614038","wac_birthday_eriko_blowout_03","0","0.2"
"0.01","102711","","16614","","2","","16614039","-200","-330",""
"","105611","","16614","","3","","16614040","wac_birthday_idle_smile","1","0.2"
"0.01","105611","","16614","","2","","16614041","150","-320",""
"","100911","","16614","","3","","16614042","wac_birthday_idle_doya","1","0.2"
"0.01","100911","","16614","","2","","16614043","250","-360",""
"","105111","","16614","","3","","16614044","wac_birthday_idle_normal","1","0.2"
"0.01","105111","","16614","","2","","16614045","370","-320",""
"","101311","","16614","","3","","16614046","wac_birthday_idle_kyapi","1","0.2"
"0.01","101311","","16614","","2","","16614047","490","-340",""
"","0","","16614","","93","","16614048","","",""
"","800","","16614","","32","","16614049","1","",""
"","0.7","","16614","","93","","16614050","","",""
"","702","","16614","","32","","16614051","1","",""
"","0.5","","16614","","93","","16614052","","",""
"","se_common","","16614","","23","","16614053","se_sys_login_birthday_blow_candle","0",""
"","701","","16614","","32","","16614054","0","",""
"","0.4","","16614","","93","","16614055","","",""
"","se_common","","16614","","23","","16614056","se_sys_login_birthday_cracker","0",""
"","700","","16614","","32","","16614057","1","",""
"","se_common","","16614","","23","","16614058","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_smile","105611","","16614","1","3","0.2","16614059","wac_birthday_clap","0","0.2"
"wac_birthday_idle_normal","105111","","16614","1","3","0.2","16614060","wac_birthday_clap","0","0.2"
"","0.1","","16614","","93","","16614061","","",""
"wac_birthday_idle_doya","100911","","16614","1","3","0.2","16614062","wac_birthday_clap","0","0.2"
"","0.1","","16614","","93","","16614063","","",""
"wac_birthday_idle_kyapi","101311","","16614","1","3","0.2","16614064","wac_birthday_clap","0","0.2"
"","2","","16614","","93","","16614065","","",""
"","1","","16614","","131","","16614066","","",""
"0","vo_wac_16614","","16614","","21","","16614067","vo_wac_16614_000","0",""
"1","102711","0.5","16614","1","11","0","16614068","生日……？\n我的生日？\n你們怎麼會記得\n這種事情呢？","10","0"
"","0","","16614","","91","","16614069","","",""
"","102711","","16614","","3","","16614070","wac_birthday_eriko_idle_wish","1","0.2"
"","105611","","16614","","3","","16614071","wac_birthday_talk_doya","1","0.2"
"0","vo_wac_16614","","16614","","21","","16614072","vo_wac_16614_001","0",""
"1","105611","0.5","16614","1","11","0","16614073","妳問為什麼，我們不是\n同公會的成員嗎？\n妳總是為我們挺身戰鬥，\n這是為了感謝妳的一點小心意。","10","0"
"","0","","16614","","91","","16614074","","",""
"","105611","","16614","","3","","16614075","wac_birthday_idle_doya","1","0.2"
"","102711","","16614","","3","","16614076","wac_birthday_talk_normal","1","0.2"
"0","vo_wac_16614","","16614","","21","","16614077","vo_wac_16614_002","0",""
"1","102711","0.5","16614","1","11","0","16614078","………………是這樣啊。\n既然如此我就\n心懷感激地享用吧。","10","0"
"","0","","16614","","91","","16614079","","",""
"","102711","","16614","","3","","16614080","wac_birthday_talk_wish","1","0.2"
"0","vo_wac_16614","","16614","","21","","16614081","vo_wac_16614_003","0",""
"1","102711","0.5","16614","1","11","0","16614082","啊呣。\n……呵呵，真甜呢。\n就像那位大人一樣地溫柔。\n……謝謝你們。","10","0"
"","0","","16614","","91","","16614083","","",""
"","0","","16614","","22","","16614084","","",""
"","bgm_M321","","17414","","25","","17414001","bgm_M321_2C","",""
"-1000","1","wac_birthday_idle_normal","17414","-70","1","0","17414002","110811","250","2"
"230","1","wac_birthday_idle_kyapi","17414","-270","1","1","17414003","110911","256","2"
"410","1","wac_birthday_idle_doya","17414","-310","1","1","17414004","111011","257","2"
"","110811","","17414","","13","","17414005","300","",""
"","110911","","17414","","13","","17414006","300","",""
"0","501","","17414","1","31","","17414007","501","0","0"
"0","600","","17414","1","31","","17414008","600","0","1"
"0","602","","17414","1","31","","17414009","602","0","0"
"0","603","","17414","1","31","","17414010","603","0","0"
"60","604","","17414","1","31","","17414011","604","30","1"
"0","613","","17414","1","31","","17414012","613","0","1"
"0","700","","17414","1","31","","17414013","700","0","0"
"0","701","","17414","1","31","","17414014","701","0","0"
"0","702","","17414","1","31","","17414015","702","0","0"
"0","800","","17414","1","31","","17414016","800","0","0"
"60","920","","17414","1","31","","17414017","920","30","1"
"","1","","17414","","93","","17414018","","",""
"wac_birthday_reaction_03","111011","","17414","1","3","0.2","17414019","wac_birthday_reaction_05","0","0.2"
"","0.1","","17414","","93","","17414020","","",""
"wac_birthday_reaction_03","110911","","17414","1","3","0.2","17414021","wac_birthday_reaction_01","0","0.2"
"","0.3","","17414","","93","","17414022","","",""
"","110811","","17414","","3","","17414023","wac_birthday_run_01","1","0.2"
"3","110811","","17414","","2","","17414024","0","-70",""
"","2.5","","17414","","93","","17414025","","",""
"","602","","17414","","32","","17414026","1","",""
"","0.6","","17414","","93","","17414027","","",""
"","501","","17414","","32","","17414028","1","",""
"","600","","17414","","32","","17414029","0","",""
"","613","","17414","","32","","17414030","0","",""
"","604","","17414","","32","","17414031","0","",""
"","701","","17414","","32","","17414032","1","",""
"0.01","920","","17414","","33","","17414033","0","0",""
"wac_birthday_wish_01","110811","","17414","1","3","0.2","17414034","wac_birthday_blowout_01","0","0.2"
"0.01","110811","","17414","","2","","17414035","-200","-330",""
"","110911","","17414","","3","","17414036","wac_birthday_idle_kyapi","1","0.2"
"0.01","110911","","17414","","2","","17414037","180","-320",""
"","111011","","17414","","3","","17414038","wac_birthday_idle_doya","1","0.2"
"0.01","111011","","17414","","2","","17414039","320","-340",""
"","0","","17414","","93","","17414040","","",""
"","800","","17414","","32","","17414041","1","",""
"","0.7","","17414","","93","","17414042","","",""
"","702","","17414","","32","","17414043","1","",""
"","0.5","","17414","","93","","17414044","","",""
"","se_common","","17414","","23","","17414045","se_sys_login_birthday_blow_candle","0",""
"","701","","17414","","32","","17414046","0","",""
"","0.4","","17414","","93","","17414047","","",""
"","se_common","","17414","","23","","17414048","se_sys_login_birthday_cracker","0",""
"","700","","17414","","32","","17414049","1","",""
"","se_common","","17414","","23","","17414050","se_sys_login_birthday_calendar_applause","0",""
"wac_birthday_idle_kyapi","110911","","17414","1","3","0.2","17414051","wac_birthday_clap","0","0.2"
"","0.1","","17414","","93","","17414052","","",""
"wac_birthday_idle_doya","111011","","17414","1","3","0.2","17414053","wac_birthday_clap","0","0.2"
"","2","","17414","","93","","17414054","","",""
"","1","","17414","","131","","17414055","","",""
"0","vo_wac_17414","","17414","","21","","17414056","vo_wac_17414_000","0",""
"1","110811","0.5","17414","1","11","0","17414057","嗚哇這什麼，我嚇到了。\n怎麼有普通巨大的\n生鮮食品被亂放在外面啊。這裡是\n城牆耶，是新型的生化武器嗎？","10","0"
"","0","","17414","","91","","17414058","","",""
"","110811","","17414","","3","","17414059","wac_birthday_idle_smile","1","0.2"
"","110911","","17414","","3","","17414060","wac_birthday_talk_sad","1","0.2"
"0","vo_wac_17414","","17414","","21","","17414061","vo_wac_17414_001","0",""
"1","110911","0.5","17414","1","11","0","17414062","這是在掩飾害羞、還是新型的裝傻搞笑\n琪愛兒是不清楚啦，但克蘿依學姊……\n這明顯就是生日蛋糕，\n這樣裝糊塗，也太勉強了吧？","10","0"
"","0","","17414","","91","","17414063","","",""
"","110911","","17414","","3","","17414064","wac_birthday_idle_sad","1","0.2"
"","110811","","17414","","3","","17414065","wac_birthday_chloe_talk_sad","1","0.2"
"0","vo_wac_17414","","17414","","21","","17414066","vo_wac_17414_002","0",""
"1","110811","0.5","17414","1","11","0","17414067","啊？好啊，妳既然要這樣講，\n那我也要說囉。\n妳們如果想給人驚喜，\n就不能做得再高明一點嗎？","10","0"
"","0","","17414","","91","","17414068","","",""
"","110811","","17414","","3","","17414069","wac_birthday_talk_smile","1","0.2"
"0","vo_wac_17414","","17414","","21","","17414070","vo_wac_17414_003","0",""
"1","110811","0.5","17414","1","11","0","17414071","優妮學姊一早就全身奶油，\n我當然會注意到啊，要開心很難耶，\n特別是在已經竊笑過後。\n不過是無所謂啦，謝謝妳們囉。","10","0"
"","0","","17414","","91","","17414072","","",""
"","0","","17414","","22","","17414073","","",""
"","bgm_M321","","17614","","25","","17614001","bgm_M321_2C","",""
