7eff1fb36285592878e017e574afc8126d8b37b3b979757599839af1fc722d57,eeea4f7bc0c9653e7c03759ca2fb27e3d9044e16a1779b5130e077ebd8d89c73,94de51279ce26f6ae8422de47d4844e4a64e542ddc639511ad102f5f1761ef4b,4fe7579065382c05a90e8026c262d5e8e7c26654ba0b869da2d4c1ef333cd004,70e923a3348072140a348292e02e728c8640646a11d957b689dfda6112f4567e,3cf80c5be6334663ea5c401501ce371ba2dae3a7fce21eaefff4377588f2e957,f3e022269b2aff31286afe3ad384d45c638b7bd2bc9704f3a06803124cd5a61a,69364b65be0528cd13429db62e9c91aa749390a51e033e857810a4e2240f74c0,eff672e9d090c7d5d90b789599c09060bb00e3631d4db3620f639a6f56cd375b,1284159eb99fd98ebf8ec51d350b02159cab1dad595e8d4360879b4dbd9960c0,046a7fd1579bdc1fc43340b94a13414df0541b7d6fae93254c8696f7cd558759
"5","travel_topdrama_r_3001_none","-170","30031","-20","0.85","52","0","15","1300310005","4"
"5","normal","0","30031","-88","1","110","","0","1300310006","0"
"31","","-43.7","30031","0.5","1","-30.3","","300301","1300310007","300301"
"31","","-110","30031","1","1","260","","300303","1300310008","300303"
"31","","-127","30031","1","1","215","","300311","1300310009","300311"
"91","","","30031","","","","","0","1300310010","0"
"3","","","30031","","0","0","0","travel_topdrama_r_3001_idle_B","1300310011","1000001"
"3","","","30031","","0","0","0","travel_topdrama_r_3001_idle_B","1300310012","12"
"3","","","30031","","0","0","0","travel_topdrama_r_3001_idle_A","1300310013","1000002"
"3","","","30031","","0","0","0","travel_topdrama_r_3001_idle_A","1300310014","11"
"93","","","30031","","","","","0","1300310015","1.7"
"101","","","30031","","","","","0","1300310016","1300310011"
"3","","","30031","","0","0","","none","1300310017","0"
"91","","","30031","","","","","0","1300310018","0"
"31","","-110","30032","1","0","260","","300306","1300320001","300306"
"31","","-110","30032","1","0","260","","300308","1300320002","300308"
"31","","92.6","30032","0.4","0","17.3","","300300","1300320003","300300"
"31","","92.6","30032","0.4","0","0","","300304","1300320004","300304"
"91","","","30032","","","","","","1300320005","0"
"3","","","30032","","0.5","1","","travel_topdrama_r_3001_idle_A","1300320006","1000002"
"3","","","30032","","0.5","1","","travel_topdrama_r_3001_idle_A","1300320007","11"
"3","","","30032","","0.5","1","","travel_topdrama_r_3001_idle_B","1300320008","1000001"
"3","","","30032","","0.5","1","","travel_topdrama_r_3001_idle_B","1300320009","12"
"93","","","30032","","","","","0","1300320010","0.2"
"32","","","30032","","","","","1","1300320011","300300"
"93","","","30032","","","","","0","1300320012","2"
"32","","","30032","","","","","0","1300320013","300303"
"32","","","30032","","","","","1","1300320014","300308"
"32","","","30032","","","","","1","1300320015","300306"
"23","","","30032","","","0","","se_travel_top_fishing_hit","1300320016","se_travel_top"
"3","","","30032","","0","0","","travel_topdrama_r_3001_1_01_A","1300320017","1000002"
"3","","","30032","","0","0","","travel_topdrama_r_3001_1_01_A","1300320018","11"
"3","","","30032","","0.5","0","","travel_topdrama_r_3001_1_01_B","1300320019","1000001"
"3","","","30032","","0.5","0","","travel_topdrama_r_3001_1_01_B","1300320020","12"
"91","","","30032","","","","","","1300320021","0"
"32","","","30032","","","","","0","1300320022","300308"
"3","","","30032","","0","0","","travel_topdrama_r_3001_1_02_A","1300320023","1000002"
"3","","","30032","","0","0","","travel_topdrama_r_3001_1_02_A","1300320024","11"
"3","","","30032","","0.2","0","","travel_topdrama_r_3001_1_02_B","1300320025","1000001"
"3","","","30032","","0.2","0","","travel_topdrama_r_3001_1_02_B","1300320026","12"
"93","","","30032","","","","","0","1300320027","1"
"32","","","30032","","","","","0","1300320028","300300"
"91","","","30032","","","","","","1300320029","0"
"31","","-43.7","30032","0.5","1","-30.3","","300305","1300320030","300305"
"31","","86","30032","0.5","1","27","","300314","1300320031","300314"
"31","","-100","30032","1","1","260","","300313","1300320032","300313"
"23","","","30032","","","0","","se_travel_top_fishing_question","1300320033","se_travel_top"
"23","","","30032","","","0","","se_travel_top_fishing_pull","1300320034","se_travel_top"
"93","","","30032","","","","","0","1300320035","0.01"
"32","","","30032","","","","","0","1300320036","300301"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_01_A","1300320037","1000002"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_01_A","1300320038","11"
"3","","","30032","","0.2","0","","travel_topdrama_r_3001_3_01_B","1300320039","1000001"
"3","","","30032","","0.2","0","","travel_topdrama_r_3001_3_01_B","1300320040","12"
"91","","","30032","","","","","","1300320041","0"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_02_A","1300320042","1000002"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_02_A","1300320043","11"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_02_B","1300320044","1000001"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_02_B","1300320045","12"
"91","","","30032","","","","","","1300320046","0"
"32","","","30032","","","","","0","1300320047","300313"
"31","","0","30032","1","1","100","","300315","1300320048","300315"
"31","","-153","30032","2","1","318","","300312","1300320049","300312"
"31","","75","30032","0.6","1","-61","","300302","1300320050","300302"
"31","","-88","30032","0.7","1","214","","300317","1300320051","300317"
"122","","","30032","","","1","","30","1300320052","30"
"23","","","30032","","","0","","se_travel_top_fishing_appear_nepterion","1300320053","se_travel_top"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_03","1300320054","15"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_03_A","1300320055","1000002"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_03_A","1300320056","11"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_03_B","1300320057","1000001"
"3","","","30032","","0","0","","travel_topdrama_r_3001_3_03_B","1300320058","12"
"93","","","30032","","","","","0","1300320059","2.3"
"111","","","30032","","","","","","1300320060",""
"91","","","30032","","","","","","1300320061","0"
"1","travel_topdrama_b_3000_empty","0","30041","-70","0.5","53","0","1000001","1300410001","2"
"5","scare_loop","0","30041","-70","0.35","51","0","300411","1300410002","11"
"5","empty","-270","30041","-70","0.425","52","1","300412","1300410003","12"
"5","rare","-3","30041","-94","1","110","0","0","1300410004","0"
"91","","","30041","","","","","0","1300410005","0"
"3","","","30041","","0.2","1","","empty","1300410006","300412"
"91","","","30041","","","","","0","1300410007","0"
"101","","","30041","","","","","","1300410008","1300410005"
"3","","idle","30041","1","0.2","1","0.2","idle_fadeIN","1300410009","300412"
"3","","","30041","","","0","","none","1300410010","0"
"91","","","30041","","","","","","1300410011","0"
"23","","","30042","","","0","","se_travel_top_noble_creature","1300420001","se_travel_top"
"2","","0","30042","0","","-70","","-920","1300420002","1000001"
"3","","idle","30042","1","0.2","0","0.1","attack","1300420003","300412"
"93","","","30042","","","","","0","1300420004","0.66"
"23","","","30042","","","0","","se_travel_top_noble_creature_axe","1300420005","se_travel_top"
"93","","","30042","","","","","0","1300420006","0.09"
"3","","scare_loop","30042","1","0","0","0.2","backward","1300420007","300411"
"2","","0.3","30042","2","","-70","","100","1300420008","300411"
"93","","","30042","","","","","0","1300420009","1"
"3","","","30042","","0.2","1","","walk","1300420010","300412"
"2","","2","30042","0","","-70","","-100","1300420011","300412"
"91","","","30042","","","","","","1300420012","1300420008"
"31","","70","30042","0.5","1","100","","300401","1300420013","300401"
"93","","","30042","","","","","0","1300420014","0.1"
"23","","","30042","","","0","","se_travel_top_noble_emote_sweat","1300420015","se_travel_top"
"93","","","30042","","","","","0","1300420016","0.4"
"3","","","30042","0","0.2","1","","<weapon>_run","1300420017","1000001"
"2","","1.75","30042","0","","-70","","-300","1300420018","1000001"
"31","","-70","30042","0.5","1","-920","","300400","1300420019","300400"
"33","","1.75","30042","0","","-70","","-300","1300420020","300400"
"122","","","30042","","","0.15","","12","1300420021","0"
"93","","","30042","","","","","0","1300420022","0.65"
"23","","","30042","","","0","","se_travel_top_noble_foot","1300420023","se_travel_top"
"93","","","30042","","","","","0","1300420024","0.15"
"122","","","30042","","","0.15","","12","1300420025","0"
"93","","","30042","","","","","0","1300420026","0.2"
"12","0","0","30042","0","10","0.5","110","4","1300420027","1000001"
"93","","","30042","","","","","0","1300420028","0.25"
"23","","","30042","","","0","","se_travel_top_noble_emote_notice","1300420029","se_travel_top"
"91","","","30042","","","","","","1300420030","1300420011"
"3","","","30042","1","0.1","1","","idle","1300420031","300412"
"122","","","30042","","","0","","12","1300420032","0"
"91","","","30042","","","","","","1300420033","1300420018"
"3","","","30042","0","0","1","","<weapon>_idle","1300420034","1000001"
"32","","","30042","","","","","0","1300420035","300400"
"4","","","30042","","","","","0","1300420036","300412"
"93","","","30042","","","","","","1300420037","0.5"
"3","","<weapon>_idle","30042","1","0","0","0","<weapon>_attack_skipQuest","1300420038","1000001"
"93","","","30042","","","","","0","1300420039","0.25"
"31","","-20","30042","0.75","1","-100","","300402","1300420040","300402"
"3","","","30042","","0","0","","die","1300420041","300412"
"23","","","30042","","","0","","se_travel_top_noble_attack","1300420042","se_travel_top"
"93","","","30042","","","","","0","1300420043","0.6"
"23","","","30042","","","0","","se_travel_top_noble_creature_fadeout","1300420044","se_travel_top"
"93","","","30042","","","","","0","1300420045","0.5"
"122","","","30042","","","0.15","","12","1300420046","0"
"91","","","30042","","","","","","1300420047","1300420041"
"6","","1","30042","0","0.5","1","","1","1300420048","300412"
"3","","idle","30042","1","0.2","0","0.1","walk_idle","1300420049","300411"
"32","","","30042","","","","","0","1300420050","300401"
"2","","1","30042","0","","-70","","0","1300420051","300411"
"91","","","30042","","","","","0","1300420052","0"
"31","","-13","30042","0.3","1","-160","","300403","1300420053","300403"
"23","","","30042","","","0","","se_travel_top_noble_appear_goldenbox","1300420054","se_travel_top"
"93","","","30042","","","","","0","1300420055","0.33"
"3","","","30042","","0","0","","<weapon>_joy_short","1300420056","1000001"
"93","","","30042","","","","","0","1300420057","0.13"
"23","","","30042","","","0","","se_travel_top_noble_drop_goldenbox","1300420058","se_travel_top"
"91","","","30042","","","","","","1300420059","1300420056"
"111","","","30042","","","","","","1300420060",""
"91","","","30042","","","","","","1300420061","0"
"1","travel_topdrama_r_3000_empty","0","30051","-35","0.73","55","0","1000001","1300510001","1"
"6","","1","30051","0","0","1","0","1","1300510002","1000001"
"5","empty","0","30051","-35","0.73","56","0","300514","1300510003","14"
"6","","1","30051","0","0","1","0","1","1300510004","300514"
"5","idle","-30","30051","-70","0.425","51","0","300513","1300510005","13"
"5","travel_topdrama_r_3005_idle","75","30051","-65","1","50","0","300515","1300510006","15"
"5","normal","16","30051","-78","1","110","0","0","1300510007","0"
"3","","","30051","","0.2","1","","idle","1300510008","300513"
"91","","","30051","","","","","0","1300510009","0"
"3","","","30051","","0.2","0","","travel_topdrama_r_3005_idle","1300510010","300515"
"91","","","30051","","","","","0","1300510011","0"
"101","","","30051","","","","","","1300510012","1300510009"
"3","","","30051","","","0","","none","1300510013","0"
"91","","","30051","","","","","","1300510014","0"
"2","","0","30052","0","","-95","","-605","1300520001","1000001"
"6","","1","30052","1","0","1","0","1","1300520002","1000001"
"2","","0","30052","0","","-105","","-605","1300520003","300514"
"6","","1","30052","1","0","1","0","1","1300520004","300514"
"31","","-60","30052","1","1","370","","300502","1300520005","300502"
"91","","","30052","","","","","","1300520006","0"
"23","","","30052","","","0","","se_travel_top_disguise_foot1","1300520007","se_travel_top"
"3","","","30052","","0","1","","travel_topdrama_r_3005_walk","1300520008","1000001"
"2","","3","30052","0","","-95","","-180","1300520009","1000001"
"3","","","30052","","0.2","1","","walk","1300520010","300514"
"2","","3","30052","0","","-95","","-180","1300520011","300514"
"91","","","30052","","","","","","1300520012","1300520009"
"23","","","30052","","","0","","se_travel_top_disguise_notice","1300520013","se_travel_top"
"12","0","0","30052","0","-20","0","120","10","1300520014","300513"
"3","","","30052","","0","0","","travel_topdrama_r_3005_suprise","1300520015","1000001"
"3","","","30052","","0.2","0","","suprise","1300520016","300514"
"91","","","30052","","","","","0","1300520017","0"
"23","","","30052","","","0","","se_travel_top_disguise_foot2","1300520018","se_travel_top"
"23","","","30052","","","0","","se_travel_top_disguise_sweat","1300520019","se_travel_top"
"3","","","30052","","0","1","","travel_topdrama_r_3005_run","1300520020","1000001"
"2","","2","30052","0","","-95","","230","1300520021","1000001"
"3","","","30052","","0.2","1","","run","1300520022","300514"
"2","","2","30052","0","","-105","","230","1300520023","300514"
"31","","-95","30052","0.5","1","-180","","300500","1300520024","300500"
"33","","2","30052","0","","-95","","230","1300520025","300500"
"31","","25","30052","0.5","1","-230","","300501","1300520026","300501"
"33","","2","30052","0","","25","","180","1300520027","300501"
"121","","1","30052","3","easeInOutCubic","1","","0","1300520028","-300"
"93","","","30052","","","","","0","1300520029","0.5"
"4","","","30052","","","","","1","1300520030","300513"
"93","","","30052","","","","","0","1300520031","1"
"23","","","30052","","","0","","se_travel_top_disguise_question","1300520032","se_travel_top"
"3","","idle","30052","1","0.2","0","0.1","question","1300520033","300513"
"12","0","0","30052","0","20","0","130","5","1300520034","300513"
"93","","","30052","","","","","0","1300520035","0.5"
"32","","","30052","","","","","0","1300520036","300500"
"32","","","30052","","","","","0","1300520037","300501"
"23","","","30052","","","0","","se_travel_top_disguise_jump","1300520038","se_travel_top"
"3","","","30052","","0","0","","travel_topdrama_r_3005_jump","1300520039","1000001"
"3","","","30052","","0.2","0","","jump","1300520040","300514"
"12","0","0","30052","0","0","0.01","20","7","1300520041","1000001"
"93","","","30052","","","","","0","1300520042","1"
"111","","","30052","","","","","","1300520043",""
"91","","","30052","","","","","","1300520044","0"
"1","travel_topdrama_r_3000_empty","0","30061","-35","0.73","55","0","1000001","1300610001","1"
"6","","1","30061","0","0","1","0","1","1300610002","1000001"
"5","empty","0","30061","-35","0.73","56","0","300614","1300610003","14"
"6","","1","30061","0","0","1","0","1","1300610004","300614"
"5","idle","-30","30061","-70","0.425","51","0","300613","1300610005","13"
"5","travel_topdrama_r_3005_idle","75","30061","-65","1","50","0","300615","1300610006","15"
"5","normal","16","30061","-78","1","110","0","0","1300610007","0"
"3","","","30061","","0.2","1","","idle","1300610008","300613"
"91","","","30061","","","","","0","1300610009","0"
"3","","","30061","","0.2","0","","travel_topdrama_r_3005_idle","1300610010","300615"
"91","","","30061","","","","","0","1300610011","0"
"101","","","30061","","","","","","1300610012","1300610009"
"3","","","30061","","","0","","none","1300610013","0"
"91","","","30061","","","","","","1300610014","0"
"2","","0","30062","0","","-95","","-605","1300620001","1000001"
"6","","1","30062","1","0","1","0","1","1300620002","1000001"
"2","","0","30062","0","","-105","","-605","1300620003","300614"
"6","","1","30062","1","0","1","0","1","1300620004","300614"
"31","","-60","30062","1","1","370","","300503","1300620005","300602"
"91","","","30062","","","","","","1300620006","0"
"23","","","30062","","","0","","se_travel_top_disguise_foot1","1300620007","se_travel_top"
"3","","","30062","","0","1","","travel_topdrama_r_3005_walk","1300620008","1000001"
"2","","3","30062","0","","-95","","-180","1300620009","1000001"
"3","","","30062","","0.2","1","","walk","1300620010","300614"
