89022cb2e54d53696d040d2eede33d478f508e2f7c85e3d14297111bae477a34,edf05e41ff6451436107fed9a1f85c430e9751eaf53d934dd97887953763ed5b,8d9247113091eb2c8d7419d12f4198edbfd53490c3a13a0285e6b50ee2300c46,1d69c78b37f7824e57838bb7f78734c3190743ec5c30a01d10237b511dc7f570,1529625d4b3588b2bada4a89c17e68957e46a473e44547a83b58d5edba1387a6,447e3b2e0d330ab27f2265c775cc84fb7ca061748a93f1cf882882439e2d01d1,5f44b09d12c3c081b709fcadd8068e881a77d3953726a852b08a4aac00bc0ace,0b317f34de9664efa12717832a739d339cec45f54b4fbd4deb16c6728be55949,8b6cbd0e5910fffb241fd894ec414ce103807264f66f7b92c07b46de2abf6bae,7fdd77c2a1594ecf2ca1618a565d365561cc3c4cbc4900f7fb3cca249b56f654,1ea2f9db459f2042052110de122d296d0f22d9e1903eb5a9bbe1bb959a53f1a9
"0.5","0","0","1","907","0","說什麼「一起」、「去吧」之類的，\n是在世的時候有什麼怨念嗎？","11","19070037","113111","8"
"","","","","907","","","91","19070038","0",""
"","","","","907","","0","93","19070039","0.5",""
"","","","4.52488687782805","907","","850","2","19070040","113111","-180"
"","","","4.52488687782805","907","","850","33","19070041","21","-180"
"","","","","907","","1","4","19070042","113111",""
"","0.1","","","907","","07_ruka_float","3","19070043","113111","1"
"","","","","907","","0","93","19070044","3.2",""
"","0.1","0.1","07_shinobu_turnFace_loop","907","1","07_shinobu_turnFace_in","3","19070045","127111","0"
"","","","","907","","","91","19070046","19070040",""
"","","","3.82352941176471","907","","-200","2","19070047","4","-180"
"","","","3.82352941176471","907","","-200","33","19070048","31","-180"
"","","","","907","","","91","19070049","19070047",""
"","0.1","0.1","07_shinobu_surprise_loop","907","1","07_shinobu_surprise_in","3","19070050","127111","0"
"","","","0","907","","vo_fpc_20705","21","19070051","vo_fpc",""
"0.5","0","120","1","907","0","嗚嗚……小姐……","11","19070052","4","13"
"","","","","907","","","91","19070053","0",""
"","","","","907","","0","93","19070054","0.5",""
"","0.2","","","907","","07_dokuro_spin","3","19070055","4","1"
"","","","0","907","","vo_fpc_20706","21","19070056","vo_fpc",""
"0.5","0","120","1","907","0","小姐，要一起\n去溜滑水道嗎──？\n咕嘿嘿嘿……","11","19070057","4","6"
"","","","","907","","","91","19070058","0",""
"","","","","907","","0","93","19070059","0.5",""
"","0.1","0.1","07_shinobu_sad_loop","907","1","07_shinobu_sad_in","3","19070060","127111","0"
"","","","0","907","","vo_fpc_20707","21","19070061","vo_fpc",""
"0.5","0","0","1","907","0","看來果然是自作自受呢……\n別管他了吧。","11","19070062","127111","7"
"","","","","907","","","91","19070063","0",""
"","","","","907","","0","93","19070064","0.5",""
"","0.1","0.1","07_shinobu_swim_loop","907","1","07_shinobu_swim_in","3","19070065","127111","0"
"","","","","907","","1","32","19070066","11",""
"","","","3.08823529411765","907","","850","2","19070067","127111","-125"
"","","","3.08823529411765","907","","850","33","19070068","11","-125"
"","0.3","","","907","","07_dokuro_float","3","19070069","4","1"
"","","","6.17647058823529","907","","850","2","19070070","4","-180"
"","","","6.17647058823529","907","","850","33","19070071","31","-180"
"","","","","907","","","91","19070072","19070070",""
"cmn_walk_r","1.4875","0","750","908","-15","107811","1","19080001","1","12"
"cmn_swm_tread","1.75","0","-900","908","-180","126911","1","19080002","1","23"
"08_penpokorin","1.75","0","-900","908","-180","5","5","19080003","5","22"
"","0","","-180","908","1","10071","31","19080004","1007","-850"
"","1","","-180","908","1","3","31","19080005","3","-900"
"","","","","908","","se_fpc_water_random","23","19080006","se_10053800","1"
"","","","","908","","","91","19080007","19080005",""
"","","","5.88235294117647","908","12","-100","2","19080008","126911","-180"
"","","","5.88235294117647","908","12","-100","2","19080009","5","-180"
"","","","5.88235294117647","908","12","-100","33","19080010","3","-180"
"","","","5.88235294117647","908","12","-50","33","19080011","10071","-180"
"","","","","908","","0","93","19080012","2.3",""
"","","","0","908","","vo_fpc_20800","21","19080013","vo_fpc",""
"","","","","908","","1","32","19080014","10071",""
"","","","3.30882352941176","908","12","300","2","19080015","107811","-15"
"","","","","908","","","91","19080016","19080015",""
"","0.1","0.1","08_kyaru_surprise_loop","908","1","08_kyaru_surprise_in","3","19080017","107811","0"
"","","","0","908","","vo_fpc_20801","21","19080018","vo_fpc",""
"0.5","0","0","1","908","0","唔哇，妳那個不是……\n美空帶著的奇怪物體嗎！","11","19080019","107811","8"
"","","","","908","","","91","19080020","0",""
"","","","","908","","0","93","19080021","0.5",""
"","","","0","908","","vo_fpc_20802","21","19080022","vo_fpc",""
"0.5","0","0","1","908","0","為什麼會拿著那個啦！","11","19080023","107811","9"
"","","","","908","","","91","19080024","0",""
"","","","","908","","0","93","19080025","0.5",""
"","0.1","","","908","","08_ranfa_talk","3","19080026","126911","1"
"","0.1","","","908","","08_penpokorin","3","19080027","5","1"
"","","","0","908","","vo_fpc_20803","21","19080028","vo_fpc",""
"0.5","0","0","1","908","0","因為會浮在水上，所以她說\n用來代替游泳圈和沙灘球……\n就借給我了。","11","19080029","126911","9"
"","","","","908","","","91","19080030","0",""
"","","","","908","","0","93","19080031","0.5",""
"","0.1","","","908","","cmn_swm_tread","3","19080032","126911","1"
"","0.1","","","908","","08_penpokorin","3","19080033","5","1"
"","0.1","0.1","08_kyaru_talk_loop","908","1","08_kyaru_talk_in","3","19080034","107811","0"
"","","","0","908","","vo_fpc_20804","21","19080035","vo_fpc",""
"0.5","0","0","1","908","0","這、這樣啊……\n話說回來，那個東西會浮起來啊……","11","19080036","107811","11"
"","","","","908","","","91","19080037","0",""
"","","","","908","","0","93","19080038","0.5",""
"","0.1","","","908","","08_ranfa_talk","3","19080039","126911","1"
"","0.1","","","908","","08_penpokorin","3","19080040","5","1"
"","","","0","908","","vo_fpc_20805","21","19080041","vo_fpc",""
"0.5","0","0","1","908","0","嗯，會浮起來…\n…因為是借來的東西，\n所以不能借給妳……\n但妳好奇的話……要不要摸摸看？","11","19080042","126911","10"
"","","","","908","","","91","19080043","0",""
"","","","","908","","0","93","19080044","0.5",""
"","0.1","","","908","","cmn_swm_tread","3","19080045","126911","1"
"","0.1","","","908","","08_penpokorin","3","19080046","5","1"
"","0.1","0.1","08_kyaru_deny_loop","908","1","08_kyaru_deny_in","3","19080047","107811","0"
"","","","0","908","","vo_fpc_20806","21","19080048","vo_fpc",""
"0.5","0","0","1","908","0","不，不需要啦！\n總覺得那個很可怕啊，真的是……","11","19080049","107811","9"
"","","","","908","","","91","19080050","0",""
"","","","","908","","0","93","19080051","0.5",""
"","","","","908","","08_kyaru_run","3","19080052","107811","1"
"","","","2.07390648567119","908","","850","2","19080053","107811","-15"
"","","","","908","","","91","19080054","19080053",""
"","","","4.29864253393665","908","","850","2","19080055","126911","-180"
"","","","4.29864253393665","908","","850","2","19080056","5","-180"
"","","","4.29864253393665","908","","850","33","19080057","3","-180"
"","","","","908","","","91","19080058","19080057",""
"09_jun_spreadFloat","1.75","0","-850","909","-125","113611","1","19090001","1","12"
"09_cmn_float","1.75","1","-850","909","-125","113511","1","19090002","1","12"
"09_cmn_float","1.75","0","-1050","909","-180","113411","1","19090003","1","22"
"09_misogi_run","1.4875","1","750","909","-15","122811","1","19090004","1","12"
"","1","","-125","909","1","11","31","19090005","4","-850"
"","1","","-125","909","1","21","31","19090006","6","-820"
"","1","","-180","909","1","31","31","19090007","6","-1050"
"","","","","909","","se_fpc_water_random","23","19090008","se_10053800","1"
"","","","","909","","0","91","19090009","19090007",""
"","","","6.32352941176471","909","12","225","2","19090010","113611","-125"
"","","","6.32352941176471","909","12","225","33","19090011","11","-125"
"","","","","909","","0","93","19090012","3",""
"","","","5.65610859728507","909","","-750","2","19090013","122811","-15"
"","","","","909","","0","93","19090014","0.7",""
"","0.1","0.1","09_jun_notice_loop","909","1","09_jun_notice_in","3","19090015","113611","0"
"","","","","909","","","91","19090016","19090010",""
"","0.1","0.1","09_jun_alart_loop","909","1","09_jun_alart_in","3","19090017","113611","0"
"","","","4.26470588235294","909","12","-125","2","19090018","113511","-125"
"","","","4.26470588235294","909","12","-95","33","19090019","21","-125"
"","","","4.11764705882353","909","12","-350","2","19090020","113411","-180"
"","","","4.11764705882353","909","12","-350","33","19090021","31","-180"
"","","","","909","","0","93","19090022","0.5",""
"","","","0","909","","vo_fpc_20900","21","19090023","vo_fpc",""
"0.5","0","0","1","909","0","哎呀……\n在泳池邊奔跑是很危險的喔！","11","19090024","113611","8"
"","","","","909","","","91","19090025","0",""
"","","","","909","","0","93","19090026","0.5",""
"","","","","909","","","91","19090027","19090018",""
"","0.1","0.1","09_jun_idle_loop","909","1","09_jun_idle_in","3","19090028","113611","0"
"","0.1","","","909","","09_cmn_float_talk","3","19090029","113511","1"
"","","","0","909","","vo_fpc_20901","21","19090030","vo_fpc",""
"0.5","0","0","1","909","0","哎呀？\n剛剛好像是純的聲音……","11","19090031","113511","7"
"","","","","909","","","91","19090032","0",""
"","","","","909","","0","93","19090033","0.5",""
"","","","","909","","","91","19090034","19090033",""
"","0.1","","","909","","09_cmn_float","3","19090035","113511","1"
"","0.1","","","909","","09_cmn_float_search","3","19090036","113411","1"
"","","","0","909","","vo_fpc_20902","21","19090037","vo_fpc",""
"0.5","0","0","1","909","0","咦？真的嗎？\n在哪裡？","11","19090038","113411","7"
"","","","","909","","","91","19090039","0",""
"","","","","909","","0","93","19090040","0.5",""
"","0.1","","","909","","09_jun_talk1_loop","3","19090041","113611","1"
"","0.1","","","909","","09_cmn_float","3","19090042","113411","1"
"","","","0","909","","vo_fpc_20903","21","19090043","vo_fpc",""
"0.5","0","0","1","909","0","（美里老師和初音？說起來，\n我一直都穿著鎧甲跟她們見面啊。\n用這個模樣感覺有點羞恥……）","11","19090044","113611","8"
"","","","","909","","","91","19090045","0",""
"","","","","909","","0","93","19090046","0.5",""
"","","","0","909","","vo_fpc_20904","21","19090047","vo_fpc",""
"0.5","0","0","1","909","0","請問……\n妳們是在找什麼人嗎？","11","19090048","113611","7"
"","","","","909","","","91","19090049","0",""
"","","","","909","","0","93","19090050","0.5",""
"","","","","909","","0","4","19090051","113511",""
"","","","0","909","","-125","33","19090052","21","-125"
"","","0.1","09_cmn_float_talk","909","1","09_cmn_float_notice","3","19090053","113511","0"
"","","","0","909","","vo_fpc_20905","21","19090054","vo_fpc",""
"0.5","0","0","1","909","0","是的，是一個總是穿著鎧甲的人……","11","19090055","113511","9"
"","","","","909","","","91","19090056","0",""
"","","","","909","","0","93","19090057","0.5",""
"","0.1","","","909","","09_cmn_float_smile","3","19090058","113411","1"
"","0.1","","","909","","09_cmn_float","3","19090059","113511","1"
"","","","0","909","","vo_fpc_20906","21","19090060","vo_fpc",""
"0.5","0","0","1","909","0","是一個有趣又帥氣的人♪","11","19090061","113411","8"
"","","","","909","","","91","19090062","0",""
"","","","","909","","0","93","19090063","0.5",""
"","0.3","","","909","","09_jun_talk2_loop","3","19090064","113611","1"
"","0.1","","","909","","09_cmn_float","3","19090065","113411","1"
"","","","0","909","","vo_fpc_20907","21","19090066","vo_fpc",""
"0.5","0","0","1","909","0","穿著鎧甲嗎……\n我沒有看到那樣的人呢……","11","19090067","113611","8"
"","","","","909","","","91","19090068","0",""
"","","","","909","","0","93","19090069","0.5",""
"","0.1","","","909","","09_cmn_float_talk","3","19090070","113511","1"
"","","","0","909","","vo_fpc_20908","21","19090071","vo_fpc",""
"0.5","0","0","1","909","0","這樣子啊──\n難道是我的錯覺嗎。","11","19090072","113511","8"
"","","","","909","","","91","19090073","0",""
"","","","","909","","0","93","19090074","0.5",""
"","0.1","","","909","","09_cmn_float","3","19090075","113511","1"
"","","","0","909","","vo_fpc_20909","21","19090076","vo_fpc",""
"0.5","0","0","1","909","0","穿著鎧甲的人是不會\n在這種地方的吧？\n畢竟感覺就不是來游泳的打扮……","11","19090077","113611","8"
"","","","","909","","","91","19090078","0",""
"","","","","909","","0","93","19090079","0.5",""
"","0.1","","","909","","09_cmn_float_talk","3","19090080","113511","1"
"","","","0","909","","vo_fpc_20910","21","19090081","vo_fpc",""
"0.5","0","0","1","909","0","不過，純她\n在盛夏的海邊也是穿著鎧甲吧？","11","19090082","113511","8"
"","","","","909","","","91","19090083","0",""
"","","","","909","","0","93","19090084","0.5",""
"","0.1","","","909","","09_cmn_float_smile","3","19090085","113411","1"
"","0.1","","","909","","09_cmn_float","3","19090086","113511","1"
"","","","0","909","","vo_fpc_20911","21","19090087","vo_fpc",""
"0.5","0","0","1","909","0","嗯！\n她就算在海裡穿著鎧甲也一定沒問題的♪","11","19090088","113411","10"
"","","","","909","","","91","19090089","0",""
"","","","","909","","0","93","19090090","0.5",""
"","0.1","","","909","","09_jun_talk3_loop","3","19090091","113611","1"
"","","","0","909","","vo_fpc_20912","21","19090092","vo_fpc",""
"0.5","0","0","1","909","0","還、還真是個奇怪的人呢……\n啊哈哈哈……","11","19090093","113611","11"
"","","","","909","","","91","19090094","0",""
"","","","","909","","0","93","19090095","0.5",""
"","","","0","909","","vo_fpc_20913","21","19090096","vo_fpc",""
"0.5","0","0","1","909","0","（晚點穿上鎧甲\n來打個招呼吧……）","11","19090097","113611","8"
"","","","","909","","","91","19090098","0",""
"","","","","909","","0","93","19090099","0.5",""
"","0.1","0.1","09_jun_float_loop","909","1","09_jun_float_in","3","19090100","113611","0"
"","","","3.67647058823529","909","","850","2","19090101","113611","-125"
"","","","3.67647058823529","909","","850","33","19090102","11","-125"
"","","","5.73529411764706","909","","850","2","19090103","113511","-125"
"","","","5.73529411764706","909","","850","33","19090104","21","-125"
"","","","7.05882352941176","909","","850","2","19090105","113411","-180"
"","","","7.05882352941176","909","","850","33","19090106","31","-180"
"","","","","909","","","91","19090107","19090105",""
"10_cmn_run","1.75","0","-750","910","-15","110411","1","19100001","1","22"
"10_cmn_run","1.75","0","-750","910","-15","110511","1","19100002","1","13"
"cmn_run_def_N","1.4875","0","-750","910","-15","107911","1","19100003","1","12"
"","0","","-15","910","1","11","31","19100004","4","-750"
"","0","","-180","910","1","1171","31","19100005","117","50"
"","0","","-15","910","1","21","31","19100006","4","-750"
"","0","","-125","910","1","1172","31","19100007","118","275"
"","0","","-15","910","1","119","31","19100008","119","-50"
"","0","","20","910","1","12","31","19100009","109","-50"
"","0","","55","910","1","22","31","19100010","108","-50"
"","","","","910","","se_fpc_water_random","23","19100011","se_10053800","1"
